  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:29:15  03/05/2024 jbnv     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1000      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1355776E+00   3.1292085E-02  -5.6505232E+00   1.7526208E+00
   1.1393532E+00   2.7249981E-02  -5.5759444E+00   1.7528037E+00
   1.1423727E+00   3.0692076E-02  -5.5197678E+00   1.7527643E+00
   1.1461488E+00   6.4618833E-02  -5.4412837E+00   1.7525480E+00
   1.1491553E+00   3.0065922E-02  -5.3869939E+00   1.7524498E+00
   1.1528639E+00   3.2325573E-02  -5.3273706E+00   1.7523590E+00
   1.1557957E+00   3.5796277E-02  -5.2743573E+00   1.7520810E+00
   1.1595241E+00   3.1231849E-02  -5.1554446E+00   1.7515907E+00
   1.1625972E+00   3.3915401E-02  -5.0979743E+00   1.7512690E+00
   1.1656742E+00   3.3494748E-02  -5.0522008E+00   1.7509836E+00
   1.1694883E+00   3.8414463E-02  -4.8836031E+00   1.7506045E+00
   1.1727016E+00   3.5116997E-02  -4.9152746E+00   1.7503515E+00
   1.1758889E+00   4.0793497E-02  -4.8041182E+00   1.7503473E+00
   1.1790894E+00   3.9025579E-02  -4.7655349E+00   1.7504863E+00
   1.1823269E+00   3.6691349E-02  -4.7207308E+00   1.7506438E+00
   1.1855501E+00   3.9068799E-02  -4.6087708E+00   1.7507031E+00
   1.1895751E+00   3.8410567E-02  -4.4903464E+00   1.7507708E+00
   1.1927774E+00   3.5113998E-02  -4.4686909E+00   1.7509356E+00
   1.1959555E+00   3.0350722E-02  -4.3859558E+00   1.7512325E+00
   1.1991152E+00   3.1270254E-02  -4.3099446E+00   1.7514542E+00
   1.2022603E+00   3.1698596E-02  -4.2346315E+00   1.7514939E+00
   1.2061757E+00   3.1320941E-02  -4.1656895E+00   1.7513993E+00
   1.2092983E+00   3.3188317E-02  -4.0663548E+00   1.7512406E+00
   1.2124140E+00   3.2486770E-02  -4.0041361E+00   1.7509844E+00
   1.2163024E+00   3.7309971E-02  -3.9129102E+00   1.7504965E+00
   1.2194105E+00   3.4306265E-02  -3.8312671E+00   1.7500030E+00
   1.2224880E+00   3.3151932E-02  -3.7613378E+00   1.7496705E+00
   1.2263755E+00   2.6954645E-02  -3.6681204E+00   1.7493926E+00
   1.2294815E+00   3.2984387E-02  -3.6245687E+00   1.7492522E+00
   1.2325712E+00   2.2914242E-02  -3.5214279E+00   1.7490844E+00
   1.2356455E+00   2.0849716E-02  -3.4655151E+00   1.7489102E+00
   1.2394670E+00   2.8143317E-02  -3.3839250E+00   1.7488598E+00
   1.2425078E+00   2.4434514E-02  -3.3127818E+00   1.7490473E+00
   1.2462888E+00   2.5032558E-02  -3.1924167E+00   1.7493999E+00
   1.2492982E+00   2.4996946E-02  -3.1240158E+00   1.7494854E+00
   1.2530413E+00   2.7820976E-02  -3.0704439E+00   1.7494916E+00
   1.2560213E+00   2.7760029E-02  -3.0354271E+00   1.7495595E+00
   1.2597287E+00   2.9967122E-02  -2.9095652E+00   1.7496405E+00
   1.2626810E+00   2.9955605E-02  -2.8314714E+00   1.7495573E+00
   1.2663549E+00   2.9467285E-02  -2.7539303E+00   1.7493854E+00
   1.2692811E+00   2.9849559E-02  -2.6831648E+00   1.7491796E+00
   1.2729235E+00   2.8812867E-02  -2.6520517E+00   1.7490456E+00
   1.2758253E+00   3.0675247E-02  -2.5398872E+00   1.7487752E+00
   1.2794378E+00   2.8621145E-02  -2.4588280E+00   1.7482632E+00
   1.2830344E+00   3.1759236E-02  -2.4306047E+00   1.7476636E+00
   1.2859006E+00   3.0462686E-02  -2.3787448E+00   1.7475117E+00
   1.2894701E+00   3.1925272E-02  -2.3046925E+00   1.7475629E+00
   1.2930249E+00   3.0289283E-02  -2.1986275E+00   1.7476386E+00
   1.2958586E+00   2.5811991E-02  -2.1618235E+00   1.7476914E+00
   1.2993884E+00   3.4509003E-02  -2.0983212E+00   1.7479469E+00
   1.3029048E+00   2.6878407E-02  -2.0303922E+00   1.7485577E+00
   1.3064084E+00   2.7555650E-02  -1.9544593E+00   1.7491982E+00
   1.3092021E+00   3.0688092E-02  -1.8743327E+00   1.7498367E+00
   1.3126831E+00   2.4575740E-02  -1.8350852E+00   1.7502288E+00
   1.3161523E+00   2.7226685E-02  -1.7946835E+00   1.7506487E+00
   1.3196098E+00   2.6411450E-02  -1.7220562E+00   1.7510648E+00
   1.3230560E+00   2.4953149E-02  -1.6373798E+00   1.7513223E+00
   1.3264912E+00   2.8067121E-02  -1.5887984E+00   1.7513306E+00
   1.3292317E+00   4.5096919E-02  -1.5405598E+00   1.7513530E+00
   1.3326479E+00   3.5480507E-02  -1.5169711E+00   1.7515237E+00
   1.3360540E+00   2.8374741E-02  -1.4231644E+00   1.7516694E+00
   1.3394500E+00   3.1702060E-02  -1.3197420E+00   1.7520044E+00
   1.3428365E+00   2.9900528E-02  -1.2775843E+00   1.7523851E+00
   1.3462136E+00   3.9895114E-02  -1.2117634E+00   1.7529142E+00
   1.3495815E+00   2.8705990E-02  -1.1638846E+00   1.7534122E+00
   1.3529404E+00   2.5655467E-02  -1.1250015E+00   1.7539947E+00
   1.3562908E+00   2.8228823E-02  -1.0588648E+00   1.7549171E+00
   1.3596326E+00   2.7504761E-02  -9.9460000E-01   1.7558726E+00
   1.3629662E+00   2.7996328E-02  -9.6017051E-01   1.7565858E+00
   1.3662918E+00   2.7951047E-02  -9.0150344E-01   1.7571812E+00
   1.3696094E+00   3.2384787E-02  -8.3311790E-01   1.7575519E+00
   1.3729194E+00   3.2610890E-02  -7.8565305E-01   1.7578498E+00
   1.3762220E+00   1.9342629E-02  -6.9605941E-01   1.7580719E+00
   1.3795172E+00   2.8039157E-02  -6.5323603E-01   1.7582453E+00
   1.3828053E+00   2.5728170E-02  -5.6783497E-01   1.7584428E+00
   1.3860866E+00   2.3431923E-02  -5.3166533E-01   1.7584190E+00
   1.3900151E+00   2.0833777E-02  -4.8427510E-01   1.7583818E+00
   1.3932817E+00   2.1836337E-02  -3.9980587E-01   1.7588488E+00
   1.3965417E+00   2.2450818E-02  -3.2626805E-01   1.7596345E+00
   1.3997955E+00   2.1948798E-02  -2.3188433E-01   1.7607547E+00
   1.4030433E+00   2.0553714E-02  -1.9909760E-01   1.7610552E+00
   1.4062849E+00   1.8455725E-02  -2.0660026E-01   1.7611090E+00
   1.4095207E+00   2.2039518E-02  -9.6780263E-02   1.7615166E+00
   1.4133962E+00   1.8182874E-02   9.5707811E-02   1.7636156E+00
   1.4166197E+00   2.1856152E-02   1.1009192E-01   1.7640320E+00
   1.4198376E+00   2.1383932E-02   6.8596952E-02   1.7636133E+00
   1.4230503E+00   1.9237952E-02   1.0329719E-01   1.7633802E+00
   1.4262577E+00   1.7301621E-02   2.7680686E-01   1.7639464E+00
   1.4294602E+00   1.8169517E-02   3.4838927E-01   1.7645009E+00
   1.4332966E+00   1.6881172E-02   3.6776274E-01   1.7644001E+00
   1.4364882E+00   1.5927082E-02   4.0780276E-01   1.7646466E+00
   1.4396751E+00   1.6325030E-02   5.1673657E-01   1.7648979E+00
   1.4429775E+00   1.8417239E-02   7.3848629E-01   1.7669051E+00
   1.4462324E+00   1.3220434E-02   7.1592712E-01   1.7661703E+00
   1.4499086E+00   1.3880273E-02   6.6552502E-01   1.7646667E+00
   1.4530766E+00   1.6367013E-02   8.5540068E-01   1.7665869E+00
   1.4562404E+00   1.0580584E-02   9.1213679E-01   1.7678230E+00
   1.4600315E+00   1.3792182E-02   1.0328528E+00   1.7693272E+00
   1.4631864E+00   1.4491579E-02   1.0818392E+00   1.7694987E+00
   1.4663372E+00   1.3306084E-02   1.1479148E+00   1.7693367E+00
   1.4701132E+00   1.2269634E-02   1.2876450E+00   1.7700241E+00
   1.4732558E+00   1.9139284E-02   1.3912269E+00   1.7707301E+00
   1.4763945E+00   7.1964255E-03   1.4549925E+00   1.7713591E+00
   1.4801564E+00   1.5417454E-02   1.5464758E+00   1.7720397E+00
   1.4832875E+00   1.0649212E-02   1.6467965E+00   1.7723105E+00
   1.4864150E+00   9.3508502E-03   1.7332755E+00   1.7727329E+00
   1.4901637E+00   1.5874023E-02   1.8426590E+00   1.7734860E+00
   1.4932840E+00   9.6464045E-03   1.9462204E+00   1.7749053E+00
   1.4964011E+00   1.2857495E-02   2.0390596E+00   1.7760414E+00
   1.5001360E+00   4.1202102E-03   2.1420491E+00   1.7765446E+00
   1.5032463E+00   8.5371220E-03   2.2127006E+00   1.7775521E+00
   1.5063535E+00   8.0313534E-03   2.7012284E+00   1.7844234E+00
   1.5100782E+00   6.8362881E-03   2.4783638E+00   1.7796160E+00
   1.5131791E+00   1.5868146E-02   2.7355464E+00   1.7832896E+00
   1.5168962E+00   1.9869890E-02   2.6641097E+00   1.7828665E+00
   1.5199910E+00  -2.3657193E-03   2.6533759E+00   1.7812853E+00
   1.5230830E+00   1.5465151E-02   2.8318644E+00   1.7805469E+00
   1.5267899E+00   1.4698167E-02   3.0624857E+00   1.7820716E+00
   1.5298761E+00  -4.1027907E-03   3.1447134E+00   1.7831674E+00
   1.5335763E+00   1.0536848E-02   3.1610115E+00   1.7839926E+00
   1.5366570E+00   1.5477077E-02   3.2859137E+00   1.7848330E+00
   1.5397353E+00   8.9136111E-03   3.4397964E+00   1.7864267E+00
   1.5436429E+00   4.4329870E-03   3.6179223E+00   1.7884511E+00
   1.5470200E+00   9.3513951E-03   3.6741247E+00   1.7902035E+00
   1.5497150E+00   7.0498430E-04   3.7722621E+00   1.7914946E+00
   1.5530758E+00   1.4693061E-02   3.8992393E+00   1.7925707E+00
   1.5564277E+00  -3.8901658E-03   4.0152431E+00   1.7934316E+00
   1.5597712E+00  -1.9623147E-04   4.1039820E+00   1.7939454E+00
   1.5631064E+00  -3.3233406E-03   4.2089601E+00   1.7942903E+00
   1.5664334E+00   5.7239523E-03   4.3711634E+00   1.7946208E+00
   1.5697526E+00   5.4698042E-03   4.4731755E+00   1.7948961E+00
   1.5737253E+00   1.4917966E-03   4.5618691E+00   1.7950997E+00
   1.5770278E+00  -1.8840158E-02   4.7104092E+00   1.7954024E+00
   1.5803229E+00   4.0224558E-03   4.8629766E+00   1.7966118E+00
   1.5836108E+00   4.7368892E-03   4.9469895E+00   1.7974960E+00
   1.5868919E+00   1.0695744E-02   5.0693030E+00   1.7984090E+00
   1.5901661E+00   6.1634984E-03   5.1508722E+00   1.7996442E+00
   1.5934337E+00  -5.0127704E-02   5.2493248E+00   1.8014245E+00
   1.5966948E+00   3.8624875E-02   5.4243603E+00   1.8027118E+00
   1.5999496E+00   1.0427920E-02   5.5184135E+00   1.8038383E+00
   1.6031983E+00  -2.1349147E-03   5.5768089E+00   1.8048074E+00
   1.6070887E+00   1.2438884E-02   5.7657313E+00   1.8058039E+00
   1.6103243E+00   2.0821666E-02   5.8544812E+00   1.8063955E+00
   1.6135541E+00   7.6949252E-03   5.9510865E+00   1.8066396E+00
   1.6167783E+00  -3.3894076E-03   6.0548606E+00   1.8069468E+00
   1.6199970E+00   7.6277084E-03   6.1569347E+00   1.8073781E+00
   1.6238525E+00  -1.6794855E-02   6.2813969E+00   1.8078568E+00
   1.6270596E+00   1.7530838E-02   6.3768044E+00   1.8084537E+00
   1.6302617E+00   1.1082319E-02   6.4747682E+00   1.8092779E+00
   1.6334587E+00   4.1018799E-03   6.5259690E+00   1.8101250E+00
   1.6366509E+00   1.5532741E-02   6.6798825E+00   1.8113027E+00
   1.6404754E+00   1.2150346E-02   6.7886791E+00   1.8128154E+00
   1.6436572E+00   2.1136124E-03   6.8787651E+00   1.8139626E+00
   1.6468346E+00   1.0412562E-03   6.9518099E+00   1.8151339E+00
   1.6500076E+00  -2.0640572E-03   7.0461621E+00   1.8163660E+00
   1.6538094E+00   8.4166816E-03   7.1314168E+00   1.8175291E+00
   1.6569730E+00   3.1339002E-03   7.2261848E+00   1.8186297E+00
   1.6601324E+00   1.2748340E-03   7.2774906E+00   1.8193613E+00
   1.6639185E+00   4.2871395E-03   7.3963041E+00   1.8201485E+00
   1.6670858E+00   8.9922016E-03   7.4562006E+00   1.8212979E+00
   1.6703537E+00  -2.2279834E-04   7.5658216E+00   1.8222594E+00
   1.6735182E+00   1.3764739E-02   7.6088982E+00   1.8227557E+00
   1.6773646E+00   2.2181351E-02   7.7271805E+00   1.8236945E+00
   1.6807843E+00   2.0081394E-03   7.7682753E+00   1.8246162E+00
   1.6833586E+00   6.3655857E-04   7.8467674E+00   1.8259661E+00
   1.6874280E+00  -5.7542273E-03   7.9589009E+00   1.8278145E+00
   1.6902524E+00   1.0649069E-02   7.9845653E+00   1.8290350E+00
   1.6933664E+00  -8.2090519E-05   8.0573549E+00   1.8300886E+00
   1.6971498E+00  -1.2924704E-02   8.0997763E+00   1.8315762E+00
   1.7005125E+00   3.2866981E-02   8.1743841E+00   1.8329303E+00
   1.7044053E+00  -2.7595477E-03   8.2487288E+00   1.8340898E+00
   1.7069367E+00   7.3161949E-03   8.2761927E+00   1.8353280E+00
   1.7105790E+00   1.4640540E-02   8.3350391E+00   1.8373128E+00
   1.7139611E+00  -7.6945387E-03   8.4044762E+00   1.8379107E+00
   1.7175645E+00  -1.1753263E-02   8.4636412E+00   1.8386127E+00
   1.7202770E+00   7.8456930E-04   8.5144186E+00   1.8396856E+00
   1.7232387E+00   6.9637592E-03   8.5479536E+00   1.8406518E+00
   1.7264739E+00  -7.1915645E-05   8.5759268E+00   1.8411845E+00
   1.7297441E+00   1.0885783E-02   8.6467123E+00   1.8422800E+00
   1.7344381E+00   6.0351654E-03   8.7248478E+00   1.8436979E+00
   1.7376931E+00   4.1019097E-03   8.7799826E+00   1.8445584E+00
   1.7408067E+00   7.4430909E-03   8.7910509E+00   1.8457326E+00
   1.7439822E+00   1.2036243E-02   8.9542637E+00   1.8498073E+00
   1.7471619E+00   9.9402526E-03   8.9486284E+00   1.8490216E+00
   1.7504131E+00   1.1668968E-04   8.8986406E+00   1.8477871E+00
   1.7545086E+00   9.5798643E-03   8.9783106E+00   1.8479539E+00
   1.7575686E+00   5.4156128E-03   9.0452576E+00   1.8498155E+00
   1.7609422E+00   1.2467318E-02   9.1156406E+00   1.8521383E+00
   1.7643964E+00   1.0676490E-02   9.2953739E+00   1.8587083E+00
   1.7671607E+00   1.6803389E-02   9.2312851E+00   1.8572395E+00
   1.7712545E+00   6.5587931E-03   9.1847486E+00   1.8536054E+00
   1.7743363E+00   2.6334983E-03   9.2098274E+00   1.8530793E+00
   1.7777340E+00   5.3537972E-03   9.4550190E+00   1.8606759E+00
   1.7810158E+00   1.0163904E-02   9.3898563E+00   1.8586822E+00
   1.7839261E+00   7.8220636E-04   9.3355751E+00   1.8571997E+00
   1.7869250E+00  -4.5140227E-03   9.3582153E+00   1.8567065E+00
   1.7900193E+00   3.6981635E-04   9.4748907E+00   1.8583705E+00
   1.7931958E+00   6.8131732E-03   9.5526943E+00   1.8614414E+00
   1.7975382E+00   4.5980979E-03   9.5873528E+00   1.8635129E+00
   1.8003848E+00  -7.9465052E-03   9.6457157E+00   1.8636974E+00
   1.8046668E+00   7.6169535E-03   9.6430712E+00   1.8640516E+00
   1.8077327E+00  -3.6156939E-03   9.7727308E+00   1.8670112E+00
   1.8109174E+00   4.8586028E-03   9.7736368E+00   1.8665363E+00
   1.8135846E+00   2.5582963E-03   9.7418728E+00   1.8658816E+00
   1.8179568E+00   3.1595984E-03   9.7811995E+00   1.8660148E+00
   1.8210384E+00   8.4968349E-03   9.9973335E+00   1.8736576E+00
   1.8240294E+00   5.1188134E-03   9.8810453E+00   1.8701291E+00
   1.8269215E+00   3.0229082E-03   9.9217234E+00   1.8694551E+00
   1.8301098E+00   1.0775592E-03   1.0011097E+01   1.8694851E+00
   1.8334781E+00   2.2527520E-03   1.0052025E+01   1.8738167E+00
   1.8378507E+00   3.7883383E-03   1.0052415E+01   1.8726938E+00
   1.8411422E+00   2.0831681E-03   1.0088809E+01   1.8725486E+00
   1.8447711E+00   3.1613603E-03   1.0213700E+01   1.8774940E+00
   1.8481187E+00   6.6431472E-03   1.0190672E+01   1.8769083E+00
   1.8516029E+00   7.2475909E-03   1.0226942E+01   1.8765118E+00
   1.8534768E+00   2.3966916E-03   1.0281731E+01   1.8792570E+00
   1.8571373E+00   5.2920505E-03   1.0285810E+01   1.8795052E+00
   1.8602849E+00   4.4131926E-03   1.0327355E+01   1.8796191E+00
   1.8648645E+00   8.6956844E-03   1.0472145E+01   1.8875176E+00
   1.8683120E+00   5.6331246E-03   1.0470828E+01   1.8859265E+00
   1.8701659E+00   6.9539994E-03   1.0464180E+01   1.8846111E+00
   1.8737661E+00   6.8915272E-03   1.0464212E+01   1.8828810E+00
   1.8773249E+00   4.3081152E-03   1.0520615E+01   1.8834151E+00
   1.8809084E+00   7.4742534E-03   1.0555839E+01   1.8887370E+00
   1.8845018E+00   7.2384276E-03   1.0591805E+01   1.8863308E+00
   1.8875619E+00   4.0132310E-03   1.0644567E+01   1.8878835E+00
   1.8906029E+00   3.6316710E-03   1.0649532E+01   1.8935186E+00
   1.8939557E+00   4.7305068E-03   1.0658054E+01   1.8919783E+00
   1.8974196E+00   4.1482425E-03   1.0686944E+01   1.8905551E+00
   1.9009944E+00   5.1825163E-03   1.0754987E+01   1.8900844E+00
   1.9049357E+00   3.9770342E-03   1.0757475E+01   1.8942208E+00
   1.9068164E+00   4.6502892E-03   1.0772985E+01   1.8943037E+00
   1.9102527E+00   4.1153985E-03   1.0808766E+01   1.8942510E+00
   1.9133786E+00   1.6127911E-03   1.0830728E+01   1.8951063E+00
   1.9181160E+00   2.4764535E-03   1.0826735E+01   1.8970960E+00
   1.9214854E+00   5.1792562E-03   1.0844886E+01   1.8980206E+00
   1.9247175E+00   3.5774377E-03   1.0856694E+01   1.8987918E+00
   1.9282809E+00   1.4259773E-03   1.0891114E+01   1.8991684E+00
   1.9301975E+00  -4.9034762E-04   1.0881563E+01   1.8994294E+00
   1.9335425E+00   1.3224701E-03   1.0909805E+01   1.9004260E+00
   1.9372305E+00   1.4473438E-03   1.0897053E+01   1.9009845E+00
   1.9407532E+00   2.4211952E-03   1.0884211E+01   1.9015695E+00
   1.9443532E+00   5.2339851E-04   1.0902192E+01   1.9023588E+00
   1.9481828E+00   9.8942500E-04   1.0885199E+01   1.9029123E+00
   1.9500701E+00   1.8685641E-03   1.0903897E+01   1.9032207E+00
   1.9538473E+00   1.7174549E-03   1.0880196E+01   1.9037651E+00
   1.9570035E+00   1.8589091E-03   1.0871843E+01   1.9045465E+00
   1.9604831E+00   1.1162109E-03   1.0859172E+01   1.9053285E+00
   1.9638870E+00   1.5524148E-03   1.0721295E+01   1.9073529E+00
   1.9671992E+00   2.5691390E-03   1.0784832E+01   1.9069772E+00
   1.9706383E+00   1.4123542E-03   1.0844087E+01   1.9055855E+00
   1.9740964E+00   4.8381265E-04   1.0828690E+01   1.9050876E+00
   1.9774951E+00  -1.3928165E-03   1.0756044E+01   1.9062046E+00
   1.9807274E+00   1.0687875E-03   1.0676934E+01   1.9076526E+00
   1.9839597E+00   1.4556855E-03   1.0630639E+01   1.9088535E+00
   1.9871821E+00   1.5149723E-03   1.0615890E+01   1.9092681E+00
   1.9903451E+00   1.0655493E-03   1.0591639E+01   1.9094833E+00
   1.9949933E+00   1.0068143E-03   1.0529739E+01   1.9099767E+00
   1.9980079E+00   4.6271060E-04   1.0438494E+01   1.9104767E+00
   2.0009191E+00   3.0320419E-03   1.0379369E+01   1.9109558E+00
   2.0037887E+00   1.7390662E-03   1.0305322E+01   1.9113503E+00
   2.0078404E+00   7.7866169E-04   1.0276082E+01   1.9116281E+00
   2.0105281E+00   2.0121615E-03   1.0191596E+01   1.9117502E+00
   2.0145738E+00   2.9580677E-03   1.0068773E+01   1.9124061E+00
   2.0171604E+00   3.8136968E-03   1.0026916E+01   1.9127451E+00
   2.0209165E+00   3.1933114E-03   9.9457092E+00   1.9131342E+00
   2.0245688E+00   4.0103998E-03   9.8744812E+00   1.9135305E+00
   2.0278740E+00   3.4109917E-03   9.7422628E+00   1.9143006E+00
   2.0314977E+00   1.2770107E-02   9.6413145E+00   1.9152462E+00
   2.0347195E+00   6.8016928E-03   9.5053406E+00   1.9155623E+00
   2.0380588E+00   4.0985672E-03   9.4544353E+00   1.9157267E+00
   2.0413175E+00   2.6153454E-03   9.3362856E+00   1.9161068E+00
   2.0445290E+00   4.9860543E-03   9.1975574E+00   1.9168279E+00
   2.0477054E+00   6.6348277E-03   9.0951586E+00   1.9172417E+00
   2.0508506E+00   7.7014221E-03   8.9815722E+00   1.9176643E+00
   2.0539658E+00   5.6457263E-03   8.8826303E+00   1.9179726E+00
   2.0580800E+00   6.7846170E-03   8.7021217E+00   1.9180458E+00
   2.0611496E+00   4.6551717E-03   8.5501490E+00   1.9182239E+00
   2.0642104E+00   4.6594637E-03   8.4466114E+00   1.9183573E+00
   2.0682309E+00   5.9380163E-03   8.3075886E+00   1.9184444E+00
   2.0711884E+00   6.8951654E-03   8.2214823E+00   1.9185103E+00
   2.0740645E+00   4.5389640E-03   8.0834808E+00   1.9186251E+00
   2.0778213E+00   2.5790478E-03   7.8011827E+00   1.9190309E+00
   2.0815344E+00   5.2215508E-03   7.7316246E+00   1.9191118E+00
   2.0842893E+00   2.7872669E-03   7.6890497E+00   1.9190637E+00
   2.0879452E+00   8.3392503E-04   7.5195956E+00   1.9190272E+00
   2.0915828E+00   2.0513519E-04   7.2135615E+00   1.9192723E+00
   2.0942962E+00   1.8710071E-03   7.1271782E+00   1.9194393E+00
   2.0979006E+00   2.0805434E-03   7.0222988E+00   1.9195614E+00
   2.1014795E+00   7.1589131E-04   6.7536988E+00   1.9196599E+00
   2.1041486E+00   2.3081820E-03   6.6745734E+00   1.9196981E+00
   2.1076889E+00  -5.3127971E-04   6.5196099E+00   1.9194559E+00
   2.1112072E+00  -2.1582015E-03   6.3275752E+00   1.9192322E+00
   2.1147015E+00  -1.1415844E-03   6.1484618E+00   1.9191220E+00
   2.1181703E+00   1.1413378E-03   5.9856014E+00   1.9189472E+00
   2.1216118E+00   9.6587464E-04   5.7916341E+00   1.9187398E+00
   2.1250253E+00  -8.8726822E-04   5.5786481E+00   1.9184738E+00
   2.1277077E+00  -1.8669419E-03   5.4149237E+00   1.9182615E+00
   2.1314285E+00   9.0995873E-04   5.1875815E+00   1.9176217E+00
   2.1347632E+00  -1.2909912E-03   5.1670117E+00   1.9173040E+00
   2.1380754E+00  -1.6546260E-03   4.9035597E+00   1.9168758E+00
   2.1413658E+00   1.8373058E-03   4.7099609E+00   1.9167080E+00
   2.1446400E+00  -1.5800534E-03   4.5371323E+00   1.9167900E+00
   2.1479113E+00   9.5394003E-04   4.3778534E+00   1.9166664E+00
   2.1511960E+00  -8.1129074E-03   4.2134504E+00   1.9164603E+00
   2.1545041E+00  -3.6385832E-03   4.0039902E+00   1.9160624E+00
   2.1578357E+00  -3.9673229E-03   3.8254707E+00   1.9156157E+00
   2.1612062E+00  -4.3064249E-03   3.6422551E+00   1.9152149E+00
   2.1646335E+00   1.7354654E-03   3.4689553E+00   1.9147441E+00
   2.1680653E+00  -7.2688162E-03   3.2863319E+00   1.9142219E+00
   2.1715441E+00  -4.7072680E-03   3.0636854E+00   1.9135695E+00
   2.1750457E+00  -6.4350725E-03   2.9142327E+00   1.9131080E+00
   2.1776884E+00  -1.2444404E-03   2.7940688E+00   1.9128816E+00
   2.1812088E+00  -9.2957597E-03   2.6065912E+00   1.9124217E+00
   2.1847062E+00  -4.1175950E-03   2.3363264E+00   1.9116576E+00
   2.1882424E+00  -2.2421936E-03   2.1835196E+00   1.9112003E+00
   2.1917138E+00  -1.2032479E-02   2.0600970E+00   1.9110444E+00
   2.1950855E+00  -9.7971894E-03   1.8982645E+00   1.9107107E+00
   2.1977079E+00  -4.1731382E-03   1.6483006E+00   1.9100962E+00
   2.2012873E+00  -1.3690143E-02   1.4660181E+00   1.9096640E+00
   2.2048805E+00   1.6611152E-03   1.3428445E+00   1.9096534E+00
   2.2084603E+00  -1.0753119E-02   1.2085925E+00   1.9097003E+00
   2.2111182E+00  -1.9317331E-02   9.7404069E-01   1.9093118E+00
   2.2146728E+00  -4.9255299E-03   8.3598328E-01   1.9090077E+00
   2.2182674E+00   1.2424857E-02   6.8871021E-01   1.9088742E+00
   2.2218695E+00   1.2116123E-02   4.8629397E-01   1.9082136E+00
   2.2245648E+00  -1.2078021E-02   3.7013111E-01   1.9077864E+00
   2.2281833E+00  -1.2914136E-02   1.0890499E-01   1.9068779E+00
   2.2317851E+00  -1.8522358E-02  -4.1030437E-02   1.9057230E+00
   2.2344463E+00  -8.1180474E-03  -1.3511507E-01   1.9051359E+00
   2.2380407E+00   3.8648004E-04  -3.0635816E-01   1.9048532E+00
   2.2417841E+00  -1.4874524E-02  -4.3519631E-01   1.9039437E+00
   2.2446377E+00  -1.8091811E-02  -6.6800559E-01   1.9026215E+00
   2.2484446E+00  -1.1239719E-02  -7.9537368E-01   1.9022708E+00
   2.2513022E+00  -2.4297254E-02  -9.4446576E-01   1.9018583E+00
   2.2551172E+00  -4.9633570E-02  -1.1149988E+00   1.9011517E+00
   2.2579856E+00  -5.2609197E-03  -1.2631302E+00   1.9004554E+00
   2.2617259E+00  -3.1293359E-02  -1.4335241E+00   1.8997457E+00
   2.2646160E+00  -1.7156143E-02  -1.5132902E+00   1.8994119E+00
   2.2684913E+00  -1.2193379E-03  -1.7382038E+00   1.8988138E+00
   2.2714217E+00  -6.7434045E-03  -1.8760114E+00   1.8980572E+00
   2.2751584E+00  -2.3414001E-03  -2.0706351E+00   1.8965212E+00
   2.2787628E+00  -4.0744882E-02  -2.2509134E+00   1.8958682E+00
   2.2813897E+00  -5.9748376E-03  -2.2851698E+00   1.8954949E+00
   2.2853472E+00  -8.1566917E-03  -2.4662941E+00   1.8943214E+00
   2.2882912E+00  -7.6442689E-02  -2.4820707E+00   1.8929688E+00
   2.2912009E+00   1.3895010E-02  -2.7532022E+00   1.8918352E+00
   2.2949228E+00  -2.7834460E-02  -2.8412299E+00   1.8908014E+00
   2.2983055E+00  -1.1899621E-03  -2.9466202E+00   1.8893048E+00
   2.3013868E+00  -3.1667925E-02  -3.2721872E+00   1.8885336E+00
   2.3051322E+00   1.8049754E-02  -3.3380218E+00   1.8876870E+00
   2.3083370E+00  -8.4923059E-03  -3.5040755E+00   1.8862847E+00
   2.3113825E+00  -3.5061438E-02  -3.6611125E+00   1.8852785E+00
   2.3148286E+00  -2.0811826E-03  -3.6085167E+00   1.8848962E+00
   2.3180275E+00  -6.6129103E-02  -3.7614336E+00   1.8840653E+00
   2.3218343E+00  -4.6314415E-02  -4.1636734E+00   1.8826585E+00
   2.3250389E+00  -2.9374104E-02  -4.1290674E+00   1.8815635E+00
   2.3281367E+00  -1.6399837E-03  -4.1799250E+00   1.8802944E+00
   2.3313513E+00   8.2562594E-03  -4.5471897E+00   1.8788180E+00
   2.3352563E+00  -1.9396115E-02  -4.5895452E+00   1.8784480E+00
   2.3383737E+00  -8.5278109E-02  -4.6125937E+00   1.8774389E+00
   2.3414834E+00   3.0127928E-02  -4.8929868E+00   1.8756452E+00
   2.3455822E+00  -3.7154764E-02  -4.9772348E+00   1.8740054E+00
   2.3486505E+00  -1.6943390E-02  -5.1192932E+00   1.8729355E+00
   2.3516946E+00  -3.3363644E-02  -5.2575970E+00   1.8718741E+00
   2.3546431E+00  -4.2580441E-02  -5.3366094E+00   1.8708504E+00
   2.3586340E+00  -6.8086311E-02  -5.4996495E+00   1.8697853E+00
