  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:29:15  03/05/2024 jbnv     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1000      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3613594E+00  -1.3280479E-02  -5.6136675E+00   1.8687202E+00
   2.3652666E+00  -1.8928232E-02  -5.7589746E+00   1.8673786E+00
   2.3688316E+00  -4.0056292E-02  -5.8808389E+00   1.8658371E+00
   2.3716974E+00  -3.9645646E-02  -6.0606937E+00   1.8650728E+00
   2.3754551E+00  -1.5795471E-02  -6.0912642E+00   1.8643390E+00
   2.3781664E+00  -7.1476944E-02  -6.2962976E+00   1.8632089E+00
   2.3818519E+00  -3.3830546E-02  -6.3977761E+00   1.8615940E+00
   2.3855388E+00  -8.8103503E-02  -6.6229658E+00   1.8607333E+00
   2.3882549E+00   1.5561272E-03  -6.6561770E+00   1.8602811E+00
   2.3919034E+00   1.6696515E-02  -6.8026366E+00   1.8589786E+00
   2.3955579E+00   1.6213875E-02  -6.9217644E+00   1.8567673E+00
   2.3982177E+00   1.2590821E-04  -7.0027089E+00   1.8559587E+00
   2.4017873E+00   3.9729439E-03  -7.1361456E+00   1.8548205E+00
   2.4053276E+00  -2.5698146E-02  -7.1921935E+00   1.8537070E+00
   2.4088652E+00  -4.5913886E-03  -7.3653483E+00   1.8521430E+00
   2.4123087E+00  -9.9681161E-02  -7.4229722E+00   1.8510979E+00
   2.4149423E+00  -3.0542491E-02  -7.5410771E+00   1.8499070E+00
   2.4184487E+00  -2.9605445E-02  -7.5660028E+00   1.8475796E+00
   2.4218457E+00  -6.5065011E-02  -7.7594419E+00   1.8471136E+00
   2.4252927E+00  -1.1967679E-01  -7.8610315E+00   1.8463122E+00
   2.4286640E+00   5.2919712E-02  -7.9589276E+00   1.8452922E+00
   2.4320321E+00  -3.3232097E-02  -8.0513144E+00   1.8443797E+00
   2.4353800E+00  -6.6573046E-02  -8.1106424E+00   1.8431034E+00
   2.4386892E+00  -4.6633746E-02  -8.2503891E+00   1.8401365E+00
   2.4419949E+00  -2.1711346E-02  -8.3277702E+00   1.8388094E+00
   2.4451790E+00  -4.6407934E-02  -8.2782164E+00   1.8386673E+00
   2.4483685E+00  -4.3550465E-02  -8.5319796E+00   1.8385310E+00
   2.4523072E+00   1.7599931E-02  -8.4970675E+00   1.8338499E+00
   2.4553812E+00  -8.2740029E-03  -8.7335663E+00   1.8331884E+00
   2.4585190E+00  -3.3592269E-02  -8.7618704E+00   1.8332571E+00
   2.4623947E+00  -3.3374872E-02  -8.6941414E+00   1.8322424E+00
   2.4655161E+00  -5.2163579E-02  -8.8666239E+00   1.8296839E+00
   2.4686878E+00  -3.5463396E-02  -8.9318428E+00   1.8276534E+00
   2.4717853E+00  -2.5062522E-02  -8.9323597E+00   1.8270947E+00
   2.4756532E+00  -4.7518443E-02  -9.0005074E+00   1.8262284E+00
   2.4787700E+00  -9.3824677E-03  -9.0660944E+00   1.8245906E+00
   2.4818077E+00  -3.6525872E-02  -9.1532507E+00   1.8234739E+00
   2.4855919E+00  -4.9210202E-02  -9.1333809E+00   1.8215050E+00
   2.4886599E+00  -4.8594452E-02  -9.2385445E+00   1.8207283E+00
   2.4924052E+00  -1.1614645E-02  -9.3332424E+00   1.8189888E+00
   2.4953501E+00  -8.3465930E-03  -9.2162037E+00   1.8166866E+00
   2.4991281E+00  -3.5649672E-02  -9.3347311E+00   1.8157862E+00
   2.5021231E+00  -2.0282047E-02  -9.4010429E+00   1.8144813E+00
   2.5057647E+00  -1.0192644E-02  -9.3157120E+00   1.8128704E+00
   2.5087526E+00  -1.8929854E-02  -9.3553143E+00   1.8116660E+00
   2.5124941E+00  -2.6477475E-02  -9.4665165E+00   1.8098457E+00
   2.5154245E+00  -1.7249342E-02  -9.3597832E+00   1.8087584E+00
   2.5190423E+00  -2.0482661E-02  -9.3294144E+00   1.8081043E+00
   2.5220032E+00  -1.5226866E-03  -9.4009333E+00   1.8065176E+00
   2.5257378E+00  -4.8013339E-03  -9.3932581E+00   1.8046032E+00
   2.5286348E+00  -4.2168867E-02  -9.3922005E+00   1.8035631E+00
   2.5322399E+00  -4.3836959E-02  -9.3984232E+00   1.8019848E+00
   2.5352058E+00  -3.7290277E-03  -9.3704147E+00   1.8011848E+00
   2.5389249E+00  -2.6238877E-02  -9.3797207E+00   1.8000695E+00
   2.5418425E+00  -2.3748241E-02  -9.3374453E+00   1.7990494E+00
   2.5454845E+00  -2.2160864E-02  -9.2967138E+00   1.7977415E+00
   2.5491645E+00  -2.2392532E-02  -9.2534513E+00   1.7959777E+00
   2.5520916E+00  -1.6316636E-02  -9.3037472E+00   1.7948840E+00
   2.5557206E+00  -1.0070539E-02  -9.1725521E+00   1.7942299E+00
   2.5586145E+00  -6.2994095E-03  -9.1441908E+00   1.7934000E+00
   2.5622716E+00  -1.2927561E-02  -9.1490946E+00   1.7915955E+00
   2.5652149E+00   1.0960590E-03  -9.0748034E+00   1.7897571E+00
   2.5689061E+00  -1.8253282E-02  -9.0164051E+00   1.7887510E+00
   2.5725291E+00   4.3062312E-03  -8.9846506E+00   1.7884872E+00
   2.5754163E+00  -2.4064730E-03  -8.9313831E+00   1.7880814E+00
   2.5790799E+00  -1.3526779E-02  -8.8643541E+00   1.7853531E+00
   2.5820181E+00  -1.9336134E-02  -8.8830414E+00   1.7840214E+00
   2.5856361E+00   2.1146584E-04  -8.7980118E+00   1.7833545E+00
   2.5892086E+00  -4.0383764E-02  -8.6998997E+00   1.7824471E+00
   2.5920908E+00   6.9606632E-02  -8.6083441E+00   1.7816240E+00
   2.5956979E+00   2.3547180E-02  -8.6181879E+00   1.7804766E+00
   2.5991495E+00   9.8737739E-03  -8.5333519E+00   1.7801412E+00
   2.6019723E+00  -1.2324356E-02  -8.4721613E+00   1.7794907E+00
   2.6055312E+00   2.8276384E-02  -8.4023647E+00   1.7780216E+00
   2.6090784E+00   1.7671511E-02  -8.2445936E+00   1.7763923E+00
   2.6125815E+00   5.6854463E-03  -8.1528816E+00   1.7742599E+00
   2.6153488E+00  -1.0363710E-04  -8.1305523E+00   1.7731490E+00
   2.6188767E+00  -3.5090579E-03  -8.0759020E+00   1.7727046E+00
   2.6223743E+00   1.1980454E-02  -7.9497910E+00   1.7721119E+00
   2.6257896E+00   1.0623064E-02  -7.8775072E+00   1.7708563E+00
   2.6292131E+00  -1.6246225E-03  -7.8084579E+00   1.7695470E+00
   2.6326790E+00   1.2620700E-02  -7.6701927E+00   1.7684547E+00
   2.6354315E+00   7.1800402E-03  -7.5828633E+00   1.7675782E+00
   2.6388872E+00   1.7531103E-02  -7.4975114E+00   1.7667937E+00
   2.6424851E+00   7.3261959E-03  -7.4482288E+00   1.7657875E+00
   2.6460595E+00   1.1717891E-02  -7.3290401E+00   1.7648119E+00
   2.6488674E+00   5.6935390E-03  -7.2541766E+00   1.7640516E+00
   2.6523395E+00   2.5937786E-02  -7.1604629E+00   1.7624305E+00
   2.6558809E+00   8.1880121E-03  -7.0663919E+00   1.7615826E+00
   2.6594441E+00   4.4149589E-02  -6.9812899E+00   1.7607994E+00
   2.6622860E+00   1.7449386E-02  -6.8938317E+00   1.7596164E+00
   2.6658103E+00   7.2716419E-03  -6.8062630E+00   1.7581096E+00
   2.6693330E+00   2.6389707E-03  -6.7325397E+00   1.7571969E+00
   2.6721537E+00   4.1565625E-03  -6.5746222E+00   1.7566648E+00
   2.6756737E+00   4.3719648E-03  -6.5167723E+00   1.7557122E+00
   2.6791606E+00   6.4097922E-03  -6.4247665E+00   1.7543341E+00
   2.6825800E+00   1.3180723E-02  -6.3630309E+00   1.7534708E+00
   2.6859987E+00   1.1484890E-02  -6.2122169E+00   1.7528843E+00
   2.6893876E+00   7.8713344E-03  -6.1416550E+00   1.7522194E+00
   2.6928244E+00   6.2407786E-03  -6.0410547E+00   1.7513770E+00
   2.6956012E+00   9.5925573E-03  -5.9930034E+00   1.7507511E+00
   2.6991069E+00   1.1126556E-02  -5.8787203E+00   1.7501473E+00
   2.7026224E+00   8.3586220E-03  -5.7903433E+00   1.7492992E+00
   2.7061255E+00   1.1973489E-02  -5.6494498E+00   1.7479699E+00
   2.7089584E+00   2.5007606E-03  -5.6038289E+00   1.7476392E+00
   2.7125041E+00   7.0197643E-03  -5.5485864E+00   1.7473776E+00
   2.7160528E+00   1.0882012E-02  -5.4533896E+00   1.7464799E+00
   2.7195907E+00   2.3111552E-02  -5.3904457E+00   1.7452790E+00
   2.7224169E+00   1.4290605E-02  -5.2868619E+00   1.7443817E+00
   2.7259524E+00   4.6628457E-03  -5.1936765E+00   1.7436481E+00
   2.7294490E+00   6.4330460E-03  -5.1590605E+00   1.7434227E+00
   2.7328305E+00   8.3929785E-03  -5.0686917E+00   1.7432624E+00
   2.7356551E+00   2.1231382E-03  -4.9828229E+00   1.7428347E+00
   2.7392328E+00   7.3598013E-03  -4.9019094E+00   1.7420573E+00
   2.7427943E+00   5.4073078E-03  -4.8336124E+00   1.7412072E+00
   2.7456315E+00   3.0246887E-03  -4.7589898E+00   1.7408071E+00
   2.7491944E+00   5.8185398E-03  -4.7198901E+00   1.7406193E+00
   2.7527659E+00   6.3347109E-03  -4.6805730E+00   1.7402433E+00
   2.7563345E+00   4.9862103E-03  -4.5686741E+00   1.7394654E+00
   2.7591841E+00   7.7993185E-03  -4.5238261E+00   1.7389034E+00
   2.7627676E+00   7.4719368E-03  -4.4540195E+00   1.7381182E+00
   2.7663264E+00   9.6182488E-03  -4.3894882E+00   1.7375495E+00
   2.7691536E+00   3.8470009E-03  -4.3922019E+00   1.7372899E+00
   2.7726629E+00   4.9607009E-03  -4.2998185E+00   1.7367707E+00
   2.7761478E+00   3.8987224E-03  -4.2189660E+00   1.7360932E+00
   2.7796147E+00   5.3973044E-03  -4.2271352E+00   1.7354630E+00
   2.7830453E+00   1.0432405E-02  -4.1444793E+00   1.7350804E+00
   2.7859001E+00   1.0211526E-02  -4.1127577E+00   1.7349081E+00
   2.7895105E+00   1.0152750E-02  -4.0606980E+00   1.7345119E+00
   2.7923913E+00   1.4485319E-02  -3.9977582E+00   1.7337008E+00
   2.7958016E+00   1.5981827E-02  -3.9677258E+00   1.7332565E+00
   2.7994201E+00   1.8276880E-02  -3.9631495E+00   1.7332730E+00
   2.8030376E+00   1.2719992E-02  -3.9034631E+00   1.7330662E+00
   2.8059080E+00   1.6491828E-02  -3.8382742E+00   1.7323970E+00
   2.8094707E+00   1.9738901E-02  -3.7935646E+00   1.7314736E+00
   2.8130140E+00   1.7368682E-02  -3.7562542E+00   1.7308502E+00
   2.8158360E+00   1.9548850E-02  -3.7272305E+00   1.7306507E+00
   2.8193281E+00   1.9854818E-02  -3.6867325E+00   1.7304636E+00
   2.8227899E+00   2.0215739E-02  -3.6601198E+00   1.7301949E+00
   2.8262331E+00   2.0047385E-02  -3.6109283E+00   1.7298424E+00
   2.8296545E+00   1.9217310E-02  -3.4704776E+00   1.7286085E+00
   2.8330367E+00   2.2469193E-02  -3.4869628E+00   1.7279361E+00
   2.8365018E+00   2.0556685E-02  -3.4853532E+00   1.7281272E+00
   2.8392999E+00   2.4370840E-02  -3.4329746E+00   1.7284491E+00
   2.8427789E+00   2.6060730E-02  -3.3792536E+00   1.7283452E+00
   2.8462424E+00   2.4969026E-02  -3.2630892E+00   1.7271013E+00
   2.8497241E+00   2.3791850E-02  -3.2445247E+00   1.7264597E+00
   2.8526330E+00   2.3457676E-02  -3.1952636E+00   1.7263469E+00
   2.8563654E+00   2.5795408E-02  -3.1983078E+00   1.7265579E+00
   2.8593683E+00   2.9287284E-02  -3.1260600E+00   1.7267333E+00
   2.8630939E+00   3.0253677E-02  -2.9839156E+00   1.7260519E+00
   2.8660483E+00   3.0086176E-02  -3.0081024E+00   1.7255851E+00
   2.8697128E+00   2.1371707E-02  -2.9738460E+00   1.7253312E+00
   2.8726273E+00   1.9797359E-02  -2.9137881E+00   1.7253314E+00
   2.8762541E+00   2.6454922E-02  -2.8464983E+00   1.7252046E+00
   2.8798687E+00   2.4021639E-02  -2.7777951E+00   1.7248390E+00
   2.8827350E+00   1.8723806E-02  -2.7527544E+00   1.7246021E+00
   2.8862762E+00   2.4567571E-02  -2.6944056E+00   1.7245766E+00
   2.8898020E+00   2.8219014E-02  -2.6520886E+00   1.7246299E+00
   2.8926132E+00   2.6838321E-02  -2.5835779E+00   1.7245510E+00
   2.8960865E+00   2.5450109E-02  -2.4996932E+00   1.7243379E+00
   2.8996320E+00   2.7964111E-02  -2.4429607E+00   1.7241644E+00
   2.9026191E+00   2.9198570E-02  -2.4332652E+00   1.7242206E+00
   2.9064059E+00   2.9599451E-02  -2.3592055E+00   1.7243658E+00
   2.9094183E+00   2.8308639E-02  -2.2872670E+00   1.7243422E+00
   2.9130988E+00   2.9209284E-02  -2.2244060E+00   1.7240844E+00
   2.9159904E+00   3.7426658E-02  -2.1840386E+00   1.7240834E+00
   2.9196653E+00   2.0421132E-02  -2.1075158E+00   1.7241393E+00
   2.9233394E+00   2.4359258E-02  -2.0974109E+00   1.7243439E+00
   2.9262323E+00   2.5277637E-02  -1.9979562E+00   1.7243981E+00
   2.9298518E+00   2.5267225E-02  -1.9420940E+00   1.7242590E+00
   2.9333348E+00   2.7405599E-02  -1.8926599E+00   1.7242947E+00
   2.9362950E+00   2.7696496E-02  -1.7946073E+00   1.7245007E+00
   2.9400759E+00   2.9386744E-02  -1.7147568E+00   1.7246877E+00
   2.9430697E+00   2.9191215E-02  -1.6491759E+00   1.7245659E+00
   2.9460795E+00   2.8544117E-02  -1.6062969E+00   1.7245549E+00
   2.9498456E+00   2.7664300E-02  -1.5538168E+00   1.7246933E+00
   2.9528484E+00   2.9570820E-02  -1.5118884E+00   1.7248311E+00
   2.9566085E+00   2.8369419E-02  -1.3711883E+00   1.7249898E+00
   2.9596162E+00  -1.0172384E-03  -1.3203512E+00   1.7249408E+00
   2.9633777E+00   6.3401483E-02  -1.2447170E+00   1.7248532E+00
   2.9663908E+00   4.0059716E-02  -1.1889396E+00   1.7251365E+00
   2.9701536E+00   3.0875621E-02  -1.1003633E+00   1.7252897E+00
   2.9731708E+00   2.9310809E-02  -1.0360475E+00   1.7253212E+00
   2.9761918E+00   3.7731871E-02  -9.7308522E-01   1.7253926E+00
   2.9799736E+00   3.4037855E-02  -8.8201129E-01   1.7255542E+00
   2.9830084E+00   3.2565147E-02  -8.2210815E-01   1.7255992E+00
   2.9868100E+00   3.0092392E-02  -7.9955530E-01   1.7258607E+00
   2.9898396E+00   2.9088369E-02  -6.6241354E-01   1.7260079E+00
   2.9928780E+00   2.6327537E-02  -6.0951471E-01   1.7259946E+00
   2.9966984E+00   2.9230518E-02  -5.4566991E-01   1.7260958E+00
   2.9997084E+00   2.8902913E-02  -4.4714692E-01   1.7262797E+00
   3.0035040E+00   2.8379159E-02  -3.9621684E-01   1.7264878E+00
   3.0065260E+00   2.5452357E-02  -2.8955799E-01   1.7265704E+00
   3.0095329E+00   2.2739027E-02  -2.4057868E-01   1.7266734E+00
   3.0132983E+00   1.8593753E-02  -1.9403043E-01   1.7267348E+00
   3.0163257E+00   2.1003990E-02  -1.5636675E-01   1.7268077E+00
   3.0200174E+00   1.8835539E-02  -1.5488720E-02   1.7270266E+00
   3.0231626E+00   1.9146308E-02   4.8999660E-02   1.7272803E+00
   3.0263052E+00   2.0781528E-02   9.9555537E-02   1.7274599E+00
   3.0302036E+00   1.7743930E-02   1.6471082E-01   1.7276974E+00
   3.0333376E+00   1.7490145E-02   2.1790035E-01   1.7278771E+00
   3.0364697E+00   1.6964417E-02   2.7864867E-01   1.7280860E+00
   3.0396059E+00   1.4953550E-02   3.3676413E-01   1.7283292E+00
   3.0435362E+00   1.5452460E-02   4.0735400E-01   1.7286848E+00
   3.0466847E+00   1.1777112E-02   4.8033747E-01   1.7291499E+00
   3.0496917E+00   1.5486465E-02   5.3116870E-01   1.7294148E+00
   3.0536618E+00   1.6821295E-02   6.4789802E-01   1.7297716E+00
   3.0568461E+00   8.3585493E-03   6.7000943E-01   1.7301159E+00
   3.0600107E+00   1.5050430E-02   7.3273748E-01   1.7304262E+00
   3.0632029E+00   1.0647741E-02   8.0087203E-01   1.7308490E+00
   3.0663836E+00   1.3534352E-02   8.6938751E-01   1.7313100E+00
   3.0703268E+00   1.1228110E-02   9.1476554E-01   1.7318703E+00
   3.0734243E+00   1.3750008E-02   1.0192925E+00   1.7323202E+00
   3.0766449E+00   1.4587807E-02   1.0629631E+00   1.7326744E+00
   3.0798573E+00   1.2137752E-02   1.1181281E+00   1.7329789E+00
   3.0830419E+00   9.2060613E-03   1.1900337E+00   1.7335176E+00
   3.0870328E+00   8.8901334E-03   1.3092490E+00   1.7345763E+00
   3.0902317E+00   9.1182394E-03   1.3445469E+00   1.7349063E+00
   3.0934353E+00   7.6896772E-03   1.3767331E+00   1.7351148E+00
   3.0966425E+00   1.2364831E-02   1.4247885E+00   1.7355351E+00
   3.0998533E+00   1.5705930E-02   1.5079054E+00   1.7363921E+00
   3.1030726E+00   4.5849457E-03   1.5940940E+00   1.7369875E+00
   3.1071017E+00   3.6747148E-03   1.6506263E+00   1.7377853E+00
   3.1102173E+00   5.0429353E-03   1.6723425E+00   1.7381477E+00
   3.1134658E+00   1.1619853E-02   1.7474176E+00   1.7385076E+00
   3.1167259E+00   2.8174182E-03   1.8128239E+00   1.7392167E+00
   3.1199605E+00   4.3263095E-03   1.8888971E+00   1.7400174E+00
   3.1231854E+00  -8.3476472E-05   1.9517348E+00   1.7406119E+00
   3.1271851E+00   2.2274463E-03   1.9926286E+00   1.7412208E+00
   3.1303387E+00   4.6352395E-03   2.0228713E+00   1.7417958E+00
   3.1334331E+00   4.9558557E-03   2.1221306E+00   1.7422756E+00
   3.1365683E+00   6.5259328E-03   2.1748984E+00   1.7428921E+00
   3.1404598E+00   7.3395143E-03   2.2437053E+00   1.7438658E+00
   3.1435523E+00   7.5361608E-03   2.2957408E+00   1.7443556E+00
   3.1466269E+00   3.0282296E-03   2.3359833E+00   1.7448503E+00
   3.1505184E+00   9.7997347E-03   2.3839359E+00   1.7451993E+00
   3.1536195E+00   6.9921636E-03   2.4635427E+00   1.7459646E+00
   3.1567085E+00   6.8595656E-03   2.5190294E+00   1.7468244E+00
   3.1605947E+00   6.5455111E-03   2.6273918E+00   1.7475582E+00
   3.1637037E+00   8.8504897E-03   2.6435890E+00   1.7481679E+00
   3.1668127E+00   9.0325531E-03   2.7087214E+00   1.7487998E+00
   3.1699216E+00   3.2944309E-03   2.7853916E+00   1.7492275E+00
   3.1738079E+00   1.2849147E-02   2.8362985E+00   1.7500836E+00
   3.1769171E+00   8.5265050E-03   2.9433229E+00   1.7511438E+00
   3.1800261E+00   1.0843867E-02   2.9608476E+00   1.7516682E+00
   3.1839123E+00   1.3936004E-02   3.0152991E+00   1.7519068E+00
   3.1870213E+00   1.1196115E-02   3.0872841E+00   1.7525123E+00
   3.1901302E+00   1.1847356E-02   3.1669919E+00   1.7535464E+00
   3.1933577E+00   1.3529030E-02   3.2327361E+00   1.7542117E+00
   3.1967914E+00   1.2492958E-02   3.2746444E+00   1.7546310E+00
   3.2001939E+00   1.1714925E-02   3.3287024E+00   1.7554406E+00
   3.2034361E+00   1.7926721E-02   3.3990750E+00   1.7565359E+00
   3.2067964E+00   1.6485617E-02   3.5169907E+00   1.7569704E+00
   3.2102268E+00   1.6996901E-02   3.5471053E+00   1.7578325E+00
   3.2136555E+00   3.0143630E-02   3.6086035E+00   1.7586142E+00
   3.2170794E+00   1.3609028E-02   3.6868436E+00   1.7590803E+00
   3.2204597E+00   1.9151395E-02   3.8244810E+00   1.7605913E+00
   3.2239277E+00   1.6805161E-02   3.8998075E+00   1.7620214E+00
   3.2273531E+00   1.0643073E-02   3.8954074E+00   1.7621378E+00
   3.2299635E+00   2.0097820E-02   3.9998829E+00   1.7623817E+00
   3.2334347E+00   1.5686600E-02   4.0637751E+00   1.7630749E+00
   3.2369108E+00   1.7581826E-02   4.2096820E+00   1.7647730E+00
   3.2402859E+00   1.2422921E-02   4.2835360E+00   1.7659478E+00
   3.2437229E+00   1.8937940E-02   4.3334613E+00   1.7664874E+00
   3.2471862E+00   1.6586643E-02   4.4110818E+00   1.7673676E+00
   3.2506464E+00   1.7234245E-02   4.5343018E+00   1.7688370E+00
   3.2541122E+00   1.1212763E-02   4.6134615E+00   1.7696846E+00
   3.2567165E+00   2.7508674E-02   4.6544933E+00   1.7699145E+00
   3.2601986E+00   1.7850807E-02   4.7288265E+00   1.7705569E+00
   3.2636614E+00   2.1312656E-02   4.8531938E+00   1.7717879E+00
   3.2670095E+00   2.0151284E-02   5.0436954E+00   1.7757599E+00
   3.2702658E+00   1.8754572E-02   5.0983567E+00   1.7760947E+00
   3.2735028E+00   1.7041629E-02   5.0714402E+00   1.7746599E+00
   3.2769599E+00   1.6862974E-02   5.1506033E+00   1.7743548E+00
   3.2804911E+00   1.5753940E-02   5.3116784E+00   1.7765152E+00
   3.2840185E+00   1.6307930E-02   5.3879447E+00   1.7788738E+00
   3.2875745E+00   1.7321495E-02   5.5102448E+00   1.7799783E+00
   3.2902811E+00   1.8509749E-02   5.5287800E+00   1.7805171E+00
   3.2938902E+00   1.1560309E-02   5.7252755E+00   1.7817949E+00
   3.2974465E+00   1.2523300E-02   5.7843523E+00   1.7827420E+00
   3.3001068E+00   1.6576584E-02   5.8148432E+00   1.7830184E+00
   3.3036814E+00   7.1056345E-03   5.9435058E+00   1.7844168E+00
   3.3072939E+00   8.1788832E-03   6.0526471E+00   1.7860272E+00
   3.3109040E+00   1.7069710E-02   6.1572542E+00   1.7870195E+00
   3.3136070E+00   1.0740349E-02   6.2267365E+00   1.7877345E+00
   3.3172014E+00   1.8959893E-02   6.3545451E+00   1.7892522E+00
   3.3207695E+00   1.1449894E-02   6.4471021E+00   1.7901094E+00
   3.3243208E+00   1.4994391E-02   6.5383329E+00   1.7912228E+00
   3.3270254E+00   5.2696969E-03   6.6238256E+00   1.7921103E+00
   3.3306665E+00   9.0337796E-03   6.6789002E+00   1.7926936E+00
   3.3342090E+00   7.9774698E-03   6.8530879E+00   1.7937125E+00
   3.3369541E+00   7.5392202E-03   6.9284382E+00   1.7956818E+00
   3.3414207E+00   8.1344349E-03   7.0420365E+00   1.7975520E+00
