  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   21:54:50  02/28/2024 cgix     
   6.2867159E-01   3.2773037E-03  -1.9724315E+00  -7.4548101E-01
   6.3080335E-01   1.1241533E-02  -1.9861499E+00  -7.4322617E-01
   6.3183683E-01   1.6602863E-02  -2.0061278E+00  -7.3973566E-01
   6.3382190E-01   1.3076162E-02  -2.0366414E+00  -7.3534274E-01
   6.3567764E-01   1.0484701E-02  -2.0687950E+00  -7.3321539E-01
   6.3766187E-01   4.7330745E-03  -2.1068926E+00  -7.3051465E-01
   6.3872898E-01   5.8940165E-03  -2.1359529E+00  -7.2201395E-01
   6.4081693E-01   1.5988022E-02  -2.1464314E+00  -7.1848184E-01
   6.4264798E-01   8.6659035E-03  -2.1944401E+00  -7.1222222E-01
   6.4459908E-01  -1.6790468E-03  -2.2186377E+00  -7.1024561E-01
   6.4555496E-01  -2.0541281E-02  -2.2186620E+00  -7.0916241E-01
   6.4750081E-01  -1.2665935E-02  -2.2369201E+00  -7.0065022E-01
   6.4958346E-01   1.5290360E-02  -2.2682214E+00  -6.9709563E-01
   6.5061367E-01   1.5286495E-02  -2.2842026E+00  -6.9488817E-01
   6.5262961E-01   1.5099265E-02  -2.3152497E+00  -6.9064045E-01
   6.5459526E-01   1.4862433E-03  -2.3447170E+00  -6.8782967E-01
   6.5659517E-01   9.6648643E-03  -2.3542008E+00  -6.8775690E-01
   6.5756667E-01   4.1643698E-03  -2.3732536E+00  -6.8140960E-01
   6.5948498E-01   1.9798640E-03  -2.3879240E+00  -6.8119365E-01
   6.6128695E-01  -2.2325264E-02  -2.4153111E+00  -6.7667770E-01
   6.6311693E-01  -9.9098301E-03  -2.4170983E+00  -6.6700178E-01
   6.6513449E-01   1.9713966E-02  -2.4795685E+00  -6.6970932E-01
   6.6621953E-01   4.0026205E-03  -2.4463873E+00  -6.7172343E-01
   6.6834140E-01   1.0084541E-02  -2.4731810E+00  -6.5693069E-01
   6.7033428E-01  -3.4604243E-03  -2.5235965E+00  -6.5618050E-01
   6.7131579E-01  -4.9360432E-02  -2.5257566E+00  -6.5121371E-01
   6.7339277E-01   9.2429761E-04  -2.5453475E+00  -6.5977085E-01
   6.7514217E-01   1.9180296E-02  -2.5403376E+00  -6.4913023E-01
   6.7688853E-01   2.5839519E-02  -2.5880163E+00  -6.5040535E-01
   6.7878896E-01   9.0835486E-03  -2.5749342E+00  -6.4184362E-01
   6.7981100E-01   2.4319082E-03  -2.5608704E+00  -6.3918197E-01
   6.8186641E-01   3.4019016E-03  -2.5975873E+00  -6.3096136E-01
   6.8387485E-01  -1.7375018E-02  -2.6335299E+00  -6.3567227E-01
   6.8487620E-01  -2.3301719E-02  -2.6252584E+00  -6.3208127E-01
   6.8698055E-01  -5.4624947E-03  -2.6514225E+00  -6.2704432E-01
   6.8907297E-01  -5.5381502E-03  -2.6512504E+00  -6.2555534E-01
   6.9014466E-01   1.1330187E-04  -2.6621673E+00  -6.2520504E-01
   6.9231981E-01  -5.8740722E-03  -2.6635914E+00  -6.2168056E-01
   6.9443351E-01   7.7751586E-03  -2.6790004E+00  -6.1839360E-01
   6.9551188E-01  -1.8288044E-02  -2.7109785E+00  -6.1516869E-01
   6.9765967E-01  -7.4512884E-04  -2.7229857E+00  -6.1182350E-01
   6.9873029E-01  -7.1046199E-04  -2.7266426E+00  -6.1023700E-01
   7.0086706E-01  -5.3229802E-03  -2.7078400E+00  -6.0942054E-01
   7.0298421E-01   1.1510542E-02  -2.7381358E+00  -6.0457486E-01
   7.0402551E-01   2.5178062E-02  -2.7444570E+00  -6.0263360E-01
   7.0607394E-01  -5.0015858E-04  -2.7429125E+00  -6.0051304E-01
   7.0807976E-01   2.3542575E-03  -2.7577212E+00  -6.0060298E-01
   7.0906776E-01   6.0892357E-03  -2.7835493E+00  -5.9573787E-01
   7.1101618E-01   4.7532110E-03  -2.7621934E+00  -5.9292108E-01
   7.1296233E-01  -5.9155701E-03  -2.7525530E+00  -5.8898097E-01
   7.1399045E-01  -3.5094418E-02  -2.7856455E+00  -5.8657330E-01
   7.1608800E-01  -1.8930853E-03  -2.7686207E+00  -5.8380675E-01
   7.1828681E-01  -1.1307249E-02  -2.7811606E+00  -5.8366442E-01
   7.1937758E-01   2.1999865E-03  -2.7810454E+00  -5.8231634E-01
   7.2154188E-01  -2.1638637E-03  -2.7950873E+00  -5.7825220E-01
   7.2261661E-01  -2.3447186E-02  -2.7939084E+00  -5.7495129E-01
   7.2475052E-01  -7.7817771E-03  -2.7977087E+00  -5.7724923E-01
   7.2650719E-01  -1.8565215E-02  -2.7797499E+00  -5.6838340E-01
   7.2800744E-01   3.5329666E-02  -2.7966115E+00  -5.6413835E-01
   7.3028207E-01  -2.6555814E-02  -2.8060179E+00  -5.6536597E-01
   7.3199439E-01   2.3624327E-03  -2.7971206E+00  -5.6568986E-01
   7.3291528E-01  -1.3236508E-02  -2.7970362E+00  -5.6563628E-01
   7.3489749E-01  -1.0399201E-02  -2.8010516E+00  -5.6069064E-01
   7.3694551E-01  -5.0096959E-03  -2.7912958E+00  -5.5546796E-01
   7.3797333E-01  -1.5269340E-02  -2.7752352E+00  -5.5235809E-01
   7.4004614E-01  -5.7874573E-03  -2.7691586E+00  -5.5222797E-01
   7.4215657E-01  -1.9566661E-03  -2.7630358E+00  -5.4547584E-01
   7.4322945E-01   1.3566982E-03  -2.7601504E+00  -5.4826218E-01
   7.4541509E-01  -5.2622245E-03  -2.8009255E+00  -5.4388672E-01
   7.4652904E-01  -8.2052487E-04  -2.7784972E+00  -5.4546350E-01
   7.4878329E-01   7.6303920E-03  -2.7547145E+00  -5.4367220E-01
   7.4991006E-01  -4.1518004E-05  -2.7531066E+00  -5.4147226E-01
   7.5217229E-01   4.1879769E-03  -2.7468376E+00  -5.3711581E-01
   7.5440907E-01  -5.7665450E-03  -2.7345212E+00  -5.3318447E-01
   7.5555772E-01  -5.3161606E-03  -2.7363975E+00  -5.3197861E-01
   7.5786263E-01   1.1943573E-03  -2.7316463E+00  -5.3145635E-01
   7.5900364E-01   1.0028475E-02  -2.7296290E+00  -5.2921039E-01
   7.6128757E-01  -1.7585551E-02  -2.7290285E+00  -5.2912444E-01
   7.6242751E-01   1.3418906E-02  -2.7027171E+00  -5.2553636E-01
   7.6467454E-01  -4.5848084E-03  -2.6766403E+00  -5.2431750E-01
   7.6574689E-01  -2.6673637E-02  -2.6723552E+00  -5.1800776E-01
   7.6798624E-01  -8.3107455E-04  -2.6589465E+00  -5.2287161E-01
   7.6910377E-01   1.1097514E-04  -2.6602900E+00  -5.2190280E-01
   7.7131671E-01   7.3059630E-03  -2.6470873E+00  -5.2001655E-01
   7.7239561E-01  -8.9914579E-04  -2.6402469E+00  -5.1741993E-01
   7.7447677E-01  -9.2055183E-03  -2.6224952E+00  -5.2071100E-01
   7.7653223E-01  -8.0056908E-03  -2.5995846E+00  -5.1063681E-01
   7.7762246E-01  -6.7829485E-03  -2.5940640E+00  -5.1249498E-01
   7.7979332E-01  -1.6138790E-04  -2.5789521E+00  -5.1084954E-01
   7.8087384E-01   3.4825359E-03  -2.5691357E+00  -5.1086175E-01
   7.8302538E-01   2.2638759E-03  -2.5576663E+00  -5.0372297E-01
   7.8516477E-01  -5.4952252E-04  -2.5472591E+00  -4.9406984E-01
   7.8620130E-01   1.0372045E-02  -2.5317342E+00  -4.9807405E-01
   7.8819644E-01  -1.2668449E-02  -2.5028317E+00  -5.0117189E-01
   7.9011285E-01  -1.6621286E-02  -2.4748039E+00  -5.0237030E-01
   7.9198259E-01  -4.1086236E-03  -2.4623694E+00  -5.0016433E-01
   7.9288274E-01  -1.9415941E-02  -2.4573996E+00  -4.8538688E-01
   7.9481041E-01  -1.1503126E-03  -2.4325008E+00  -4.9195537E-01
   7.9692543E-01  -5.5249254E-03  -2.4251955E+00  -4.9775630E-01
   7.9805958E-01   1.4751966E-02  -2.4022889E+00  -4.9314758E-01
   8.0023545E-01  -1.3575046E-03  -2.4108369E+00  -4.8784190E-01
   8.0173224E-01  -2.9597085E-03  -2.3461826E+00  -4.8935649E-01
   8.0382293E-01  -1.4137836E-04  -2.3208053E+00  -4.8096251E-01
   8.0535668E-01  -8.8981260E-03  -2.3058167E+00  -4.8720872E-01
   8.0688339E-01   5.4490389E-03  -2.3216474E+00  -4.8252288E-01
   8.0844235E-01  -8.3296880E-04  -2.3196881E+00  -4.8069084E-01
   8.1013668E-01  -2.7998639E-03  -2.2858632E+00  -4.8003274E-01
   8.1178808E-01  -1.6690325E-02  -2.2582257E+00  -4.7776687E-01
   8.1344694E-01   5.1503875E-03  -2.2240417E+00  -4.7871354E-01
   8.1586838E-01   3.3258048E-03  -2.1957877E+00  -4.7153807E-01
   8.1741273E-01   4.9408278E-03  -2.1653526E+00  -4.6912104E-01
   8.1891608E-01  -7.7809789E-04  -2.1216710E+00  -4.6771744E-01
   8.2082796E-01  -2.6994303E-02  -2.1314015E+00  -4.6795431E-01
   8.2211900E-01  -7.4647120E-03  -2.0894310E+00  -4.6267983E-01
   8.2430786E-01  -5.6181285E-03  -2.0856068E+00  -4.6665344E-01
   8.2593626E-01   5.7700668E-03  -2.0901401E+00  -4.6378759E-01
   8.2760662E-01   1.4923468E-03  -2.0795689E+00  -4.6759290E-01
   8.2931936E-01   3.2266453E-02  -2.0457642E+00  -4.5881835E-01
   8.3103067E-01   4.4234819E-03  -2.0129743E+00  -4.6389073E-01
   8.3262098E-01   1.8645830E-02  -1.9764524E+00  -4.5838884E-01
   8.3421636E-01   1.6147644E-03  -1.9325013E+00  -4.5743597E-01
   8.3582294E-01   9.4230854E-05  -1.9032563E+00  -4.5755422E-01
   8.3820266E-01  -9.9989446E-03  -1.8892947E+00  -4.5088866E-01
   8.3972478E-01  -1.1533107E-02  -1.8813335E+00  -4.5356894E-01
   8.4120309E-01  -1.8637293E-03  -1.8731610E+00  -4.4976357E-01
   8.4264201E-01  -9.2700506E-03  -1.8439951E+00  -4.4926527E-01
   8.4470969E-01  -8.8800490E-03  -1.8073050E+00  -4.4874051E-01
   8.4667116E-01   1.5267692E-02  -1.7539791E+00  -4.4728309E-01
   8.4792709E-01   2.9717551E-03  -1.7385582E+00  -4.4617856E-01
   8.4987015E-01   2.5579080E-03  -1.7300632E+00  -4.4447127E-01
   8.5180402E-01  -3.8405501E-03  -1.7068353E+00  -4.3884534E-01
   8.5301638E-01   1.1818452E-02  -1.6789331E+00  -4.3952125E-01
   8.5475230E-01   1.4478199E-03  -1.6494893E+00  -4.3753272E-01
   8.5641730E-01   4.5130582E-04  -1.6288801E+00  -4.3157464E-01
   8.5857081E-01   1.5436737E-04  -1.5801370E+00  -4.3117177E-01
   8.6018580E-01   4.7925175E-03  -1.5498245E+00  -4.2664215E-01
   8.6181414E-01   1.6488316E-03  -1.5381210E+00  -4.2947352E-01
   8.6341476E-01  -7.5572538E-03  -1.5392511E+00  -4.2486373E-01
   8.6548287E-01   2.8418633E-03  -1.4766383E+00  -4.2466557E-01
   8.6695492E-01   1.5324936E-03  -1.4619367E+00  -4.2651421E-01
   8.6883724E-01   2.2759284E-03  -1.4214120E+00  -4.1507232E-01
   8.7023818E-01  -1.9368995E-03  -1.4067321E+00  -4.1816932E-01
   8.7210077E-01   1.6016304E-02  -1.3791604E+00  -4.1231060E-01
   8.7401044E-01   5.7489732E-03  -1.3186129E+00  -4.1397643E-01
   8.7547898E-01   1.5679838E-02  -1.3118126E+00  -4.1128641E-01
   8.7747031E-01   2.3313712E-03  -1.2676630E+00  -4.1068938E-01
   8.7902933E-01  -1.6461592E-03  -1.2355138E+00  -4.0914810E-01
   8.8064504E-01  -7.8329099E-03  -1.2169220E+00  -4.0888399E-01
   8.8233089E-01  -3.0638447E-03  -1.1919597E+00  -4.0654245E-01
   8.8406324E-01  -4.3239389E-03  -1.1787838E+00  -4.0561989E-01
   8.8588434E-01  -7.1992064E-03  -1.1327146E+00  -4.0286323E-01
   8.8782883E-01   1.4186997E-02  -1.0718163E+00  -4.0134463E-01
   8.8921624E-01   8.0844307E-05  -1.0646927E+00  -3.9940953E-01
   8.9067745E-01  -1.5300860E-02  -1.0426768E+00  -3.9967567E-01
   8.9300770E-01  -2.2970948E-02  -1.0263664E+00  -3.9841759E-01
   8.9466548E-01   1.9164369E-02  -9.7026253E-01  -3.9683038E-01
   8.9642668E-01   1.5327021E-02  -9.4893575E-01  -3.9490578E-01
   8.9735174E-01   1.2194283E-02  -9.4302922E-01  -3.9426532E-01
   8.9934301E-01  -1.5029702E-02  -8.7558085E-01  -3.9264750E-01
   9.0151978E-01  -1.0756332E-02  -8.0912703E-01  -3.9131469E-01
   9.0262079E-01   1.0688601E-02  -8.0623746E-01  -3.9071512E-01
   9.0472668E-01  -6.1049731E-03  -7.5808591E-01  -3.8103527E-01
   9.0679514E-01  -2.8015444E-02  -7.6517230E-01  -3.8022232E-01
   9.0779173E-01  -3.2939691E-02  -7.5630063E-01  -3.8231128E-01
   9.0970606E-01  -1.6809998E-02  -7.3083466E-01  -3.8352314E-01
   9.1161472E-01  -2.6070740E-02  -6.7480403E-01  -3.8776705E-01
   9.1355819E-01  -7.2897563E-04  -6.2756777E-01  -3.9073226E-01
   9.1456926E-01   3.6991648E-02  -5.6575769E-01  -3.9714652E-01
   9.1659737E-01   5.2040860E-02  -4.7282505E-01  -3.8860238E-01
   9.1855419E-01   1.1546323E-02  -5.0224000E-01  -3.8144776E-01
   9.2014295E-01  -8.8796597E-03  -5.0815088E-01  -3.7489983E-01
   9.2200565E-01  -2.7096460E-02  -4.4718283E-01  -3.7788823E-01
   9.2332184E-01  -7.0288088E-03  -4.6938127E-01  -3.7739471E-01
   9.2555332E-01   2.6552128E-02  -4.0410540E-01  -3.8293040E-01
   9.2723316E-01   3.8872790E-02  -3.2353625E-01  -3.7680167E-01
   9.2901289E-01   8.9210039E-03  -3.3235195E-01  -3.7510413E-01
   9.2993301E-01   1.2346736E-02  -3.3191633E-01  -3.7551761E-01
   9.3169624E-01   1.4474235E-02  -2.7342355E-01  -3.7682033E-01
   9.3349856E-01  -1.2646813E-02  -2.6485148E-01  -3.7019345E-01
   9.3547720E-01  -5.3421720E-03  -2.3887354E-01  -3.7498039E-01
   9.3765867E-01   1.3883355E-03  -1.3996193E-01  -3.6920834E-01
   9.3860126E-01  -1.1873107E-03  -1.4836130E-01  -3.6814696E-01
   9.4031060E-01   1.1164520E-02  -1.3867287E-01  -3.7153763E-01
   9.4219506E-01   1.2705022E-02  -8.0836281E-02  -3.7115863E-01
   9.4427276E-01   5.3735930E-03  -6.8195395E-02  -3.7150255E-01
   9.4529331E-01   4.7294896E-02  -2.4220144E-02  -3.7459362E-01
   9.4748926E-01   1.1967858E-02   2.8848417E-02  -3.7193772E-01
   9.4901997E-01   3.0724330E-02   1.8507170E-02  -3.7233996E-01
   9.5070761E-01   1.5431315E-02   6.3398309E-02  -3.6137289E-01
   9.5256817E-01   1.0779501E-02   1.0811691E-01  -3.6525804E-01
   9.5445627E-01   5.8275745E-03   1.0880587E-01  -3.6427796E-01
   9.5618069E-01   7.7208187E-03   1.9389351E-01  -3.6386004E-01
   9.5764911E-01   1.4590284E-02   2.5361684E-01  -3.6612409E-01
   9.5960283E-01  -3.1483159E-03   2.7766827E-01  -3.6724341E-01
   9.6107352E-01   2.9333707E-02   2.9963946E-01  -3.6546311E-01
   9.6269500E-01  -6.3070101E-03   2.7878779E-01  -3.6607406E-01
   9.6448267E-01   9.7641414E-03   3.2217747E-01  -3.5681111E-01
   9.6645355E-01  -8.6305207E-03   3.3342835E-01  -3.6262751E-01
   9.6851468E-01  -1.2253146E-03   3.6299074E-01  -3.5711265E-01
   9.6953487E-01  -7.0912852E-03   4.3496341E-01  -3.6209780E-01
   9.7155541E-01   1.3747326E-02   5.4634094E-01  -3.6159629E-01
   9.7354972E-01   1.6986942E-02   6.0322225E-01  -3.5612020E-01
   9.7453779E-01  -2.2680302E-04   6.0260612E-01  -3.5912663E-01
   9.7649580E-01  -4.7354843E-03   5.8308685E-01  -3.5946906E-01
   9.7843045E-01  -6.9212299E-03   5.7609272E-01  -3.5691381E-01
   9.8034257E-01   4.1702786E-03   6.0146463E-01  -3.6179563E-01
   9.8129040E-01  -7.8840824E-03   6.2457591E-01  -3.6166891E-01
   9.8317021E-01   1.3565534E-02   7.2190714E-01  -3.6102137E-01
   9.8502934E-01   6.3905789E-04   7.9661191E-01  -3.4526384E-01
   9.8686850E-01   5.8918768E-03   8.0527765E-01  -3.4376287E-01
   9.8868835E-01   3.6401064E-03   8.0833173E-01  -3.4703359E-01
   9.9048948E-01   6.9071446E-04   8.2638747E-01  -3.4700897E-01
   9.9208468E-01  -1.7367085E-02   8.4239572E-01  -3.4187946E-01
   9.9359471E-01  -2.9742686E-04   8.9140338E-01  -3.4122914E-01
   9.9525946E-01   7.5877784E-03   9.2311007E-01  -3.3829454E-01
   9.9699622E-01  -4.0265629E-03   9.7168601E-01  -3.3910352E-01
   9.9871683E-01   3.5413546E-03   1.0279399E+00  -3.4407353E-01
   1.0004216E+00  -2.3529823E-03   1.0254221E+00  -3.3816996E-01
   1.0021112E+00   6.3366466E-03   1.0510397E+00  -3.4479499E-01
   1.0037858E+00   1.0365259E-03   1.0777636E+00  -3.4568718E-01
   1.0054460E+00  -1.4056144E-02   1.1145073E+00  -3.3647820E-01
   1.0070920E+00  -4.4500194E-03   1.1549970E+00  -3.3296198E-01
   1.0095353E+00  -4.5030192E-03   1.1932738E+00  -3.4378788E-01
   1.0111476E+00  -2.0155312E-05   1.2172832E+00  -3.4856617E-01
   1.0127470E+00  -5.6506903E-03   1.2411869E+00  -3.3768228E-01
   1.0143338E+00   4.4901841E-03   1.2732983E+00  -3.3757830E-01
   1.0159085E+00  -1.6390011E-02   1.3031503E+00  -3.3938372E-01
   1.0174710E+00  -3.5951070E-02   1.3427151E+00  -3.3920160E-01
   1.0197929E+00   1.0664877E-02   1.3995036E+00  -3.4181112E-01
   1.0213268E+00  -1.5163609E-03   1.3956987E+00  -3.3891934E-01
   1.0228494E+00  -2.3985110E-02   1.3890342E+00  -3.3225697E-01
   1.0243614E+00  -8.4759509E-03   1.3898219E+00  -3.3288497E-01
   1.0266095E+00   2.1634314E-03   1.4603776E+00  -3.5402551E-01
   1.0280954E+00  -1.9187506E-02   1.5256654E+00  -3.3751521E-01
   1.0295713E+00  -3.5217972E-03   1.5659140E+00  -3.3740503E-01
   1.0317668E+00  -2.9600726E-04   1.5872003E+00  -3.3668631E-01
   1.0332185E+00  -1.0629460E-02   1.6267706E+00  -3.4175256E-01
   1.0346609E+00  -7.3478813E-03   1.6285595E+00  -3.3924296E-01
   1.0368074E+00  -1.1795209E-02   1.6328199E+00  -3.5219219E-01
   1.0382273E+00  -1.0414264E-02   1.6544998E+00  -3.3782551E-01
   1.0403409E+00  -1.0975192E-02   1.7460225E+00  -3.2331532E-01
   1.0417393E+00  -2.5544351E-03   1.7333131E+00  -3.2291666E-01
   1.0431296E+00   1.7789294E-03   1.7518759E+00  -3.3949336E-01
   1.0451995E+00  -1.2767660E-02   1.7844388E+00  -3.3942801E-01
   1.0465696E+00  -9.4824182E-03   1.8028632E+00  -3.4513700E-01
   1.0486102E+00  -4.9890275E-03   1.8328606E+00  -3.1274492E-01
   1.0499611E+00  -9.0628276E-03   1.8619334E+00  -3.0907935E-01
   1.0519735E+00  -6.0821595E-03   1.8824999E+00  -3.3497691E-01
   1.0539695E+00  -7.7321464E-03   1.9027590E+00  -3.2768744E-01
   1.0552913E+00  -5.6322189E-03   1.9225577E+00  -3.2872501E-01
   1.0572611E+00  -9.3735065E-03   1.9549501E+00  -3.2591635E-01
   1.0585657E+00  -1.2335569E-02   1.9787831E+00  -3.2611910E-01
   1.0605103E+00  -1.5479163E-02   2.0143874E+00  -3.4028026E-01
   1.0624402E+00   2.0959601E-03   2.0536952E+00  -3.1807724E-01
   1.0637187E+00   2.6164432E-03   2.0658872E+00  -3.2476160E-01
   1.0656248E+00   7.1250130E-03   2.0835450E+00  -3.3246967E-01
   1.0675172E+00  -1.3086213E-02   2.0983706E+00  -3.2288861E-01
   1.0693961E+00  -6.5157916E-03   2.1253948E+00  -3.2174757E-01
   1.0706414E+00  -9.6909739E-03   2.1498079E+00  -3.1775555E-01
   1.0724986E+00  -2.2655232E-03   2.1845987E+00  -3.2947233E-01
   1.0743430E+00   8.7608519E-04   2.1980114E+00  -3.3252287E-01
   1.0761750E+00  -8.4225917E-03   2.2086983E+00  -3.1913957E-01
   1.0773896E+00   1.2745749E-03   2.2327161E+00  -3.2467639E-01
   1.0792015E+00  -3.0716595E-03   2.2673318E+00  -3.3226514E-01
   1.0810016E+00   4.1380213E-03   2.2878876E+00  -3.2618088E-01
   1.0827903E+00  -6.4850989E-04   2.3116410E+00  -3.2997465E-01
   1.0845677E+00  -4.2658378E-03   2.3403542E+00  -3.1272319E-01
   1.0863340E+00   5.3023682E-03   2.3536441E+00  -3.1950283E-01
   1.0880895E+00  -1.6468822E-03   2.3664339E+00  -3.3343709E-01
   1.0898343E+00  -1.8566206E-02   2.3773286E+00  -3.1123450E-01
   1.0915688E+00  -1.4141405E-02   2.4179826E+00  -3.2178634E-01
   1.0932931E+00   6.6276761E-03   2.4378610E+00  -3.2490119E-01
   1.0950072E+00   5.4389117E-03   2.4692068E+00  -3.3383268E-01
   1.0967115E+00  -1.2783287E-04   2.4767320E+00  -3.2346529E-01
   1.0984062E+00   3.7271853E-03   2.4779263E+00  -3.2393271E-01
   1.1000915E+00   4.6875142E-03   2.5078151E+00  -3.2648554E-01
   1.1017673E+00   1.0218014E-03   2.5121794E+00  -3.3124366E-01
   1.1034340E+00  -2.1474009E-02   2.5471194E+00  -3.2704309E-01
   1.1050917E+00  -1.2816914E-02   2.5719712E+00  -3.3636630E-01
   1.1067405E+00   1.4047582E-02   2.5803642E+00  -3.3451110E-01
   1.1083806E+00  -1.7605845E-02   2.5763650E+00  -3.3491883E-01
   1.1100122E+00   1.0446323E-03   2.5981703E+00  -3.3703011E-01
   1.1121746E+00   7.4562808E-03   2.6272333E+00  -3.3512917E-01
   1.1137867E+00  -9.9900486E-03   2.6395659E+00  -3.4143466E-01
   1.1153908E+00   4.6491250E-03   2.6475017E+00  -3.5107538E-01
   1.1169870E+00  -4.4680368E-03   2.6652925E+00  -3.4582618E-01
   1.1185752E+00   3.5957389E-03   2.6718714E+00  -3.4773102E-01
   1.1206809E+00  -2.1169940E-02   2.6907759E+00  -3.5124117E-01
   1.1222514E+00  -2.2972522E-03   2.7045236E+00  -3.4973717E-01
   1.1238143E+00   5.7949275E-03   2.7273505E+00  -3.5242796E-01
   1.1258870E+00   3.7419193E-03   2.7315073E+00  -3.5947973E-01
   1.1274332E+00   4.5455974E-03   2.7525671E+00  -3.5816869E-01
   1.1289722E+00  -5.0755478E-03   2.7478759E+00  -3.6222064E-01
   1.1310134E+00  -8.7499549E-04   2.7806618E+00  -3.6349127E-01
   1.1325363E+00   2.3497823E-05   2.7956996E+00  -3.6461154E-01
   1.1340524E+00   1.5381750E-03   2.7677164E+00  -3.6455253E-01
   1.1359828E+00   1.5444253E-03   2.8193367E+00  -3.7243977E-01
   1.1377119E+00  -2.2140255E-02   2.8043523E+00  -3.7284914E-01
   1.1394331E+00   1.6661686E-03   2.8259244E+00  -3.7492660E-01
   1.1409090E+00   2.1223981E-02   2.8208370E+00  -3.7871379E-01
   1.1428813E+00  -1.9212456E-02   2.8360395E+00  -3.7889192E-01
   1.1443534E+00  -8.3356062E-03   2.8545036E+00  -3.7983522E-01
   1.1463069E+00   1.4424678E-02   2.8593369E+00  -3.8807461E-01
   1.1477652E+00  -1.1680653E-02   2.8754008E+00  -3.8864237E-01
   1.1497003E+00   9.4712405E-03   2.8622386E+00  -3.9099333E-01
   1.1511449E+00  -9.4956551E-03   2.8744864E+00  -3.9299226E-01
   1.1530623E+00  -9.9049825E-03   2.8829825E+00  -3.9926979E-01
   1.1549698E+00   1.2331047E-02   2.9205277E+00  -4.0291724E-01
   1.1563940E+00  -6.3732234E-03   2.9131165E+00  -4.0176451E-01
   1.1582845E+00  -1.0056685E-02   2.9100573E+00  -4.0455171E-01
   1.1601655E+00  -2.7964197E-03   2.9173748E+00  -4.0932211E-01
   1.1615702E+00   5.4582339E-03   2.9135203E+00  -4.1356203E-01
   1.1634351E+00   6.4597873E-04   2.9278319E+00  -4.1517404E-01
   1.1652908E+00   1.6639645E-03   2.9276013E+00  -4.1889384E-01
   1.1666769E+00   4.4605695E-03   2.9586449E+00  -4.2057967E-01
   1.1685171E+00   4.3851617E-03   2.9343371E+00  -4.2211977E-01
   1.1703488E+00   1.9121261E-02   2.9438419E+00  -4.2933640E-01
   1.1717169E+00  -1.0678705E-02   2.9428692E+00  -4.2976436E-01
   1.1735337E+00  -1.6907165E-02   2.9662700E+00  -4.2831215E-01
   1.1753422E+00   2.9275699E-03   2.9691539E+00  -4.3885329E-01
   1.1771425E+00  -3.8691887E-04   2.9443054E+00  -4.3880746E-01
   1.1789348E+00  -4.5567937E-03   2.9724355E+00  -4.4596016E-01
   1.1802738E+00  -1.0964008E-02   2.9669340E+00  -4.4343060E-01
   1.1820521E+00  -2.9669520E-02   2.9588556E+00  -4.5268577E-01
   1.1838229E+00  -1.6932697E-03   2.9741888E+00  -4.4834200E-01
   1.1855859E+00  -2.1145362E-02   2.9814565E+00  -4.4757009E-01
   1.1873415E+00  -9.7849695E-03   2.9493427E+00  -4.5634913E-01
   1.1890895E+00  -3.6343539E-03   2.9747391E+00  -4.5949596E-01
   1.1908303E+00   4.6321214E-03   2.9735868E+00  -4.6048588E-01
   1.1925640E+00  -2.4250902E-02   2.9709568E+00  -4.6244866E-01
   1.1942905E+00  -8.7682558E-03   2.9561012E+00  -4.6678025E-01
   1.1960100E+00   3.4217928E-03   2.9685802E+00  -4.7118190E-01
   1.1977226E+00   6.9562257E-03   2.9769309E+00  -4.7186586E-01
   1.1994283E+00  -2.7949952E-03   2.9643664E+00  -4.6549749E-01
   1.2011273E+00  -8.2490453E-03   2.9395206E+00  -4.7484624E-01
   1.2028197E+00   4.2802080E-06   2.9652209E+00  -4.7688034E-01
   1.2045054E+00  -4.7096815E-03   2.9398112E+00  -4.8642468E-01
   1.2061847E+00   2.6826872E-03   2.9370625E+00  -4.8474017E-01
   1.2078577E+00  -5.8680321E-03   2.9344549E+00  -4.8437759E-01
   1.2095244E+00  -1.4426874E-02   2.9200273E+00  -4.8919523E-01
   1.2111847E+00  -1.5531828E-02   2.9214942E+00  -4.9182791E-01
   1.2128390E+00   6.5936072E-04   2.9061642E+00  -4.9352390E-01
   1.2148983E+00  -6.2490748E-03   2.8993344E+00  -5.0101262E-01
   1.2165390E+00  -1.3830886E-03   2.8922465E+00  -5.0066715E-01
   1.2181737E+00  -3.6996680E-03   2.8855741E+00  -5.0878876E-01
   1.2198027E+00  -8.2324073E-03   2.8791940E+00  -5.0725752E-01
   1.2214259E+00  -4.9625221E-03   2.8449512E+00  -5.1348424E-01
   1.2234675E+00   3.4404497E-03   2.8499956E+00  -5.1793623E-01
   1.2248710E+00  -1.2985126E-02   2.8322694E+00  -5.3079987E-01
   1.2264959E+00  -2.4564294E-02   2.8252087E+00  -5.1819927E-01
   1.2283769E+00   3.9179386E-03   2.8147757E+00  -5.3365850E-01
   1.2305485E+00  -3.8787568E-04   2.7894225E+00  -5.3437263E-01
   1.2321833E+00   3.5649501E-03   2.7831938E+00  -5.5171984E-01
   1.2339857E+00  -1.2657869E-02   2.7582259E+00  -5.4722136E-01
   1.2349406E+00  -1.3902104E-02   2.7473624E+00  -5.4744244E-01
   1.2368642E+00   1.3872099E-03   2.7203305E+00  -5.5511463E-01
   1.2387943E+00   4.4057201E-04   2.7094758E+00  -5.6029814E-01
