  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   22:52:41  03/05/2024 nhtt     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.342E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3924153E+00  -5.6297984E-03  -4.0256534E+00   4.4415063E-01
   2.3956547E+00   1.0719658E-02  -4.0786858E+00   4.4841701E-01
   2.3989179E+00  -1.6322039E-02  -4.1454172E+00   4.5522547E-01
   2.4022741E+00   6.0992143E-03  -4.2615290E+00   4.6031955E-01
   2.4054949E+00  -1.9027375E-02  -4.3478889E+00   4.6011800E-01
   2.4083085E+00  -3.7028305E-02  -4.4145746E+00   4.8046404E-01
   2.4117925E+00   2.4506455E-02  -4.4774041E+00   4.7403818E-01
   2.4151571E+00   4.3029096E-03  -4.5404978E+00   4.7981012E-01
   2.4184177E+00   8.8935355E-03  -4.6558867E+00   4.9433056E-01
   2.4217443E+00  -8.4327068E-03  -4.6778731E+00   4.9158657E-01
   2.4252141E+00  -6.7331796E-03  -4.7619596E+00   5.0216484E-01
   2.4285443E+00  -1.4954397E-02  -4.8499413E+00   5.0894892E-01
   2.4319491E+00  -1.0513276E-03  -4.9210906E+00   5.0285572E-01
   2.4355509E+00  -2.6788747E-02  -4.9388137E+00   5.1127309E-01
   2.4383352E+00  -3.2608809E-03  -5.0064101E+00   5.2211285E-01
   2.4414792E+00   1.1812704E-02  -5.0638928E+00   5.1772022E-01
   2.4456651E+00  -3.5640217E-02  -5.1629133E+00   5.2452660E-01
   2.4485135E+00   2.0902291E-02  -5.1901240E+00   5.3203547E-01
   2.4517167E+00  -1.1000019E-02  -5.2197165E+00   5.3411669E-01
   2.4551299E+00   2.3957092E-02  -5.2744179E+00   5.3700012E-01
   2.4587350E+00  -1.1838224E-02  -5.3674965E+00   5.4171258E-01
   2.4624019E+00  -1.1826734E-03  -5.4399242E+00   5.4793644E-01
   2.4650717E+00  -4.9596291E-02  -5.4415674E+00   5.5051827E-01
   2.4685223E+00  -5.1810440E-02  -5.4912291E+00   5.5279273E-01
   2.4717338E+00  -4.0094607E-02  -5.5918288E+00   5.5994195E-01
   2.4754593E+00   5.1315267E-02  -5.5995517E+00   5.6416607E-01
   2.4789662E+00  -1.4083447E-02  -5.6299138E+00   5.6716537E-01
   2.4818177E+00  -1.7716495E-02  -5.6810365E+00   5.7068819E-01
   2.4855986E+00   4.4350352E-02  -5.7550831E+00   5.7521254E-01
   2.4889450E+00   1.8890614E-02  -5.7817130E+00   5.7150757E-01
   2.4918070E+00   1.3399522E-02  -5.8142939E+00   5.8393604E-01
   2.4952860E+00  -3.2444119E-03  -5.8061848E+00   5.8241808E-01
   2.4987717E+00   2.1625709E-02  -5.8562026E+00   5.8096755E-01
   2.5021954E+00   1.1974351E-02  -5.9185700E+00   5.9018630E-01
   2.5052090E+00   1.8696215E-02  -5.9560947E+00   5.9153074E-01
   2.5083160E+00   4.3804320E-03  -5.9853697E+00   5.9285545E-01
   2.5124698E+00  -1.7627725E-02  -6.0334682E+00   6.0105455E-01
   2.5155997E+00   8.6205006E-03  -6.0015202E+00   5.9635502E-01
   2.5185461E+00  -1.5046850E-02  -6.0413504E+00   5.9717727E-01
   2.5224187E+00  -5.0522736E-03  -6.0728617E+00   6.0151023E-01
   2.5254400E+00  -3.4845669E-03  -6.1134596E+00   6.0432208E-01
   2.5284998E+00  -3.0446383E-03  -6.1113391E+00   6.0466087E-01
   2.5321403E+00   7.6271114E-03  -6.1327996E+00   6.1566204E-01
   2.5359271E+00  -7.6696025E-03  -6.1714606E+00   6.1431491E-01
   2.5388153E+00  -1.8228590E-02  -6.2006435E+00   6.2261802E-01
   2.5417404E+00   1.9656507E-02  -6.2749834E+00   6.2655354E-01
   2.5457962E+00   6.7013227E-03  -6.2468958E+00   6.3113159E-01
   2.5486999E+00   1.8142819E-02  -6.2961512E+00   6.3481289E-01
   2.5519197E+00  -1.0252167E-02  -6.2936721E+00   6.4061630E-01
   2.5554316E+00   6.0823709E-03  -6.3122282E+00   6.3297963E-01
   2.5592251E+00   2.0998931E-02  -6.3099399E+00   6.3885969E-01
   2.5618346E+00   2.6377363E-02  -6.3264565E+00   6.4148074E-01
   2.5652626E+00  -2.1737362E-03  -6.3382812E+00   6.4910358E-01
   2.5690720E+00   6.3315192E-03  -6.3685117E+00   6.5073216E-01
   2.5722201E+00  -5.2221222E-03  -6.3779755E+00   6.5138638E-01
   2.5760291E+00   2.5912540E-03  -6.3530884E+00   6.5130913E-01
   2.5787685E+00  -2.2217877E-02  -6.3889894E+00   6.5846223E-01
   2.5822413E+00   4.6329126E-02  -6.3692098E+00   6.5498507E-01
   2.5857911E+00  -2.5390852E-02  -6.3467250E+00   6.5959918E-01
   2.5889561E+00  -2.4034402E-03  -6.3697705E+00   6.6198051E-01
   2.5921977E+00  -3.8506210E-02  -6.3719664E+00   6.5905386E-01
   2.5959525E+00  -3.7724636E-02  -6.3513579E+00   6.6556108E-01
   2.5990729E+00   2.6885092E-03  -6.3710699E+00   6.6625321E-01
   2.6018474E+00  -1.6592700E-02  -6.3851862E+00   6.7267460E-01
   2.6053634E+00   6.8262229E-03  -6.3813066E+00   6.7860812E-01
   2.6087370E+00  -2.4350096E-02  -6.3573923E+00   6.7395067E-01
   2.6120248E+00  -2.3646249E-02  -6.3681450E+00   6.8150377E-01
   2.6153753E+00  -4.1069268E-04  -6.4029183E+00   6.7584103E-01
   2.6189520E+00  -1.5497603E-02  -6.3607535E+00   6.9041663E-01
   2.6225264E+00  -2.0166937E-02  -6.3497496E+00   6.9241953E-01
   2.6254804E+00  -1.5500563E-02  -6.3678441E+00   6.9505703E-01
   2.6286800E+00  -5.7190009E-03  -6.3227830E+00   6.9567627E-01
   2.6320858E+00  -8.0548767E-03  -6.3093762E+00   7.0025665E-01
   2.6357238E+00  -1.5635615E-02  -6.3296165E+00   7.0363438E-01
   2.6387434E+00  -3.1020645E-02  -6.3184690E+00   7.0425177E-01
   2.6424096E+00  -2.1279711E-02  -6.2473249E+00   7.0372772E-01
   2.6461256E+00  -2.8752103E-02  -6.2247109E+00   7.0518821E-01
   2.6493781E+00   4.5669586E-03  -6.2655759E+00   7.0732945E-01
   2.6527069E+00  -2.2166241E-02  -6.2340956E+00   7.1036059E-01
   2.6559927E+00  -1.0790418E-02  -6.1542964E+00   7.1403056E-01
   2.6590035E+00  -1.5004474E-02  -6.1575866E+00   7.1337777E-01
   2.6623135E+00  -3.0975065E-03  -6.1541815E+00   7.1579188E-01
   2.6657097E+00  -7.6661012E-03  -6.1410384E+00   7.2055155E-01
   2.6690593E+00  -2.5803426E-02  -6.1219392E+00   7.1900678E-01
   2.6724279E+00  -1.1917438E-02  -6.0477362E+00   7.2357953E-01
   2.6757746E+00  -7.6361382E-03  -6.0522194E+00   7.2423929E-01
   2.6791365E+00  -1.7626707E-02  -6.0402012E+00   7.2626048E-01
   2.6825490E+00  -2.4506966E-02  -6.0027370E+00   7.2939497E-01
   2.6859672E+00  -4.6189092E-03  -5.9823999E+00   7.2993129E-01
   2.6893060E+00  -1.5896589E-02  -5.9127584E+00   7.3283535E-01
   2.6925859E+00  -6.3562919E-03  -5.8952279E+00   7.3411894E-01
   2.6959527E+00  -2.6830865E-02  -5.8582954E+00   7.3249561E-01
   2.6988535E+00  -1.0927486E-02  -5.8111024E+00   7.3826915E-01
   2.7022038E+00   3.7437878E-03  -5.7936234E+00   7.3808557E-01
   2.7056236E+00  -1.5106178E-02  -5.7696280E+00   7.4145824E-01
   2.7096229E+00  -7.4146045E-03  -5.7001338E+00   7.4247670E-01
   2.7123139E+00  -1.0667515E-02  -5.6669855E+00   7.4419332E-01
   2.7158489E+00   5.7893428E-03  -5.6435766E+00   7.4501890E-01
   2.7195578E+00   1.3827170E-02  -5.6242228E+00   7.4579120E-01
   2.7228005E+00  -6.7045093E-03  -5.5442219E+00   7.5122488E-01
   2.7261534E+00  -7.7701393E-03  -5.5109167E+00   7.5381458E-01
   2.7294576E+00  -8.8973129E-03  -5.4233751E+00   7.5660729E-01
   2.7326987E+00  -7.6317475E-03  -5.4276214E+00   7.4620169E-01
   2.7358990E+00  -1.2897375E-03  -5.3693461E+00   7.5164092E-01
   2.7393656E+00   1.2932842E-02  -5.3446631E+00   7.5267792E-01
   2.7429962E+00   5.2754874E-03  -5.2667255E+00   7.5438952E-01
   2.7454424E+00   7.4702944E-03  -5.2184339E+00   7.5391871E-01
   2.7490973E+00   4.8473529E-03  -5.1884050E+00   7.5361669E-01
   2.7526567E+00   5.1975646E-03  -5.1716890E+00   7.5659835E-01
   2.7562385E+00   5.6210202E-03  -5.0973392E+00   7.5575596E-01
   2.7598381E+00   1.8799435E-02  -5.0230460E+00   7.5575441E-01
   2.7621961E+00  -1.0025842E-03  -4.9778867E+00   7.5403184E-01
   2.7657034E+00   1.4964018E-02  -4.9345431E+00   7.5849915E-01
   2.7691867E+00   1.3570096E-02  -4.8684998E+00   7.6462245E-01
   2.7726138E+00   9.1696018E-03  -4.8346863E+00   7.5858885E-01
   2.7759638E+00   1.6074816E-02  -4.8099985E+00   7.5902730E-01
   2.7792287E+00   8.4541040E-03  -4.7227073E+00   7.6090914E-01
   2.7824078E+00   1.3595646E-02  -4.7024651E+00   7.5926334E-01
   2.7864826E+00   8.7280245E-03  -4.6626530E+00   7.6412123E-01
   2.7897642E+00   1.5975807E-02  -4.6117153E+00   7.6207519E-01
   2.7930040E+00   1.3270790E-02  -4.5572810E+00   7.6416641E-01
   2.7958391E+00   1.6046964E-02  -4.5053091E+00   7.6265067E-01
   2.7998664E+00   1.8041816E-02  -4.4555402E+00   7.6575017E-01
   2.8027701E+00   9.9477861E-03  -4.3855700E+00   7.6641345E-01
   2.8065093E+00   1.6768683E-02  -4.3475757E+00   7.6653892E-01
   2.8093448E+00   1.4289687E-02  -4.3461633E+00   7.6713973E-01
   2.8125305E+00   2.4272237E-02  -4.2983508E+00   7.7054733E-01
   2.8157022E+00   2.9989453E-02  -4.2121897E+00   7.7282828E-01
   2.8190715E+00   8.6973738E-03  -4.1372962E+00   7.6840645E-01
   2.8223686E+00   1.4362550E-02  -4.0951238E+00   7.6900572E-01
   2.8266172E+00   1.5830755E-02  -4.0873017E+00   7.7081597E-01
   2.8297400E+00   2.5839716E-02  -4.0198259E+00   7.7430946E-01
   2.8328278E+00   2.6063183E-02  -4.0118728E+00   7.7226847E-01
   2.8359296E+00   1.9323464E-02  -3.9226344E+00   7.7042055E-01
   2.8391714E+00   2.5208514E-02  -3.8894205E+00   7.7436000E-01
   2.8425021E+00   1.8990563E-02  -3.8335226E+00   7.7301395E-01
   2.8458879E+00   3.0773908E-02  -3.7640030E+00   7.7525359E-01
   2.8493061E+00   2.1576963E-02  -3.7121332E+00   7.7468175E-01
   2.8527105E+00   2.4695624E-02  -3.6501641E+00   7.7890611E-01
   2.8560271E+00   2.1626543E-02  -3.6204445E+00   7.7450562E-01
   2.8594096E+00   1.2702161E-02  -3.5822506E+00   7.8034514E-01
   2.8627830E+00   2.0865090E-02  -3.5444250E+00   7.7771908E-01
   2.8661487E+00   2.3839975E-02  -3.5040922E+00   7.7718484E-01
   2.8700626E+00   3.0590827E-02  -3.3944941E+00   7.7918541E-01
   2.8730719E+00   1.8658033E-02  -3.3464239E+00   7.7753413E-01
   2.8761785E+00   1.0969555E-02  -3.3199391E+00   7.7944529E-01
   2.8796942E+00   3.5725221E-02  -3.3351910E+00   7.7936924E-01
   2.8827069E+00   1.2674592E-02  -3.1872027E+00   7.8124213E-01
   2.8862822E+00   1.1771130E-02  -3.1675153E+00   7.7617121E-01
   2.8897643E+00   2.2097517E-02  -3.0965195E+00   7.8431892E-01
   2.8927212E+00   2.0900754E-02  -3.0722320E+00   7.8289974E-01
   2.8962486E+00   1.6481563E-02  -3.0276518E+00   7.8280711E-01
   2.8998845E+00   1.1254291E-02  -2.9344788E+00   7.8276235E-01
   2.9026115E+00   1.5684154E-02  -2.8983991E+00   7.8288680E-01
   2.9062929E+00   1.8723426E-02  -2.8638816E+00   7.8262210E-01
   2.9092035E+00   1.3804660E-02  -2.8336704E+00   7.8476667E-01
   2.9130259E+00   1.8885391E-02  -2.7524698E+00   7.8401363E-01
   2.9168611E+00   1.3532009E-02  -2.7400534E+00   7.8451282E-01
   2.9200833E+00   7.7410657E-03  -2.6076210E+00   7.8630227E-01
   2.9232991E+00   1.5804090E-02  -2.6047711E+00   7.8759503E-01
   2.9264312E+00   2.0038176E-02  -2.5728998E+00   7.8486907E-01
   2.9294569E+00   1.9219508E-02  -2.5385032E+00   7.8672695E-01
   2.9331954E+00   2.4847310E-02  -2.4396019E+00   7.8645390E-01
   2.9361508E+00   1.3664000E-02  -2.3677375E+00   7.8781694E-01
   2.9398549E+00   1.6322181E-02  -2.3576906E+00   7.8720158E-01
   2.9427588E+00   3.9158136E-02  -2.3480771E+00   7.8850067E-01
   2.9459591E+00   3.2433607E-02  -2.2603734E+00   7.8951287E-01
   2.9502168E+00   6.3760015E-03  -2.2207413E+00   7.9054952E-01
   2.9533134E+00   2.2891482E-02  -2.1422327E+00   7.9187989E-01
   2.9563451E+00   2.0930756E-02  -2.1422338E+00   7.8598684E-01
   2.9595358E+00   1.1537234E-02  -2.0284748E+00   7.9288769E-01
   2.9632790E+00   2.0452091E-02  -2.0092547E+00   7.9350007E-01
   2.9668958E+00  -8.5182786E-03  -1.9546982E+00   7.9439467E-01
   2.9696133E+00   1.6361864E-02  -1.8997920E+00   7.9410386E-01
   2.9733567E+00   2.4207657E-02  -1.8033903E+00   7.9654694E-01
   2.9765198E+00   2.3324152E-02  -1.7708347E+00   7.9684263E-01
   2.9793322E+00   2.2635920E-02  -1.7418514E+00   7.9887694E-01
   2.9834948E+00   7.1309614E-03  -1.7182709E+00   7.9911238E-01
   2.9866099E+00   1.5216913E-02  -1.6513954E+00   7.9964995E-01
   2.9897254E+00   2.4988459E-02  -1.5625907E+00   7.9557043E-01
   2.9928374E+00   1.8043227E-02  -1.5468448E+00   8.0248100E-01
   2.9969721E+00   6.4837234E-03  -1.4916451E+00   8.0036670E-01
   3.0001853E+00   1.8300164E-02  -1.4493760E+00   8.0342567E-01
   3.0032809E+00   3.7776306E-02  -1.3885701E+00   8.0529165E-01
   3.0062642E+00   6.6841423E-04  -1.2844080E+00   8.0344522E-01
   3.0102935E+00   6.0799420E-03  -1.2961981E+00   8.0539042E-01
   3.0134113E+00   2.8128284E-03  -1.2753257E+00   8.0636787E-01
   3.0166528E+00   2.1852332E-03  -1.1837453E+00   8.0740815E-01
   3.0198748E+00   8.9818873E-03  -1.1193722E+00   8.0872029E-01
   3.0232763E+00   1.2079000E-02  -1.0416329E+00   8.0840629E-01
   3.0266221E+00   5.6561837E-03  -1.0106508E+00   8.0999631E-01
   3.0299029E+00   5.3507159E-03  -9.4562715E-01   8.1054288E-01
   3.0331089E+00   2.0338070E-02  -8.9910942E-01   8.1157523E-01
   3.0363593E+00   1.0396847E-02  -8.7680000E-01   8.1248766E-01
   3.0398264E+00   1.7611092E-02  -8.3182436E-01   8.0896878E-01
   3.0435257E+00   1.4214339E-02  -7.3533380E-01   8.1539261E-01
   3.0461936E+00  -2.5132703E-02  -6.8421072E-01   8.1837648E-01
   3.0504160E+00   1.1094818E-02  -5.9779757E-01   8.1519777E-01
   3.0527391E+00  -8.0140214E-03  -5.6236237E-01   8.1603873E-01
   3.0567021E+00   6.8050236E-03  -5.6271935E-01   8.1460416E-01
   3.0600297E+00   5.7191597E-03  -4.5691752E-01   8.1773299E-01
   3.0633426E+00  -1.3650231E-03  -4.2817307E-01   8.2355404E-01
   3.0662878E+00  -5.5791350E-04  -3.6235383E-01   8.2115543E-01
   3.0696664E+00   2.3008997E-03  -3.0865732E-01   8.2071054E-01
   3.0731509E+00   4.5331335E-03  -2.1416600E-01   8.2189846E-01
   3.0766356E+00  -6.5225265E-03  -1.6997939E-01   8.2738930E-01
   3.0801201E+00  -1.1604472E-02  -1.5782110E-01   8.2284749E-01
   3.0834632E+00  -5.8217114E-04  -1.0246389E-01   8.2265306E-01
   3.0867846E+00  -3.0438483E-03   4.9857665E-03   8.2797837E-01
   3.0900078E+00   2.3023456E-03   9.3178511E-02   8.2954139E-01
   3.0931337E+00   1.7562637E-02   1.1653616E-01   8.2591498E-01
   3.0962265E+00  -3.4402832E-03   1.6022117E-01   8.2566106E-01
   3.1003575E+00   9.9570649E-03   2.4563530E-01   8.2822907E-01
   3.1034973E+00   1.9170628E-03   3.1065789E-01   8.2767296E-01
   3.1066582E+00   6.0077757E-03   3.7777728E-01   8.3057582E-01
   3.1098192E+00   6.2798397E-03   4.3025672E-01   8.3324587E-01
   3.1133068E+00   3.5428361E-03   4.7767001E-01   8.2966870E-01
   3.1167994E+00   1.2695494E-02   5.4538256E-01   8.2589722E-01
   3.1197536E+00   1.5671097E-03   6.3104707E-01   8.3047932E-01
   3.1231556E+00   5.0103170E-04   6.9215345E-01   8.3289397E-01
   3.1266048E+00   1.0195133E-02   7.6974338E-01   8.3364880E-01
   3.1299663E+00  -7.3466506E-03   7.7573353E-01   8.3043557E-01
   3.1333163E+00   1.1664544E-02   8.7538987E-01   8.3237290E-01
   3.1366661E+00  -2.0273039E-02   9.0057522E-01   8.3211523E-01
   3.1400161E+00   1.1581530E-02   1.0475349E+00   8.3625299E-01
   3.1438375E+00  -9.2060555E-04   1.1049509E+00   8.3632791E-01
   3.1468635E+00   4.6040737E-03   1.0921525E+00   8.3749890E-01
   3.1500616E+00   1.5414095E-02   1.2055767E+00   8.3866411E-01
   3.1534121E+00  -3.4983370E-03   1.2708040E+00   8.3537787E-01
   3.1569467E+00   1.2139316E-02   1.3436921E+00   8.3707774E-01
   3.1604927E+00   5.3042015E-03   1.4199442E+00   8.3792013E-01
   3.1639218E+00   7.9423543E-03   1.4656457E+00   8.3643860E-01
   3.1672504E+00  -1.3326448E-03   1.5335222E+00   8.4035081E-01
   3.1704946E+00  -1.8740250E-03   1.6147510E+00   8.4061027E-01
   3.1737282E+00  -1.5184050E-03   1.6858519E+00   8.4067845E-01
   3.1769631E+00   3.5159474E-03   1.7508768E+00   8.4149683E-01
   3.1800854E+00   7.5181904E-03   1.7923104E+00   8.4077138E-01
   3.1833198E+00  -6.6179456E-03   1.8655787E+00   8.4015572E-01
   3.1865554E+00   1.6671108E-02   1.9306349E+00   8.4341604E-01
   3.1897883E+00  -1.9979529E-02   2.0431249E+00   8.4147805E-01
   3.1937335E+00   2.7307214E-02   2.0915043E+00   8.4564775E-01
   3.1972163E+00  -2.8904160E-03   2.1504936E+00   8.4207058E-01
   3.2005966E+00  -6.8398530E-04   2.2210155E+00   8.4432024E-01
   3.2039251E+00   1.9901535E-03   2.3579962E+00   8.4353018E-01
   3.2067068E+00  -5.9099812E-03   2.4297643E+00   8.4845054E-01
   3.2098889E+00  -8.8013901E-04   2.4421346E+00   8.4598213E-01
   3.2131550E+00   3.5687510E-03   2.4936600E+00   8.4581715E-01
   3.2175088E+00   7.3563051E-03   2.6128297E+00   8.4629399E-01
   3.2207723E+00  -1.0580940E-02   2.7034767E+00   8.4658158E-01
   3.2240386E+00   8.1955884E-03   2.7878463E+00   8.4763306E-01
   3.2273018E+00   1.0929910E-02   2.8252831E+00   8.4706837E-01
   3.2305675E+00   1.0842785E-02   2.8824296E+00   8.4559494E-01
   3.2338319E+00  -1.0637368E-02   3.1120963E+00   8.4719080E-01
   3.2371585E+00  -3.7770513E-03   3.0064561E+00   8.4714007E-01
   3.2403901E+00   3.0381933E-03   3.0202847E+00   8.4494865E-01
   3.2440686E+00   5.1095630E-03   3.1907597E+00   8.4483498E-01
   3.2474067E+00  -1.6942577E-02   3.3481753E+00   8.4562510E-01
   3.2503746E+00   1.7172465E-02   3.3460050E+00   8.4365493E-01
   3.2536607E+00  -1.1698688E-02   3.4018643E+00   8.4403342E-01
   3.2568817E+00  -5.7683419E-03   3.4603832E+00   8.4406257E-01
   3.2600248E+00   8.7823579E-03   3.5256784E+00   8.4394920E-01
   3.2642045E+00  -7.2157872E-03   3.6731424E+00   8.4265542E-01
   3.2673390E+00  -7.3282840E-03   3.7438540E+00   8.4499598E-01
   3.2704737E+00   1.3069826E-02   3.8026693E+00   8.4558058E-01
   3.2736084E+00   2.5422075E-03   3.8646932E+00   8.4453714E-01
   3.2767432E+00  -1.0519724E-02   3.9173634E+00   8.4476602E-01
   3.2809727E+00   4.5488537E-03   4.0277376E+00   8.4390152E-01
   3.2833297E+00   5.9060617E-03   4.0769310E+00   8.4439552E-01
   3.2868786E+00  -6.7395465E-03   4.1559119E+00   8.4128672E-01
   3.2903187E+00  -4.3932279E-03   4.2479959E+00   8.3996207E-01
   3.2936521E+00   3.2521687E-03   4.3739524E+00   8.4071463E-01
   3.2968884E+00   1.4178235E-03   4.4197264E+00   8.3951610E-01
   3.3000460E+00  -1.0429558E-02   4.4375267E+00   8.3778447E-01
   3.3042037E+00   5.8886618E-03   4.5219483E+00   8.3834082E-01
   3.3073518E+00  -9.8309098E-03   4.6408963E+00   8.3678848E-01
   3.3104999E+00  -8.5218335E-03   4.7239394E+00   8.3616197E-01
   3.3136480E+00  -6.3547934E-03   4.7480311E+00   8.3521658E-01
   3.3167961E+00   2.4639776E-02   4.8435225E+00   8.3375692E-01
   3.3210673E+00   7.6040789E-03   4.9446349E+00   8.3404559E-01
   3.3234286E+00   8.7666800E-03   4.9715867E+00   8.3364737E-01
   3.3270066E+00   8.5305348E-03   5.0151711E+00   8.3163577E-01
   3.3306785E+00  -7.1326564E-03   5.1832161E+00   8.3042401E-01
   3.3343070E+00   5.6484179E-04   5.2313251E+00   8.3086407E-01
   3.3372509E+00   6.3780360E-03   5.2760873E+00   8.2893634E-01
   3.3416901E+00  -5.2066366E-03   5.3792667E+00   8.2834405E-01
