  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   22:52:41  03/05/2024 nhtt     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.342E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1692145E+00   2.0123780E-02  -5.4920125E+00   7.3493689E-01
   1.1724951E+00   2.5981311E-02  -5.4512749E+00   7.3590606E-01
   1.1758368E+00   9.8815765E-03  -5.3801847E+00   7.3726612E-01
   1.1791362E+00   2.1598812E-03  -5.3452787E+00   7.3790765E-01
   1.1823839E+00   9.1346167E-03  -5.3073611E+00   7.3850352E-01
   1.1855825E+00   2.3903916E-02  -5.2614889E+00   7.4023092E-01
   1.1895146E+00   1.3617151E-02  -5.2123518E+00   7.4062347E-01
   1.1926101E+00   1.3649685E-02  -5.1687202E+00   7.4282485E-01
   1.1956629E+00   1.1867701E-02  -5.1153722E+00   7.4343193E-01
   1.1994212E+00   1.1968468E-02  -5.0554695E+00   7.4449998E-01
   1.2023839E+00   1.4652225E-02  -5.0269556E+00   7.4499542E-01
   1.2060347E+00   1.1227235E-02  -4.9468956E+00   7.4659699E-01
   1.2096295E+00   1.4840561E-02  -4.8889360E+00   7.4733305E-01
   1.2124668E+00   1.4397956E-02  -4.8555403E+00   7.4780166E-01
   1.2159672E+00   1.3091008E-02  -4.8219495E+00   7.4851668E-01
   1.2194182E+00   1.9317152E-02  -4.7636132E+00   7.4965060E-01
   1.2228217E+00   1.2764285E-02  -4.6839185E+00   7.5098097E-01
   1.2261798E+00   1.3821324E-02  -4.6278763E+00   7.5249159E-01
   1.2294943E+00   1.1047257E-02  -4.5791879E+00   7.5274646E-01
   1.2327667E+00   1.1928899E-02  -4.5532575E+00   7.5355333E-01
   1.2359987E+00   1.3186661E-02  -4.4929132E+00   7.5337636E-01
   1.2391917E+00   1.5868217E-02  -4.4601698E+00   7.5493103E-01
   1.2429737E+00   5.4506245E-03  -4.3534293E+00   7.5639510E-01
   1.2460856E+00   1.1580344E-02  -4.3360214E+00   7.5599378E-01
   1.2491627E+00   7.3234513E-03  -4.2933807E+00   7.5541735E-01
   1.2528108E+00   1.4537746E-02  -4.1950846E+00   7.5765073E-01
   1.2558151E+00   1.6561413E-02  -4.1551828E+00   7.5845623E-01
   1.2593790E+00   1.5543885E-02  -4.1053391E+00   7.5924122E-01
   1.2628994E+00   1.5227441E-02  -4.0604749E+00   7.5973248E-01
   1.2658008E+00   1.9455165E-02  -3.9998331E+00   7.6064110E-01
   1.2692453E+00   1.6497653E-02  -3.9104252E+00   7.6109707E-01
   1.2726504E+00   1.4524463E-02  -3.8615808E+00   7.6217330E-01
   1.2760174E+00   1.4306790E-02  -3.8516078E+00   7.6243436E-01
   1.2793477E+00   1.3783802E-02  -3.7803657E+00   7.6357734E-01
   1.2826422E+00   1.6312031E-02  -3.7161236E+00   7.6380134E-01
   1.2859024E+00   5.4166564E-03  -3.6408794E+00   7.6421624E-01
   1.2896637E+00   2.0108614E-02  -3.5628741E+00   7.6499128E-01
   1.2928526E+00   2.5735820E-02  -3.5565152E+00   7.6809090E-01
   1.2960104E+00   1.2414422E-02  -3.4883163E+00   7.6502043E-01
   1.2996559E+00   8.5540889E-03  -3.3668652E+00   7.6555246E-01
   1.3029391E+00   9.6869580E-03  -3.3556657E+00   7.6844031E-01
   1.3063524E+00   1.5301619E-02  -3.2927885E+00   7.6838219E-01
   1.3093731E+00   1.1159872E-02  -3.2040815E+00   7.6501751E-01
   1.3131939E+00   8.3243586E-03  -3.1533871E+00   7.6882923E-01
   1.3159761E+00   8.4011517E-03  -3.1290867E+00   7.7019370E-01
   1.3191049E+00   8.1988340E-03  -3.0634551E+00   7.7065438E-01
   1.3228809E+00   8.9836046E-03  -3.0219324E+00   7.6937354E-01
   1.3257767E+00   8.9144176E-03  -2.9335284E+00   7.7111477E-01
   1.3297626E+00   6.9422317E-03  -2.8697448E+00   7.7230293E-01
   1.3327719E+00   8.8059641E-03  -2.8096855E+00   7.7229911E-01
   1.3358773E+00   6.9757388E-03  -2.7366297E+00   7.7278519E-01
   1.3390810E+00   6.7170095E-03  -2.6789775E+00   7.7366024E-01
   1.3434370E+00   4.6487312E-05  -2.6079450E+00   7.7364194E-01
   1.3462952E+00   6.7957211E-03  -2.5583730E+00   7.7545273E-01
   1.3493657E+00   1.0100356E-02  -2.4200628E+00   7.7371806E-01
   1.3532846E+00   7.2144037E-03  -2.4261389E+00   7.7656507E-01
   1.3561380E+00   7.0047280E-04  -2.4150856E+00   7.7761102E-01
   1.3598199E+00   8.2525834E-03  -2.2644224E+00   7.7612752E-01
   1.3625009E+00   7.6211020E-03  -2.1807933E+00   7.7622545E-01
   1.3662628E+00   3.8371794E-03  -2.1201296E+00   7.7722961E-01
   1.3691884E+00   2.7700986E-03  -2.1026020E+00   7.7761364E-01
   1.3734356E+00   3.1326301E-03  -2.0308836E+00   7.7847677E-01
   1.3766389E+00   6.1056954E-03  -1.9335506E+00   7.7659351E-01
   1.3797402E+00   2.8388340E-03  -1.8288088E+00   7.7974218E-01
   1.3829892E+00  -3.5899584E-03  -1.7719847E+00   7.7984911E-01
   1.3862375E+00  -4.6703455E-04  -1.7348531E+00   7.8066623E-01
   1.3894850E+00  -2.3960799E-03  -1.6876777E+00   7.8047526E-01
   1.3927320E+00  -3.6564879E-03  -1.6065736E+00   7.8083342E-01
   1.3959785E+00  -5.8130169E-04  -1.4784861E+00   7.8124422E-01
   1.3992245E+00  -1.8893363E-03  -1.4348158E+00   7.8198189E-01
   1.4035519E+00   1.2125602E-03  -1.3823801E+00   7.7982837E-01
   1.4067971E+00  -6.6519028E-04  -1.3036140E+00   7.8210193E-01
   1.4100418E+00   7.2117769E-03  -1.2031531E+00   7.8222430E-01
   1.4132863E+00   3.6724536E-03  -1.1021060E+00   7.8247464E-01
   1.4165306E+00   8.5892080E-04  -1.0523772E+00   7.8236747E-01
   1.4197762E+00   4.5075300E-04  -1.0119215E+00   7.8270251E-01
   1.4230226E+00  -4.8603797E-03  -9.3538648E-01   7.8388208E-01
   1.4267277E+00  -1.3768710E-03  -8.2934988E-01   7.8215855E-01
   1.4295765E+00   6.1564497E-03  -7.1756238E-01   7.8345466E-01
   1.4327869E+00  -2.4587994E-03  -6.9388974E-01   7.8437799E-01
   1.4360335E+00  -3.9948309E-03  -6.5164548E-01   7.8387004E-01
   1.4392799E+00  -2.3836328E-03  -5.2359450E-01   7.8435415E-01
   1.4436085E+00   8.2022161E-05  -4.4129583E-01   7.8402084E-01
   1.4468551E+00  -2.3350203E-03  -3.6146405E-01   7.8446037E-01
   1.4501017E+00  -2.7676560E-03  -2.8328609E-01   7.8258359E-01
   1.4533485E+00   6.2637223E-04  -2.0656125E-01   7.8450519E-01
   1.4565953E+00  -1.4987363E-03  -1.2936693E-01   7.8529185E-01
   1.4598423E+00   2.5763051E-03  -5.3759139E-02   7.8518051E-01
   1.4630896E+00  -8.3146617E-03   4.3506874E-03   7.8618038E-01
   1.4665935E+00   4.0976461E-03   1.0683569E-01   7.8481865E-01
   1.4698956E+00  -9.6092309E-04   2.2769441E-01   7.8626949E-01
   1.4734701E+00   1.0519051E-02   2.6823631E-01   7.8851950E-01
   1.4765449E+00  -5.9482455E-03   3.1843236E-01   7.8642046E-01
   1.4796412E+00  -1.1173953E-02   3.9755681E-01   7.8837997E-01
   1.4837117E+00  -3.2852304E-03   5.0014716E-01   7.8737515E-01
   1.4867241E+00   3.6110678E-03   5.6826836E-01   7.8664654E-01
   1.4897052E+00   2.8167346E-03   7.0141160E-01   7.8666300E-01
   1.4936477E+00   6.9902762E-04   7.5851518E-01   7.8827393E-01
   1.4965819E+00  -5.0790020E-04   8.0014884E-01   7.8704327E-01
   1.4994967E+00   1.2202399E-03   8.5931379E-01   7.8766954E-01
   1.5033543E+00   1.2544536E-02   9.9130595E-01   7.8941208E-01
   1.5062269E+00  -2.6388824E-02   1.1019993E+00   7.8876084E-01
   1.5100304E+00  -2.8117029E-03   1.2113360E+00   7.8908002E-01
   1.5128638E+00   1.9390731E-03   1.2362906E+00   7.8990972E-01
   1.5166166E+00  -5.6087822E-03   1.2743694E+00   7.8877670E-01
   1.5203416E+00  -1.0169516E-02   1.4520704E+00   7.8933764E-01
   1.5231175E+00   8.7515861E-03   1.5095626E+00   7.9190797E-01
   1.5267954E+00  -1.2558471E-02   1.6052014E+00   7.8935349E-01
   1.5304470E+00   1.8025324E-03   1.7026107E+00   7.9076910E-01
   1.5330899E+00  -9.2466976E-03   1.7360379E+00   7.8948522E-01
   1.5369233E+00   5.7019866E-03   1.8848544E+00   7.9004705E-01
   1.5397147E+00  -1.0465171E-02   1.9273866E+00   7.9060405E-01
   1.5429001E+00   2.5399780E-02   1.9908609E+00   7.8962690E-01
   1.5472231E+00   6.3220356E-03   2.1612363E+00   7.8853309E-01
   1.5504766E+00  -9.9051662E-04   2.2337856E+00   7.8944105E-01
   1.5537306E+00   2.1308847E-03   2.2782526E+00   7.8966469E-01
   1.5569314E+00  -6.2948503E-03   2.3146586E+00   7.8818983E-01
   1.5598043E+00  -1.5690118E-02   2.4446399E+00   7.8861392E-01
   1.5633878E+00  -4.4388280E-04   2.5644197E+00   7.9142207E-01
   1.5670033E+00  -1.2301828E-02   2.6224267E+00   7.9021460E-01
   1.5701520E+00  -2.2310447E-02   2.7040558E+00   7.8967452E-01
   1.5734092E+00   6.6455486E-03   2.7881327E+00   7.8918749E-01
   1.5766569E+00  -1.7543236E-02   2.9202375E+00   7.8860861E-01
   1.5797824E+00   2.8133269E-03   2.9493845E+00   7.8959668E-01
   1.5834819E+00  -3.7328142E-03   3.0339973E+00   7.8911257E-01
   1.5863051E+00   4.5156904E-04   3.1118541E+00   7.8878850E-01
   1.5901697E+00  -4.7399588E-03   3.2312987E+00   7.8763938E-01
   1.5930073E+00  -8.0377012E-03   3.2954824E+00   7.8823853E-01
   1.5967150E+00  -1.2123075E-02   3.3782849E+00   7.8855789E-01
   1.6003412E+00   2.0165772E-03   3.5153320E+00   7.8771615E-01
   1.6038910E+00  -1.2486894E-02   3.5983734E+00   7.8791988E-01
   1.6065061E+00  -1.2538679E-03   3.6428261E+00   7.8792715E-01
   1.6099333E+00  -9.0947170E-03   3.7435853E+00   7.8968656E-01
   1.6132958E+00  -3.6697821E-03   3.8445401E+00   7.8739959E-01
   1.6165973E+00   1.2024701E-04   3.9107163E+00   7.8864712E-01
   1.6198407E+00  -8.4464503E-03   3.9892094E+00   7.8720498E-01
   1.6238183E+00  -1.7795968E-03   4.0865016E+00   7.8752208E-01
   1.6269419E+00   5.2576847E-03   4.1527061E+00   7.8706950E-01
   1.6300164E+00  -8.8983849E-03   4.2950220E+00   7.8201330E-01
   1.6337940E+00   1.3151972E-02   4.4188418E+00   7.8781575E-01
   1.6367658E+00  -1.9139332E-04   4.4611363E+00   7.8729028E-01
   1.6404213E+00  -6.7192814E-03   4.5188608E+00   7.8512299E-01
   1.6433002E+00  -2.5358293E-04   4.5676365E+00   7.9156268E-01
   1.6468447E+00  -1.9570142E-03   4.7303972E+00   7.8798246E-01
   1.6498703E+00  -4.5073600E-03   4.7868328E+00   8.0081385E-01
   1.6535476E+00  -6.3553872E-03   4.8541560E+00   8.0137497E-01
   1.6566627E+00  -6.5786839E-03   4.9300346E+00   7.9060704E-01
   1.6607114E+00  -7.0270179E-03   5.0525990E+00   7.9035991E-01
   1.6636844E+00   1.1320082E-02   5.1169906E+00   7.8944635E-01
   1.6666574E+00  -3.5935906E-03   5.2248712E+00   7.9385620E-01
   1.6706215E+00  -1.6169637E-03   5.2551212E+00   7.9356408E-01
   1.6735947E+00   2.9792362E-03   5.3316288E+00   7.9526013E-01
   1.6765678E+00  -1.1563769E-02   5.4372678E+00   7.9604203E-01
   1.6804481E+00  -9.9001324E-04   5.5471392E+00   7.9590875E-01
   1.6834220E+00  -1.3683471E-02   5.5719428E+00   7.9948127E-01
   1.6873864E+00  -7.7495081E-03   5.6542397E+00   8.0101538E-01
   1.6903476E+00   2.1395983E-02   5.7995930E+00   8.1133074E-01
   1.6932765E+00  -3.7995283E-03   5.8530588E+00   8.0423480E-01
   1.6967558E+00   6.4183059E-03   5.9367390E+00   8.1166679E-01
   1.7001036E+00  -1.3400238E-03   6.0060616E+00   7.9383630E-01
   1.7037599E+00  -8.4139574E-03   6.1175160E+00   8.0700320E-01
   1.7072884E+00  -9.0771634E-03   6.1574898E+00   8.0622476E-01
   1.7106580E+00  -2.6632568E-02   6.2151809E+00   7.9952031E-01
   1.7140124E+00   1.3333364E-04   6.3522553E+00   8.0106419E-01
   1.7169946E+00   9.3667221E-04   6.4284477E+00   8.0051410E-01
   1.7204837E+00   1.1863460E-02   6.5244384E+00   8.0268151E-01
   1.7235818E+00  -9.9271545E-03   6.5523162E+00   7.9458952E-01
   1.7273477E+00  -1.9056535E-03   6.6392932E+00   8.1171650E-01
   1.7306485E+00  -5.6365258E-03   6.7599516E+00   8.1707954E-01
   1.7339182E+00  -6.7576785E-03   6.8047042E+00   8.1135333E-01
   1.7372757E+00  -2.0008197E-03   6.8734231E+00   8.0924594E-01
   1.7403673E+00  -1.6135244E-02   6.9779329E+00   8.0550694E-01
   1.7433779E+00   1.4054286E-02   7.0427423E+00   8.1108797E-01
   1.7467192E+00  -1.0420323E-02   7.1014757E+00   8.0863661E-01
   1.7505003E+00   2.7596423E-02   7.2346177E+00   8.0687326E-01
   1.7541153E+00  -2.2240169E-03   7.2676539E+00   8.0599493E-01
   1.7567474E+00  -1.0864385E-02   7.3501639E+00   8.1204695E-01
   1.7601641E+00   7.8021870E-03   7.4366298E+00   8.0795646E-01
   1.7634913E+00   1.1923073E-02   7.5206442E+00   8.0307955E-01
   1.7675395E+00   7.2926716E-03   7.6168737E+00   7.9526061E-01
   1.7707024E+00   2.0665083E-02   7.6764059E+00   8.1021065E-01
   1.7738030E+00   3.0008040E-04   7.7232351E+00   7.9089504E-01
   1.7775626E+00   3.0972799E-03   7.8615384E+00   7.9729569E-01
   1.7807448E+00   1.6943797E-02   7.8990197E+00   7.9474723E-01
   1.7838186E+00  -1.1272876E-02   7.9906349E+00   7.9177254E-01
   1.7874300E+00  -3.9434144E-03   8.0282812E+00   7.9276019E-01
   1.7904975E+00   1.5822016E-02   8.0789232E+00   7.9133660E-01
   1.7941066E+00   4.6406934E-04   8.2062855E+00   7.9009521E-01
   1.7968856E+00   2.2296857E-02   8.2295418E+00   7.8886527E-01
   1.8006985E+00  -6.1766086E-03   8.3171415E+00   7.8718227E-01
   1.8037715E+00   4.4473032E-03   8.3624086E+00   7.8492463E-01
   1.8068367E+00   5.9052341E-02   8.4439411E+00   7.7644145E-01
   1.8101404E+00  -4.5045577E-02   8.4718418E+00   7.8917515E-01
   1.8142550E+00   9.3979659E-03   8.5795488E+00   7.8147089E-01
   1.8177018E+00   3.0349670E-02   8.6401911E+00   7.8275740E-01
   1.8211508E+00   4.2309151E-03   8.7192650E+00   7.8206909E-01
   1.8242276E+00   3.3136252E-02   8.7625322E+00   7.8086007E-01
   1.8273064E+00   3.2509863E-02   8.8981037E+00   7.7597225E-01
   1.8308899E+00   2.0708192E-02   8.8932028E+00   7.7977061E-01
   1.8337177E+00   6.5020053E-03   8.9496202E+00   7.7753842E-01
   1.8377916E+00   4.2249607E-03   9.0368862E+00   7.7457100E-01
   1.8405863E+00   2.1040913E-02   9.0644274E+00   7.7278310E-01
   1.8442161E+00   1.7553171E-02   9.1240702E+00   7.6696157E-01
   1.8471501E+00   2.3101638E-03   9.2215595E+00   7.7502626E-01
   1.8505692E+00   2.5189910E-02   9.2609081E+00   7.7465034E-01
   1.8539675E+00   1.6548330E-02   9.3154440E+00   7.6893836E-01
   1.8569889E+00   1.7553467E-02   9.3467855E+00   7.7104503E-01
   1.8608679E+00   3.1968106E-02   9.4112968E+00   7.6939285E-01
   1.8638541E+00   2.8481426E-02   9.4674196E+00   7.6518101E-01
   1.8672374E+00   1.9571304E-02   9.5131187E+00   7.6566821E-01
   1.8706698E+00   2.2468677E-02   9.5665779E+00   7.6286185E-01
   1.8741062E+00   2.7938271E-02   9.6297445E+00   7.6086622E-01
   1.8774847E+00   3.6639020E-02   9.6740618E+00   7.6013440E-01
   1.8807338E+00   3.1332821E-02   9.7208748E+00   7.5748128E-01
   1.8839161E+00   3.0553628E-02   9.7499437E+00   7.5182271E-01
   1.8870320E+00   2.8097749E-02   9.7919359E+00   7.5000823E-01
   1.8910600E+00   3.6586121E-02   9.8606091E+00   7.4814838E-01
   1.8939921E+00   2.8330062E-02   9.9044352E+00   7.4565095E-01
   1.8978183E+00   2.7161334E-02   9.9268932E+00   7.4612558E-01
   1.9006435E+00   3.4931600E-02   9.9747610E+00   7.4399710E-01
   1.9043688E+00   2.9372713E-02   9.9903498E+00   7.4497473E-01
   1.9071232E+00   2.4987601E-02   1.0037918E+01   7.4549437E-01
   1.9107202E+00   2.0541875E-02   1.0071340E+01   7.6221323E-01
   1.9142377E+00   2.6574060E-02   1.0120441E+01   7.4415672E-01
   1.9176962E+00   1.4285376E-02   1.0118619E+01   7.3988390E-01
   1.9211051E+00   6.8395324E-03   1.0142302E+01   7.3955029E-01
   1.9244463E+00   1.6310195E-02   1.0196342E+01   7.3808926E-01
   1.9277649E+00   2.0664377E-02   1.0215144E+01   7.3326230E-01
   1.9310386E+00   3.5230801E-02   1.0206413E+01   7.3668975E-01
   1.9342701E+00   3.1247254E-02   1.0234139E+01   7.2861624E-01
   1.9374754E+00   4.6476152E-02   1.0271367E+01   7.1344554E-01
   1.9407083E+00   6.9906162E-03   1.0261391E+01   7.3408890E-01
   1.9446008E+00   3.6706880E-02   1.0327765E+01   7.3434013E-01
   1.9476639E+00   1.4325292E-02   1.0311686E+01   7.1978796E-01
   1.9507035E+00   2.1332370E-02   1.0290179E+01   7.3570728E-01
   1.9544867E+00   2.6532909E-02   1.0322378E+01   7.2032946E-01
   1.9575033E+00   2.3503551E-02   1.0330575E+01   7.0836288E-01
   1.9612633E+00   2.6560945E-02   1.0335594E+01   7.1619320E-01
   1.9642960E+00   2.1847507E-02   1.0339944E+01   7.1002901E-01
   1.9673395E+00   3.6675189E-02   1.0322124E+01   7.0987970E-01
   1.9711518E+00   3.3686463E-02   1.0342107E+01   7.3440355E-01
   1.9742074E+00   1.8493887E-02   1.0342647E+01   6.9460016E-01
   1.9772652E+00   2.0514602E-02   1.0334432E+01   6.9002891E-01
   1.9810890E+00   3.4188114E-02   1.0323278E+01   6.9296777E-01
   1.9841501E+00   9.4144205E-03   1.0293110E+01   6.9259566E-01
   1.9879862E+00   2.3970211E-02   1.0281034E+01   6.8378758E-01
   1.9910883E+00   3.2011349E-02   1.0252998E+01   6.8221343E-01
   1.9941843E+00   5.1138718E-02   1.0247335E+01   6.8121290E-01
   1.9979603E+00   4.7765137E-03   1.0191635E+01   6.7303902E-01
   2.0011353E+00   2.4169279E-02   1.0206974E+01   6.7412418E-01
   2.0045114E+00  -6.1104771E-02   1.0149609E+01   6.7973512E-01
   2.0081539E+00   2.7184647E-02   1.0131280E+01   6.7108047E-01
   2.0113893E+00   2.0174518E-02   1.0116888E+01   6.5479630E-01
   2.0146103E+00   1.6374175E-02   1.0020052E+01   6.5901107E-01
   2.0173004E+00   6.2149442E-03   1.0004040E+01   6.6056424E-01
   2.0208702E+00   3.1628028E-02   9.9616327E+00   6.4819312E-01
   2.0244167E+00   2.5720283E-02   9.8919096E+00   6.4279753E-01
   2.0279429E+00   2.7391439E-02   9.8569422E+00   6.3689303E-01
   2.0314469E+00   1.9572888E-02   9.8171158E+00   6.3168275E-01
   2.0340614E+00   1.2614538E-02   9.7951851E+00   6.3413578E-01
   2.0375326E+00   2.0416951E-02   9.7152481E+00   6.2945563E-01
   2.0409884E+00   2.9997102E-03   9.5588408E+00   6.1999148E-01
   2.0444312E+00   1.8662479E-02   9.5670309E+00   6.1471462E-01
   2.0478568E+00   2.0112548E-02   9.4884357E+00   6.1411321E-01
   2.0512693E+00   1.7303962E-02   9.4307680E+00   6.0712880E-01
   2.0546694E+00   3.1121818E-02   9.3067169E+00   6.0483390E-01
   2.0580592E+00   3.1991415E-02   9.2603827E+00   6.0188591E-01
   2.0614395E+00   3.1413399E-02   9.2179651E+00   5.9756410E-01
   2.0648112E+00   2.0692730E-02   9.0703640E+00   5.9282392E-01
   2.0681751E+00   3.7372310E-02   8.9855080E+00   5.8821011E-01
   2.0715325E+00   3.0786360E-02   8.8840055E+00   5.8509290E-01
   2.0748844E+00   6.6539906E-03   8.8019266E+00   5.8179349E-01
   2.0782325E+00   2.8950823E-02   8.7347507E+00   5.7789838E-01
   2.0815785E+00   3.5301946E-02   8.6524715E+00   5.7537198E-01
   2.0849211E+00   3.0409787E-02   8.4921465E+00   5.7004100E-01
   2.0882623E+00  -3.1925829E-03   8.4112148E+00   5.6749362E-01
   2.0916052E+00   4.9843818E-02   8.3160877E+00   5.6289238E-01
   2.0949535E+00   2.4822537E-02   8.2294989E+00   5.5825853E-01
   2.0983076E+00   1.6092017E-02   8.0742388E+00   5.5293208E-01
   2.1008284E+00   2.8751291E-02   7.9594054E+00   5.5073881E-01
   2.1048205E+00   2.8600777E-02   7.8490167E+00   5.4408348E-01
   2.1081986E+00   2.2089351E-02   7.7905059E+00   5.4367077E-01
   2.1115863E+00   2.8163208E-02   7.6216540E+00   5.4228467E-01
   2.1149838E+00   2.0853326E-02   7.3812575E+00   5.3369683E-01
   2.1175387E+00   6.9595082E-03   7.3931475E+00   5.3510529E-01
   2.1209559E+00   4.5422662E-02   7.3436346E+00   5.2954853E-01
   2.1243861E+00   3.3403255E-02   7.1624103E+00   5.2935642E-01
   2.1277165E+00  -1.4761828E-03   7.0040355E+00   5.2841496E-01
   2.1313329E+00   3.1760152E-02   6.7782874E+00   5.1321554E-01
   2.1346281E+00   1.9647952E-02   6.6724482E+00   5.1880199E-01
   2.1378760E+00   5.6495108E-03   6.6912236E+00   5.1583308E-01
   2.1414807E+00   4.6940832E-03   6.4351106E+00   5.0983429E-01
   2.1449096E+00   5.1317606E-03   6.2561402E+00   5.0615954E-01
   2.1483071E+00   3.2004766E-02   6.1205297E+00   5.0011498E-01
   2.1510456E+00   8.0771996E-03   6.0163808E+00   4.9659148E-01
   2.1549625E+00   3.3236966E-02   5.8336391E+00   4.9333078E-01
   2.1582539E+00   9.4183004E-03   5.7103353E+00   4.9281222E-01
   2.1616194E+00   1.9188089E-02   5.5845819E+00   4.9028796E-01
   2.1650221E+00   1.4498005E-02   5.4436460E+00   4.8813179E-01
   2.1677799E+00   1.6205899E-02   5.2184258E+00   4.8519593E-01
   2.1712673E+00   1.4086059E-02   5.1216788E+00   4.8518628E-01
   2.1748085E+00  -1.3439552E-03   5.0592394E+00   4.7700152E-01
   2.1784105E+00   4.7502518E-03   4.8791952E+00   4.7444370E-01
   2.1813331E+00   5.4605706E-03   4.5248480E+00   4.7288850E-01
   2.1850164E+00   2.0518597E-02   4.4231701E+00   4.6659559E-01
   2.1881340E+00  -8.2076527E-03   4.4423680E+00   4.6802074E-01
   2.1913252E+00   7.1019675E-03   4.2895732E+00   4.6018335E-01
   2.1948397E+00   1.6995113E-02   4.0214458E+00   4.6400678E-01
   2.1979434E+00  -3.7778781E-03   3.9098778E+00   4.5531735E-01
   2.2013650E+00  -4.3062228E-03   3.7417114E+00   4.5414889E-01
   2.2047641E+00  -1.6846417E-02   3.5831850E+00   4.4927797E-01
   2.2082047E+00  -1.1186924E-02   3.4481115E+00   4.4499642E-01
   2.2117062E+00  -6.2175454E-03   3.2986114E+00   4.4348419E-01
   2.2151551E+00  -1.6724102E-02   3.1116140E+00   4.4133407E-01
   2.2184875E+00   9.4103543E-03   2.8863437E+00   4.3630016E-01
   2.2218413E+00  -8.2737114E-03   2.7829721E+00   4.3389279E-01
   2.2251182E+00  -2.7741976E-03   2.6166148E+00   4.2988929E-01
   2.2283838E+00  -3.1463396E-02   2.4381914E+00   4.2969733E-01
   2.2314856E+00  -1.4107726E-02   2.2752957E+00   4.2590576E-01
   2.2350242E+00  -2.7888948E-02   2.1687634E+00   4.2481893E-01
   2.2384505E+00   4.3885135E-03   2.0174937E+00   4.2199826E-01
   2.2417617E+00  -1.5870020E-02   1.8858855E+00   4.1982540E-01
   2.2449210E+00  -7.1293996E-03   1.6600378E+00   4.1640356E-01
   2.2478104E+00  -1.2849378E-02   1.4981074E+00   4.1456944E-01
   2.2520261E+00  -1.6943468E-02   1.3428658E+00   4.1247854E-01
   2.2554715E+00  -1.9416858E-02   1.2259049E+00   4.1199681E-01
   2.2577584E+00  -2.2006925E-02   1.1206238E+00   4.1036505E-01
   2.2611773E+00  -4.2085275E-02   8.8692284E-01   4.0785795E-01
   2.2645366E+00  -2.1707980E-02   4.7869551E-01   4.0512562E-01
   2.2679145E+00  -2.3464834E-02   8.9046514E-01   4.0242088E-01
   2.2711794E+00  -6.0913442E-03   2.8942725E-01   4.0205219E-01
   2.2745297E+00  -4.2925335E-02   2.2230276E-01   4.0227029E-01
   2.2778716E+00  -2.2225747E-02   2.3849140E-01   4.0237501E-01
   2.2812381E+00  -4.8957532E-03   1.1266333E-01   4.0087456E-01
   2.2846074E+00  -2.4508383E-02  -1.4103015E-01   3.9890710E-01
   2.2886381E+00  -3.1567182E-02  -3.6415324E-01   3.9446294E-01
   2.2916677E+00  -1.1836130E-02  -4.4991785E-01   3.9642400E-01
   2.2950451E+00  -2.0991901E-02  -5.5106366E-01   3.9713183E-01
   2.2984602E+00  -2.3172665E-02  -6.6112286E-01   3.9653224E-01
   2.3017962E+00  -5.0688200E-03  -8.7022889E-01   3.9645076E-01
   2.3050950E+00   1.8973259E-02  -1.0451262E+00   3.9304176E-01
   2.3084521E+00  -3.7292828E-04  -1.1727506E+00   3.9717647E-01
   2.3117144E+00  -1.3037026E-02  -1.2919915E+00   3.9371350E-01
   2.3148873E+00  -1.1061816E-02  -1.4155011E+00   3.9841524E-01
   2.3179810E+00  -4.5644934E-03  -1.5384508E+00   3.9819911E-01
   2.3220253E+00  -2.3785081E-02  -1.6938246E+00   3.9627272E-01
   2.3249755E+00   1.5669025E-02  -1.8411456E+00   4.0034586E-01
   2.3280423E+00   7.3873601E-03  -1.9441739E+00   4.0130579E-01
   2.3322132E+00  -1.4619506E-02  -2.0545163E+00   4.0424323E-01
   2.3353493E+00  -2.6554821E-02  -2.1706562E+00   4.0884057E-01
   2.3384340E+00  -2.2032030E-02  -2.3152950E+00   4.0526241E-01
   2.3420637E+00  -2.4615120E-02  -2.5284550E+00   4.0850753E-01
   2.3455551E+00  -1.4652221E-02  -2.6361022E+00   4.1082463E-01
   2.3484609E+00  -1.1976770E-04  -2.6729834E+00   4.1513041E-01
   2.3515322E+00   1.4158994E-03  -2.7769265E+00   4.1714081E-01
   2.3554170E+00   1.0250711E-02  -2.9341300E+00   4.2113280E-01
   2.3583400E+00   6.4512831E-04  -3.0602760E+00   4.2150918E-01
   2.3621953E+00   9.7225634E-03  -3.1191108E+00   4.2365819E-01
   2.3650222E+00  -1.8210832E-02  -3.2390239E+00   4.2116615E-01
   2.3688221E+00  -1.1264564E-02  -3.3551548E+00   4.4194949E-01
   2.3716295E+00   4.9555185E-03  -3.4812188E+00   4.2683595E-01
   2.3754656E+00  -3.5026304E-03  -3.5205004E+00   4.3549892E-01
   2.3783574E+00   2.3525732E-02  -3.6328361E+00   4.3187433E-01
   2.3814085E+00  -3.8126487E-02  -3.7187297E+00   4.3212879E-01
   2.3856957E+00  -3.8540538E-02  -3.8757849E+00   4.4149578E-01
   2.3884935E+00  -8.4292581E-03  -3.9562702E+00   4.3902856E-01
