  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   01:32:43  03/06/2024 iqiq     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   6.5490955E-01  -1.9099761E-02  -1.8079350E+00  -1.1709040E+00
   6.5770644E-01   3.2966607E-03  -1.8826646E+00  -1.1609485E+00
   6.6173440E-01  -1.2598017E-02  -2.0555677E+00  -1.1501005E+00
   6.6473687E-01  -2.4498343E-02  -2.1691070E+00  -1.1513382E+00
   6.6794044E-01   1.4138941E-02  -2.1191428E+00  -1.1464946E+00
   6.7147499E-01   4.1945856E-03  -2.2608421E+00  -1.1394659E+00
   6.7473704E-01  -2.6011644E-02  -2.3321800E+00  -1.1320561E+00
   6.7841405E-01  -1.7375529E-02  -2.4976890E+00  -1.1232497E+00
   6.8133879E-01  -7.0456914E-03  -2.5805752E+00  -1.1170105E+00
   6.8467206E-01  -7.4010626E-03  -2.6470432E+00  -1.1114025E+00
   6.8803596E-01  -1.9540301E-02  -2.7144885E+00  -1.1047466E+00
   6.9167221E-01   3.4889046E-03  -2.8134699E+00  -1.1000364E+00
   6.9491684E-01  -1.6620956E-02  -2.8617878E+00  -1.0838031E+00
   6.9824082E-01  -8.3468650E-03  -2.9353628E+00  -1.0801903E+00
   7.0165855E-01  -2.2349373E-02  -2.9937973E+00  -1.0684301E+00
   7.0474327E-01  -1.1140266E-02  -3.0877442E+00  -1.0633109E+00
   7.0800734E-01  -2.4993269E-02  -3.1757243E+00  -1.0530069E+00
   7.1143603E-01  -8.5913036E-03  -3.2602713E+00  -1.0431328E+00
   7.1506643E-01  -9.1267321E-03  -3.3343806E+00  -1.0368088E+00
   7.1829706E-01  -4.8995023E-03  -3.3915360E+00  -1.0301847E+00
   7.2167939E-01  -1.1094620E-02  -3.4861667E+00  -1.0150062E+00
   7.2455621E-01  -2.9969271E-02  -3.5708740E+00  -1.0032796E+00
   7.2841758E-01  -9.6073309E-03  -3.6188722E+00  -1.0078135E+00
   7.3171443E-01  -6.2716445E-03  -3.6638176E+00  -9.9665707E-01
   7.3518854E-01  -1.7741365E-02  -3.7157679E+00  -9.9306732E-01
   7.3793781E-01   1.6210655E-04  -3.7874010E+00  -9.6659899E-01
   7.4179792E-01  -9.9607296E-03  -3.8733356E+00  -9.7178632E-01
   7.4483943E-01  -1.6500322E-02  -3.9584169E+00  -9.6251208E-01
   7.4796218E-01  -6.4907945E-03  -3.9730327E+00  -9.5580846E-01
   7.5208169E-01  -1.5144220E-02  -4.0352945E+00  -9.4596809E-01
   7.5527447E-01  -1.3509493E-02  -4.0820746E+00  -9.3852842E-01
   7.5841147E-01  -1.3668807E-02  -4.2558250E+00  -9.1889721E-01
   7.6156926E-01  -1.2980088E-02  -3.9949150E+00  -9.3651736E-01
   7.6472956E-01  -1.5692143E-02  -4.5538917E+00  -8.9345491E-01
   7.6872188E-01  -5.5679833E-03  -4.3081155E+00  -9.0178704E-01
   7.7193177E-01   2.9418645E-03  -4.4152923E+00  -8.9365411E-01
   7.7524841E-01  -8.4975492E-03  -4.5074873E+00  -8.8234699E-01
   7.7858013E-01  -2.4757909E-02  -4.5311356E+00  -8.7825829E-01
   7.8163671E-01  -3.1440917E-03  -4.4711185E+00  -8.6672658E-01
   7.8488576E-01  -1.1041776E-02  -4.5389080E+00  -8.5755765E-01
   7.8828239E-01  -3.5020472E-03  -4.6630664E+00  -8.5024267E-01
   7.9161352E-01  -1.0964483E-02  -4.6803398E+00  -8.3843023E-01
   7.9546255E-01  -3.4336012E-03  -4.6753345E+00  -8.2831275E-01
   7.9810584E-01  -7.4968310E-03  -4.6984076E+00  -8.2064801E-01
   8.0181384E-01  -4.1162921E-03  -4.7847538E+00  -8.0997270E-01
   8.0498713E-01  -9.4351154E-03  -4.8229985E+00  -8.0255663E-01
   8.0815381E-01  -1.7918756E-02  -4.8667154E+00  -7.9349566E-01
   8.1148195E-01   1.3634035E-02  -4.8802834E+00  -7.8457260E-01
   8.1462163E-01  -2.1777740E-02  -4.9039841E+00  -7.7651370E-01
   8.1796122E-01  -1.0739819E-02  -4.9285727E+00  -7.7018201E-01
   8.2217652E-01  -4.3073487E-03  -5.0055909E+00  -7.5344515E-01
   8.2531649E-01  -1.5585905E-02  -5.0229015E+00  -7.4840003E-01
   8.2845354E-01   2.4348497E-03  -5.0288911E+00  -7.4416161E-01
   8.3172053E-01   1.5242067E-03  -5.0686288E+00  -7.3370111E-01
   8.3495754E-01  -6.9254185E-03  -5.0853682E+00  -7.2281820E-01
   8.3810663E-01   1.5215777E-02  -5.1487312E+00  -7.1364385E-01
   8.4227842E-01  -4.1412362E-03  -5.1641116E+00  -6.9909424E-01
   8.4527326E-01   2.0018034E-02  -5.2121878E+00  -6.7886376E-01
   8.4871680E-01  -4.3662759E-03  -5.2268224E+00  -6.9816118E-01
   8.5175365E-01  -1.8149219E-02  -5.2404284E+00  -6.7991030E-01
   8.5508692E-01  -5.9287199E-03  -5.2552691E+00  -6.6874957E-01
   8.5900962E-01  -1.0643514E-02  -5.2932467E+00  -6.5676916E-01
   8.6198717E-01   1.8173511E-03  -5.3013759E+00  -6.5264857E-01
   8.6491734E-01   1.0436233E-03  -5.3241653E+00  -6.4199531E-01
   8.6877167E-01  -6.1397315E-03  -5.3538394E+00  -6.3309246E-01
   8.7167037E-01  -1.6122770E-02  -5.3561220E+00  -6.2808001E-01
   8.7551016E-01   8.0408910E-03  -5.3892398E+00  -6.1561161E-01
   8.7836444E-01  -8.0469726E-03  -5.3701258E+00  -6.0411084E-01
   8.8206786E-01  -4.0313741E-03  -5.3880539E+00  -6.1324978E-01
   8.8481361E-01  -3.0137114E-03  -5.4215932E+00  -5.9056342E-01
   8.8844037E-01   8.7590041E-03  -5.4505477E+00  -5.8491474E-01
   8.9201200E-01   1.0862815E-02  -5.4510579E+00  -5.7446891E-01
   8.9555478E-01  -1.7479336E-02  -5.4596334E+00  -5.6407857E-01
   8.9820516E-01  -2.8251135E-03  -5.4821854E+00  -5.6353718E-01
   9.0167439E-01  -1.2877249E-02  -5.5241432E+00  -5.5229449E-01
   9.0513957E-01   9.3924329E-03  -5.5086651E+00  -5.4812950E-01
   9.0859425E-01  -1.3889495E-02  -5.5344439E+00  -5.4975969E-01
