  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:50:49  02/28/2024 rjju     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      944      0.000E+00      1.714E+00
   time              pfxob_1         pfyob_1         pfzob_1
   7.0628649E-01  -2.2861898E-04  -6.4239445E+00   1.8248267E+00
   7.0733076E-01  -1.1675796E-02  -6.4404387E+00   1.8247861E+00
   7.0939147E-01  -1.4029156E-02  -6.4658399E+00   1.8245822E+00
   7.1144128E-01  -4.1454262E-03  -6.4901552E+00   1.8244461E+00
   7.1247089E-01  -1.9260391E-03  -6.5070825E+00   1.8243897E+00
   7.1457916E-01   5.6329707E-04  -6.5311451E+00   1.8242763E+00
   7.1569544E-01  -7.0129372E-03  -6.5675807E+00   1.8242660E+00
   7.1796691E-01   1.8542892E-03  -6.6612744E+00   1.8240556E+00
   7.1910542E-01  -4.5162888E-04  -6.6571121E+00   1.8239924E+00
   7.2131395E-01  -1.0651548E-02  -6.6348772E+00   1.8235196E+00
   7.2347158E-01  -1.0315752E-02  -6.6634021E+00   1.8232902E+00
   7.2454703E-01  -7.1234377E-03  -6.6823688E+00   1.8231444E+00
   7.2668850E-01  -7.0386026E-03  -6.6962013E+00   1.8230479E+00
   7.2776562E-01   4.1655989E-05  -6.7732797E+00   1.8228118E+00
   7.2990865E-01  -4.9536726E-03  -6.7046223E+00   1.8224427E+00
   7.3209590E-01  -3.9862073E-03  -6.7462258E+00   1.8217522E+00
   7.3322272E-01  -2.0503053E-03  -6.7824669E+00   1.8216426E+00
   7.3540592E-01   3.7649276E-03  -6.7783484E+00   1.8210316E+00
   7.3649347E-01   1.9513058E-03  -6.8033743E+00   1.8209211E+00
   7.3864669E-01  -6.6043567E-03  -6.8283920E+00   1.8204967E+00
   7.3974127E-01  -1.1692658E-03  -6.7849836E+00   1.8203923E+00
   7.4191916E-01  -1.6064190E-03  -6.7615881E+00   1.8199801E+00
   7.4409717E-01   1.5479245E-03  -6.7761941E+00   1.8192868E+00
   7.4518806E-01   1.4211422E-02  -6.7583785E+00   1.8191521E+00
   7.4730849E-01   4.5667091E-04  -6.8041091E+00   1.8186617E+00
   7.4833977E-01  -3.3893913E-03  -6.8161654E+00   1.8185308E+00
   7.5040513E-01  -2.1986947E-03  -6.8477273E+00   1.8181340E+00
   7.5254518E-01   2.6959400E-03  -6.7506609E+00   1.8179554E+00
   7.5366402E-01   5.1179007E-03  -6.7422595E+00   1.8178805E+00
   7.5592577E-01   5.6112036E-03  -6.7207484E+00   1.8174863E+00
   7.5699621E-01   7.0097139E-03  -6.7409368E+00   1.8171095E+00
   7.5908744E-01   2.3487404E-02  -6.7307167E+00   1.8161381E+00
   7.6115048E-01   6.7380643E-03  -6.7461681E+00   1.8154408E+00
   7.6217717E-01   2.9923578E-03  -6.7431607E+00   1.8152305E+00
   7.6424068E-01  -3.8118670E-03  -6.6553106E+00   1.8146160E+00
   7.6535046E-01   1.6482327E-03  -6.6637421E+00   1.8144720E+00
   7.6762539E-01   6.5565687E-03  -6.6045179E+00   1.8139079E+00
   7.6976532E-01   8.0909120E-04  -6.5790911E+00   1.8132758E+00
   7.7080822E-01   2.8713103E-03  -6.5583301E+00   1.8128214E+00
   7.7287996E-01   9.7936410E-03  -6.6210084E+00   1.8123676E+00
   7.7396667E-01   7.8031230E-03  -6.5715594E+00   1.8121536E+00
   7.7611589E-01   4.4018584E-03  -6.4412937E+00   1.8118334E+00
   7.7836871E-01   1.3513302E-03  -6.4273777E+00   1.8116170E+00
   7.7948171E-01   6.3186372E-03  -6.4280505E+00   1.8114431E+00
   7.8165567E-01   1.2821341E-03  -6.3871827E+00   1.8111986E+00
   7.8273904E-01  -5.6832181E-05  -6.3673763E+00   1.8111353E+00
   7.8491449E-01   6.0634203E-03  -6.3319921E+00   1.8109102E+00
   7.8606260E-01   3.6217745E-03  -6.2767854E+00   1.8107653E+00
   7.8832078E-01   4.2216843E-03  -6.2311816E+00   1.8106385E+00
   7.8942120E-01   8.0232654E-04  -6.1910248E+00   1.8106178E+00
   7.9176551E-01   3.9220527E-03  -6.1299701E+00   1.8105820E+00
   7.9295278E-01   4.8921658E-03  -6.0876160E+00   1.8105923E+00
   7.9518884E-01   6.8700351E-03  -6.0490384E+00   1.8106194E+00
   7.9627591E-01   7.6257861E-03  -6.0175843E+00   1.8106672E+00
   7.9848981E-01   4.4869594E-03  -6.0043726E+00   1.8106947E+00
   7.9958761E-01   6.8999450E-03  -5.9239740E+00   1.8107246E+00
   8.0184257E-01   6.0896701E-03  -5.8269672E+00   1.8107592E+00
   8.0411261E-01  -1.7076182E-03  -5.7360415E+00   1.8107800E+00
   8.0525100E-01  -4.0025334E-04  -5.7583008E+00   1.8107847E+00
   8.0743498E-01  -6.5714447E-03  -5.7451067E+00   1.8107992E+00
   8.0850613E-01   1.4237466E-03  -5.6707168E+00   1.8108217E+00
   8.1066483E-01   4.2694742E-03  -5.6044092E+00   1.8108279E+00
   8.1177676E-01   1.0927807E-02  -5.4893999E+00   1.8108063E+00
   8.1399947E-01   7.7377460E-03  -5.3887501E+00   1.8107370E+00
   8.1510013E-01   6.7860130E-03  -5.3752680E+00   1.8107383E+00
   8.1728333E-01  -2.1716014E-03  -5.3460217E+00   1.8107760E+00
   8.1944454E-01   7.8896957E-04  -5.2782974E+00   1.8107828E+00
   8.2051468E-01   2.4534040E-03  -5.2339334E+00   1.8107746E+00
   8.2261807E-01   1.7926559E-03  -5.1564384E+00   1.8107570E+00
   8.2365829E-01   9.2786057E-03  -5.1486397E+00   1.8107437E+00
   8.2582569E-01   8.1448042E-04  -4.9732656E+00   1.8107122E+00
   8.2790375E-01  -6.1284495E-03  -4.8966727E+00   1.8106128E+00
   8.2897848E-01  -2.5652635E-03  -4.8417144E+00   1.8105689E+00
   8.3106494E-01  -4.2678765E-03  -4.8093610E+00   1.8105351E+00
   8.3218706E-01   5.3593186E-03  -4.7502007E+00   1.8104968E+00
   8.3447289E-01   4.5869090E-03  -4.6353645E+00   1.8104486E+00
   8.3561838E-01   7.3446971E-03  -4.6144857E+00   1.8104424E+00
   8.3780479E-01   1.8862227E-02  -4.5456696E+00   1.8104565E+00
   8.4000826E-01   2.9108375E-03  -4.3145843E+00   1.8104929E+00
   8.4111989E-01   1.8357000E-03  -4.2905660E+00   1.8105073E+00
   8.4338289E-01   2.3859849E-03  -4.1906319E+00   1.8106027E+00
   8.4451187E-01   5.9674769E-03  -4.1609402E+00   1.8106548E+00
   8.4676701E-01   1.2304759E-02  -4.0328898E+00   1.8108772E+00
   8.4785330E-01   5.5212956E-03  -3.9615448E+00   1.8110651E+00
   8.4996223E-01   6.7135794E-03  -3.9313872E+00   1.8112286E+00
   8.5100830E-01  -1.5683586E-02  -3.8306813E+00   1.8115431E+00
   8.5310411E-01   1.0175175E-02  -3.7110016E+00   1.8119012E+00
   8.5523260E-01   4.6930709E-06  -3.6503522E+00   1.8123801E+00
   8.5631722E-01   5.8195094E-04  -3.5688589E+00   1.8125981E+00
   8.5855794E-01   1.0351790E-02  -3.4640236E+00   1.8129525E+00
   8.5969889E-01   9.8450594E-03  -3.4193084E+00   1.8130473E+00
   8.6194736E-01   1.7603050E-03  -3.1972115E+00   1.8135971E+00
   8.6302036E-01   6.3534938E-03  -3.1301689E+00   1.8139455E+00
   8.6513877E-01   9.3666855E-03  -3.0352468E+00   1.8145673E+00
   8.6725408E-01   5.1169684E-03  -2.9466529E+00   1.8149105E+00
   8.6830562E-01   6.0488554E-03  -2.8880174E+00   1.8151526E+00
   8.7039167E-01   6.5986341E-04  -2.8021071E+00   1.8153522E+00
   8.7248409E-01   1.2722826E-02  -2.6824124E+00   1.8158461E+00
   8.7360126E-01   1.5323001E-02  -2.5614946E+00   1.8161286E+00
   8.7582487E-01   6.4492221E-03  -2.3761680E+00   1.8166379E+00
   8.7693143E-01   7.8785740E-04  -2.3266366E+00   1.8167125E+00
   8.7911397E-01  -2.7257807E-03  -2.2269893E+00   1.8169852E+00
   8.8017410E-01   3.2797521E-03  -2.1875265E+00   1.8170757E+00
   8.8228327E-01   6.5457732E-03  -2.0455523E+00   1.8173331E+00
   8.8438535E-01   6.4677303E-03  -1.9532491E+00   1.8174690E+00
   8.8542986E-01  -3.0672578E-03  -1.8395507E+00   1.8176613E+00
   8.8750416E-01   1.5146268E-02  -1.6818353E+00   1.8178673E+00
   8.8955581E-01   1.5355458E-02  -1.6249034E+00   1.8179610E+00
   8.9056987E-01   1.2600261E-02  -1.5383099E+00   1.8180176E+00
   8.9268231E-01   3.6827952E-03  -1.3801082E+00   1.8180040E+00
   8.9486355E-01   1.5377236E-02  -1.3277225E+00   1.8180372E+00
   8.9595902E-01   1.3283291E-02  -1.2463861E+00   1.8180596E+00
   8.9814407E-01   8.6739007E-03  -1.1214070E+00   1.8180825E+00
   8.9920574E-01   1.6915847E-02  -1.0845734E+00   1.8180854E+00
   9.0131319E-01   1.1282921E-02  -9.3943632E-01   1.8181225E+00
   9.0343046E-01   1.3204229E-02  -7.2148591E-01   1.8182923E+00
   9.0448993E-01   7.2836527E-03  -6.9615644E-01   1.8183227E+00
   9.0659237E-01   1.0152223E-02  -6.0559916E-01   1.8183051E+00
   9.0763444E-01   1.0697919E-02  -5.8011705E-01   1.8182044E+00
   9.0970123E-01   1.0974724E-02  -5.0373197E-01   1.8179585E+00
   9.1173875E-01   1.6665621E-02  -4.2250061E-01   1.8178287E+00
   9.1275698E-01   1.0126260E-02  -3.8263416E-01   1.8178359E+00
   9.1488028E-01   5.4917228E-03  -1.3859387E-01   1.8180302E+00
   9.1702831E-01   4.1642670E-02   1.6445291E-03   1.8181607E+00
   9.1810125E-01   3.4497708E-02   3.8483012E-02   1.8181252E+00
   9.2023981E-01   1.8154487E-02   1.0933464E-01   1.8177694E+00
   9.2129815E-01   1.5773622E-02   1.3156970E-01   1.8177160E+00
   9.2339581E-01   1.7231673E-03   2.3434068E-01   1.8176101E+00
   9.2550063E-01   9.9658323E-03   3.9301401E-01   1.8176101E+00
   9.2655164E-01   1.2348638E-02   4.3404508E-01   1.8176340E+00
   9.2864066E-01   1.1823493E-02   5.9703732E-01   1.8177477E+00
   9.3071079E-01   2.9895125E-02   6.5871322E-01   1.8177439E+00
   9.3174011E-01   3.1280972E-02   6.9602364E-01   1.8177397E+00
   9.3379140E-01   1.2351609E-02   8.3208883E-01   1.8176421E+00
   9.3583709E-01   9.1322083E-03   8.9494532E-01   1.8175926E+00
   9.3685544E-01  -2.2683630E-03   1.0225154E+00   1.8176382E+00
   9.3888086E-01   2.6834721E-03   1.0615597E+00   1.8176869E+00
   9.4093090E-01   1.6139635E-03   1.1245321E+00   1.8176991E+00
   9.4201964E-01   6.3421316E-03   1.1727746E+00   1.8176570E+00
   9.4415194E-01  -2.0282581E-03   1.3458242E+00   1.8175023E+00
   9.4619352E-01   5.2153352E-03   1.4209466E+00   1.8175623E+00
   9.4721353E-01   7.4317013E-03   1.4556953E+00   1.8175743E+00
   9.4933242E-01   1.5060583E-02   1.6039811E+00   1.8175731E+00
   9.5038825E-01   1.6376931E-02   1.6209369E+00   1.8175635E+00
   9.5250678E-01  -7.4962531E-03   1.7373469E+00   1.8175273E+00
   9.5467097E-01  -4.7559105E-03   1.7903650E+00   1.8174587E+00
   9.5574677E-01  -4.6524350E-03   1.8123500E+00   1.8174429E+00
   9.5788151E-01  -3.8823294E-03   1.9100957E+00   1.8174495E+00
   9.5999074E-01  -1.9344504E-03   2.0152340E+00   1.8176279E+00
   9.6103781E-01   1.0948243E-02   2.0858886E+00   1.8178234E+00
   9.6312767E-01   1.6971081E-03   2.2186556E+00   1.8181351E+00
   9.6416610E-01   2.1321939E-03   2.2418339E+00   1.8182012E+00
   9.6622229E-01   3.2975369E-03   2.3094776E+00   1.8183728E+00
   9.6825683E-01   8.8804504E-03   2.4437964E+00   1.8185339E+00
   9.6926874E-01   5.4153311E-03   2.4643300E+00   1.8185886E+00
   9.7128731E-01   1.0318347E-02   2.5075521E+00   1.8188341E+00
   9.7331846E-01   6.9492371E-03   2.6310530E+00   1.8191285E+00
   9.7536856E-01   6.2531903E-03   2.6989746E+00   1.8191751E+00
   9.7639412E-01   1.0428728E-02   2.7364943E+00   1.8192286E+00
   9.7843772E-01  -9.1039045E-03   2.8384919E+00   1.8193756E+00
   9.8048341E-01  -1.8228660E-03   2.9781513E+00   1.8198267E+00
   9.8150724E-01  -6.3852086E-03   2.9919522E+00   1.8199483E+00
   9.8355675E-01  -3.8349705E-03   3.0479670E+00   1.8200909E+00
   9.8562318E-01  -6.0284603E-04   3.1433318E+00   1.8203065E+00
   9.8666286E-01  -3.4090562E-03   3.1571991E+00   1.8203704E+00
   9.8874927E-01  -8.0887778E-03   3.2650869E+00   1.8207171E+00
   9.8979205E-01  -4.9473629E-03   3.2790709E+00   1.8208729E+00
   9.9187690E-01  -1.5174740E-02   3.3803101E+00   1.8212454E+00
   9.9397153E-01  -1.1425597E-02   3.4490941E+00   1.8214625E+00
   9.9501854E-01  -1.2728292E-02   3.4624052E+00   1.8215170E+00
   9.9711186E-01  -1.3153521E-02   3.5127697E+00   1.8216630E+00
   9.9921745E-01  -1.9714985E-02   3.6868157E+00   1.8221004E+00
   1.0002762E+00  -1.5669690E-02   3.7028623E+00   1.8224307E+00
   1.0023997E+00  -8.0982586E-03   3.7881277E+00   1.8230047E+00
   1.0045241E+00  -8.0859018E-03   3.8604851E+00   1.8233106E+00
   1.0055888E+00   3.6430263E-03   3.8863695E+00   1.8234572E+00
   1.0077314E+00  -8.9628408E-03   3.8987188E+00   1.8236572E+00
   1.0088590E+00  -2.1536203E-02   3.9495945E+00   1.8238212E+00
   1.0111201E+00  -7.8523345E-03   4.0549707E+00   1.8240843E+00
   1.0121691E+00  -9.6858907E-03   4.1138792E+00   1.8243949E+00
   1.0142342E+00  -1.6266625E-02   4.1796112E+00   1.8248732E+00
   1.0163770E+00  -1.1661683E-02   4.2498364E+00   1.8252872E+00
   1.0174874E+00  -1.2975026E-02   4.2736568E+00   1.8253866E+00
   1.0197533E+00  -5.5572283E-03   4.3246150E+00   1.8257129E+00
   1.0208950E+00  -1.0254877E-02   4.3653808E+00   1.8260449E+00
   1.0230217E+00  -1.5354519E-02   4.4552875E+00   1.8264533E+00
   1.0241566E+00  -1.8945999E-03   4.4914813E+00   1.8268130E+00
   1.0263560E+00  -1.1481526E-02   4.5478401E+00   1.8273636E+00
   1.0274863E+00  -1.3201531E-03   4.5937204E+00   1.8276116E+00
   1.0297372E+00  -3.4557595E-03   4.6498156E+00   1.8282639E+00
   1.0319768E+00   1.3918867E-03   4.6973591E+00   1.8286661E+00
   1.0330929E+00  -4.9675950E-03   4.7195873E+00   1.8289169E+00
   1.0353189E+00  -4.7523011E-03   4.7616148E+00   1.8293056E+00
   1.0364292E+00  -6.8880501E-03   4.8074975E+00   1.8296500E+00
   1.0386454E+00   2.7343691E-03   4.9006071E+00   1.8302325E+00
   1.0397528E+00  -2.0555486E-03   4.9396520E+00   1.8305198E+00
   1.0419682E+00  -1.5335084E-02   4.9311852E+00   1.8310342E+00
   1.0430770E+00  -2.1198131E-02   4.9631395E+00   1.8312556E+00
   1.0452981E+00  -1.4614600E-02   5.0018892E+00   1.8315825E+00
   1.0464107E+00   3.5004687E-04   5.0469923E+00   1.8318474E+00
   1.0486397E+00  -8.6263623E-03   5.0570483E+00   1.8320708E+00
   1.0497656E+00  -3.7204293E-03   5.0899463E+00   1.8324090E+00
   1.0520393E+00   7.7193547E-03   5.1636977E+00   1.8329306E+00
   1.0540138E+00  -1.1424262E-02   5.2274132E+00   1.8335743E+00
   1.0550275E+00   4.3817475E-03   5.2183905E+00   1.8339275E+00
   1.0572091E+00  -1.2335518E-03   5.2826786E+00   1.8341759E+00
   1.0593657E+00  -3.5030504E-03   5.3256645E+00   1.8344111E+00
   1.0604262E+00  -2.1577452E-03   5.3103232E+00   1.8345910E+00
   1.0625623E+00   1.1330980E-04   5.3573804E+00   1.8350052E+00
   1.0636519E+00  -6.5734196E-03   5.4127626E+00   1.8353221E+00
   1.0658052E+00   2.0384145E-04   5.3982606E+00   1.8353937E+00
   1.0669553E+00   3.4794821E-03   5.4183564E+00   1.8354394E+00
   1.0688748E+00   1.7530782E-02   5.4680424E+00   1.8354311E+00
   1.0707868E+00  -4.7752363E-04   5.5190077E+00   1.8356590E+00
   1.0728948E+00   1.5216865E-02   5.5719376E+00   1.8358320E+00
   1.0738764E+00   2.3095498E-02   5.5705504E+00   1.8358305E+00
   1.0757920E+00   1.3779132E-02   5.5614529E+00   1.8357358E+00
   1.0778440E+00   9.0668648E-03   5.5589466E+00   1.8356295E+00
   1.0789477E+00  -1.4602195E-03   5.5612040E+00   1.8356471E+00
   1.0813187E+00  -6.9496525E-03   5.6213851E+00   1.8358105E+00
   1.0825230E+00   2.4431005E-02   5.6752758E+00   1.8358920E+00
   1.0848858E+00   1.7782502E-03   5.6893916E+00   1.8360022E+00
   1.0860633E+00   5.4894034E-03   5.6842036E+00   1.8360068E+00
   1.0884303E+00  -3.1097149E-03   5.7026043E+00   1.8359239E+00
   1.0896204E+00  -3.4661361E-04   5.7532430E+00   1.8358366E+00
   1.0908121E+00   1.4547032E-02   5.7782407E+00   1.8358774E+00
   1.0931929E+00   9.1947699E-03   5.7838764E+00   1.8359833E+00
   1.0943336E+00   4.5378655E-04   5.7739391E+00   1.8360144E+00
   1.0966400E+00   2.7682786E-04   5.8117380E+00   1.8359073E+00
   1.0978460E+00   8.0432221E-03   5.8240981E+00   1.8358977E+00
   1.1002632E+00   7.2029862E-03   5.8402061E+00   1.8359367E+00
   1.1013764E+00   9.8589091E-03   5.8681908E+00   1.8359642E+00
   1.1035180E+00  -1.2342048E-02   5.8082209E+00   1.8360215E+00
   1.1046586E+00  -9.0406202E-03   5.8445554E+00   1.8360287E+00
   1.1070920E+00   6.8682013E-03   5.9050832E+00   1.8360560E+00
   1.1082810E+00  -7.9690991E-03   5.9184542E+00   1.8360670E+00
   1.1106277E+00   2.0073967E-03   5.9098973E+00   1.8360927E+00
   1.1116782E+00  -2.5031581E-03   5.9094353E+00   1.8361080E+00
   1.1137506E+00   1.9606650E-02   5.9322929E+00   1.8359627E+00
   1.1148651E+00   1.4064569E-02   5.9405160E+00   1.8358949E+00
   1.1172395E+00  -1.5301585E-02   5.9497371E+00   1.8355343E+00
   1.1184475E+00  -1.3529815E-03   5.9615760E+00   1.8354723E+00
   1.1208712E+00   9.0993289E-03   5.9840899E+00   1.8354876E+00
   1.1221385E+00   1.1080823E-02   5.9935999E+00   1.8354820E+00
   1.1234692E+00   3.0071295E-03   6.0087318E+00   1.8354508E+00
   1.1262361E+00   1.4709039E-02   6.0404758E+00   1.8353093E+00
   1.1276630E+00  -8.5196010E-04   6.0026121E+00   1.8352654E+00
   1.1289847E+00   7.7193696E-03   6.0001211E+00   1.8352450E+00
   1.1303725E+00   5.0201425E-03   6.0534439E+00   1.8351908E+00
   1.1328483E+00   5.2337269E-03   6.0271831E+00   1.8350629E+00
   1.1341797E+00   1.5639733E-03   5.9926624E+00   1.8350304E+00
   1.1364036E+00   8.8878851E-03   6.0382171E+00   1.8350450E+00
   1.1375996E+00   3.7067495E-03   6.0513282E+00   1.8350596E+00
   1.1388555E+00   1.0265288E-02   6.0850391E+00   1.8351139E+00
   1.1414638E+00   8.8227779E-04   6.0274363E+00   1.8351523E+00
   1.1428665E+00   1.3267612E-02   6.0683794E+00   1.8351632E+00
   1.1443000E+00   1.3900395E-02   6.0666008E+00   1.8351877E+00
   1.1456417E+00   1.8462125E-02   6.0475693E+00   1.8352216E+00
   1.1483366E+00  -4.4997013E-03   6.0131826E+00   1.8352189E+00
   1.1497860E+00   6.6712569E-03   6.0464125E+00   1.8351939E+00
   1.1512413E+00   3.7281122E-03   6.0675464E+00   1.8351825E+00
   1.1527032E+00  -1.0520564E-03   6.0396652E+00   1.8352190E+00
   1.1541568E+00   1.0416743E-02   6.0543056E+00   1.8353674E+00
   1.1570717E+00  -2.3548431E-03   6.0097408E+00   1.8357280E+00
   1.1583946E+00  -4.2967624E-03   6.0490732E+00   1.8358554E+00
   1.1596113E+00   1.2989049E-02   6.0248570E+00   1.8361019E+00
   1.1621845E+00   1.4861098E-02   5.9974403E+00   1.8362495E+00
   1.1635447E+00   1.6786125E-02   6.0201659E+00   1.8363060E+00
   1.1649729E+00  -4.8757857E-03   6.0020347E+00   1.8363743E+00
   1.1664455E+00   1.0858695E-03   6.0299582E+00   1.8364305E+00
   1.1679260E+00   7.8465454E-03   6.0238314E+00   1.8365192E+00
   1.1694803E+00   1.7113959E-02   5.9828382E+00   1.8366799E+00
   1.1722939E+00   9.7723501E-03   6.0062175E+00   1.8369752E+00
   1.1737481E+00   1.0834140E-02   5.9553151E+00   1.8372729E+00
   1.1752752E+00   1.5245694E-02   5.9436913E+00   1.8373784E+00
   1.1768289E+00   1.6309381E-02   5.9672546E+00   1.8375264E+00
   1.1784425E+00   9.9418396E-03   5.9471273E+00   1.8376701E+00
   1.1800561E+00   1.3219783E-02   5.9500518E+00   1.8377315E+00
   1.1817504E+00   2.9925073E-03   5.9362760E+00   1.8378292E+00
   1.1835294E+00   8.5709831E-03   5.9424958E+00   1.8379833E+00
   1.1850730E+00   1.1165948E-02   5.9066758E+00   1.8381970E+00
   1.1878707E+00   1.2074291E-02   5.8598399E+00   1.8384421E+00
   1.1892328E+00   8.2756151E-03   5.8747935E+00   1.8386061E+00
   1.1906630E+00   1.0995920E-02   5.8258276E+00   1.8387446E+00
   1.1921647E+00   1.2546974E-02   5.7885308E+00   1.8388784E+00
   1.1937414E+00   1.4456028E-02   5.8066115E+00   1.8389640E+00
   1.1953632E+00   1.1318155E-02   5.8181376E+00   1.8390906E+00
   1.1984200E+00   1.1256732E-02   5.7654052E+00   1.8393644E+00
   1.1995442E+00   1.4507727E-02   5.7541614E+00   1.8395191E+00
   1.2007245E+00   1.2782074E-02   5.7202735E+00   1.8396792E+00
   1.2032652E+00   1.1561817E-02   5.6878428E+00   1.8399484E+00
   1.2045604E+00   1.5608247E-02   5.6601367E+00   1.8400702E+00
   1.2059205E+00   1.4361876E-02   5.6539097E+00   1.8401836E+00
   1.2073485E+00   1.5782427E-02   5.6567183E+00   1.8402910E+00
   1.2104223E+00   9.6333148E-03   5.6020980E+00   1.8405081E+00
   1.2117754E+00   1.5487380E-02   5.5417795E+00   1.8408008E+00
   1.2127193E+00   1.7532241E-02   5.5260382E+00   1.8410047E+00
   1.2145575E+00   1.5146955E-02   5.5263596E+00   1.8414596E+00
   1.2165842E+00   2.2185100E-02   5.5124049E+00   1.8417382E+00
   1.2176741E+00   2.8474024E-02   5.4475775E+00   1.8418918E+00
   1.2200202E+00   6.3096867E-03   5.4500418E+00   1.8421956E+00
   1.2212820E+00   8.7641757E-03   5.4471402E+00   1.8423243E+00
   1.2237377E+00   2.1176687E-02   5.3666048E+00   1.8426774E+00
   1.2249252E+00   1.7852893E-02   5.3409076E+00   1.8428884E+00
   1.2261720E+00   9.2443675E-03   5.3425918E+00   1.8430457E+00
   1.2285750E+00   1.4174125E-02   5.2448936E+00   1.8435959E+00
   1.2302960E+00   1.3954611E-02   5.2549534E+00   1.8437374E+00
   1.2321935E+00   1.5413268E-02   5.2355204E+00   1.8438567E+00
   1.2332139E+00   1.4112571E-02   5.2250528E+00   1.8439007E+00
   1.2354103E+00   1.3531300E-02   5.1756449E+00   1.8439912E+00
   1.2365917E+00   1.3280127E-02   5.1637511E+00   1.8440044E+00
   1.2391344E+00   1.5520723E-02   5.1181469E+00   1.8440557E+00
   1.2405019E+00   1.5045570E-02   5.0372176E+00   1.8441283E+00
   1.2419378E+00   1.2213086E-02   4.9364667E+00   1.8441516E+00
   1.2434454E+00   1.2709022E-02   4.9462266E+00   1.8441348E+00
   1.2450284E+00   1.3993644E-02   4.9350200E+00   1.8440934E+00
   1.2466906E+00   1.0684036E-02   4.8808966E+00   1.8439900E+00
   1.2484359E+00   9.5251650E-03   4.8688383E+00   1.8439388E+00
   1.2500271E+00   1.1361601E-02   4.8523979E+00   1.8438624E+00
   1.2532350E+00   1.4150915E-02   4.7365313E+00   1.8436949E+00
   1.2549064E+00   1.2250886E-02   4.6720748E+00   1.8436073E+00
   1.2564116E+00   1.3370804E-02   4.6293235E+00   1.8435469E+00
   1.2579918E+00   8.7473728E-03   4.5633001E+00   1.8434626E+00
   1.2596269E+00   1.0716458E-02   4.5347886E+00   1.8434070E+00
   1.2612809E+00   9.5362291E-03   4.4997878E+00   1.8433414E+00
   1.2627605E+00   9.9140294E-03   4.4116201E+00   1.8431758E+00
   1.2643142E+00   1.1422252E-02   4.3755722E+00   1.8431023E+00
   1.2659456E+00   1.1058968E-02   4.3422318E+00   1.8429831E+00
   1.2675595E+00   1.1290989E-02   4.3184495E+00   1.8429095E+00
   1.2691550E+00   1.1898052E-02   4.2493176E+00   1.8427955E+00
   1.2707375E+00   9.7680874E-03   4.2028732E+00   1.8427024E+00
   1.2722968E+00   9.9070938E-03   4.1510477E+00   1.8425813E+00
   1.2753503E+00   7.1901716E-03   4.0085044E+00   1.8422999E+00
   1.2768626E+00   6.6917166E-03   3.9729836E+00   1.8421940E+00
   1.2783604E+00   5.4478757E-03   3.8990278E+00   1.8420715E+00
   1.2798566E+00   7.4150208E-03   3.8394694E+00   1.8419787E+00
   1.2813503E+00   6.7424155E-03   3.8134286E+00   1.8419274E+00
   1.2828400E+00   6.6491952E-03   3.7466168E+00   1.8418727E+00
   1.2843323E+00   6.8973764E-03   3.7073786E+00   1.8418425E+00
   1.2871463E+00   6.8204794E-03   3.6046879E+00   1.8417096E+00
   1.2886424E+00   5.7268017E-03   3.5421112E+00   1.8416071E+00
   1.2901751E+00   5.7934080E-03   3.4878409E+00   1.8414733E+00
   1.2917190E+00   7.3589180E-03   3.4122682E+00   1.8413179E+00
   1.2932616E+00   7.4870680E-03   3.3335500E+00   1.8411468E+00
   1.2947985E+00   7.3787207E-03   3.2437544E+00   1.8408811E+00
   1.2963296E+00   5.3941472E-03   3.1723051E+00   1.8406174E+00
   1.2993765E+00   5.8863549E-03   3.0881295E+00   1.8402861E+00
   1.3008922E+00   5.6451201E-03   3.0263603E+00   1.8401425E+00
   1.3024026E+00   5.3905095E-03   2.9457483E+00   1.8399309E+00
   1.3039072E+00   5.0647180E-03   2.8624418E+00   1.8396958E+00
   1.3054049E+00   5.7754028E-03   2.8057456E+00   1.8395327E+00
   1.3068956E+00   6.2271296E-03   2.7372587E+00   1.8393192E+00
   1.3083788E+00   6.1091362E-03   2.6852593E+00   1.8391944E+00
   1.3113232E+00   4.4834083E-03   2.4990380E+00   1.8388116E+00
   1.3127849E+00   3.9648563E-03   2.4572291E+00   1.8386989E+00
   1.3142406E+00   5.8347690E-03   2.3865356E+00   1.8385334E+00
   1.3156910E+00   8.5228495E-03   2.3285770E+00   1.8384135E+00
   1.3171368E+00   1.0231158E-02   2.2583621E+00   1.8383067E+00
   1.3185787E+00   5.5086655E-03   2.1798084E+00   1.8382020E+00
   1.3214536E+00   5.3449171E-03   2.0758631E+00   1.8380574E+00
   1.3228878E+00   2.2338454E-03   1.9712352E+00   1.8379838E+00
   1.3243203E+00   1.5145458E-03   1.9330202E+00   1.8379607E+00
   1.3257514E+00   9.2516923E-03   1.8176088E+00   1.8379394E+00
   1.3271811E+00   8.2034199E-03   1.7553955E+00   1.8379598E+00
   1.3300350E+00   7.9110626E-04   1.6472216E+00   1.8380356E+00
   1.3314583E+00   3.2607093E-03   1.5706285E+00   1.8380884E+00
   1.3328786E+00   1.0374354E-02   1.4612645E+00   1.8381354E+00
