  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   10:58:26  02/29/2024 ntjb     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      977      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.7215164E+00   9.7781690E-03   3.8163218E+00   1.9278257E+00
   1.7250443E+00   9.9537624E-03   3.8313079E+00   1.9277813E+00
   1.7320964E+00   9.2386398E-03   3.8295796E+00   1.9289623E+00
   1.7355844E+00   1.0293389E-02   3.8398607E+00   1.9290787E+00
   1.7390488E+00   1.0229674E-02   3.8487864E+00   1.9291053E+00
   1.7459117E+00   9.8947883E-03   3.8590510E+00   1.9294190E+00
   1.7493116E+00   8.9210020E-03   3.8105409E+00   1.9315857E+00
   1.7560461E+00   1.0591998E-02   3.8378654E+00   1.9312114E+00
   1.7593791E+00   1.0222592E-02   3.8516595E+00   1.9308636E+00
   1.7659758E+00   8.3400430E-03   3.8283818E+00   1.9314184E+00
   1.7692379E+00   8.9817354E-03   3.8316767E+00   1.9315424E+00
   1.7756882E+00   9.6387500E-03   3.8268170E+00   1.9319638E+00
   1.7788769E+00   9.2352256E-03   3.7706184E+00   1.9338155E+00
   1.7851834E+00   1.0198115E-02   3.7862155E+00   1.9334522E+00
   1.7883017E+00   1.0038326E-02   3.7906625E+00   1.9331441E+00
   1.7944723E+00   8.9551611E-03   3.7778177E+00   1.9329822E+00
   1.8005621E+00   9.1491155E-03   3.6932755E+00   1.9347415E+00
   1.8035787E+00   9.3590748E-03   3.6988330E+00   1.9347073E+00
   1.8095567E+00   9.6908798E-03   3.7072985E+00   1.9345422E+00
   1.8154635E+00   8.2491487E-03   3.5935216E+00   1.9366887E+00
   1.8183911E+00   9.4982805E-03   3.5973055E+00   1.9366831E+00
   1.8241974E+00   1.0026544E-02   3.5998216E+00   1.9363117E+00
   1.8299398E+00   9.2148129E-03   3.5718005E+00   1.9359459E+00
   1.8327878E+00   8.3198324E-03   3.4612150E+00   1.9371408E+00
   1.8384389E+00   9.8702796E-03   3.4638674E+00   1.9372475E+00
   1.8440329E+00   9.7835800E-03   3.4549589E+00   1.9372605E+00
   1.8495719E+00   8.8622002E-03   3.3124416E+00   1.9394011E+00
   1.8550587E+00   1.0464092E-02   3.3105168E+00   1.9391034E+00
   1.8577832E+00   1.0444381E-02   3.3091884E+00   1.9387566E+00
   1.8631955E+00   9.5175644E-03   3.2738466E+00   1.9383129E+00
   1.8685609E+00   9.0479907E-03   3.1952372E+00   1.9385835E+00
   1.8738812E+00   1.0380680E-02   3.0090172E+00   1.9406751E+00
   1.8791584E+00   1.1715122E-02   3.1659548E+00   1.9396267E+00
   1.8843939E+00   7.9199886E-03   2.9293501E+00   1.9408394E+00
   1.8895898E+00   1.1373101E-02   2.9290583E+00   1.9408150E+00
   1.8921731E+00   1.2360953E-02   2.9267511E+00   1.9408027E+00
   1.8973118E+00   1.2535891E-02   2.9021249E+00   1.9408879E+00
   1.9024140E+00   1.0134877E-02   2.7931836E+00   1.9414014E+00
   1.9074812E+00   1.0446825E-02   2.5447941E+00   1.9431953E+00
   1.9125152E+00   1.2724369E-02   2.7744029E+00   1.9412374E+00
   1.9175167E+00   8.3381841E-03   2.3234851E+00   1.9431504E+00
   1.9224874E+00   1.3844898E-02   2.5101345E+00   1.9425153E+00
   1.9272388E+00   1.0772272E-02   2.4757907E+00   1.9421656E+00
   1.9320836E+00   1.0811059E-02   2.4117601E+00   1.9420326E+00
   1.9369701E+00   1.2795116E-02   2.1669333E+00   1.9427936E+00
   1.9416434E+00   1.2361472E-02   2.2525923E+00   1.9426888E+00
   1.9464103E+00   1.2072405E-02   2.2536023E+00   1.9425079E+00
   1.9536209E+00   1.1718502E-02   2.0350764E+00   1.9428293E+00
   1.9584000E+00   1.2661146E-02   2.0287971E+00   1.9429694E+00
   1.9631580E+00   1.3095457E-02   2.0068357E+00   1.9429196E+00
   1.9678959E+00   1.2649288E-02   1.9460988E+00   1.9428152E+00
   1.9726149E+00   1.1434003E-02   1.6766618E+00   1.9431305E+00
   1.9773164E+00   1.3270220E-02   1.8575577E+00   1.9429485E+00
   1.9820007E+00   1.0823181E-02   1.5837370E+00   1.9426031E+00
   1.9866689E+00   1.2526675E-02   1.6091288E+00   1.9431062E+00
   1.9913217E+00   1.4038247E-02   1.6769825E+00   1.9432536E+00
   1.9959595E+00   1.0592679E-02   1.4018934E+00   1.9425741E+00
   2.0028906E+00   1.2873315E-02   1.4600042E+00   1.9432881E+00
   2.0074952E+00   1.2401215E-02   1.4601265E+00   1.9432726E+00
   2.0120878E+00   1.1337423E-02   1.3622135E+00   1.9430335E+00
   2.0166688E+00   1.1663721E-02   1.2855985E+00   1.9429954E+00
   2.0212390E+00   1.2022799E-02   1.1955572E+00   1.9430354E+00
   2.0257990E+00   1.2062422E-02   1.1508647E+00   1.9430163E+00
   2.0303493E+00   1.2058657E-02   1.1152741E+00   1.9429876E+00
   2.0371585E+00   1.1815505E-02   1.0422351E+00   1.9428606E+00
   2.0416882E+00   1.2456615E-02   8.2326692E-01   1.9424709E+00
   2.0462117E+00   1.1884836E-02   8.8458049E-01   1.9426534E+00
   2.0507305E+00   1.1705567E-02   9.3363011E-01   1.9428666E+00
   2.0552459E+00   1.1811051E-02   9.0548700E-01   1.9428734E+00
   2.0620151E+00   1.1256753E-02   7.2706825E-01   1.9425476E+00
   2.0665281E+00   1.1215526E-02   6.7998022E-01   1.9424499E+00
   2.0710416E+00   1.1140612E-02   6.3289112E-01   1.9423836E+00
   2.0755570E+00   1.0782743E-02   5.6608713E-01   1.9422002E+00
   2.0800748E+00   1.0569233E-02   5.3522629E-01   1.9420537E+00
   2.0845952E+00   1.0286059E-02   4.9055791E-01   1.9419266E+00
   2.0913825E+00   1.0399757E-02   3.8632634E-01   1.9416032E+00
   2.0959132E+00   1.0240829E-02   3.5168004E-01   1.9414228E+00
   2.1004491E+00   9.5544457E-03   3.0640343E-01   1.9412925E+00
   2.1049914E+00   9.0138698E-03   2.1847190E-01   1.9409183E+00
   2.1095414E+00   8.2436381E-03   1.6786155E-01   1.9405446E+00
   2.1140995E+00   7.8805964E-03   1.2013060E-01   1.9402916E+00
   2.1209545E+00   7.4593262E-03   6.2350202E-02   1.9398904E+00
   2.1255369E+00   7.2574159E-03  -2.1610927E-02   1.9393928E+00
   2.1301296E+00   7.5273314E-03  -2.0481542E-01   1.9381217E+00
   2.1347334E+00   6.1836326E-03  -1.8348961E-01   1.9380361E+00
   2.1393495E+00   5.8974847E-03  -1.5919076E-01   1.9383723E+00
   2.1439776E+00   5.6916284E-03  -1.7291462E-01   1.9385555E+00
   2.1486192E+00   5.9846356E-03  -2.9911283E-01   1.9379238E+00
   2.1556091E+00   4.8315860E-03  -5.8520794E-01   1.9360839E+00
   2.1602886E+00   3.7979640E-03  -4.8656908E-01   1.9368527E+00
   2.1649849E+00   4.9174479E-03  -4.6567741E-01   1.9373611E+00
   2.1696982E+00   5.3073075E-03  -5.3707409E-01   1.9373155E+00
   2.1744294E+00   6.5097320E-03  -9.2494327E-01   1.9344825E+00
   2.1791792E+00   2.7840061E-03  -8.6716098E-01   1.9348327E+00
   2.1839478E+00   2.6845587E-03  -7.5813240E-01   1.9358729E+00
   2.1887343E+00   4.0277317E-03  -7.7590376E-01   1.9359975E+00
   2.1935394E+00   4.5065554E-03  -8.9341509E-01   1.9354208E+00
   2.1983635E+00   2.7645479E-03  -1.2854613E+00   1.9318334E+00
   2.2032084E+00   2.9216416E-03  -9.3224776E-01   1.9348050E+00
   2.2080746E+00   8.5784262E-03  -1.5229193E+00   1.9312053E+00
   2.2129633E+00  -9.8135052E-03  -1.0549281E+00   1.9337361E+00
   2.2178760E+00   2.5150314E-02  -1.5736687E+00   1.9315070E+00
   2.2228129E+00  -2.0582419E-02  -1.3299792E+00   1.9323080E+00
   2.2277749E+00  -1.1615370E-03  -1.3823992E+00   1.9322072E+00
   2.2327626E+00   1.3485264E-02  -1.8781059E+00   1.9293425E+00
   2.2377775E+00   3.0373752E-03  -1.7867217E+00   1.9297532E+00
   2.2428188E+00  -1.6754727E-03  -1.6763345E+00   1.9307989E+00
   2.2478886E+00  -7.6047718E-06  -1.6952136E+00   1.9308671E+00
   2.2529876E+00   6.7747640E-03  -2.0705922E+00   1.9268168E+00
   2.2581182E+00  -1.5808254E-03  -2.0141983E+00   1.9276016E+00
   2.2632828E+00   1.9335942E-04  -1.9397655E+00   1.9294546E+00
   2.2684839E+00   4.1196793E-03  -2.3627403E+00   1.9246386E+00
   2.2737257E+00  -6.5401103E-04  -2.2675269E+00   1.9257952E+00
   2.2790093E+00  -5.0400954E-04  -2.1864994E+00   1.9270589E+00
   2.2816656E+00   1.0571803E-04  -2.1999412E+00   1.9270877E+00
   2.2870078E+00   5.7542282E-03  -2.5228517E+00   1.9239655E+00
   2.2923961E+00  -1.9759776E-03  -2.4955571E+00   1.9234555E+00
   2.2978318E+00  -1.7116079E-03  -2.4705708E+00   1.9243830E+00
   2.3033197E+00   3.0147578E-03  -2.6023736E+00   1.9225115E+00
   2.3088653E+00   2.0853383E-03  -2.6315575E+00   1.9222953E+00
   2.3116617E+00  -1.4842724E-03  -2.6458390E+00   1.9222939E+00
   2.3172998E+00  -1.6573326E-03  -2.7037554E+00   1.9220957E+00
   2.3229971E+00   8.1175349E-05  -2.8843219E+00   1.9189248E+00
   2.3258700E+00  -7.5032754E-04  -2.8689320E+00   1.9191936E+00
   2.3316708E+00  -1.3425930E-03  -2.8340788E+00   1.9200580E+00
   2.3375454E+00   3.8016649E-04  -2.8595064E+00   1.9201484E+00
   2.3435004E+00   5.4314802E-04  -3.0095124E+00   1.9166654E+00
   2.3465104E+00  -3.1309723E-04  -3.0049984E+00   1.9168406E+00
   2.3525963E+00  -1.2062396E-03  -3.0066931E+00   1.9174291E+00
   2.3556752E+00  -1.2840863E-03  -3.0162277E+00   1.9175469E+00
   2.3619118E+00   2.2486977E-04  -3.0782764E+00   1.9166415E+00
   2.3680842E+00  -9.2706358E-04  -3.2141795E+00   1.9124633E+00
   2.3709431E+00  -9.2607527E-04  -3.1947045E+00   1.9128824E+00
   2.3766439E+00  -1.2410993E-03  -3.1372473E+00   1.9145815E+00
   2.3829291E+00  -5.2085356E-04  -3.1553795E+00   1.9146140E+00
   2.3862844E+00  -3.0694957E-04  -3.2843487E+00   1.9111925E+00
   2.3926420E+00  -2.0716072E-03  -3.2509358E+00   1.9114630E+00
   2.3958766E+00  -1.9986895E-03  -3.2440381E+00   1.9116302E+00
   2.4021356E+00  -3.7758662E-05  -3.2873673E+00   1.9097177E+00
   2.4053676E+00  -1.2093238E-03  -3.2841651E+00   1.9096253E+00
   2.4123244E+00  -2.3713228E-03  -3.2880979E+00   1.9096590E+00
   2.4158030E+00  -2.0361755E-03  -3.3425896E+00   1.9082172E+00
   2.4223356E+00  -2.3604296E-03  -3.3216286E+00   1.9081274E+00
   2.4255774E+00  -2.0827455E-03  -3.3165066E+00   1.9080548E+00
   2.4325547E+00  -2.9000083E-03  -3.3366342E+00   1.9059925E+00
   2.4363074E+00  -3.7533788E-03  -3.3508997E+00   1.9058139E+00
   2.4402475E+00  -3.4977638E-03  -3.3443251E+00   1.9057819E+00
   2.4441957E+00  -2.5722322E-03  -3.3591461E+00   1.9046999E+00
   2.4517767E+00  -4.0809754E-03  -3.3551271E+00   1.9038800E+00
   2.4553115E+00  -3.2997415E-03  -3.3657737E+00   1.9028380E+00
   2.4588087E+00  -3.9221118E-03  -3.3615537E+00   1.9027485E+00
   2.4656582E+00  -4.1257315E-03  -3.3868744E+00   1.9007026E+00
   2.4693220E+00  -4.6888511E-03  -3.3808486E+00   1.9006287E+00
   2.4772058E+00  -5.1066191E-03  -3.3737953E+00   1.9001707E+00
   2.4810631E+00  -4.1610328E-03  -3.3815694E+00   1.8991971E+00
   2.4849608E+00  -4.9386146E-03  -3.3794889E+00   1.8990995E+00
   2.4887946E+00  -4.9566114E-03  -3.3879390E+00   1.8978809E+00
   2.4960258E+00  -4.6876455E-03  -3.3865430E+00   1.8968624E+00
   2.4995544E+00  -5.3512692E-03  -3.3850431E+00   1.8968101E+00
   2.5032597E+00  -5.3161131E-03  -3.3859501E+00   1.8967625E+00
   2.5112348E+00  -4.6613268E-03  -3.4088113E+00   1.8939465E+00
   2.5155239E+00  -5.7261330E-03  -3.4057419E+00   1.8939201E+00
   2.5200274E+00  -6.2605441E-03  -3.4031973E+00   1.8941606E+00
   2.5247562E+00  -5.4445472E-03  -3.4018199E+00   1.8934951E+00
   2.5297213E+00  -5.8070463E-03  -3.4082263E+00   1.8927540E+00
   2.5347488E+00  -5.7637654E-03  -3.4134166E+00   1.8920485E+00
   2.5391896E+00  -5.4290523E-03  -3.4141464E+00   1.8913648E+00
   2.5438523E+00  -5.8708698E-03  -3.4200957E+00   1.8907869E+00
   2.5487483E+00  -5.6446437E-03  -3.4254708E+00   1.8902212E+00
   2.5536549E+00  -5.4523721E-03  -3.4300127E+00   1.8896073E+00
   2.5580707E+00  -5.0605563E-03  -3.4321048E+00   1.8889587E+00
   2.5627072E+00  -5.1232628E-03  -3.4382927E+00   1.8883926E+00
   2.5675755E+00  -4.6097380E-03  -3.4420280E+00   1.8878454E+00
   2.5726871E+00  -5.4752780E-03  -3.4462724E+00   1.8871340E+00
   2.5780544E+00  -4.6041831E-03  -3.4502993E+00   1.8867437E+00
   2.5836902E+00  -4.6292483E-03  -3.4561141E+00   1.8861001E+00
   2.5884063E+00  -4.6686050E-03  -3.4581711E+00   1.8851417E+00
   2.5933583E+00  -3.8115436E-03  -3.4630511E+00   1.8848019E+00
   2.5974278E+00  -3.2786599E-03  -3.4644973E+00   1.8842242E+00
   2.6045861E+00  -2.6584661E-03  -3.4669769E+00   1.8828776E+00
   2.6081421E+00  -3.1334423E-03  -3.4733174E+00   1.8827722E+00
   2.6115592E+00  -2.9195042E-03  -3.4777236E+00   1.8826766E+00
   2.6184154E+00  -2.9567794E-03  -3.4695544E+00   1.8811001E+00
   2.6221025E+00  -2.5365837E-03  -3.4735811E+00   1.8810916E+00
   2.6300395E+00  -1.6043496E-03  -3.4712601E+00   1.8807585E+00
   2.6342194E+00  -1.0048260E-03  -3.4415152E+00   1.8780248E+00
   2.6383264E+00  -1.7745565E-03  -3.4434090E+00   1.8779610E+00
   2.6423662E+00  -1.6833597E-03  -3.4504914E+00   1.8781015E+00
   2.6464434E+00  -1.5341551E-03  -3.4409344E+00   1.8778733E+00
   2.6507242E+00  -9.4263075E-04  -3.4305127E+00   1.8771533E+00
   2.6594920E+00  -6.2164286E-04  -3.4017999E+00   1.8753979E+00
   2.6638598E+00  -4.0251974E-04  -3.3986745E+00   1.8753577E+00
   2.6684458E+00   4.8858294E-04  -3.3805733E+00   1.8749380E+00
   2.6732612E+00  -2.9280415E-04  -3.3671136E+00   1.8744313E+00
   2.6783175E+00  -1.0118409E-04  -3.3503122E+00   1.8739179E+00
   2.6828754E+00   3.7618901E-04  -3.3286097E+00   1.8733401E+00
   2.6871281E+00   9.5421547E-04  -3.3084538E+00   1.8727971E+00
   2.6914892E+00   8.9770497E-04  -3.2909358E+00   1.8723450E+00
   2.6960685E+00   1.0870701E-03  -3.2819986E+00   1.8723146E+00
   2.7008767E+00   1.4117727E-03  -3.2370472E+00   1.8710179E+00
   2.7059252E+00   1.2885506E-03  -3.2212536E+00   1.8707228E+00
   2.7109454E+00   2.0572178E-03  -3.1973403E+00   1.8703892E+00
   2.7160256E+00   2.1743069E-03  -3.1674340E+00   1.8698525E+00
   2.7209065E+00   2.3073708E-03  -3.1360734E+00   1.8692286E+00
   2.7252645E+00   2.4860818E-03  -3.1195467E+00   1.8691573E+00
   2.7334244E+00   2.5442515E-03  -3.0518842E+00   1.8676155E+00
   2.7375774E+00   3.1030900E-03  -3.0262005E+00   1.8675265E+00
   2.7415845E+00   3.0527944E-03  -3.0134459E+00   1.8674923E+00
   2.7457919E+00   3.4066071E-03  -2.9638383E+00   1.8666414E+00
   2.7502098E+00   3.0041474E-03  -2.9499671E+00   1.8665304E+00
   2.7548485E+00   3.2947508E-03  -2.9286890E+00   1.8664283E+00
   2.7597191E+00   3.3835748E-03  -2.8552361E+00   1.8648118E+00
   2.7647736E+00   3.3124394E-03  -2.8418176E+00   1.8648114E+00
   2.7697484E+00   3.6211056E-03  -2.8050733E+00   1.8647344E+00
   2.7749720E+00   3.7467107E-03  -2.7708485E+00   1.8643348E+00
   2.7804568E+00   3.7922356E-03  -2.7311585E+00   1.8638266E+00
   2.7862158E+00   3.9696242E-03  -2.6879470E+00   1.8631775E+00
   2.7914951E+00   3.9057047E-03  -2.6488993E+00   1.8626618E+00
   2.7970383E+00   3.6130045E-03  -2.6102762E+00   1.8621137E+00
   2.8028586E+00   4.0016552E-03  -2.5721543E+00   1.8615385E+00
   2.8084691E+00   3.7552703E-03  -2.5316715E+00   1.8609186E+00
   2.8142195E+00   3.8543267E-03  -2.4932289E+00   1.8603249E+00
   2.8188663E+00   3.8171010E-03  -2.4545028E+00   1.8596832E+00
   2.8237455E+00   3.5478398E-03  -2.4251750E+00   1.8591962E+00
   2.8288686E+00   3.2601878E-03  -2.3959794E+00   1.8587855E+00
   2.8340986E+00   3.2508872E-03  -2.3650746E+00   1.8583568E+00
   2.8395021E+00   2.8992610E-03  -2.3352587E+00   1.8579103E+00
   2.8448412E+00   3.0658690E-03  -2.3045013E+00   1.8574570E+00
   2.8501198E+00   2.6914950E-03  -2.2756650E+00   1.8570200E+00
   2.8553383E+00   2.3139531E-03  -2.2496049E+00   1.8566043E+00
   2.8604994E+00   2.3007179E-03  -2.2256148E+00   1.8562055E+00
   2.8656123E+00   2.5647904E-03  -2.2024887E+00   1.8558091E+00
   2.8706844E+00   2.2523522E-03  -2.1804018E+00   1.8554199E+00
   2.8754458E+00   2.5366272E-03  -2.1586864E+00   1.8550336E+00
   2.8804240E+00   2.4702207E-03  -2.1391010E+00   1.8546728E+00
   2.8851628E+00   2.4314681E-03  -2.1198323E+00   1.8543077E+00
   2.8900354E+00   2.1192413E-03  -2.1017089E+00   1.8539536E+00
   2.8947783E+00   2.2542106E-03  -2.0836554E+00   1.8536067E+00
   2.8994315E+00   1.9835499E-03  -2.0668185E+00   1.8532655E+00
   2.9040236E+00   1.4817659E-03  -2.0497851E+00   1.8529490E+00
   2.9086485E+00   2.0001607E-03  -2.0346465E+00   1.8526531E+00
   2.9133112E+00   2.3040187E-03  -2.0184841E+00   1.8523717E+00
   2.9179435E+00   3.0067270E-03  -2.0039377E+00   1.8520992E+00
   2.9225557E+00   2.8985785E-03  -1.9890013E+00   1.8518336E+00
   2.9269538E+00   3.2413274E-03  -1.9927305E+00   1.8518065E+00
   2.9314995E+00   3.2299103E-03  -1.9483658E+00   1.8512329E+00
   2.9404943E+00   3.1876017E-03  -1.9580153E+00   1.8510753E+00
   2.9449444E+00   3.7771121E-03  -1.8978688E+00   1.8502127E+00
   2.9493687E+00   3.8030483E-03  -1.9065059E+00   1.8501431E+00
   2.9537649E+00   4.3193945E-03  -1.9129927E+00   1.8501416E+00
   2.9581339E+00   4.5117987E-03  -1.8749800E+00   1.8497155E+00
   2.9624743E+00   4.4402522E-03  -1.8794405E+00   1.8496242E+00
   2.9667847E+00   4.3891123E-03  -1.8486462E+00   1.8491074E+00
   2.9710650E+00   4.3976889E-03  -1.8522916E+00   1.8490561E+00
   2.9795377E+00   4.2581013E-03  -1.8202155E+00   1.8484961E+00
   2.9837320E+00   4.4482830E-03  -1.7866995E+00   1.8479441E+00
   2.9879007E+00   4.5762057E-03  -1.7878773E+00   1.8478740E+00
   2.9920471E+00   4.6991874E-03  -1.7537498E+00   1.8473831E+00
   2.9961729E+00   4.8644808E-03  -1.7533662E+00   1.8473164E+00
   3.0043747E+00   5.0817961E-03  -1.7165264E+00   1.8467904E+00
   3.0084488E+00   5.0353822E-03  -1.6790072E+00   1.8463789E+00
   3.0125110E+00   5.0003789E-03  -1.6763557E+00   1.8463317E+00
   3.0165522E+00   5.1019848E-03  -1.6370249E+00   1.8459680E+00
   3.0205734E+00   5.2917032E-03  -1.6312588E+00   1.8459249E+00
   3.0285587E+00   5.6064292E-03  -1.5849769E+00   1.8455856E+00
   3.0325243E+00   5.5155065E-03  -1.5443094E+00   1.8452996E+00
   3.0364730E+00   5.4092994E-03  -1.5358657E+00   1.8452617E+00
   3.0404053E+00   5.4811114E-03  -1.4938194E+00   1.8449708E+00
   3.0482230E+00   5.6601856E-03  -1.4713608E+00   1.8449137E+00
   3.0521097E+00   5.6829550E-03  -1.3947726E+00   1.8443493E+00
   3.0559826E+00   5.5153184E-03  -1.3878697E+00   1.8442819E+00
   3.0636911E+00   5.4288232E-03  -1.3636241E+00   1.8442546E+00
   3.0675282E+00   5.6213113E-03  -1.2905242E+00   1.8437332E+00
   3.0713549E+00   5.5047153E-03  -1.2801291E+00   1.8436654E+00
   3.0751727E+00   5.4724882E-03  -1.2665612E+00   1.8436457E+00
   3.0827751E+00   5.6635742E-03  -1.1937871E+00   1.8432887E+00
   3.0865579E+00   5.4902057E-03  -1.1796340E+00   1.8432981E+00
   3.0903294E+00   5.6470409E-03  -1.1293932E+00   1.8431619E+00
   3.0978417E+00   5.5828500E-03  -1.0953172E+00   1.8430766E+00
   3.1015825E+00   5.7593975E-03  -1.0234364E+00   1.8426447E+00
   3.1053133E+00   5.5145212E-03  -1.0111898E+00   1.8426204E+00
   3.1127472E+00   5.5358959E-03  -9.7509766E-01   1.8426781E+00
   3.1164508E+00   5.7904967E-03  -8.9738578E-01   1.8424225E+00
   3.1201456E+00   5.5262861E-03  -8.8541633E-01   1.8423645E+00
   3.1275098E+00   5.2615236E-03  -8.5292560E-01   1.8422891E+00
   3.1311789E+00   5.4135444E-03  -7.8352576E-01   1.8418376E+00
   3.1348395E+00   5.1911986E-03  -7.7123731E-01   1.8418027E+00
   3.1421359E+00   5.1095616E-03  -7.3757082E-01   1.8418111E+00
   3.1457722E+00   5.2035488E-03  -6.6139537E-01   1.8414487E+00
   3.1494012E+00   5.0740265E-03  -6.5237373E-01   1.8413759E+00
   3.1566403E+00   4.7992175E-03  -6.2807292E-01   1.8412592E+00
   3.1602521E+00   4.7260611E-03  -6.0773712E-01   1.8411670E+00
   3.1638589E+00   4.8438762E-03  -5.1502985E-01   1.8405254E+00
   3.1710598E+00   4.4313120E-03  -5.0793970E-01   1.8405209E+00
   3.1746535E+00   4.2350991E-03  -5.0328892E-01   1.8405659E+00
   3.1818280E+00   4.2790039E-03  -4.5466679E-01   1.8404675E+00
   3.1854093E+00   4.0745726E-03  -4.0217853E-01   1.8401010E+00
   3.1889877E+00   3.8718008E-03  -3.9874864E-01   1.8400922E+00
   3.1961372E+00   3.9578653E-03  -3.4341821E-01   1.8400934E+00
   3.1997094E+00   3.7161247E-03  -3.3830392E-01   1.8400629E+00
   3.2032812E+00   3.4868277E-03  -3.2099789E-01   1.8400183E+00
   3.2104235E+00   3.6807645E-03  -2.7695653E-01   1.8399909E+00
   3.2139950E+00   3.5590760E-03  -2.7486601E-01   1.8399724E+00
   3.2211394E+00   3.2353366E-03  -2.5892931E-01   1.8399316E+00
   3.2247121E+00   3.2242050E-03  -1.8446161E-01   1.8396727E+00
   3.2282860E+00   3.0944447E-03  -1.9028765E-01   1.8396579E+00
   3.2354379E+00   3.0705999E-03  -2.0299907E-01   1.8397050E+00
   3.2390165E+00   3.1948674E-03  -1.7296517E-01   1.8397038E+00
   3.2425978E+00   3.0995836E-03  -1.7190601E-01   1.8396683E+00
   3.2497690E+00   2.9001948E-03  -1.3773249E-01   1.8394886E+00
   3.2533591E+00   2.9271394E-03  -1.3957423E-01   1.8395003E+00
   3.2605495E+00   2.8412063E-03  -9.9557035E-02   1.8395015E+00
   3.2641497E+00   2.7459771E-03  -1.0156985E-01   1.8395016E+00
   3.2677526E+00   2.8760557E-03  -7.0455462E-02   1.8395309E+00
   3.2749689E+00   2.8801488E-03  -7.8554213E-02   1.8395634E+00
   3.2785823E+00   3.0039877E-03  -3.5133328E-02   1.8396977E+00
   3.2821994E+00   2.9617869E-03  -4.1784521E-02   1.8396955E+00
   3.2894461E+00   3.0664389E-03  -4.5289874E-02   1.8396964E+00
   3.2930763E+00   3.0537203E-03   9.5954007E-03   1.8397003E+00
   3.3003497E+00   3.0530735E-03  -4.9876831E-03   1.8397019E+00
   3.3039935E+00   3.1849276E-03  -7.7888942E-03   1.8397130E+00
   3.3076417E+00   3.1493870E-03   3.7833683E-02   1.8397290E+00
   3.3149529E+00   3.2350312E-03   3.1794760E-02   1.8396595E+00
   3.3186157E+00   3.2250222E-03   3.5179414E-02   1.8396236E+00
   3.3222837E+00   3.0990143E-03   9.6611254E-02   1.8395051E+00
   3.3296368E+00   3.0305502E-03   8.5359737E-02   1.8394876E+00
   3.3333220E+00   2.9545287E-03   8.4230110E-02   1.8394945E+00
   3.3370135E+00   3.0178037E-03   1.2898542E-01   1.8395673E+00
   3.3444166E+00   2.8900469E-03   1.3251127E-01   1.8394985E+00
   3.3481288E+00   2.9030656E-03   1.4115731E-01   1.8394722E+00
   3.3518486E+00   2.7308164E-03   2.1223125E-01   1.8395139E+00
   3.3593123E+00   2.8109329E-03   2.0631850E-01   1.8395517E+00
   3.3630569E+00   2.8625915E-03   2.0777451E-01   1.8395842E+00
   3.3668098E+00   3.0066189E-03   2.1775793E-01   1.8396459E+00
   3.3743420E+00   2.7437806E-03   3.4609601E-01   1.8402014E+00
   3.3781211E+00   3.0277667E-03   3.1886977E-01   1.8401433E+00
   3.3819087E+00   2.7187087E-03   3.1781140E-01   1.8401283E+00
   3.3857048E+00   2.6879476E-03   3.2505500E-01   1.8400997E+00
   3.3933220E+00   2.4919275E-03   4.3602943E-01   1.8403921E+00
   3.3971436E+00   2.5113847E-03   4.3861330E-01   1.8404186E+00
   3.4009743E+00   2.5848032E-03   4.4111851E-01   1.8404312E+00
   3.4086628E+00   2.4952579E-03   4.6214193E-01   1.8405107E+00
   3.4125214E+00   2.2169491E-03   5.4221493E-01   1.8409663E+00
   3.4163899E+00   2.3823634E-03   5.5129248E-01   1.8409601E+00
   3.4202688E+00   2.3394404E-03   5.6572866E-01   1.8408825E+00
   3.4280593E+00   2.1889890E-03   6.2744743E-01   1.8411044E+00
   3.4319718E+00   2.1783074E-03   6.3991845E-01   1.8411212E+00
   3.4358964E+00   2.0397720E-03   6.9373685E-01   1.8414413E+00
   3.4398339E+00   2.0165660E-03   7.0720518E-01   1.8414729E+00
   3.4477503E+00   1.6444982E-03   7.9458803E-01   1.8419632E+00
   3.4517303E+00   1.5811744E-03   8.0719268E-01   1.8420000E+00
   3.4557259E+00   1.3528924E-03   8.2221121E-01   1.8420128E+00
   3.4597375E+00   1.1289396E-03   8.7414187E-01   1.8423774E+00
   3.4678113E+00   9.4188441E-04   9.0797591E-01   1.8424399E+00
   3.4718740E+00   6.9184846E-04   9.8055941E-01   1.8428959E+00
   3.4759545E+00   7.1798568E-04   9.9234784E-01   1.8429242E+00
   3.4800527E+00   5.4966385E-04   1.0070101E+00   1.8429190E+00
   3.4841692E+00   2.1688080E-04   1.0574602E+00   1.8432188E+00
   3.4924579E+00  -5.4241784E-05   1.0895568E+00   1.8432373E+00
   3.4966307E+00  -1.9164773E-04   1.1642560E+00   1.8436339E+00
   3.5008233E+00  -6.8113754E-05   1.1730100E+00   1.8436521E+00
   3.5050359E+00  -1.3741727E-04   1.1841897E+00   1.8436370E+00
   3.5092697E+00  -3.0030252E-04   1.2006990E+00   1.8436586E+00
   3.5135252E+00  -7.1865006E-04   1.2781686E+00   1.8443168E+00
