  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   19:04:20  02/29/2024 tjbn     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   3.3570611E+00   2.1051795E-03   5.9030503E-02  -2.5342712E-01
   3.3630009E+00   2.2218723E-03   7.6935746E-02  -2.5276372E-01
   3.3684378E+00   1.4731741E-03   9.8063894E-02  -2.5285169E-01
   3.3718379E+00   1.3340631E-03   1.0957748E-01  -2.5286421E-01
   3.3766706E+00   9.9144189E-04   1.2647545E-01  -2.5261131E-01
   3.3827899E+00   2.4967050E-04   1.5016733E-01  -2.5269678E-01
   3.3871014E+00   1.4788773E-03   1.6382009E-01  -2.5252223E-01
   3.3925250E+00   3.0404469E-04   1.7776628E-01  -2.5257069E-01
   3.3977549E+00   2.5485142E-04   2.0167732E-01  -2.5264919E-01
   3.4015167E+00   8.8869361E-04   2.1310568E-01  -2.5248477E-01
   3.4076233E+00  -3.9424523E-04   2.3979606E-01  -2.5344104E-01
   3.4124162E+00  -2.9738978E-04   2.5170362E-01  -2.5281468E-01
   3.4170539E+00  -3.9352005E-04   2.6629490E-01  -2.5314292E-01
   3.4215350E+00  -3.9501134E-05   2.8458115E-01  -2.5328577E-01
   3.4269381E+00   1.5924082E-03   3.0798969E-01  -2.5279239E-01
   3.4321439E+00  -1.7528486E-03   3.2453573E-01  -2.5296772E-01
   3.4361801E+00  -2.7197397E-03   3.4120286E-01  -2.5266269E-01
   3.4410791E+00  -2.3487259E-03   3.5489717E-01  -2.5312594E-01
   3.4467630E+00  -3.7634070E-03   3.7174237E-01  -2.5430933E-01
   3.4513521E+00  -2.8652474E-03   3.9596966E-01  -2.5307778E-01
   3.4559677E+00  -4.6880646E-03   4.1486007E-01  -2.5221401E-01
   3.4616795E+00  -1.7265930E-03   4.2463201E-01  -2.5505707E-01
   3.4658384E+00  -2.5566774E-03   4.3692356E-01  -2.5500977E-01
   3.4706531E+00  -3.8175406E-03   4.6417838E-01  -2.5560853E-01
   3.4761579E+00  -3.6556716E-03   4.8897466E-01  -2.5657591E-01
   3.4815843E+00  -4.7823163E-03   5.0551295E-01  -2.5590441E-01
   3.4852035E+00  -3.1728621E-03   5.1301295E-01  -2.5763789E-01
   3.4907074E+00  -1.5192938E-03   5.2761775E-01  -2.5723931E-01
   3.4962044E+00  -3.6770834E-03   5.5604917E-01  -2.5806943E-01
   3.4998953E+00  -3.1985452E-03   6.0939646E-01  -2.5886697E-01
   3.5054698E+00  -3.5082833E-03   5.7318163E-01  -2.5990000E-01
   3.5110674E+00  -4.4212756E-03   5.7361454E-01  -2.5937849E-01
   3.5147600E+00  -3.9563924E-03   6.0596043E-01  -2.6069584E-01
   3.5202444E+00  -1.7121671E-03   6.6576135E-01  -2.6209900E-01
   3.5256271E+00  -2.1905468E-03   6.7163026E-01  -2.6173282E-01
   3.5310280E+00  -1.8145612E-03   6.7460209E-01  -2.6222312E-01
   3.5346222E+00  -2.0120956E-03   6.8351400E-01  -2.6264083E-01
   3.5400226E+00  -1.5507065E-03   7.1793979E-01  -2.6371041E-01
   3.5454772E+00  -1.7320613E-03   7.3715341E-01  -2.6474217E-01
   3.5492301E+00  -2.6520332E-03   7.6627797E-01  -2.6616687E-01
   3.5547206E+00  -3.0067749E-03   7.7593410E-01  -2.6675943E-01
   3.5603027E+00   4.1394946E-03   7.8235871E-01  -2.6605758E-01
   3.5640500E+00  -2.2865273E-03   8.0612701E-01  -2.7028534E-01
   3.5696211E+00  -4.6289223E-03   8.4563923E-01  -2.6975122E-01
   3.5751295E+00   2.9911501E-03   8.3003992E-01  -2.6925981E-01
   3.5787830E+00  -1.3500834E-03   8.3513266E-01  -2.7085117E-01
   3.5842106E+00  -2.7814058E-03   9.4684142E-01  -2.7250525E-01
   3.5895827E+00   4.7368663E-05   7.9784459E-01  -2.7292603E-01
   3.5948789E+00  -9.3403496E-03   9.8434430E-01  -2.7503380E-01
   3.6000535E+00  -1.3953483E-02   9.6050024E-01  -2.7269441E-01
   3.6034892E+00  -5.2543823E-03   9.4886577E-01  -2.6644582E-01
   3.6085830E+00  -1.2225214E-02   9.6232831E-01  -2.7832472E-01
   3.6137602E+00  -3.8278638E-03   9.8377812E-01  -2.7293843E-01
   3.6187553E+00   5.7841656E-03   9.7130007E-01  -2.7994558E-01
   3.6235049E+00  -5.0908211E-03   1.0341092E+00  -2.8137541E-01
   3.6290002E+00  -4.7305529E-03   1.0486797E+00  -2.8146479E-01
   3.6344688E+00  -1.2088021E-03   1.0492969E+00  -2.8113061E-01
   3.6394556E+00  -4.1719005E-03   1.0797924E+00  -2.8304213E-01
   3.6437137E+00  -9.3962364E-03   1.1022785E+00  -2.8363493E-01
   3.6479890E+00  -8.3688730E-03   1.1163183E+00  -2.8452525E-01
   3.6530137E+00  -8.4549747E-04   1.1255537E+00  -2.8713378E-01
   3.6588144E+00  -4.6021533E-03   1.1435366E+00  -2.8785530E-01
   3.6641428E+00  -1.2550083E-02   1.1636369E+00  -2.8911975E-01
   3.6688800E+00  -1.1672554E-02   1.1755381E+00  -2.8677452E-01
   3.6724460E+00  -1.7217774E-03   1.1955731E+00  -2.8901562E-01
   3.6776206E+00   4.9676122E-03   1.2220994E+00  -2.9381442E-01
   3.6831427E+00  -3.4247024E-03   1.2162133E+00  -2.9341641E-01
   3.6871529E+00  -1.0241368E-02   1.2224956E+00  -2.9412800E-01
   3.6930072E+00  -7.5492739E-05   1.2639513E+00  -2.9629686E-01
   3.6981890E+00   8.0277743E-03   1.2858644E+00  -2.9680029E-01
   3.7027185E+00  -2.9808644E-03   1.2929035E+00  -2.9833978E-01
   3.7079504E+00  -3.4831821E-03   1.3001182E+00  -3.0066165E-01
   3.7133591E+00  -2.2092308E-03   1.3216968E+00  -3.0008045E-01
   3.7169223E+00  -5.4273042E-03   1.3324790E+00  -3.0092666E-01
   3.7221117E+00  -1.4488297E-03   1.3551769E+00  -3.0183405E-01
   3.7278380E+00  -2.3378818E-03   1.3738244E+00  -3.0368704E-01
   3.7321486E+00  -1.5543371E-03   1.3935364E+00  -3.0414063E-01
   3.7369010E+00  -5.4623401E-03   1.3970237E+00  -3.0540538E-01
   3.7419209E+00  -2.3494568E-03   1.4137653E+00  -3.0747119E-01
   3.7483807E+00  -3.9703916E-03   1.4263188E+00  -3.0694827E-01
   3.7529681E+00  -1.1695602E-03   1.4533634E+00  -3.0919021E-01
   3.7577581E+00   9.5754722E-04   1.4636642E+00  -3.0932519E-01
   3.7624090E+00  -1.2025899E-03   1.4740542E+00  -3.1061688E-01
   3.7668750E+00  -1.0232958E-03   1.4907299E+00  -3.0984101E-01
   3.7713771E+00  -1.2393231E-03   1.5165755E+00  -3.1331462E-01
   3.7767413E+00  -8.2505529E-04   1.5245230E+00  -3.1270978E-01
   3.7811923E+00  -3.5043969E-03   1.5378098E+00  -3.1445903E-01
   3.7864079E+00  -1.8658857E-03   1.5493267E+00  -3.1424859E-01
   3.7916434E+00  -4.0091109E-04   1.5623736E+00  -3.1459558E-01
   3.7962976E+00  -2.7061990E-03   1.5828047E+00  -3.1601647E-01
   3.8014910E+00  -8.3906716E-04   1.6028397E+00  -3.1616664E-01
   3.8064592E+00  -4.7341874E-03   1.6124974E+00  -3.1587318E-01
   3.8114324E+00  -5.4350239E-03   1.6299894E+00  -3.1712466E-01
   3.8156283E+00  -7.1942923E-04   1.6392126E+00  -3.1447026E-01
   3.8220193E+00  -2.1168643E-03   1.6596372E+00  -3.1686595E-01
   3.8253193E+00  -4.3799840E-03   1.6740739E+00  -3.1790167E-01
   3.8308215E+00  -2.1205032E-03   1.6943280E+00  -3.1804094E-01
   3.8362083E+00  -2.3776093E-03   1.7013088E+00  -3.1748065E-01
   3.8418708E+00  -6.1591594E-03   1.7049468E+00  -3.2228720E-01
   3.8459330E+00  -1.0028196E-03   1.7303076E+00  -3.0737802E-01
   3.8504114E+00  -3.0024832E-03   1.7388819E+00  -3.1702068E-01
   3.8553488E+00  -2.4785458E-03   1.7777220E+00  -3.1280044E-01
   3.8607924E+00  -2.7838273E-03   1.7746940E+00  -3.1304184E-01
   3.8667254E+00  -1.4005604E-03   1.7755541E+00  -3.1029695E-01
   3.8697922E+00  -1.2472448E-03   1.7783797E+00  -3.1312284E-01
   3.8759084E+00  -1.2405832E-04   1.8105088E+00  -3.1477186E-01
   3.8808548E+00  -6.6757627E-04   1.8325274E+00  -3.1404418E-01
   3.8860183E+00   1.8255271E-03   1.8370553E+00  -3.0871987E-01
   3.8916323E+00   2.3781550E-04   1.8482730E+00  -3.1177065E-01
   3.8946109E+00  -5.9828446E-05   1.8707528E+00  -3.1133595E-01
   3.9007814E+00   1.8939358E-03   1.8733406E+00  -3.1253117E-01
   3.9040997E+00   1.8441062E-03   1.8790414E+00  -3.1064993E-01
   3.9101520E+00   1.9436902E-03   1.9034009E+00  -3.1274569E-01
   3.9134068E+00   1.6534069E-03   1.9072871E+00  -3.1203637E-01
   3.9197185E+00   2.5580972E-03   1.9242352E+00  -3.1627727E-01
   3.9258964E+00   2.3037626E-03   1.9463325E+00  -3.1605232E-01
   3.9291456E+00   4.0378431E-03   1.9485103E+00  -3.1676096E-01
   3.9338763E+00   2.8808767E-03   1.9652463E+00  -3.1661481E-01
   3.9388037E+00   3.7677288E-03   1.9719306E+00  -3.2013962E-01
   3.9441342E+00   3.2860220E-03   1.9861423E+00  -3.2221860E-01
   3.9489086E+00   4.7501428E-03   2.0002024E+00  -3.2558623E-01
   3.9542606E+00   5.4890336E-03   2.0280519E+00  -3.3055115E-01
   3.9593365E+00   2.5534495E-03   2.0121348E+00  -3.3006874E-01
   3.9643898E+00   3.1065564E-03   2.0223277E+00  -3.3080709E-01
   3.9688823E+00   2.8104668E-03   2.0300462E+00  -3.3359808E-01
   3.9747353E+00   3.6198318E-03   2.0492549E+00  -3.3972687E-01
   3.9799390E+00   4.6334136E-03   2.0545843E+00  -3.4189999E-01
   3.9838560E+00   9.7654166E-04   2.0612688E+00  -3.4400553E-01
   3.9881747E+00   3.7700634E-03   2.0674024E+00  -3.4428862E-01
   3.9929359E+00   2.9429973E-03   2.0773020E+00  -3.4635186E-01
   3.9981854E+00   3.0454735E-03   2.0879138E+00  -3.5110870E-01
   4.0027466E+00   4.3622609E-03   2.0989861E+00  -3.5143206E-01
   4.0081697E+00   6.1097662E-03   2.1162724E+00  -3.5600397E-01
   4.0132790E+00   4.0506199E-03   2.1117480E+00  -3.5821420E-01
   4.0191903E+00   8.4481563E-04   2.1145496E+00  -3.6660877E-01
   4.0236359E+00   1.6230058E-03   2.1234348E+00  -3.6549631E-01
   4.0285373E+00   1.3344140E-04   2.1331983E+00  -3.6680597E-01
   4.0329967E+00  -2.9580211E-03   2.1461139E+00  -3.6916402E-01
   4.0389748E+00   3.3513468E-04   2.1394286E+00  -3.7922251E-01
   4.0434289E+00  -3.3284398E-03   2.1456645E+00  -3.7757206E-01
   4.0477934E+00  -3.4537171E-03   2.1578610E+00  -3.7893450E-01
   4.0538363E+00  -4.5222240E-03   2.1526392E+00  -3.9253333E-01
   4.0578432E+00  -1.6305128E-03   2.1572862E+00  -3.9097002E-01
   4.0637159E+00  -5.5200467E-03   2.1755853E+00  -3.9196137E-01
   4.0678372E+00   8.4215711E-04   2.1649873E+00  -3.9888957E-01
   4.0719905E+00  -6.0238820E-03   2.1792393E+00  -4.0120980E-01
   4.0765700E+00  -8.3547141E-03   2.1848557E+00  -4.0412718E-01
   4.0830245E+00  -4.7516660E-03   2.1887319E+00  -4.1048253E-01
   4.0870829E+00  -2.4493162E-03   2.1900797E+00  -4.1541031E-01
   4.0930810E+00  -3.4514908E-03   2.1712368E+00  -4.2259753E-01
   4.0974016E+00  -8.6984020E-03   2.1864460E+00  -4.2455125E-01
   4.1020603E+00  -6.0247141E-03   2.1894712E+00  -4.2740595E-01
   4.1071968E+00  -1.0036972E-02   2.1948299E+00  -4.3106151E-01
   4.1112089E+00  -4.2130216E-03   2.1994720E+00  -4.3712962E-01
   4.1177273E+00  -6.5430333E-03   2.1824839E+00  -4.4419420E-01
   4.1214495E+00  -6.2878756E-03   2.1881819E+00  -4.4964856E-01
   4.1277595E+00  -2.2422180E-03   2.1762991E+00  -4.5477989E-01
   4.1320376E+00  -1.0996145E-02   2.1894872E+00  -4.5852479E-01
   4.1366210E+00  -3.2579084E-03   2.1838527E+00  -4.6618801E-01
   4.1414413E+00  -4.8027658E-03   2.1692395E+00  -4.7145388E-01
   4.1473012E+00  -8.4409397E-03   2.1633985E+00  -4.7385749E-01
   4.1525102E+00  -5.6528170E-03   2.1674757E+00  -4.7942877E-01
   4.1572447E+00  -2.2898701E-03   2.1583126E+00  -4.8638782E-01
   4.1607041E+00  -3.5285053E-03   2.1506793E+00  -4.8909709E-01
   4.1665692E+00  -3.1008073E-03   2.1472661E+00  -4.9531630E-01
   4.1709547E+00   3.4117763E-04   2.1355841E+00  -4.9884549E-01
   4.1767197E+00   1.1795235E-03   2.1421177E+00  -5.0579947E-01
   4.1805382E+00  -6.5199942E-03   2.1186771E+00  -5.0995749E-01
   4.1863422E+00   4.7134850E-04   2.1098952E+00  -5.1545835E-01
   4.1907110E+00  -1.8418349E-03   2.1013250E+00  -5.1862955E-01
   4.1969695E+00   1.0524757E-03   2.1022029E+00  -5.2566803E-01
   4.2008181E+00  -1.8707097E-03   2.0913544E+00  -5.2992654E-01
   4.2050610E+00   1.6348199E-03   2.0828362E+00  -5.3360015E-01
   4.2113304E+00   2.9770408E-03   2.0482893E+00  -5.4321444E-01
   4.2151675E+00  -2.2929304E-03   2.0288081E+00  -5.4662305E-01
   4.2212844E+00  -1.8909215E-03   2.0333905E+00  -5.4937166E-01
   4.2250366E+00   1.9165565E-04   2.0406075E+00  -5.5303007E-01
   4.2308097E+00   2.3539669E-03   2.0170066E+00  -5.5783790E-01
   4.2346935E+00   2.6693207E-03   1.9947339E+00  -5.6322110E-01
   4.2406669E+00  -9.2844706E-04   1.8916868E+00  -5.7526219E-01
   4.2451220E+00   2.5115660E-03   1.9344565E+00  -5.7352662E-01
   4.2491965E+00  -6.6112615E-03   1.9492176E+00  -5.7124138E-01
   4.2556605E+00   1.8515795E-03   1.9406269E+00  -5.8056331E-01
   4.2601733E+00   2.7316080E-03   1.9050574E+00  -5.8703047E-01
   4.2645192E+00  -2.3802617E-03   1.8834915E+00  -5.9103882E-01
   4.2710452E+00   2.3325663E-03   1.8564554E+00  -5.9637654E-01
   4.2754602E+00  -7.9000667E-03   1.8420411E+00  -5.9932053E-01
   4.2798829E+00  -1.6862804E-03   1.8365033E+00  -6.0174364E-01
   4.2841344E+00  -1.6419742E-03   1.7640110E+00  -6.0745358E-01
   4.2885103E+00  -3.3935518E-03   1.7840841E+00  -6.0662282E-01
   4.2954178E+00  -3.8827853E-03   1.7983314E+00  -6.1085391E-01
   4.2988682E+00  -7.7752565E-04   1.7826357E+00  -6.1688006E-01
   4.3041601E+00  -3.5635394E-04   1.6018778E+00  -6.2848604E-01
   4.3092794E+00   4.5507448E-03   1.7482550E+00  -6.2183332E-01
   4.3148484E+00  -6.9871028E-03   1.7276762E+00  -6.2377685E-01
   4.3184218E+00  -7.3262565E-03   1.6378087E+00  -6.2962019E-01
   4.3240719E+00  -6.3504754E-03   1.5856545E+00  -6.3481975E-01
   4.3291564E+00  -2.3634268E-03   1.5800161E+00  -6.3775784E-01
   4.3337135E+00   2.8991464E-03   1.5831630E+00  -6.3938987E-01
   4.3393631E+00  -3.2277289E-03   1.5667430E+00  -6.4537066E-01
   4.3437123E+00  -8.1323925E-03   1.5322238E+00  -6.4075756E-01
   4.3480549E+00  -6.8677180E-03   1.4746531E+00  -6.4880943E-01
   4.3545156E+00  -1.1614472E-02   1.4070994E+00  -6.4691925E-01
   4.3579664E+00  -8.2364473E-03   1.4112931E+00  -6.5176368E-01
   4.3628540E+00  -6.6101616E-03   1.4162561E+00  -6.5461206E-01
   4.3689499E+00  -8.9806495E-03   1.3870054E+00  -6.6074878E-01
   4.3735261E+00  -8.5312938E-03   1.3378890E+00  -6.5887034E-01
   4.3781409E+00  -1.2137131E-02   1.2894468E+00  -6.5170622E-01
   4.3828812E+00  -8.2095005E-03   1.2511423E+00  -6.6760182E-01
   4.3876696E+00  -1.3454581E-02   1.2304788E+00  -6.6389948E-01
   4.3924704E+00  -1.0013137E-02   1.2134805E+00  -6.6817969E-01
   4.3973022E+00  -9.6239578E-03   1.1790229E+00  -6.7078620E-01
   4.4038086E+00  -1.0167627E-02   1.1357963E+00  -6.7457646E-01
   4.4071460E+00  -9.6486360E-03   1.1082559E+00  -6.7396575E-01
   4.4122863E+00  -7.9140374E-03   1.0614946E+00  -6.8007886E-01
   4.4176173E+00  -1.0012882E-02   1.0299475E+00  -6.8241984E-01
   4.4232888E+00  -1.0804556E-02   9.9642342E-01  -6.8556124E-01
   4.4275165E+00  -1.1436020E-02   9.4903713E-01  -6.8804169E-01
   4.4320583E+00  -1.1174157E-02   9.1662496E-01  -6.9117683E-01
   4.4366212E+00  -1.0913621E-02   8.9208800E-01  -6.9419801E-01
   4.4435062E+00  -1.1755783E-02   8.4193522E-01  -7.0059395E-01
   4.4478507E+00  -1.0196478E-02   8.0508786E-01  -7.0448685E-01
   4.4522419E+00  -1.1187082E-02   7.6146954E-01  -7.0693439E-01
   4.4567332E+00  -1.0325777E-02   7.2805196E-01  -7.0887351E-01
   4.4611878E+00  -1.1095997E-02   6.9459784E-01  -7.1182501E-01
   4.4678316E+00  -9.8659899E-03   6.4341080E-01  -7.1627170E-01
   4.4722481E+00  -9.6910652E-03   6.1120087E-01  -7.1860862E-01
   4.4766660E+00  -1.0081677E-02   5.7673419E-01  -7.2106469E-01
   4.4810753E+00  -1.0028905E-02   5.3351927E-01  -7.2429287E-01
   4.4877262E+00  -9.4202366E-03   4.8159915E-01  -7.2800297E-01
   4.4915934E+00  -8.2100639E-03   4.4467184E-01  -7.3003334E-01
   4.4957838E+00  -8.2351025E-03   4.0652207E-01  -7.3210961E-01
   4.5017514E+00  -7.6952698E-03   3.7528011E-01  -7.3265010E-01
   4.5058932E+00  -8.0382768E-03   3.4832615E-01  -7.3443913E-01
   4.5117035E+00  -8.7097930E-03   2.7145422E-01  -7.3642540E-01
   4.5159526E+00  -7.7166776E-03   2.2598884E-01  -7.3827368E-01
   4.5203366E+00  -8.7394631E-03   1.9796240E-01  -7.3906451E-01
   4.5265069E+00  -7.9084067E-03   1.5994875E-01  -7.4148929E-01
   4.5303984E+00  -8.2607493E-03   1.2491340E-01  -7.4274802E-01
   4.5354524E+00  -7.8111561E-03   8.5961163E-02  -7.4484766E-01
   4.5405135E+00  -8.7869074E-03   3.6503509E-02  -7.4599522E-01
   4.5455780E+00  -9.3670646E-03  -2.9812142E-02  -7.4706393E-01
   4.5508623E+00  -9.4760656E-03  -5.7369187E-02  -7.4862790E-01
   4.5569177E+00  -1.0230821E-02  -8.7185040E-02  -7.4981749E-01
   4.5612197E+00  -1.0325179E-02  -1.2309081E-01  -7.5203437E-01
   4.5656486E+00  -1.0131900E-02  -1.8105443E-01  -7.5147849E-01
   4.5702190E+00  -9.9430308E-03  -2.3315085E-01  -7.5431496E-01
   4.5748763E+00  -9.5955357E-03  -2.5756270E-01  -7.5586981E-01
   4.5816722E+00  -9.6691623E-03  -2.9356661E-01  -7.5761753E-01
   4.5864978E+00  -9.3211988E-03  -3.3278650E-01  -7.5873339E-01
   4.5913768E+00  -9.6792514E-03  -4.8666704E-01  -7.5959831E-01
   4.5958705E+00  -9.1869887E-03  -4.6226397E-01  -7.6088423E-01
   4.6007314E+00  -9.4255498E-03  -4.4443840E-01  -7.6166070E-01
   4.6055884E+00  -9.8786866E-03  -4.4409865E-01  -7.6229310E-01
   4.6104765E+00  -7.9743611E-03  -4.9328321E-01  -7.6280522E-01
   4.6145992E+00  -6.3908319E-03  -7.7228922E-01  -7.6459855E-01
   4.6200256E+00   5.4620445E-04  -7.5005645E-01  -7.6331854E-01
   4.6248498E+00  -9.6566146E-03  -7.1108884E-01  -7.6485139E-01
   4.6302428E+00  -9.5876036E-03  -6.6078973E-01  -7.6499140E-01
   4.6338835E+00  -7.4690096E-03  -6.6566050E-01  -7.6523238E-01
   4.6393132E+00  -6.0926257E-03  -7.7218544E-01  -7.6534033E-01
   4.6450334E+00  -6.8766912E-03  -8.7350947E-01  -7.6560587E-01
   4.6493235E+00  -8.2248338E-03  -8.7903780E-01  -7.6544279E-01
   4.6554341E+00  -5.2953488E-03  -8.8382578E-01  -7.6529974E-01
   4.6593227E+00  -3.5844485E-03  -9.0370274E-01  -7.6533186E-01
   4.6635985E+00  -6.1709504E-03  -9.5613301E-01  -7.6515049E-01
   4.6702733E+00  -7.5960625E-03  -1.0201972E+00  -7.6461869E-01
   4.6745405E+00  -7.0376131E-03  -1.0523477E+00  -7.6460350E-01
   4.6783891E+00  -6.7489361E-03  -1.0780220E+00  -7.6472151E-01
   4.6839914E+00  -6.3886424E-03  -1.1123518E+00  -7.6482964E-01
   4.6890287E+00  -5.7046441E-03  -1.1393539E+00  -7.6450729E-01
   4.6936512E+00  -8.0916975E-03  -1.1677760E+00  -7.6432461E-01
   4.6994276E+00  -4.5975591E-03  -1.2191746E+00  -7.6338625E-01
   4.7043471E+00  -7.7148825E-03  -1.2532057E+00  -7.6348680E-01
   4.7080507E+00  -7.7212709E-03  -1.2777003E+00  -7.6353240E-01
   4.7140818E+00  -7.7286582E-03  -1.3100970E+00  -7.6312327E-01
   4.7180071E+00  -7.1430006E-03  -1.3286057E+00  -7.6226157E-01
   4.7235894E+00  -9.9772578E-03  -1.3502725E+00  -7.6165086E-01
   4.7287893E+00  -5.6808619E-03  -1.3850453E+00  -7.6287842E-01
   4.7342248E+00  -8.4324693E-03  -1.4307569E+00  -7.6136184E-01
   4.7376246E+00  -7.6215826E-03  -1.4498526E+00  -7.6084191E-01
   4.7437754E+00  -1.1836649E-02  -1.4741822E+00  -7.6090878E-01
   4.7482700E+00  -6.3325218E-03  -1.4985536E+00  -7.5970209E-01
   4.7526340E+00  -7.4394415E-03  -1.5302266E+00  -7.5741225E-01
   4.7582607E+00  -2.8510469E-03  -1.5573422E+00  -7.5679439E-01
   4.7626829E+00  -8.1657376E-03  -1.5693235E+00  -7.5639331E-01
   4.7686229E+00  -6.8024495E-03  -1.5929134E+00  -7.5486279E-01
   4.7728858E+00  -5.3751580E-03  -1.6233425E+00  -7.5311232E-01
   4.7783246E+00  -5.8459248E-03  -1.6590203E+00  -7.5264710E-01
   4.7827282E+00  -5.4551424E-03  -1.6718267E+00  -7.5098389E-01
   4.7871642E+00  -2.9719851E-03  -1.6830313E+00  -7.4875116E-01
   4.7930012E+00  -4.2278399E-03  -1.7005367E+00  -7.4616051E-01
   4.7974062E+00  -3.7914729E-03  -1.7203217E+00  -7.4432439E-01
   4.8029809E+00  -3.7035565E-03  -1.7485026E+00  -7.4178267E-01
   4.8068452E+00  -3.3290652E-03  -1.7669625E+00  -7.4008948E-01
   4.8126841E+00  -3.0385801E-03  -1.7953453E+00  -7.3830360E-01
   4.8170838E+00  -7.4705142E-03  -1.8077846E+00  -7.3789418E-01
   4.8221784E+00  -5.1121488E-03  -1.8161893E+00  -7.3726034E-01
   4.8274727E+00  -2.4058016E-03  -1.8235033E+00  -7.3557645E-01
   4.8325386E+00   1.7620921E-03  -1.8353897E+00  -7.3350483E-01
   4.8366218E+00  -8.2171342E-04  -1.8550733E+00  -7.3004121E-01
   4.8416076E+00  -5.4690015E-04  -1.8768847E+00  -7.2492272E-01
   4.8469257E+00  -1.3469412E-02  -1.8908235E+00  -7.2319591E-01
   4.8515754E+00  -8.2024606E-03  -1.9015505E+00  -7.2006238E-01
   4.8565159E+00  -5.8667748E-03  -1.9125494E+00  -7.1917140E-01
   4.8610263E+00  -4.0760869E-03  -1.9136306E+00  -7.1707302E-01
   4.8660316E+00  -1.0535835E-02  -1.9215579E+00  -7.1427184E-01
   4.8716931E+00  -7.6117963E-03  -1.9421885E+00  -7.1161032E-01
   4.8761292E+00  -8.0085802E-04  -1.9608654E+00  -7.0863473E-01
   4.8815050E+00  -4.6108393E-03  -1.9730129E+00  -7.0442134E-01
   4.8866444E+00  -1.1619663E-02  -1.9790995E+00  -7.0243204E-01
   4.8916802E+00  -2.1353206E-03  -1.9694989E+00  -6.9973534E-01
   4.8961749E+00  -2.8581736E-03  -1.9786204E+00  -6.9575840E-01
   4.9011135E+00  -2.0420635E-03  -1.9898539E+00  -6.9211084E-01
   4.9060440E+00  -2.2630908E-03  -2.0043502E+00  -6.8917710E-01
   4.9106321E+00  -1.8142365E-02  -2.0186734E+00  -6.8617207E-01
   4.9164128E+00  -3.1834871E-03  -2.0144088E+00  -6.8260884E-01
   4.9203110E+00  -6.4280076E-04  -2.0073073E+00  -6.8019891E-01
   4.9264808E+00  -1.7331904E-03  -2.0088694E+00  -6.7407870E-01
   4.9312153E+00  -1.3582123E-03  -2.0146370E+00  -6.7179537E-01
