  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   19:04:20  02/29/2024 tjbn     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.6131651E+00   2.2707363E-03   2.3252501E+00  -5.4040271E-01
   1.6164728E+00   1.6196133E-03   2.3354602E+00  -5.4388493E-01
   1.6230192E+00   2.9794925E-03   2.3469057E+00  -5.4581034E-01
   1.6262615E+00   2.5338666E-03   2.3543925E+00  -5.5266458E-01
   1.6326882E+00   3.3725421E-03   2.3654692E+00  -5.5361152E-01
   1.6358365E+00   3.1177814E-03   2.3720202E+00  -5.5524856E-01
   1.6420348E+00   1.1270052E-03   2.3840978E+00  -5.6397718E-01
   1.6482712E+00   3.2552101E-03   2.3940003E+00  -5.6336623E-01
   1.6513749E+00   3.8180666E-03   2.3990805E+00  -5.6511074E-01
   1.6575400E+00   3.0724856E-03   2.4114995E+00  -5.7016778E-01
   1.6606020E+00   1.5260699E-03   2.4109132E+00  -5.7723933E-01
   1.6666780E+00   3.6324547E-03   2.4218423E+00  -5.7728034E-01
   1.6726998E+00   3.2837351E-03   2.4363532E+00  -5.7968897E-01
   1.6756926E+00   2.3114104E-03   2.4419429E+00  -5.8173996E-01
   1.6816448E+00   1.4786976E-03   2.4326127E+00  -5.9220034E-01
   1.6875592E+00   4.4182809E-03   2.4545548E+00  -5.9022212E-01
   1.6905026E+00   4.1318294E-03   2.4615901E+00  -5.9093976E-01
   1.6963612E+00   1.9208193E-03   2.4671926E+00  -5.9642845E-01
   1.7021867E+00   4.8542754E-03   2.4588304E+00  -6.0358828E-01
   1.7050902E+00   4.5861695E-03   2.4655344E+00  -6.0371286E-01
   1.7107568E+00   2.9825915E-03   2.4833558E+00  -6.0547721E-01
   1.7163022E+00   1.7046871E-03   2.4710822E+00  -6.1324239E-01
   1.7210146E+00   6.7055933E-03   2.4976821E+00  -6.1429965E-01
   1.7261697E+00   3.9806673E-03   2.4943333E+00  -6.1524713E-01
   1.7300502E+00   2.3916853E-03   2.4924200E+00  -6.1729199E-01
   1.7353786E+00   3.4891716E-03   2.4928944E+00  -6.2119144E-01
   1.7402554E+00   5.5807256E-03   2.4852550E+00  -6.2430567E-01
   1.7450240E+00   3.9802077E-03   2.5042539E+00  -6.2763822E-01
   1.7496952E+00   1.9394177E-03   2.4987097E+00  -6.3128144E-01
   1.7557589E+00   4.4393688E-03   2.4900219E+00  -6.3067788E-01
   1.7601933E+00   3.8307346E-03   2.4739630E+00  -6.3786185E-01
   1.7645409E+00   3.5866494E-03   2.4739647E+00  -6.3912690E-01
   1.7702414E+00   2.8564672E-03   2.4894590E+00  -6.3762563E-01
   1.7744880E+00   2.9188746E-03   2.4933145E+00  -6.3911456E-01
   1.7801389E+00   4.4671106E-03   2.4878421E+00  -6.4082426E-01
   1.7843918E+00   4.1427491E-03   2.4648809E+00  -6.4424264E-01
   1.7901540E+00   3.1804610E-03   2.4587238E+00  -6.4296132E-01
   1.7945106E+00   3.8072937E-03   2.4595900E+00  -6.4937484E-01
   1.8003663E+00   3.2923294E-03   2.4517126E+00  -6.4696252E-01
   1.8048645E+00   3.5943207E-03   2.4483464E+00  -6.4864612E-01
   1.8093717E+00   4.1937162E-03   2.4418855E+00  -6.5037811E-01
   1.8139366E+00   4.5174533E-03   2.4368241E+00  -6.5370274E-01
   1.8200856E+00   4.4062412E-03   2.3961809E+00  -6.5581322E-01
   1.8247436E+00   4.7856355E-03   2.3848662E+00  -6.6047561E-01
   1.8294414E+00   4.0342915E-03   2.3913109E+00  -6.5269697E-01
   1.8336753E+00   7.2627156E-03   2.3964019E+00  -6.5937263E-01
   1.8391159E+00   4.8003639E-03   2.3949473E+00  -6.6027844E-01
   1.8437977E+00   2.6453685E-03   2.1926787E+00  -6.6914308E-01
   1.8492104E+00   4.6526319E-03   2.3440216E+00  -6.6428298E-01
   1.8530675E+00   3.1091119E-03   2.3924901E+00  -6.6253030E-01
   1.8592004E+00   2.1873824E-03   2.2382114E+00  -6.7428952E-01
   1.8636600E+00   3.9572739E-03   2.2651143E+00  -6.7446244E-01
   1.8685486E+00   2.5115497E-03   2.3022354E+00  -6.7487538E-01
   1.8733176E+00   3.1433983E-03   2.3155017E+00  -6.7833662E-01
   1.8792918E+00   4.4601746E-03   2.1799693E+00  -6.8630672E-01
   1.8831261E+00   3.0592966E-03   2.2354131E+00  -6.8512833E-01
   1.8890755E+00   4.9594529E-03   2.2601857E+00  -6.9092089E-01
   1.8928646E+00   2.9892721E-03   2.1501207E+00  -6.9959062E-01
   1.8983033E+00   1.9826314E-03   2.2321379E+00  -6.8597198E-01
   1.9036478E+00   6.3378313E-03   2.1178679E+00  -7.0029861E-01
   1.9089277E+00   1.6315826E-03   2.1808023E+00  -6.9417024E-01
   1.9122967E+00   4.2457441E-03   2.1370711E+00  -7.0242333E-01
   1.9173051E+00   7.5736144E-03   1.9713206E+00  -7.1920991E-01
   1.9222635E+00   1.2767768E-03   2.1506143E+00  -6.8933135E-01
   1.9276099E+00   7.6667508E-03   1.9306722E+00  -7.2598940E-01
   1.9328388E+00   3.4306322E-03   2.1216254E+00  -6.9664967E-01
   1.9375834E+00  -2.4961990E-03   1.7246182E+00  -7.4752009E-01
   1.9426411E+00  -2.3542021E-03   2.0743766E+00  -7.0875221E-01
   1.9476736E+00   3.8679153E-02   2.1426466E+00  -7.2176462E-01
   1.9519039E+00  -3.7511416E-02   1.6112913E+00  -7.2308415E-01
   1.9567370E+00  -1.3608521E-01   1.8814296E+00  -7.0363253E-01
   1.9623102E+00   3.9741952E-02   1.7964549E+00  -7.3652571E-01
   1.9679525E+00  -2.1201631E-02   1.8207587E+00  -7.2846955E-01
   1.9716760E+00  -3.6081087E-03   1.8045940E+00  -7.3044360E-01
   1.9776434E+00   1.3947181E-02   1.7297662E+00  -7.3852563E-01
   1.9817256E+00   6.3295695E-03   1.7012476E+00  -7.4176943E-01
   1.9874041E+00   3.8586662E-03   1.6475698E+00  -7.4503434E-01
   1.9915390E+00   5.6538042E-03   1.6264977E+00  -7.4356502E-01
   1.9963256E+00   6.6771405E-03   1.6136305E+00  -7.4455011E-01
   2.0018330E+00   4.1486486E-03   1.5671669E+00  -7.4872339E-01
   2.0074186E+00   5.7009449E-03   1.4876078E+00  -7.5320482E-01
   2.0110710E+00   6.9197342E-03   1.4739709E+00  -7.5500381E-01
   2.0164032E+00   4.6723718E-03   1.4648274E+00  -7.5726408E-01
   2.0222685E+00   6.7751566E-03   1.4263260E+00  -7.5883490E-01
   2.0266838E+00   6.0861385E-03   1.3888569E+00  -7.6036519E-01
   2.0311007E+00   5.7580299E-03   1.3381888E+00  -7.6266921E-01
   2.0361006E+00   7.9881335E-03   1.2829174E+00  -7.6598090E-01
   2.0415704E+00   1.0925225E-02   1.2530812E+00  -7.7011633E-01
   2.0459325E+00   4.4733505E-03   1.1908685E+00  -7.6675785E-01
   2.0510819E+00   1.5684171E-02   1.1922296E+00  -7.7115899E-01
   2.0560126E+00   6.1886916E-03   1.1512707E+00  -7.7101868E-01
   2.0608649E+00   4.2829928E-03   1.0677583E+00  -7.7300304E-01
   2.0660646E+00   5.1173586E-03   1.0235755E+00  -7.7482301E-01
   2.0709455E+00   4.4518700E-03   1.0169331E+00  -7.7798706E-01
   2.0756233E+00   1.3766878E-03   9.7590077E-01  -7.7841282E-01
   2.0808320E+00   4.5379438E-03   9.0311551E-01  -7.7987665E-01
   2.0856576E+00   4.6685883E-03   8.7517864E-01  -7.8088468E-01
   2.0904689E+00   4.3424731E-03   8.5564679E-01  -7.8240258E-01
   2.0953376E+00   1.1631799E-02   8.1544852E-01  -7.8419161E-01
   2.1006293E+00   1.0642234E-03   7.5148487E-01  -7.8464574E-01
   2.1049626E+00   3.5045291E-03   7.3530936E-01  -7.8631532E-01
   2.1107697E+00   3.3907543E-03   6.6041213E-01  -7.8806108E-01
   2.1157010E+00   3.1324453E-03   5.8784217E-01  -7.8954500E-01
   2.1200850E+00   3.3680154E-03   5.8677119E-01  -7.9078734E-01
   2.1251256E+00   3.5820270E-03   5.7552135E-01  -7.9190755E-01
   2.1302559E+00   3.2453390E-03   5.4366970E-01  -7.9349500E-01
   2.1351845E+00   4.1797734E-03   4.6838546E-01  -7.9496223E-01
   2.1396976E+00   4.1203657E-03   4.0381631E-01  -7.9538500E-01
   2.1452417E+00  -1.3229018E-04   3.7168327E-01  -7.9590684E-01
   2.1491749E+00   4.1466211E-03   3.5324493E-01  -7.9672891E-01
   2.1541879E+00   3.2412505E-03   3.1184787E-01  -7.9690635E-01
   2.1594365E+00   5.2784057E-03   2.6429749E-01  -7.9761243E-01
   2.1641028E+00   1.2655476E-03   2.2297172E-01  -7.9771537E-01
   2.1688988E+00   3.1734733E-03   1.7861901E-01  -7.9832947E-01
   2.1742787E+00   2.5773246E-03   1.2353560E-01  -7.9955101E-01
   2.1787310E+00   2.3157559E-03   8.1315897E-02  -7.9996824E-01
   2.1838849E+00   2.1921210E-03   4.4065237E-02  -7.9930872E-01
   2.1898258E+00   1.3711705E-03   2.5591548E-03  -7.9853272E-01
   2.1937287E+00   2.2147940E-03  -2.6140522E-02  -7.9905707E-01
   2.1989727E+00   1.6270002E-03  -6.8141721E-02  -7.9981101E-01
   2.2045627E+00   4.3317014E-03  -1.1906572E-01  -7.9951960E-01
   2.2086298E+00   2.5509025E-03  -1.5630561E-01  -7.9940343E-01
   2.2141209E+00  -1.0359414E-05  -2.1336371E-01  -7.9648858E-01
   2.2183051E+00  -2.1115069E-03  -2.4053934E-01  -7.9753268E-01
   2.2239897E+00   1.2898045E-03  -2.7551448E-01  -7.9717797E-01
   2.2281184E+00  -1.7095675E-03  -3.0345881E-01  -7.9654819E-01
   2.2333379E+00   5.5427349E-04  -3.5618439E-01  -7.9658478E-01
   2.2383580E+00   2.1705008E-03  -4.2014518E-01  -7.9390723E-01
   2.2432625E+00  -1.4515214E-03  -4.4206837E-01  -7.9706472E-01
   2.2481749E+00  -7.1809031E-03  -4.7278175E-01  -7.9364759E-01
   2.2532725E+00   2.2419353E-04  -4.8667401E-01  -7.9588401E-01
   2.2578044E+00  -8.8259170E-04  -5.4494685E-01  -7.9304892E-01
   2.2630506E+00   1.8734727E-03  -5.8522457E-01  -7.9238194E-01
   2.2684610E+00  -1.9626427E-04  -6.3172919E-01  -7.9123664E-01
   2.2734811E+00  -3.9986251E-03  -6.6384262E-01  -7.9045999E-01
   2.2785435E+00   3.8571770E-03  -6.9199103E-01  -7.8819638E-01
   2.2825844E+00  -5.0450307E-03  -7.3293734E-01  -7.8772253E-01
   2.2882023E+00  -1.2475695E-03  -7.5787491E-01  -7.8866845E-01
   2.2924662E+00   6.2705379E-04  -7.7957380E-01  -7.8742123E-01
   2.2979922E+00  -1.1494794E-04  -8.1887847E-01  -7.8536403E-01
   2.3029776E+00   4.2630192E-03  -8.6330795E-01  -7.8401512E-01
   2.3071229E+00  -6.2402064E-04  -8.9953947E-01  -7.8351402E-01
   2.3128779E+00  -3.4087824E-03  -9.3335259E-01  -7.7734703E-01
   2.3172457E+00  -9.6787780E-04  -9.5701903E-01  -7.7534539E-01
   2.3217127E+00  -1.1525905E-03  -9.8573923E-01  -7.7297992E-01
   2.3274968E+00   3.8142113E-03  -1.0232913E+00  -7.7050036E-01
   2.3316905E+00  -2.5761402E-03  -1.0418205E+00  -7.6889300E-01
   2.3369534E+00  -6.3239466E-03  -1.0801469E+00  -7.6730686E-01
   2.3423545E+00   1.7403940E-03  -1.1130092E+00  -7.6566374E-01
   2.3463480E+00  -2.9620635E-03  -1.1376771E+00  -7.6323819E-01
   2.3516204E+00   2.0923850E-04  -1.1557177E+00  -7.5843018E-01
   2.3568368E+00  -4.4313404E-03  -1.1832793E+00  -7.5405645E-01
   2.3615367E+00  -5.1805256E-03  -1.2147269E+00  -7.5074369E-01
   2.3665345E+00   1.0342589E-02  -1.2437257E+00  -7.4749976E-01
   2.3710606E+00  -6.4139888E-03  -1.2671851E+00  -7.4590677E-01
   2.3760328E+00   3.3307909E-03  -1.2826539E+00  -7.4402016E-01
   2.3816750E+00   2.5395923E-03  -1.2913574E+00  -7.3958969E-01
   2.3862674E+00   9.7191166E-03  -1.3277763E+00  -7.3858714E-01
   2.3910041E+00  -1.1216108E-02  -1.3469251E+00  -7.3496866E-01
   2.3967607E+00   8.3913775E-03  -1.3736249E+00  -7.2878152E-01
   2.4007750E+00   1.3414238E-03  -1.3997856E+00  -7.2628748E-01
   2.4064631E+00  -4.5453259E-03  -1.4256561E+00  -7.2395641E-01
   2.4106545E+00   2.7777066E-03  -1.4180601E+00  -7.2193849E-01
   2.4155512E+00  -1.2453449E-03  -1.4405197E+00  -7.1791822E-01
   2.4214377E+00  -6.3988413E-03  -1.4833301E+00  -7.1173775E-01
   2.4262352E+00   6.8378408E-04  -1.4891994E+00  -7.0854300E-01
   2.4308121E+00  -4.7048675E-03  -1.5065843E+00  -7.0515263E-01
   2.4359059E+00  -3.8626881E-03  -1.5231380E+00  -6.9953007E-01
   2.4403188E+00   1.0684282E-03  -1.5422560E+00  -6.9647110E-01
   2.4454920E+00   1.0493238E-03  -1.5468273E+00  -6.9297230E-01
   2.4507837E+00  -1.8300372E-03  -1.5555546E+00  -6.8584174E-01
   2.4558022E+00  -1.1272788E-03  -1.5821228E+00  -6.8150800E-01
   2.4605291E+00  -4.0046829E-03  -1.5926408E+00  -6.7808378E-01
   2.4646273E+00  -5.4191384E-03  -1.5962363E+00  -6.7417628E-01
   2.4701574E+00   2.4575712E-03  -1.6008382E+00  -6.6901219E-01
   2.4749033E+00  -8.4599741E-03  -1.6138016E+00  -6.6296703E-01
   2.4795344E+00  -9.9451386E-04  -1.6220372E+00  -6.5892357E-01
   2.4855952E+00   4.7737898E-04  -1.6417445E+00  -6.5302736E-01
   2.4906106E+00   1.4038747E-03  -1.6480275E+00  -6.4694935E-01
   2.4943862E+00  -8.4233433E-03  -1.6545140E+00  -6.4378905E-01
   2.5001440E+00  -3.5487595E-03  -1.6551589E+00  -6.3846886E-01
   2.5049047E+00  -2.5508742E-04  -1.6603903E+00  -6.3203031E-01
   2.5098746E+00  -3.1751636E-03  -1.6709523E+00  -6.2903565E-01
   2.5153353E+00  -1.2404892E-03  -1.6798112E+00  -6.2337309E-01
   2.5194404E+00   3.8268030E-04  -1.6833755E+00  -6.1810476E-01
   2.5237134E+00  -1.8377850E-03  -1.6864433E+00  -6.1289746E-01
   2.5302603E+00  -8.6252717E-03  -1.6916356E+00  -6.0772836E-01
   2.5341985E+00   2.3538598E-03  -1.6943332E+00  -6.0164225E-01
   2.5394678E+00  -1.2625974E-03  -1.6949914E+00  -5.9514534E-01
   2.5444155E+00  -4.8467779E-04  -1.7015634E+00  -5.9053123E-01
   2.5494225E+00  -3.7046790E-03  -1.7057711E+00  -5.8694834E-01
   2.5531762E+00   7.1623351E-04  -1.7068162E+00  -5.8174098E-01
   2.5589957E+00  -1.8202242E-03  -1.7086890E+00  -5.7549769E-01
   2.5646508E+00  -4.8960960E-03  -1.7106284E+00  -5.7055700E-01
   2.5686772E+00  -3.2765770E-03  -1.7154135E+00  -5.6623650E-01
   2.5727570E+00   4.2132370E-04  -1.7143778E+00  -5.6097072E-01
   2.5779250E+00  -5.4722824E-03  -1.7113519E+00  -5.5567497E-01
   2.5835598E+00   1.2822311E-03  -1.7137460E+00  -5.5020183E-01
   2.5878015E+00  -9.2435436E-04  -1.7147034E+00  -5.4585147E-01
   2.5936735E+00  -2.3424446E-03  -1.7093042E+00  -5.3770465E-01
   2.5978577E+00  -5.2368781E-04  -1.7164016E+00  -5.3654981E-01
   2.6024711E+00  -1.4088500E-03  -1.7206861E+00  -5.3264552E-01
   2.6075230E+00  -9.0866542E-04  -1.7206082E+00  -5.2770036E-01
   2.6126649E+00  -1.2393637E-03  -1.7098060E+00  -5.2079624E-01
   2.6178069E+00  -1.8085259E-03  -1.7034062E+00  -5.1461238E-01
   2.6229489E+00  -2.9875282E-03  -1.7027115E+00  -5.0811225E-01
   2.6280909E+00  -1.5465396E-03  -1.7069731E+00  -5.0327510E-01
   2.6332328E+00  -2.3879253E-03  -1.7065510E+00  -4.9794662E-01
   2.6382670E+00  -1.4400134E-03  -1.6975415E+00  -4.9239641E-01
   2.6434088E+00  -3.5838905E-04  -1.6873158E+00  -4.8785400E-01
   2.6484222E+00   1.8985737E-04  -1.6671559E+00  -4.8324531E-01
   2.6535578E+00  -1.3580134E-03  -1.7053272E+00  -4.8450616E-01
   2.6586998E+00  -2.7961137E-03  -1.6677179E+00  -4.7286904E-01
   2.6612706E+00  -2.3991163E-03  -1.6770040E+00  -4.7144601E-01
   2.6663575E+00  -1.0291734E-03  -1.6869320E+00  -4.6800771E-01
   2.6717730E+00  -2.0235318E-03  -1.6569457E+00  -4.6009091E-01
   2.6769822E+00   1.2582127E-04  -1.6631542E+00  -4.5849830E-01
   2.6817818E+00  -2.3247234E-03  -1.6665571E+00  -4.5441166E-01
   2.6862755E+00  -1.6496829E-03  -1.6465290E+00  -4.4933355E-01
   2.6925611E+00  -1.2819915E-03  -1.6547081E+00  -4.4738188E-01
   2.6965075E+00  -1.2630835E-03  -1.6517650E+00  -4.4450536E-01
   2.7021315E+00  -6.1351788E-04  -1.6224573E+00  -4.3701580E-01
   2.7074599E+00  -2.5585981E-03  -1.6204591E+00  -4.3322021E-01
   2.7124655E+00  -1.9364605E-03  -1.6232202E+00  -4.2989853E-01
   2.7172470E+00  -1.7643529E-03  -1.6174129E+00  -4.2520785E-01
   2.7223606E+00  -4.0867325E-04  -1.6094621E+00  -4.2256966E-01
   2.7273066E+00  -1.0990293E-04  -1.5805058E+00  -4.1779661E-01
   2.7319593E+00  -9.4934605E-04  -1.5441663E+00  -4.1336173E-01
   2.7365162E+00  -2.0098747E-03  -1.5875137E+00  -4.1645199E-01
   2.7410738E+00   2.9481084E-03  -1.6104947E+00  -4.1358638E-01
   2.7458632E+00  -4.5410576E-04  -1.5694021E+00  -4.0671679E-01
   2.7513933E+00  -8.3641261E-03  -1.5648276E+00  -4.0577054E-01
   2.7570970E+00   8.2737040E-03  -1.5514100E+00  -4.0321693E-01
   2.7613266E+00  -5.5774776E-03  -1.4913405E+00  -3.9406270E-01
   2.7657983E+00  -4.7501724E-04  -1.5058008E+00  -3.9534622E-01
   2.7701807E+00   3.4751422E-03  -1.5381930E+00  -3.9500746E-01
   2.7758121E+00   1.4918053E-04  -1.5390449E+00  -3.9167011E-01
   2.7813683E+00   2.9352815E-03  -1.3761958E+00  -3.7886235E-01
   2.7852223E+00  -8.8092722E-03  -1.6637031E+00  -3.9557496E-01
   2.7912679E+00  -8.4555894E-03  -1.4836682E+00  -3.8294762E-01
   2.7953846E+00   3.9819274E-03  -1.4773343E+00  -3.9333153E-01
   2.8003116E+00  -2.1549324E-04  -1.4673527E+00  -3.7507874E-01
   2.8057404E+00  -6.2149707E-03  -1.4776163E+00  -3.5564384E-01
   2.8110275E+00   3.9261705E-03  -1.3908173E+00  -3.9134961E-01
   2.8156362E+00  -4.1476483E-03  -1.4572666E+00  -3.6604133E-01
   2.8209715E+00   5.9483447E-03  -1.4352486E+00  -3.7226558E-01
   2.8247552E+00  -5.5762478E-03  -1.4288598E+00  -3.7044260E-01
   2.8305261E+00  -1.3272001E-03  -1.3468275E+00  -3.6473563E-01
   2.8346009E+00  -2.6514365E-03  -1.4070125E+00  -3.6770672E-01
   2.8399470E+00   3.6163402E-03  -1.4177375E+00  -3.6586931E-01
   2.8448272E+00   1.7419420E-04  -1.3558366E+00  -3.6417642E-01
   2.8498237E+00   2.9227068E-04  -1.3310515E+00  -3.5926941E-01
   2.8549883E+00   2.8433240E-04  -1.3502384E+00  -3.5898760E-01
   2.8593936E+00  -3.0533755E-03  -1.3580391E+00  -3.5810816E-01
   2.8646939E+00  -3.4005861E-04  -1.3458067E+00  -3.5746378E-01
   2.8694062E+00  -4.0172334E-04  -1.3155682E+00  -3.5599622E-01
   2.8746173E+00   4.0182308E-04  -1.2762661E+00  -3.5199940E-01
   2.8795872E+00  -3.6281531E-04  -1.2806357E+00  -3.5075477E-01
   2.8842461E+00   3.4970746E-04  -1.2868632E+00  -3.4912512E-01
   2.8898702E+00   1.4770802E-03  -1.2799721E+00  -3.4625843E-01
   2.8947580E+00   3.5536449E-04  -1.2461616E+00  -3.4614530E-01
   2.8992617E+00   6.6411769E-04  -1.2323726E+00  -3.4509617E-01
   2.9036469E+00  -8.0912194E-04  -1.2292749E+00  -3.4305450E-01
   2.9090838E+00   2.7030245E-03  -1.2156206E+00  -3.4005994E-01
   2.9144495E+00   7.8341155E-04  -1.2035501E+00  -3.3911407E-01
   2.9186056E+00  -1.0713837E-03  -1.1842885E+00  -3.3729804E-01
   2.9235823E+00   1.3035423E-03  -1.1733336E+00  -3.3538893E-01
   2.9287760E+00  -1.4756074E-04  -1.1741035E+00  -3.3362249E-01
   2.9334955E+00  -6.3472665E-03  -1.1735389E+00  -3.3199120E-01
   2.9390113E+00   1.2356628E-02  -1.1427481E+00  -3.3155927E-01
   2.9432726E+00  -5.0281109E-03  -1.1164107E+00  -3.2953987E-01
   2.9482186E+00   1.8672571E-03  -1.1090627E+00  -3.3005306E-01
   2.9540529E+00   1.3878961E-03  -1.1170269E+00  -3.2682875E-01
   2.9586866E+00  -9.6704345E-03  -1.0533072E+00  -3.2561287E-01
   2.9629803E+00   7.3722000E-03  -1.1047804E+00  -3.2527536E-01
   2.9686067E+00  -1.9898084E-03  -1.0798352E+00  -3.2291678E-01
   2.9733782E+00   3.6152592E-03  -1.0519891E+00  -3.2243323E-01
   2.9777749E+00   1.6082553E-03  -1.0192446E+00  -3.1897730E-01
   2.9833326E+00   1.3249523E-03  -1.0258843E+00  -3.1831720E-01
   2.9880345E+00   3.7489159E-03  -1.0271946E+00  -3.1679845E-01
   2.9928939E+00   3.0195217E-03  -1.0105383E+00  -3.1596598E-01
   2.9983349E+00  -1.1155653E-03  -1.0040284E+00  -3.1379780E-01
   3.0027606E+00   2.7283363E-03  -9.6812558E-01  -3.1308934E-01
   3.0083520E+00   2.0214773E-03  -9.6052116E-01  -3.1167817E-01
   3.0132163E+00   1.7489135E-03  -9.5927978E-01  -3.1048253E-01
   3.0178797E+00   2.2225957E-03  -9.4622517E-01  -3.0920964E-01
   3.0218585E+00   2.4783891E-03  -9.3446141E-01  -3.0836192E-01
   3.0278332E+00   4.1855880E-04  -9.0781409E-01  -3.0706763E-01
   3.0321801E+00   2.2489859E-03  -8.9267582E-01  -3.0604607E-01
   3.0367417E+00   2.6926619E-03  -8.8667434E-01  -3.0356473E-01
   3.0422239E+00   6.9592590E-03  -8.8070381E-01  -3.0260593E-01
   3.0470979E+00   3.5536310E-03  -8.6517525E-01  -3.0124211E-01
   3.0520403E+00   1.6749671E-03  -8.5082501E-01  -2.9899862E-01
   3.0575545E+00   2.8500748E-03  -8.3369762E-01  -2.9763815E-01
   3.0617054E+00   2.7329526E-03  -8.3023345E-01  -2.9779989E-01
   3.0661540E+00   2.3948397E-03  -8.1594408E-01  -2.9437298E-01
   3.0717571E+00   1.3056945E-03  -8.0037099E-01  -2.9413134E-01
   3.0767624E+00   1.5158134E-03  -7.8246844E-01  -2.9318404E-01
   3.0811205E+00   1.5146994E-03  -7.7026713E-01  -2.9212880E-01
   3.0873501E+00   1.6692522E-03  -7.5803161E-01  -2.9078299E-01
   3.0908580E+00   1.7543300E-03  -7.0639741E-01  -2.8743133E-01
   3.0961306E+00   7.9517189E-04  -7.3221225E-01  -2.8923014E-01
   3.1019530E+00   1.1823892E-03  -7.5342304E-01  -2.8914720E-01
   3.1063361E+00   1.9713507E-03  -7.4721050E-01  -2.8752375E-01
   3.1109684E+00   9.3067274E-04  -6.2751889E-01  -2.8182274E-01
   3.1155717E+00   6.8320980E-04  -6.5964907E-01  -2.8261685E-01
   3.1219223E+00   3.0857262E-03  -6.0448140E-01  -2.8159431E-01
   3.1261120E+00   1.5849379E-03  -6.2709492E-01  -2.8120199E-01
   3.1307309E+00   1.4757231E-03  -6.6320628E-01  -2.8111187E-01
   3.1358235E+00   2.2274815E-03  -6.6777819E-01  -2.7999538E-01
   3.1412041E+00   1.9506142E-03  -6.1896652E-01  -2.7855057E-01
   3.1455743E+00   1.5123358E-03  -6.0969192E-01  -2.7861562E-01
   3.1500301E+00   1.5694083E-03  -6.0403818E-01  -2.7666289E-01
   3.1546690E+00   1.6210700E-03  -5.3611284E-01  -2.7242583E-01
   3.1605678E+00   1.5053308E-03  -5.6476873E-01  -2.7458853E-01
   3.1656272E+00   1.3139542E-03  -5.7616884E-01  -2.7435157E-01
   3.1701369E+00   1.8200963E-03  -5.6343043E-01  -2.7266130E-01
   3.1758716E+00   1.7897317E-03  -5.0392723E-01  -2.7057996E-01
   3.1808767E+00   2.1523037E-03  -4.9301922E-01  -2.6909018E-01
   3.1857831E+00   2.8147886E-03  -4.9185964E-01  -2.6856726E-01
   3.1901982E+00   2.3779066E-03  -4.8420951E-01  -2.6808509E-01
   3.1956263E+00   2.6973051E-03  -4.6220434E-01  -2.6776713E-01
   3.2001927E+00   2.9565094E-03  -4.4077855E-01  -2.6682219E-01
   3.2048128E+00   2.7878964E-03  -4.2763737E-01  -2.6599824E-01
   3.2105663E+00   3.1336583E-03  -4.1307750E-01  -2.6534340E-01
   3.2155805E+00   3.1062481E-03  -3.9556769E-01  -2.6455542E-01
   3.2193267E+00   3.1314294E-03  -3.8693300E-01  -2.6429287E-01
   3.2247305E+00   2.8195989E-03  -3.7012920E-01  -2.6372936E-01
   3.2299297E+00   3.3972380E-03  -3.2673702E-01  -2.6255670E-01
   3.2346303E+00   3.5383354E-03  -3.4542015E-01  -2.6240426E-01
   3.2389746E+00   3.7014692E-03  -3.5322690E-01  -2.6209322E-01
   3.2436554E+00   4.1135158E-03  -3.4036359E-01  -2.6127318E-01
   3.2499893E+00   2.8165446E-03  -1.9824117E-01  -2.5836417E-01
   3.2548985E+00   3.8864729E-03  -3.8194743E-01  -2.6125681E-01
   3.2585926E+00   3.9777369E-03  -2.8365397E-01  -2.6007682E-01
   3.2648268E+00   3.1729271E-03  -2.4553025E-01  -2.5846782E-01
   3.2694795E+00   3.6073874E-03  -1.9626679E-01  -2.5717035E-01
   3.2746093E+00   3.1540317E-03  -2.0106433E-01  -2.5759113E-01
   3.2802649E+00   3.4605076E-03  -2.2936127E-01  -2.5807366E-01
   3.2832761E+00   4.1747503E-03  -1.6901752E-01  -2.5678149E-01
   3.2892005E+00   3.1516051E-03  -1.6712636E-01  -2.5608563E-01
   3.2950134E+00   3.0561464E-03  -1.6616316E-01  -2.5592291E-01
   3.2975414E+00   2.9434799E-03  -1.5896884E-01  -2.5585827E-01
   3.3036108E+00   2.9006389E-03  -1.0397731E-01  -2.5584233E-01
   3.3089116E+00   3.1617591E-03  -1.2099162E-01  -2.5564104E-01
   3.3126040E+00   3.5644551E-03  -1.1679473E-01  -2.5519779E-01
   3.3181348E+00   2.9528406E-03  -5.9411176E-02  -2.5423500E-01
   3.3235757E+00   2.9239906E-03  -4.7354072E-02  -2.5438130E-01
   3.3289917E+00   3.1658113E-03  -3.7249401E-02  -2.5411811E-01
   3.3326128E+00   2.6471873E-03  -2.5964634E-02  -2.5394475E-01
   3.3383496E+00   2.6738173E-03  -1.9157502E-03  -2.5357300E-01
   3.3420429E+00   1.9368079E-03   1.5471071E-03  -2.5356895E-01
   3.3475683E+00   2.0170992E-03   2.9856760E-02  -2.5347337E-01
   3.3531389E+00   1.9891297E-03   4.6810612E-02  -2.5330850E-01
