  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   20:03:08  03/05/2024 rjju     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1788615E+00   2.3809556E-02  -5.0650043E+00   1.2064929E+00
   1.1825236E+00   2.1936329E-02  -4.9722681E+00   1.2087373E+00
   1.1856178E+00   1.0467524E-02  -4.9448586E+00   1.2050130E+00
   1.1888210E+00   2.0751519E-02  -4.8841205E+00   1.2063738E+00
   1.1930594E+00   1.9110071E-02  -4.8184638E+00   1.2079915E+00
   1.1958477E+00   3.2827917E-02  -4.8053999E+00   1.2088308E+00
   1.1990216E+00   1.8088942E-02  -4.6870327E+00   1.2109450E+00
   1.2030723E+00   1.9407677E-02  -4.6555805E+00   1.2117342E+00
   1.2060218E+00   2.7654946E-02  -4.6279840E+00   1.2139479E+00
   1.2091480E+00   3.1904377E-02  -4.5884762E+00   1.2163182E+00
   1.2123220E+00   3.0998856E-02  -4.4849343E+00   1.2134883E+00
   1.2157648E+00   2.7119288E-02  -4.4512115E+00   1.2173462E+00
   1.2192761E+00   3.0567519E-02  -4.4105797E+00   1.2168713E+00
   1.2227021E+00   2.4233060E-02  -4.3777452E+00   1.2168260E+00
   1.2260377E+00   3.1630773E-02  -4.3149686E+00   1.2161466E+00
   1.2289495E+00   1.9756719E-02  -4.2838326E+00   1.2185091E+00
   1.2321584E+00   1.8978130E-02  -4.2098365E+00   1.2192217E+00
   1.2356356E+00   1.5277226E-02  -4.1759586E+00   1.2201437E+00
   1.2393169E+00   2.0141238E-02  -4.1055412E+00   1.2215556E+00
   1.2429976E+00   1.8075762E-02  -4.0847778E+00   1.2231935E+00
   1.2454517E+00   2.1341350E-02  -4.0338597E+00   1.2239331E+00
   1.2496698E+00   2.4432195E-02  -4.0593648E+00   1.2318871E+00
   1.2524645E+00   2.4214869E-02  -3.8816152E+00   1.2230179E+00
   1.2558615E+00   2.0417802E-02  -3.8160651E+00   1.2285734E+00
   1.2588817E+00   2.3206772E-02  -3.8383188E+00   1.2255725E+00
   1.2622625E+00   2.3967704E-02  -3.7668393E+00   1.2278066E+00
   1.2656151E+00   2.6812335E-02  -3.7173591E+00   1.2280369E+00
   1.2688913E+00   2.7499167E-02  -3.6537659E+00   1.2281759E+00
   1.2731559E+00   1.6705001E-02  -3.6332035E+00   1.2290893E+00
   1.2762733E+00   2.9620945E-02  -3.5809622E+00   1.2292229E+00
   1.2793201E+00   2.5847780E-02  -3.4674494E+00   1.2293776E+00
   1.2823085E+00   2.8387796E-02  -3.4220107E+00   1.2306499E+00
   1.2858396E+00   3.4630451E-02  -3.4556105E+00   1.2328591E+00
   1.2893550E+00   2.7949966E-02  -3.2943707E+00   1.2323033E+00
   1.2924803E+00   2.9820276E-02  -3.2695782E+00   1.2330810E+00
   1.2960625E+00   3.1952761E-02  -3.2288258E+00   1.2335448E+00
   1.2996137E+00   2.8224919E-02  -3.1862533E+00   1.2337400E+00
   1.3028860E+00   3.9170206E-02  -3.0899701E+00   1.2331129E+00
   1.3058674E+00   3.7180331E-02  -3.0621083E+00   1.2334644E+00
   1.3095393E+00   3.0498784E-02  -2.9582572E+00   1.2344433E+00
   1.3128903E+00   2.8017957E-02  -2.9476266E+00   1.2350070E+00
   1.3160131E+00   3.6957845E-02  -2.8616416E+00   1.2350540E+00
   1.3196845E+00   1.4708850E-02  -2.7972980E+00   1.2356871E+00
   1.3231416E+00   2.7696578E-02  -2.7586360E+00   1.2357241E+00
   1.3264405E+00   3.3084624E-02  -2.6515036E+00   1.2381110E+00
   1.3295960E+00   2.3063179E-02  -2.5861614E+00   1.2366477E+00
   1.3326280E+00   2.9567879E-02  -2.5850389E+00   1.2372615E+00
   1.3361245E+00   2.1087633E-02  -2.5346358E+00   1.2388145E+00
   1.3394861E+00   2.6237827E-02  -2.3938274E+00   1.2428621E+00
   1.3432146E+00   2.1491161E-02  -2.2657411E+00   1.2458335E+00
   1.3463111E+00   2.6949406E-02  -2.2683382E+00   1.2458439E+00
   1.3493634E+00   2.7463758E-02  -2.3204770E+00   1.2393461E+00
   1.3530622E+00   4.2710107E-02  -2.1941879E+00   1.2440189E+00
   1.3565406E+00   2.7353983E-02  -2.0443501E+00   1.2405040E+00
   1.3597678E+00   2.1841064E-02  -1.9455895E+00   1.2447064E+00
   1.3626888E+00   1.9032821E-02  -1.9445882E+00   1.2404168E+00
   1.3661051E+00   3.2960508E-02  -1.8896911E+00   1.2442153E+00
   1.3695061E+00   2.8175123E-02  -1.8103743E+00   1.2420862E+00
   1.3725297E+00   3.0238474E-02  -1.7037818E+00   1.2463851E+00
   1.3760120E+00   1.4800888E-02  -1.6259437E+00   1.2458510E+00
   1.3796107E+00   3.6402281E-02  -1.5813987E+00   1.2445670E+00
   1.3830796E+00   2.4833847E-02  -1.5375782E+00   1.2457068E+00
   1.3865502E+00   3.1337798E-02  -1.4454488E+00   1.2478163E+00
   1.3898299E+00   2.0760091E-02  -1.3300391E+00   1.2478573E+00
   1.3930205E+00   2.2591533E-02  -1.2705895E+00   1.2440695E+00
   1.3965033E+00   2.2168858E-02  -1.1996374E+00   1.2497473E+00
   1.4000084E+00   1.8040359E-02  -1.1341256E+00   1.2492132E+00
   1.4035285E+00   3.2365732E-02  -1.0034823E+00   1.2494628E+00
   1.4058831E+00   2.3834605E-02  -9.2841846E-01   1.2494764E+00
   1.4094262E+00   2.3302022E-02  -8.6015409E-01   1.2509290E+00
   1.4129797E+00   2.3098070E-02  -8.2551360E-01   1.2526021E+00
   1.4165317E+00   1.1865672E-02  -6.8322432E-01   1.2513580E+00
   1.4200813E+00   2.1758810E-02  -6.2770689E-01   1.2504659E+00
   1.4236289E+00   1.8357122E-02  -5.3537315E-01   1.2513034E+00
   1.4259930E+00   1.8475059E-02  -4.8752895E-01   1.2515324E+00
   1.4295378E+00   1.3156331E-02  -3.7870255E-01   1.2524493E+00
   1.4330812E+00   5.5858598E-04  -2.9636252E-01   1.2531416E+00
   1.4366176E+00   2.0514721E-02  -2.0755999E-01   1.2540065E+00
   1.4400800E+00   1.4425918E-02  -1.1939225E-01   1.2548422E+00
   1.4434971E+00   1.6162122E-02  -5.0332937E-02   1.2549027E+00
   1.4469132E+00   1.3134185E-02   6.0960159E-02   1.2552322E+00
   1.4500437E+00   1.0673946E-02   1.3506529E-01   1.2562195E+00
   1.4532129E+00   1.6655993E-02   2.2826661E-01   1.2569084E+00
   1.4567847E+00   7.3348000E-03   2.5081316E-01   1.2623966E+00
   1.4598179E+00   5.7261577E-03   3.9566708E-01   1.2560856E+00
   1.4631420E+00   1.7429747E-02   4.9132714E-01   1.2564647E+00
   1.4667617E+00  -7.8261393E-04   6.5846282E-01   1.2570580E+00
   1.4696543E+00   1.9061731E-02   6.4810765E-01   1.2563941E+00
   1.4729463E+00   2.0254981E-02   6.6927701E-01   1.2574514E+00
   1.4763306E+00   1.1710241E-02   8.1511605E-01   1.2587847E+00
   1.4803154E+00   1.5300581E-04   9.2237324E-01   1.2588905E+00
   1.4832170E+00  -1.1378918E-03   1.0590353E+00   1.2616711E+00
   1.4865758E+00   1.1222120E-02   1.1122218E+00   1.2631004E+00
   1.4901513E+00   2.1299174E-02   1.1325573E+00   1.2618109E+00
   1.4937685E+00   1.0411930E-02   1.2436841E+00   1.2627102E+00
   1.4961489E+00   2.9576715E-02   1.3116213E+00   1.2638618E+00
   1.4997911E+00   2.2035483E-02   1.4162490E+00   1.2657934E+00
   1.5034406E+00   5.0344281E-03   1.5239789E+00   1.2644086E+00
   1.5070968E+00   6.2603904E-03   1.5729612E+00   1.2662457E+00
   1.5095376E+00   1.4868971E-02   1.6389296E+00   1.2659109E+00
   1.5132035E+00   1.1535169E-02   1.8134375E+00   1.2667781E+00
   1.5168748E+00   2.9846770E-03   1.8746939E+00   1.2656476E+00
   1.5202769E+00   4.1269162E-03   1.9636673E+00   1.2682573E+00
   1.5227302E+00   4.6420773E-03   2.0369229E+00   1.2694577E+00
   1.5260915E+00   4.2454619E-03   2.1245377E+00   1.2698348E+00
   1.5296955E+00   8.1147812E-03   2.2430696E+00   1.2729088E+00
   1.5332624E+00  -2.1316526E-03   2.3121974E+00   1.2775131E+00
   1.5367550E+00   5.9681013E-03   2.4010305E+00   1.2732364E+00
   1.5402912E+00   1.6438453E-02   2.6051669E+00   1.2739527E+00
   1.5432270E+00   9.5296707E-03   2.6577461E+00   1.2757828E+00
   1.5470711E+00   7.3963604E-03   2.6656940E+00   1.2759256E+00
   1.5502807E+00  -4.0184702E-03   2.8115008E+00   1.2769878E+00
   1.5535990E+00   9.8050283E-03   2.8816168E+00   1.2793239E+00
   1.5568455E+00   1.4044527E-02   3.0052843E+00   1.2785307E+00
   1.5600569E+00  -7.5589246E-03   3.0998793E+00   1.2782844E+00
   1.5631269E+00  -1.5684484E-03   3.1605532E+00   1.2815977E+00
   1.5663427E+00   1.4519644E-02   3.2788925E+00   1.2849705E+00
   1.5701162E+00   8.6312471E-03   3.4026988E+00   1.2826729E+00
   1.5733443E+00   1.6675523E-02   3.4223225E+00   1.2974753E+00
   1.5765997E+00   1.5222722E-02   3.5313525E+00   1.2785791E+00
   1.5798601E+00  -3.4665593E-03   3.6307912E+00   1.2981219E+00
   1.5834109E+00   9.7993407E-03   3.6940806E+00   1.2905467E+00
   1.5865821E+00   9.8203477E-03   3.8100848E+00   1.2929196E+00
   1.5903190E+00   2.8577548E-02   3.9933848E+00   1.2962216E+00
   1.5935689E+00  -9.7046737E-03   4.0661693E+00   1.2884942E+00
   1.5967970E+00   4.6739918E-03   4.1359019E+00   1.2972957E+00
   1.6001149E+00   1.6460413E-02   4.1872931E+00   1.2975011E+00
   1.6034416E+00   2.3254657E-02   4.3404016E+00   1.2962300E+00
   1.6067772E+00   1.4319219E-02   4.3981347E+00   1.2997651E+00
   1.6101220E+00  -1.4773018E-02   4.5231991E+00   1.3004948E+00
   1.6130903E+00  -2.4098253E-03   4.6192498E+00   1.3010201E+00
   1.6170666E+00  -8.3510894E-03   4.7177033E+00   1.3027612E+00
   1.6205866E+00  -5.2538137E-03   4.7669373E+00   1.3027892E+00
   1.6229949E+00   3.4623726E-03   4.9103069E+00   1.3032702E+00
   1.6264166E+00  -2.9134576E-03   5.0042796E+00   1.2996873E+00
   1.6305141E+00  -5.9750383E-03   5.1571879E+00   1.3054634E+00
   1.6338129E+00  -5.9625581E-03   5.2531691E+00   1.3059042E+00
   1.6367340E+00   1.1320446E-02   5.2716341E+00   1.3058482E+00
   1.6403326E+00   3.9761737E-03   5.3582349E+00   1.3035278E+00
   1.6439027E+00  -2.1352393E-03   5.5796428E+00   1.3101749E+00
   1.6469046E+00  -1.1266216E-02   5.6683936E+00   1.3194336E+00
   1.6499064E+00  -1.0911779E-03   5.7156668E+00   1.2840877E+00
   1.6536838E+00  -2.7773974E-02   5.8294592E+00   1.3695862E+00
   1.6573260E+00  -9.1551431E-03   5.9317617E+00   1.3264019E+00
   1.6603543E+00  -1.0561226E-02   5.9992270E+00   1.3073976E+00
   1.6633965E+00  -2.1118203E-03   6.1210895E+00   1.3465291E+00
   1.6674700E+00   7.7165077E-03   6.2216830E+00   1.3246528E+00
   1.6705360E+00  -1.9933935E-02   6.3137193E+00   1.3302567E+00
   1.6736021E+00  -5.6707147E-03   6.4686208E+00   1.3333477E+00
   1.6766231E+00  -7.9031130E-03   6.5343289E+00   1.3348011E+00
   1.6805526E+00  -2.4766417E-02   6.6346531E+00   1.3353523E+00
   1.6835258E+00   1.4869548E-02   6.7164335E+00   1.3402088E+00
   1.6865879E+00   3.9052768E-03   6.7761049E+00   1.3408847E+00
   1.6906624E+00  -2.9479593E-02   6.9034548E+00   1.3435905E+00
   1.6936148E+00  -1.0408679E-03   7.0522780E+00   1.3479344E+00
   1.6974169E+00  -3.6438103E-03   7.1096363E+00   1.3508466E+00
   1.7001898E+00  -1.7010951E-02   7.1755204E+00   1.3525368E+00
   1.7037952E+00  -2.9439066E-02   7.2467647E+00   1.3551052E+00
   1.7073132E+00  -8.4264344E-03   7.3629150E+00   1.3577256E+00
   1.7107453E+00  -1.6934201E-02   7.4803886E+00   1.3596005E+00
   1.7140937E+00  -4.9592769E-03   7.5536146E+00   1.3616153E+00
   1.7173743E+00  -2.3262372E-02   7.6487327E+00   1.3652314E+00
   1.7205921E+00   2.7242589E-03   7.7444916E+00   1.3666631E+00
   1.7237464E+00  -1.4015982E-02   7.8073807E+00   1.3704025E+00
   1.7268457E+00  -1.1838590E-02   7.9045973E+00   1.3724375E+00
   1.7306414E+00  -7.0954179E-03   8.0099869E+00   1.3759824E+00
   1.7336231E+00  -5.6133216E-04   8.0777922E+00   1.3792833E+00
   1.7372891E+00   9.7930916E-03   8.1588354E+00   1.3822346E+00
   1.7401743E+00  -3.0996537E-02   8.2525101E+00   1.3853576E+00
   1.7437208E+00  -1.7360959E-02   8.3398838E+00   1.3879087E+00
   1.7472054E+00  -3.7081815E-02   8.4286308E+00   1.3874793E+00
   1.7505354E+00   6.4880298E-03   8.4772968E+00   1.3934798E+00
   1.7537345E+00  -1.1153884E-02   8.6214476E+00   1.3908807E+00
   1.7573575E+00  -8.5346838E-03   8.6616192E+00   1.3987347E+00
   1.7602613E+00  -4.3075900E-03   8.7778530E+00   1.3996167E+00
   1.7638153E+00  -2.8178675E-02   8.8080883E+00   1.3998786E+00
   1.7672691E+00   3.5679509E-04   8.8815384E+00   1.4059764E+00
   1.7705929E+00  -4.5823075E-02   9.0155878E+00   1.4079804E+00
   1.7738719E+00  -8.4520122E-03   9.0814018E+00   1.4113020E+00
   1.7772168E+00   6.3391253E-02   9.1308212E+00   1.4134051E+00
   1.7804826E+00  -9.2600277E-03   9.1704273E+00   1.4189767E+00
   1.7838055E+00  -2.9495941E-02   9.3704872E+00   1.4160864E+00
   1.7870679E+00  -5.5552397E-02   9.2220125E+00   1.4230154E+00
   1.7902541E+00  -2.8661085E-02   9.4304476E+00   1.4215853E+00
   1.7941092E+00  -3.5798669E-02   9.4369144E+00   1.4254926E+00
   1.7970929E+00  -1.6554469E-02   9.5334530E+00   1.4328017E+00
   1.8007197E+00  -2.3128390E-02   9.6142750E+00   1.4320873E+00
   1.8038042E+00  -1.7411947E-02   9.5938473E+00   1.4361911E+00
   1.8068932E+00  -2.7780836E-02   9.6449871E+00   1.4339221E+00
   1.8110067E+00  -6.7860922E-03   9.7292252E+00   1.4371547E+00
   1.8140882E+00  -1.2962132E-02   9.8445387E+00   1.4491016E+00
   1.8171675E+00  -7.3037422E-03   9.8672581E+00   1.4580245E+00
   1.8206369E+00  -1.1119152E-02   9.8696012E+00   1.4741111E+00
   1.8244915E+00  -1.3406386E-02   9.8982811E+00   1.4401670E+00
   1.8275723E+00  -1.6055886E-02   1.0017369E+01   1.4591854E+00
   1.8306543E+00   1.5633132E-02   1.0049544E+01   1.4554764E+00
   1.8337386E+00  -3.0569645E-02   1.0100515E+01   1.4604347E+00
   1.8376868E+00  -8.9803338E-03   1.0196925E+01   1.4608436E+00
   1.8404713E+00  -3.0050881E-02   1.0167465E+01   1.4592471E+00
   1.8441652E+00  -1.9977413E-02   1.0251954E+01   1.4490554E+00
   1.8469739E+00  -2.8022278E-02   1.0298805E+01   1.4694034E+00
   1.8510745E+00  -2.6084235E-04   1.0351683E+01   1.4568794E+00
   1.8538511E+00  -2.3162499E-02   1.0390901E+01   1.4603733E+00
   1.8577813E+00  -9.8461844E-03   1.0459282E+01   1.4603825E+00
   1.8608880E+00  -8.2751494E-03   1.0483762E+01   1.4536731E+00
   1.8641574E+00  -5.7820994E-03   1.0544370E+01   1.4667122E+00
   1.8677168E+00  -1.7082967E-02   1.0540928E+01   1.4379920E+00
   1.8703085E+00  -1.0770306E-02   1.0562686E+01   1.4414546E+00
   1.8740202E+00  -9.4030201E-03   1.0614915E+01   1.4387257E+00
   1.8775910E+00  -5.2411631E-03   1.0687132E+01   1.4414467E+00
   1.8806742E+00  -8.2184020E-03   1.0724753E+01   1.4316050E+00
   1.8840936E+00   3.2152366E-02   1.0728415E+01   1.4343292E+00
   1.8873425E+00  -5.2045579E-03   1.0798402E+01   1.4320180E+00
   1.8906174E+00  -8.1942724E-03   1.0778642E+01   1.4343907E+00
   1.8937753E+00   2.4945065E-02   1.0830406E+01   1.4315521E+00
   1.8975056E+00   7.6663420E-03   1.0832095E+01   1.4241412E+00
   1.9011624E+00   2.9018897E-04   1.0878685E+01   1.4393628E+00
   1.9040611E+00   2.6816951E-02   1.0885459E+01   1.4365195E+00
   1.9076837E+00  -1.7770715E-02   1.0918818E+01   1.4635937E+00
   1.9105705E+00   9.8691592E-03   1.0914674E+01   1.4180104E+00
   1.9141275E+00   6.5045841E-03   1.0937193E+01   1.4186487E+00
   1.9176321E+00   8.6533260E-03   1.0927666E+01   1.4166617E+00
   1.9210916E+00  -1.9875668E-02   1.0964694E+01   1.3993973E+00
   1.9245173E+00   5.8224902E-02   1.1007250E+01   1.4098220E+00
   1.9272330E+00   8.0100009E-03   1.0996221E+01   1.4110467E+00
   1.9305937E+00   2.5252864E-02   1.0984348E+01   1.4131340E+00
   1.9339192E+00   1.6919740E-02   1.0983957E+01   1.4155893E+00
   1.9378722E+00   1.4140929E-02   1.0994302E+01   1.4191579E+00
   1.9411449E+00   1.9720959E-02   1.0996163E+01   1.4199580E+00
   1.9444064E+00   7.6094186E-03   1.1013373E+01   1.4154357E+00
   1.9476618E+00   1.3906832E-02   1.1029834E+01   1.4225762E+00
   1.9509131E+00   1.2862249E-02   1.1008064E+01   1.4203742E+00
   1.9541601E+00   2.0868311E-02   1.1014261E+01   1.4190511E+00
   1.9574060E+00   1.0488517E-02   1.1024933E+01   1.4175826E+00
   1.9606501E+00   1.3310394E-02   1.1031711E+01   1.4158136E+00
   1.9645408E+00   4.0784143E-02   1.1016468E+01   1.4137434E+00
   1.9677767E+00   3.6543883E-02   1.1019861E+01   1.4141129E+00
   1.9710025E+00   4.2106342E-02   1.1028354E+01   1.4146508E+00
   1.9742291E+00  -9.8393243E-03   1.0941092E+01   1.4182794E+00
   1.9776176E+00   3.7696298E-02   1.0989413E+01   1.4190978E+00
   1.9812069E+00   3.8239874E-02   1.0945010E+01   1.4192048E+00
   1.9844426E+00   1.1205442E-02   1.0903495E+01   1.4197733E+00
   1.9876816E+00   4.2164590E-02   1.0863400E+01   1.4098452E+00
   1.9909279E+00   4.9700126E-02   1.0738067E+01   1.4163667E+00
   1.9941158E+00   2.1407165E-02   1.0775239E+01   1.4074459E+00
   1.9978650E+00   6.4662313E-03   1.0747375E+01   1.4077635E+00
   2.0013692E+00   7.9273187E-02   1.0590526E+01   1.4069914E+00
   2.0042751E+00  -6.7131482E-02   1.0534493E+01   1.3985995E+00
   2.0078096E+00   6.1980113E-02   1.0524240E+01   1.4086955E+00
   2.0106940E+00   1.7595490E-02   1.0599220E+01   1.4055593E+00
   2.0143099E+00   5.3968843E-02   1.0516829E+01   1.4058297E+00
   2.0175760E+00   4.4344883E-02   1.0440708E+01   1.4022287E+00
   2.0212913E+00   1.7985886E-02   1.0319144E+01   1.4005833E+00
   2.0241003E+00   6.3002698E-02   1.0220323E+01   1.3943447E+00
   2.0278637E+00   2.8185731E-02   1.0180345E+01   1.3919868E+00
   2.0307002E+00   5.4599818E-02   1.0135988E+01   1.3912367E+00
   2.0344965E+00   6.8726107E-02   1.0094997E+01   1.3836786E+00
   2.0373375E+00   1.1072667E-02   9.9902277E+00   1.3844662E+00
   2.0410750E+00   6.9454134E-02   9.8860407E+00   1.3806770E+00
   2.0447378E+00  -1.9271757E-03   9.7938442E+00   1.3827333E+00
   2.0474522E+00   4.1964024E-02   9.7272673E+00   1.3623914E+00
   2.0510457E+00   5.8130547E-02   9.6494846E+00   1.3837457E+00
   2.0546210E+00   7.9943407E-03   9.4981661E+00   1.3456584E+00
   2.0580010E+00   2.9879278E-02   9.4523144E+00   1.3695581E+00
   2.0610931E+00   8.4897347E-02   9.3894472E+00   1.3543831E+00
   2.0642543E+00   1.4029867E-02   9.2924795E+00   1.3512331E+00
   2.0676427E+00   2.0141736E-02   9.0958700E+00   1.3368433E+00
   2.0715184E+00   2.7915474E-02   8.9677048E+00   1.3338146E+00
   2.0748124E+00   1.3655551E-02   8.8380842E+00   1.3164032E+00
   2.0780900E+00  -1.3024686E-02   8.7207747E+00   1.3272310E+00
   2.0813746E+00   2.2281485E-02   8.6451054E+00   1.2972864E+00
   2.0846646E+00  -3.2765709E-02   8.4907084E+00   1.2928414E+00
   2.0877755E+00  -3.0407428E-03   8.3755493E+00   1.2980304E+00
   2.0914721E+00  -1.5865483E-03   8.1825457E+00   1.2919921E+00
   2.0944288E+00   5.3117485E-03   8.0758905E+00   1.2797003E+00
   2.0976863E+00  -1.2303834E-02   7.9925294E+00   1.2772204E+00
   2.1009254E+00   4.2970497E-03   7.8984742E+00   1.2669604E+00
   2.1049554E+00  -2.8686880E-03   7.6444120E+00   1.2668610E+00
   2.1079214E+00  -5.8900401E-02   7.5654454E+00   1.2578872E+00
   2.1116195E+00   2.2377297E-02   7.3488808E+00   1.2564365E+00
   2.1147697E+00  -2.4332043E-02   7.2137675E+00   1.2463291E+00
   2.1176817E+00  -6.9544293E-02   7.2304239E+00   1.2373457E+00
   2.1214092E+00   1.0118162E-01   6.8470116E+00   1.2339849E+00
   2.1246703E+00  -1.8270403E-02   6.7401452E+00   1.2285691E+00
   2.1278169E+00  -8.4353397E-03   6.7253075E+00   1.2346742E+00
   2.1309352E+00  -2.1042690E-02   6.6188231E+00   1.2232136E+00
   2.1347170E+00  -7.5080499E-02   6.3710408E+00   1.2145935E+00
   2.1377184E+00   1.5217537E-01   5.9275222E+00   1.2211064E+00
   2.1414731E+00  -2.2998152E-02   6.1017008E+00   1.1957548E+00
   2.1444788E+00  -1.3091606E-02   5.9692993E+00   1.2140586E+00
   2.1478629E+00  -4.2233914E-02   5.7598791E+00   1.1987365E+00
   2.1516249E+00  -2.4291566E-02   5.5344605E+00   1.1861778E+00
   2.1546564E+00  -5.8878469E-03   5.3380790E+00   1.1854768E+00
   2.1576972E+00  -3.8967777E-02   5.2747574E+00   1.1819600E+00
   2.1615281E+00  -3.1732783E-02   5.0550613E+00   1.1757638E+00
   2.1646354E+00  -3.8462337E-02   4.9300547E+00   1.1726034E+00
   2.1677935E+00  -4.4559106E-02   4.8065925E+00   1.1724735E+00
   2.1717024E+00  -3.8936708E-02   4.5829144E+00   1.1659020E+00
   2.1749053E+00  -1.2112273E-01   4.3258200E+00   1.1641246E+00
   2.1781516E+00  -1.9711724E-02   4.2334328E+00   1.1593815E+00
   2.1814444E+00  -1.0283810E-01   4.0657411E+00   1.1526450E+00
   2.1848116E+00  -5.0014298E-02   3.9426289E+00   1.1532713E+00
   2.1882522E+00  -5.8854707E-02   3.7829280E+00   1.1516219E+00
   2.1917827E+00  -4.2328347E-02   3.5160251E+00   1.1465458E+00
   2.1944504E+00  -1.3383143E-01   3.3948956E+00   1.1495136E+00
   2.1980190E+00  -1.9703703E-02   3.2603071E+00   1.1420637E+00
   2.2016075E+00  -7.5515039E-02   3.0809255E+00   1.1365978E+00
   2.2052217E+00  -4.9029026E-02   2.8886650E+00   1.1377205E+00
   2.2079382E+00  -8.3555713E-02   2.7890751E+00   1.1373255E+00
   2.2115676E+00  -7.3693059E-02   2.5852475E+00   1.1318599E+00
   2.2152088E+00  -9.1828875E-02   2.3679726E+00   1.1315483E+00
   2.2179437E+00  -8.9281455E-02   2.2290165E+00   1.1324638E+00
   2.2216148E+00  -9.4272308E-02   2.0866725E+00   1.1303425E+00
   2.2243800E+00  -1.0305301E-01   1.8873297E+00   1.1313173E+00
   2.2280819E+00  -9.0583652E-02   1.7605774E+00   1.1270076E+00
   2.2318356E+00  -8.7981701E-02   1.5347917E+00   1.1261833E+00
   2.2346773E+00  -1.0360756E-01   1.3997730E+00   1.1257669E+00
   2.2384975E+00  -1.0822251E-01   1.2660582E+00   1.1260562E+00
   2.2413797E+00  -8.5034885E-02   1.1027696E+00   1.1237619E+00
   2.2452536E+00  -8.1957594E-02   9.0833783E-01   1.1236241E+00
   2.2481842E+00  -7.3612407E-02   7.3241597E-01   1.1206319E+00
   2.2511432E+00  -8.0370180E-02   5.8690286E-01   1.1224515E+00
   2.2551215E+00  -6.4701758E-02   3.7320080E-01   1.1205231E+00
   2.2581604E+00  -6.6248760E-02   2.7884132E-01   1.1250982E+00
   2.2612309E+00  -8.9551754E-02   1.4341736E-01   1.1186363E+00
   2.2653956E+00  -5.2938342E-02  -1.0806832E-01   1.1221844E+00
   2.2685647E+00  -7.9283193E-02  -2.2874679E-01   1.1207891E+00
   2.2717133E+00  -6.1517287E-02  -3.1067505E-01   1.1244997E+00
   2.2746665E+00  -6.5143690E-02  -4.7036850E-01   1.1226828E+00
   2.2777886E+00  -8.3963491E-02  -6.9655776E-01   1.1264901E+00
   2.2820110E+00  -4.1123871E-02  -8.0609548E-01   1.1243209E+00
   2.2851491E+00  -7.8819938E-02  -1.0099062E+00   1.1199503E+00
   2.2882566E+00  -5.5786204E-02  -1.0404257E+00   1.1271017E+00
   2.2913432E+00  -6.7034312E-02  -1.2340205E+00   1.1279079E+00
   2.2954173E+00  -6.2075011E-02  -1.3728591E+00   1.1289330E+00
   2.2984412E+00  -7.1742155E-02  -1.5885968E+00   1.1271449E+00
   2.3014529E+00  -5.2517500E-02  -1.7393876E+00   1.1315985E+00
   2.3053811E+00  -4.1118290E-02  -1.8862935E+00   1.1325628E+00
   2.3082602E+00  -3.6479916E-02  -2.0009120E+00   1.1350542E+00
   2.3121064E+00  -3.9076835E-02  -2.1144705E+00   1.1366930E+00
   2.3149884E+00  -5.0990731E-02  -2.2899015E+00   1.1341147E+00
   2.3187504E+00  -7.9861283E-02  -2.3584313E+00   1.1366822E+00
   2.3215723E+00  -5.4278966E-02  -2.5039165E+00   1.1349539E+00
   2.3252172E+00  -5.5208899E-02  -2.7249868E+00   1.1367207E+00
   2.3283849E+00  -5.1678922E-02  -2.7930930E+00   1.1367539E+00
   2.3315048E+00  -8.4665388E-02  -2.9541848E+00   1.1382971E+00
   2.3353515E+00  -2.3348290E-02  -3.1863396E+00   1.1384509E+00
   2.3383560E+00  -8.3129689E-02  -3.2918956E+00   1.1355156E+00
   2.3420868E+00  -8.0027461E-02  -3.3151166E+00   1.1367598E+00
   2.3450880E+00  -6.7823403E-02  -3.3903894E+00   1.1344427E+00
   2.3481569E+00  -5.2950457E-02  -3.5856977E+00   1.1350948E+00
   2.3520389E+00  -6.1374549E-02  -3.7671566E+00   1.1344779E+00
   2.3552151E+00  -5.8404591E-02  -3.8643835E+00   1.1350524E+00
   2.3584583E+00  -4.6759970E-02  -3.9308441E+00   1.1346407E+00
   2.3617704E+00  -6.4669676E-02  -4.0360126E+00   1.1375755E+00
   2.3651736E+00  -5.8619201E-02  -4.2154746E+00   1.1373773E+00
   2.3686607E+00  -6.9891021E-02  -4.3194575E+00   1.1359636E+00
   2.3722491E+00  -7.0610128E-02  -4.3784056E+00   1.1375693E+00
   2.3749969E+00  -5.4583777E-02  -4.5161538E+00   1.1338127E+00
   2.3788004E+00  -1.4803329E-01  -4.6308165E+00   1.1362454E+00
   2.3817379E+00  -8.6513147E-02  -4.7013254E+00   1.1391314E+00
   2.3847065E+00  -6.1404195E-02  -4.7840796E+00   1.1333240E+00
   2.3887441E+00  -6.7866050E-02  -4.8959513E+00   1.1360890E+00
   2.3917582E+00  -7.7793196E-02  -4.9784875E+00   1.1335000E+00
   2.3947611E+00  -3.6249112E-02  -5.0868545E+00   1.1265479E+00
