  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   13:08:43  02/29/2024 cgix     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.6367927E+00   5.8580050E-03   3.8186438E+00   1.2648742E+00
   1.6408993E+00   6.0166749E-03   3.8295720E+00   1.2635132E+00
   1.6471227E+00   2.0635452E-03   3.8461125E+00   1.2608407E+00
   1.6510308E+00   9.1446619E-03   3.8501961E+00   1.2573773E+00
   1.6569483E+00   8.5407477E-03   3.8678386E+00   1.2562536E+00
   1.6609167E+00   5.9636999E-03   3.8817313E+00   1.2550377E+00
   1.6671064E+00   6.6868369E-03   3.8937461E+00   1.2539302E+00
   1.6712909E+00   7.1213474E-03   3.8945675E+00   1.2541628E+00
   1.6754777E+00   8.5655991E-03   3.8947096E+00   1.2560012E+00
   1.6818647E+00   9.5088864E-03   3.9047666E+00   1.2600471E+00
   1.6859152E+00   9.3206968E-03   3.9198966E+00   1.2580956E+00
   1.6913981E+00   8.4270872E-03   3.9329052E+00   1.2532362E+00
   1.6968613E+00   1.0126112E-02   3.9259465E+00   1.2512087E+00
   1.7018416E+00   1.0998831E-02   3.8797140E+00   1.2442024E+00
   1.7067027E+00   1.0065130E-02   3.9441516E+00   1.2440193E+00
   1.7115166E+00   8.9385090E-03   3.9593439E+00   1.2462623E+00
   1.7163011E+00   1.0914791E-02   3.9174962E+00   1.2769380E+00
   1.7210476E+00   1.1347384E-02   3.9369271E+00   1.2628727E+00
   1.7257129E+00   1.2558992E-02   3.9656982E+00   1.2392657E+00
   1.7302957E+00   1.1905798E-02   3.9230762E+00   1.2479038E+00
   1.7362871E+00   1.2186872E-02   3.8193517E+00   1.2571899E+00
   1.7407130E+00   1.1974159E-02   3.9387159E+00   1.2612827E+00
   1.7450844E+00   1.0977779E-02   4.0671411E+00   1.2458735E+00
   1.7508544E+00   1.4280269E-02   3.9186628E+00   1.2406788E+00
   1.7551355E+00   6.5327371E-03   3.9022372E+00   1.2446346E+00
   1.7607676E+00   9.5626153E-03   3.8741598E+00   1.2546760E+00
   1.7649378E+00   1.3380396E-02   3.9078522E+00   1.2422940E+00
   1.7704399E+00   1.2288670E-02   3.7835042E+00   1.2530525E+00
   1.7745209E+00   1.4097771E-02   3.8313541E+00   1.2539369E+00
   1.7799075E+00   1.1801565E-02   3.9088326E+00   1.2538226E+00
   1.7852409E+00   1.2663305E-02   3.8688469E+00   1.2531847E+00
   1.7892070E+00   1.2741530E-02   3.7750967E+00   1.2523340E+00
   1.7944528E+00   2.5026875E-02   3.7698634E+00   1.2520573E+00
   1.7996297E+00   1.3703022E-02   3.8006172E+00   1.2510461E+00
   1.8047770E+00   1.3460000E-02   3.7964997E+00   1.2508347E+00
   1.8099017E+00   1.4309429E-02   3.7626643E+00   1.2507372E+00
   1.8151078E+00   1.3990906E-02   3.6886923E+00   1.2517602E+00
   1.8190277E+00   1.4849068E-02   3.6761823E+00   1.2524054E+00
   1.8243202E+00   1.5656071E-02   3.6765149E+00   1.2563742E+00
   1.8296319E+00   1.2216191E-02   3.6732390E+00   1.2563890E+00
   1.8335868E+00   1.2669377E-02   3.6448517E+00   1.2549477E+00
   1.8388516E+00   1.3713260E-02   3.6074109E+00   1.2540438E+00
   1.8441401E+00   1.6380390E-02   3.6966057E+00   1.2497516E+00
   1.8495177E+00   2.0692268E-02   3.6644976E+00   1.2587844E+00
   1.8536372E+00   8.5090529E-03   3.5442214E+00   1.2574718E+00
   1.8593638E+00   1.7043199E-02   3.4312735E+00   1.2565047E+00
   1.8637320E+00   1.4649225E-02   3.4128015E+00   1.2568752E+00
   1.8681153E+00   1.9266672E-02   3.4061582E+00   1.2558756E+00
   1.8739791E+00   7.2630686E-03   3.3933594E+00   1.2545905E+00
   1.8780024E+00   1.5970338E-02   3.3583753E+00   1.2547916E+00
   1.8840781E+00   1.2066494E-02   3.2589138E+00   1.2557185E+00
   1.8889745E+00   1.0916106E-02   3.2408497E+00   1.2550710E+00
   1.8940046E+00   1.2118097E-02   3.1980939E+00   1.2572422E+00
   1.8975042E+00   1.2514594E-02   3.1684668E+00   1.2576687E+00
   1.9027808E+00   1.2561075E-02   3.1395600E+00   1.2586581E+00
   1.9080936E+00   1.2299561E-02   3.0950031E+00   1.2592568E+00
   1.9134469E+00   1.3191875E-02   3.0168636E+00   1.2605125E+00
   1.9188370E+00   1.1180714E-02   2.8319702E+00   1.2641190E+00
   1.9224387E+00   1.2328804E-02   2.8516951E+00   1.2644659E+00
   1.9278531E+00   5.9744562E-03   2.6959777E+00   1.2596031E+00
   1.9332831E+00   1.7263761E-02   2.8059802E+00   1.2595032E+00
   1.9369128E+00   1.6310494E-02   2.9149644E+00   1.2586660E+00
   1.9423848E+00   8.4350929E-03   2.8468072E+00   1.2576680E+00
   1.9479051E+00   1.2039069E-02   2.6107225E+00   1.2571992E+00
   1.9516156E+00   1.1901388E-02   2.5937934E+00   1.2571684E+00
   1.9572289E+00   1.1343711E-02   2.5886226E+00   1.2573066E+00
   1.9629002E+00   9.9235643E-03   2.5143082E+00   1.2612486E+00
   1.9667137E+00   1.0462428E-02   2.5008295E+00   1.2611213E+00
   1.9724785E+00   1.0841634E-02   2.4275789E+00   1.2594345E+00
   1.9763340E+00   1.0180581E-02   2.2780771E+00   1.2554057E+00
   1.9821285E+00   1.0084176E-02   2.3806016E+00   1.2541863E+00
   1.9879371E+00   1.2863236E-02   2.3652151E+00   1.2575107E+00
   1.9918181E+00   3.5998446E-03   2.0736260E+00   1.2560766E+00
   1.9976535E+00   9.3332082E-03   2.1107187E+00   1.2567117E+00
   2.0015538E+00   9.6684536E-03   2.1249075E+00   1.2563201E+00
   2.0073736E+00   5.9581501E-03   2.0496492E+00   1.2548290E+00
   2.0112216E+00   5.1465104E-03   1.7939183E+00   1.2523201E+00
   2.0169601E+00   6.5252171E-03   1.9377491E+00   1.2526857E+00
   2.0207655E+00   4.9665035E-03   1.9159315E+00   1.2522640E+00
   2.0264699E+00   3.7097353E-03   1.6362922E+00   1.2521559E+00
   2.0321858E+00   3.3650047E-03   1.7106776E+00   1.2522954E+00
   2.0360067E+00   1.1068087E-03   1.7101675E+00   1.2519622E+00
   2.0417416E+00   1.0771147E-03   1.6134392E+00   1.2509146E+00
   2.0455484E+00  -4.2566608E-04   1.4988750E+00   1.2500615E+00
   2.0512462E+00   8.1927347E-04   1.3832459E+00   1.2490337E+00
   2.0569351E+00  -1.1331621E-03   1.3470258E+00   1.2482615E+00
   2.0607216E+00  -1.9976415E-03   1.3264658E+00   1.2477891E+00
   2.0663905E+00  -3.3763538E-03   1.2620982E+00   1.2469219E+00
   2.0702040E+00  -3.5705492E-03   1.1558263E+00   1.2461141E+00
   2.0760021E+00  -4.5168549E-03   1.0949686E+00   1.2453669E+00
   2.0798993E+00  -4.9008578E-03   1.0632232E+00   1.2449261E+00
   2.0857258E+00  -5.6895819E-03   9.8623967E-01   1.2441286E+00
   2.0915184E+00  -6.2997057E-03   9.1795838E-01   1.2433463E+00
   2.0953615E+00  -6.5754615E-03   8.4256870E-01   1.2427566E+00
   2.1010437E+00  -6.9812774E-03   7.7867991E-01   1.2418982E+00
   2.1048121E+00  -7.1578803E-03   7.4864370E-01   1.2413995E+00
   2.1104646E+00  -8.4833307E-03   6.9096261E-01   1.2405204E+00
   2.1161296E+00  -9.0742903E-03   5.6696963E-01   1.2393384E+00
   2.1199181E+00  -9.5437393E-03   5.2425212E-01   1.2386205E+00
   2.1256249E+00  -1.0279664E-02   4.6928370E-01   1.2376444E+00
   2.1294496E+00  -1.0267457E-02   4.1694650E-01   1.2369728E+00
   2.1351383E+00  -1.0791737E-02   3.2109529E-01   1.2357517E+00
   2.1402421E+00  -1.0514958E-02   2.5827771E-01   1.2347064E+00
   2.1456487E+00  -1.1776762E-02   1.9819275E-01   1.2338606E+00
   2.1495647E+00  -1.3215478E-02   1.4442776E-01   1.2333609E+00
   2.1554613E+00  -1.3024929E-02   7.6076090E-02   1.2323554E+00
   2.1594119E+00  -1.3005648E-02   2.7527405E-02   1.2316828E+00
   2.1653759E+00  -1.3180505E-02  -7.4176267E-02   1.2304952E+00
   2.1693859E+00  -1.3142108E-02  -1.1761004E-01   1.2298034E+00
   2.1734326E+00  -1.3584518E-02  -1.5508322E-01   1.2293165E+00
   2.1795790E+00  -1.4388273E-02  -2.3077404E-01   1.2283328E+00
   2.1836915E+00  -1.4424541E-02  -2.9762733E-01   1.2274191E+00
   2.1898849E+00  -1.5323493E-02  -3.9381799E-01   1.2260323E+00
   2.1938570E+00  -1.5059422E-02  -4.2949572E-01   1.2253556E+00
   2.2000303E+00  -1.5842216E-02  -4.9837977E-01   1.2242469E+00
   2.2041926E+00  -1.4453516E-02  -6.6956407E-01   1.2220092E+00
   2.2083621E+00  -1.6440092E-02  -6.6570383E-01   1.2211775E+00
   2.2146196E+00  -1.6640589E-02  -6.3559002E-01   1.2209494E+00
   2.2187560E+00  -1.5799960E-02  -6.5666145E-01   1.2207637E+00
   2.2229130E+00  -1.5365688E-02  -7.3494476E-01   1.2203742E+00
   2.2292407E+00  -1.5482510E-02  -1.0610365E+00   1.2178111E+00
   2.2335067E+00  -2.3387711E-02  -7.5872594E-01   1.2182393E+00
   2.2377880E+00  -1.2943882E-02  -8.7986332E-01   1.2175124E+00
   2.2442353E+00  -1.6733147E-02  -1.0887877E+00   1.2156351E+00
   2.2485383E+00  -1.7967829E-02  -1.1277620E+00   1.2149823E+00
   2.2528419E+00  -1.8032255E-02  -1.1584536E+00   1.2142149E+00
   2.2571678E+00  -1.7736500E-02  -1.1852461E+00   1.2131926E+00
   2.2637522E+00  -1.6631594E-02  -1.3079422E+00   1.2106290E+00
   2.2682142E+00  -1.7881244E-02  -1.3179939E+00   1.2094504E+00
   2.2727115E+00  -1.8471487E-02  -1.3268974E+00   1.2089245E+00
   2.2772717E+00  -1.7359016E-02  -1.3505334E+00   1.2086430E+00
   2.2818303E+00  -1.3469519E-02  -1.5687302E+00   1.2070178E+00
   2.2887819E+00  -1.9804245E-02  -1.5297254E+00   1.2053715E+00
   2.2934737E+00  -1.9798584E-02  -1.4965591E+00   1.2053429E+00
   2.2981775E+00  -1.8152695E-02  -1.5059652E+00   1.2053992E+00
   2.3028455E+00  -1.3121641E-02  -1.7818794E+00   1.2032009E+00
   2.3074379E+00  -1.9911248E-02  -1.7321188E+00   1.2009791E+00
   2.3120041E+00  -2.3600088E-02  -1.6821531E+00   1.2009020E+00
   2.3165860E+00  -1.6194385E-02  -1.6819514E+00   1.2009487E+00
   2.3212488E+00  -1.5355834E-02  -1.7551105E+00   1.2002069E+00
   2.3282907E+00  -1.7826861E-02  -1.8835467E+00   1.1979383E+00
   2.3329895E+00  -1.7851636E-02  -1.9216434E+00   1.1966207E+00
   2.3376119E+00  -1.7588744E-02  -1.9345009E+00   1.1964679E+00
   2.3423200E+00  -1.7433353E-02  -1.9496295E+00   1.1957963E+00
   2.3470359E+00  -1.6626345E-02  -1.9797524E+00   1.1945781E+00
   2.3517630E+00  -1.7281434E-02  -2.1304951E+00   1.1893731E+00
   2.3565047E+00  -1.7734183E-02  -2.0908864E+00   1.1889007E+00
   2.3612602E+00  -1.6555239E-02  -2.0728085E+00   1.1888398E+00
   2.3658676E+00  -1.5760232E-02  -2.0750484E+00   1.1888069E+00
   2.3722024E+00  -1.4435536E-02  -2.1648469E+00   1.1896164E+00
   2.3760877E+00  -2.1842955E-02  -2.1971059E+00   1.1912411E+00
   2.3824224E+00  -1.5366878E-02  -2.2141001E+00   1.1896985E+00
   2.3871789E+00  -1.5716230E-02  -2.2624812E+00   1.1899018E+00
   2.3920596E+00  -1.7830400E-02  -2.3600228E+00   1.1840361E+00
   2.3969283E+00  -1.8125910E-02  -2.3249238E+00   1.1845725E+00
   2.4015501E+00  -1.7191526E-02  -2.3089170E+00   1.1851671E+00
   2.4060845E+00  -1.6127253E-02  -2.3347211E+00   1.1858995E+00
   2.4105523E+00  -1.6035784E-02  -2.3815711E+00   1.1854597E+00
   2.4151340E+00  -1.6843677E-02  -2.4439986E+00   1.1860749E+00
   2.4200530E+00  -1.7578805E-02  -2.4755373E+00   1.1878928E+00
   2.4248695E+00  -1.7704656E-02  -2.4894185E+00   1.1886972E+00
   2.4319196E+00  -1.6131787E-02  -2.5133338E+00   1.1915843E+00
   2.4362926E+00  -1.6507691E-02  -2.5321550E+00   1.1915228E+00
   2.4413042E+00  -1.8671721E-02  -2.5614243E+00   1.1910486E+00
   2.4452238E+00  -1.5367679E-02  -2.6971474E+00   1.1802925E+00
   2.4501784E+00  -1.8204896E-02  -2.4605134E+00   1.1861514E+00
   2.4559605E+00  -3.1885754E-02  -2.6759160E+00   1.1917000E+00
   2.4597967E+00  -1.6896937E-02  -2.5751379E+00   1.1958281E+00
   2.4657824E+00  -9.0496596E-03  -2.6592345E+00   1.1997778E+00
   2.4700179E+00  -1.9099290E-02  -2.7578888E+00   1.2008889E+00
   2.4749210E+00  -1.5760375E-02  -2.7753105E+00   1.2028390E+00
   2.4805968E+00  -1.2361623E-02  -2.7633562E+00   1.2047155E+00
   2.4845738E+00  -1.4636673E-02  -2.7563131E+00   1.2059916E+00
   2.4893491E+00  -1.4257756E-02  -2.7594478E+00   1.2048907E+00
   2.4942470E+00  -1.1835372E-02  -2.8053393E+00   1.2053090E+00
   2.5002818E+00  -1.1275775E-02  -2.8500447E+00   1.2061211E+00
   2.5049925E+00  -7.9086740E-03  -2.8666449E+00   1.2068752E+00
   2.5093148E+00  -1.3518218E-02  -2.8774428E+00   1.2109207E+00
   2.5144439E+00  -1.1383175E-02  -2.8899610E+00   1.2116824E+00
   2.5196719E+00  -7.5759040E-03  -2.9035561E+00   1.2162870E+00
   2.5241070E+00  -1.1166393E-02  -2.9220805E+00   1.2179627E+00
   2.5298657E+00  -1.0487093E-02  -2.9543242E+00   1.2219423E+00
   2.5338795E+00  -1.0323343E-02  -2.9691377E+00   1.2243123E+00
   2.5385261E+00  -7.2984635E-03  -2.9772725E+00   1.2264667E+00
   2.5439048E+00  -9.4779478E-03  -2.9854000E+00   1.2282579E+00
   2.5500398E+00  -9.1786152E-03  -3.0061715E+00   1.2287351E+00
   2.5536568E+00  -7.3227976E-03  -3.0182199E+00   1.2284207E+00
   2.5588026E+00  -8.2290946E-03  -3.0279386E+00   1.2285982E+00
   2.5645032E+00  -8.4903697E-03  -3.0426269E+00   1.2305140E+00
   2.5685716E+00  -4.5481436E-03  -3.0554171E+00   1.2318541E+00
   2.5745482E+00  -5.6370744E-03  -3.0594237E+00   1.2334169E+00
   2.5785058E+00  -4.1177617E-03  -3.0707440E+00   1.2338771E+00
   2.5844193E+00  -5.8780136E-03  -3.0863330E+00   1.2344280E+00
   2.5883234E+00  -4.0791417E-03  -3.0944111E+00   1.2350650E+00
   2.5939605E+00  -5.2501685E-03  -3.0963292E+00   1.2366649E+00
   2.5975983E+00  -5.9546004E-03  -3.0969188E+00   1.2371846E+00
   2.6029706E+00  -3.6871401E-03  -3.1038024E+00   1.2375358E+00
   2.6087859E+00  -3.3714592E-03  -3.1193404E+00   1.2387314E+00
   2.6124542E+00  -4.4642799E-03  -3.1164453E+00   1.2385213E+00
   2.6177645E+00  -1.0224466E-03  -3.1134262E+00   1.2379578E+00
   2.6235011E+00  -6.5995981E-03  -3.1247847E+00   1.2383914E+00
   2.6272495E+00  -5.8440398E-03  -3.1234772E+00   1.2384785E+00
   2.6327214E+00  -2.4596814E-03  -3.1059105E+00   1.2372309E+00
   2.6383762E+00  -4.1085142E-03  -3.1117048E+00   1.2375522E+00
   2.6420529E+00  -2.5813272E-03  -3.1141732E+00   1.2373183E+00
   2.6477044E+00  -4.4014128E-03  -3.1083825E+00   1.2371541E+00
   2.6534085E+00   1.6257025E-05  -3.1052866E+00   1.2375708E+00
   2.6569436E+00  -1.0642891E-03  -3.0910318E+00   1.2375970E+00
   2.6626048E+00  -1.2253853E-03  -3.0931334E+00   1.2377867E+00
   2.6664984E+00  -1.4082657E-03  -3.0817130E+00   1.2379767E+00
   2.6721497E+00  -2.0240500E-04  -3.0797789E+00   1.2381325E+00
   2.6771364E+00  -3.7896521E-03  -3.0575767E+00   1.2378411E+00
   2.6824315E+00   2.8008083E-03  -3.0525990E+00   1.2376368E+00
   2.6878886E+00   2.3741380E-03  -3.0543804E+00   1.2369263E+00
   2.6925950E+00  -6.2565529E-04  -3.0293043E+00   1.2357136E+00
   2.6970899E+00   2.4955999E-03  -3.0252154E+00   1.2359079E+00
   2.7013814E+00   1.5243444E-03  -3.0067401E+00   1.2354128E+00
   2.7071688E+00   1.8131457E-03  -2.9824331E+00   1.2346027E+00
   2.7120376E+00   1.4273380E-02  -2.9682755E+00   1.2351996E+00
   2.7166748E+00  -2.2228621E-03  -2.9722130E+00   1.2358770E+00
   2.7220895E+00   7.7367928E-03  -2.9777367E+00   1.2361249E+00
   2.7261746E+00   8.3225034E-03  -2.9324968E+00   1.2361807E+00
   2.7311976E+00   5.7927468E-03  -2.9251337E+00   1.2364044E+00
   2.7360849E+00   4.6822948E-05  -2.8943274E+00   1.2363856E+00
   2.7414320E+00  -9.9131558E-03  -2.8220491E+00   1.2358670E+00
   2.7467093E+00   5.2061537E-03  -2.8560586E+00   1.2363315E+00
   2.7508497E+00   8.3537251E-03  -2.8597174E+00   1.2362403E+00
   2.7558074E+00   1.0631519E-02  -2.8192437E+00   1.2354459E+00
   2.7608707E+00   6.7203632E-03  -2.7947609E+00   1.2346300E+00
   2.7661083E+00   2.6699100E-03  -2.7728553E+00   1.2344539E+00
   2.7711928E+00  -1.1394672E-02  -2.7478445E+00   1.2341135E+00
   2.7760835E+00   7.5267260E-03  -2.7440312E+00   1.2339901E+00
   2.7808287E+00   1.8264797E-02  -2.7059045E+00   1.2338257E+00
   2.7854905E+00   8.7893670E-03  -2.6856792E+00   1.2334896E+00
   2.7909372E+00  -2.5831955E-03  -2.6724741E+00   1.2329236E+00
   2.7956810E+00   1.4332301E-02  -2.6152122E+00   1.2320945E+00
   2.8001366E+00   8.1199119E-03  -2.6424294E+00   1.2312685E+00
   2.8055456E+00   3.7530705E-03  -2.5860572E+00   1.2301158E+00
   2.8108361E+00   3.3277222E-03  -2.5949206E+00   1.2291999E+00
   2.8152061E+00  -3.4430071E-03  -2.5403922E+00   1.2285483E+00
   2.8204324E+00   1.2401980E-02  -2.5405967E+00   1.2275907E+00
   2.8248746E+00   2.5977765E-03  -2.5438783E+00   1.2270823E+00
   2.8302205E+00   4.9022911E-03  -2.4787011E+00   1.2268586E+00
   2.8354905E+00   1.7949356E-03  -2.4936132E+00   1.2262932E+00
   2.8398428E+00   5.0025363E-03  -2.4281952E+00   1.2263254E+00
   2.8451331E+00   7.3523456E-03  -2.4523611E+00   1.2260052E+00
   2.8498363E+00   3.4466591E-03  -2.4066777E+00   1.2254254E+00
   2.8552394E+00   5.8892383E-03  -2.3989286E+00   1.2246674E+00
   2.8588963E+00   7.3016337E-03  -2.3520343E+00   1.2243578E+00
   2.8649683E+00   6.8259551E-03  -2.3713672E+00   1.2235842E+00
   2.8704739E+00   6.2532588E-03  -2.3089745E+00   1.2229128E+00
   2.8745923E+00   7.1659288E-03  -2.3236818E+00   1.2222283E+00
   2.8791330E+00   6.3580307E-03  -2.2787855E+00   1.2217884E+00
   2.8838525E+00   6.0075130E-03  -2.2755396E+00   1.2212689E+00
   2.8885999E+00   6.8091117E-03  -2.2350259E+00   1.2205852E+00
   2.8932283E+00   4.5831581E-03  -2.2148235E+00   1.2198629E+00
   2.8995550E+00   6.8192095E-03  -2.1973932E+00   1.2190237E+00
   2.9040003E+00   6.6539417E-03  -2.1784382E+00   1.2185832E+00
   2.9097900E+00   5.8999374E-03  -2.1261652E+00   1.2181891E+00
   2.9137707E+00   6.3379328E-03  -2.1273453E+00   1.2178464E+00
   2.9181595E+00   7.7435011E-03  -2.1260524E+00   1.2177050E+00
   2.9228070E+00   5.9695379E-03  -2.0896084E+00   1.2174941E+00
   2.9292767E+00   6.7197857E-03  -2.0481207E+00   1.2167253E+00
   2.9337502E+00   5.1898020E-03  -2.0380161E+00   1.2163082E+00
   2.9386818E+00   5.4443488E-03  -2.0327017E+00   1.2160506E+00
   2.9435039E+00   5.7704602E-03  -1.9923885E+00   1.2155763E+00
   2.9482553E+00   6.6869119E-03  -1.9785535E+00   1.2149354E+00
   2.9534521E+00   5.8682030E-03  -1.9507729E+00   1.2141407E+00
   2.9585607E+00   5.9976596E-03  -1.9298978E+00   1.2135237E+00
   2.9634511E+00   6.0989163E-03  -1.9126073E+00   1.2130162E+00
   2.9681833E+00   6.2296353E-03  -1.8795828E+00   1.2123352E+00
   2.9727705E+00   5.8925273E-03  -1.8471978E+00   1.2114620E+00
   2.9772336E+00   6.0410127E-03  -1.8313723E+00   1.2108450E+00
   2.9835727E+00   6.4644180E-03  -1.8051025E+00   1.2100618E+00
   2.9877985E+00   6.4994772E-03  -1.7925537E+00   1.2096195E+00
   2.9919276E+00   6.6532386E-03  -1.7660028E+00   1.2091730E+00
   2.9977894E+00   6.2015955E-03  -1.7309852E+00   1.2084024E+00
   3.0032771E+00   6.2883524E-03  -1.7087939E+00   1.2076957E+00
   3.0084665E+00   6.1665000E-03  -1.6886730E+00   1.2073864E+00
   3.0117953E+00   5.9978855E-03  -1.6683568E+00   1.2071668E+00
   3.0182083E+00   6.0131946E-03  -1.6301100E+00   1.2064878E+00
   3.0228481E+00   5.9334291E-03  -1.6093776E+00   1.2060671E+00
   3.0273566E+00   5.4201842E-03  -1.5227281E+00   1.2039081E+00
   3.0317049E+00   5.9914137E-03  -1.6857626E+00   1.2042708E+00
   3.0374262E+00   2.7668250E-03  -1.5088797E+00   1.2036760E+00
   3.0421352E+00   3.4076930E-03  -1.5609386E+00   1.2036811E+00
   3.0475867E+00   7.8532351E-03  -1.5326478E+00   1.2042583E+00
   3.0516031E+00   7.7178152E-03  -1.4516406E+00   1.2041360E+00
   3.0560312E+00   4.2819278E-03  -1.3422800E+00   1.2020431E+00
   3.0609133E+00   6.3631241E-03  -1.3850156E+00   1.2018888E+00
   3.0662956E+00   6.8757269E-03  -1.4163021E+00   1.2019178E+00
   3.0719762E+00   6.6072536E-03  -1.4079791E+00   1.2016280E+00
   3.0769019E+00   7.5608878E-03  -1.3489345E+00   1.2011421E+00
   3.0818901E+00   6.3202991E-03  -1.2825302E+00   1.2004313E+00
   3.0865104E+00   5.8410238E-03  -1.2645932E+00   1.1999447E+00
   3.0913136E+00   6.7186765E-03  -1.2507839E+00   1.1996617E+00
   3.0966089E+00   3.6980845E-03  -1.2395394E+00   1.1995549E+00
   3.1019773E+00   8.1749549E-03  -1.2109779E+00   1.1993541E+00
   3.1070535E+00   5.5447486E-03  -1.1751872E+00   1.1989431E+00
   3.1118200E+00   5.8350521E-03  -1.1383049E+00   1.1984110E+00
   3.1163929E+00   4.5770151E-03  -1.1108428E+00   1.1981224E+00
   3.1207011E+00   5.3253281E-03  -1.0931221E+00   1.1979288E+00
   3.1268191E+00   6.1961245E-03  -1.0645040E+00   1.1976770E+00
   3.1306443E+00   6.2945234E-03  -1.0461191E+00   1.1975224E+00
   3.1362810E+00   5.9009525E-03  -1.0177082E+00   1.1972915E+00
   3.1401587E+00   5.9146797E-03  -9.9708772E-01   1.1972085E+00
   3.1462772E+00   6.0088714E-03  -9.7025061E-01   1.1971501E+00
   3.1505611E+00   5.8561284E-03  -9.4253719E-01   1.1971380E+00
   3.1549206E+00   5.9514232E-03  -9.1842932E-01   1.1970608E+00
   3.1594036E+00   5.8015892E-03  -9.0234715E-01   1.1969585E+00
   3.1667457E+00   5.7580601E-03  -8.5410041E-01   1.1968220E+00
   3.1714602E+00   5.6086318E-03  -8.3694625E-01   1.1966319E+00
   3.1761153E+00   5.6057004E-03  -8.1076711E-01   1.1964478E+00
   3.1801045E+00   5.2858195E-03  -8.0633229E-01   1.1962427E+00
   3.1843629E+00   5.8622281E-03  -7.7253932E-01   1.1961026E+00
   3.1890581E+00   5.5864668E-03  -7.6019800E-01   1.1960537E+00
   3.1942344E+00   5.7262108E-03  -7.3453546E-01   1.1959991E+00
   3.1997464E+00   5.7002781E-03  -6.9866371E-01   1.1958008E+00
   3.2052400E+00   5.7949917E-03  -6.7567831E-01   1.1955464E+00
   3.2107167E+00   5.8789095E-03  -6.4967340E-01   1.1953131E+00
   3.2134495E+00   6.0135308E-03  -6.3718021E-01   1.1952401E+00
   3.2189050E+00   6.4320890E-03  -5.4857463E-01   1.1950825E+00
   3.2243505E+00   5.6133363E-03  -6.1906511E-01   1.1941090E+00
   3.2297862E+00   6.0077151E-03  -6.0121453E-01   1.1943954E+00
   3.2352145E+00   6.5453253E-03  -5.3295040E-01   1.1948429E+00
   3.2406375E+00   6.0886196E-03  -4.8986861E-01   1.1948551E+00
   3.2433481E+00   6.5119304E-03  -4.8025715E-01   1.1948202E+00
   3.2487679E+00   4.6278997E-03  -4.5958000E-01   1.1948835E+00
   3.2541873E+00   8.3556911E-03  -4.4890180E-01   1.1949661E+00
   3.2596083E+00   6.2132436E-03  -4.2479727E-01   1.1950188E+00
   3.2650328E+00   6.7076227E-03  -4.0469220E-01   1.1951122E+00
   3.2677467E+00   6.6153109E-03  -3.8096398E-01   1.1951721E+00
   3.2731793E+00   5.2324585E-03  -3.4095219E-01   1.1942309E+00
   3.2785647E+00   6.6133761E-03  -3.4885928E-01   1.1943977E+00
   3.2836180E+00   8.3085587E-03  -2.7377173E-01   1.1951387E+00
   3.2883883E+00   5.9507168E-03  -2.7262586E-01   1.1950966E+00
   3.2929711E+00   7.5889118E-03  -2.7830866E-01   1.1951522E+00
   3.2975433E+00   5.6234105E-03  -2.5422964E-01   1.1955572E+00
   3.3042746E+00   7.1355794E-03  -1.8467642E-01   1.1954955E+00
   3.3090701E+00   5.7966900E-03  -1.9569845E-01   1.1955075E+00
   3.3137884E+00   6.2989253E-03  -1.5749662E-01   1.1951505E+00
   3.3187582E+00   6.2813885E-03  -1.4351410E-01   1.1950775E+00
   3.3241727E+00   5.5866335E-03  -9.9274412E-02   1.1949940E+00
   3.3269184E+00   5.6158211E-03  -9.6302025E-02   1.1949885E+00
   3.3324218E+00   5.4502785E-03  -8.2734905E-02   1.1950470E+00
   3.3379085E+00   7.3778075E-03  -6.7299664E-02   1.1950489E+00
   3.3429050E+00   4.0427442E-03   5.1788930E-03   1.1954734E+00
   3.3474689E+00   4.9967598E-03  -3.4289880E-04   1.1954402E+00
   3.3517668E+00   3.7859939E-03  -3.3625979E-03   1.1954488E+00
   3.3582869E+00   2.7327118E-03   1.6455280E-02   1.1955329E+00
   3.3623209E+00   2.9442019E-03   7.0736617E-02   1.1956791E+00
   3.3680623E+00   3.1906979E-03   1.9481380E-01   1.1959174E+00
   3.3717976E+00   2.7177997E-03   7.4139781E-02   1.1954579E+00
   3.3774850E+00   1.4405564E-03   2.0890369E-01   1.1956038E+00
   3.3832753E+00  -3.2518106E-04   1.6048557E-01   1.1956065E+00
   3.3872640E+00   1.7633813E-03   1.9891739E-01   1.1960449E+00
   3.3912923E+00  -1.4213407E-03   2.7672502E-01   1.1968681E+00
   3.3974071E+00   7.3157350E-04   2.0912132E-01   1.1960934E+00
   3.4013624E+00   3.1810827E-03   2.8048551E-01   1.1966629E+00
   3.4071500E+00   1.3492925E-03   3.1918901E-01   1.1969258E+00
   3.4127946E+00   1.3846740E-03   3.4220466E-01   1.1970723E+00
   3.4164917E+00   1.3340168E-03   3.5087863E-01   1.1971875E+00
   3.4220560E+00   1.3637897E-03   3.7929067E-01   1.1974355E+00
