  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   19:27:57  02/22/2024 gpju     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      704      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3623021E+00  -4.6220612E-02  -2.1128383E+00   3.9685082E+00
   2.3680575E+00  -4.4990577E-02  -2.1352606E+00   3.9684429E+00
   2.3737142E+00  -4.4681836E-02  -2.2358415E+00   3.9625120E+00
   2.3791835E+00  -4.3588411E-02  -2.2389033E+00   3.9625673E+00
   2.3849266E+00  -4.5762546E-02  -2.2534423E+00   3.9628882E+00
   2.3909566E+00  -4.4994611E-02  -2.3281679E+00   3.9592285E+00
   2.3968930E+00  -4.5221910E-02  -2.3298364E+00   3.9591436E+00
   2.4026110E+00  -4.3679271E-02  -2.3827326E+00   3.9559712E+00
   2.4084423E+00  -4.4684347E-02  -2.3789198E+00   3.9558647E+00
   2.4143293E+00  -4.4649485E-02  -2.4253752E+00   3.9525480E+00
   2.4203696E+00  -4.3649219E-02  -2.4167447E+00   3.9524543E+00
   2.4267120E+00  -4.4560295E-02  -2.4535730E+00   3.9488397E+00
   2.4333715E+00  -4.4868696E-02  -2.4610360E+00   3.9469666E+00
   2.4394350E+00  -4.4971399E-02  -2.4528351E+00   3.9470203E+00
   2.4458017E+00  -4.4681761E-02  -2.4968734E+00   3.9423463E+00
   2.4524646E+00  -4.3357369E-02  -2.4874446E+00   3.9420867E+00
   2.4592273E+00  -4.2179871E-02  -2.5173559E+00   3.9378314E+00
   2.4657872E+00  -4.2528272E-02  -2.5193901E+00   3.9356730E+00
   2.4723916E+00  -4.2058464E-02  -2.5208311E+00   3.9348309E+00
   2.4792178E+00  -4.0812939E-02  -2.5368783E+00   3.9312267E+00
   2.4863853E+00  -4.0410925E-02  -2.5445154E+00   3.9291518E+00
   2.4939110E+00  -4.0019680E-02  -2.5566049E+00   3.9268429E+00
   2.5017972E+00  -3.9016251E-02  -2.5679965E+00   3.9242065E+00
   2.5084193E+00  -3.8932703E-02  -2.5777245E+00   3.9212396E+00
   2.5153723E+00  -3.7463449E-02  -2.5848169E+00   3.9188221E+00
   2.5226729E+00  -3.6548205E-02  -2.5944755E+00   3.9165680E+00
   2.5303388E+00  -3.6233019E-02  -2.6045747E+00   3.9141870E+00
   2.5383878E+00  -3.4959562E-02  -2.6193614E+00   3.9116631E+00
   2.5468390E+00  -3.3598583E-02  -2.6352777E+00   3.9088445E+00
   2.5557132E+00  -3.2779507E-02  -2.6491354E+00   3.9065018E+00
   2.5648937E+00  -3.1593621E-02  -2.6669872E+00   3.9040573E+00
   2.5741324E+00  -3.0967118E-02  -2.6891367E+00   3.9013383E+00
   2.5833333E+00  -2.8391775E-02  -2.7109845E+00   3.8985937E+00
   2.5925760E+00  -2.6688118E-02  -2.7319283E+00   3.8959458E+00
   2.6017725E+00  -2.6123459E-02  -2.7553895E+00   3.8933108E+00
   2.6109200E+00  -2.4511538E-02  -2.7813778E+00   3.8906446E+00
   2.6200981E+00  -2.2116387E-02  -2.8036015E+00   3.8879347E+00
   2.6292670E+00  -2.1492738E-02  -2.8254182E+00   3.8851192E+00
   2.6384885E+00  -1.9615721E-02  -2.8403580E+00   3.8822432E+00
   2.6478314E+00  -1.7797876E-02  -2.8483171E+00   3.8793342E+00
   2.6570473E+00  -1.6279941E-02  -2.8527303E+00   3.8763556E+00
   2.6662765E+00  -1.4803586E-02  -2.8491561E+00   3.8734415E+00
   2.6754630E+00  -1.2908682E-02  -2.8401341E+00   3.8705728E+00
   2.6846092E+00  -1.1039576E-02  -2.8256812E+00   3.8678067E+00
   2.6937742E+00  -9.5678885E-03  -2.8097956E+00   3.8651330E+00
   2.7029727E+00  -9.1355983E-03  -2.7869105E+00   3.8625023E+00
   2.7121830E+00  -7.5662094E-03  -2.7572424E+00   3.8599637E+00
   2.7214122E+00  -5.7195071E-03  -2.7193677E+00   3.8575768E+00
   2.7306807E+00  -3.4553702E-03  -2.6778815E+00   3.8553770E+00
   2.7400694E+00  -2.7611640E-03  -2.6313994E+00   3.8532772E+00
   2.7492447E+00  -1.2680969E-03  -2.5840905E+00   3.8514118E+00
   2.7584085E+00  -4.6157790E-04  -2.5278478E+00   3.8492815E+00
   2.7675469E+00   1.0612431E-03  -2.4670334E+00   3.8471744E+00
   2.7766855E+00   1.5581483E-03  -2.4028034E+00   3.8453088E+00
   2.7858324E+00   1.6826049E-03  -2.3353803E+00   3.8435144E+00
   2.7949791E+00   2.3419100E-03  -2.2665465E+00   3.8416369E+00
   2.8041308E+00   3.0492083E-03  -2.1990993E+00   3.8396719E+00
   2.8132892E+00   4.3912497E-03  -2.1355531E+00   3.8376303E+00
   2.8224659E+00   4.5547760E-03  -2.0749481E+00   3.8355355E+00
   2.8316951E+00   5.2189319E-03  -2.0175290E+00   3.8333685E+00
   2.8408401E+00   6.3578542E-03  -1.9622000E+00   3.8311615E+00
   2.8500016E+00   7.5956890E-03  -1.9113134E+00   3.8290579E+00
   2.8591521E+00   8.9164441E-03  -1.8649074E+00   3.8270462E+00
   2.8680365E+00   9.0363221E-03  -1.8200403E+00   3.8251379E+00
   2.8769007E+00   9.3958564E-03  -1.7820337E+00   3.8233769E+00
   2.8853829E+00   1.1107542E-02  -1.7496485E+00   3.8217373E+00
   2.8941326E+00   1.2682845E-02  -1.7242059E+00   3.8203394E+00
   2.9029169E+00   1.3954626E-02  -1.7028172E+00   3.8190727E+00
   2.9117997E+00   1.3909656E-02  -1.6827289E+00   3.8178942E+00
   2.9209497E+00   1.4715267E-02  -1.6641655E+00   3.8167832E+00
   2.9301133E+00   1.5178987E-02  -1.6482884E+00   3.8156784E+00
   2.9392939E+00   1.6099155E-02  -1.6356591E+00   3.8146017E+00
   2.9484947E+00   1.6912730E-02  -1.6264511E+00   3.8135743E+00
   2.9577181E+00   1.8947057E-02  -1.6200476E+00   3.8125606E+00
   2.9666243E+00   1.9196307E-02  -1.6139086E+00   3.8115034E+00
   2.9755468E+00   1.9140765E-02  -1.6097379E+00   3.8104289E+00
   2.9831479E+00   1.9314649E-02  -1.6010302E+00   3.8092525E+00
   2.9911292E+00   1.9655762E-02  -1.5891510E+00   3.8082223E+00
   2.9993386E+00   2.0109480E-02  -1.5759628E+00   3.8071151E+00
   3.0079589E+00   2.0740077E-02  -1.5606365E+00   3.8059411E+00
   3.0166388E+00   2.1179991E-02  -1.5415612E+00   3.8047204E+00
   3.0251584E+00   2.1378232E-02  -1.5191966E+00   3.8035502E+00
   3.0331991E+00   2.1540372E-02  -1.4922121E+00   3.8024504E+00
   3.0407996E+00   2.1897746E-02  -1.4655347E+00   3.8015196E+00
   3.0483153E+00   2.1920141E-02  -1.4383239E+00   3.8007724E+00
   3.0559275E+00   2.2084249E-02  -1.4083714E+00   3.8001196E+00
   3.0636597E+00   2.3166507E-02  -1.3700480E+00   3.7995126E+00
   3.0714564E+00   2.3020942E-02  -1.3274901E+00   3.7989936E+00
   3.0793283E+00   2.3238050E-02  -1.2841374E+00   3.7985516E+00
   3.0874114E+00   2.2952795E-02  -1.2367983E+00   3.7981536E+00
   3.0958986E+00   2.3022527E-02  -1.1854327E+00   3.7977934E+00
   3.1048105E+00   2.3108907E-02  -1.1277729E+00   3.7974474E+00
   3.1138613E+00   2.2973413E-02  -1.0628803E+00   3.7971270E+00
   3.1213539E+00   2.2932803E-02  -9.9328357E-01   3.7968762E+00
   3.1292212E+00   2.2609986E-02  -9.3280530E-01   3.7967517E+00
   3.1373718E+00   2.2556117E-02  -8.6887062E-01   3.7965827E+00
   3.1455867E+00   2.2223555E-02  -8.0060726E-01   3.7963114E+00
   3.1539133E+00   2.1926152E-02  -7.3211139E-01   3.7959573E+00
   3.1618013E+00   2.1665974E-02  -6.6487819E-01   3.7955453E+00
   3.1696031E+00   2.1357071E-02  -6.0525882E-01   3.7951269E+00
   3.1777952E+00   2.0663675E-02  -5.4973739E-01   3.7947164E+00
   3.1860309E+00   2.0633483E-02  -4.9327087E-01   3.7942984E+00
   3.1940975E+00   2.0330278E-02  -4.3808153E-01   3.7938898E+00
   3.2020547E+00   2.0046590E-02  -3.8762450E-01   3.7935333E+00
   3.2098126E+00   1.9840684E-02  -3.4023830E-01   3.7932327E+00
   3.2174952E+00   1.9557958E-02  -2.9732630E-01   3.7930112E+00
   3.2253728E+00   1.9551545E-02  -2.8327182E-01   3.7929783E+00
   3.2332180E+00   1.9301217E-02  -2.0078701E-01   3.7928903E+00
   3.2409356E+00   1.9626802E-02  -1.9546916E-01   3.7928281E+00
   3.2484615E+00   1.9188315E-02  -1.5122193E-01   3.7928059E+00
   3.2559159E+00   1.9418929E-02  -1.4979622E-01   3.7928336E+00
   3.2634053E+00   1.9363735E-02  -9.4249010E-02   3.7932811E+00
   3.2709491E+00   1.9487452E-02  -8.5550666E-02   3.7933891E+00
   3.2785060E+00   1.9497693E-02  -6.7419551E-02   3.7937779E+00
   3.2860429E+00   1.9468978E-02  -5.0750263E-02   3.7941701E+00
   3.2935615E+00   1.9464947E-02  -3.5128716E-02   3.7945552E+00
   3.3010578E+00   1.9526076E-02  -2.2602154E-02   3.7949488E+00
   3.3085237E+00   2.0131564E-02  -1.2597340E-02   3.7953188E+00
   3.3159504E+00   1.9996770E-02  -2.8015431E-03   3.7956417E+00
   3.3233566E+00   1.9737897E-02   6.9242269E-03   3.7959104E+00
   3.3307707E+00   1.9550785E-02   1.7512262E-02   3.7961206E+00
   3.3382297E+00   1.9375762E-02   3.2257512E-02   3.7963173E+00
   3.3457599E+00   1.9254658E-02   4.9104899E-02   3.7965150E+00
   3.3533711E+00   1.9113196E-02   6.9843382E-02   3.7967114E+00
   3.3610437E+00   1.8953806E-02   9.1627538E-02   3.7969100E+00
   3.3687613E+00   1.8802993E-02   1.1600552E-01   3.7971332E+00
   3.3765180E+00   1.8555747E-02   1.4374241E-01   3.7973897E+00
   3.3843231E+00   1.8310977E-02   1.7406014E-01   3.7976842E+00
   3.3921912E+00   1.8171187E-02   2.0864733E-01   3.7980475E+00
   3.4001305E+00   1.7975908E-02   2.4656101E-01   3.7984672E+00
   3.4081464E+00   1.7789794E-02   2.8841156E-01   3.7989588E+00
   3.4162407E+00   1.7609248E-02   3.3460903E-01   3.7995260E+00
   3.4244165E+00   1.7375527E-02   3.8404864E-01   3.8001690E+00
   3.4326761E+00   1.7125469E-02   4.3818969E-01   3.8008928E+00
   3.4410217E+00   1.6905310E-02   4.9603674E-01   3.8016882E+00
   3.4494550E+00   1.6617462E-02   5.5808908E-01   3.8025665E+00
   3.4579809E+00   1.6260838E-02   6.2264025E-01   3.8034902E+00
   3.4666085E+00   1.5999652E-02   6.9152534E-01   3.8044796E+00
   3.4753501E+00   1.5261218E-02   7.6571852E-01   3.8055305E+00
   3.4842117E+00   1.5003362E-02   8.4580874E-01   3.8066084E+00
   3.4931972E+00   1.4427988E-02   9.2770201E-01   3.8076637E+00
   3.5023134E+00   1.3593198E-02   1.0114894E+00   3.8086815E+00
   3.5114632E+00   1.2824018E-02   1.0946519E+00   3.8096540E+00
   3.5206125E+00   1.2667583E-02   1.1747912E+00   3.8105836E+00
   3.5297618E+00   1.2323840E-02   1.2502850E+00   3.8114653E+00
   3.5389109E+00   1.1999537E-02   1.3242279E+00   3.8122997E+00
   3.5480597E+00   1.1581810E-02   1.3959414E+00   3.8131452E+00
   3.5572078E+00   1.1227027E-02   1.4647927E+00   3.8140409E+00
   3.5664036E+00   1.0965632E-02   1.5298817E+00   3.8150098E+00
   3.5755339E+00   1.0413212E-02   1.5904669E+00   3.8160777E+00
   3.5847113E+00   9.9482387E-03   1.6475804E+00   3.8172467E+00
   3.5938818E+00   9.2643080E-03   1.7014576E+00   3.8185189E+00
   3.6030452E+00   9.3788542E-03   1.7497295E+00   3.8198869E+00
   3.6122026E+00   8.9216428E-03   1.7964649E+00   3.8213632E+00
   3.6213555E+00   8.6891176E-03   1.8395424E+00   3.8229024E+00
   3.6305060E+00   8.4668212E-03   1.8778151E+00   3.8245010E+00
   3.6396556E+00   8.3757844E-03   1.9139118E+00   3.8261664E+00
   3.6488049E+00   8.0235992E-03   1.9447014E+00   3.8278575E+00
   3.6580110E+00   7.8867013E-03   1.9710695E+00   3.8295629E+00
   3.6671412E+00   7.6138852E-03   1.9964432E+00   3.8312848E+00
   3.6763542E+00   7.6594241E-03   2.0198083E+00   3.8329177E+00
   3.6855562E+00   7.4887085E-03   2.0451949E+00   3.8344774E+00
   3.6947474E+00   7.4122432E-03   2.0757337E+00   3.8360007E+00
   3.7039297E+00   7.3609622E-03   2.1091800E+00   3.8374879E+00
   3.7131038E+00   6.9981790E-03   2.1466258E+00   3.8389270E+00
   3.7222700E+00   6.7258696E-03   2.1856883E+00   3.8403535E+00
   3.7314301E+00   6.3443584E-03   2.2282717E+00   3.8418138E+00
   3.7405853E+00   5.7228096E-03   2.2747648E+00   3.8433352E+00
   3.7497370E+00   5.0896346E-03   2.3253553E+00   3.8449352E+00
   3.7588871E+00   4.2248014E-03   2.3784423E+00   3.8466394E+00
   3.7680361E+00   3.4312641E-03   2.4360578E+00   3.8484325E+00
   3.7771845E+00   2.5987695E-03   2.4979231E+00   3.8503342E+00
   3.7863257E+00   1.6442452E-03   2.5621736E+00   3.8523183E+00
   3.7954509E+00   7.8868843E-04   2.6303327E+00   3.8543699E+00
   3.8048136E+00  -1.7544076E-04   2.7012367E+00   3.8564625E+00
   3.8141725E+00  -1.0938657E-03   2.7780852E+00   3.8586805E+00
   3.8234432E+00  -1.9422934E-03   2.8571599E+00   3.8609686E+00
   3.8326645E+00  -2.6664266E-03   2.9398406E+00   3.8632381E+00
   3.8418572E+00  -3.9802184E-03   3.0232177E+00   3.8654804E+00
   3.8510413E+00  -5.0570713E-03   3.1063478E+00   3.8676565E+00
   3.8602281E+00  -6.0445266E-03   3.1868343E+00   3.8697631E+00
   3.8694217E+00  -7.0507298E-03   3.2626958E+00   3.8717976E+00
   3.8786216E+00  -8.1792949E-03   3.3346181E+00   3.8737695E+00
   3.8878224E+00  -9.1359532E-03   3.4010870E+00   3.8756933E+00
   3.8969476E+00  -1.0297321E-02   3.4654157E+00   3.8775852E+00
   3.9063063E+00  -1.1188126E-02   3.5241249E+00   3.8794477E+00
   3.9154365E+00  -1.2504120E-02   3.5807745E+00   3.8814268E+00
   3.9245617E+00  -1.3345042E-02   3.6308937E+00   3.8834431E+00
   3.9338157E+00  -1.4658027E-02   3.6764162E+00   3.8854859E+00
   3.9430614E+00  -1.5690487E-02   3.7148712E+00   3.8876815E+00
   3.9523070E+00  -1.6536219E-02   3.7485933E+00   3.8899772E+00
   3.9615500E+00  -1.7530743E-02   3.7771335E+00   3.8923495E+00
   3.9707863E+00  -1.8998258E-02   3.7995782E+00   3.8947713E+00
   3.9799538E+00  -1.9906787E-02   3.8176198E+00   3.8972390E+00
   3.9889431E+00  -2.1051057E-02   3.8299010E+00   3.8997228E+00
   3.9981530E+00  -2.1927329E-02   3.8392227E+00   3.9025002E+00
   4.0073533E+00  -2.3481682E-02   3.8372035E+00   3.9045234E+00
   4.0157599E+00  -2.4896782E-02   3.8405566E+00   3.9073381E+00
   4.0236316E+00  -2.6050407E-02   3.8340855E+00   3.9093118E+00
   4.0313463E+00  -2.7182724E-02   3.8295357E+00   3.9111962E+00
   4.0390954E+00  -2.7777929E-02   3.8237832E+00   3.9131198E+00
   4.0469036E+00  -2.9071759E-02   3.8197610E+00   3.9149125E+00
   4.0546684E+00  -3.0075708E-02   3.8162279E+00   3.9166594E+00
   4.0622535E+00  -3.1047121E-02   3.8163054E+00   3.9184003E+00
   4.0697064E+00  -3.1766705E-02   3.8156476E+00   3.9200687E+00
   4.0774040E+00  -3.2968368E-02   3.8149652E+00   3.9216590E+00
   4.0850277E+00  -3.3895101E-02   3.8160906E+00   3.9233384E+00
   4.0925140E+00  -3.5234347E-02   3.8185818E+00   3.9250727E+00
   4.0994811E+00  -3.6356006E-02   3.8219297E+00   3.9268212E+00
   4.1060414E+00  -3.6915649E-02   3.8297346E+00   3.9268889E+00
   4.1123881E+00  -3.9075635E-02   3.8299086E+00   3.9311798E+00
   4.1186366E+00  -3.9278712E-02   3.8392153E+00   3.9313080E+00
   4.1248417E+00  -4.0490147E-02   3.8427155E+00   3.9333537E+00
   4.1310191E+00  -4.1448683E-02   3.8557694E+00   3.9334087E+00
   4.1371565E+00  -4.3963656E-02   3.8538384E+00   3.9366179E+00
   4.1433277E+00  -4.4180624E-02   3.8688843E+00   3.9367974E+00
   4.1494412E+00  -4.5351621E-02   3.8858171E+00   3.9370129E+00
   4.1556358E+00  -4.7729623E-02   3.8675742E+00   3.9424319E+00
   4.1618023E+00  -4.8203886E-02   3.8885307E+00   3.9424648E+00
   4.1680622E+00  -4.9421195E-02   3.9097834E+00   3.9421959E+00
   4.1742396E+00  -5.1401656E-02   3.8994846E+00   3.9452174E+00
   4.1802101E+00  -5.2407626E-02   3.9200644E+00   3.9455445E+00
   4.1858668E+00  -5.3424835E-02   3.9389484E+00   3.9459419E+00
   4.1913352E+00  -5.6138787E-02   3.9023516E+00   3.9516771E+00
   4.1966929E+00  -5.6522217E-02   3.9263401E+00   3.9515884E+00
   4.2019868E+00  -5.7754070E-02   3.9493163E+00   3.9510927E+00
   4.2072420E+00  -5.8613140E-02   3.9665639E+00   3.9507875E+00
   4.2124653E+00  -6.0799357E-02   3.9178145E+00   3.9541073E+00
   4.2176542E+00  -6.1631206E-02   3.9375820E+00   3.9542689E+00
   4.2228522E+00  -6.2664568E-02   3.9539165E+00   3.9542930E+00
   4.2280822E+00  -6.4097881E-02   3.9597268E+00   3.9546685E+00
   4.2332368E+00  -6.6805884E-02   3.8849151E+00   3.9595070E+00
   4.2383389E+00  -6.6995047E-02   3.9011211E+00   3.9593575E+00
   4.2434626E+00  -6.7296542E-02   3.9156041E+00   3.9586000E+00
   4.2486162E+00  -6.8571605E-02   3.9231119E+00   3.9582798E+00
   4.2537575E+00  -7.0019029E-02   3.9123075E+00   3.9582703E+00
   4.2588420E+00  -7.0683934E-02   3.8846965E+00   3.9592040E+00
   4.2640262E+00  -7.4226841E-02   3.7239006E+00   3.9655616E+00
   4.2689886E+00  -7.3253438E-02   3.7485411E+00   3.9649565E+00
   4.2738194E+00  -7.4080370E-02   3.7670872E+00   3.9642408E+00
   4.2785740E+00  -7.4765436E-02   3.7850335E+00   3.9631896E+00
   4.2832847E+00  -7.5413115E-02   3.7865882E+00   3.9629107E+00
   4.2879677E+00  -7.7287555E-02   3.7600896E+00   3.9629414E+00
   4.2926264E+00  -7.8285031E-02   3.5856287E+00   3.9676363E+00
   4.2972560E+00  -8.0341928E-02   3.5792503E+00   3.9680498E+00
   4.3063936E+00  -8.0810338E-02   3.5886328E+00   3.9679258E+00
   4.3108926E+00  -8.1071459E-02   3.5757284E+00   3.9676845E+00
   4.3153663E+00  -8.2424514E-02   3.5537996E+00   3.9678712E+00
   4.3198061E+00  -8.5248627E-02   3.3151486E+00   3.9727740E+00
   4.3242016E+00  -8.6704455E-02   3.3037362E+00   3.9732771E+00
   4.3285713E+00  -8.5589245E-02   3.3174260E+00   3.9733458E+00
   4.3329282E+00  -8.4999509E-02   3.3199151E+00   3.9728615E+00
   4.3371429E+00  -8.5558861E-02   3.3160121E+00   3.9723008E+00
   4.3457890E+00  -8.7602660E-02   3.2528641E+00   3.9717929E+00
   4.3501272E+00  -9.0147674E-02   2.9460299E+00   3.9760063E+00
   4.3544440E+00  -9.1752857E-02   2.9312363E+00   3.9764767E+00
   4.3587627E+00  -9.0255201E-02   2.9608519E+00   3.9768009E+00
   4.3624873E+00  -8.9369185E-02   2.9948475E+00   3.9764476E+00
   4.3699217E+00  -9.1105789E-02   2.9571090E+00   3.9760408E+00
   4.3739200E+00  -9.3052812E-02   2.8732109E+00   3.9760911E+00
   4.3780813E+00  -9.4142504E-02   2.7759843E+00   3.9767990E+00
   4.3822145E+00  -9.3818024E-02   2.4866006E+00   3.9802639E+00
   4.3862948E+00  -9.5652066E-02   2.4765482E+00   3.9803419E+00
   4.3945389E+00  -9.5632136E-02   2.5394456E+00   3.9790609E+00
   4.3986840E+00  -9.6538410E-02   2.5351768E+00   3.9785635E+00
   4.4027848E+00  -9.7181596E-02   2.5134990E+00   3.9782290E+00
   4.4068522E+00  -9.8349310E-02   2.4626756E+00   3.9781270E+00
   4.4108930E+00  -9.9134654E-02   2.3454854E+00   3.9785023E+00
   4.4189095E+00  -1.0178149E-01   1.9896964E+00   3.9810886E+00
   4.4228878E+00  -1.0149685E-01   2.0315323E+00   3.9806893E+00
   4.4268479E+00  -1.0132769E-01   2.0668638E+00   3.9801884E+00
   4.4307909E+00  -1.0174247E-01   2.0846233E+00   3.9797437E+00
   4.4386334E+00  -1.0361531E-01   2.0452831E+00   3.9792638E+00
   4.4425383E+00  -1.0480437E-01   1.9836015E+00   3.9792652E+00
   4.4464393E+00  -1.0546948E-01   1.9112216E+00   3.9794171E+00
   4.4542155E+00  -1.0734697E-01   1.7075878E+00   3.9801295E+00
   4.4580865E+00  -1.0732500E-01   1.1719085E+00   3.9826267E+00
   4.4619508E+00  -1.1079982E-01   1.2451785E+00   3.9823940E+00
   4.4658098E+00  -1.1014360E-01   1.7726421E+00   3.9795744E+00
   4.4735160E+00  -1.1073715E-01   1.5898539E+00   3.9797201E+00
   4.4773602E+00  -1.1211608E-01   1.4025910E+00   3.9801106E+00
   4.4811902E+00  -1.1248798E-01   1.2644370E+00   3.9805133E+00
   4.4850039E+00  -1.1293228E-01   1.2129815E+00   3.9806807E+00
   4.4925919E+00  -1.1355576E-01   1.0983232E+00   3.9809735E+00
   4.4963694E+00  -1.1415188E-01   1.0723907E+00   3.9809465E+00
   4.5001340E+00  -1.1481642E-01   1.0452434E+00   3.9808373E+00
   4.5076356E+00  -1.1636666E-01   9.9433070E-01   3.9805105E+00
   4.5113769E+00  -1.1689536E-01   9.7452682E-01   3.9803951E+00
   4.5151162E+00  -1.1779152E-01   9.3339902E-01   3.9802678E+00
   4.5226021E+00  -1.1971296E-01   8.1056917E-01   3.9800079E+00
   4.5261922E+00  -1.2018725E-01   7.5309187E-01   3.9799178E+00
   4.5299516E+00  -1.2161022E-01   7.2193325E-01   3.9798920E+00
   4.5374913E+00  -1.2330248E-01   6.4419454E-01   3.9798527E+00
   4.5412736E+00  -1.2336154E-01   6.0574114E-01   3.9797583E+00
   4.5450678E+00  -1.2417557E-01   5.6306368E-01   3.9796026E+00
   4.5526991E+00  -1.2527740E-01   4.5971403E-01   3.9790566E+00
   4.5565410E+00  -1.2579583E-01   4.0955240E-01   3.9787147E+00
   4.5604038E+00  -1.2636440E-01   3.5755619E-01   3.9783387E+00
   4.5642915E+00  -1.2707779E-01   2.7458814E-01   3.9776533E+00
   4.5721741E+00  -1.2901187E-01   2.0855698E-01   3.9770064E+00
   4.5761957E+00  -1.2883547E-01   1.7851882E-01   3.9768000E+00
   4.5802898E+00  -1.3004443E-01   1.1305402E-01   3.9763000E+00
   4.5844927E+00  -1.3064729E-01   8.0184914E-02   3.9759331E+00
   4.5888510E+00  -1.3096449E-01   1.6922485E-02   3.9753394E+00
   4.5973411E+00  -1.3128430E-01  -1.1373186E-01   3.9739878E+00
   4.6015248E+00  -1.3123231E-01  -1.7508863E-01   3.9733198E+00
   4.6057119E+00  -1.3030064E-01  -2.3047145E-01   3.9727383E+00
   4.6099219E+00  -1.3061787E-01  -2.8262895E-01   3.9722075E+00
   4.6141658E+00  -1.3114479E-01  -3.3458552E-01   3.9716825E+00
   4.6183801E+00  -1.3209829E-01  -3.8841373E-01   3.9711308E+00
   4.6269679E+00  -1.3222201E-01  -4.9567288E-01   3.9702237E+00
   4.6312394E+00  -1.3227771E-01  -5.3895462E-01   3.9697933E+00
   4.6354384E+00  -1.3246037E-01  -5.9438342E-01   3.9693236E+00
   4.6396170E+00  -1.3243517E-01  -6.9698268E-01   3.9682851E+00
   4.6438017E+00  -1.3139647E-01  -7.5173813E-01   3.9676051E+00
   4.6480060E+00  -1.3179772E-01  -8.4059852E-01   3.9665475E+00
   4.6562495E+00  -1.3451385E-01  -9.4869328E-01   3.9655919E+00
   4.6603837E+00  -1.3550842E-01  -1.0033133E+00   3.9652195E+00
   4.6645827E+00  -1.3585544E-01  -1.0695956E+00   3.9646666E+00
   4.6688499E+00  -1.3616936E-01  -1.2849916E+00   3.9605279E+00
   4.6730981E+00  -1.3531157E-01  -1.2974845E+00   3.9607375E+00
   4.6773477E+00  -1.3521606E-01  -1.3066660E+00   3.9614761E+00
   4.6854072E+00  -1.3552721E-01  -1.3317399E+00   3.9632723E+00
   4.6895018E+00  -1.3520947E-01  -1.3636405E+00   3.9634986E+00
   4.6931672E+00  -1.3573065E-01  -1.4082186E+00   3.9632640E+00
   4.6970158E+00  -1.3707121E-01  -1.4713814E+00   3.9626226E+00
   4.7051964E+00  -1.3383035E-01  -1.9586844E+00   3.9521527E+00
   4.7095428E+00  -1.3427463E-01  -1.9494922E+00   3.9524882E+00
   4.7140093E+00  -1.3372567E-01  -1.8953513E+00   3.9549966E+00
   4.7183609E+00  -1.3284709E-01  -1.8543148E+00   3.9571893E+00
   4.7227020E+00  -1.3332684E-01  -1.8677682E+00   3.9577746E+00
   4.7270660E+00  -1.3055575E-01  -1.9022748E+00   3.9579682E+00
   4.7314525E+00  -1.3198899E-01  -1.9893277E+00   3.9571948E+00
   4.7402115E+00  -1.2799020E-01  -2.3172369E+00   3.9486086E+00
   4.7446346E+00  -1.2878728E-01  -2.3122330E+00   3.9498336E+00
   4.7490392E+00  -1.2665810E-01  -2.3261836E+00   3.9504502E+00
   4.7534561E+00  -1.2850302E-01  -2.3474813E+00   3.9513071E+00
   4.7579441E+00  -1.2640569E-01  -2.3740950E+00   3.9512186E+00
   4.7623782E+00  -1.2475006E-01  -2.5705633E+00   3.9452209E+00
   4.7669101E+00  -1.2326359E-01  -2.5855372E+00   3.9445798E+00
   4.7711163E+00  -1.2348129E-01  -2.6075528E+00   3.9442716E+00
   4.7799959E+00  -1.2410334E-01  -2.6641922E+00   3.9447932E+00
   4.7846828E+00  -1.2422909E-01  -2.7243724E+00   3.9441385E+00
   4.7894707E+00  -1.1804234E-01  -2.9059434E+00   3.9372551E+00
   4.7942080E+00  -1.1722810E-01  -2.9092183E+00   3.9367654E+00
   4.7989607E+00  -1.1960813E-01  -2.9029949E+00   3.9375608E+00
   4.8037190E+00  -1.1936440E-01  -2.9075661E+00   3.9381359E+00
   4.8084488E+00  -1.1960654E-01  -2.9194865E+00   3.9384887E+00
   4.8132129E+00  -1.1581003E-01  -2.9524424E+00   3.9380505E+00
   4.8180089E+00  -1.1422871E-01  -2.9941285E+00   3.9361560E+00
   4.8228412E+00  -1.1439630E-01  -3.0521951E+00   3.9338338E+00
   4.8277230E+00  -1.1338623E-01  -3.1000779E+00   3.9316716E+00
   4.8326197E+00  -1.0981168E-01  -3.1447835E+00   3.9298522E+00
   4.8375478E+00  -1.1047434E-01  -3.1781027E+00   3.9284916E+00
   4.8425241E+00  -1.0948493E-01  -3.2009017E+00   3.9275193E+00
   4.8476090E+00  -1.0701598E-01  -3.2150269E+00   3.9267745E+00
   4.8529196E+00  -1.0672905E-01  -3.2276216E+00   3.9261010E+00
   4.8584962E+00  -1.0376870E-01  -3.2751319E+00   3.9219069E+00
   4.8636360E+00  -1.0167450E-01  -3.2656376E+00   3.9223752E+00
   4.8690329E+00  -1.0106402E-01  -3.2613118E+00   3.9230938E+00
   4.8745551E+00  -9.9823326E-02  -3.2635682E+00   3.9233773E+00
   4.8803182E+00  -9.7487107E-02  -3.2676411E+00   3.9228733E+00
