  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   15:14:29  02/29/2024 qiqb     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.932E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.6719781E+00   1.5854027E-02   3.5953906E+00   6.4060998E-01
   1.6765211E+00   1.3207036E-02   3.6100030E+00   6.3868403E-01
   1.6810896E+00   1.3924755E-02   3.5971496E+00   6.3712412E-01
   1.6856830E+00   1.6007734E-02   3.6205175E+00   6.3740194E-01
   1.6902974E+00   1.4331454E-02   3.6382382E+00   6.3668913E-01
   1.6970164E+00   1.5295758E-02   3.6512921E+00   6.3342059E-01
   1.7015179E+00   1.3688298E-02   3.6515756E+00   6.3197851E-01
   1.7060057E+00   1.5736826E-02   3.6501257E+00   6.3052458E-01
   1.7104598E+00   1.6164184E-02   3.6587617E+00   6.2943351E-01
   1.7148826E+00   1.5410922E-02   3.6685317E+00   6.2850052E-01
   1.7211833E+00   1.6924774E-02   3.6788995E+00   6.2722790E-01
   1.7252878E+00   1.3647164E-02   3.6811206E+00   6.2674510E-01
   1.7295865E+00   1.5018526E-02   3.6823952E+00   6.2626839E-01
   1.7360468E+00   1.5777079E-02   3.6826968E+00   6.2521124E-01
   1.7403290E+00   1.5748659E-02   3.6838090E+00   6.2410629E-01
   1.7445934E+00   1.5731076E-02   3.6869102E+00   6.2338775E-01
   1.7509590E+00   1.5344641E-02   3.6795681E+00   6.2158740E-01
   1.7551814E+00   1.6003782E-02   3.6788592E+00   6.2093151E-01
   1.7593728E+00   1.3621354E-02   3.6821043E+00   6.1989045E-01
   1.7655988E+00   1.5254771E-02   3.6801226E+00   6.1869270E-01
   1.7697115E+00   1.6281096E-02   3.6740150E+00   6.1800128E-01
   1.7758322E+00   1.6062213E-02   3.6612842E+00   6.1567831E-01
   1.7798914E+00   1.5979925E-02   3.6582317E+00   6.1514121E-01
   1.7839297E+00   1.5692052E-02   3.6515198E+00   6.1430472E-01
   1.7899454E+00   1.5035480E-02   3.6502125E+00   6.1312640E-01
   1.7939281E+00   1.4500509E-02   3.6345646E+00   6.1227232E-01
   1.7998629E+00   1.4120259E-02   3.6261919E+00   6.1098355E-01
   1.8037955E+00   1.4855838E-02   3.5995340E+00   6.0971659E-01
   1.8096633E+00   1.5604867E-02   3.5900581E+00   6.0983807E-01
   1.8148167E+00   1.5983595E-02   3.5851860E+00   6.0827577E-01
   1.8200369E+00   1.5156128E-02   3.5632300E+00   6.0677081E-01
   1.8251574E+00   1.5760325E-02   3.5489457E+00   6.0672647E-01
   1.8284837E+00   1.4022520E-02   3.5423279E+00   6.0578984E-01
   1.8347467E+00   1.5812078E-02   3.5156953E+00   6.0333806E-01
   1.8396329E+00   1.5844606E-02   3.4922261E+00   6.0174668E-01
   1.8444976E+00   1.4318503E-02   3.4699552E+00   6.0221189E-01
   1.8492624E+00   1.5016454E-02   3.4571962E+00   6.0090810E-01
   1.8539442E+00   9.8693538E-03   3.4308805E+00   5.9917021E-01
   1.8586013E+00   1.6121738E-02   3.3902502E+00   5.9838557E-01
   1.8632802E+00   1.9231010E-02   3.3749454E+00   5.9746802E-01
   1.8679553E+00   1.0749118E-02   3.3709815E+00   5.9915811E-01
   1.8741571E+00   1.3223108E-02   3.3504226E+00   5.9821022E-01
   1.8788193E+00   1.4123914E-02   3.3204665E+00   5.9512722E-01
   1.8835450E+00   1.8297337E-02   3.1430120E+00   5.9512907E-01
   1.8881292E+00   1.6320873E-02   3.3636305E+00   5.9976292E-01
   1.8935735E+00   1.7888132E-02   3.2873766E+00   5.9619808E-01
   1.8987422E+00   7.6900423E-03   2.8593082E+00   5.8975899E-01
   1.9037503E+00   9.3670338E-03   2.9129493E+00   5.9146833E-01
   1.9075218E+00   1.6759923E-02   3.1686075E+00   5.9154981E-01
   1.9127595E+00   1.2730748E-02   3.1990781E+00   5.9230149E-01
   1.9180046E+00   1.2213381E-02   3.0254865E+00   5.9121919E-01
   1.9232399E+00   1.8661821E-02   2.9577668E+00   5.8765143E-01
   1.9283690E+00   1.5059993E-02   2.9508255E+00   5.8715856E-01
   1.9334168E+00   1.0387287E-02   2.9420817E+00   5.8350646E-01
   1.9371451E+00   2.4417184E-02   2.9346938E+00   5.8527380E-01
   1.9420489E+00   6.4897053E-03   2.8137422E+00   5.8364683E-01
   1.9482155E+00   9.7285770E-03   2.7742000E+00   5.8225596E-01
   1.9521471E+00   1.1943089E-02   2.7705154E+00   5.8187956E-01
   1.9579831E+00   1.3949124E-02   2.7176056E+00   5.7991803E-01
   1.9626030E+00   8.3771311E-03   2.5811064E+00   5.7679868E-01
   1.9671003E+00   1.2273111E-02   2.5945830E+00   5.7917249E-01
   1.9726884E+00   1.2125558E-02   2.5843728E+00   5.7872808E-01
   1.9771366E+00   1.2543768E-02   2.5284338E+00   5.7801372E-01
   1.9816021E+00   8.8601252E-03   2.4564600E+00   5.7253855E-01
   1.9868299E+00   1.6613556E-02   2.3600771E+00   5.7527143E-01
   1.9914777E+00   3.3971472E-03   2.3425832E+00   5.7633018E-01
   1.9968581E+00   1.2360645E-02   2.2930501E+00   5.7507586E-01
   2.0025809E+00   1.2851723E-02   2.2339711E+00   5.7318044E-01
   2.0064054E+00   1.4530402E-02   2.1887515E+00   5.7430601E-01
   2.0121565E+00   1.3434465E-02   2.1199980E+00   5.7334936E-01
   2.0160012E+00   1.3244809E-02   2.0712440E+00   5.7321584E-01
   2.0217855E+00   1.3391658E-02   2.0158405E+00   5.7310879E-01
   2.0256531E+00   1.5161244E-02   1.9658986E+00   5.7291794E-01
   2.0314744E+00   1.3930522E-02   1.9161595E+00   5.7257360E-01
   2.0353689E+00   1.3999568E-02   1.8697194E+00   5.7249302E-01
   2.0412312E+00   1.0114728E-02   1.7852982E+00   5.7180476E-01
   2.0466993E+00   1.3161559E-02   1.7283741E+00   5.7122731E-01
   2.0518086E+00   1.3239654E-02   1.6638687E+00   5.6945050E-01
   2.0556550E+00   1.0247457E-02   1.6272258E+00   5.6969917E-01
   2.0616217E+00   7.7010398E-03   1.5423529E+00   5.6918985E-01
   2.0656183E+00   8.7222438E-03   1.5092392E+00   5.6834424E-01
   2.0716424E+00   7.8024454E-03   1.4025520E+00   5.6636477E-01
   2.0756793E+00   6.6403374E-03   1.3728697E+00   5.6515712E-01
   2.0797334E+00   6.5637482E-03   1.3324510E+00   5.6591260E-01
   2.0858479E+00   5.4976181E-03   1.2769494E+00   5.6389725E-01
   2.0897090E+00   4.6249423E-03   1.2176528E+00   5.6366265E-01
   2.0958841E+00   3.9471858E-03   1.1276071E+00   5.6253409E-01
   2.0999439E+00   4.3002367E-03   1.0533628E+00   5.6198919E-01
   2.1059127E+00   3.1083124E-03   9.9946618E-01   5.6082624E-01
   2.1096036E+00   5.6173652E-03   9.7009587E-01   5.6041574E-01
   2.1152918E+00   3.4128879E-03   8.7815922E-01   5.5912983E-01
   2.1203821E+00   2.8672072E-03   8.2972199E-01   5.5794263E-01
   2.1250045E+00   2.8149493E-03   7.7091146E-01   5.5684781E-01
   2.1306090E+00   1.1697642E-03   6.8301916E-01   5.5609947E-01
   2.1350460E+00   7.1177527E-04   6.3340378E-01   5.5557364E-01
   2.1393023E+00   5.2046502E-04   5.5860680E-01   5.5536574E-01
   2.1444840E+00  -2.5366282E-04   4.9576324E-01   5.5369306E-01
   2.1493635E+00   5.1402999E-03   4.4942388E-01   5.5339724E-01
   2.1542010E+00  -9.8424414E-03   4.2161793E-01   5.5273163E-01
   2.1600921E+00  -7.5892820E-03   3.1427145E-01   5.5205530E-01
   2.1648002E+00   1.7455358E-03   2.4365205E-01   5.5132598E-01
   2.1693063E+00   1.8827391E-03   1.8082127E-01   5.5105555E-01
   2.1748645E+00  -5.3473981E-04   1.2051551E-01   5.4987895E-01
   2.1791859E+00  -1.6580662E-03   7.5584844E-02   5.4947394E-01
   2.1846390E+00  -2.7957524E-03   8.9173736E-03   5.4910737E-01
   2.1898766E+00  -4.8973393E-03  -5.8143586E-02   5.4857111E-01
   2.1941590E+00  -1.4762430E-03  -9.8655775E-02   5.4766673E-01
   2.1996450E+00  -1.7766329E-03  -1.8539985E-01   5.4885548E-01
   2.2036138E+00  -2.6013725E-03  -2.3443578E-01   5.4704636E-01
   2.2092063E+00  -1.2868346E-03  -2.7578187E-01   5.4736084E-01
   2.2141783E+00  -5.8936193E-03  -3.3206689E-01   5.4756594E-01
   2.2179213E+00  -4.6157273E-03  -3.7816721E-01   5.4772884E-01
   2.2242246E+00  -5.3234370E-03  -4.6402079E-01   5.4752785E-01
   2.2284739E+00  -3.3193608E-03  -5.0888044E-01   5.4730326E-01
   2.2325985E+00  -4.3545007E-03  -5.4442614E-01   5.4674011E-01
   2.2385955E+00  -3.3460353E-03  -6.1010355E-01   5.4673684E-01
   2.2426629E+00  -3.3128236E-03  -6.6332126E-01   5.4756850E-01
   2.2489440E+00  -3.0334718E-03  -7.2530210E-01   5.4670495E-01
   2.2530489E+00  -4.9951803E-03  -7.6776433E-01   5.4854399E-01
   2.2584114E+00  -5.9955724E-05  -8.2247370E-01   5.4765004E-01
   2.2626390E+00  -3.3892989E-03  -8.5935462E-01   5.4764622E-01
   2.2688282E+00  -3.1284788E-03  -9.5576102E-01   5.4987085E-01
   2.2733467E+00  -1.1293412E-02  -9.9681109E-01   5.5121529E-01
   2.2778575E+00  -6.2461337E-03  -1.0224191E+00   5.5084622E-01
   2.2830796E+00  -5.9649064E-03  -1.0869784E+00   5.5129492E-01
   2.2876475E+00  -1.3413910E-03  -1.1304998E+00   5.5111587E-01
   2.2932401E+00   2.9714860E-03  -1.1733642E+00   5.5149931E-01
   2.2979634E+00  -2.9252982E-03  -1.2231264E+00   5.5170923E-01
   2.3030715E+00  -5.3419550E-03  -1.2785648E+00   5.5263984E-01
   2.3069885E+00  -1.6715059E-02  -1.3140312E+00   5.5351365E-01
   2.3130767E+00  -4.6823015E-03  -1.3627812E+00   5.5445021E-01
   2.3172853E+00   6.5099599E-04  -1.3967066E+00   5.5412585E-01
   2.3219748E+00   5.8373885E-04  -1.4426615E+00   5.5464160E-01
   2.3271453E+00   1.6901122E-03  -1.4858669E+00   5.5527264E-01
   2.3320057E+00  -9.4731385E-03  -1.6048086E+00   5.5557269E-01
   2.3376553E+00  -2.9895732E-03  -1.5267012E+00   5.5489385E-01
   2.3421757E+00  -3.7664482E-03  -1.5397718E+00   5.5613887E-01
   2.3466725E+00  -7.9833844E-04  -1.5914701E+00   5.5799258E-01
   2.3525321E+00  -7.5294883E-03  -1.7075590E+00   5.6055468E-01
   2.3568943E+00  -1.1278468E-02  -1.7579710E+00   5.6152350E-01
   2.3611774E+00  -4.3880255E-03  -1.7613844E+00   5.6249744E-01
   2.3670936E+00  -5.7889367E-03  -1.7455761E+00   5.6292480E-01
   2.3720195E+00  -5.7270564E-03  -1.7911302E+00   5.6359863E-01
   2.3765495E+00  -5.4346705E-03  -1.8499217E+00   5.6435317E-01
   2.3820555E+00  -8.9658629E-03  -1.9158822E+00   5.6543064E-01
   2.3864443E+00  -1.1533611E-02  -1.9328629E+00   5.6576914E-01
   2.3915689E+00  -4.5514195E-03  -1.9303323E+00   5.6722105E-01
   2.3958292E+00  -3.5487697E-03  -1.9467534E+00   5.6876117E-01
   2.4007611E+00  -5.1404350E-03  -1.9875267E+00   5.7051736E-01
   2.4062135E+00  -2.5209682E-03  -2.0223749E+00   5.7225001E-01
   2.4115269E+00  -5.1301406E-03  -2.0540135E+00   5.7406664E-01
   2.4167697E+00  -4.6422123E-03  -2.0718322E+00   5.7598883E-01
   2.4206016E+00  -3.6292500E-03  -2.0946035E+00   5.7779098E-01
   2.4248259E+00  -4.2700847E-03  -2.1164536E+00   5.7930154E-01
   2.4319007E+00  -2.8965115E-03  -2.1422429E+00   5.8117747E-01
   2.4368196E+00  -6.0289204E-03  -2.1575551E+00   5.8290273E-01
   2.4419479E+00  -3.3140604E-03  -2.1820922E+00   5.8482051E-01
   2.4447062E+00  -3.2337052E-03  -2.2011530E+00   5.8593756E-01
   2.4503663E+00  -2.1309080E-03  -2.2279718E+00   5.8751285E-01
   2.4553161E+00  -3.3694229E-03  -2.2394524E+00   5.8896995E-01
   2.4607067E+00  -5.0786673E-03  -2.2633457E+00   5.9095782E-01
   2.4643879E+00  -2.7825187E-03  -2.2855794E+00   5.9162116E-01
   2.4706295E+00  -3.5935510E-03  -2.2983861E+00   5.9315002E-01
   2.4753277E+00  -2.3203471E-03  -2.3089619E+00   5.9495735E-01
   2.4805079E+00  -8.0423156E-04  -2.3506036E+00   5.9977734E-01
   2.4862187E+00  -2.6607155E-03  -2.3544958E+00   6.0049319E-01
   2.4892900E+00  -3.0604927E-03  -2.3559864E+00   6.0150439E-01
   2.4953339E+00  -2.8858245E-03  -2.3623552E+00   6.0439140E-01
   2.5012305E+00  -1.6404287E-03  -2.3865879E+00   6.0864174E-01
   2.5041451E+00  -2.4773886E-03  -2.3954217E+00   6.0925907E-01
   2.5099530E+00  -1.8009238E-03  -2.4121974E+00   6.1198908E-01
   2.5139883E+00  -3.0465161E-03  -2.4186647E+00   6.1415917E-01
   2.5184369E+00  -2.8468661E-03  -2.4572282E+00   6.1527324E-01
   2.5253246E+00  -2.1342041E-03  -2.4559445E+00   6.1647552E-01
   2.5298345E+00  -1.5981530E-03  -2.4575019E+00   6.1858994E-01
   2.5344586E+00  -1.0210571E-03  -2.4652021E+00   6.2113422E-01
   2.5392675E+00  -1.2009770E-03  -2.4973028E+00   6.2708300E-01
   2.5441349E+00  -3.7938380E-03  -2.5053985E+00   6.2844479E-01
   2.5492768E+00  -1.7391943E-03  -2.5112295E+00   6.3049775E-01
   2.5541267E+00  -9.2438533E-04  -2.5131710E+00   6.3318062E-01
   2.5586517E+00  -2.2139137E-03  -2.5250821E+00   6.3105905E-01
   2.5631785E+00  -2.6393228E-03  -2.5400620E+00   6.3185239E-01
   2.5680506E+00  -2.2509384E-03  -2.5539913E+00   6.3428628E-01
   2.5734222E+00  -1.8238702E-03  -2.5632844E+00   6.3743001E-01
   2.5790455E+00  -1.7085371E-03  -2.5773337E+00   6.4795411E-01
   2.5839701E+00  -6.9999709E-03  -2.5895703E+00   6.4687639E-01
   2.5882425E+00  -7.1008755E-05  -2.5817206E+00   6.4823639E-01
   2.5929530E+00   2.2868796E-03  -2.5931604E+00   6.5047002E-01
   2.5975542E+00  -2.0436989E-03  -2.6256175E+00   6.4877021E-01
   2.6037972E+00   1.3450860E-03  -2.5921018E+00   6.4459676E-01
   2.6076167E+00   2.9637706E-03  -2.6316295E+00   6.4851213E-01
   2.6129231E+00  -1.8670060E-03  -2.6510530E+00   6.6010356E-01
   2.6178770E+00   2.2287385E-03  -2.6349223E+00   6.5872496E-01
   2.6234565E+00   4.2250892E-03  -2.6440082E+00   6.6033298E-01
   2.6276565E+00   1.9450455E-03  -2.6484411E+00   6.5627831E-01
   2.6322868E+00   8.5189298E-04  -2.6640644E+00   6.5638661E-01
   2.6372657E+00   2.3094499E-03  -2.6710875E+00   6.5832472E-01
   2.6422780E+00   1.0603568E-02  -2.6411166E+00   6.6673744E-01
   2.6468413E+00   2.4545104E-03  -2.6630342E+00   6.6735661E-01
   2.6535926E+00   1.9913619E-04  -2.6909242E+00   6.6776609E-01
   2.6585469E+00   1.8346099E-03  -2.6982532E+00   6.6907573E-01
   2.6633818E+00   2.4005990E-03  -2.6629341E+00   6.6002876E-01
   2.6682999E+00   2.7138053E-03  -2.7179952E+00   6.6866702E-01
   2.6730134E+00   5.7767057E-03  -2.7023802E+00   6.7150480E-01
   2.6779134E+00  -1.7514081E-04  -2.6695669E+00   6.7378956E-01
   2.6828020E+00   3.2936218E-03  -2.7206285E+00   6.6848999E-01
   2.6876628E+00   2.4270341E-03  -2.6753101E+00   6.6950840E-01
   2.6925001E+00   2.7766407E-03  -2.7232518E+00   6.6999710E-01
   2.6973131E+00   4.5207771E-03  -2.6873965E+00   6.7024386E-01
   2.7021053E+00   2.8767434E-03  -2.7056947E+00   6.7149949E-01
   2.7068810E+00   1.9026807E-03  -2.6886370E+00   6.7480278E-01
   2.7116373E+00   4.6267025E-03  -2.6940365E+00   6.7293060E-01
   2.7162988E+00   5.2130627E-03  -2.6957231E+00   6.7290390E-01
   2.7225919E+00   6.9423039E-03  -2.6823964E+00   6.7362273E-01
   2.7265687E+00   6.8618958E-03  -2.6708767E+00   6.7356229E-01
   2.7324932E+00   5.4591512E-03  -2.6729496E+00   6.7313522E-01
   2.7364504E+00   5.4425881E-03  -2.6768575E+00   6.7331958E-01
   2.7404280E+00   5.8875186E-03  -2.6773660E+00   6.7306942E-01
   2.7464292E+00   5.8660498E-03  -2.6589539E+00   6.7310834E-01
   2.7504816E+00   7.4764458E-03  -2.6463144E+00   6.7285895E-01
   2.7567327E+00   6.0726199E-03  -2.6386623E+00   6.7309052E-01
   2.7610223E+00   6.3464041E-03  -2.6357880E+00   6.7333090E-01
   2.7653794E+00   6.8868669E-03  -2.6340837E+00   6.7330575E-01
   2.7718978E+00   5.5999383E-03  -2.6197686E+00   6.7307210E-01
   2.7761719E+00   6.6718892E-03  -2.6076598E+00   6.7325979E-01
   2.7816041E+00   6.1929328E-03  -2.5860312E+00   6.7255574E-01
   2.7865884E+00   7.5863576E-03  -2.5807955E+00   6.7245930E-01
   2.7899837E+00   7.6996400E-03  -2.5770526E+00   6.7243195E-01
   2.7951877E+00   5.5410173E-03  -2.5886025E+00   6.6833347E-01
   2.8010025E+00   1.0075531E-02  -2.5709267E+00   6.7105985E-01
   2.8051579E+00   1.0367684E-02  -2.5331979E+00   6.7272127E-01
   2.8114214E+00   6.8591507E-03  -2.5109847E+00   6.7262405E-01
   2.8156192E+00   7.0189200E-03  -2.5080147E+00   6.7330468E-01
   2.8198214E+00   7.1777278E-03  -2.5048900E+00   6.7374510E-01
   2.8261244E+00   8.5335616E-03  -2.4864240E+00   6.7486078E-01
   2.8303416E+00   7.7897394E-03  -2.4746253E+00   6.7451996E-01
   2.8344741E+00   6.5997792E-03  -2.4493692E+00   6.7429149E-01
   2.8407569E+00   7.3754461E-03  -2.4362652E+00   6.7370063E-01
   2.8449430E+00   9.0771085E-03  -2.4258859E+00   6.7369163E-01
   2.8490145E+00   6.5294318E-03  -2.4156711E+00   6.7354059E-01
   2.8551035E+00   6.1610411E-03  -2.4008355E+00   6.7357481E-01
   2.8604608E+00   6.9277342E-03  -2.3758731E+00   6.7354167E-01
   2.8653071E+00   5.6410339E-03  -2.3094864E+00   6.7314124E-01
   2.8699884E+00   6.4216377E-03  -2.4307208E+00   6.7277575E-01
   2.8748674E+00  -1.6833816E-02  -2.4818330E+00   6.7595035E-01
   2.8798599E+00   2.0842517E-02  -2.2132549E+00   6.7572814E-01
   2.8835864E+00  -3.6743963E-03  -2.3016801E+00   6.7624980E-01
   2.8886199E+00   3.4360525E-03  -2.3263466E+00   6.7657131E-01
   2.8936481E+00   1.0611432E-02  -2.2901051E+00   6.7644203E-01
   2.8988016E+00   5.6983461E-03  -2.2407868E+00   6.7600125E-01
   2.9037085E+00   3.4634375E-03  -2.1993425E+00   6.7562449E-01
   2.9084022E+00   4.8607569E-03  -2.1956611E+00   6.7533791E-01
   2.9143724E+00   6.3108951E-03  -2.1965060E+00   6.7556614E-01
   2.9186602E+00   5.2782157E-03  -2.1893759E+00   6.7576766E-01
   2.9241555E+00   5.4059615E-03  -2.1509209E+00   6.7658150E-01
   2.9281280E+00   4.4527785E-03  -2.1196370E+00   6.7687935E-01
   2.9331415E+00   1.0888108E-02  -2.0875607E+00   6.7762327E-01
   2.9388855E+00  -2.6795904E-03  -2.0955758E+00   6.7753673E-01
   2.9434044E+00   7.2260043E-03  -2.0881031E+00   6.7843837E-01
   2.9487300E+00   5.1389006E-03  -2.0554547E+00   6.7816597E-01
   2.9537201E+00   5.5386974E-03  -2.0210395E+00   6.7871600E-01
   2.9585011E+00   4.0228646E-03  -1.9979194E+00   6.7843062E-01
   2.9631519E+00   3.1995659E-03  -1.9888008E+00   6.8000019E-01
   2.9685926E+00   4.3626400E-03  -1.9688531E+00   6.7922461E-01
   2.9730041E+00   5.5569564E-03  -1.9344194E+00   6.7947364E-01
   2.9780464E+00   7.2485339E-03  -1.9173698E+00   6.8053693E-01
   2.9828067E+00   6.8012299E-03  -1.9059443E+00   6.8028921E-01
   2.9882596E+00   7.0812041E-03  -1.8888618E+00   6.8165338E-01
   2.9928756E+00   4.4232309E-03  -1.8461624E+00   6.8194294E-01
   2.9974508E+00   1.9925894E-02  -1.8164920E+00   6.8226588E-01
   3.0026019E+00   6.0598515E-03  -1.8163029E+00   6.8281490E-01
   3.0075600E+00   5.9113111E-03  -1.8048488E+00   6.8360984E-01
   3.0123956E+00   7.9984879E-03  -1.7472963E+00   6.8367249E-01
   3.0172143E+00   6.3691274E-03  -1.7366682E+00   6.8357694E-01
   3.0226450E+00   8.2027130E-03  -1.7291092E+00   6.8394899E-01
   3.0273504E+00   2.2702523E-02  -1.7420039E+00   6.8464762E-01
   3.0320444E+00   8.5766157E-03  -1.6541508E+00   6.8476808E-01
   3.0374310E+00   1.0416849E-02  -1.6448179E+00   6.8627363E-01
   3.0422735E+00   1.5908070E-03  -1.6337910E+00   6.8640077E-01
   3.0471752E+00   1.2717444E-02  -1.6255648E+00   6.8647313E-01
   3.0519857E+00   1.0049607E-02  -1.5948919E+00   6.8656087E-01
   3.0567105E+00   9.3604801E-03  -1.5585355E+00   6.8781710E-01
   3.0620110E+00   8.7794941E-03  -1.4963939E+00   6.8739372E-01
   3.0665667E+00   7.7649108E-03  -1.5066911E+00   6.8771130E-01
   3.0716841E+00   1.0700709E-02  -1.4984115E+00   6.8778127E-01
   3.0767119E+00   9.0039028E-03  -1.3569545E+00   6.8577814E-01
   3.0816545E+00   1.1210917E-02  -1.5648056E+00   6.9588709E-01
   3.0864873E+00   4.3272194E-03  -1.0370910E+00   6.8288982E-01
   3.0912728E+00   5.8171041E-03  -1.3648504E+00   6.8346393E-01
   3.0965693E+00   1.0041308E-02  -1.2937241E+00   6.9327521E-01
   3.1012037E+00   5.2478523E-03  -1.3789449E+00   6.8839842E-01
   3.1063380E+00  -2.7897792E-02  -1.2569181E+00   6.9687164E-01
   3.1113930E+00   8.6831078E-02  -1.0559187E+00   6.9445968E-01
   3.1163716E+00  -3.1995632E-02  -1.2629818E+00   6.8791997E-01
   3.1212780E+00   2.5862306E-01  -1.0715573E+00   6.9430876E-01
   3.1261153E+00  -5.5687640E-02  -1.2804933E+00   6.8730003E-01
   3.1308861E+00   3.8439773E-02  -1.1324154E+00   6.8963206E-01
   3.1361129E+00   5.6317542E-02  -1.1865697E+00   6.9071454E-01
   3.1407528E+00   4.0707253E-02  -1.4319115E+00   6.8743396E-01
   3.1458402E+00   1.5135818E-02  -1.1476018E+00   6.8923795E-01
   3.1508591E+00   9.2180548E-03  -1.0762340E+00   6.9159174E-01
   3.1558118E+00   2.0702295E-03  -1.1061254E+00   6.9019854E-01
   3.1607015E+00   5.2942093E-03  -1.0614359E+00   6.9090706E-01
   3.1655307E+00   2.0501253E-03  -1.0650651E+00   6.9028270E-01
   3.1703012E+00   4.2346921E-03  -9.9608940E-01   6.9096792E-01
   3.1754842E+00   7.0337905E-03  -9.9994648E-01   6.9142014E-01
   3.1801395E+00   5.1547750E-03  -9.3278533E-01   6.9133461E-01
   3.1852002E+00   6.0314876E-03  -9.3547249E-01   6.9110972E-01
   3.1902006E+00   2.5233191E-03  -8.6820853E-01   6.9227660E-01
   3.1951427E+00   5.4576835E-03  -8.9337903E-01   6.9106138E-01
   3.2000289E+00   4.2357333E-03  -8.5252136E-01   6.9254249E-01
   3.2048612E+00  -1.1657855E-04  -7.7773696E-01   6.9270605E-01
   3.2096412E+00   1.4040034E-02  -6.2812036E-01   6.9430089E-01
   3.2147982E+00   3.8963836E-03  -7.5197250E-01   6.9287586E-01
   3.2194748E+00   8.4837470E-03  -6.6736495E-01   6.9189537E-01
   3.2245231E+00   4.7835466E-03  -7.4127793E-01   6.9124967E-01
   3.2295175E+00   5.1696356E-03  -7.1495277E-01   6.9384950E-01
   3.2344599E+00   4.4224625E-03  -5.7292032E-01   6.9046181E-01
   3.2393517E+00   4.5189271E-03  -6.7714095E-01   6.9438052E-01
   3.2441950E+00   2.1666153E-03  -2.0195800E-01   6.9569314E-01
   3.2493885E+00   8.3911873E-04  -6.1371160E-01   6.9285679E-01
   3.2541351E+00   1.2720003E-02  -5.9520429E-01   6.9451118E-01
   3.2592275E+00  -2.6231767E-03  -5.4138303E-01   6.9384563E-01
   3.2638838E+00   2.9922393E-03  -5.3031600E-01   6.9472826E-01
   3.2688811E+00   8.1583774E-03  -5.1078773E-01   6.9486892E-01
   3.2738314E+00   4.5401445E-03  -4.8540258E-01   6.9484365E-01
   3.2787361E+00   9.3225628E-04  -4.4974849E-01   6.9551796E-01
   3.2835963E+00  -2.5293225E-02  -3.3512938E-01   6.9397831E-01
   3.2887824E+00   7.2518406E-03  -3.5840857E-01   6.9453967E-01
   3.2935548E+00   5.1719896E-03  -4.1411480E-01   6.9683892E-01
   3.2986488E+00   5.8264197E-03  -4.5475775E-01   6.9551200E-01
   3.3033383E+00   5.0945617E-03  -3.7875512E-01   6.9585866E-01
   3.3083460E+00   4.5098774E-03  -3.3249921E-01   6.9528127E-01
   3.3133104E+00   4.8104203E-03  -3.1245384E-01   6.9619125E-01
   3.3182330E+00   4.6218731E-03  -3.1312916E-01   6.9538057E-01
   3.3231151E+00   3.5684654E-03  -2.2070409E-01   6.9449127E-01
   3.3283021E+00   4.5327372E-03  -2.3318037E-01   6.9713670E-01
   3.3331034E+00   4.4607045E-03  -2.2676457E-01   6.9494855E-01
   3.3378675E+00   3.6455384E-03  -1.7102747E-01   6.9648802E-01
   3.3429315E+00   3.4175180E-03  -1.3695857E-01   6.9682604E-01
   3.3479548E+00   3.6459384E-03  -1.4259602E-01   6.9781089E-01
   3.3529384E+00   4.0741418E-03  -7.8074180E-02   6.9747579E-01
   3.3578837E+00   3.4353493E-03  -6.5478668E-02   6.9744557E-01
   3.3627915E+00   3.0958853E-03  -4.9627636E-02   6.9749314E-01
   3.3676627E+00   2.6501298E-03  -1.2943711E-02   6.9773144E-01
   3.3724983E+00   2.3669833E-03  -1.9961210E-02   6.9751948E-01
   3.3776181E+00   2.3809269E-03   2.6657542E-02   6.9767988E-01
   3.3823829E+00   2.7133222E-03   4.1589286E-02   6.9766104E-01
   3.3874290E+00   2.8516650E-03   8.3633490E-02   6.9795305E-01
   3.3921263E+00   2.2015616E-03   9.9165663E-02   6.9797808E-01
   3.3971024E+00   2.2134562E-03   1.4426421E-01   6.9816291E-01
   3.4020436E+00   2.1193512E-03   1.3523541E-01   6.9799107E-01
   3.4069507E+00   5.3017093E-03   1.7619115E-01   6.9831979E-01
   3.4118245E+00   1.6434968E-03   1.7389740E-01   6.9844896E-01
   3.4169674E+00   1.7446718E-03   2.0106104E-01   6.9882470E-01
   3.4217753E+00   4.4348664E-03   2.6077521E-01   6.9852906E-01
   3.4268496E+00   2.0972670E-03   2.3630646E-01   6.9693190E-01
   3.4315944E+00   9.8729017E-04   3.0183235E-01   6.9970238E-01
   3.4366033E+00   1.2221202E-03   3.1097403E-01   6.9826877E-01
   3.4415798E+00   1.2463459E-03   3.3531767E-01   6.9976938E-01
   3.4465244E+00  -2.9249789E-04   3.5789952E-01   6.9963074E-01
   3.4514380E+00   2.9269289E-03   4.3482861E-01   6.9841748E-01
   3.4563210E+00   1.4164232E-03   4.2917401E-01   6.9889367E-01
   3.4611742E+00   1.7139420E-03   4.5408475E-01   6.9875652E-01
