  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   13:42:43  08/25/2023 jcer     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob, vmax, vmaxsrf       
       1     1002      0.000E+00      2.280E+01
   time              pfxob_1         pfyob_1         pfzob_1         vmax_0          vmaxsrf_0
   5.4699106E+00   6.0785864E-02   3.1868446E-01   5.6804073E-16   2.9094076E-01   2.9111215E-01
   5.4924259E+00   6.0977217E-02   4.9231753E-01   5.6761679E-16   2.8698695E-01   2.8720891E-01
   5.5205388E+00   5.6118373E-02   7.9161018E-01   5.6741075E-16   2.8014922E-01   2.8184479E-01
   5.5428085E+00   5.2273445E-02   1.0577283E+00   5.6724447E-16   2.7731559E-01   2.7787441E-01
   5.5654244E+00   4.7494825E-02   1.3151237E+00   5.6644592E-16   2.7373323E-01   2.7455443E-01
   5.5876145E+00   4.2169675E-02   1.6406558E+00   5.6493106E-16   2.6902226E-01   2.6937693E-01
   5.6103415E+00   3.5505798E-02   1.8991539E+00   5.6305928E-16   2.6295245E-01   2.6366779E-01
   5.6338186E+00   2.8439872E-02   2.0811212E+00   5.6085249E-16   2.5519150E-01   2.5640985E-01
   5.6521149E+00   2.2589408E-02   2.2235208E+00   5.5979047E-16   2.4900590E-01   2.5573495E-01
   5.6779222E+00   1.6137609E-02   2.3392873E+00   5.5963456E-16   2.3794928E-01   2.5031888E-01
   5.6987472E+00   1.0842515E-02   2.4268675E+00   5.6091570E-16   2.3108320E-01   2.4279679E-01
   5.7212343E+00   5.2471878E-03   2.4808421E+00   5.6314048E-16   2.2569901E-01   2.3302025E-01
   5.7459631E+00  -8.3646434E-04   2.5305612E+00   5.6562986E-16   2.1964601E-01   2.3202819E-01
   5.7639580E+00  -4.7678966E-03   2.5532730E+00   5.6688236E-16   2.1600387E-01   2.3072369E-01
   5.7914195E+00  -1.1645908E-02   2.5878932E+00   5.6805005E-16   2.1497853E-01   2.2745986E-01
   5.8096056E+00  -1.6090799E-02   2.6097095E+00   5.6810706E-16   2.1577427E-01   2.2467086E-01
   5.8370705E+00  -2.3027496E-02   2.6659231E+00   5.6768090E-16   2.1905740E-01   2.2669570E-01
   5.8553791E+00  -2.7850185E-02   2.7222025E+00   5.6757269E-16   2.2065002E-01   2.2815941E-01
   5.8828454E+00  -3.7000820E-02   2.8276513E+00   5.6758127E-16   2.2237302E-01   2.2983752E-01
   5.9011431E+00  -4.2827282E-02   2.9016533E+00   5.6709756E-16   2.2357391E-01   2.3102470E-01
   5.9285846E+00  -5.2491184E-02   3.0150506E+00   5.6566247E-16   2.2551508E-01   2.3251276E-01
   5.9469032E+00  -5.8988094E-02   3.0844059E+00   5.6437223E-16   2.2675942E-01   2.3316763E-01
   5.9743819E+00  -6.8967275E-02   3.1647861E+00   5.6232151E-16   2.2896224E-01   2.3396735E-01
   5.9926753E+00  -7.5167343E-02   3.2031829E+00   5.6075074E-16   2.3115088E-01   2.3488617E-01
   6.0200677E+00  -8.5034929E-02   3.2103922E+00   5.5999222E-16   2.3476999E-01   2.3862116E-01
   6.0379386E+00  -9.0382159E-02   3.1888416E+00   5.6065243E-16   2.3760915E-01   2.4184118E-01
   6.0630879E+00  -9.7574085E-02   3.1237435E+00   5.6282994E-16   2.4258491E-01   2.4694589E-01
   6.0862193E+00  -1.0375286E-01   3.0442491E+00   5.6497045E-16   2.4683537E-01   2.5133926E-01
   6.1073103E+00  -1.0833400E-01   2.9658997E+00   5.6658701E-16   2.5065127E-01   2.5914851E-01
   6.1337800E+00  -1.1563833E-01   2.8348324E+00   5.6786322E-16   2.5558066E-01   2.6786503E-01
   6.1531529E+00  -1.2040456E-01   2.7668891E+00   5.6810140E-16   2.6058248E-01   2.6960844E-01
   6.1793084E+00  -1.2624757E-01   2.6862378E+00   5.6777953E-16   2.6833004E-01   2.7951917E-01
   6.2032027E+00  -1.3356899E-01   2.6565118E+00   5.6754791E-16   2.7358538E-01   2.8054458E-01
   6.2258272E+00  -1.4016254E-01   2.6028988E+00   5.6763823E-16   2.7819771E-01   2.8558907E-01
   6.2473469E+00  -1.4560290E-01   2.5656402E+00   5.6693228E-16   2.8237560E-01   2.8967255E-01
   6.2682500E+00  -1.5129636E-01   2.5107338E+00   5.6582320E-16   2.8581601E-01   2.9330900E-01
   6.2944374E+00  -1.5794954E-01   2.4825165E+00   5.6405094E-16   2.8916955E-01   2.9655942E-01
   6.3147120E+00  -1.6110252E-01   2.4853859E+00   5.6275418E-16   2.9186016E-01   2.9824960E-01
   6.3392167E+00  -1.6619763E-01   2.3979836E+00   5.6112582E-16   3.0158088E-01   3.0705112E-01
   6.3630228E+00  -1.7041808E-01   2.2547455E+00   5.6055645E-16   3.1030309E-01   3.5956579E-01
   6.3860459E+00  -1.7337376E-01   2.0739982E+00   5.6151508E-16   3.2849735E-01   5.2283132E-01
   6.4086585E+00  -1.7610826E-01   1.8497821E+00   5.6330730E-16   7.3968077E-01   6.6130537E-01
   6.4310427E+00  -1.7697595E-01   1.6671157E+00   5.6511624E-16   7.2250599E-01   6.9484597E-01
   6.4530015E+00  -1.7627200E-01   1.4179022E+00   5.6665917E-16   9.0363604E-01   7.8026986E-01
   6.4745388E+00  -1.7495033E-01   1.2139964E+00   5.6776327E-16   8.5011208E-01   7.6563257E-01
   6.4958782E+00  -1.7384724E-01   9.8701537E-01   5.6827271E-16   9.1477209E-01   8.0807412E-01
   6.5216560E+00  -1.7118439E-01   7.4201930E-01   5.6793511E-16   8.9927328E-01   7.9680526E-01
   6.5431495E+00  -1.6996185E-01   5.6179678E-01   5.6762298E-16   8.3264279E-01   7.6053131E-01
   6.5647612E+00  -1.6859350E-01   3.7903363E-01   5.6738131E-16   8.9872551E-01   7.5428915E-01
   6.5905423E+00  -1.6732429E-01   1.2086545E-01   5.6696992E-16   7.3366100E-01   6.6709030E-01
   6.6120992E+00  -1.6608907E-01   8.7056197E-02   5.6600706E-16   6.7684376E-01   6.4425391E-01
   6.6336999E+00  -1.6514036E-01  -1.5175676E-01   5.6462470E-16   6.6780400E-01   6.3784760E-01
   6.6595778E+00  -1.6203353E-01  -3.1638306E-01   5.6295408E-16   6.8279195E-01   6.2895352E-01
   6.6811347E+00  -1.5878437E-01  -5.0598615E-01   5.6179704E-16   6.2261456E-01   6.1501485E-01
   6.7049246E+00  -1.5538585E-01  -7.0702350E-01   5.6111502E-16   6.1065406E-01   6.1298835E-01
   6.7245526E+00  -1.5014413E-01  -8.8756394E-01   5.6166194E-16   6.0875767E-01   6.0761189E-01
   6.7489400E+00  -1.4548914E-01  -1.1957188E+00   5.6304048E-16   5.9940314E-01   5.9940112E-01
   6.7726178E+00  -1.3470122E-01  -1.4534843E+00   5.6476753E-16   5.8725244E-01   5.9162796E-01
   6.7961726E+00  -1.2631105E-01  -1.7481626E+00   5.6639119E-16   5.7518327E-01   5.8515054E-01
   6.8157845E+00  -1.2011739E-01  -1.9442210E+00   5.6741001E-16   5.6669229E-01   5.8048606E-01
   6.8408241E+00  -1.1188389E-01  -2.2088513E+00   5.6802284E-16   5.5532050E-01   5.7663280E-01
   6.8615017E+00  -1.0211472E-01  -2.4166150E+00   5.6795036E-16   5.8587289E-01   6.0068363E-01
   6.8878326E+00  -9.5324889E-02  -2.5894198E+00   5.6757793E-16   6.0257143E-01   7.9676521E-01
   6.9088326E+00  -8.8788010E-02  -2.7836883E+00   5.6735553E-16   8.5039628E-01   8.7375242E-01
   6.9319248E+00  -8.0295034E-02  -2.8276725E+00   5.6684747E-16   9.6900487E-01   1.0361618E+00
   6.9556317E+00  -7.1237437E-02  -2.9719987E+00   5.6604872E-16   1.2597725E+00   1.0650699E+00
   6.9759660E+00  -6.4465471E-02  -3.0068128E+00   5.6508162E-16   1.1810063E+00   1.2656441E+00
   7.0012693E+00  -5.4626606E-02  -3.1141644E+00   5.6362361E-16   1.0780346E+00   9.9204659E-01
   7.0213795E+00  -4.7357749E-02  -3.1799102E+00   5.6259129E-16   1.1004374E+00   1.0830976E+00
   7.0450616E+00  -4.1317035E-02  -3.2599063E+00   5.6163652E-16   1.1177839E+00   1.1273605E+00
   7.0692372E+00  -3.2722134E-02  -3.3531568E+00   5.6196967E-16   1.0601990E+00   1.1153120E+00
   7.0921187E+00  -2.6690535E-02  -3.4553287E+00   5.6291263E-16   1.1641163E+00   1.1809458E+00
   7.1130872E+00  -1.9910142E-02  -3.5338514E+00   5.6430754E-16   8.2992882E-01   1.1723971E+00
   7.1366401E+00  -1.3113441E-02  -3.6168041E+00   5.6584278E-16   1.0533161E+00   1.1811339E+00
   7.1577415E+00  -6.6310666E-03  -3.6818542E+00   5.6691719E-16   1.1063195E+00   1.1978309E+00
   7.1819305E+00   1.1037911E-04  -3.7148817E+00   5.6770197E-16   8.4062010E-01   1.2618954E+00
   7.2032247E+00   4.7838022E-03  -3.7345026E+00   5.6794396E-16   9.2019492E-01   1.0506234E+00
   7.2288885E+00   1.1775178E-02  -3.7089064E+00   5.6776978E-16   9.8174119E-01   9.2951906E-01
   7.2511702E+00   1.5076336E-02  -3.6557784E+00   5.6745098E-16   1.0300345E+00   9.5658088E-01
   7.2726078E+00   1.8798906E-02  -3.5819705E+00   5.6698300E-16   1.0295457E+00   9.6539181E-01
   7.2941227E+00   2.0888796E-02  -3.4907362E+00   5.6637800E-16   1.0224268E+00   9.5782119E-01
   7.3195333E+00   2.4129836E-02  -3.3500948E+00   5.6542700E-16   9.9828535E-01   9.2535949E-01
   7.3414164E+00   2.5371581E-02  -3.2219326E+00   5.6436529E-16   9.7091621E-01   9.1579342E-01
   7.3632898E+00   2.7742174E-02  -3.0773354E+00   5.6312656E-16   1.0638320E+00   1.0269406E+00
   7.3884902E+00   2.8110404E-02  -2.9720850E+00   5.6225941E-16   1.0511850E+00   1.0517108E+00
   7.4090571E+00   2.9210370E-02  -2.8611445E+00   5.6212738E-16   1.0175809E+00   1.0624509E+00
   7.4345293E+00   3.0568833E-02  -2.7426527E+00   5.6277229E-16   9.4049925E-01   1.0498604E+00
   7.4551411E+00   3.1755280E-02  -2.6252837E+00   5.6388450E-16   6.7642283E-01   9.2967087E-01
   7.4797831E+00   3.2766409E-02  -2.5244999E+00   5.6531058E-16   6.4872831E-01   9.4133586E-01
   7.4988918E+00   3.4438316E-02  -2.4496913E+00   5.6638451E-16   6.8040699E-01   9.4297552E-01
   7.5227685E+00   3.6567684E-02  -2.2860336E+00   5.6735103E-16   4.9730748E-01   9.4321293E-01
   7.5457458E+00   3.6475956E-02  -2.1296804E+00   5.6781849E-16   4.5834017E-01   5.8190805E-01
   7.5678792E+00   3.7781376E-02  -2.0944347E+00   5.6797577E-16   4.5858333E-01   6.8844897E-01
   7.5902987E+00   3.6166981E-02  -1.9431208E+00   5.6778196E-16   3.9499155E-01   4.6441302E-01
   7.6156411E+00   3.4991585E-02  -1.7410218E+00   5.6725024E-16   3.6262092E-01   4.3145424E-01
   7.6400037E+00   3.5061009E-02  -1.5272310E+00   5.6649728E-16   3.3728176E-01   3.1150749E-01
   7.6588225E+00   3.4144107E-02  -1.2251049E+00   5.6583813E-16   3.1883642E-01   3.3600810E-01
   7.6823936E+00   3.1734154E-02  -1.1765126E+00   5.6470278E-16   3.0179629E-01   4.2932099E-01
   7.7061477E+00   2.8353985E-02  -9.7972906E-01   5.6349428E-16   2.8722909E-01   6.5790051E-01
   7.7308645E+00   2.5260508E-02  -7.9859108E-01   5.6257573E-16   2.8902408E-01   2.9278141E-01
   7.7542048E+00   2.5513165E-02  -6.4832133E-01   5.6231966E-16   3.0743307E-01   4.5794025E-01
   7.7768893E+00   2.2945529E-02  -5.1592606E-01   5.6277578E-16   3.7954381E-01   5.6562132E-01
   7.7955885E+00   2.2490010E-02  -4.1956952E-01   5.6354971E-16   2.8581187E-01   2.8831822E-01
   7.8205757E+00   2.1153176E-02  -3.2361364E-01   5.6490035E-16   2.8549024E-01   2.8891110E-01
   7.8451905E+00   2.1469707E-02  -2.3032631E-01   5.6623803E-16   2.8245902E-01   2.8729689E-01
   7.8638625E+00   2.2659058E-02  -1.3546942E-01   5.6704361E-16   2.8076261E-01   2.8333691E-01
   7.8903823E+00   2.3801437E-02  -4.5205768E-02   5.6769329E-16   2.7644366E-01   2.8019920E-01
   7.9123287E+00   2.2625744E-02   5.0155904E-02   5.6780938E-16   2.7485043E-01   2.7957004E-01
   7.9361405E+00   2.2565348E-02   1.6281079E-01   5.6764908E-16   2.6863018E-01   2.7204102E-01
   7.9559469E+00   2.0586215E-02   2.6612833E-01   5.6735627E-16   2.6533669E-01   2.7164522E-01
   7.9819183E+00   1.9268792E-02   4.2268106E-01   5.6677542E-16   2.5995433E-01   2.7241349E-01
   8.0016623E+00   1.7750349E-02   5.4646677E-01   5.6609345E-16   2.5630006E-01   2.7168703E-01
   8.0260649E+00   1.4926184E-02   6.8020451E-01   5.6509978E-16   2.5175348E-01   2.6973146E-01
   8.0503645E+00   1.2741053E-02   8.8159156E-01   5.6383685E-16   2.4665102E-01   2.6598871E-01
   8.0697660E+00   9.7438497E-03   1.0263591E+00   5.6300247E-16   2.4200836E-01   2.6078057E-01
   8.0939789E+00   8.3649401E-03   1.0906529E+00   5.6259182E-16   2.3588255E-01   2.5297469E-01
   8.1180010E+00   6.6256784E-03   1.2352549E+00   5.6279018E-16   2.2852392E-01   2.4625263E-01
   8.1373978E+00   5.5362103E-03   1.2963606E+00   5.6340259E-16   2.2324298E-01   2.4198006E-01
   8.1621599E+00   4.7853799E-03   1.3815833E+00   5.6456271E-16   2.1602242E-01   2.3542207E-01
   8.1875658E+00   4.4932286E-03   1.4547831E+00   5.6586221E-16   2.0769173E-01   2.2629562E-01
   8.2085676E+00   4.4970866E-03   1.5273608E+00   5.6678363E-16   2.0096555E-01   2.1935828E-01
   8.2302885E+00   4.7031511E-03   1.5869868E+00   5.6742425E-16   1.9373035E-01   2.1181872E-01
   8.2528954E+00   4.7462317E-03   1.6889989E+00   5.6765104E-16   1.8754697E-01   2.0875883E-01
   8.2766237E+00   4.5626061E-03   1.7812386E+00   5.6758566E-16   1.9099754E-01   2.1141870E-01
   8.3017130E+00   3.8928629E-03   1.9073375E+00   5.6731540E-16   1.9434954E-01   2.1685664E-01
   8.3214045E+00   3.1409406E-03   2.0134516E+00   5.6708840E-16   1.9696334E-01   2.2197272E-01
   8.3419285E+00   2.1197188E-03   2.1518252E+00   5.6664164E-16   1.9981897E-01   2.2754158E-01
   8.3709249E+00   2.7266936E-04   2.3328753E+00   5.6551842E-16   2.0655516E-01   2.3525326E-01
   8.3943138E+00  -6.8549614E-04   2.4523408E+00   5.6441596E-16   2.1159849E-01   2.4035539E-01
   8.4117098E+00  -1.9222494E-03   2.5426264E+00   5.6366099E-16   2.1489833E-01   2.4346101E-01
   8.4393616E+00  -3.2749299E-03   2.6748950E+00   5.6282232E-16   2.1943423E-01   2.4816489E-01
   8.4577055E+00  -3.7819969E-03   2.7485032E+00   5.6267721E-16   2.2212681E-01   2.5180429E-01
   8.4851885E+00  -4.2695566E-03   2.8325865E+00   5.6321333E-16   2.2616060E-01   2.5766891E-01
   8.5035286E+00  -4.5038546E-03   2.8719280E+00   5.6398408E-16   2.2842358E-01   2.5597012E-01
   8.5310345E+00  -4.4308119E-03   2.9155147E+00   5.6539931E-16   2.3070180E-01   2.5000450E-01
   8.5494871E+00  -4.3201661E-03   2.9354711E+00   5.6629568E-16   2.3272131E-01   2.4871054E-01
   8.5769854E+00  -4.7855321E-03   2.9542859E+00   5.6728549E-16   2.3384589E-01   2.4573193E-01
   8.5955410E+00  -5.6830989E-03   2.9640183E+00   5.6761774E-16   2.2702804E-01   2.3529862E-01
   8.6211452E+00  -6.9344970E-03   2.9789748E+00   5.6769313E-16   2.2454643E-01   2.3526622E-01
   8.6451206E+00  -9.4683645E-03   2.9902627E+00   5.6751864E-16   2.2416107E-01   3.3805856E-01
   8.6614933E+00  -1.1437220E-02   2.9972386E+00   5.6728332E-16   2.3154590E-01   4.8474640E-01
   8.6852818E+00  -1.5244061E-02   3.0060711E+00   5.6672031E-16   3.9979228E-01   6.5158564E-01
   8.7103281E+00  -2.0204080E-02   3.0026600E+00   5.6579249E-16   5.9837502E-01   7.5769627E-01
   8.7329960E+00  -2.4350688E-02   2.9851665E+00   5.6479580E-16   7.0244253E-01   8.2329917E-01
   8.7540665E+00  -2.8147288E-02   2.9598303E+00   5.6388799E-16   7.4716449E-01   8.3920991E-01
   8.7796230E+00  -3.4083426E-02   2.8705022E+00   5.6307029E-16   7.9356128E-01   8.4941810E-01
   8.8001471E+00  -3.7088182E-02   2.7932937E+00   5.6286006E-16   8.2489097E-01   8.5329020E-01
   8.8209314E+00  -4.0388927E-02   2.6645041E+00   5.6312873E-16   8.2570702E-01   8.2546198E-01
   8.8442326E+00  -4.3872189E-02   2.5011826E+00   5.6399308E-16   8.8034505E-01   7.6587915E-01
   8.8697615E+00  -4.6629041E-02   2.2930956E+00   5.6511015E-16   7.7626956E-01   7.3534465E-01
   8.8929968E+00  -4.8954193E-02   2.0925751E+00   5.6616471E-16   7.0130533E-01   6.9658285E-01
   8.9158525E+00  -5.1823784E-02   1.7956432E+00   5.6699073E-16   7.4032974E-01   6.8541902E-01
   8.9392414E+00  -5.4770034E-02   1.5541145E+00   5.6746835E-16   6.9143647E-01   6.6117465E-01
   8.9574585E+00  -5.6160819E-02   1.4340088E+00   5.6764183E-16   6.3958991E-01   6.5560931E-01
   8.9818459E+00  -5.9221923E-02   1.0630871E+00   5.6758545E-16   6.1159754E-01   6.4944804E-01
   9.0047455E+00  -6.1448079E-02   7.7293688E-01   5.6736903E-16   6.0314649E-01   6.4217889E-01
   9.0267534E+00  -6.3885592E-02   5.6016999E-01   5.6693747E-16   6.5428543E-01   6.3600665E-01
   9.0534964E+00  -6.8026841E-02   2.5844547E-01   5.6605571E-16   6.3206923E-01   6.2112331E-01
   9.0744724E+00  -6.9151990E-02  -8.9217015E-02   5.6518300E-16   6.2162536E-01   6.0758638E-01
   9.0988150E+00  -7.1296386E-02  -2.4453893E-01   5.6413109E-16   5.9555203E-01   5.8701551E-01
   9.1188745E+00  -7.1859308E-02  -5.6637335E-01   5.6346982E-16   6.7367554E-01   6.9286937E-01
   9.1405973E+00  -7.3201597E-02  -9.0948147E-01   5.6303953E-16   8.5783827E-01   1.0635823E+00
   9.1654797E+00  -7.1989521E-02  -1.2712684E+00   5.6322424E-16   9.9370420E-01   1.1019988E+00
   9.1872635E+00  -6.9310166E-02  -1.5047560E+00   5.6385205E-16   1.0447562E+00   1.0270953E+00
   9.2119579E+00  -6.5886185E-02  -1.9420040E+00   5.6495726E-16   1.0328025E+00   1.0189743E+00
   9.2322178E+00  -6.1825544E-02  -2.2169147E+00   5.6589557E-16   1.1043272E+00   1.0863317E+00
   9.2575588E+00  -5.6237731E-02  -2.5609117E+00   5.6685536E-16   1.2404331E+00   1.0365175E+00
   9.2786942E+00  -5.2801419E-02  -2.7772341E+00   5.6732959E-16   1.1410717E+00   1.0478837E+00
   9.3018961E+00  -4.6810228E-02  -3.0322523E+00   5.6750562E-16   1.0853997E+00   9.9418211E-01
   9.3237181E+00  -4.1840777E-02  -3.2420871E+00   5.6747645E-16   1.1746304E+00   1.0690085E+00
   9.3462715E+00  -3.7452616E-02  -3.3929996E+00   5.6732160E-16   1.1652309E+00   1.1175884E+00
   9.3724442E+00  -3.1838845E-02  -3.5437672E+00   5.6696992E-16   1.0512490E+00   1.1102651E+00
   9.3944082E+00  -2.7554441E-02  -3.6166701E+00   5.6633623E-16   1.1219254E+00   1.1152700E+00
   9.4170227E+00  -2.3572898E-02  -3.6955180E+00   5.6548915E-16   9.8191321E-01   1.1420643E+00
   9.4372129E+00  -1.9874854E-02  -3.7084842E+00   5.6471771E-16   8.9916533E-01   8.8164610E-01
   9.4616003E+00  -1.5294230E-02  -3.7321951E+00   5.6387592E-16   8.7745017E-01   8.1769276E-01
   9.4867964E+00  -1.0518510E-02  -3.7309072E+00   5.6334737E-16   8.9142066E-01   8.3834267E-01
   9.5063381E+00  -7.1007232E-03  -3.7164478E+00   5.6331598E-16   9.1302180E-01   8.5728151E-01
   9.5304127E+00  -1.8576881E-03  -3.6852896E+00   5.6377438E-16   9.3983656E-01   8.7955564E-01
   9.5540619E+00   2.3220526E-03  -3.6476896E+00   5.6465059E-16   9.5023471E-01   8.8200694E-01
   9.5773621E+00   7.2680619E-03  -3.5847571E+00   5.6567078E-16   9.5389777E-01   8.6077720E-01
   9.6009283E+00   1.1398998E-02  -3.5068042E+00   5.6656753E-16   9.3063354E-01   8.6212134E-01
   9.6200085E+00   1.5251616E-02  -3.4228721E+00   5.6708353E-16   9.4809830E-01   9.2951763E-01
   9.6464157E+00   1.9367725E-02  -3.2736390E+00   5.6744172E-16   1.0388927E+00   1.0326492E+00
   9.6660271E+00   2.0683901E-02  -3.1380086E+00   5.6750985E-16   9.5592761E-01   1.1126939E+00
   9.6888371E+00   2.2111000E-02  -2.9538333E+00   5.6744781E-16   1.2031097E+00   1.0133499E+00
   9.7123947E+00   2.2959633E-02  -2.7455273E+00   5.6718904E-16   8.3081567E-01   8.8037223E-01
   9.7361221E+00   2.1844033E-02  -2.5378034E+00   5.6665228E-16   5.8087766E-01   8.1954658E-01
   9.7565050E+00   2.1761078E-02  -2.3081179E+00   5.6604983E-16   5.2384543E-01   3.9364928E-01
   9.7810373E+00   2.0310260E-02  -2.1021340E+00   5.6512408E-16   4.9036771E-01   3.4114349E-01
   9.8060741E+00   1.7177140E-02  -1.8526459E+00   5.6416132E-16   4.5396742E-01   3.9654917E-01
   9.8251534E+00   1.6394110E-02  -1.6350491E+00   5.6362213E-16   4.3152675E-01   3.3738041E-01
   9.8495092E+00   1.4659488E-02  -1.4600000E+00   5.6338379E-16   4.0369162E-01   3.3383790E-01
   9.8737955E+00   1.4560933E-02  -1.1862713E+00   5.6370831E-16   3.7836295E-01   3.2993084E-01
   9.8972530E+00   1.5034988E-02  -1.0314155E+00   5.6443682E-16   3.5504574E-01   3.2473019E-01
   9.9210043E+00   1.2972930E-02  -9.0879792E-01   5.6538830E-16   3.3671117E-01   3.1795567E-01
   9.9394379E+00   1.3485931E-02  -7.9041260E-01   5.6613739E-16   3.2447889E-01   3.1151116E-01
   9.9632101E+00   1.3958174E-02  -6.3039005E-01   5.6694472E-16   3.1054616E-01   3.0092010E-01
   9.9869442E+00   1.4316757E-02  -4.6596125E-01   5.6742345E-16   2.9836172E-01   2.8997657E-01
   1.0009854E+01   1.3729926E-02  -2.6500058E-01   5.6757888E-16   2.8784606E-01   2.7787217E-01
   1.0032617E+01   1.3921591E-02  -1.6284186E-01   5.6755337E-16   2.7831683E-01   2.6652011E-01
   1.0057136E+01   1.2357457E-02  -1.2591848E-02   5.6727062E-16   2.6879963E-01   2.5592548E-01
   1.0074876E+01   1.1349032E-02   1.0229947E-01   5.6691979E-16   2.6256076E-01   2.4782893E-01
   1.0099505E+01   9.5930398E-03   2.9246527E-01   5.6624550E-16   2.5435951E-01   2.3668076E-01
   1.0123304E+01   8.1580412E-03   4.3939880E-01   5.6536966E-16   2.4663775E-01   2.3096028E-01
   1.0146871E+01   6.3654790E-03   5.8258027E-01   5.6449097E-16   2.3907389E-01   2.2784935E-01
   1.0169647E+01   4.2080646E-03   7.1510589E-01   5.6378762E-16   2.3178610E-01   2.2745587E-01
   1.0192560E+01   2.9824101E-03   7.4535072E-01   5.6353457E-16   2.2438189E-01   2.2376645E-01
   1.0215644E+01   2.4656905E-03   8.2792890E-01   5.6370625E-16   2.1699302E-01   2.2445396E-01
   1.0238964E+01   2.9111952E-03   9.0031582E-01   5.6433110E-16   2.0956421E-01   2.2604431E-01
   1.0257044E+01   3.5908513E-03   9.4466054E-01   5.6505510E-16   2.0371215E-01   2.2610313E-01
   1.0281740E+01   4.9494556E-03   9.7512698E-01   5.6599710E-16   1.9871448E-01   2.2538154E-01
   1.0307291E+01   6.5441406E-03   9.9616843E-01   5.6683492E-16   1.9806390E-01   2.2381510E-01
   1.0327297E+01   8.1262868E-03   1.0222018E+00   5.6727221E-16   1.9646835E-01   2.2194180E-01
   1.0348064E+01   9.4901025E-03   1.0680422E+00   5.6747491E-16   1.9368498E-01   2.1860455E-01
   1.0376712E+01   1.0882313E-02   1.1080668E+00   5.6751207E-16   1.8825687E-01   2.1270134E-01
   1.0398964E+01   1.1288085E-02   1.1573007E+00   5.6735061E-16   1.8502194E-01   2.0494917E-01
   1.0422007E+01   1.1326777E-02   1.2090445E+00   5.6699401E-16   1.8235943E-01   1.9452314E-01
   1.0445908E+01   1.0698605E-02   1.2722604E+00   5.6639134E-16   1.7862913E-01   1.9074214E-01
   1.0462105E+01   1.0124998E-02   1.3098606E+00   5.6586433E-16   1.7544734E-01   1.8816820E-01
   1.0487004E+01   8.8349860E-03   1.3631971E+00   5.6500221E-16   1.7189589E-01   2.0270847E-01
   1.0512884E+01   7.3235244E-03   1.4184763E+00   5.6416333E-16   1.8201610E-01   2.1665047E-01
   1.0530763E+01   6.7181350E-03   1.4454155E+00   5.6379619E-16   1.8841618E-01   2.3085989E-01
   1.0558258E+01   5.7237246E-03   1.4724932E+00   5.6373981E-16   1.9938315E-01   2.4055585E-01
   1.0576604E+01   5.4341289E-03   1.4808192E+00   5.6405464E-16   2.0652427E-01   2.4603064E-01
   1.0604078E+01   5.4972474E-03   1.4829818E+00   5.6492444E-16   2.1484201E-01   2.5036100E-01
   1.0622377E+01   5.7512904E-03   1.4790657E+00   5.6561636E-16   2.1931460E-01   2.4478120E-01
   1.0649913E+01   6.1295610E-03   1.4678717E+00   5.6658516E-16   2.2479776E-01   2.4130404E-01
   1.0668361E+01   6.3239797E-03   1.4607859E+00   5.6707538E-16   2.2912273E-01   2.4079694E-01
   1.0695913E+01   6.0209516E-03   1.4580266E+00   5.6747327E-16   2.2942397E-01   2.3965034E-01
   1.0714290E+01   5.4449020E-03   1.4634901E+00   5.6753002E-16   2.3105323E-01   2.3980460E-01
   1.0741813E+01   3.8227686E-03   1.4838480E+00   5.6739418E-16   2.3210616E-01   2.3998740E-01
   1.0760152E+01   2.4054539E-03   1.5054561E+00   5.6716331E-16   2.3182872E-01   2.3947743E-01
   1.0787578E+01  -5.2087742E-04   1.5493797E+00   5.6659315E-16   2.3012772E-01   2.3767890E-01
   1.0806019E+01  -2.9435947E-03   1.5824684E+00   5.6606645E-16   2.2813587E-01   2.3589954E-01
   1.0833622E+01  -6.6564181E-03   1.6281363E+00   5.6515642E-16   2.2426884E-01   2.3258600E-01
   1.0852098E+01  -8.9923823E-03   1.6537697E+00   5.6457271E-16   2.2124073E-01   2.3004082E-01
   1.0879826E+01  -1.2378722E-02   1.6837600E+00   5.6394908E-16   2.2064765E-01   2.3125760E-01
   1.0898312E+01  -1.4222628E-02   1.6974078E+00   5.6382325E-16   2.2338560E-01   2.3338696E-01
   1.0916774E+01  -1.5839180E-02   1.7059610E+00   5.6398651E-16   2.2596212E-01   3.0664423E-01
   1.0944454E+01  -1.7427973E-02   1.7123381E+00   5.6468404E-16   2.9446396E-01   5.5248719E-01
   1.0966436E+01  -1.8284610E-02   1.7104192E+00   5.6555495E-16   4.8484185E-01   6.8575180E-01
   1.0990474E+01  -1.8400727E-02   1.7040359E+00   5.6639992E-16   6.0911405E-01   7.7564710E-01
   1.1012579E+01  -1.8438540E-02   1.7041790E+00   5.6700703E-16   7.2675502E-01   8.3820379E-01
   1.1033526E+01  -1.8393697E-02   1.7091104E+00   5.6736273E-16   7.6366585E-01   8.5145533E-01
   1.1059011E+01  -1.8404189E-02   1.7246126E+00   5.6752240E-16   7.8394991E-01   8.5251862E-01
