  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   00:10:43  08/26/2023 sogp     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing p, pfxob, pfyob, pfzob, pfob, vmax and others       
       1     1002      0.000E+00      2.280E+01
   time              p_1             pfxob_1         pfyob_1         pfzob_1         pfob_1          vmax_0          vmaxsrf_0
   8.1384802E+00   1.2161453E+03   6.9933361E-03   1.1620133E+00   5.5712814E-16   1.1620343E+00   2.4402398E-01   2.7384490E-01
   8.1618662E+00   1.2174541E+03   6.0117207E-03   1.2556850E+00   5.5809159E-16   1.2556994E+00   2.3721330E-01   2.7384490E-01
   8.1854267E+00   1.2194860E+03   5.5792453E-03   1.3401347E+00   5.5923725E-16   1.3401463E+00   2.3006940E-01   2.7384490E-01
   8.2090569E+00   1.2225203E+03   5.6589684E-03   1.4300005E+00   5.6029128E-16   1.4300117E+00   2.2264811E-01   2.7384490E-01
   8.2292423E+00   1.2255079E+03   5.5625988E-03   1.5076767E+00   5.6095382E-16   1.5076870E+00   2.1617077E-01   2.7384490E-01
   8.2527504E+00   1.2294841E+03   5.5029304E-03   1.6033220E+00   5.6135626E-16   1.6033314E+00   2.0818184E-01   2.7384490E-01
   8.2766180E+00   1.2343746E+03   4.8918179E-03   1.7152555E+00   5.6143821E-16   1.7152625E+00   1.9973946E-01   2.7384490E-01
   8.3007336E+00   1.2403010E+03   4.8728492E-03   1.8465307E+00   5.6132106E-16   1.8465371E+00   1.9298564E-01   2.7384490E-01
   8.3213882E+00   1.2457544E+03   4.6066442E-03   1.9635334E+00   5.6105705E-16   1.9635389E+00   1.9278239E-01   2.7384490E-01
   8.3454599E+00   1.2544893E+03   3.6324230E-03   2.1378834E+00   5.6057630E-16   2.1378865E+00   1.8779375E-01   2.7384490E-01
   8.3692236E+00   1.2571378E+03   3.3046117E-03   2.1894748E+00   5.5962413E-16   2.1894774E+00   1.8582873E-01   2.7384490E-01
   8.3896761E+00   1.2674281E+03   2.7320972E-03   2.3621094E+00   5.5861511E-16   2.3621111E+00   1.8981925E-01   2.7384490E-01
   8.4136057E+00   1.2754935E+03   1.7484265E-03   2.4781947E+00   5.5774774E-16   2.4781954E+00   1.9501077E-01   2.7384490E-01
   8.4374695E+00   1.2935220E+03   2.5805936E-03   2.6611884E+00   5.5693269E-16   2.6611896E+00   1.9990247E-01   2.7384490E-01
   8.4578667E+00   1.2924575E+03   1.6241345E-03   2.6454091E+00   5.5668382E-16   2.6454096E+00   2.0370451E-01   2.7384490E-01
   8.4816017E+00   1.3075939E+03   1.1842853E-03   2.7468531E+00   5.5694269E-16   2.7468534E+00   2.0828177E-01   2.7384490E-01
   8.5052691E+00   1.3179669E+03   7.5148209E-04   2.7740924E+00   5.5784012E-16   2.7740927E+00   2.1191739E-01   2.7384490E-01
   8.5288715E+00   1.3330920E+03   4.6764876E-04   2.8141801E+00   5.5897229E-16   2.8141804E+00   2.1448751E-01   2.7384490E-01
   8.5490656E+00   1.3416593E+03   2.5583807E-04   2.8146815E+00   5.5986443E-16   2.8146815E+00   2.1612875E-01   2.7384490E-01
   8.5725813E+00   1.3552394E+03  -1.8455245E-03   2.8233073E+00   5.6068181E-16   2.8233078E+00   2.1763834E-01   2.7384490E-01
   8.5960798E+00   1.3694066E+03  -4.3374966E-03   2.8278549E+00   5.6118019E-16   2.8278582E+00   2.1887334E-01   2.7384490E-01
   8.6199923E+00   1.3823569E+03  -5.7637491E-03   2.8211014E+00   5.6137447E-16   2.8211074E+00   2.2005424E-01   2.7384490E-01
   8.6405058E+00   1.3886329E+03  -7.5556147E-03   2.8418112E+00   5.6133731E-16   2.8418212E+00   2.5895220E-01   3.6843917E-01
   8.6643038E+00   1.4107301E+03  -1.0725301E-02   2.8706613E+00   5.6110522E-16   2.8706813E+00   4.1202489E-01   5.5185586E-01
   8.6879120E+00   1.4147201E+03  -1.3142270E-02   2.8607273E+00   5.6060172E-16   2.8607576E+00   5.8041412E-01   6.8800712E-01
   8.7094231E+00   1.4372137E+03  -1.2840684E-02   2.8736732E+00   5.5993801E-16   2.8737018E+00   7.1898681E-01   7.7797526E-01
   8.7315960E+00   1.4392937E+03  -1.9369427E-02   2.9246075E+00   5.5902406E-16   2.9246716E+00   7.8495181E-01   7.9677612E-01
   8.7563601E+00   1.4609636E+03  -2.0351974E-02   3.0449381E+00   5.5813674E-16   3.0450063E+00   7.9867160E-01   7.6793712E-01
   8.7771206E+00   1.4661176E+03  -5.2163620E-03   2.9436991E+00   5.5730273E-16   2.9437037E+00   7.0815563E-01   7.0976180E-01
   8.8024340E+00   1.4819023E+03  -2.7211901E-02   2.7576711E+00   5.5682977E-16   2.7578053E+00   6.3199395E-01   6.5386373E-01
   8.8233891E+00   1.5056613E+03  -3.0902160E-02   2.4979625E+00   5.5694306E-16   2.4981534E+00   6.2647194E-01   6.1585671E-01
   8.8480082E+00   1.4992411E+03  -3.8656197E-02   2.2019427E+00   5.5763281E-16   2.2022820E+00   5.5351406E-01   5.8909237E-01
   8.8683891E+00   1.5108495E+03  -4.2314213E-02   2.1054206E+00   5.5852717E-16   2.1058457E+00   5.8504081E-01   6.4670354E-01
   8.8932762E+00   1.5222910E+03  -3.7789565E-02   2.1879425E+00   5.5958755E-16   2.1882687E+00   6.6854548E-01   6.7146218E-01
   8.9154768E+00   1.5298157E+03  -4.4803299E-02   1.9268453E+00   5.6045168E-16   1.9273661E+00   7.2843975E-01   7.2393930E-01
   8.9372673E+00   1.5373965E+03  -4.4692673E-02   1.6783030E+00   5.6102317E-16   1.6788980E+00   6.9341797E-01   7.2579169E-01
   8.9592257E+00   1.5426815E+03  -4.6249080E-02   1.5275244E+00   5.6125393E-16   1.5282243E+00   7.1212608E-01   7.0905489E-01
   8.9819889E+00   1.5427526E+03  -5.3223703E-02   1.2890157E+00   5.6130083E-16   1.2901139E+00   6.5459818E-01   6.9225758E-01
   9.0048370E+00   1.5467839E+03  -5.7574343E-02   9.1742623E-01   5.6111936E-16   9.1923106E-01   6.8484533E-01   6.9272572E-01
   9.0287600E+00   1.5479161E+03  -6.0689773E-02   5.1637566E-01   5.6072205E-16   5.1992989E-01   8.3337450E-01   8.1613529E-01
   9.0509853E+00   1.5509158E+03  -6.1020706E-02   5.6867719E-01   5.6009392E-16   5.7194167E-01   7.8893095E-01   7.2020996E-01
   9.0758448E+00   1.5497136E+03  -6.4598985E-02  -3.7469673E-01   5.5922036E-16   3.8022450E-01   7.1868038E-01   6.9042581E-01
   9.0956221E+00   1.5493708E+03  -6.4074509E-02   1.9236931E-01   5.5845030E-16   2.0275970E-01   7.1493644E-01   6.9349605E-01
   9.1190777E+00   1.5449014E+03  -6.6265188E-02  -3.9541504E-01   5.5758527E-16   4.0092909E-01   6.8733966E-01   7.1302301E-01
   9.1430273E+00   1.5424858E+03  -6.7570806E-02  -5.6852716E-01   5.5703491E-16   5.7252860E-01   7.4586809E-01   7.9259253E-01
   9.1663742E+00   1.5395903E+03  -6.6991925E-02  -7.3527217E-01   5.5700553E-16   7.3831773E-01   8.9238417E-01   9.7335577E-01
   9.1893368E+00   1.5328174E+03  -7.1937680E-02  -1.2666719E+00   5.5751073E-16   1.2687131E+00   1.1506928E+00   1.0861382E+00
   9.2111721E+00   1.5158484E+03  -5.8041200E-02  -2.7271128E+00   5.5837878E-16   2.7277303E+00   1.2865244E+00   1.2626983E+00
   9.2337418E+00   1.5155537E+03  -6.0758501E-02  -2.0666687E+00   5.5922206E-16   2.0675616E+00   1.3899229E+00   1.3558668E+00
   9.2560301E+00   1.5114478E+03  -5.9725087E-02  -2.2930601E+00   5.6012018E-16   2.2938378E+00   1.3377954E+00   1.2981650E+00
   9.2791290E+00   1.4975538E+03  -5.4276034E-02  -2.6996338E+00   5.6077965E-16   2.7001796E+00   1.0693607E+00   1.1492655E+00
   9.3026972E+00   1.4897993E+03  -5.3173002E-02  -2.9245133E+00   5.6107859E-16   2.9249966E+00   1.1416203E+00   1.1502924E+00
   9.3247662E+00   1.4825190E+03  -4.7674946E-02  -3.1725352E+00   5.6116250E-16   3.1728933E+00   1.2764603E+00   1.2988645E+00
   9.3483496E+00   1.4710442E+03  -4.3722525E-02  -3.3650832E+00   5.6108955E-16   3.3653672E+00   1.3561662E+00   1.3275125E+00
   9.3716726E+00   1.4595815E+03  -3.8435701E-02  -3.5685771E+00   5.6073899E-16   3.5687840E+00   1.0503983E+00   1.0986738E+00
   9.3939400E+00   1.4548422E+03  -3.3736054E-02  -3.6269078E+00   5.6020975E-16   3.6270647E+00   1.1961983E+00   1.2181941E+00
   9.4170885E+00   1.4408096E+03  -2.7826836E-02  -3.7618246E+00   5.5948850E-16   3.7619276E+00   1.1218475E+00   1.0992943E+00
   9.4389238E+00   1.4349382E+03  -2.2932947E-02  -3.7908814E+00   5.5867292E-16   3.7909508E+00   1.2379478E+00   1.0998667E+00
   9.4615498E+00   1.4210245E+03  -1.7305812E-02  -3.8515918E+00   5.5782318E-16   3.8516307E+00   1.1360279E+00   1.1474586E+00
   9.4847336E+00   1.4162242E+03  -1.1290140E-02  -3.8358185E+00   5.5725625E-16   3.8358352E+00   1.0991983E+00   1.0468804E+00
   9.5076571E+00   1.3920115E+03  -3.1250666E-03  -3.8543460E+00   5.5707785E-16   3.8543475E+00   1.1094553E+00   1.0432595E+00
   9.5314379E+00   1.4054391E+03   2.8781982E-03  -3.8025773E+00   5.5737182E-16   3.8025782E+00   8.5645789E-01   8.6389834E-01
   9.5542154E+00   1.3887661E+03   3.7187098E-03  -3.6940091E+00   5.5810805E-16   3.6940110E+00   8.4294021E-01   7.8761643E-01
   9.5754061E+00   1.3783488E+03   9.5930668E-03  -3.9019103E+00   5.5888176E-16   3.9019220E+00   8.0189317E-01   7.9035395E-01
   9.5996714E+00   1.3759622E+03   1.2559997E-02  -3.6331689E+00   5.5979470E-16   3.6331906E+00   8.6566645E-01   8.3576226E-01
   9.6216631E+00   1.3701628E+03   1.6567422E-02  -3.6204579E+00   5.6050722E-16   3.6204958E+00   9.8370576E-01   9.0954202E-01
   9.6447153E+00   1.3653549E+03   1.8897830E-02  -3.3916962E+00   5.6093989E-16   3.3917489E+00   1.0244696E+00   9.1518104E-01
   9.6676540E+00   1.3559083E+03   2.2053069E-02  -3.3110030E+00   5.6108759E-16   3.3110764E+00   1.0145191E+00   9.0033215E-01
   9.6894875E+00   1.3519669E+03   2.4618838E-02  -3.1524425E+00   5.6105324E-16   3.1525385E+00   9.5709789E-01   9.5468009E-01
   9.7126160E+00   1.3476063E+03   2.5709039E-02  -2.9372971E+00   5.6084370E-16   2.9374094E+00   7.7608192E-01   7.8633451E-01
   9.7357788E+00   1.3407755E+03   2.6994642E-02  -2.7604001E+00   5.6045026E-16   2.7605321E+00   4.9482352E-01   5.1673615E-01
   9.7592030E+00   1.3359287E+03   2.9340664E-02  -2.4625411E+00   5.5970968E-16   2.4627159E+00   4.5487016E-01   4.2196742E-01
   9.7824783E+00   1.3279220E+03   2.8492143E-02  -2.2143941E+00   5.5893851E-16   2.2145774E+00   4.2218837E-01   4.2151132E-01
   9.8023930E+00   1.3285714E+03   3.0508896E-02  -2.1385195E+00   5.5824114E-16   2.1387372E+00   3.9688209E-01   4.2013699E-01
   9.8261776E+00   1.3200406E+03   3.0285461E-02  -1.7504052E+00   5.5747394E-16   1.7506672E+00   3.9309439E-01   4.1767451E-01
   9.8501081E+00   1.3146630E+03   3.1051096E-02  -1.6472340E+00   5.5714111E-16   1.6475266E+00   3.8888347E-01   4.1610372E-01
   9.8708229E+00   1.3120577E+03   3.1412877E-02  -1.3810564E+00   5.5722761E-16   1.3814137E+00   3.8390902E-01   4.0963253E-01
   9.8948183E+00   1.3051598E+03   3.1460088E-02  -1.1939342E+00   5.5775558E-16   1.1943487E+00   3.8398603E-01   3.9737692E-01
   9.9191303E+00   1.2994868E+03   3.0866330E-02  -9.1161764E-01   5.5868038E-16   9.1214007E-01   3.7623832E-01   3.8567165E-01
   9.9397039E+00   1.2969469E+03   3.3638977E-02  -8.9664346E-01   5.5944912E-16   8.9727420E-01   3.5650161E-01   3.6575109E-01
   9.9640360E+00   1.2909626E+03   3.3266772E-02  -6.9281703E-01   5.6025586E-16   6.9361526E-01   3.4149691E-01   3.5229576E-01
   9.9874258E+00   1.2888409E+03   3.2128084E-02  -5.5585033E-01   5.6081162E-16   5.5677801E-01   3.2205912E-01   3.3556300E-01
   1.0010319E+01   1.2804082E+03   3.1493846E-02  -3.6572173E-01   5.6103921E-16   3.6707526E-01   3.0289507E-01   3.1937167E-01
   1.0033306E+01   1.2802407E+03   3.0754421E-02  -2.8405005E-01   5.6104704E-16   2.8571010E-01   2.9095349E-01   3.0284491E-01
   1.0053155E+01   1.2748661E+03   3.0288484E-02  -1.3948292E-01   5.6092115E-16   1.4273359E-01   2.7938268E-01   2.8831774E-01
   1.0076404E+01   1.2740377E+03   3.1245828E-02  -7.1608638E-03   5.6049727E-16   3.2055885E-02   2.6722655E-01   2.7068663E-01
   1.0099643E+01   1.2681937E+03   2.7484050E-02   2.3170424E-01   5.5990477E-16   2.3332858E-01   2.4894369E-01   2.6414070E-01
   1.0123002E+01   1.2680385E+03   2.5096910E-02   3.3760712E-01   5.5925324E-16   3.3853865E-01   2.3779245E-01   2.6429939E-01
   1.0146457E+01   1.2649067E+03   2.5257569E-02   5.2198774E-01   5.5840679E-16   5.2259845E-01   2.2962895E-01   2.6428658E-01
   1.0169950E+01   1.2597317E+03   2.1795629E-02   7.3836899E-01   5.5764546E-16   7.3869061E-01   2.2685154E-01   2.6437521E-01
   1.0190219E+01   1.2628893E+03   2.2538468E-02   7.5019604E-01   5.5728738E-16   7.5053453E-01   2.2386540E-01   2.6449949E-01
   1.0213847E+01   1.2601499E+03   2.0671105E-02   8.6725748E-01   5.5728495E-16   8.6750376E-01   2.1942936E-01   2.6435438E-01
   1.0237447E+01   1.2584446E+03   1.9157218E-02   9.7901827E-01   5.5765621E-16   9.7920567E-01   2.1421234E-01   2.6438275E-01
   1.0261043E+01   1.2600071E+03   1.9854559E-02   1.0187933E+00   5.5839636E-16   1.0189868E+00   2.0852593E-01   2.6435229E-01
   1.0284091E+01   1.2592622E+03   1.9967370E-02   1.0754979E+00   5.5927865E-16   1.0756832E+00   2.0231986E-01   2.6369292E-01
   1.0306959E+01   1.2594551E+03   2.0545468E-02   1.1198363E+00   5.6006163E-16   1.1200248E+00   1.9584584E-01   2.6389298E-01
   1.0326835E+01   1.2613016E+03   2.1036575E-02   1.1427606E+00   5.6056349E-16   1.1429542E+00   1.8990001E-01   2.6413372E-01
   1.0350194E+01   1.2628348E+03   2.1477025E-02   1.1727686E+00   5.6088642E-16   1.1729653E+00   1.8276463E-01   2.6424107E-01
   1.0373508E+01   1.2639462E+03   2.1812361E-02   1.2213932E+00   5.6097330E-16   1.2215880E+00   1.7561753E-01   2.6423302E-01
   1.0396603E+01   1.2664492E+03   2.1986712E-02   1.2564325E+00   5.6089082E-16   1.2566248E+00   1.6861136E-01   2.6374125E-01
   1.0419707E+01   1.2691708E+03   2.2028171E-02   1.3000078E+00   5.6059679E-16   1.3001944E+00   1.6577418E-01   2.6381415E-01
   1.0443526E+01   1.2718259E+03   2.1791536E-02   1.3504575E+00   5.6007211E-16   1.3506333E+00   1.6164197E-01   2.6460001E-01
   1.0464055E+01   1.2743536E+03   2.1307912E-02   1.3908809E+00   5.5946224E-16   1.3910441E+00   1.8359394E-01   2.6468956E-01
   1.0487909E+01   1.2780283E+03   2.0852994E-02   1.4305191E+00   5.5866905E-16   1.4306711E+00   1.7571223E-01   2.6453212E-01
   1.0511033E+01   1.2819517E+03   2.0234507E-02   1.4620059E+00   5.5794256E-16   1.4621459E+00   1.8504095E-01   2.6396728E-01
   1.0534219E+01   1.2856368E+03   1.9705735E-02   1.4785730E+00   5.5743561E-16   1.4787043E+00   1.9207165E-01   2.6410928E-01
   1.0557469E+01   1.2900151E+03   1.8998509E-02   1.4784201E+00   5.5730046E-16   1.4785422E+00   2.0001353E-01   2.6411700E-01
   1.0580577E+01   1.2946852E+03   1.8316006E-02   1.4676652E+00   5.5760168E-16   1.4677794E+00   2.0955108E-01   2.6370046E-01
   1.0603054E+01   1.2991990E+03   1.7890008E-02   1.4462289E+00   5.5822944E-16   1.4463395E+00   2.1699303E-01   2.6333958E-01
   1.0625148E+01   1.3040435E+03   1.7423343E-02   1.4162331E+00   5.5899839E-16   1.4163402E+00   2.2151430E-01   2.6308322E-01
   1.0647848E+01   1.3088519E+03   1.6807757E-02   1.3843126E+00   5.5975738E-16   1.3844146E+00   2.2719252E-01   2.6389641E-01
   1.0670980E+01   1.3143723E+03   1.6238207E-02   1.3614422E+00   5.6037831E-16   1.3615390E+00   2.2873922E-01   2.6400045E-01
   1.0694032E+01   1.3204796E+03   1.5346076E-02   1.3510320E+00   5.6075678E-16   1.3511192E+00   2.3201649E-01   2.6391894E-01
   1.0716508E+01   1.3258745E+03   1.4347001E-02   1.3532726E+00   5.6090077E-16   1.3533486E+00   2.3430519E-01   2.6383236E-01
   1.0739050E+01   1.3325459E+03   1.2983647E-02   1.3710799E+00   5.6085498E-16   1.3711414E+00   2.3552848E-01   2.6329532E-01
   1.0761085E+01   1.3388555E+03   1.1578322E-02   1.4013894E+00   5.6064200E-16   1.4014373E+00   2.3569305E-01   2.6299256E-01
   1.0782859E+01   1.3452394E+03   9.9137658E-03   1.4439654E+00   5.6025623E-16   1.4439995E+00   2.3509920E-01   2.6278421E-01
   1.0807544E+01   1.3527972E+03   7.9392409E-03   1.5052590E+00   5.5961582E-16   1.5052800E+00   2.3317634E-01   2.6265445E-01
   1.0828929E+01   1.3597152E+03   6.1068120E-03   1.5671372E+00   5.5894391E-16   1.5671492E+00   2.3045722E-01   2.6251161E-01
   1.0851200E+01   1.3672559E+03   4.1654180E-03   1.6363983E+00   5.5824892E-16   1.6364036E+00   2.2688979E-01   2.6341379E-01
   1.0876641E+01   1.3759819E+03   1.9945961E-03   1.7107421E+00   5.5762694E-16   1.7107433E+00   2.2203018E-01   2.6320168E-01
   1.0898647E+01   1.3829814E+03  -2.2840887E-04   1.7612044E+00   5.5738786E-16   1.7612044E+00   2.2486457E-01   2.6300573E-01
   1.0920431E+01   1.3985090E+03  -3.4373638E-03   1.8564315E+00   5.5756198E-16   1.8564347E+00   2.2948928E-01   3.6271665E-01
   1.0945095E+01   1.3996572E+03  -1.8820340E-03   1.8312045E+00   5.5804368E-16   1.8312055E+00   6.9175023E-01   6.3395935E-01
   1.0967060E+01   1.4098997E+03  -4.6748794E-03   1.8932503E+00   5.5873867E-16   1.8932562E+00   8.3624113E-01   7.3764211E-01
   1.0988814E+01   1.4189771E+03  -6.6807526E-03   1.8957888E+00   5.5946934E-16   1.8958005E+00   8.5595709E-01   7.7372921E-01
   1.1011763E+01   1.4312242E+03  -8.1552407E-03   1.9379225E+00   5.6013548E-16   1.9379396E+00   8.6522990E-01   8.1179100E-01
   1.1033929E+01   1.4358916E+03  -9.3753552E-03   1.9270310E+00   5.6057985E-16   1.9270539E+00   7.4594325E-01   7.2952676E-01
   1.1058949E+01   1.4559542E+03  -1.1923695E-02   1.9785706E+00   5.6076329E-16   1.9786065E+00   7.3697889E-01   6.8921977E-01
   1.1081396E+01   1.4512131E+03  -1.4783500E-02   1.9907316E+00   5.6085265E-16   1.9907864E+00   6.5299088E-01   6.4710516E-01
   1.1102250E+01   1.4646978E+03  -1.3491161E-02   1.8477859E+00   5.6070992E-16   1.8478352E+00   6.1416405E-01   6.0095400E-01
   1.1126191E+01   1.4790480E+03  -1.6256476E-02   2.0144026E+00   5.6030213E-16   2.0144682E+00   5.6389970E-01   5.9917200E-01
   1.1149447E+01   1.4862527E+03  -2.2000179E-02   2.0735018E+00   5.5984256E-16   2.0736184E+00   6.8470579E-01   7.0209742E-01
   1.1170870E+01   1.4924362E+03  -2.3826282E-02   2.0023310E+00   5.5917976E-16   2.0024726E+00   6.5753192E-01   6.2403309E-01
   1.1193945E+01   1.5075391E+03  -2.5443904E-02   1.9466195E+00   5.5831796E-16   1.9467858E+00   8.2220244E-01   8.3854032E-01
   1.1216121E+01   1.5067688E+03  -3.1647697E-02   2.0048208E+00   5.5787930E-16   2.0050704E+00   6.9747531E-01   6.8965566E-01
   1.1239667E+01   1.5230610E+03  -3.3153750E-02   1.8572450E+00   5.5755054E-16   1.8575408E+00   6.7330545E-01   6.7326254E-01
   1.1262331E+01   1.5250884E+03  -3.4913410E-02   1.8097564E+00   5.5740930E-16   1.8100932E+00   6.2828124E-01   6.6148311E-01
   1.1286256E+01   1.5306305E+03  -4.0757976E-02   1.7758461E+00   5.5787930E-16   1.7763138E+00   6.5546155E-01   6.6381633E-01
   1.1307796E+01   1.5489559E+03  -4.1124359E-02   1.2765723E+00   5.5872840E-16   1.2772346E+00   7.7471662E-01   7.6959580E-01
   1.1331586E+01   1.5442454E+03  -3.8790908E-02   1.2190953E+00   5.5925912E-16   1.2197124E+00   7.6307505E-01   7.7612561E-01
   1.1355662E+01   1.5597815E+03  -4.3652825E-02   9.4355476E-01   5.5988317E-16   9.4456398E-01   7.8118378E-01   7.9025638E-01
   1.1377811E+01   1.5522220E+03  -4.8521124E-02   1.1312703E+00   5.6046238E-16   1.1323104E+00   8.6561841E-01   8.2931590E-01
   1.1399260E+01   1.5488593E+03  -4.7899999E-02   9.6221155E-01   5.6072681E-16   9.6340311E-01   8.3852571E-01   8.8945490E-01
   1.1423253E+01   1.5551447E+03  -5.3488359E-02   6.5556872E-01   5.6080199E-16   6.5774721E-01   8.9925158E-01   9.7162110E-01
   1.1445454E+01   1.5583380E+03  -5.1327780E-02   5.3414893E-01   5.6068854E-16   5.3660935E-01   9.6867323E-01   9.4621867E-01
   1.1468442E+01   1.5563575E+03  -5.4464821E-02   3.0772930E-01   5.6036465E-16   3.1251198E-01   1.2166365E+00   1.2543935E+00
   1.1491224E+01   1.5539329E+03  -5.7413969E-02   6.6466212E-02   5.5988110E-16   8.7830074E-02   1.3467355E+00   1.3371004E+00
   1.1514079E+01   1.5511027E+03  -5.7927810E-02  -3.8859565E-02   5.5924392E-16   6.9754548E-02   1.1654558E+00   1.3407712E+00
   1.1536320E+01   1.5464822E+03  -6.0054056E-02  -2.6725224E-01   5.5859679E-16   2.7391648E-01   1.1595255E+00   1.1586859E+00
   1.1560572E+01   1.5408446E+03  -6.1255418E-02  -4.6719524E-01   5.5797401E-16   4.7119382E-01   1.0771061E+00   1.1002370E+00
   1.1582302E+01   1.5344071E+03  -6.1226934E-02  -6.2981957E-01   5.5762085E-16   6.3278860E-01   1.2159917E+00   1.2244232E+00
   1.1604883E+01   1.5250596E+03  -6.1268311E-02  -8.7889147E-01   5.5754763E-16   8.8102442E-01   1.2162077E+00   1.2336664E+00
   1.1627506E+01   1.5168531E+03  -6.0420562E-02  -1.0850196E+00   5.5780947E-16   1.0867006E+00   1.1400681E+00   1.2868367E+00
   1.1651629E+01   1.5057291E+03  -6.0071036E-02  -1.2901121E+00   5.5839112E-16   1.2915099E+00   1.1584207E+00   1.1799276E+00
   1.1673146E+01   1.4912965E+03  -5.6875102E-02  -1.5789273E+00   5.5901575E-16   1.5799514E+00   9.5482475E-01   9.8174512E-01
   1.1696480E+01   1.4841272E+03  -5.3978100E-02  -1.6688447E+00   5.5969931E-16   1.6697174E+00   1.1814519E+00   1.0433340E+00
   1.1719435E+01   1.4680823E+03  -5.0090287E-02  -1.9318243E+00   5.6025496E-16   1.9324737E+00   1.2133329E+00   1.1187683E+00
   1.1742996E+01   1.4518654E+03  -4.7992010E-02  -2.0892780E+00   5.6059621E-16   2.0898292E+00   9.2300922E-01   9.8610330E-01
   1.1764762E+01   1.4428583E+03  -4.4610236E-02  -2.1647356E+00   5.6071178E-16   2.1651952E+00   1.1517700E+00   1.0439130E+00
   1.1786674E+01   1.4258041E+03  -4.0024098E-02  -2.3458207E+00   5.6068975E-16   2.3461621E+00   1.1379110E+00   1.0357003E+00
   1.1810472E+01   1.3995764E+03  -3.6555395E-02  -2.3928747E+00   5.6041537E-16   2.3931539E+00   1.0794641E+00   1.1288512E+00
   1.1833493E+01   1.3943325E+03  -3.2138541E-02  -2.4343240E+00   5.5998481E-16   2.4345362E+00   8.8109404E-01   8.6061341E-01
   1.1856277E+01   1.3745878E+03  -2.8771689E-02  -2.4739974E+00   5.5945547E-16   2.4741647E+00   9.0623397E-01   8.6455476E-01
   1.1877673E+01   1.3548481E+03  -2.4447411E-02  -2.4550622E+00   5.5886276E-16   2.4551837E+00   9.3876141E-01   9.0648168E-01
   1.1900600E+01   1.3389153E+03  -2.0053782E-02  -2.4270306E+00   5.5824516E-16   2.4271133E+00   9.4429827E-01   8.8877207E-01
   1.1925493E+01   1.3249913E+03  -1.6044399E-02  -2.3879561E+00   5.5775431E-16   2.3880100E+00   9.8341620E-01   9.0834600E-01
   1.1947639E+01   1.3130656E+03  -3.0561820E-02  -2.3527906E+00   5.5751740E-16   2.3529890E+00   9.8667091E-01   9.6287149E-01
   1.1969285E+01   1.2906954E+03  -1.9063342E-02  -2.3136790E+00   5.5783065E-16   2.3137574E+00   9.7022539E-01   9.3268210E-01
   1.1993171E+01   1.2874066E+03  -1.8722011E-02  -2.2594287E+00   5.5812573E-16   2.2595062E+00   6.3914359E-01   8.6061341E-01
   1.2016661E+01   1.2513173E+03  -1.2635177E-03  -2.0930429E+00   5.5882480E-16   2.0930433E+00   4.9420536E-01   8.6061341E-01
   1.2037653E+01   1.2230828E+03   5.6928312E-03  -1.7184819E+00   5.5946706E-16   1.7184913E+00   4.6231228E-01   8.6061341E-01
   1.2061269E+01   1.2247278E+03   5.6920783E-03  -1.9254351E+00   5.6006655E-16   1.9254434E+00   4.2130694E-01   8.6061341E-01
   1.2084884E+01   1.2041936E+03   7.6938779E-03  -1.6426198E+00   5.6043226E-16   1.6426378E+00   3.8469526E-01   8.6061341E-01
   1.2105876E+01   1.1892698E+03   1.2465139E-02  -1.4983804E+00   5.6068975E-16   1.4984323E+00   3.7179190E-01   8.6061341E-01
   1.2129492E+01   1.1788376E+03   1.3810894E-02  -1.4951669E+00   5.6063676E-16   1.4952307E+00   3.6494872E-01   8.6061341E-01
   1.2153107E+01   1.1643374E+03   1.3625255E-02  -1.2846569E+00   5.6050452E-16   1.2847291E+00   3.5613596E-01   8.6061341E-01
   1.2174099E+01   1.1496301E+03   4.8370068E-03  -1.0704795E+00   5.6013669E-16   1.0704905E+00   3.4740636E-01   8.6061341E-01
   1.2197715E+01   1.1391251E+03   1.7810671E-02  -6.9060838E-01   5.5964203E-16   6.9083804E-01   3.3497241E-01   8.6061341E-01
   1.2221330E+01   1.1278837E+03   3.5663556E-02  -3.0558801E-01   5.5899389E-16   3.0766201E-01   3.2043177E-01   8.6061341E-01
   1.2242322E+01   1.1155406E+03   1.5399341E-02  -2.2852306E-01   5.5843935E-16   2.2904132E-01   3.0571437E-01   8.6061341E-01
   1.2265938E+01   1.1081786E+03   1.6234996E-02   2.1485085E-02   5.5793134E-16   2.6929239E-02   2.9100603E-01   8.6061341E-01
   1.2289553E+01   1.0944337E+03   1.8964212E-02   2.0913473E-01   5.5764790E-16   2.0999280E-01   2.8013992E-01   8.6061341E-01
   1.2313169E+01   1.0931021E+03   1.4998590E-02   3.6206815E-01   5.5772789E-16   3.6237866E-01   2.7611601E-01   8.6061341E-01
   1.2334161E+01   1.0838896E+03   1.4273160E-02   4.2580846E-01   5.5806570E-16   4.2604759E-01   2.6697263E-01   8.6061341E-01
   1.2357776E+01   1.0746348E+03   3.0140919E-03   4.4689021E-01   5.5861188E-16   4.4690037E-01   2.5834724E-01   8.6061341E-01
