  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   00:10:43  08/26/2023 sogp     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing p, pfxob, pfyob, pfzob, pfob, vmax and others       
       1     1002      0.000E+00      2.280E+01
   time              p_1             pfxob_1         pfyob_1         pfzob_1         pfob_1          vmax_0          vmaxsrf_0
   3.9231958E+00   1.6701830E+03  -5.0125737E-02   3.4985569E+00   5.4998167E-16   3.4989159E+00   2.7397957E-01   2.7824348E-01
   3.9459872E+00   1.6823995E+03  -5.4616228E-02   3.5176692E+00   5.5117858E-16   3.5180931E+00   2.8640267E-01   2.7843723E-01
   3.9686701E+00   1.6939452E+03  -5.8743618E-02   3.4912744E+00   5.5486296E-16   3.4917686E+00   2.9548657E-01   2.8721130E-01
   3.9912527E+00   1.7047238E+03  -6.2730305E-02   3.4308648E+00   5.5873014E-16   3.4314382E+00   3.0674702E-01   2.9853606E-01
   4.0137434E+00   1.7156934E+03  -6.7777522E-02   3.3516920E+00   5.6101343E-16   3.3523772E+00   3.2301974E-01   3.1468171E-01
   4.0361538E+00   1.7258159E+03  -7.3412023E-02   3.2593644E+00   5.6214829E-16   3.2601910E+00   3.3587587E-01   3.2847604E-01
   4.0584941E+00   1.7350577E+03  -7.9640560E-02   3.1644480E+00   5.6229430E-16   3.1654501E+00   3.4376931E-01   3.4065121E-01
   4.0807776E+00   1.7437234E+03  -8.5445113E-02   3.0817730E+00   5.6189805E-16   3.0829573E+00   3.6044827E-01   3.7109107E-01
   4.1030188E+00   1.7556997E+03  -9.1590799E-02   2.9621470E+00   5.6138797E-16   2.9635627E+00   3.7455940E-01   3.8872030E-01
   4.1258621E+00   1.7567798E+03  -9.6494958E-02   2.9903221E+00   5.6154473E-16   2.9918785E+00   3.8549340E-01   4.0133628E-01
   4.1489568E+00   1.7677161E+03  -1.0482538E-01   2.8663597E+00   5.6315954E-16   2.8682759E+00   3.9385486E-01   4.0504560E-01
   4.1726341E+00   1.7689841E+03  -1.0924585E-01   2.9190698E+00   5.6130639E-16   2.9211133E+00   4.0748018E-01   4.1896537E-01
   4.1940379E+00   1.7730519E+03  -1.1649936E-01   2.8220360E+00   5.5802335E-16   2.8244398E+00   4.1944963E-01   4.3206841E-01
   4.2197542E+00   1.7780499E+03  -1.2681343E-01   2.7940409E+00   5.5610746E-16   2.7969172E+00   4.2930663E-01   4.3873546E-01
   4.2390733E+00   1.7794028E+03  -1.2916313E-01   2.3073437E+00   5.5397532E-16   2.3109562E+00   4.3770701E-01   4.4249353E-01
   4.2622194E+00   1.7826919E+03  -1.4125039E-01   2.7659180E+00   5.5054590E-16   2.7695224E+00   4.4529772E-01   4.4881669E-01
   4.2871723E+00   1.7775695E+03  -1.4295767E-01   2.0532818E+00   5.5133343E-16   2.0582526E+00   4.5588988E-01   4.5724270E-01
   4.3084803E+00   1.7785554E+03  -1.6122682E-01   1.9674300E+00   5.5485978E-16   1.9740251E+00   4.6431223E-01   4.6369338E-01
   4.3305411E+00   1.7806407E+03  -1.6990031E-01   1.7144624E+00   5.5637592E-16   1.7228603E+00   4.6623567E-01   4.7343275E-01
   4.3554521E+00   1.7725261E+03  -1.6104087E-01   1.3387847E+00   5.6004474E-16   1.3484356E+00   4.7103831E-01   4.7498542E-01
   4.3778605E+00   1.7664897E+03  -1.6933131E-01   8.6723793E-01   5.6271305E-16   8.8361454E-01   4.7399262E-01   4.7925276E-01
   4.3996739E+00   1.7649896E+03  -1.7596500E-01   7.3402840E-01   5.6284381E-16   7.5482541E-01   4.7567189E-01   4.7852102E-01
   4.4217896E+00   1.7553999E+03  -1.7965318E-01   3.7448129E-01   5.6038996E-16   4.1534504E-01   4.7146642E-01   4.7792882E-01
   4.4469438E+00   1.7435732E+03  -1.8719786E-01  -2.3353454E-01   5.6363960E-16   2.9930156E-01   4.7202677E-01   4.7283533E-01
   4.4689288E+00   1.7415553E+03  -1.9044779E-01  -2.1448831E-01   5.6329830E-16   2.8683722E-01   4.6153426E-01   4.6842414E-01
   4.4907746E+00   1.7257983E+03  -1.9602458E-01  -2.9674226E-01   5.5797221E-16   3.5564253E-01   4.5666710E-01   4.6315387E-01
   4.5151768E+00   1.7165596E+03  -2.0189643E-01  -6.7472321E-01   5.6269622E-16   7.0428234E-01   4.5217398E-01   4.5583373E-01
   4.5375185E+00   1.7075737E+03  -1.9621544E-01  -9.3327004E-01   5.5913926E-16   9.5367366E-01   4.4520664E-01   4.4937792E-01
   4.5615149E+00   1.6987823E+03  -2.0511729E-01  -9.8941374E-01   5.5673681E-16   1.0104517E+00   4.3925083E-01   4.4647610E-01
   4.5831370E+00   1.6794471E+03  -1.9572355E-01  -1.4333048E+00   5.5521104E-16   1.4466065E+00   4.7683266E-01   4.4521856E-01
   4.6047149E+00   1.6812598E+03  -1.9986410E-01  -1.3618619E+00   5.5318123E-16   1.3764497E+00   5.5716085E-01   5.0080889E-01
   4.6297526E+00   1.6562994E+03  -1.9337937E-01  -1.7229877E+00   5.5181872E-16   1.7338057E+00   4.8205149E-01   6.4220136E-01
   4.6512971E+00   1.6535602E+03  -1.9436476E-01  -1.8903986E+00   5.5394938E-16   1.9003643E+00   5.6839377E-01   5.8984381E-01
   4.6753445E+00   1.6329739E+03  -1.9015893E-01  -2.3198755E+00   5.5885677E-16   2.3276560E+00   6.4380544E-01   6.1548209E-01
   4.6956573E+00   1.6290808E+03  -1.8717128E-01  -2.3979778E+00   5.6005575E-16   2.4052715E+00   6.5393609E-01   6.8761826E-01
   4.7211533E+00   1.6018585E+03  -1.7377748E-01  -2.7073798E+00   5.5786072E-16   2.7129512E+00   6.2457919E-01   6.1814404E-01
   4.7435360E+00   1.6051631E+03  -1.6436203E-01  -2.8641093E+00   5.6332614E-16   2.8688214E+00   7.3408687E-01   7.2513360E-01
   4.7651153E+00   1.5929968E+03  -1.6490753E-01  -3.0115695E+00   5.6297108E-16   3.0160811E+00   6.6381025E-01   6.9038653E-01
   4.7889132E+00   1.5465073E+03  -1.5514213E-01  -3.4858830E+00   5.5630006E-16   3.4893336E+00   8.0547065E-01   7.9442483E-01
   4.8095851E+00   1.5685215E+03  -1.4236334E-01  -3.6037517E+00   5.6632898E-16   3.6065626E+00   7.2725648E-01   7.3705226E-01
   4.8347659E+00   1.5593168E+03  -1.3493192E-01  -3.2626848E+00   5.6009424E-16   3.2654738E+00   6.6488957E-01   7.3018813E-01
   4.8570089E+00   1.5522085E+03  -1.2090988E-01  -3.2064700E+00   5.6169349E-16   3.2087491E+00   8.3600527E-01   8.3739430E-01
   4.8786917E+00   1.5524030E+03  -1.1260245E-01  -2.9948149E+00   5.5493994E-16   2.9969311E+00   9.2810547E-01   9.3857563E-01
   4.9010816E+00   1.5231639E+03  -9.9214539E-02  -3.2584970E+00   5.5843950E-16   3.2600071E+00   1.0101485E+00   1.0585303E+00
   4.9252367E+00   1.5237872E+03  -8.6243533E-02  -2.9871125E+00   5.5972191E-16   2.9883573E+00   1.0225033E+00   1.0739125E+00
   4.9473505E+00   1.5224042E+03  -7.5574815E-02  -3.0739312E+00   5.5287312E-16   3.0748601E+00   1.0099761E+00   1.0487763E+00
   4.9704995E+00   1.5093702E+03  -6.2583908E-02  -3.0172048E+00   5.4931119E-16   3.0178537E+00   8.6363971E-01   9.3761915E-01
   4.9936709E+00   1.5051016E+03  -4.9305148E-02  -2.9303038E+00   5.5584838E-16   2.9307184E+00   8.2500774E-01   8.2581735E-01
   5.0170746E+00   1.5043236E+03  -3.7530277E-02  -2.9498963E+00   5.5932598E-16   2.9501350E+00   8.6970580E-01   8.7923229E-01
   5.0385389E+00   1.4990107E+03  -2.7630519E-02  -2.9552896E+00   5.5816475E-16   2.9554188E+00   9.0283847E-01   8.1637114E-01
   5.0623274E+00   1.4852510E+03  -1.5976995E-02  -2.6580744E+00   5.5654469E-16   2.6581223E+00   9.2203164E-01   9.1031140E-01
   5.0851316E+00   1.4863634E+03  -2.3091903E-02  -2.8119287E+00   5.6161985E-16   2.8120234E+00   9.5110041E-01   9.7562557E-01
   5.1067057E+00   1.4854198E+03   2.0795518E-03  -2.7493327E+00   5.6346977E-16   2.7493334E+00   9.7649616E-01   8.6840308E-01
   5.1303520E+00   1.4910143E+03   7.0461379E-03  -2.7264166E+00   5.6158586E-16   2.7264259E+00   9.3897128E-01   9.1815609E-01
   5.1519504E+00   1.4849425E+03   2.1156931E-02  -2.3156226E+00   5.6172218E-16   2.3157191E+00   7.3967957E-01   7.1281201E-01
   5.1750026E+00   1.4922880E+03   2.8626049E-02  -2.5320342E+00   5.6228038E-16   2.5321958E+00   4.7075862E-01   5.0215757E-01
   5.1975775E+00   1.4875703E+03   3.0955676E-02  -2.2959332E+00   5.6123609E-16   2.2961419E+00   4.2964792E-01   2.9937208E-01
   5.2199445E+00   1.4880513E+03   4.2945579E-02  -2.0071700E+00   5.6020340E-16   2.0076292E+00   3.8352433E-01   2.9919788E-01
   5.2424836E+00   1.4886073E+03   4.6127811E-02  -1.5520338E+00   5.5841266E-16   1.5527191E+00   3.4004277E-01   2.9796895E-01
   5.2681894E+00   1.4874196E+03   5.2169107E-02  -1.5883828E+00   5.5657524E-16   1.5892394E+00   2.9560983E-01   2.9438141E-01
   5.2906313E+00   1.4913947E+03   5.6347661E-02  -1.2057176E+00   5.5481643E-16   1.2070335E+00   2.8647709E-01   2.8862473E-01
   5.3130431E+00   1.4854646E+03   5.9103504E-02  -9.7716343E-01   5.5356584E-16   9.7894925E-01   2.8163680E-01   2.8703380E-01
   5.3354349E+00   1.4936855E+03   6.1419874E-02  -8.0413961E-01   5.5442033E-16   8.0648184E-01   2.8126281E-01   2.8610712E-01
   5.3578224E+00   1.4783446E+03   6.6638865E-02  -9.2447293E-01   5.5644495E-16   9.2687154E-01   2.8143239E-01   2.8632170E-01
   5.3802075E+00   1.4987686E+03   4.9026728E-02  -2.6179558E-01   5.5846619E-16   2.6634666E-01   2.8277561E-01   2.8825352E-01
   5.4026084E+00   1.4934296E+03   5.6702387E-02  -2.6033488E-01   5.6048181E-16   2.6643836E-01   2.8310955E-01   2.8873664E-01
   5.4250283E+00   1.4927843E+03   6.3701093E-02  -4.7846805E-02   5.6187708E-16   7.9668976E-02   2.8219497E-01   2.8778365E-01
   5.4506931E+00   1.5016340E+03   6.6217862E-02   1.4311299E-01   5.6215300E-16   1.5768999E-01   2.8201792E-01   2.8490639E-01
   5.4732060E+00   1.4941335E+03   6.2222976E-02   2.7843100E-01   5.6192642E-16   2.8529900E-01   2.8129005E-01   2.8317946E-01
   5.4957700E+00   1.5052178E+03   3.2685891E-02   6.1236620E-01   5.6171943E-16   6.1323792E-01   2.8935066E-01   2.9000199E-01
   5.5184064E+00   1.5016835E+03   1.7461725E-02   1.1779920E+00   5.6188116E-16   1.1781214E+00   2.7792770E-01   2.8424886E-01
   5.5411267E+00   1.4996421E+03   4.8557993E-02   1.1488000E+00   5.6138347E-16   1.1498258E+00   2.7352956E-01   3.5184258E-01
   5.5635309E+00   1.5030231E+03   5.6791846E-02   1.3591665E+00   5.6036200E-16   1.3603525E+00   2.6924285E-01   7.2049743E-01
   5.5864921E+00   1.5052994E+03   5.2294031E-02   1.5451050E+00   5.5880246E-16   1.5459898E+00   2.6325944E-01   2.0562177E+00
   5.6081357E+00   1.5015266E+03   3.9740682E-02   1.7424220E+00   5.5732100E-16   1.7428751E+00   2.5471348E-01   3.2055247E-01
   5.6300378E+00   1.5031688E+03   3.5610795E-02   1.9647689E+00   5.5592816E-16   1.9650916E+00   2.4935015E-01   2.6888078E-01
   5.6557794E+00   1.5034401E+03   2.8582679E-02   2.1917672E+00   5.5455173E-16   2.1919537E+00   2.3912875E-01   2.4301179E-01
   5.6781535E+00   1.5052407E+03   2.2290463E-02   2.3042054E+00   5.5477513E-16   2.3043132E+00   2.3087139E-01   2.3646192E-01
   5.7007880E+00   1.5069547E+03   1.5889123E-02   2.4045877E+00   5.5623680E-16   2.4046402E+00   2.2557211E-01   2.2677781E-01
   5.7235975E+00   1.5081178E+03   9.8931585E-03   2.4774218E+00   5.5814749E-16   2.4774415E+00   2.1955204E-01   2.2067590E-01
   5.7465425E+00   1.5101317E+03   3.7501217E-03   2.5216551E+00   5.5995368E-16   2.5216579E+00   2.1544167E-01   2.1771792E-01
   5.7695465E+00   1.5128687E+03  -3.2297734E-03   2.5662844E+00   5.6125933E-16   2.5662863E+00   2.1431153E-01   2.1661279E-01
   5.7925115E+00   1.5153093E+03  -1.0435471E-02   2.6032903E+00   5.6200498E-16   2.6033113E+00   2.1230416E-01   2.1459967E-01
   5.8155179E+00   1.5181514E+03  -1.7520102E-02   2.6394472E+00   5.6200112E-16   2.6395054E+00   2.0959668E-01   2.1420799E-01
   5.8384080E+00   1.5217406E+03  -2.5096186E-02   2.6946609E+00   5.6163472E-16   2.6947777E+00   2.1249893E-01   2.1728081E-01
   5.8580585E+00   1.5249872E+03  -3.1242825E-02   2.7584512E+00   5.6163060E-16   2.7586281E+00   2.1437487E-01   2.1902570E-01
   5.8809552E+00   1.5292777E+03  -3.8447037E-02   2.8363276E+00   5.6132646E-16   2.8365881E+00   2.1609956E-01   2.2199835E-01
   5.9039025E+00   1.5338854E+03  -4.5465205E-02   2.9188023E+00   5.6076842E-16   2.9191563E+00   2.1836625E-01   2.2425519E-01
   5.9270172E+00   1.5389570E+03  -5.2952666E-02   2.9990628E+00   5.5953752E-16   2.9995301E+00   2.2012170E-01   2.2607982E-01
   5.9504786E+00   1.5444966E+03  -6.0293380E-02   3.0696964E+00   5.5787056E-16   3.0702884E+00   2.2173569E-01   2.2772910E-01
   5.9739575E+00   1.5506173E+03  -6.7793302E-02   3.1145561E+00   5.5629741E-16   3.1152940E+00   2.2289401E-01   2.2893004E-01
   5.9975543E+00   1.5568517E+03  -7.5535506E-02   3.1368196E+00   5.5501188E-16   3.1377289E+00   2.2362773E-01   2.3001853E-01
   6.0177565E+00   1.5624937E+03  -8.2002066E-02   3.1321151E+00   5.5486439E-16   3.1331885E+00   2.2615452E-01   2.3482978E-01
   6.0412436E+00   1.5676080E+03  -8.9797534E-02   3.0859420E+00   5.5596797E-16   3.0872483E+00   2.2960941E-01   2.4103895E-01
   6.0646396E+00   1.5760059E+03  -9.4933316E-02   3.0384302E+00   5.5770597E-16   3.0399129E+00   2.3450714E-01   2.4708386E-01
   6.0879169E+00   1.5895858E+03  -1.1006690E-01   2.8740788E+00   5.5858101E-16   2.8761857E+00   2.3941369E-01   2.5369817E-01
   6.1110864E+00   1.5885308E+03  -1.1180711E-01   2.8547306E+00   5.6059060E-16   2.8569193E+00   2.4427927E-01   2.6168016E-01
   6.1341381E+00   1.6008492E+03  -1.1465038E-01   2.7528067E+00   5.6221775E-16   2.7551930E+00   2.4907909E-01   2.6295286E-01
   6.1570749E+00   1.6068165E+03  -1.2478087E-01   2.6764665E+00   5.6215570E-16   2.6793737E+00   2.5408059E-01   2.6521569E-01
   6.1798940E+00   1.6149325E+03  -1.2922958E-01   2.5608141E+00   5.6115806E-16   2.5640728E+00   2.5979799E-01   2.6817086E-01
   6.2024851E+00   1.6200339E+03  -1.3713874E-01   2.5843797E+00   5.6179640E-16   2.5880158E+00   2.6512629E-01   2.7587256E-01
   6.2245960E+00   1.6295618E+03  -1.3954227E-01   2.5149798E+00   5.6236979E-16   2.5188479E+00   2.7011561E-01   2.8248224E-01
   6.2465258E+00   1.6340194E+03  -1.4909214E-01   2.3816030E+00   5.5830170E-16   2.3862650E+00   2.7508503E-01   2.8502691E-01
   6.2688832E+00   1.6424124E+03  -1.5019718E-01   2.4736366E+00   5.5926023E-16   2.4781923E+00   2.7848500E-01   2.8395185E-01
   6.2912388E+00   1.6507405E+03  -1.5214553E-01   2.4060614E+00   5.6134176E-16   2.4108670E+00   2.8022617E-01   2.8796303E-01
   6.3167558E+00   1.6519725E+03  -1.6672891E-01   2.1945148E+00   5.4906396E-16   2.2008393E+00   2.8739759E-01   2.9863340E-01
   6.3390422E+00   1.6600894E+03  -1.6542828E-01   2.2425420E+00   5.5620143E-16   2.2486353E+00   2.9723814E-01   3.1070355E-01
   6.3618908E+00   1.6644579E+03  -1.6906060E-01   2.1330800E+00   5.5943217E-16   2.1397691E+00   3.8782254E-01   4.0586051E-01
   6.3825927E+00   1.6647850E+03  -1.7030188E-01   1.9456290E+00   5.5488493E-16   1.9530680E+00   4.4670781E-01   5.3490335E-01
   6.4071898E+00   1.6724771E+03  -1.7395481E-01   1.8301573E+00   5.5487339E-16   1.8384058E+00   6.8640018E-01   7.0971423E-01
   6.4306622E+00   1.6720896E+03  -1.7447069E-01   1.5614147E+00   5.6104445E-16   1.5711321E+00   8.5798508E-01   7.9421186E-01
   6.4524918E+00   1.6759827E+03  -1.7492755E-01   1.4729277E+00   5.6109749E-16   1.4832788E+00   7.9537368E-01   7.5278300E-01
   6.4749951E+00   1.6744685E+03  -1.7485212E-01   1.1468501E+00   5.6049033E-16   1.1601027E+00   7.4775285E-01   7.1404219E-01
   6.4964032E+00   1.6744054E+03  -1.7083302E-01   9.9094355E-01   5.6188042E-16   1.0055611E+00   6.8607646E-01   6.7234969E-01
   6.5217991E+00   1.6742458E+03  -1.7874888E-01   5.2162009E-01   5.6386120E-16   5.5139703E-01   5.9627390E-01   6.1024517E-01
   6.5446649E+00   1.6740125E+03  -1.8643288E-01   7.4269146E-01   5.6089505E-16   7.6573354E-01   5.4612267E-01   5.7476640E-01
   6.5668421E+00   1.6694512E+03  -1.7387758E-01   2.9135239E-01   5.6175410E-16   3.3929285E-01   5.4784614E-01   5.2887732E-01
   6.5888610E+00   1.6617142E+03  -1.7101008E-01   3.5173994E-01   5.6143610E-16   3.9110798E-01   6.1251605E-01   6.2554860E-01
   6.6132669E+00   1.6621965E+03  -1.6919409E-01   2.9761240E-01   5.5986204E-16   3.4234455E-01   7.6577133E-01   7.0326996E-01
   6.6334233E+00   1.6514575E+03  -1.6320696E-01  -2.0994616E-01   5.5922666E-16   2.6592085E-01   7.0689571E-01   6.6827285E-01
   6.6583347E+00   1.6500072E+03  -1.6065721E-01  -2.3219147E-01   5.5765113E-16   2.8235370E-01   6.7492735E-01   6.7511833E-01
   6.6793938E+00   1.6404822E+03  -1.5802726E-01  -5.2050412E-01   5.5657969E-16   5.4396427E-01   6.4851505E-01   6.5969849E-01
   6.7035775E+00   1.6316923E+03  -1.5232190E-01  -8.9288938E-01   5.5610053E-16   9.0578884E-01   6.3168043E-01   6.6104800E-01
   6.7259111E+00   1.6281144E+03  -1.4860314E-01  -8.1684959E-01   5.5623304E-16   8.3025670E-01   6.7741519E-01   6.6810954E-01
   6.7486825E+00   1.6140898E+03  -1.4266171E-01  -1.3418525E+00   5.5714201E-16   1.3494149E+00   7.2623932E-01   7.0165992E-01
   6.7710090E+00   1.6090975E+03  -1.3646461E-01  -1.4278451E+00   5.5842738E-16   1.4343516E+00   7.7680075E-01   7.7987117E-01
   6.7932100E+00   1.5936674E+03  -1.3134529E-01  -1.6900775E+00   5.5980789E-16   1.6951737E+00   8.7059838E-01   8.6591816E-01
   6.8167892E+00   1.5859453E+03  -1.1901049E-01  -1.9915781E+00   5.6103063E-16   1.9951308E+00   8.5385597E-01   9.4694686E-01
   6.8405466E+00   1.5856793E+03  -1.1657171E-01  -2.1069679E+00   5.6178063E-16   2.1101904E+00   9.5668465E-01   1.0510449E+00
   6.8624721E+00   1.5731495E+03  -1.2036844E-01  -1.8612742E+00   5.6193918E-16   1.8651623E+00   9.4699919E-01   1.0126112E+00
   6.8850560E+00   1.5527075E+03  -1.0352908E-01  -2.4195704E+00   5.6187925E-16   2.4217842E+00   9.0317398E-01   1.6128916E+00
   6.9078751E+00   1.5349196E+03  -8.8856108E-02  -2.9593053E+00   5.6163668E-16   2.9606390E+00   1.1088496E+00   1.0850003E+00
   6.9319501E+00   1.5269594E+03  -8.3029807E-02  -2.8752618E+00   5.6112333E-16   2.8764606E+00   1.1707804E+00   1.1331478E+00
   6.9541655E+00   1.5138706E+03  -7.5423114E-02  -3.0553946E+00   5.6035353E-16   3.0563254E+00   1.0390637E+00   1.1219743E+00
   6.9760003E+00   1.5016775E+03  -6.5750331E-02  -3.1455879E+00   5.5937193E-16   3.1462750E+00   1.0888261E+00   1.1528593E+00
   7.0003757E+00   1.4916682E+03  -5.6247950E-02  -3.2254789E+00   5.5811890E-16   3.2259693E+00   9.6844125E-01   9.6846271E-01
   7.0232377E+00   1.4799176E+03  -4.6883531E-02  -3.3028424E+00   5.5691379E-16   3.3031752E+00   1.0310410E+00   1.1823952E+00
   7.0448484E+00   1.4665046E+03  -4.0057421E-02  -3.4063883E+00   5.5621874E-16   3.4066238E+00   1.1485518E+00   1.2027621E+00
   7.0681505E+00   1.4598247E+03  -3.1159684E-02  -3.4561369E+00   5.5630906E-16   3.4562774E+00   1.1461976E+00   1.1367263E+00
   7.0911703E+00   1.4459175E+03  -2.4010366E-02  -3.5824199E+00   5.5705794E-16   3.5825005E+00   1.0729592E+00   1.1990626E+00
   7.1142230E+00   1.4368727E+03  -1.5734857E-02  -3.6252344E+00   5.5816215E-16   3.6252685E+00   1.2271315E+00   1.2703243E+00
   7.1366291E+00   1.4302222E+03  -8.8298414E-03  -3.7194619E+00   5.5937410E-16   3.7194724E+00   1.1079004E+00   1.1865666E+00
   7.1595535E+00   1.4198854E+03  -2.0211549E-03  -3.7686868E+00   5.6053766E-16   3.7686872E+00   1.2387501E+00   1.2238324E+00
   7.1819229E+00   1.4104542E+03   4.0482008E-03  -3.8096681E+00   5.6128421E-16   3.8096702E+00   1.3137429E+00   1.3421588E+00
   7.2055154E+00   1.4048907E+03   9.6892333E-03  -3.8295894E+00   5.6164574E-16   3.8296015E+00   1.0195622E+00   1.1068208E+00
   7.2282681E+00   1.3950638E+03   1.4766884E-02  -3.8131166E+00   5.6178073E-16   3.8131452E+00   1.2030808E+00   1.1256394E+00
   7.2505550E+00   1.3900310E+03   1.9881060E-02  -3.7730453E+00   5.6169666E-16   3.7730978E+00   1.2128797E+00   1.2070041E+00
   7.2730308E+00   1.3825044E+03   2.1956038E-02  -3.7102590E+00   5.6134139E-16   3.7103238E+00   1.1107167E+00   1.1515433E+00
   7.2960610E+00   1.3740889E+03   2.4512168E-02  -3.5923753E+00   5.6073211E-16   3.5924590E+00   9.9508816E-01   1.0092115E+00
   7.3195362E+00   1.3735056E+03   2.8240528E-02  -3.5427690E+00   5.5968136E-16   3.5428815E+00   1.0057626E+00   1.1949739E+00
   7.3414578E+00   1.3648555E+03   3.0660881E-02  -3.3867109E+00   5.5856280E-16   3.3868496E+00   1.0318393E+00   9.6971202E-01
   7.3634748E+00   1.3574261E+03   3.3489432E-02  -3.2376411E+00   5.5744286E-16   3.2378144E+00   1.0858573E+00   1.0934181E+00
   7.3865161E+00   1.3557094E+03   3.5540693E-02  -3.1542675E+00   5.5658286E-16   3.1544676E+00   1.1148157E+00   1.0760872E+00
   7.4094687E+00   1.3435758E+03   3.6794502E-02  -2.9068234E+00   5.5614817E-16   2.9070563E+00   1.0853454E+00   1.1021137E+00
   7.4327021E+00   1.3420905E+03   3.7524432E-02  -2.8457522E+00   5.5680044E-16   2.8459997E+00   9.5837086E-01   1.0499716E+00
   7.4564414E+00   1.3405533E+03   4.0932599E-02  -2.8350406E+00   5.5761063E-16   2.8353360E+00   8.8474762E-01   9.4419384E-01
   7.4779410E+00   1.3343059E+03   4.1355506E-02  -2.7287078E+00   5.5894783E-16   2.7290211E+00   4.7964373E-01   5.1697206E-01
   7.5015836E+00   1.3249935E+03   3.8568273E-02  -2.5367041E+00   5.6004421E-16   2.5369973E+00   4.6096858E-01   5.0416011E-01
   7.5252209E+00   1.3250986E+03   3.9931435E-02  -2.3738859E+00   5.6103460E-16   2.3742218E+00   4.4656301E-01   4.9284288E-01
   7.5455146E+00   1.3178577E+03   3.5964042E-02  -2.3283255E+00   5.6152165E-16   2.3286033E+00   4.3566459E-01   4.8135367E-01
   7.5691667E+00   1.3146052E+03   3.6827952E-02  -2.1504188E+00   5.6167586E-16   2.1507342E+00   4.2187175E-01   4.5810029E-01
   7.5927949E+00   1.3079929E+03   3.5213266E-02  -1.9786195E+00   5.6159348E-16   1.9789329E+00   4.1366196E-01   4.3569139E-01
   7.6157117E+00   1.3032098E+03   3.3553410E-02  -1.8055302E+00   5.6146172E-16   1.8058420E+00   4.0465492E-01   3.9744329E-01
   7.6393538E+00   1.2987614E+03   3.1272318E-02  -1.6579540E+00   5.6091665E-16   1.6582489E+00   3.6331046E-01   3.9012656E-01
   7.6596370E+00   1.2909779E+03   3.1115808E-02  -1.3384761E+00   5.6006628E-16   1.3388377E+00   3.3388907E-01   3.6879134E-01
   7.6833386E+00   1.2873602E+03   2.9986201E-02  -1.2787844E+00   5.5904069E-16   1.2791359E+00   3.1616277E-01   3.3552015E-01
   7.7070894E+00   1.2813280E+03   2.6165236E-02  -1.0354892E+00   5.5794267E-16   1.0358198E+00   3.0957276E-01   3.1302553E-01
   7.7308288E+00   1.2753065E+03   2.4306826E-02  -8.6791509E-01   5.5680701E-16   8.6825538E-01   3.1086367E-01   3.1454882E-01
   7.7513156E+00   1.2705642E+03   2.3620501E-02  -7.5976187E-01   5.5637010E-16   7.6012897E-01   3.1095079E-01   3.1537795E-01
   7.7753191E+00   1.2610361E+03   2.9006086E-02  -6.4983720E-01   5.5658456E-16   6.5048426E-01   3.1051916E-01   3.1747553E-01
   7.7959142E+00   1.2623259E+03   1.4231044E-02  -3.7219813E-01   5.5729003E-16   3.7247011E-01   3.1025738E-01   4.2031583E-01
   7.8192720E+00   1.2549406E+03   1.7105861E-02  -4.8185438E-01   5.5792186E-16   4.8215792E-01   3.0565107E-01   3.0927974E-01
   7.8429751E+00   1.2454833E+03   2.1124376E-02  -2.2029398E-01   5.5970068E-16   2.2130449E-01   3.0392522E-01   3.0812046E-01
   7.8672991E+00   1.2449673E+03   1.8815724E-02  -3.1111053E-01   5.6073973E-16   3.1167898E-01   3.0017066E-01   3.0777490E-01
   7.8872313E+00   1.2383138E+03   2.0049550E-02  -1.5259965E-01   5.6124361E-16   1.5391113E-01   2.9746985E-01   3.0370456E-01
   7.9102774E+00   1.2348715E+03   1.9164201E-02  -1.3136815E-01   5.6159126E-16   1.3275863E-01   2.9304150E-01   2.9725933E-01
   7.9334822E+00   1.2290226E+03   1.8437086E-02  -6.7505553E-02   5.6162874E-16   6.9978036E-02   2.9062745E-01   2.9690453E-01
   7.9568167E+00   1.2260571E+03   1.5864769E-02   1.2386476E-01   5.6131471E-16   1.2487662E-01   2.8982970E-01   2.9613739E-01
   7.9803634E+00   1.2224741E+03   1.4452161E-02   2.5858635E-01   5.6087499E-16   2.5898990E-01   2.8012583E-01   2.8730977E-01
   8.0040007E+00   1.2207577E+03   1.2379429E-02   4.1342357E-01   5.6025009E-16   4.1360888E-01   2.7528751E-01   2.8289139E-01
   8.0243130E+00   1.2179866E+03   1.1429698E-02   5.0548673E-01   5.5946749E-16   5.0561595E-01   2.7058086E-01   2.8558940E-01
   8.0478973E+00   1.2165015E+03   9.9908570E-03   6.7659342E-01   5.5835332E-16   6.7666715E-01   2.6535201E-01   2.8542975E-01
   8.0713758E+00   1.2157448E+03   9.8993285E-03   8.2643116E-01   5.5730120E-16   8.2649040E-01   2.6032987E-01   2.8241161E-01
   8.0948639E+00   1.2150154E+03   8.7734284E-03   9.4813335E-01   5.5667148E-16   9.4817394E-01   2.5512585E-01   2.7802125E-01
   8.1183662E+00   1.2153104E+03   7.1811867E-03   1.0719486E+00   5.5666185E-16   1.0719727E+00   2.4934343E-01   2.7384490E-01
