  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   19:11:55  02/15/2024 xsog     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      991      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.7548702E+00   9.2635481E-03   4.1355524E+00   1.9256235E+00
   1.7613082E+00   8.5175689E-03   4.1017890E+00   1.9272412E+00
   1.7644902E+00   9.7397882E-03   4.1101952E+00   1.9272317E+00
   1.7707764E+00   1.1183068E-02   4.1299129E+00   1.9268435E+00
   1.7738819E+00   1.1256000E-02   4.1372094E+00   1.9266309E+00
   1.7800211E+00   9.9330638E-03   4.0739064E+00   1.9281775E+00
   1.7860689E+00   1.1316266E-02   4.0936623E+00   1.9280158E+00
   1.7890601E+00   1.1466593E-02   4.0982399E+00   1.9278926E+00
   1.7949795E+00   1.1091708E-02   4.0974655E+00   1.9278213E+00
   1.8008187E+00   1.1158367E-02   4.0275779E+00   1.9294622E+00
   1.8037095E+00   1.1827520E-02   4.0323453E+00   1.9293880E+00
   1.8094358E+00   1.1977790E-02   4.0347142E+00   1.9291307E+00
   1.8150915E+00   1.1593211E-02   4.0209112E+00   1.9291165E+00
   1.8206795E+00   1.1315163E-02   3.8583741E+00   1.9321114E+00
   1.8234495E+00   1.2661848E-02   3.8756342E+00   1.9318668E+00
   1.8289427E+00   1.2551125E-02   3.9907172E+00   1.9292021E+00
   1.8343759E+00   9.5367189E-03   3.7903888E+00   1.9322840E+00
   1.8397521E+00   1.2625199E-02   3.8090827E+00   1.9318612E+00
   1.8450739E+00   1.2631604E-02   3.8131201E+00   1.9315152E+00
   1.8477151E+00   1.2158941E-02   3.8016727E+00   1.9314649E+00
   1.8529596E+00   1.1170566E-02   3.6328478E+00   1.9329406E+00
   1.8581556E+00   1.2616377E-02   3.6431708E+00   1.9328285E+00
   1.8633051E+00   1.2508693E-02   3.6538465E+00   1.9324583E+00
   1.8684099E+00   1.1690163E-02   3.6129506E+00   1.9324590E+00
   1.8734717E+00   1.1683072E-02   3.3942382E+00   1.9343814E+00
   1.8784928E+00   1.3302354E-02   3.5372589E+00   1.9331994E+00
   1.8834746E+00   8.9975828E-03   3.3505151E+00   1.9341110E+00
   1.8884187E+00   1.2942553E-02   3.3482101E+00   1.9343864E+00
   1.8933268E+00   1.3469757E-02   3.3334823E+00   1.9343301E+00
   1.8982002E+00   1.2333767E-02   3.2930660E+00   1.9342978E+00
   1.9030403E+00   1.0466737E-02   3.0999858E+00   1.9349639E+00
   1.9078485E+00   1.4107447E-02   3.1261528E+00   1.9349895E+00
   1.9126259E+00   1.3882269E-02   3.1270876E+00   1.9347221E+00
   1.9173737E+00   1.1968412E-02   3.0883832E+00   1.9344990E+00
   1.9220928E+00   1.1033952E-02   2.9473648E+00   1.9347842E+00
   1.9267843E+00   1.2411135E-02   2.8723018E+00   1.9351211E+00
   1.9337717E+00   1.3727102E-02   2.7101591E+00   1.9355360E+00
   1.9383982E+00   1.2100638E-02   2.8429184E+00   1.9341071E+00
   1.9429998E+00   1.4032667E-02   2.6708629E+00   1.9349782E+00
   1.9475775E+00   1.2751834E-02   2.6593094E+00   1.9348729E+00
   1.9521317E+00   1.2266608E-02   2.6328015E+00   1.9348283E+00
   1.9566635E+00   1.2740900E-02   2.4456694E+00   1.9350661E+00
   1.9634205E+00   1.2552862E-02   2.4478204E+00   1.9351305E+00
   1.9678993E+00   1.2288796E-02   2.4392986E+00   1.9351199E+00
   1.9723579E+00   1.1915555E-02   2.3783817E+00   1.9351246E+00
   1.9767963E+00   1.1735831E-02   2.2858627E+00   1.9351814E+00
   1.9812155E+00   1.1709867E-02   2.2208726E+00   1.9351563E+00
   1.9878105E+00   1.1378846E-02   2.1744676E+00   1.9350047E+00
   1.9921862E+00   1.1126981E-02   2.1249104E+00   1.9347811E+00
   1.9965464E+00   1.1004439E-02   2.0710845E+00   1.9346060E+00
   2.0008924E+00   1.0872043E-02   2.0094514E+00   1.9344686E+00
   2.0073867E+00   1.0605032E-02   1.9553475E+00   1.9343853E+00
   2.0117009E+00   1.0384348E-02   1.8966413E+00   1.9342633E+00
   2.0160036E+00   1.0373948E-02   1.8563327E+00   1.9341680E+00
   2.0224385E+00   1.0103023E-02   1.7731103E+00   1.9339559E+00
   2.0267162E+00   1.0035366E-02   1.7371290E+00   1.9338491E+00
   2.0309851E+00   1.0035813E-02   1.6961182E+00   1.9337728E+00
   2.0373728E+00   9.7928122E-03   1.6374140E+00   1.9337085E+00
   2.0416214E+00   1.0214160E-02   1.5716734E+00   1.9336082E+00
   2.0458632E+00   9.6193654E-03   1.5235293E+00   1.9335182E+00
   2.0500984E+00   9.5826685E-03   1.4981196E+00   1.9335036E+00
   2.0564399E+00   9.6548013E-03   1.4536303E+00   1.9334201E+00
   2.0606613E+00   9.2316503E-03   1.4081827E+00   1.9332796E+00
   2.0648782E+00   9.4099967E-03   1.3526949E+00   1.9330877E+00
   2.0711958E+00   9.2695476E-03   1.2558787E+00   1.9326562E+00
   2.0754035E+00   9.4148051E-03   1.2349873E+00   1.9325275E+00
   2.0817091E+00   8.7633515E-03   1.1981796E+00   1.9323599E+00
   2.0859101E+00   8.8137938E-03   1.1271918E+00   1.9319218E+00
   2.0901086E+00   8.7236585E-03   1.0698566E+00   1.9314570E+00
   2.0964031E+00   8.3163902E-03   1.0334578E+00   1.9311986E+00
   2.1005976E+00   8.3012301E-03   9.9733835E-01   1.9309914E+00
   2.1047909E+00   7.9746153E-03   9.2168123E-01   1.9303372E+00
   2.1110787E+00   7.3009464E-03   8.5849500E-01   1.9297992E+00
   2.1152701E+00   7.3385942E-03   8.1905830E-01   1.9294776E+00
   2.1194611E+00   7.0488635E-03   7.6790428E-01   1.9291031E+00
   2.1257486E+00   6.8853470E-03   6.8120784E-01   1.9283270E+00
   2.1299415E+00   7.1718427E-03   6.4062917E-01   1.9280854E+00
   2.1341360E+00   6.4934464E-03   5.8628148E-01   1.9277403E+00
   2.1404319E+00   6.3994806E-03   4.8337698E-01   1.9270436E+00
   2.1446331E+00   5.7907645E-03   4.4737452E-01   1.9267615E+00
   2.1488376E+00   5.8543216E-03   3.9935964E-01   1.9265343E+00
   2.1551514E+00   5.9219059E-03   3.1093726E-01   1.9260195E+00
   2.1593661E+00   5.5986629E-03   2.4472532E-01   1.9255517E+00
   2.1635854E+00   4.4504520E-03   1.6130498E-01   1.9248520E+00
   2.1699240E+00  -1.3858266E-04   1.0038526E-01   1.9245429E+00
   2.1741567E+00   2.7466922E-03   5.1073510E-02   1.9243659E+00
   2.1783960E+00   4.0981183E-03  -1.2396806E-02   1.9239767E+00
   2.1847701E+00   3.3482001E-03  -1.2837869E-01   1.9230814E+00
   2.1890295E+00   6.3776053E-03  -1.9443208E-01   1.9225782E+00
   2.1932983E+00  -2.4399192E-04  -2.7294782E-01   1.9219761E+00
   2.1997180E+00   3.4170141E-03  -3.6773500E-01   1.9212184E+00
   2.2040083E+00   2.9838411E-03  -4.1265774E-01   1.9209008E+00
   2.2083082E+00   1.4351526E-03  -4.7204307E-01   1.9205964E+00
   2.2147763E+00   1.2087089E-03  -5.8915412E-01   1.9198180E+00
   2.2190323E+00   1.7809129E-03  -6.5935886E-01   1.9191686E+00
   2.2233484E+00   3.6944996E-04  -7.1119529E-01   1.9188272E+00
   2.2276988E+00  -2.0009952E-04  -7.6940250E-01   1.9184724E+00
   2.2342477E+00  -5.1315734E-04  -8.6165428E-01   1.9178443E+00
   2.2386303E+00  -3.5395788E-04  -9.5982713E-01   1.9169844E+00
   2.2430274E+00   2.1822554E-04  -1.0090550E+00   1.9165008E+00
   2.2474403E+00  -7.8860816E-04  -1.0936201E+00   1.9157361E+00
   2.2540894E+00  -1.5268731E-03  -1.1545275E+00   1.9154832E+00
   2.2585430E+00  -1.1990628E-03  -1.2094629E+00   1.9152164E+00
   2.2630129E+00  -1.7291229E-03  -1.2750869E+00   1.9146674E+00
   2.2674999E+00  -6.5848450E-05  -1.5166525E+00   1.9109378E+00
   2.2720056E+00  -4.4082305E-03  -1.5010828E+00   1.9108573E+00
   2.2788022E+00  -4.5975246E-03  -1.4332733E+00   1.9131603E+00
   2.2833583E+00  -2.7676213E-03  -1.4852581E+00   1.9132811E+00
   2.2879372E+00  -9.5150614E-04  -1.8240578E+00   1.9072566E+00
   2.2925396E+00  -7.7624945E-03  -1.7533675E+00   1.9082015E+00
   2.2971640E+00  -5.7220985E-03  -1.6846243E+00   1.9096125E+00
   2.3018103E+00  -3.4251250E-03  -1.7178500E+00   1.9099057E+00
   2.3064797E+00  -4.1460325E-03  -2.0007031E+00   1.9048392E+00
   2.3135331E+00  -6.8491972E-03  -1.9370748E+00   1.9063073E+00
   2.3182683E+00  -6.0736816E-03  -1.9154963E+00   1.9071440E+00
   2.3230319E+00  -5.8454690E-03  -1.9854429E+00   1.9064510E+00
   2.3278248E+00  -6.9636106E-03  -2.2276564E+00   1.9010534E+00
   2.3326461E+00  -1.1416969E-02  -2.0514197E+00   1.9054604E+00
   2.3374963E+00  -7.8231571E-03  -2.0803835E+00   1.9048706E+00
   2.3423789E+00  -6.3124299E-03  -2.2291024E+00   1.9028016E+00
   2.3472979E+00  -6.5559652E-03  -2.2950633E+00   1.9012614E+00
   2.3521903E+00  -1.2271641E-02  -2.3225987E+00   1.9001883E+00
   2.3570318E+00  -9.3076779E-03  -2.3319819E+00   1.8995911E+00
   2.3620615E+00  -8.2277255E-03  -2.3491666E+00   1.8990775E+00
   2.3671286E+00  -7.7221347E-03  -2.4398260E+00   1.8956996E+00
   2.3718293E+00  -9.3016820E-03  -2.4191649E+00   1.8959955E+00
   2.3762269E+00  -9.3172519E-03  -2.4068327E+00   1.8975928E+00
   2.3807166E+00  -8.2565509E-03  -2.4251618E+00   1.8977596E+00
   2.3855023E+00  -7.9616113E-03  -2.4921386E+00   1.8967561E+00
   2.3919559E+00  -9.0982541E-03  -2.5559955E+00   1.8924879E+00
   2.3957047E+00  -8.5397353E-03  -2.4779279E+00   1.8949676E+00
   2.4018157E+00  -8.1283115E-03  -2.4940310E+00   1.8954748E+00
   2.4052989E+00  -5.2555809E-03  -2.6794672E+00   1.8889346E+00
   2.4110365E+00  -1.0511138E-02  -2.6107588E+00   1.8909031E+00
   2.4162471E+00  -9.4764289E-03  -2.5201962E+00   1.8928887E+00
   2.4214978E+00  -6.7656767E-03  -2.5381672E+00   1.8929572E+00
   2.4258380E+00  -6.9333003E-03  -2.5724261E+00   1.8902816E+00
   2.4303324E+00  -8.7997643E-03  -2.6582816E+00   1.8873115E+00
   2.4351265E+00  -1.0761322E-02  -2.6601343E+00   1.8864521E+00
   2.4399037E+00  -9.6755689E-03  -2.6437330E+00   1.8863728E+00
   2.4459906E+00  -7.0729787E-03  -2.6121984E+00   1.8862896E+00
   2.4505992E+00  -9.5281200E-03  -2.6309757E+00   1.8852174E+00
   2.4554038E+00  -9.5557561E-03  -2.6796818E+00   1.8830539E+00
   2.4606092E+00  -1.0283334E-02  -2.6988788E+00   1.8820139E+00
   2.4658794E+00  -8.0905259E-03  -2.7026706E+00   1.8820343E+00
   2.4709551E+00  -7.8239692E-03  -2.6648047E+00   1.8820001E+00
   2.4753478E+00  -6.9826981E-03  -2.6853871E+00   1.8808526E+00
   2.4806516E+00  -8.0568967E-03  -2.6850677E+00   1.8796154E+00
   2.4844625E+00  -9.3195206E-03  -2.7240083E+00   1.8780606E+00
   2.4905405E+00  -8.4262649E-03  -2.7227716E+00   1.8776242E+00
   2.4953089E+00  -7.9304520E-03  -2.7346385E+00   1.8776778E+00
   2.4999769E+00  -7.7851140E-03  -2.7205179E+00   1.8770027E+00
   2.5046284E+00  -8.1917392E-03  -2.7361600E+00   1.8759929E+00
   2.5093999E+00  -9.2720566E-03  -2.7536328E+00   1.8749331E+00
   2.5149865E+00  -7.7867010E-03  -2.7492397E+00   1.8736054E+00
   2.5193269E+00  -7.9817232E-03  -2.7672150E+00   1.8728439E+00
   2.5241349E+00  -9.0989759E-03  -2.7764816E+00   1.8723844E+00
   2.5289938E+00  -7.8301514E-03  -2.7743957E+00   1.8716357E+00
   2.5339358E+00  -8.5812500E-03  -2.7800045E+00   1.8708751E+00
   2.5388536E+00  -7.8917556E-03  -2.7999294E+00   1.8700986E+00
   2.5436792E+00  -7.1859616E-03  -2.7954891E+00   1.8691573E+00
   2.5487247E+00  -8.8821528E-03  -2.8213856E+00   1.8684251E+00
   2.5539138E+00  -7.7698627E-03  -2.8395274E+00   1.8675052E+00
   2.5588539E+00  -6.5047573E-03  -2.8248422E+00   1.8665944E+00
   2.5636132E+00  -7.3840772E-03  -2.8336039E+00   1.8660997E+00
   2.5683103E+00  -5.1893219E-03  -2.8439007E+00   1.8658593E+00
   2.5731814E+00  -6.7866100E-03  -2.8657722E+00   1.8656052E+00
   2.5793183E+00  -5.9074280E-03  -2.8606431E+00   1.8645964E+00
   2.5833223E+00  -7.1526128E-03  -2.8886683E+00   1.8634933E+00
   2.5886340E+00  -7.5201434E-03  -2.9132695E+00   1.8622714E+00
   2.5937088E+00  -6.7239134E-03  -2.8920312E+00   1.8616782E+00
   2.5986559E+00  -6.0010930E-03  -2.8987417E+00   1.8613182E+00
   2.6036253E+00  -5.8194217E-03  -2.9124327E+00   1.8607967E+00
   2.6089017E+00  -6.5139094E-03  -2.9312384E+00   1.8601494E+00
   2.6131036E+00  -6.5643582E-03  -2.9224570E+00   1.8595001E+00
   2.6186998E+00  -5.8441227E-03  -2.9384263E+00   1.8578779E+00
   2.6229203E+00  -7.4306885E-03  -2.9184573E+00   1.8560963E+00
   2.6273973E+00  -6.2530334E-03  -2.9564524E+00   1.8561310E+00
   2.6334486E+00  -4.8422231E-03  -2.9213657E+00   1.8563883E+00
   2.6382315E+00  -6.6917036E-03  -2.9271269E+00   1.8560508E+00
   2.6428330E+00  -4.2878054E-03  -2.9124959E+00   1.8550798E+00
   2.6472723E+00  -5.7238396E-03  -2.9043870E+00   1.8531318E+00
   2.6519287E+00  -5.5769999E-03  -2.9349952E+00   1.8514156E+00
   2.6580880E+00  -6.7052911E-03  -2.8956866E+00   1.8514774E+00
   2.6624951E+00  -5.2538118E-03  -2.8661816E+00   1.8521020E+00
   2.6670604E+00  -4.5222915E-03  -2.8845365E+00   1.8518249E+00
   2.6730299E+00  -5.9484825E-03  -2.8389606E+00   1.8497671E+00
   2.6774087E+00  -7.1295570E-03  -2.8467915E+00   1.8482045E+00
   2.6817484E+00  -6.4277472E-03  -2.8266556E+00   1.8482655E+00
   2.6873617E+00  -5.2928282E-03  -2.8143349E+00   1.8487570E+00
   2.6915228E+00  -5.0037545E-03  -2.7969277E+00   1.8487453E+00
   2.6970727E+00  -5.0084293E-03  -2.7690814E+00   1.8479367E+00
   2.7017846E+00  -4.9224487E-03  -2.7124083E+00   1.8453670E+00
   2.7064233E+00  -4.9601691E-03  -2.7231598E+00   1.8447819E+00
   2.7111044E+00  -5.8401651E-03  -2.7065825E+00   1.8449109E+00
   2.7171781E+00  -4.5905933E-03  -2.6958749E+00   1.8450216E+00
   2.7217851E+00  -5.0654244E-03  -2.6535282E+00   1.8447154E+00
   2.7259934E+00  -5.2301749E-03  -2.6037030E+00   1.8423033E+00
   2.7313247E+00  -6.0270643E-03  -2.5946181E+00   1.8417860E+00
   2.7363391E+00  -3.1071932E-03  -2.5850992E+00   1.8420916E+00
   2.7415686E+00  -4.0607201E-03  -2.5431905E+00   1.8422571E+00
   2.7461085E+00  -3.9880229E-03  -2.5210536E+00   1.8420264E+00
   2.7510009E+00  -4.3309550E-03  -2.4547551E+00   1.8408523E+00
   2.7556167E+00  -3.9928230E-03  -2.4427929E+00   1.8391255E+00
   2.7607403E+00  -5.2125216E-03  -2.3877523E+00   1.8386106E+00
   2.7654142E+00  -4.2560897E-03  -2.3986335E+00   1.8384893E+00
   2.7701986E+00  -3.4983933E-03  -2.3595583E+00   1.8385127E+00
   2.7751868E+00  -2.6702599E-03  -2.3198032E+00   1.8383582E+00
   2.7804797E+00  -2.7112621E-03  -2.2870772E+00   1.8379315E+00
   2.7858608E+00  -2.9424957E-03  -2.2341599E+00   1.8367981E+00
   2.7910604E+00  -3.0372750E-03  -2.2113645E+00   1.8359637E+00
   2.7961631E+00  -2.7306736E-03  -2.1818635E+00   1.8353676E+00
   2.8011544E+00  -2.0636721E-03  -2.1606553E+00   1.8349438E+00
   2.8060970E+00  -1.7862699E-03  -2.1273098E+00   1.8345407E+00
   2.8110123E+00  -1.6174504E-03  -2.0908420E+00   1.8336838E+00
   2.8158691E+00  -1.2417332E-03  -2.0642905E+00   1.8330846E+00
   2.8203630E+00  -9.9036796E-04  -2.0475161E+00   1.8327657E+00
   2.8258271E+00  -8.7265205E-04  -2.0307217E+00   1.8323798E+00
   2.8298151E+00  -2.4808606E-04  -1.9893724E+00   1.8314850E+00
   2.8349485E+00  -6.8313611E-04  -1.9785507E+00   1.8305714E+00
   2.8393173E+00  -6.9096271E-04  -1.9687108E+00   1.8305563E+00
   2.8443749E+00   3.4043455E-04  -1.9492202E+00   1.8305010E+00
   2.8492196E+00   9.5360243E-04  -1.9101106E+00   1.8301562E+00
   2.8542850E+00   5.5308366E-04  -1.9106870E+00   1.8296982E+00
   2.8595293E+00   5.3862156E-04  -1.8603678E+00   1.8285499E+00
   2.8649116E+00   5.4799544E-04  -1.8704109E+00   1.8283296E+00
   2.8701074E+00   9.8033051E-04  -1.8529903E+00   1.8283298E+00
   2.8752928E+00   1.5085050E-03  -1.8340341E+00   1.8282194E+00
   2.8787124E+00   1.5715134E-03  -1.8148214E+00   1.8279225E+00
   2.8837430E+00   1.5286198E-03  -1.8110213E+00   1.8273600E+00
   2.8889027E+00   1.0886596E-03  -1.7751046E+00   1.8265220E+00
   2.8937857E+00   1.1225528E-03  -1.7896645E+00   1.8262701E+00
   2.8986120E+00   1.4117989E-03  -1.7673303E+00   1.8261607E+00
   2.9046886E+00   1.5561890E-03  -1.7413230E+00   1.8257539E+00
   2.9096889E+00   2.9909071E-03  -1.7450682E+00   1.8253689E+00
   2.9132102E+00   2.3780111E-03  -1.7416915E+00   1.8250216E+00
   2.9183395E+00   2.9277888E-03  -1.7371876E+00   1.8245744E+00
   2.9233716E+00   2.0772994E-03  -1.7309752E+00   1.8239354E+00
   2.9283483E+00   4.3196194E-03  -1.6951345E+00   1.8236457E+00
   2.9333673E+00   2.7799262E-03  -1.7327749E+00   1.8235936E+00
   2.9383383E+00   3.6081667E-03  -1.6810428E+00   1.8234334E+00
   2.9433968E+00   2.8957445E-03  -1.7131065E+00   1.8230884E+00
   2.9480748E+00   3.2815796E-03  -1.6724451E+00   1.8226725E+00
   2.9538598E+00   2.7626641E-03  -1.6975770E+00   1.8221709E+00
   2.9578514E+00   3.3395165E-03  -1.6634007E+00   1.8217146E+00
   2.9631317E+00   2.8533493E-03  -1.6687435E+00   1.8214799E+00
   2.9675486E+00   3.2095788E-03  -1.6513906E+00   1.8214494E+00
   2.9732630E+00   3.2168329E-03  -1.6658443E+00   1.8213476E+00
   2.9779396E+00   3.1595649E-03  -1.6411494E+00   1.8211110E+00
   2.9825449E+00   3.3782481E-03  -1.6144814E+00   1.8206633E+00
   2.9884503E+00   2.8589468E-03  -1.5787085E+00   1.8193733E+00
   2.9926693E+00   2.9794404E-03  -1.5850954E+00   1.8190970E+00
   2.9981432E+00   3.4302506E-03  -1.5815034E+00   1.8192854E+00
   3.0033484E+00   3.5854678E-03  -1.5752515E+00   1.8194987E+00
   3.0071309E+00   3.4894901E-03  -1.5498091E+00   1.8192372E+00
   3.0120256E+00   2.8313952E-03  -1.4883069E+00   1.8176738E+00
   3.0174100E+00   2.9711251E-03  -1.4922918E+00   1.8176993E+00
   3.0229502E+00   2.9492122E-03  -1.4979059E+00   1.8180441E+00
   3.0269074E+00   3.6751989E-03  -1.4774303E+00   1.8182495E+00
   3.0325439E+00   3.3679651E-03  -1.4392747E+00   1.8180100E+00
   3.0378740E+00   3.1779832E-03  -1.3972658E+00   1.8170272E+00
   3.0419874E+00   2.5901506E-03  -1.3635817E+00   1.8168020E+00
   3.0478473E+00   2.9284917E-03  -1.3516676E+00   1.8168077E+00
   3.0523582E+00   3.0724714E-03  -1.3391469E+00   1.8169430E+00
   3.0568688E+00   3.3089872E-03  -1.3156763E+00   1.8170621E+00
   3.0613797E+00   3.4205341E-03  -1.2778519E+00   1.8170154E+00
   3.0675178E+00   3.0569348E-03  -1.2143830E+00   1.8165064E+00
   3.0718634E+00   2.7486775E-03  -1.1953735E+00   1.8160868E+00
   3.0761075E+00   2.6143801E-03  -1.1669850E+00   1.8158202E+00
   3.0814300E+00   3.0570484E-03  -1.1600478E+00   1.8158077E+00
   3.0866768E+00   3.1251097E-03  -1.1177143E+00   1.8159338E+00
   3.0911078E+00   3.7748497E-03  -1.0768592E+00   1.8159149E+00
   3.0958731E+00   3.7834428E-03  -1.0477206E+00   1.8157448E+00
   3.1015375E+00   3.7563618E-03  -1.0000377E+00   1.8153490E+00
   3.1067340E+00   4.0185973E-03  -9.4659477E-01   1.8150744E+00
   3.1119375E+00   3.9746366E-03  -9.2676079E-01   1.8149706E+00
   3.1165638E+00   4.1104932E-03  -8.9889961E-01   1.8149775E+00
   3.1215973E+00   4.7736475E-03  -8.5326624E-01   1.8149797E+00
   3.1251538E+00   4.9932613E-03  -8.0272549E-01   1.8149147E+00
   3.1303561E+00   5.2345074E-03  -7.9410374E-01   1.8147351E+00
   3.1359837E+00   4.7358368E-03  -7.6083440E-01   1.8146194E+00
   3.1401916E+00   4.9791615E-03  -7.4624789E-01   1.8145310E+00
   3.1464374E+00   5.0903773E-03  -6.9040185E-01   1.8143185E+00
   3.1503873E+00   5.3664125E-03  -6.6177207E-01   1.8141701E+00
   3.1562700E+00   5.2693547E-03  -6.1938512E-01   1.8140117E+00
   3.1599545E+00   5.4662754E-03  -6.0767114E-01   1.8139211E+00
   3.1653857E+00   5.3531080E-03  -5.7257086E-01   1.8138137E+00
   3.1704674E+00   5.4427115E-03  -5.3888392E-01   1.8136021E+00
   3.1753695E+00   5.5129966E-03  -5.1612270E-01   1.8134892E+00
   3.1800897E+00   5.3642909E-03  -4.9558949E-01   1.8133558E+00
   3.1847386E+00   5.4368479E-03  -4.7204849E-01   1.8132863E+00
   3.1893537E+00   5.3461683E-03  -4.4406927E-01   1.8132402E+00
   3.1955028E+00   5.4826289E-03  -4.1898686E-01   1.8132083E+00
   3.2001195E+00   5.3148675E-03  -4.0476990E-01   1.8132067E+00
   3.2049146E+00   5.4171248E-03  -3.8085726E-01   1.8132312E+00
   3.2099729E+00   5.4499614E-03  -3.5820869E-01   1.8132544E+00
   3.2154269E+00   5.4175388E-03  -3.3513528E-01   1.8132896E+00
   3.2192590E+00   5.4762224E-03  -3.2984388E-01   1.8133074E+00
   3.2253530E+00   5.4860325E-03  -3.0763596E-01   1.8133531E+00
   3.2293510E+00   5.5218781E-03  -2.9556692E-01   1.8133796E+00
   3.2352481E+00   5.4195989E-03  -2.7205113E-01   1.8134040E+00
   3.2389240E+00   5.3527742E-03  -2.6128158E-01   1.8134104E+00
   3.2442901E+00   5.1853945E-03  -2.4265456E-01   1.8134136E+00
   3.2492180E+00   5.2880212E-03  -2.4467926E-01   1.8134295E+00
   3.2542446E+00   4.9162130E-03  -2.2270833E-01   1.8134400E+00
   3.2590258E+00   5.0263065E-03  -2.2496903E-01   1.8134706E+00
   3.2638595E+00   4.6731140E-03  -1.8598589E-01   1.8135092E+00
   3.2686577E+00   4.7501558E-03  -2.1409130E-01   1.8135209E+00
   3.2736928E+00   4.8006279E-03  -1.8560384E-01   1.8135406E+00
   3.2785199E+00   4.2768703E-03  -1.9282874E-01   1.8136127E+00
   3.2841077E+00   4.5003477E-03  -1.5192956E-01   1.8137355E+00
   3.2880630E+00   4.5032273E-03  -1.4542188E-01   1.8137876E+00
   3.2937734E+00   4.1623409E-03  -1.3750482E-01   1.8138331E+00
   3.2987952E+00   3.9034341E-03  -1.3568811E-01   1.8139074E+00
   3.3041725E+00   3.9173756E-03  -1.2187017E-01   1.8140302E+00
   3.3075950E+00   3.6827996E-03  -1.1051674E-01   1.8141023E+00
   3.3133771E+00   3.4607302E-03  -9.5565826E-02   1.8141428E+00
   3.3175819E+00   3.4618925E-03  -9.2491619E-02   1.8141519E+00
   3.3222179E+00   3.4214666E-03  -7.2421268E-02   1.8141838E+00
   3.3273289E+00   3.3628738E-03  -5.9481412E-02   1.8142507E+00
   3.3329639E+00   3.1901370E-03  -3.5167366E-02   1.8143215E+00
   3.3391764E+00   3.0531562E-03  -1.8408906E-02   1.8143694E+00
   3.3425176E+00   2.7204084E-03   2.3760986E-02   1.8144863E+00
   3.3497095E+00   2.8181539E-03   1.7990142E-02   1.8144290E+00
   3.3535774E+00   2.6799622E-03   1.8869139E-02   1.8143837E+00
   3.3576384E+00   2.5749323E-03   2.7518872E-02   1.8143977E+00
   3.3616977E+00   2.2569385E-03   1.0425568E-01   1.8148589E+00
   3.3659601E+00   2.4210201E-03   1.0434920E-01   1.8148615E+00
   3.3704355E+00   2.4911757E-03   1.0614917E-01   1.8148298E+00
   3.3751347E+00   2.4183730E-03   1.1480585E-01   1.8148283E+00
   3.3800688E+00   2.1363511E-03   1.7390104E-01   1.8153111E+00
   3.3852496E+00   2.3134756E-03   1.8322036E-01   1.8153428E+00
   3.3906214E+00   2.3308035E-03   2.2548312E-01   1.8155975E+00
   3.3960054E+00   2.2037337E-03   2.5288770E-01   1.8157924E+00
   3.4014039E+00   2.1375909E-03   2.8643927E-01   1.8160027E+00
   3.4068205E+00   2.1766867E-03   3.2234988E-01   1.8162167E+00
   3.4122598E+00   2.1307962E-03   3.6004543E-01   1.8164276E+00
   3.4177272E+00   2.1511971E-03   3.9822677E-01   1.8166291E+00
   3.4232285E+00   2.2998154E-03   4.3664411E-01   1.8168336E+00
   3.4287691E+00   2.2851529E-03   4.7832301E-01   1.8170534E+00
   3.4326386E+00   9.9609548E-04   5.2421832E-01   1.8174856E+00
   3.4359627E+00   1.7076260E-03   5.4859978E-01   1.8174784E+00
   3.4415987E+00   2.5130438E-03   5.8878940E-01   1.8176247E+00
   3.4464970E+00   2.7072020E-03   6.8245530E-01   1.8184141E+00
   3.4521675E+00   2.7914953E-03   6.5902030E-01   1.8180037E+00
   3.4564362E+00   2.4939335E-03   6.7840785E-01   1.8179684E+00
   3.4611423E+00   1.4652283E-03   8.3594239E-01   1.8191737E+00
   3.4663310E+00   3.2833463E-03   8.2223654E-01   1.8190982E+00
   3.4720514E+00   2.9672452E-03   8.1228256E-01   1.8188149E+00
   3.4751277E+00   2.8442936E-03   8.1798542E-01   1.8187894E+00
   3.4817498E+00   1.4023968E-03   9.5141941E-01   1.8198104E+00
   3.4853110E+00   2.5776823E-03   9.5991671E-01   1.8199173E+00
   3.4890506E+00   3.1160382E-03   9.6656346E-01   1.8198646E+00
   3.4970996E+00   3.1544750E-03   9.9301571E-01   1.8198168E+00
   3.5014286E+00   2.4630884E-03   1.0781590E+00   1.8207045E+00
   3.5059738E+00   3.0158740E-03   1.0871274E+00   1.8207310E+00
   3.5107465E+00   3.2619562E-03   1.0999141E+00   1.8206961E+00
   3.5157576E+00   3.2162874E-03   1.1542712E+00   1.8211299E+00
   3.5210195E+00   3.2295852E-03   1.1808839E+00   1.8213782E+00
   3.5265443E+00   3.0045568E-03   1.2128545E+00   1.8215860E+00
   3.5323453E+00   3.1291011E-03   1.2472464E+00   1.8218772E+00
   3.5384364E+00   3.0023705E-03   1.2809137E+00   1.8222063E+00
   3.5446036E+00   3.1248860E-03   1.3167195E+00   1.8225851E+00
