  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:40:50  02/21/2024 ribq     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1192694E+00   1.0500835E-02  -4.7110519E+00  -2.2711773E-01
   1.1222501E+00   5.5176560E-03  -4.6705551E+00  -2.2535288E-01
   1.1259910E+00   7.7923997E-03  -4.5685625E+00  -2.2478227E-01
   1.1287149E+00   7.0843138E-03  -4.5820017E+00  -2.1716633E-01
   1.1328312E+00   1.1183079E-02  -4.5788808E+00  -2.0981996E-01
   1.1359482E+00   1.2413138E-02  -4.5749621E+00  -2.0718564E-01
   1.1390660E+00   1.0220750E-02  -4.4532204E+00  -2.0326371E-01
   1.1421846E+00   1.7165646E-03  -4.4310913E+00  -1.9981465E-01
   1.1460913E+00  -1.0280854E-02  -4.4477820E+00  -2.0694786E-01
   1.1496555E+00   1.4868266E-02  -4.4024539E+00  -1.9651507E-01
   1.1527411E+00   7.1828663E-03  -4.3708315E+00  -1.8847598E-01
   1.1556880E+00   7.5201760E-03  -4.2826824E+00  -1.9471782E-01
   1.1595961E+00   8.6728428E-03  -4.2630091E+00  -1.8878771E-01
   1.1627182E+00   9.8865973E-03  -4.2387266E+00  -1.8265297E-01
   1.1656215E+00   9.9813091E-03  -4.2257576E+00  -1.7669271E-01
   1.1695232E+00   4.1988348E-03  -4.1667938E+00  -1.7906164E-01
   1.1729360E+00   6.0186378E-04  -4.0993443E+00  -1.7328385E-01
   1.1758969E+00  -1.0400392E-03  -4.1402774E+00  -1.7106755E-01
   1.1789286E+00   1.1179416E-02  -4.0832038E+00  -1.6852437E-01
   1.1829709E+00  -1.8290041E-03  -3.9683316E+00  -1.6584812E-01
   1.1861337E+00   2.6713901E-03  -3.9402153E+00  -1.6307794E-01
   1.1895260E+00  -1.2193641E-04  -3.9344480E+00  -1.5947600E-01
   1.1929432E+00   3.2819632E-02  -3.9138412E+00  -1.6535547E-01
   1.1962923E+00   3.5094062E-03  -3.8572052E+00  -1.5984187E-01
   1.1995771E+00   1.1831522E-03  -3.8013711E+00  -1.5419368E-01
   1.2028017E+00   3.8414032E-03  -3.7798028E+00  -1.5317683E-01
   1.2059696E+00   1.4279991E-03  -3.7579310E+00  -1.4999624E-01
   1.2090837E+00  -2.0725012E-03  -3.6988411E+00  -1.4804740E-01
   1.2121470E+00   2.0567353E-03  -3.6197779E+00  -1.4729473E-01
   1.2161568E+00  -2.2662173E-03  -3.5930569E+00  -1.4439607E-01
   1.2191113E+00  -3.9507765E-03  -3.5658939E+00  -1.3795598E-01
   1.2229843E+00  -2.5853182E-03  -3.5109849E+00  -1.3585977E-01
   1.2258418E+00   4.4318428E-03  -3.4746928E+00  -1.3789366E-01
   1.2295922E+00  -2.9426480E-03  -3.4384804E+00  -1.3674547E-01
   1.2323625E+00   9.9849130E-04  -3.3903186E+00  -1.3389903E-01
   1.2360023E+00   2.4317249E-03  -3.3366513E+00  -1.3132140E-01
   1.2395837E+00  -6.2402722E-04  -3.2560925E+00  -1.2627663E-01
   1.2431097E+00   3.2727947E-04  -3.2372377E+00  -1.2924165E-01
   1.2457194E+00  -1.3315798E-03  -3.2221823E+00  -1.2911284E-01
   1.2491549E+00  -7.8038218E-05  -3.1732333E+00  -1.2623285E-01
   1.2525420E+00  -4.9839803E-04  -3.0859640E+00  -1.2429649E-01
   1.2558831E+00   6.3561606E-03  -3.0572131E+00  -1.2459473E-01
   1.2591802E+00  -3.0624354E-04  -3.0117433E+00  -1.2292467E-01
   1.2624352E+00  -1.5509741E-03  -2.9786091E+00  -1.2183081E-01
   1.2664474E+00  -2.5342002E-03  -2.8872254E+00  -1.1899094E-01
   1.2696141E+00  -4.8059304E-03  -2.8516614E+00  -1.1891048E-01
   1.2727441E+00  -2.5681267E-03  -2.8406107E+00  -1.2131704E-01
   1.2758387E+00  -3.8091389E-03  -2.7841637E+00  -1.1709702E-01
   1.2796595E+00  -8.5105263E-03  -2.6761663E+00  -1.1709116E-01
   1.2826797E+00  -1.4372228E-03  -2.6447840E+00  -1.1826789E-01
   1.2864112E+00  -5.6214528E-03  -2.6086752E+00  -1.1350450E-01
   1.2893627E+00  -5.0766221E-03  -2.5725355E+00  -1.1296073E-01
   1.2930118E+00  -1.1092554E-02  -2.4955585E+00  -1.1096121E-01
   1.2959000E+00  -5.6920601E-03  -2.4475348E+00  -1.1213442E-01
   1.2994728E+00  -3.4489825E-03  -2.4164736E+00  -1.0947063E-01
   1.3030056E+00  -9.6095912E-03  -2.3666751E+00  -1.0828365E-01
   1.3065000E+00  -7.6586190E-03  -2.2949424E+00  -1.0802004E-01
   1.3092688E+00  -3.6855093E-03  -2.2450702E+00  -1.0747746E-01
   1.3126976E+00  -7.7655199E-03  -2.1871290E+00  -1.0491668E-01
   1.3160920E+00  -5.3768377E-03  -2.1248326E+00  -1.0343355E-01
   1.3194530E+00  -3.9350712E-03  -2.0903678E+00  -1.0239731E-01
   1.3227818E+00  -6.2100259E-03  -2.0436425E+00  -1.0170514E-01
   1.3260797E+00  -6.9733462E-03  -1.9743431E+00  -9.9876709E-02
   1.3293475E+00   1.2531817E-03  -1.9119315E+00  -9.7845145E-02
   1.3325864E+00  -8.3813304E-03  -1.8506451E+00  -9.6216649E-02
   1.3364360E+00  -1.3878332E-02  -1.7994127E+00  -9.4447389E-02
   1.3396144E+00  -1.0986299E-02  -1.7609168E+00  -9.3423732E-02
   1.3427665E+00  -9.5048994E-03  -1.6770884E+00  -9.2941530E-02
   1.3465157E+00  -1.2795715E-02  -1.6265509E+00  -9.1745175E-02
   1.3496130E+00  -1.1156599E-02  -1.5994521E+00  -9.1673270E-02
   1.3532300E+00  -9.8820124E-03  -1.5135254E+00  -9.1519579E-02
   1.3562764E+00  -1.0337929E-02  -1.4815210E+00  -8.9938231E-02
   1.3599029E+00  -1.4353849E-02  -1.3829710E+00  -8.8743456E-02
   1.3629011E+00  -1.0623806E-02  -1.3496308E+00  -8.8600852E-02
   1.3664714E+00  -1.3799997E-02  -1.3032535E+00  -8.7247208E-02
   1.3694242E+00  -1.5131662E-02  -1.2464466E+00  -8.8096991E-02
   1.3732514E+00  -1.6946633E-03  -1.1572313E+00  -8.6598568E-02
   1.3765014E+00  -1.6905727E-02  -1.1281015E+00  -8.6471252E-02
   1.3793908E+00  -1.8158043E-02  -1.0962492E+00  -8.4786959E-02
   1.3827357E+00  -1.7035706E-02  -1.0278870E+00  -8.4881917E-02
   1.3863974E+00  -1.4670857E-02  -9.1429925E-01  -8.6465873E-02
   1.3900471E+00  -1.5837502E-02  -8.8062400E-01  -8.6158000E-02
   1.3924739E+00  -1.5422994E-02  -8.6469126E-01  -8.6764723E-02
   1.3961054E+00  -9.8183714E-03  -8.2540810E-01  -8.6641386E-02
   1.3997270E+00  -1.4898011E-02  -7.1762305E-01  -8.6792275E-02
   1.4033240E+00  -1.6739512E-02  -6.2528950E-01  -8.4968291E-02
   1.4068203E+00  -1.6803995E-02  -5.8706349E-01  -8.4652960E-02
   1.4102129E+00  -1.4178351E-02  -5.1606673E-01  -8.3566092E-02
   1.4136090E+00  -1.4621315E-02  -4.5309702E-01  -8.3823830E-02
   1.4160434E+00  -1.6658656E-02  -3.9901677E-01  -8.2846254E-02
   1.4197421E+00  -1.4948444E-02  -3.2531255E-01  -8.3183639E-02
   1.4234248E+00  -1.6684802E-02  -2.8972712E-01  -8.3745629E-02
   1.4260625E+00  -1.2008886E-02  -2.6839530E-01  -8.5069619E-02
   1.4295007E+00  -1.1277724E-02  -1.2528664E-01  -8.5040867E-02
   1.4336799E+00  -1.5017975E-02  -5.1536515E-02  -8.2192786E-02
   1.4360667E+00  -1.4065121E-02  -1.7928347E-02  -8.1511736E-02
   1.4396838E+00  -1.0751175E-02   4.1752607E-02  -8.4173068E-02
   1.4432786E+00  -1.2114810E-02   9.3738988E-02  -8.4293090E-02
   1.4468769E+00  -1.1901395E-02   1.6137125E-01  -8.5693568E-02
   1.4492713E+00  -1.0861618E-02   2.1709183E-01  -8.5956767E-02
   1.4535156E+00  -1.4878913E-02   3.1108251E-01  -8.6783029E-02
   1.4561778E+00  -1.4059681E-02   3.6026913E-01  -8.8417150E-02
   1.4603913E+00  -1.2885329E-02   4.5986131E-01  -8.5697636E-02
   1.4627709E+00  -9.3778567E-03   4.8665717E-01  -8.6168781E-02
   1.4662803E+00  -1.2389801E-02   5.6439245E-01  -8.7615944E-02
   1.4698136E+00  -1.0377530E-02   6.4574939E-01  -8.9054719E-02
   1.4733956E+00  -9.0087866E-03   7.0562780E-01  -8.9797154E-02
   1.4769837E+00  -8.2519222E-03   7.5250196E-01  -9.0940297E-02
   1.4793797E+00  -9.2770681E-03   8.1827390E-01  -9.1313027E-02
   1.4829185E+00  -1.0016220E-02   9.1447020E-01  -9.2634134E-02
   1.4865209E+00  -9.2340028E-03   9.7805160E-01  -9.2923746E-02
   1.4901358E+00  -9.0175094E-03   1.0185374E+00  -9.3666427E-02
   1.4937576E+00  -8.8248942E-03   1.1162487E+00  -9.5028035E-02
   1.4961759E+00  -2.3601267E-03   1.1619159E+00  -9.4795592E-02
   1.4998083E+00  -4.2921728E-03   1.2273728E+00  -9.6261039E-02
   1.5030518E+00  -6.8271686E-03   1.3347809E+00  -9.8937921E-02
   1.5063034E+00   1.0351250E-02   1.3699096E+00  -9.8224476E-02
   1.5094845E+00  -1.1489687E-02   1.4566480E+00  -1.0068021E-01
   1.5128534E+00  -6.1081313E-03   1.4998846E+00  -1.0403239E-01
   1.5165051E+00  -1.0172192E-02   1.5745898E+00  -1.0337584E-01
   1.5201595E+00  -5.8249971E-03   1.6458777E+00  -1.0636227E-01
   1.5238162E+00  -6.0039721E-03   1.7536976E+00  -1.0810045E-01
   1.5262551E+00  -9.7492933E-03   1.7757289E+00  -1.0953041E-01
   1.5299147E+00  -5.3762002E-03   1.8326955E+00  -1.1310408E-01
   1.5334492E+00   3.4717165E-03   1.9229151E+00  -1.1274650E-01
   1.5369203E+00  -1.1398068E-02   1.9894670E+00  -1.1641026E-01
   1.5405775E+00  -1.8636436E-03   2.0918560E+00  -1.1790176E-01
   1.5430200E+00  -1.7310526E-02   2.1416132E+00  -1.1843131E-01
   1.5466843E+00  -5.4965559E-03   2.1887021E+00  -1.2037741E-01
   1.5503489E+00  -1.0189271E-02   2.2721615E+00  -1.2344908E-01
   1.5527922E+00  -6.0053677E-03   2.3018577E+00  -1.2459353E-01
   1.5565468E+00   1.2653017E-02   2.4145267E+00  -1.2759288E-01
   1.5601254E+00  -2.8939911E-03   2.4809961E+00  -1.2951876E-01
   1.5633068E+00   9.5655182E-03   2.5554378E+00  -1.3176747E-01
   1.5669181E+00  -1.9413484E-02   2.6085918E+00  -1.3364211E-01
   1.5705824E+00  -3.0088872E-03   2.7069299E+00  -1.3431236E-01
   1.5730251E+00  -2.5338335E-03   2.7442601E+00  -1.4097407E-01
   1.5766889E+00   1.1507956E-02   2.8075783E+00  -1.4232028E-01
   1.5803524E+00   2.7436174E-03   2.8889179E+00  -1.4187337E-01
   1.5840156E+00  -5.1839645E-03   2.9542074E+00  -1.4449954E-01
   1.5864575E+00   5.2165757E-03   3.0021377E+00  -1.4673455E-01
   1.5901201E+00  -3.6006549E-03   3.1036489E+00  -1.4899097E-01
   1.5937823E+00  -7.8738120E-04   3.1732373E+00  -1.5207872E-01
   1.5962235E+00   5.9821540E-03   3.2127647E+00  -1.5464744E-01
   1.5998849E+00   7.2703320E-03   3.2781765E+00  -1.5901972E-01
   1.6035455E+00   2.4872601E-03   3.3788178E+00  -1.6126212E-01
   1.6072056E+00   1.6603004E-03   3.4599593E+00  -1.6245992E-01
   1.6096452E+00   1.2895393E-03   3.4885607E+00  -1.5779936E-01
   1.6133040E+00   9.8636909E-04   3.5324912E+00  -1.5434535E-01
   1.6169620E+00  -1.1353645E-02   3.6093369E+00  -1.5997152E-01
   1.6206191E+00   8.4895771E-03   3.6461065E+00  -1.5805741E-01
   1.6230565E+00  -2.6355984E-03   3.6530001E+00  -1.6645190E-01
   1.6272470E+00   1.3373541E-02   3.9248343E+00  -1.9111918E-01
   1.6304482E+00  -8.0974298E-03   3.8177042E+00  -1.6351172E-01
   1.6340114E+00   8.1201429E-03   3.8861728E+00  -1.7510688E-01
   1.6364464E+00   1.3421080E-02   4.0006294E+00  -1.7833146E-01
   1.6400980E+00  -2.1726295E-02   4.1438932E+00  -1.9018014E-01
   1.6436647E+00   3.6519540E-03   4.1529799E+00  -1.8511072E-01
   1.6466100E+00  -1.1030103E-02   4.1861162E+00  -1.8637054E-01
   1.6500043E+00  -1.4240888E-02   4.2591209E+00  -1.8891467E-01
   1.6536520E+00  -1.4695403E-02   4.3616104E+00  -1.9032091E-01
   1.6572987E+00  -8.6910650E-03   4.4228296E+00  -1.9027804E-01
   1.6597267E+00  -1.0606450E-02   4.4840121E+00  -1.9257073E-01
   1.6633024E+00  -1.3393729E-02   4.5514107E+00  -1.8480435E-01
   1.6667852E+00  -1.4961740E-02   4.6036816E+00  -1.8586577E-01
   1.6701667E+00  -1.6386999E-02   4.6630516E+00  -1.8649858E-01
   1.6734494E+00  -1.0676308E-02   4.7458262E+00  -1.9049826E-01
   1.6766515E+00  -1.0344758E-02   4.8331728E+00  -1.9966304E-01
   1.6807784E+00   3.4210507E-02   4.9461174E+00  -2.2268274E-01
   1.6835934E+00  -3.4991175E-02   4.9334164E+00  -1.6505909E-01
   1.6871774E+00  -2.4673440E-02   4.9547591E+00  -1.9058724E-01
   1.6900982E+00  -3.5075985E-03   5.0351620E+00  -1.9906415E-01
   1.6939274E+00  -2.4962602E-02   5.1185350E+00  -1.8639378E-01
   1.6967847E+00  -1.2892080E-02   5.1715140E+00  -1.8490526E-01
   1.7005944E+00  -1.9018838E-02   5.2670913E+00  -1.8187404E-01
   1.7038527E+00  -1.0571349E-02   5.3073101E+00  -1.8547145E-01
   1.7069896E+00   4.2646383E-03   5.3913736E+00  -1.7992781E-01
   1.7108028E+00  -1.7408121E-02   5.4586086E+00  -1.6775720E-01
   1.7134879E+00  -2.7453851E-02   5.4738507E+00  -1.8026572E-01
   1.7165552E+00  -1.6396817E-02   5.5536590E+00  -1.7129721E-01
   1.7207288E+00   1.4213920E-02   5.6203408E+00  -2.1903981E-01
   1.7235438E+00   1.9822682E-03   5.6847954E+00  -1.7149821E-01
   1.7269369E+00  -4.9317568E-03   5.7579083E+00  -1.6616336E-01
   1.7302201E+00   1.3710462E-02   5.7883592E+00  -1.7087103E-01
   1.7339718E+00  -8.1173005E-03   5.8989978E+00  -1.7546725E-01
   1.7371333E+00  -2.2017863E-02   5.9208550E+00  -1.4269158E-01
   1.7409718E+00   1.7623236E-02   5.9975953E+00  -1.6016093E-01
   1.7440529E+00   5.4368237E-04   6.0402074E+00  -1.6030438E-01
   1.7472712E+00  -2.4289224E-02   6.1692820E+00  -1.6726382E-01
   1.7501324E+00   2.1145310E-02   6.1595488E+00  -1.4544524E-01
   1.7538755E+00   1.2965169E-03   6.2236891E+00  -1.5461545E-01
   1.7572327E+00   6.1221085E-03   6.2919068E+00  -1.6035287E-01
   1.7601901E+00   2.1623995E-03   6.3485789E+00  -1.0469414E-01
   1.7638690E+00  -9.2290028E-04   6.4536161E+00  -1.6123088E-01
   1.7675747E+00   3.1919495E-04   6.4616032E+00  -1.3090506E-01
   1.7702730E+00  -3.2587294E-03   6.4921241E+00  -1.6570641E-01
   1.7733965E+00  -6.7970892E-03   6.5679398E+00  -1.3989298E-01
   1.7769845E+00   3.7491098E-03   6.6201253E+00  -1.4743865E-01
   1.7806878E+00   4.4178995E-03   6.6906152E+00  -1.4870508E-01
   1.7843819E+00   1.6386529E-02   6.7572379E+00  -1.4729068E-01
   1.7868402E+00  -3.7553927E-03   6.8020678E+00  -1.5136440E-01
   1.7904762E+00  -2.1228895E-03   6.8837323E+00  -1.4915046E-01
   1.7936232E+00   1.7733408E-02   6.9418507E+00  -1.4497343E-01
   1.7969797E+00  -6.7612203E-03   6.9749365E+00  -1.5413833E-01
   1.8002028E+00   2.0873782E-03   7.0419650E+00  -1.5494542E-01
   1.8038268E+00   8.4508387E-03   7.1072712E+00  -1.5878440E-01
   1.8074836E+00  -1.0970972E-03   7.1548233E+00  -1.5788433E-01
   1.8111361E+00  -6.4655661E-04   7.2273507E+00  -1.7264621E-01
   1.8135689E+00   9.0135112E-03   7.2679644E+00  -1.6792940E-01
   1.8172151E+00   1.8455951E-02   7.3209987E+00  -1.6784813E-01
   1.8207575E+00   4.1235768E-04   7.3793206E+00  -1.7132844E-01
   1.8243866E+00  -2.1214646E-03   7.4471607E+00  -2.0024905E-01
   1.8268112E+00  -3.5612087E-03   7.4779859E+00  -1.8097983E-01
   1.8304458E+00   2.3279887E-02   7.5409679E+00  -1.9803315E-01
   1.8340775E+00   1.4838792E-02   7.6082463E+00  -2.0144771E-01
   1.8377067E+00   6.0500801E-03   7.6467285E+00  -2.0651980E-01
   1.8401247E+00   4.2597065E-03   7.6978388E+00  -2.0856930E-01
   1.8437499E+00   1.2319055E-02   7.7640157E+00  -2.1781197E-01
   1.8473728E+00  -4.3327920E-03   7.8167686E+00  -2.2898112E-01
   1.8508601E+00   1.9873194E-02   7.8781767E+00  -2.2373149E-01
   1.8541727E+00  -2.8238190E-02   7.9146309E+00  -2.2945583E-01
   1.8575879E+00  -2.4258951E-03   7.9764557E+00  -2.3519646E-01
   1.8610502E+00   6.4254175E-03   8.0261402E+00  -2.3548600E-01
   1.8645449E+00   8.1156468E-05   8.0807333E+00  -2.5180003E-01
   1.8668685E+00   2.4528068E-03   8.1289120E+00  -2.5058514E-01
   1.8711191E+00  -2.9993583E-03   8.1907225E+00  -2.5684562E-01
   1.8741997E+00  -2.1657043E-03   8.2211256E+00  -2.5832051E-01
   1.8776994E+00  -1.2122239E-02   8.2881298E+00  -2.6132867E-01
   1.8810440E+00  -3.2850564E-03   8.3316927E+00  -2.6716664E-01
   1.8837255E+00   3.6406696E-03   8.3641024E+00  -2.6936337E-01
   1.8876097E+00  -3.9608716E-03   8.4032173E+00  -2.7393386E-01
   1.8906298E+00   7.6059620E-03   8.4824543E+00  -2.8770325E-01
   1.8945165E+00  -2.1776626E-02   8.5310917E+00  -2.8864190E-01
   1.8973951E+00  -5.9252413E-04   8.5637817E+00  -2.9048675E-01
   1.9010916E+00   1.6686021E-03   8.6283884E+00  -2.8337350E-01
   1.9038186E+00  -1.0755374E-02   8.6410370E+00  -2.9494435E-01
   1.9079176E+00  -9.3832901E-03   8.7081518E+00  -2.9274046E-01
   1.9111129E+00   1.2955884E-02   8.7454958E+00  -2.9896361E-01
   1.9145813E+00  -1.8461817E-03   8.8009005E+00  -3.0127952E-01
   1.9176121E+00  -1.0590851E-02   8.8400946E+00  -3.0877459E-01
   1.9210271E+00  -1.3566684E-02   8.8425016E+00  -3.0777046E-01
   1.9239271E+00  -1.5175647E-02   8.8732853E+00  -3.0853781E-01
   1.9274518E+00  -1.4413744E-03   8.9014044E+00  -3.0803689E-01
   1.9305856E+00  -6.4914394E-03   8.9502926E+00  -3.1070530E-01
   1.9341706E+00  -8.4211230E-03   8.9273462E+00  -3.2046896E-01
   1.9378737E+00  -1.9946255E-02   9.0193939E+00  -3.3104947E-01
   1.9403429E+00  -1.5896588E-03   9.0145435E+00  -3.4700367E-01
   1.9439176E+00  -2.0215271E-02   9.1139145E+00  -3.4647277E-01
   1.9471622E+00  -7.8018173E-04   9.1381769E+00  -3.4089163E-01
   1.9511060E+00   1.5442040E-03   9.1147785E+00  -3.3632189E-01
   1.9545419E+00  -1.3746451E-02   9.1299419E+00  -3.4069255E-01
   1.9577533E+00   5.3115711E-03   9.1652355E+00  -3.5649726E-01
   1.9605330E+00  -2.3008259E-02   9.1571445E+00  -3.6031914E-01
   1.9639152E+00   3.8428367E-03   9.2196646E+00  -3.5083890E-01
   1.9672303E+00  -3.7803967E-03   9.2381411E+00  -3.5822931E-01
   1.9711832E+00  -1.0125406E-02   9.2440357E+00  -3.5824180E-01
   1.9743017E+00  -7.9885470E-03   9.2158804E+00  -3.7328896E-01
   1.9778588E+00  -1.5047820E-02   9.2545547E+00  -3.3327189E-01
   1.9808788E+00  -2.0381231E-02   9.2663765E+00  -3.5558721E-01
   1.9841958E+00  -1.0292840E-02   9.3128777E+00  -3.7126657E-01
   1.9878895E+00  -1.7696429E-02   9.2673321E+00  -3.7289116E-01
   1.9905791E+00  -3.1782702E-02   9.2836742E+00  -3.6783102E-01
   1.9944434E+00   1.6009063E-03   9.2686424E+00  -3.7787828E-01
   1.9973948E+00  -1.7581197E-02   9.2583494E+00  -3.9071929E-01
   2.0010846E+00  -1.3919748E-02   9.3069744E+00  -3.9461407E-01
   2.0043807E+00  -1.0123244E-03   9.3284054E+00  -4.0954226E-01
   2.0077264E+00  -2.0661952E-03   9.2968264E+00  -4.0182051E-01
   2.0108294E+00  -1.3576160E-02   9.2691307E+00  -4.1241303E-01
   2.0142074E+00  -7.0086918E-03   9.2823524E+00  -4.2329162E-01
   2.0174508E+00  -8.9118453E-03   9.2205172E+00  -4.3623522E-01
   2.0208118E+00  -1.6845888E-03   9.2275457E+00  -4.4862920E-01
   2.0248971E+00  -1.2194765E-02   9.2677498E+00  -4.5656815E-01
   2.0282323E+00   3.6907410E-03   9.2468557E+00  -4.6549061E-01
   2.0315557E+00  -6.7565511E-03   9.2624083E+00  -4.8123476E-01
   2.0346017E+00  -2.7630826E-02   9.1856213E+00  -4.9977878E-01
   2.0376711E+00   4.1462276E-03   9.1678438E+00  -4.9798372E-01
   2.0407515E+00   1.1098253E-02   9.1561480E+00  -5.0568664E-01
   2.0446877E+00   4.9678790E-03   9.1842451E+00  -5.1770198E-01
   2.0475006E+00  -9.3104932E-03   9.1694565E+00  -5.3249615E-01
   2.0511951E+00   2.0101877E-02   9.0573244E+00  -5.5327141E-01
   2.0546367E+00   1.2115320E-02   9.1306887E+00  -5.5608016E-01
   2.0576682E+00   3.5206615E-03   9.0394974E+00  -5.7372731E-01
   2.0609686E+00  -1.0155379E-02   8.8984394E+00  -5.7154316E-01
   2.0647082E+00   1.3894295E-02   8.9704733E+00  -5.8169168E-01
   2.0679109E+00  -1.7171722E-02   8.9857235E+00  -6.0071713E-01
   2.0714631E+00  -1.4957245E-02   8.9401169E+00  -6.2275189E-01
   2.0745144E+00   8.8087693E-03   8.8516932E+00  -6.2510234E-01
   2.0775502E+00   1.2146613E-02   8.7196302E+00  -6.3836515E-01
   2.0808966E+00   1.2823691E-02   8.7631140E+00  -6.2680632E-01
   2.0844002E+00   4.9633551E-03   8.6210413E+00  -6.7814082E-01
   2.0876334E+00   1.1480403E-02   8.5432920E+00  -6.8500346E-01
   2.0911663E+00   4.8583117E-03   8.6167545E+00  -6.7615670E-01
   2.0946984E+00   4.2899670E-03   8.5773973E+00  -6.9909883E-01
   2.0981498E+00   4.0190894E-02   8.4857435E+00  -7.1460330E-01
   2.1009085E+00  -1.1272451E-02   8.3849945E+00  -7.1195662E-01
   2.1043224E+00  -2.7154104E-04   8.3380508E+00  -7.3353815E-01
   2.1076386E+00  -7.1144700E-03   8.3323784E+00  -7.2924405E-01
   2.1111181E+00   3.8200775E-03   8.2254133E+00  -7.6492959E-01
   2.1148984E+00  -4.6662502E-03   8.1713638E+00  -7.6976722E-01
   2.1181233E+00  -7.1613179E-03   8.0914574E+00  -7.8285724E-01
   2.1212871E+00   3.8001224E-04   7.9908824E+00  -7.9849410E-01
   2.1245093E+00  -5.4905652E-03   7.9814663E+00  -8.0893403E-01
   2.1281650E+00   3.5072055E-03   7.8757768E+00  -8.2617229E-01
   2.1311803E+00  -8.2075754E-03   7.7676201E+00  -8.2770634E-01
   2.1343310E+00  -1.6580615E-02   7.7613401E+00  -8.4275693E-01
   2.1380928E+00  -9.8318802E-03   7.6609387E+00  -8.5533690E-01
   2.1412129E+00  -5.1336815E-03   7.4843264E+00  -8.6926067E-01
   2.1448834E+00  -8.8195577E-03   7.4252553E+00  -8.8224459E-01
   2.1479049E+00  -3.2708190E-02   7.4468904E+00  -8.8644850E-01
   2.1514730E+00  -1.4183884E-02   7.3258533E+00  -9.0221751E-01
   2.1544640E+00  -1.5665879E-02   7.1840272E+00  -9.1210252E-01
   2.1580532E+00  -1.6557297E-02   7.0841808E+00  -9.2440730E-01
   2.1616569E+00  -1.9596118E-02   7.0355172E+00  -9.3539351E-01
   2.1646888E+00  -2.0923072E-02   6.9052987E+00  -9.4528025E-01
   2.1683347E+00  -2.2156309E-02   6.8483987E+00  -9.5585561E-01
   2.1713760E+00  -2.1953437E-02   6.7605963E+00  -9.6503747E-01
   2.1750295E+00  -2.0840416E-02   6.6328192E+00  -9.7488177E-01
   2.1780787E+00  -2.5560260E-02   6.4710097E+00  -9.8734051E-01
   2.1811328E+00  -2.4317387E-02   6.4442906E+00  -9.9059910E-01
   2.1848078E+00  -2.7816270E-02   6.3850965E+00  -1.0003512E+00
   2.1878824E+00  -3.2102905E-02   6.2475362E+00  -1.0097752E+00
   2.1915984E+00  -2.3488574E-02   6.0541191E+00  -1.0174348E+00
   2.1946986E+00  -5.4903790E-02   5.9968548E+00  -1.0251907E+00
   2.1984267E+00  -2.1444388E-02   5.9367185E+00  -1.0242069E+00
   2.2015679E+00  -3.6557779E-02   5.7685118E+00  -1.0460148E+00
   2.2047570E+00  -4.4205774E-02   5.6868253E+00  -1.0445753E+00
   2.2079985E+00  -2.9062621E-02   5.5957179E+00  -1.0495511E+00
   2.2112956E+00  -8.0121253E-03   5.4198661E+00  -1.0531687E+00
   2.2146478E+00  -3.0393749E-02   5.3056669E+00  -1.0583866E+00
   2.2180529E+00  -3.4043826E-02   5.2374783E+00  -1.0680405E+00
   2.2215092E+00  -5.0456345E-02   5.1532531E+00  -1.0711067E+00
   2.2249835E+00  -3.4791246E-02   4.9918981E+00  -1.0783775E+00
   2.2284503E+00  -3.4654938E-02   4.8576360E+00  -1.0784643E+00
   2.2312179E+00  -3.6649384E-02   4.7776685E+00  -1.0786487E+00
   2.2346749E+00  -3.4177389E-02   4.7027802E+00  -1.0882872E+00
   2.2381809E+00  -5.1181812E-02   4.4524555E+00  -1.0807062E+00
   2.2418909E+00  -1.2251267E-02   4.3868079E+00  -1.0951889E+00
   2.2447531E+00  -3.6602683E-02   4.3628240E+00  -1.0940785E+00
   2.2484636E+00  -3.3400644E-02   4.1759272E+00  -1.1003931E+00
   2.2513902E+00  -4.7672633E-02   4.0276628E+00  -1.1067406E+00
   2.2550189E+00  -6.2927857E-02   3.9466288E+00  -1.1096524E+00
   2.2579074E+00  -4.6760749E-02   3.8803737E+00  -1.1081634E+00
   2.2615051E+00  -5.1311016E-02   3.7371264E+00  -1.1099565E+00
   2.2650843E+00  -5.1115412E-02   3.5977728E+00  -1.1038685E+00
   2.2679427E+00  -2.5600597E-02   3.4996881E+00  -1.0986735E+00
   2.2715063E+00  -6.5069072E-02   3.3528485E+00  -1.0973718E+00
   2.2750609E+00  -2.2335574E-02   3.2417417E+00  -1.0997914E+00
   2.2786062E+00  -5.4027859E-02   3.0096648E+00  -1.0877590E+00
   2.2814384E+00  -7.4338399E-02   3.0696702E+00  -1.0881562E+00
   2.2849724E+00  -5.2630663E-02   3.0041845E+00  -1.0876983E+00
   2.2885077E+00  -5.2869447E-02   2.7834742E+00  -1.0862060E+00
   2.2913392E+00  -1.1638106E-02   2.5941451E+00  -1.0766644E+00
   2.2948592E+00  -1.0883205E-01   2.5397389E+00  -1.0637178E+00
   2.2983263E+00  -7.4823527E-03   2.4607241E+00  -1.0645617E+00
