  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   12:40:53  02/26/2024 isnw     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      939      0.000E+00      1.713E+00
   time              pfxob_1         pfyob_1         pfzob_1
   7.0735139E-01   9.3100946E-03  -6.5493088E+00   1.8268535E+00
   7.0903146E-01   2.9297030E-04  -6.6045547E+00   1.8267053E+00
   7.1070999E-01  -5.8118138E-04  -6.6546049E+00   1.8264728E+00
   7.1313405E-01  -5.1619527E-03  -6.6615076E+00   1.8261055E+00
   7.1470600E-01  -1.1705642E-03  -6.6964235E+00   1.8259172E+00
   7.1630412E-01   7.4209133E-03  -6.6439891E+00   1.8257622E+00
   7.1796453E-01  -1.5923387E-03  -6.7174520E+00   1.8255832E+00
   7.1963221E-01  -1.3756623E-04  -6.7932181E+00   1.8251704E+00
   7.2129929E-01   4.3979697E-03  -6.8080297E+00   1.8248369E+00
   7.2294372E-01  -2.1154820E-03  -6.8555346E+00   1.8242812E+00
   7.2453278E-01  -1.2791503E-03  -6.8609476E+00   1.8239928E+00
   7.2610098E-01  -2.7870727E-03  -6.9373193E+00   1.8237711E+00
   7.2844875E-01  -5.0462014E-04  -6.8951449E+00   1.8233500E+00
   7.3001671E-01  -1.1106936E-02  -6.9216542E+00   1.8226019E+00
   7.3162192E-01   3.5913528E-03  -6.8881855E+00   1.8222704E+00
   7.3327088E-01   3.3449550E-04  -6.9829831E+00   1.8218478E+00
   7.3493135E-01  -2.2439719E-03  -6.9952178E+00   1.8215404E+00
   7.3659676E-01  -1.6795559E-03  -7.0267982E+00   1.8213421E+00
   7.3825318E-01   5.7210955E-03  -7.1036024E+00   1.8209380E+00
   7.3986304E-01  -7.3922088E-04  -7.0019641E+00   1.8204659E+00
   7.4147475E-01  -5.3075082E-03  -7.0170999E+00   1.8199522E+00
   7.4390763E-01  -3.0423054E-03  -7.0417871E+00   1.8197184E+00
   7.4553967E-01   2.8059131E-04  -7.0602779E+00   1.8197157E+00
   7.4717873E-01  -2.5924779E-03  -7.0675797E+00   1.8196415E+00
   7.4881870E-01  -6.9173980E-03  -7.0406337E+00   1.8194999E+00
   7.5047016E-01  -7.4230353E-03  -7.0998583E+00   1.8191361E+00
   7.5210083E-01  -4.4498672E-03  -7.0435429E+00   1.8190107E+00
   7.5372654E-01  -1.4811364E-03  -7.0479202E+00   1.8188384E+00
   7.5534850E-01  -6.3449116E-03  -7.0546093E+00   1.8187535E+00
   7.5697434E-01   2.9008365E-03  -7.0626116E+00   1.8187413E+00
   7.5861174E-01   3.9134014E-02  -6.8899488E+00   1.8185850E+00
   7.6103717E-01   5.9929001E-03  -6.9519248E+00   1.8178943E+00
   7.6265061E-01  -2.7268682E-02  -7.1060910E+00   1.8175119E+00
   7.6427180E-01  -4.5121264E-02  -7.1462450E+00   1.8172095E+00
   7.6591426E-01  -2.7727883E-02  -7.0674114E+00   1.8163062E+00
   7.6757151E-01  -1.0791646E-02  -6.9903479E+00   1.8152637E+00
   7.6924145E-01  -1.8670184E-03  -6.9456339E+00   1.8146394E+00
   7.7093625E-01  -1.2553384E-03  -6.8938427E+00   1.8137857E+00
   7.7264249E-01  -4.3193358E-03  -6.8864632E+00   1.8139780E+00
   7.7433687E-01  -7.0327204E-03  -6.9369688E+00   1.8145628E+00
   7.7602077E-01  -4.4309474E-03  -6.8990145E+00   1.8151248E+00
   7.7769822E-01  -4.1644940E-05  -6.8254433E+00   1.8155715E+00
   7.7937257E-01  -3.5682202E-03  -6.7760873E+00   1.8154267E+00
   7.8104717E-01  -8.8972686E-04  -6.7323732E+00   1.8147241E+00
   7.8272438E-01  -7.5235609E-03  -6.7217050E+00   1.8139417E+00
   7.8442740E-01  -3.2700542E-03  -6.7000761E+00   1.8135815E+00
   7.8614950E-01   3.0350562E-03  -6.7296858E+00   1.8130622E+00
   7.8785247E-01  -1.1162373E-03  -6.6639700E+00   1.8128463E+00
   7.8958398E-01   1.8834422E-03  -6.6202869E+00   1.8126389E+00
   7.9129726E-01  -1.6564671E-03  -6.5875525E+00   1.8124423E+00
   7.9299206E-01  -4.4052163E-03  -6.4877257E+00   1.8123082E+00
   7.9469979E-01  -3.9540990E-03  -6.4457026E+00   1.8122169E+00
   7.9640102E-01  -1.6883134E-03  -6.4413524E+00   1.8121850E+00
   7.9808587E-01  -4.2596827E-03  -6.4190373E+00   1.8122003E+00
   8.0051482E-01   4.0074070E-03  -6.3354836E+00   1.8122456E+00
   8.0212331E-01   5.4529012E-04  -6.2706690E+00   1.8122169E+00
   8.0367494E-01  -7.3478804E-03  -6.2145348E+00   1.8120719E+00
   8.0529785E-01  -5.0938204E-03  -6.1583157E+00   1.8118463E+00
   8.0697918E-01   1.0216833E-03  -6.1064329E+00   1.8114531E+00
   8.0869722E-01  -5.7026329E-03  -6.0831766E+00   1.8112899E+00
   8.1042844E-01  -1.0633500E-03  -6.0497956E+00   1.8111719E+00
   8.1215698E-01   3.4614948E-03  -6.0134916E+00   1.8111135E+00
   8.1388450E-01  -1.1413657E-03  -5.9306870E+00   1.8111036E+00
   8.1561399E-01  -3.0723007E-03  -5.8605032E+00   1.8111259E+00
   8.1734556E-01  -6.3109258E-03  -5.7795963E+00   1.8111449E+00
   8.1907851E-01  -6.8713077E-03  -5.7491035E+00   1.8111421E+00
   8.2081157E-01  -5.0732070E-03  -5.7055030E+00   1.8111405E+00
   8.2254845E-01   4.3067504E-03  -5.6496711E+00   1.8111981E+00
   8.2433254E-01  -5.9499373E-03  -5.5252142E+00   1.8112676E+00
   8.2611954E-01  -8.4258961E-03  -5.5018129E+00   1.8112906E+00
   8.2791388E-01  -2.0347242E-03  -5.3919282E+00   1.8112835E+00
   8.2881266E-01   1.3046479E-03  -5.3712363E+00   1.8112723E+00
   8.3061379E-01   3.9376767E-04  -5.2808747E+00   1.8112526E+00
   8.3241808E-01   1.2492537E-03  -5.2425232E+00   1.8112833E+00
   8.3422524E-01   2.1378528E-03  -5.2004542E+00   1.8113763E+00
   8.3603919E-01  -2.5778443E-03  -5.1431723E+00   1.8114506E+00
   8.3779782E-01   2.9196555E-03  -5.0146751E+00   1.8115692E+00
   8.3954757E-01  -2.3339219E-04  -4.8565817E+00   1.8116945E+00
   8.4132457E-01  -4.7942270E-03  -4.7447538E+00   1.8118198E+00
   8.4314585E-01   6.7835166E-03  -4.7099795E+00   1.8119578E+00
   8.4498286E-01   4.9246587E-03  -4.6492462E+00   1.8121108E+00
   8.4680051E-01   3.4397542E-03  -4.5693636E+00   1.8122487E+00
   8.4770644E-01   3.1208533E-03  -4.5451608E+00   1.8123263E+00
   8.4951550E-01  -3.5922541E-03  -4.4040980E+00   1.8125913E+00
   8.5132426E-01  -3.1326784E-04  -4.3218079E+00   1.8127310E+00
   8.5312802E-01   7.4963709E-03  -4.2342668E+00   1.8129847E+00
   8.5494268E-01   6.8825632E-03  -4.1269341E+00   1.8132427E+00
   8.5677838E-01  -3.1469655E-03  -4.0636706E+00   1.8133758E+00
   8.5863101E-01  -1.0829032E-02  -3.9746644E+00   1.8136719E+00
   8.6048597E-01   7.8824116E-03  -3.8442659E+00   1.8141695E+00
   8.6141253E-01   5.2265129E-03  -3.8139708E+00   1.8142531E+00
   8.6325693E-01   4.5257988E-03  -3.7888010E+00   1.8144159E+00
   8.6509687E-01   1.8746743E-02  -3.6467257E+00   1.8145607E+00
   8.6693573E-01  -1.6561274E-03  -3.4679627E+00   1.8148007E+00
   8.6859095E-01  -3.5149264E-03  -3.3997729E+00   1.8151107E+00
   8.7029344E-01   2.7409357E-03  -3.3031118E+00   1.8152990E+00
   8.7212557E-01  -2.1662326E-03  -3.2306123E+00   1.8153630E+00
   8.7396687E-01   1.1183579E-03  -3.1389501E+00   1.8153950E+00
   8.7565964E-01   6.3401693E-04  -3.0605273E+00   1.8155092E+00
   8.7733448E-01   2.6998532E-03  -2.9608920E+00   1.8157308E+00
   8.7910408E-01  -5.7211835E-03  -2.8030660E+00   1.8159853E+00
   8.8095480E-01  -6.3093742E-03  -2.6015952E+00   1.8163617E+00
   8.8280916E-01  -5.6044389E-03  -2.4968448E+00   1.8165951E+00
   8.8373780E-01  -5.5462681E-03  -2.4771299E+00   1.8166451E+00
   8.8559818E-01  -9.7661943E-04  -2.3822494E+00   1.8168017E+00
   8.8744307E-01   2.3313989E-03  -2.3343625E+00   1.8168945E+00
   8.8926071E-01   4.1555255E-03  -2.2415922E+00   1.8170509E+00
   8.9103299E-01   7.1504572E-03  -2.1205857E+00   1.8172272E+00
   8.9284039E-01   5.3396710E-04  -1.9237907E+00   1.8174114E+00
   8.9465189E-01   1.5282557E-02  -1.8362548E+00   1.8175930E+00
   8.9646971E-01  -4.9858782E-03  -1.5884173E+00   1.8179568E+00
   8.9738148E-01  -2.6631316E-03  -1.5463930E+00   1.8180019E+00
   8.9921087E-01   1.8649813E-03  -1.4899843E+00   1.8180643E+00
   9.0104848E-01   2.9800937E-03  -1.4360583E+00   1.8180144E+00
   9.0289444E-01   2.7151576E-03  -1.3550252E+00   1.8179225E+00
   9.0474939E-01   2.6750085E-03  -1.2696586E+00   1.8179160E+00
   9.0660590E-01   1.4745512E-03  -1.1204542E+00   1.8180290E+00
   9.0850031E-01   4.3392489E-03  -9.7942388E-01   1.8181767E+00
   9.0945822E-01   3.3679574E-03  -8.4244788E-01   1.8183354E+00
   9.1140360E-01   1.2226409E-02  -7.9859364E-01   1.8183672E+00
   9.1339445E-01   5.8202059E-03  -6.9039822E-01   1.8183380E+00
   9.1531402E-01  -2.9069891E-03  -6.2018871E-01   1.8181633E+00
   9.1633052E-01   2.8171989E-03  -5.8243459E-01   1.8181424E+00
   9.1840440E-01   4.4038460E-02  -3.9841449E-01   1.8181535E+00
   9.2055833E-01   1.2177024E-02  -3.0093226E-01   1.8181479E+00
   9.2165130E-01   6.6090766E-03  -3.0831152E-01   1.8181547E+00
   9.2358178E-01  -9.0051042E-03  -2.0152016E-01   1.8181614E+00
   9.2543018E-01   1.1241085E-02  -9.6653566E-02   1.8181508E+00
   9.2728543E-01  -5.1003019E-03   1.8294308E-01   1.8181983E+00
   9.2825180E-01  -1.2556687E-03   1.8601310E-01   1.8182070E+00
   9.3027031E-01  -1.8086295E-03   1.9263102E-01   1.8182517E+00
   9.3224519E-01  -9.7289961E-03   3.3041120E-01   1.8182565E+00
   9.3419236E-01  -9.7361933E-03   3.8838807E-01   1.8181804E+00
   9.3572181E-01   5.9427167E-03   5.5540037E-01   1.8181180E+00
   9.3740803E-01  -4.4117346E-03   5.7693982E-01   1.8181741E+00
   9.3926704E-01   3.0472774E-02   7.1481848E-01   1.8181964E+00
   9.4026685E-01   3.0210597E-02   7.6898801E-01   1.8181206E+00
   9.4225597E-01   2.0519104E-02   8.4812820E-01   1.8179286E+00
   9.4415450E-01  -2.3547604E-03   9.0559334E-01   1.8177097E+00
   9.4607413E-01  -6.1788079E-03   1.0549140E+00   1.8176661E+00
   9.4706082E-01  -7.5138728E-03   1.0890501E+00   1.8176850E+00
   9.4905603E-01   4.1293571E-04   1.1707822E+00   1.8177879E+00
   9.5109153E-01  -3.2683733E-04   1.3399166E+00   1.8180076E+00
   9.5212036E-01   4.5632087E-03   1.3571787E+00   1.8180505E+00
   9.5418113E-01   1.9746663E-03   1.4336795E+00   1.8181816E+00
   9.5628595E-01   7.9907168E-04   1.5285676E+00   1.8182113E+00
   9.5736235E-01   4.9837847E-05   1.5613186E+00   1.8182263E+00
   9.5951170E-01   3.2141523E-03   1.7159992E+00   1.8183603E+00
   9.6157217E-01   2.6060399E-03   1.7893832E+00   1.8185326E+00
   9.6252400E-01  -3.5962457E-04   1.8510805E+00   1.8187437E+00
   9.6450645E-01   3.4528081E-03   1.9982988E+00   1.8189056E+00
   9.6663940E-01   1.4270480E-03   2.0232046E+00   1.8189247E+00
   9.6764243E-01  -1.9201994E-04   2.0805352E+00   1.8189886E+00
   9.6947783E-01  -1.1509060E-03   2.1022170E+00   1.8190795E+00
   9.7123402E-01   3.3340277E-03   2.2687521E+00   1.8195521E+00
   9.7305906E-01   4.9499085E-04   2.3983483E+00   1.8199087E+00
   9.7506195E-01  -3.6701709E-05   2.4563186E+00   1.8201762E+00
   9.7613913E-01  -2.4738323E-03   2.4729681E+00   1.8201926E+00
   9.7823215E-01  -9.0938723E-03   2.5666602E+00   1.8201945E+00
   9.8034775E-01   2.2527364E-03   2.6907983E+00   1.8204890E+00
   9.8143476E-01   9.1745397E-03   2.7255845E+00   1.8208057E+00
   9.8367459E-01   1.2871771E-02   2.8234832E+00   1.8211159E+00
   9.8470753E-01   5.6680464E-03   2.8478003E+00   1.8211811E+00
   9.8671919E-01  -2.2823587E-03   2.9284718E+00   1.8214606E+00
   9.8874086E-01   8.0902418E-03   3.0846505E+00   1.8218148E+00
   9.9084252E-01   1.1909005E-03   3.1416516E+00   1.8219370E+00
   9.9191636E-01   5.9013017E-03   3.1739800E+00   1.8220261E+00
   9.9409825E-01  -1.2716384E-02   3.2633274E+00   1.8223320E+00
   9.9519747E-01  -1.0066450E-02   3.2650559E+00   1.8223919E+00
   9.9753565E-01   1.0763724E-02   3.3952658E+00   1.8226920E+00
   9.9867374E-01  -5.8438368E-03   3.4690568E+00   1.8228970E+00
   1.0007170E+00  -4.9974658E-03   3.5244431E+00   1.8232764E+00
   1.0027673E+00   1.5134963E-02   3.6030858E+00   1.8235290E+00
   1.0038434E+00   9.3085729E-03   3.6924176E+00   1.8236796E+00
   1.0060830E+00   7.7536344E-03   3.7124038E+00   1.8238304E+00
   1.0071843E+00   5.0552990E-03   3.7812898E+00   1.8239993E+00
   1.0092237E+00   2.9568628E-03   3.8252497E+00   1.8242413E+00
   1.0114722E+00  -5.8171172E-03   3.8723660E+00   1.8246053E+00
   1.0126815E+00   5.5108997E-03   3.9452360E+00   1.8249296E+00
   1.0139374E+00   8.6934809E-03   4.0272169E+00   1.8252045E+00
   1.0163931E+00  -5.1872022E-03   4.1411085E+00   1.8259242E+00
   1.0176214E+00  -4.9745659E-03   4.1625032E+00   1.8261629E+00
   1.0199691E+00  -3.8213278E-03   4.1791811E+00   1.8266337E+00
   1.0211025E+00  -4.4225492E-03   4.2124057E+00   1.8268018E+00
   1.0232149E+00  -6.2260265E-03   4.3180547E+00   1.8273052E+00
   1.0242661E+00  -6.9789705E-03   4.3483477E+00   1.8275526E+00
   1.0265288E+00   3.1138274E-03   4.4684043E+00   1.8280609E+00
   1.0277458E+00  -5.4024841E-04   4.4943662E+00   1.8282541E+00
   1.0302876E+00  -1.8196754E-02   4.5061746E+00   1.8287196E+00
   1.0315864E+00  -1.3664767E-02   4.5509915E+00   1.8289438E+00
   1.0328701E+00  -2.0530591E-02   4.6173019E+00   1.8292160E+00
   1.0350931E+00  -1.0146620E-02   4.6736598E+00   1.8297982E+00
   1.0369055E+00  -1.7669532E-02   4.7251220E+00   1.8302593E+00
   1.0378764E+00  -1.5476509E-02   4.7879925E+00   1.8305452E+00
   1.0399661E+00  -9.7518284E-03   4.8279409E+00   1.8309041E+00
   1.0421994E+00  -1.2538382E-02   4.8843470E+00   1.8312789E+00
   1.0433642E+00   3.3744641E-03   4.9773383E+00   1.8316046E+00
   1.0445521E+00  -1.5929603E-04   4.9705791E+00   1.8317032E+00
   1.0468990E+00  -9.8790238E-03   5.0146027E+00   1.8323333E+00
   1.0480583E+00  -1.6867014E-02   5.0017529E+00   1.8324126E+00
   1.0503657E+00   8.3296509E-05   5.0777531E+00   1.8328631E+00
   1.0515127E+00  -1.0063210E-02   5.1300917E+00   1.8331007E+00
   1.0537957E+00  -1.8054634E-02   5.1896067E+00   1.8334763E+00
   1.0549321E+00  -1.8184524E-02   5.1516862E+00   1.8335533E+00
   1.0571139E+00   6.7495871E-03   5.2359152E+00   1.8339757E+00
   1.0592285E+00  -8.4534604E-03   5.3323803E+00   1.8343143E+00
   1.0603521E+00  -3.8506199E-02   5.3783312E+00   1.8346583E+00
   1.0625927E+00   5.7050572E-03   5.3872614E+00   1.8348113E+00
   1.0637101E+00   2.9936448E-02   5.3906550E+00   1.8349128E+00
   1.0658338E+00  -1.3391095E-02   5.4347210E+00   1.8351811E+00
   1.0669272E+00  -9.9460585E-03   5.4500170E+00   1.8352413E+00
   1.0691464E+00  -8.3938437E-03   5.5638995E+00   1.8354865E+00
   1.0713719E+00  -3.6214350E-03   5.5532160E+00   1.8356377E+00
   1.0724826E+00  -7.6929894E-03   5.5577478E+00   1.8357141E+00
   1.0747098E+00  -7.5705526E-03   5.5638261E+00   1.8357894E+00
   1.0758356E+00  -1.2542798E-02   5.5977182E+00   1.8357968E+00
   1.0780435E+00  -4.7195503E-03   5.7262959E+00   1.8358096E+00
   1.0791320E+00  -1.8740596E-02   5.7559009E+00   1.8358272E+00
   1.0814114E+00   4.9152672E-03   5.7231798E+00   1.8358688E+00
   1.0825607E+00  -9.9367844E-03   5.7804766E+00   1.8359202E+00
   1.0848955E+00  -3.6994442E-03   5.7821255E+00   1.8360270E+00
   1.0860541E+00  -1.5835823E-02   5.8373804E+00   1.8360676E+00
   1.0883352E+00  -5.2550755E-04   5.8881111E+00   1.8360264E+00
   1.0894600E+00   2.0189688E-03   5.8963614E+00   1.8360219E+00
   1.0911753E+00  -1.1060622E-03   5.9238873E+00   1.8360381E+00
   1.0930077E+00   6.9976687E-03   5.9202352E+00   1.8362018E+00
   1.0951289E+00   1.8325435E-02   6.0271454E+00   1.8363792E+00
   1.0967257E+00   8.1811892E-03   6.0282001E+00   1.8364322E+00
   1.0984861E+00  -1.5698550E-02   5.9946470E+00   1.8364191E+00
   1.1004269E+00  -1.6906207E-02   6.0925517E+00   1.8364710E+00
   1.1014708E+00  -1.9294797E-02   6.0901618E+00   1.8366156E+00
   1.1036712E+00   6.8741576E-03   6.0617404E+00   1.8369416E+00
   1.1047190E+00   7.9672178E-03   6.0573692E+00   1.8369939E+00
   1.1068239E+00  -7.9068169E-03   6.1287551E+00   1.8371079E+00
   1.1090204E+00   1.0692121E-02   6.1602020E+00   1.8371737E+00
   1.1101501E+00   7.8668166E-03   6.1780329E+00   1.8372816E+00
   1.1125818E+00  -5.0082770E-03   6.1643863E+00   1.8373739E+00
   1.1138896E+00   4.7860607E-03   6.1729941E+00   1.8373977E+00
   1.1152537E+00   1.2147801E-02   6.1961317E+00   1.8373885E+00
   1.1166095E+00  -1.2066294E-02   6.2097230E+00   1.8373560E+00
   1.1190901E+00  -3.0626729E-03   6.2752566E+00   1.8372889E+00
   1.1201211E+00   1.0343076E-03   6.2963810E+00   1.8372833E+00
   1.1223403E+00   6.2020714E-03   6.2478752E+00   1.8372245E+00
   1.1235338E+00  -7.9402430E-03   6.2580051E+00   1.8371215E+00
   1.1255746E+00  -7.5976475E-04   6.2829847E+00   1.8367283E+00
   1.1277432E+00   1.9993307E-02   6.3510027E+00   1.8362385E+00
   1.1289095E+00   6.1733644E-03   6.3225651E+00   1.8361397E+00
   1.1314200E+00  -7.9528047E-03   6.3348908E+00   1.8360363E+00
   1.1326878E+00  -6.0864133E-03   6.3529930E+00   1.8360058E+00
   1.1340190E+00   1.0375595E-02   6.3558807E+00   1.8359615E+00
   1.1353755E+00   7.6511004E-03   6.3595343E+00   1.8358904E+00
   1.1378760E+00   7.2932178E-03   6.3730478E+00   1.8358221E+00
   1.1391774E+00   1.4594937E-02   6.3939490E+00   1.8357885E+00
   1.1414627E+00   4.5307125E-03   6.3894343E+00   1.8357779E+00
   1.1425370E+00   6.6113784E-03   6.3730416E+00   1.8357784E+00
   1.1448494E+00   2.0469362E-02   6.4316688E+00   1.8357923E+00
   1.1460332E+00   3.5760805E-02   6.4514108E+00   1.8358235E+00
   1.1482327E+00  -6.7928717E-03   6.4121976E+00   1.8359374E+00
   1.1493766E+00  -3.1916369E-03   6.3690186E+00   1.8360218E+00
   1.1518388E+00   1.8171517E-02   6.3974252E+00   1.8360726E+00
   1.1531630E+00   1.1730242E-02   6.4085169E+00   1.8361700E+00
   1.1551806E+00   1.7191980E-02   6.3963723E+00   1.8363229E+00
   1.1562657E+00   2.1664042E-02   6.4161611E+00   1.8363662E+00
   1.1586014E+00  -1.8869619E-03   6.4239454E+00   1.8366107E+00
   1.1602416E+00   1.5059316E-02   6.4477754E+00   1.8367659E+00
   1.1620499E+00   1.9079505E-02   6.3958693E+00   1.8371761E+00
   1.1630224E+00   2.3230586E-02   6.3361645E+00   1.8373619E+00
   1.1651158E+00   1.4078294E-02   6.3856153E+00   1.8376007E+00
   1.1662416E+00   1.4957837E-02   6.4372034E+00   1.8377355E+00
   1.1689507E+00   2.1790868E-02   6.4126582E+00   1.8380523E+00
   1.1699454E+00   1.6286671E-02   6.4137101E+00   1.8381218E+00
   1.1720867E+00   1.6644109E-02   6.3339911E+00   1.8386015E+00
   1.1732383E+00   1.6203297E-02   6.3641658E+00   1.8386707E+00
   1.1758089E+00   1.6713535E-02   6.3956933E+00   1.8390267E+00
   1.1767529E+00   1.4358724E-02   6.3625908E+00   1.8390521E+00
   1.1787850E+00   1.3020275E-02   6.3133669E+00   1.8391452E+00
   1.1810251E+00   1.5174649E-02   6.3378596E+00   1.8393123E+00
   1.1819423E+00   2.2702081E-02   6.3573394E+00   1.8393832E+00
   1.1839167E+00   1.3380129E-02   6.3362651E+00   1.8396267E+00
   1.1860933E+00   1.8023079E-02   6.3067818E+00   1.8397281E+00
   1.1872640E+00   1.1741618E-02   6.2813163E+00   1.8397423E+00
   1.1884931E+00   1.5454200E-02   6.2751007E+00   1.8397694E+00
   1.1911390E+00   1.0513573E-02   6.2519655E+00   1.8398709E+00
   1.1925619E+00   1.1482205E-02   6.2567506E+00   1.8399751E+00
   1.1944109E+00   8.8512534E-03   6.2100244E+00   1.8400917E+00
   1.1964494E+00   2.6036153E-02   6.2263312E+00   1.8401911E+00
   1.1975458E+00   2.3578158E-02   6.2165666E+00   1.8402038E+00
   1.1999056E+00   2.5341648E-03   6.1259842E+00   1.8403020E+00
   1.2011749E+00   6.1664116E-03   6.1265140E+00   1.8403270E+00
   1.2025075E+00   9.7925691E-03   6.1341667E+00   1.8404331E+00
   1.2039067E+00   2.0103987E-02   6.1352248E+00   1.8405339E+00
   1.2069093E+00   1.4578972E-02   6.0660830E+00   1.8407700E+00
   1.2085195E+00   6.7132786E-03   6.0683374E+00   1.8409495E+00
   1.2101429E+00   1.7009309E-02   6.0535655E+00   1.8410344E+00
   1.2118474E+00   7.4348561E-03   5.9871650E+00   1.8412102E+00
   1.2133676E+00   9.1399644E-03   5.9622946E+00   1.8413471E+00
   1.2151810E+00   1.6288338E-02   5.9451251E+00   1.8416137E+00
   1.2161149E+00   1.5349827E-02   5.9229121E+00   1.8418576E+00
   1.2181252E+00   1.9957406E-02   5.8588076E+00   1.8421960E+00
   1.2203414E+00   1.5021225E-03   5.8610883E+00   1.8426595E+00
   1.2215334E+00   1.9041531E-03   5.8486071E+00   1.8428562E+00
   1.2227850E+00   1.2921951E-02   5.8496823E+00   1.8430454E+00
   1.2254789E+00   1.3790075E-02   5.7926164E+00   1.8433821E+00
   1.2269006E+00   1.7368248E-02   5.7245569E+00   1.8435465E+00
   1.2283933E+00   1.1941965E-02   5.7319431E+00   1.8437030E+00
   1.2299607E+00   2.2314095E-03   5.7071023E+00   1.8439133E+00
   1.2316065E+00   7.0922244E-03   5.6723690E+00   1.8440382E+00
   1.2333345E+00   8.5039781E-03   5.6046233E+00   1.8442820E+00
   1.2351489E+00   1.0548539E-02   5.5656767E+00   1.8444577E+00
   1.2367971E+00   9.9291392E-03   5.5334954E+00   1.8446046E+00
   1.2385275E+00   9.8146312E-03   5.5158033E+00   1.8446535E+00
   1.2403446E+00   7.8616552E-03   5.4914775E+00   1.8447015E+00
   1.2422526E+00   1.2208804E-02   5.4433537E+00   1.8447280E+00
   1.2440338E+00   1.1370788E-02   5.3707623E+00   1.8447419E+00
   1.2458967E+00   5.3223688E-03   5.3086629E+00   1.8447590E+00
   1.2469245E+00  -9.8546827E-04   5.3058419E+00   1.8447790E+00
   1.2491369E+00   7.8669256E-03   5.1905675E+00   1.8448132E+00
   1.2503268E+00   9.9885641E-03   5.1648231E+00   1.8448005E+00
   1.2528878E+00   8.7303771E-03   5.1268511E+00   1.8447021E+00
   1.2538999E+00   9.9165617E-03   5.0983357E+00   1.8445874E+00
   1.2556628E+00   3.7891387E-03   5.0864682E+00   1.8444616E+00
   1.2576064E+00   7.8303693E-03   4.9872661E+00   1.8443288E+00
   1.2597492E+00   6.9321753E-03   4.8403292E+00   1.8441602E+00
   1.2609016E+00   5.7817190E-03   4.8329439E+00   1.8441260E+00
   1.2633821E+00   7.2378838E-03   4.7293854E+00   1.8439131E+00
   1.2647161E+00   8.3874539E-03   4.7014046E+00   1.8438148E+00
   1.2661169E+00   2.4961052E-03   4.6952066E+00   1.8437294E+00
   1.2675877E+00   7.3954202E-03   4.6525440E+00   1.8436456E+00
   1.2690659E+00   8.4000509E-03   4.5849662E+00   1.8435086E+00
   1.2706181E+00   7.8854784E-03   4.5460086E+00   1.8434105E+00
   1.2736933E+00   7.6340055E-03   4.4239287E+00   1.8431606E+00
   1.2751937E+00   8.6379033E-03   4.3642049E+00   1.8430701E+00
   1.2766733E+00   1.0941448E-02   4.3018694E+00   1.8429924E+00
   1.2781409E+00   8.4698191E-03   4.2371006E+00   1.8429255E+00
   1.2796004E+00   6.9719777E-03   4.1476336E+00   1.8428370E+00
   1.2810526E+00   8.3821155E-03   4.1069441E+00   1.8427881E+00
   1.2839323E+00   4.9892119E-03   4.0149436E+00   1.8426948E+00
   1.2853596E+00   6.9833151E-03   3.9763024E+00   1.8426633E+00
   1.2867948E+00   8.0651557E-03   3.9218700E+00   1.8426228E+00
   1.2881281E+00   8.0652507E-03   3.8605940E+00   1.8425750E+00
   1.2895280E+00   7.7219801E-03   3.7827654E+00   1.8425256E+00
   1.2923340E+00   7.8780996E-03   3.6634781E+00   1.8423696E+00
   1.2938026E+00   6.5311198E-03   3.6025968E+00   1.8422614E+00
   1.2952651E+00   3.4649938E-03   3.5244844E+00   1.8420839E+00
   1.2967198E+00   5.7260492E-03   3.4740658E+00   1.8419453E+00
   1.2981672E+00   8.2324222E-03   3.3808506E+00   1.8417186E+00
   1.3010414E+00   7.5224061E-03   3.2653434E+00   1.8413398E+00
   1.3024681E+00   6.4829504E-03   3.1946092E+00   1.8411175E+00
   1.3038874E+00   8.7304013E-03   3.1457856E+00   1.8409746E+00
   1.3052983E+00   7.6133125E-03   3.0779634E+00   1.8408272E+00
   1.3067008E+00   6.1039445E-03   3.0029478E+00   1.8406835E+00
   1.3094788E+00   5.2238931E-03   2.8595963E+00   1.8403748E+00
   1.3108541E+00   5.5821710E-03   2.8063760E+00   1.8402659E+00
   1.3122212E+00   7.8407386E-03   2.7452619E+00   1.8401862E+00
   1.3135803E+00   8.0900202E-03   2.6635349E+00   1.8401270E+00
   1.3162793E+00   7.4732630E-03   2.4951169E+00   1.8399409E+00
   1.3176212E+00   6.8330583E-03   2.4560182E+00   1.8398734E+00
   1.3189596E+00   6.0029924E-03   2.4053726E+00   1.8398124E+00
   1.3216287E+00   8.2663512E-03   2.2505805E+00   1.8396996E+00
   1.3229609E+00   7.5164041E-03   2.1889691E+00   1.8396357E+00
   1.3242919E+00   6.7554894E-03   2.1029756E+00   1.8395513E+00
   1.3256221E+00   5.9558973E-03   2.0449045E+00   1.8395033E+00
   1.3282794E+00   6.7783352E-03   1.9204011E+00   1.8394369E+00
   1.3295938E+00   6.2164417E-03   1.8365073E+00   1.8394340E+00
   1.3309193E+00   4.7915219E-03   1.7304553E+00   1.8394504E+00
   1.3335657E+00   7.0007360E-03   1.6133322E+00   1.8394490E+00
