  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   12:10:22  02/16/2024 bnvl     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.6131927E+00   3.7267532E-03   2.4752786E+00  -5.2318233E-01
   1.6163194E+00   3.6476906E-03   2.4834645E+00  -5.2638823E-01
   1.6225131E+00   2.6647518E-03   2.5018682E+00  -5.3046405E-01
   1.6255819E+00   2.8892660E-03   2.5067005E+00  -5.3085214E-01
   1.6316673E+00   2.6420599E-03   2.5223179E+00  -5.3456706E-01
   1.6376877E+00   3.4378362E-03   2.5378466E+00  -5.3799647E-01
   1.6406761E+00   2.5766580E-03   2.5511551E+00  -5.4389799E-01
   1.6466075E+00   4.1773142E-03   2.5611234E+00  -5.4432344E-01
   1.6524000E+00   3.4934583E-03   2.5739589E+00  -5.4677510E-01
   1.6580687E+00   1.5828244E-03   2.5907092E+00  -5.5549061E-01
   1.6609538E+00   3.0883800E-03   2.5960157E+00  -5.5529690E-01
   1.6667111E+00   4.7835531E-03   2.6064200E+00  -5.5577189E-01
   1.6724269E+00   4.0599098E-03   2.6193476E+00  -5.5978733E-01
   1.6751437E+00   2.9588654E-03   2.6276543E+00  -5.6249553E-01
   1.6801871E+00   3.7360063E-03   2.6403749E+00  -5.6707495E-01
   1.6850544E+00   4.2100637E-03   2.6473000E+00  -5.7036698E-01
   1.6900063E+00   3.2272055E-03   2.6557066E+00  -5.7340908E-01
   1.6951727E+00   3.4851113E-03   2.6678395E+00  -5.7550305E-01
   1.7005609E+00   2.9625925E-03   2.6740117E+00  -5.7915980E-01
   1.7060878E+00   2.7276233E-03   2.6700656E+00  -5.8671576E-01
   1.7115833E+00   3.6996412E-03   2.6891363E+00  -5.8612853E-01
   1.7170490E+00   3.4664317E-03   2.7066061E+00  -5.8792430E-01
   1.7197720E+00   3.3452706E-03   2.7128465E+00  -5.8939326E-01
   1.7252014E+00   2.5491551E-03   2.6982355E+00  -5.9894848E-01
   1.7306186E+00   4.6119336E-03   2.7132919E+00  -5.9878767E-01
   1.7360289E+00   4.2825737E-03   2.7303576E+00  -6.0009402E-01
   1.7414347E+00   3.5996651E-03   2.7422607E+00  -6.0323280E-01
   1.7441356E+00   1.9599448E-03   2.7149844E+00  -6.0999095E-01
   1.7501613E+00   7.0971362E-03   2.7518451E+00  -6.1026937E-01
   1.7553009E+00   4.8159598E-03   2.7596889E+00  -6.1286187E-01
   1.7601627E+00   3.0563236E-03   2.7573338E+00  -6.1455667E-01
   1.7657909E+00   4.0828926E-03   2.6917622E+00  -6.2270355E-01
   1.7700080E+00   4.0821200E-03   2.7457087E+00  -6.2015587E-01
   1.7756174E+00   3.9114803E-03   2.7882180E+00  -6.2147653E-01
   1.7802651E+00   4.3157949E-03   2.7867329E+00  -6.2664044E-01
   1.7847984E+00   4.5088944E-03   2.7090125E+00  -6.3031030E-01
   1.7892410E+00   5.5741253E-03   2.7262349E+00  -6.3350958E-01
   1.7950302E+00   3.7653097E-03   2.7615662E+00  -6.3316137E-01
   1.7992840E+00   3.4363053E-03   2.7706268E+00  -6.3144684E-01
   1.8048620E+00   4.1877506E-03   2.7494695E+00  -6.3545299E-01
   1.8089937E+00   3.3645239E-03   2.7301364E+00  -6.3844073E-01
   1.8144654E+00   6.1873891E-03   2.7055898E+00  -6.4039868E-01
   1.8199605E+00   3.4780095E-03   2.7765217E+00  -6.3452870E-01
   1.8241578E+00   1.7965203E-03   2.7686341E+00  -6.4311105E-01
   1.8298793E+00   4.6509164E-03   2.7114213E+00  -6.4645338E-01
   1.8342057E+00   4.2298939E-03   2.6908391E+00  -6.4811134E-01
   1.8385247E+00   4.3697180E-03   2.6782608E+00  -6.5191823E-01
   1.8443282E+00   8.0100112E-03   2.6861463E+00  -6.5471035E-01
   1.8487078E+00   4.4345255E-03   2.7000685E+00  -6.5244806E-01
   1.8546087E+00   5.2401163E-03   2.6809042E+00  -6.5589857E-01
   1.8591090E+00   5.1780599E-03   2.6553485E+00  -6.5437287E-01
   1.8636906E+00   5.2519995E-03   2.6476929E+00  -6.6086155E-01
   1.8683838E+00   6.0340557E-03   2.6376681E+00  -6.5546083E-01
   1.8732095E+00   5.1208539E-03   2.6339247E+00  -6.6246754E-01
   1.8781872E+00   5.1730252E-03   2.6227722E+00  -6.6284651E-01
   1.8833563E+00   3.9035822E-03   2.5922179E+00  -6.6500664E-01
   1.8888831E+00   6.3796020E-03   2.5670102E+00  -6.6680241E-01
   1.8930252E+00   5.1402054E-03   2.5558369E+00  -6.6957498E-01
   1.8975918E+00   4.9182056E-03   2.5530744E+00  -6.6938502E-01
   1.9022868E+00   5.3516030E-03   2.5486319E+00  -6.7215985E-01
   1.9092683E+00   5.2141552E-03   2.5152769E+00  -6.7827660E-01
   1.9138842E+00   6.5244418E-03   2.4950697E+00  -6.8033260E-01
   1.9184709E+00   6.9196769E-03   2.4862618E+00  -6.8194550E-01
   1.9230300E+00   5.1049367E-03   2.4672549E+00  -6.8380404E-01
   1.9273912E+00   5.6395950E-03   2.4411640E+00  -6.8674588E-01
   1.9333183E+00   7.1272892E-03   2.4233868E+00  -6.8950671E-01
   1.9369198E+00   5.4682111E-03   2.4151599E+00  -6.9144630E-01
   1.9418948E+00   6.1569558E-03   2.3955576E+00  -6.9434536E-01
   1.9479262E+00   5.7447115E-03   2.3539894E+00  -6.9752985E-01
   1.9521480E+00   6.1334474E-03   2.3217130E+00  -7.0006812E-01
   1.9575398E+00   5.5694673E-03   2.3150537E+00  -7.0350075E-01
   1.9619607E+00   7.0231929E-03   2.3001873E+00  -7.0614457E-01
   1.9676983E+00   6.5639331E-03   2.2693863E+00  -7.0849037E-01
   1.9721644E+00   6.8835490E-03   2.2419453E+00  -7.1144247E-01
   1.9772905E+00   4.3718526E-03   2.2027879E+00  -7.1379846E-01
   1.9818289E+00   1.2676844E-02   2.1593401E+00  -7.1886629E-01
   1.9868840E+00   8.5755466E-03   2.1576495E+00  -7.2023189E-01
   1.9918814E+00   6.6503566E-03   2.1311069E+00  -7.2368878E-01
   1.9968119E+00   4.9466039E-03   2.1017942E+00  -7.2237843E-01
   2.0019522E+00   6.7243557E-03   2.0540829E+00  -7.2668153E-01
   2.0069478E+00   1.0617916E-02   2.0283985E+00  -7.3251677E-01
   2.0117033E+00   6.1486564E-03   2.0097058E+00  -7.3169506E-01
   2.0162735E+00   4.7369795E-03   1.9813386E+00  -7.3505086E-01
   2.0217791E+00   6.1068702E-03   1.9390545E+00  -7.3712444E-01
   2.0260885E+00   2.5029569E-03   1.9020842E+00  -7.3917228E-01
   2.0314221E+00   7.0262547E-03   1.8773444E+00  -7.4132663E-01
   2.0367441E+00   4.7826432E-03   1.8452040E+00  -7.4424738E-01
   2.0409997E+00   4.6136868E-03   1.8175797E+00  -7.4718845E-01
   2.0463562E+00   1.0957395E-03   1.7706722E+00  -7.4861324E-01
   2.0506063E+00   4.3676938E-03   1.7288779E+00  -7.5045615E-01
   2.0558016E+00   3.9518611E-03   1.6929823E+00  -7.5192678E-01
   2.0604360E+00   4.8107821E-03   1.6709080E+00  -7.5338709E-01
   2.0660691E+00   3.1378292E-03   1.6287225E+00  -7.5469029E-01
   2.0708718E+00   3.0172835E-03   1.5935467E+00  -7.5637114E-01
   2.0756443E+00   4.2948304E-03   1.5719482E+00  -7.5889564E-01
   2.0802507E+00   3.6169877E-03   1.5222024E+00  -7.6132011E-01
   2.0851903E+00   4.4831396E-03   1.4884282E+00  -7.6300967E-01
   2.0900879E+00   3.4583944E-03   1.4384816E+00  -7.6365393E-01
   2.0947890E+00   5.6770756E-03   1.4065129E+00  -7.6619625E-01
   2.1008167E+00   4.0938631E-03   1.3766912E+00  -7.6796246E-01
   2.1051793E+00   3.7943695E-03   1.3345776E+00  -7.6765424E-01
   2.1108019E+00   4.0047294E-03   1.2742783E+00  -7.7017063E-01
   2.1148522E+00   2.5670051E-03   1.2489463E+00  -7.7091920E-01
   2.1200168E+00   1.3244203E-03   1.2219234E+00  -7.7236164E-01
   2.1249197E+00   4.0076068E-03   1.1894969E+00  -7.7361566E-01
   2.1295741E+00  -5.4169021E-04   1.1317194E+00  -7.7448386E-01
   2.1352308E+00   4.8376597E-03   1.0768474E+00  -7.7499831E-01
   2.1396143E+00   6.5164478E-03   1.0400395E+00  -7.7448958E-01
   2.1447709E+00   3.4895048E-03   1.0077139E+00  -7.7635765E-01
   2.1495745E+00   1.8530019E-03   9.8526865E-01  -7.7696627E-01
   2.1549754E+00   2.6454206E-03   9.3801934E-01  -7.7914441E-01
   2.1593914E+00   3.0612939E-03   9.1213733E-01  -7.8159946E-01
   2.1645801E+00  -1.0016003E-03   8.5261595E-01  -7.8009844E-01
   2.1697619E+00  -1.0906697E-03   8.0034935E-01  -7.7973652E-01
   2.1739321E+00   2.2711832E-04   7.7350134E-01  -7.8099585E-01
   2.1791246E+00   1.0256241E-03   7.2725356E-01  -7.7863401E-01
   2.1842859E+00  -9.5320697E-04   6.9636667E-01  -7.8012270E-01
   2.1894889E+00   1.2500002E-02   6.5771735E-01  -7.8128397E-01
   2.1936197E+00  -4.9118558E-03   6.0898882E-01  -7.8112662E-01
   2.1994188E+00   1.4468286E-02   5.5261278E-01  -7.8310478E-01
   2.2041225E+00   1.8626513E-03   5.2838308E-01  -7.8153199E-01
   2.2092533E+00  -3.2021485E-03   4.8995537E-01  -7.7913982E-01
   2.2142057E+00  -3.1602422E-03   4.5958784E-01  -7.7436388E-01
   2.2188637E+00   2.7697610E-03   4.1535401E-01  -7.7613604E-01
   2.2232311E+00   3.5640402E-03   3.7850791E-01  -7.7568120E-01
   2.2283881E+00   8.3781928E-03   3.2249701E-01  -7.7395767E-01
   2.2332373E+00  -5.4953509E-04   3.0401364E-01  -7.7102542E-01
   2.2380402E+00  -1.4404641E-02   2.6615703E-01  -7.6965606E-01
   2.2432590E+00  -1.6850770E-02   2.3216805E-01  -7.6191020E-01
   2.2482004E+00  -1.8788185E-02   1.6373371E-01  -7.6064193E-01
   2.2536376E+00  -3.8315482E-03   1.2993152E-01  -7.5914890E-01
   2.2575967E+00  -7.5316150E-04   1.0441147E-01  -7.5734991E-01
   2.2632947E+00  -1.7293457E-02   6.6932291E-02  -7.5477058E-01
   2.2682219E+00  -2.4372970E-03   2.3479683E-02  -7.5229597E-01
   2.2734551E+00  -5.7541002E-03  -3.1865943E-02  -7.4904293E-01
   2.2775016E+00   8.0761295E-03  -3.4921203E-02  -7.4676830E-01
   2.2830849E+00  -1.3592080E-02  -7.4453905E-02  -7.4418986E-01
   2.2883544E+00  -1.8258851E-02  -1.1150070E-01  -7.3973560E-01
   2.2925539E+00   2.1850463E-02  -1.5754607E-01  -7.4006742E-01
   2.2976770E+00  -6.8517453E-03  -1.8228756E-01  -7.3957568E-01
   2.3024826E+00  -1.8442666E-02  -2.6523373E-01  -7.3168558E-01
   2.3075399E+00  -1.1018317E-04  -2.1885502E-01  -7.3053712E-01
   2.3130457E+00  -7.2576012E-03  -2.7450922E-01  -7.2788435E-01
   2.3170290E+00  -7.4905981E-03  -3.3646628E-01  -7.2312468E-01
   2.3224313E+00   2.5318866E-03  -3.4135562E-01  -7.2151327E-01
   2.3276999E+00   2.1456375E-03  -3.8264358E-01  -7.1396154E-01
   2.3324873E+00  -1.0971541E-02  -4.0146455E-01  -7.1248949E-01
   2.3374252E+00  -4.4997046E-03  -4.3936682E-01  -7.1130401E-01
   2.3424580E+00  -2.2359766E-02  -4.8239601E-01  -7.0558566E-01
   2.3474405E+00  -5.3475271E-03  -5.0101423E-01  -7.0013493E-01
   2.3523817E+00   1.2900541E-03  -5.4634857E-01  -6.9614488E-01
   2.3572884E+00  -1.0195071E-02  -5.6550449E-01  -6.9145685E-01
   2.3621628E+00  -1.4639316E-02  -5.7951069E-01  -6.8699718E-01
   2.3670073E+00  -4.7956016E-03  -6.0317653E-01  -6.8335372E-01
   2.3718235E+00  -3.8599165E-03  -6.2550241E-01  -6.7869842E-01
   2.3766150E+00  -8.2301684E-03  -6.4885068E-01  -6.7345363E-01
   2.3813848E+00  -1.0325677E-02  -7.0068508E-01  -6.6598809E-01
   2.3861365E+00  -5.4770033E-03  -7.1957827E-01  -6.6344839E-01
   2.3908737E+00  -1.0588185E-02  -7.2485542E-01  -6.6081649E-01
   2.3967807E+00  -6.2266928E-03  -7.2822678E-01  -6.5382260E-01
   2.4014933E+00  -5.4820231E-03  -7.5638080E-01  -6.4842653E-01
   2.4061949E+00  -7.3730764E-03  -8.0459088E-01  -6.4291739E-01
   2.4108875E+00  -7.7952072E-03  -8.2295549E-01  -6.3725686E-01
   2.4155726E+00  -3.8764735E-03  -8.2112426E-01  -6.3384861E-01
   2.4214206E+00  -5.3612585E-03  -8.2767904E-01  -6.2749195E-01
   2.4260933E+00  -4.2621940E-03  -8.6012280E-01  -6.1974591E-01
   2.4307623E+00  -3.9031890E-03  -9.0702009E-01  -6.1731720E-01
   2.4354279E+00  -2.0141278E-03  -9.2332447E-01  -6.0789877E-01
   2.4400909E+00  -7.3903194E-03  -9.1516238E-01  -6.0334039E-01
   2.4459162E+00  -6.2574847E-03  -9.1565645E-01  -5.9665298E-01
   2.4505746E+00  -6.1967843E-03  -9.4137681E-01  -5.9127063E-01
   2.4551587E+00  -6.8944539E-03  -9.7243512E-01  -5.8483881E-01
   2.4607275E+00  -3.6898248E-03  -1.0135983E+00  -5.7572204E-01
   2.4651620E+00  -6.2781838E-03  -1.0106305E+00  -5.7283956E-01
   2.4701793E+00  -6.7458311E-03  -1.0093832E+00  -5.6983799E-01
   2.4756870E+00  -1.2955382E-02  -1.0135254E+00  -5.6238711E-01
   2.4798884E+00  -1.2420785E-03  -1.0289505E+00  -5.5700558E-01
   2.4854894E+00  -5.6440802E-03  -1.0572426E+00  -5.4741699E-01
   2.4896905E+00  -5.1020836E-03  -1.0751755E+00  -5.4470599E-01
   2.4943261E+00  -1.2097019E-02  -1.0900146E+00  -5.3917241E-01
   2.4991329E+00  -7.7449968E-03  -1.0970527E+00  -5.2938235E-01
   2.5053408E+00  -4.6461551E-03  -1.0988735E+00  -5.2584136E-01
   2.5098681E+00  -5.4763635E-03  -1.1217667E+00  -5.1316190E-01
   2.5143006E+00  -6.6597313E-03  -1.1264603E+00  -5.1539207E-01
   2.5200820E+00  -1.2806224E-02  -1.1341732E+00  -5.0660270E-01
   2.5243337E+00  -1.2893677E-02  -1.1373799E+00  -5.0403035E-01
   2.5299044E+00  -1.7840702E-02  -1.1429615E+00  -4.9437037E-01
   2.5340168E+00  -3.9131530E-03  -1.1504654E+00  -4.9069318E-01
   2.5394232E+00  -7.4012382E-03  -1.1593443E+00  -4.8480198E-01
   2.5434976E+00  -5.3665065E-03  -1.1680659E+00  -4.8195291E-01
   2.5498381E+00  -7.7671451E-03  -1.1778425E+00  -4.7490969E-01
   2.5535038E+00  -8.7583633E-03  -1.1853102E+00  -4.7193938E-01
   2.5593545E+00  -8.3996328E-03  -1.1873902E+00  -4.6572673E-01
   2.5635183E+00  -4.9028690E-03  -1.1913977E+00  -4.6246696E-01
   2.5693252E+00  -9.1111911E-03  -1.1959307E+00  -4.5492792E-01
   2.5730016E+00  -6.6194856E-03  -1.1977358E+00  -4.5239598E-01
   2.5782866E+00  -3.5980439E-03  -1.2041180E+00  -4.4519264E-01
   2.5832767E+00  -1.1405552E-02  -1.2052115E+00  -4.4125694E-01
   2.5879261E+00  -7.2458289E-03  -1.2078980E+00  -4.3772680E-01
   2.5935655E+00  -8.8767298E-03  -1.2093923E+00  -4.3314758E-01
   2.5987530E+00  -3.6591419E-03  -1.2116596E+00  -4.2817351E-01
   2.6038051E+00  -7.0838663E-03  -1.2168846E+00  -4.2225039E-01
   2.6082263E+00  -7.8090043E-03  -1.2219844E+00  -4.1881016E-01
   2.6131575E+00  -7.3270220E-03  -1.2226043E+00  -4.1962597E-01
   2.6178091E+00  -1.3964256E-02  -1.2238946E+00  -4.1189221E-01
   2.6223986E+00  -3.3597422E-03  -1.2197311E+00  -4.1288981E-01
   2.6274402E+00  -3.4798861E-03  -1.2212508E+00  -4.0847757E-01
   2.6333878E+00  -1.0867846E-02  -1.2172643E+00  -4.0421590E-01
   2.6373358E+00  -6.2867259E-03  -1.2187173E+00  -4.0253872E-01
   2.6423180E+00  -3.3506686E-03  -1.2199550E+00  -3.9974594E-01
   2.6474686E+00  -9.5288474E-03  -1.2232548E+00  -3.9809781E-01
   2.6527591E+00  -1.0588440E-02  -1.2176832E+00  -3.9448619E-01
   2.6569333E+00  -1.0393801E-02  -1.2151515E+00  -3.9347437E-01
   2.6623816E+00  -8.4441667E-03  -1.2141838E+00  -3.9068648E-01
   2.6679063E+00  -1.0022163E-02  -1.2119035E+00  -3.8786429E-01
   2.6719260E+00  -1.1712023E-02  -1.2054819E+00  -3.8570404E-01
   2.6777833E+00  -7.8221848E-03  -1.2032750E+00  -3.8237390E-01
   2.6823719E+00  -6.2859706E-03  -1.2001808E+00  -3.8001531E-01
   2.6868374E+00  -8.0768103E-03  -1.1953136E+00  -3.7391037E-01
   2.6914647E+00  -6.6630081E-03  -1.1982750E+00  -3.7308702E-01
   2.6973715E+00  -3.7957586E-03  -1.1932890E+00  -3.7036613E-01
   2.7026496E+00  -8.2263378E-03  -1.1848189E+00  -3.6286280E-01
   2.7069073E+00  -5.7499702E-03  -1.1794235E+00  -3.6121985E-01
   2.7111347E+00  -2.6750385E-03  -1.1752634E+00  -3.6012682E-01
   2.7166166E+00  -4.6646493E-03  -1.1745944E+00  -3.5610038E-01
   2.7214999E+00  -7.6437588E-03  -1.1519672E+00  -3.5165468E-01
   2.7264729E+00  -4.5647472E-03  -1.1656739E+00  -3.4913144E-01
   2.7317033E+00  -8.3051454E-03  -1.1555537E+00  -3.4587628E-01
   2.7366407E+00  -6.8668481E-03  -1.1482670E+00  -3.4452775E-01
   2.7415740E+00   1.2851190E-02  -1.1475000E+00  -3.4194863E-01
   2.7464249E+00  -1.9575480E-02  -1.1476686E+00  -3.3872285E-01
   2.7518396E+00  -2.7901269E-03  -1.1314113E+00  -3.3389622E-01
   2.7563124E+00  -7.7936244E-03  -1.1397456E+00  -3.3193955E-01
   2.7607179E+00  -5.5577327E-03  -1.1267186E+00  -3.2821044E-01
   2.7661121E+00  -7.6386668E-03  -1.1412487E+00  -3.2549539E-01
   2.7713892E+00  -4.4625090E-03  -1.1151078E+00  -3.2155845E-01
   2.7755325E+00  -7.7747530E-03  -1.1039845E+00  -3.1899014E-01
   2.7806194E+00  -4.4127000E-03  -1.0999821E+00  -3.1502467E-01
   2.7856097E+00  -8.2253851E-03  -1.0916184E+00  -3.1295574E-01
   2.7905097E+00  -4.6853186E-03  -1.0939326E+00  -3.1039393E-01
   2.7953243E+00  -5.0594630E-03  -1.0788410E+00  -3.0631673E-01
   2.8009965E+00  -4.0266528E-03  -1.0644554E+00  -3.0032733E-01
   2.8056405E+00  -2.4775953E-03  -1.0639678E+00  -2.9830956E-01
   2.8100863E+00  -2.2354189E-03  -1.0619999E+00  -2.9546228E-01
   2.8154702E+00  -2.2936496E-03  -1.0536578E+00  -2.9249176E-01
   2.8199010E+00  -4.7787698E-03  -1.0409561E+00  -2.8814030E-01
   2.8251383E+00  -2.5476911E-03  -1.0225015E+00  -2.8534886E-01
   2.8302934E+00   9.3596289E-04  -1.0280387E+00  -2.7888268E-01
   2.8355043E+00  -2.5090133E-03  -1.0221765E+00  -2.7753040E-01
   2.8397191E+00  -2.2414790E-03  -1.0160339E+00  -2.7533072E-01
   2.8448422E+00  -2.5854984E-03  -1.0061328E+00  -2.7228197E-01
   2.8499916E+00  -3.5261482E-03  -9.9726957E-01  -2.6778212E-01
   2.8551488E+00  -3.8487634E-03  -9.9083579E-01  -2.6472554E-01
   2.8602448E+00  -4.4491007E-03  -9.8053026E-01  -2.6044825E-01
   2.8640237E+00  -2.8478834E-03  -9.7564244E-01  -2.5870827E-01
   2.8700035E+00  -2.1803831E-03  -9.7530842E-01  -2.5505278E-01
   2.8748047E+00  -2.0812126E-03  -9.5485348E-01  -2.4949053E-01
   2.8795846E+00  -1.8558409E-03  -9.5264399E-01  -2.4795905E-01
   2.8843439E+00  -1.4747150E-03  -9.4559544E-01  -2.4661469E-01
   2.8890796E+00  -1.7263761E-03  -9.3672907E-01  -2.4235424E-01
   2.8937924E+00  -2.3906834E-03  -9.2887563E-01  -2.3922925E-01
   2.8984857E+00  -3.9084302E-03  -9.2150801E-01  -2.3703748E-01
   2.9047143E+00  -3.0830870E-03  -9.1669357E-01  -2.3241633E-01
   2.9093685E+00  -4.7460324E-03  -8.9238721E-01  -2.3099814E-01
   2.9140153E+00  -3.7651579E-03  -8.8659364E-01  -2.2708547E-01
   2.9186585E+00  -1.2250821E-03  -8.9290094E-01  -2.2250661E-01
   2.9233000E+00  -9.1948610E-04  -8.9459121E-01  -2.2138381E-01
   2.9294906E+00   3.7423457E-04  -8.7158161E-01  -2.1721561E-01
   2.9341333E+00   8.3693152E-04  -8.7275463E-01  -2.1515098E-01
   2.9387829E+00   1.6719481E-04  -8.5015363E-01  -2.1269341E-01
   2.9434538E+00   2.1042011E-04  -8.5277402E-01  -2.1019839E-01
   2.9481411E+00   2.7751031E-03  -8.2538676E-01  -2.0339742E-01
   2.9528389E+00   1.2497182E-05  -8.2952285E-01  -2.0637408E-01
   2.9591403E+00   1.2055154E-04  -8.5349613E-01  -2.0427395E-01
   2.9638915E+00   2.8382111E-03  -8.4199297E-01  -2.0100035E-01
   2.9686608E+00  -5.0107432E-03  -8.3856577E-01  -1.9946969E-01
   2.9734454E+00   5.4018139E-03  -8.3238584E-01  -1.9488686E-01
   2.9782426E+00   2.7002373E-03  -8.0434406E-01  -1.9279300E-01
   2.9833117E+00  -3.1338239E-04  -7.7836806E-01  -1.9068156E-01
   2.9882340E+00  -4.6879421E-03  -7.8485525E-01  -1.9019651E-01
   2.9938004E+00   1.5013473E-03  -7.8846800E-01  -1.8841554E-01
   2.9978158E+00   3.7791894E-03  -7.6488376E-01  -1.8366393E-01
   3.0019317E+00  -4.6145259E-03  -7.6785570E-01  -1.7724673E-01
   3.0081782E+00  -4.7327052E-03  -7.7831376E-01  -1.7841028E-01
   3.0120301E+00   7.3256185E-03  -7.5289744E-01  -1.8272808E-01
   3.0174904E+00   1.0264688E-02  -7.4776477E-01  -1.8205000E-01
   3.0225778E+00   3.3435924E-03  -7.4894083E-01  -1.7850472E-01
   3.0279567E+00   3.9892630E-03  -7.3479438E-01  -1.7508927E-01
   3.0315082E+00   1.9395946E-03  -7.3755950E-01  -1.7355949E-01
   3.0365772E+00  -2.3922906E-04  -7.1221614E-01  -1.6876438E-01
   3.0415533E+00   2.5830776E-03  -7.1588039E-01  -1.7000595E-01
   3.0464647E+00   4.4288239E-03  -7.1255106E-01  -1.6934970E-01
   3.0528142E+00   1.4989430E-03  -6.6412574E-01  -1.6084446E-01
   3.0576177E+00   5.2085523E-03  -6.8124324E-01  -1.6318670E-01
   3.0625448E+00   3.4240826E-03  -6.9477063E-01  -1.6164951E-01
   3.0676606E+00  -8.1632880E-04  -6.8596107E-01  -1.5954694E-01
   3.0710945E+00  -1.3907094E-03  -6.3321537E-01  -1.5606430E-01
   3.0763958E+00   1.9105768E-03  -6.9676399E-01  -1.5960494E-01
   3.0819209E+00  -3.0819376E-03  -6.2173986E-01  -1.5150145E-01
   3.0869486E+00  -1.3238683E-03  -6.3306826E-01  -1.4865446E-01
   3.0916979E+00  -1.0473044E-03  -6.4040977E-01  -1.5048015E-01
   3.0963356E+00  -9.8858285E-04  -6.2318039E-01  -1.4747576E-01
   3.1014800E+00  -2.6869702E-03  -5.6331903E-01  -1.4506301E-01
   3.1060607E+00  -2.1515526E-04  -6.2300450E-01  -1.4240696E-01
   3.1108701E+00  -3.7830193E-03  -5.9280354E-01  -1.3663535E-01
   3.1165199E+00  -1.7469431E-03  -5.7461113E-01  -1.3606556E-01
   3.1216905E+00  -2.3779087E-03  -5.7094425E-01  -1.3449124E-01
   3.1256921E+00  -7.6025045E-03  -5.6848192E-01  -1.2963313E-01
   3.1309006E+00  -3.3951756E-03  -5.6604069E-01  -1.2944175E-01
   3.1353977E+00  -2.9288577E-03  -5.5827248E-01  -1.2780550E-01
   3.1413729E+00  -2.2842437E-03  -5.4069281E-01  -1.2505944E-01
   3.1459055E+00  -3.3321918E-03  -5.3001082E-01  -1.2370761E-01
   3.1512563E+00  -2.2706497E-03  -5.1854235E-01  -1.2301291E-01
   3.1551487E+00  -2.1963138E-03  -5.2368248E-01  -1.2352581E-01
   3.1598802E+00  -2.2528437E-03  -5.1420838E-01  -1.2162959E-01
   3.1656268E+00  -4.5758691E-03  -4.9310309E-01  -1.1778928E-01
   3.1702833E+00   7.7681296E-05  -4.8595664E-01  -1.2147788E-01
   3.1749201E+00   4.8361544E-04  -4.8054725E-01  -1.1921830E-01
   3.1806993E+00   7.0477341E-04  -4.6344537E-01  -1.1849738E-01
   3.1853871E+00  -2.2076457E-03  -4.4793320E-01  -1.1733415E-01
   3.1900539E+00  -2.2631020E-03  -4.5297840E-01  -1.1543027E-01
   3.1956520E+00  -2.9258025E-03  -4.4322744E-01  -1.1485437E-01
   3.1999326E+00  -3.1070968E-03  -4.2862946E-01  -1.1418343E-01
   3.2053890E+00  -2.5510513E-03  -4.0775311E-01  -1.1346371E-01
   3.2093253E+00   1.3756560E-03  -4.0015709E-01  -1.1209232E-01
   3.2144067E+00  -1.8263482E-03  -3.9145240E-01  -1.1256837E-01
   3.2193267E+00  -1.3583542E-03  -3.8584292E-01  -1.1256997E-01
   3.2241380E+00  -1.3890626E-03  -3.7534270E-01  -1.1243851E-01
   3.2299910E+00  -1.0062521E-03  -3.5496873E-01  -1.1217260E-01
   3.2345614E+00  -7.7500183E-04  -3.4132612E-01  -1.1206169E-01
   3.2390447E+00  -1.1338480E-03  -3.3931667E-01  -1.1130676E-01
   3.2445483E+00  -1.5105742E-04  -3.2177866E-01  -1.1188194E-01
   3.2488840E+00   4.5985446E-04  -3.1587264E-01  -1.1158403E-01
   3.2542334E+00   1.2092371E-03  -2.9818687E-01  -1.1188923E-01
   3.2587390E+00   1.0636807E-03  -2.8581494E-01  -1.1201490E-01
   3.2645643E+00   4.1062871E-04  -2.5620663E-01  -1.1074666E-01
   3.2691791E+00   1.5545627E-03  -2.5715625E-01  -1.1124315E-01
   3.2737622E+00   2.0347219E-03  -2.5344780E-01  -1.1150593E-01
   3.2783146E+00   8.7116525E-04  -2.4095859E-01  -1.1122706E-01
   3.2839639E+00   5.2548136E-04  -2.1712221E-01  -1.1217767E-01
   3.2885091E+00  -5.1054405E-04  -2.0521109E-01  -1.1763643E-01
   3.2938356E+00  -2.1008089E-04  -1.9653307E-01  -1.1113892E-01
   3.2984216E+00  -9.5396099E-04  -1.9335817E-01  -1.1049060E-01
   3.3030262E+00  -1.5749008E-03  -1.7853522E-01  -1.1066365E-01
   3.3090475E+00  -2.4389195E-04  -1.5381931E-01  -1.1176448E-01
   3.3134847E+00  -2.3745247E-03  -1.2924981E-01  -1.1184390E-01
   3.3178649E+00  -3.6933317E-03  -1.2379748E-01  -1.1225977E-01
   3.3236306E+00  -3.1923659E-03  -1.2217820E-01  -1.1315762E-01
   3.3279047E+00  -1.8596418E-03  -1.1684065E-01  -1.1361643E-01
   3.3335469E+00  -2.5903252E-03  -9.5876962E-02  -1.1406986E-01
   3.3377419E+00  -5.4486049E-04  -7.1819872E-02  -1.1516832E-01
   3.3432925E+00  -7.0292433E-04  -5.8427870E-02  -1.1526344E-01
