  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   11:31:13  02/26/2024 iqbp     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1001      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1455652E+00  -3.2431021E-02  -5.7964253E+00   3.0232613E+00
   1.1487064E+00  -4.0644281E-02  -5.7794566E+00   3.0333040E+00
   1.1517872E+00  -1.0782900E-02  -5.7303553E+00   3.0328953E+00
   1.1563051E+00   3.8730230E-02  -5.6913338E+00   3.0343823E+00
   1.1592520E+00  -1.6099725E-02  -5.6305361E+00   3.0265708E+00
   1.1622424E+00  -4.8621312E-02  -5.6067548E+00   3.0283158E+00
   1.1654001E+00  -5.9819177E-02  -5.5329132E+00   3.0231175E+00
   1.1699390E+00  -2.2716945E-02  -5.4823623E+00   3.0213726E+00
   1.1720773E+00  -8.7971106E-02  -5.4458351E+00   3.0291586E+00
   1.1757026E+00   4.3717169E-04  -5.3563304E+00   3.0296314E+00
   1.1797504E+00   6.4341262E-02  -5.3410039E+00   3.0244541E+00
   1.1824685E+00   2.8189994E-02  -5.3168559E+00   3.0208361E+00
   1.1853670E+00   5.3667974E-02  -5.2773638E+00   3.0225885E+00
   1.1885625E+00  -1.5156973E-02  -5.3148499E+00   3.0350599E+00
   1.1918287E+00  -9.9308062E-03  -5.1869798E+00   3.0522909E+00
   1.1966316E+00   1.9199539E-02  -5.0717049E+00   3.0265210E+00
   1.1997223E+00   1.5826343E-01  -5.0514722E+00   3.0300965E+00
   1.2029244E+00  -2.9087313E-02  -4.9758263E+00   3.0579998E+00
   1.2060952E+00  -4.5288835E-02  -4.9306021E+00   3.0368159E+00
   1.2091801E+00   1.0142440E-01  -4.9435329E+00   3.0011320E+00
   1.2122586E+00   2.0859700E-02  -4.8854527E+00   3.0244598E+00
   1.2153004E+00   1.1931890E-02  -4.8176723E+00   3.0305879E+00
   1.2198418E+00   4.6914302E-02  -4.7538023E+00   3.0376151E+00
   1.2228031E+00  -5.8657122E-03  -4.7001438E+00   3.0348561E+00
   1.2254262E+00  -7.2899526E-03  -4.6353998E+00   3.0202868E+00
   1.2295521E+00  -4.8557658E-02  -4.5325665E+00   3.0333753E+00
   1.2326459E+00   5.0791807E-02  -4.4750896E+00   3.0340099E+00
   1.2358999E+00   7.6964006E-02  -4.4666920E+00   3.0320957E+00
   1.2392318E+00  -2.8081024E-03  -4.4458747E+00   3.0363569E+00
   1.2425137E+00   5.4892385E-04  -4.4112339E+00   3.0364878E+00
   1.2457242E+00   1.9101320E-02  -4.3766384E+00   3.0405948E+00
   1.2488836E+00  -5.2765045E-02  -4.3160586E+00   3.0172830E+00
   1.2521348E+00   2.0632623E-02  -4.1578255E+00   3.0402868E+00
   1.2554556E+00   5.7689149E-02  -4.1415792E+00   3.0318675E+00
   1.2588233E+00  -4.6152197E-02  -4.1199036E+00   3.0428462E+00
   1.2621722E+00   5.6308266E-02  -4.0880928E+00   3.0370822E+00
   1.2655119E+00   1.1532145E-01  -4.0671706E+00   3.0530152E+00
   1.2689004E+00   3.5277843E-02  -4.0180645E+00   3.0469642E+00
   1.2726282E+00  -3.4827285E-02  -3.8313932E+00   3.0404649E+00
   1.2754344E+00   2.0185830E-02  -3.7876868E+00   3.0409808E+00
   1.2801921E+00   2.0731481E-02  -3.7638597E+00   3.0443246E+00
   1.2836322E+00   2.4345703E-02  -3.7224629E+00   3.0431285E+00
   1.2853273E+00   2.5484446E-02  -3.6869521E+00   3.0423379E+00
   1.2902772E+00   7.9863153E-02  -3.6463327E+00   3.0415699E+00
   1.2935339E+00   4.2257521E-02  -3.5726743E+00   3.0459092E+00
   1.2967678E+00  -4.2741798E-02  -3.4520617E+00   3.0486236E+00
   1.2998989E+00   6.9433581E-03  -3.3602116E+00   3.0502851E+00
   1.3030622E+00   5.8789864E-02  -3.3403244E+00   3.0482907E+00
   1.3062612E+00   2.2872714E-02  -3.2690110E+00   3.0500910E+00
   1.3092755E+00   8.1945747E-02  -3.2453778E+00   3.0504615E+00
   1.3123057E+00   3.6564216E-02  -3.2315001E+00   3.0491307E+00
   1.3167009E+00   2.5648549E-02  -3.0148809E+00   3.0497277E+00
   1.3196325E+00   3.1631440E-02  -3.0067785E+00   3.0524070E+00
   1.3225238E+00   4.0142249E-02  -2.9321744E+00   3.0527804E+00
   1.3267702E+00   2.9741434E-02  -2.8337388E+00   3.0529900E+00
   1.3297933E+00   3.8657695E-02  -2.8119981E+00   3.0537724E+00
   1.3329233E+00   4.1570645E-02  -2.8055806E+00   3.0540051E+00
   1.3359582E+00  -6.1848578E-03  -2.7536395E+00   3.0554957E+00
   1.3402846E+00   2.7708467E-02  -2.6332984E+00   3.0581133E+00
   1.3430974E+00   8.9978889E-02  -2.5243886E+00   3.0630102E+00
   1.3458730E+00  -1.1400282E-01  -2.3866363E+00   3.0596285E+00
   1.3500053E+00   7.1710804E-03  -2.3393018E+00   3.0631053E+00
   1.3527585E+00  -7.3615059E-02  -2.2937608E+00   3.0651526E+00
   1.3568908E+00  -5.1393528E-02  -2.2302258E+00   3.0638208E+00
   1.3596967E+00  -4.7484390E-02  -2.2475471E+00   3.0636754E+00
   1.3626211E+00  -5.9364706E-02  -2.1381125E+00   3.0649583E+00
   1.3670059E+00  -1.2155988E-01  -1.9704975E+00   3.0671127E+00
   1.3698716E+00  -8.5644178E-02  -1.9556206E+00   3.0614698E+00
   1.3726872E+00  -7.8644276E-02  -1.8239446E+00   3.0612812E+00
   1.3768851E+00  -2.9176766E-02  -1.7460359E+00   3.0742543E+00
   1.3796420E+00   9.0158604E-02  -1.6941911E+00   3.0608909E+00
   1.3824332E+00  -6.3211955E-02  -1.6512771E+00   3.0504217E+00
   1.3866199E+00  -6.2950321E-02  -1.5579263E+00   3.0614796E+00
   1.3894111E+00  -5.9850335E-02  -1.4976590E+00   3.0601063E+00
   1.3935432E+00  -5.9087615E-02  -1.3862617E+00   3.0633321E+00
   1.3965472E+00  -3.5901535E-02  -1.3087180E+00   3.0614812E+00
   1.3992411E+00  -7.7950768E-02  -1.2654023E+00   3.0820644E+00
   1.4033386E+00  -2.2490827E-02  -1.0722266E+00   3.0614550E+00
   1.4063294E+00  -3.2374855E-02  -9.3322748E-01   3.0663712E+00
   1.4097917E+00  -6.2667257E-03  -9.0462977E-01   3.0662882E+00
   1.4137996E+00  -4.7957458E-02  -8.7081146E-01   3.0673568E+00
   1.4168168E+00  -1.6866814E-02  -8.3456528E-01   3.0699451E+00
   1.4200442E+00  -1.9155925E-02  -7.8790629E-01   3.0718641E+00
   1.4232850E+00  -4.1038625E-02  -6.8636388E-01   3.0682144E+00
   1.4265431E+00  -3.3037983E-02  -6.1103117E-01   3.0655806E+00
   1.4298102E+00   3.9414972E-02  -4.9450356E-01   3.0898321E+00
   1.4330770E+00   5.3116726E-03  -3.3975622E-01   3.0684915E+00
   1.4363419E+00  -3.6435295E-02  -2.7830133E-01   3.0796254E+00
   1.4396769E+00  -8.1473835E-02  -1.9781333E-01   3.0648010E+00
   1.4429584E+00  -4.3214880E-02  -1.6944405E-01   3.0751870E+00
   1.4461890E+00  -3.8078621E-02  -1.5111626E-02   3.0762649E+00
   1.4491782E+00  -3.9608959E-02   3.4372613E-02   3.0772302E+00
   1.4536039E+00  -3.9903332E-02   1.3875891E-01   3.0778277E+00
   1.4564981E+00  -5.1714323E-02   2.1340930E-01   3.0859096E+00
   1.4594632E+00   1.0916539E-02   2.8104001E-01   3.0878057E+00
   1.4639117E+00  -1.0956046E-01   4.4256818E-01   3.0808921E+00
   1.4668416E+00  -5.1622532E-02   5.0069743E-01   3.0839398E+00
   1.4697301E+00  -1.1941275E-02   5.0650191E-01   3.0830066E+00
   1.4725957E+00  -7.4270807E-02   5.8188725E-01   3.0864587E+00
   1.4768937E+00   4.7440734E-02   7.5634152E-01   3.0867991E+00
   1.4799054E+00   6.9948258E-03   8.8568962E-01   3.0864961E+00
   1.4831903E+00  -5.0106291E-02   9.2099255E-01   3.0890551E+00
   1.4862857E+00  -9.9321129E-03   1.0012350E+00   3.0894573E+00
   1.4891797E+00  -1.3108682E-02   1.0875024E+00   3.0881090E+00
   1.4940865E+00  -3.5750628E-02   1.2183726E+00   3.0906572E+00
   1.4958239E+00  -5.5663407E-02   1.2562917E+00   3.0827982E+00
   1.4992758E+00  -2.2824986E-02   1.3587288E+00   3.0957677E+00
   1.5026979E+00  -6.6891521E-02   1.4802629E+00   3.0977068E+00
   1.5060903E+00  -7.6157018E-03   1.5567855E+00   3.1011248E+00
   1.5097330E+00  -3.5166185E-02   1.5995414E+00   3.1054647E+00
   1.5137491E+00  -5.5991426E-02   1.7425727E+00   3.1008108E+00
   1.5159090E+00  -4.0460892E-02   1.8413035E+00   3.0998375E+00
   1.5191733E+00  -8.4870942E-02   1.8489975E+00   3.1025715E+00
   1.5241317E+00   2.7747639E-02   1.9984989E+00   3.1043732E+00
   1.5258503E+00   4.0504128E-02   2.0645127E+00   3.1025398E+00
   1.5292938E+00  -9.3537951E-03   2.1690633E+00   3.1083298E+00
   1.5327344E+00   1.3926010E-02   2.3336689E+00   3.1091099E+00
   1.5360867E+00  -1.1946958E-02   2.3539386E+00   3.1168437E+00
   1.5393761E+00  -6.9143102E-02   2.4104965E+00   3.1192563E+00
   1.5436943E+00  -1.1135134E-01   2.5814579E+00   3.1182046E+00
   1.5461118E+00  -5.3957883E-02   2.7146230E+00   3.1189275E+00
   1.5501647E+00   3.4045849E-02   2.8310232E+00   3.1173282E+00
   1.5531484E+00  -3.9968479E-02   2.9049573E+00   3.1233473E+00
   1.5564679E+00   1.2368133E-01   3.1096880E+00   3.1295233E+00
   1.5597060E+00  -9.9045895E-03   3.1002588E+00   3.0846405E+00
   1.5633626E+00   1.5384124E-02   3.1363852E+00   3.1220882E+00
   1.5661151E+00  -5.5358112E-03   3.1948364E+00   3.1252222E+00
   1.5707819E+00  -3.3524614E-02   3.3225658E+00   3.1271009E+00
   1.5742950E+00   5.7721586E-04   3.4742935E+00   3.1256554E+00
   1.5761844E+00  -2.0551296E-02   3.4934220E+00   3.1275499E+00
   1.5799950E+00  -4.3425489E-02   3.7054026E+00   3.1456287E+00
   1.5838723E+00  -5.4125030E-02   3.8116765E+00   3.1399753E+00
   1.5873795E+00  -8.8572867E-02   3.7771945E+00   3.1400318E+00
   1.5908138E+00  -6.9893062E-02   3.9784238E+00   3.1457176E+00
   1.5941602E+00  -4.0292051E-02   4.1542497E+00   3.1348782E+00
   1.5973989E+00  -1.2138172E-02   4.2001328E+00   3.1444938E+00
   1.6005217E+00  -8.8045895E-02   4.3309555E+00   3.1475530E+00
   1.6035866E+00  -9.4417017E-03   4.4046884E+00   3.1454697E+00
   1.6067077E+00   5.3530518E-04   4.4688649E+00   3.1459105E+00
   1.6099355E+00   1.8963251E-03   4.5656104E+00   3.1383016E+00
   1.6132357E+00  -6.6257149E-02   4.6284490E+00   3.1407740E+00
   1.6166121E+00  -3.9199419E-02   4.7267194E+00   3.1498890E+00
   1.6200223E+00  -7.1343012E-02   4.8172569E+00   3.1617637E+00
   1.6234485E+00  -4.2579427E-02   5.0314445E+00   3.1564343E+00
   1.6267797E+00  -6.9658443E-02   5.1467390E+00   3.1548293E+00
   1.6300184E+00  -5.9237882E-02   5.2286816E+00   3.1623590E+00
   1.6332235E+00  -1.8499099E-02   5.3620610E+00   3.1645153E+00
   1.6364371E+00  -3.5783350E-02   5.4578118E+00   3.1653326E+00
   1.6396699E+00   2.9205752E-03   5.4271541E+00   3.1628351E+00
   1.6429316E+00  -3.8689066E-02   5.5665979E+00   3.1712408E+00
   1.6462045E+00  -8.7825097E-02   5.6885581E+00   3.1777096E+00
   1.6494862E+00  -7.6386042E-02   5.7659149E+00   3.1819708E+00
   1.6528156E+00  -4.1898243E-02   5.9847388E+00   3.1734431E+00
   1.6562041E+00  -3.8515333E-02   6.0913434E+00   3.1770091E+00
   1.6597451E+00  -6.1356537E-02   6.1597757E+00   3.1551330E+00
   1.6632206E+00  -5.9547160E-02   6.2258558E+00   3.1769230E+00
   1.6663542E+00  -4.4960920E-02   6.3472700E+00   3.1957471E+00
   1.6705536E+00  -2.2622101E-02   6.5213008E+00   3.2316976E+00
   1.6736988E+00  -7.6686271E-02   6.5972915E+00   3.2161694E+00
   1.6765468E+00   2.2400944E-02   6.5888338E+00   3.2144926E+00
   1.6808397E+00  -8.5657515E-02   6.8157096E+00   3.2230070E+00
   1.6832583E+00   1.7925214E-02   6.7851067E+00   3.2214713E+00
   1.6868029E+00  -9.5843375E-02   7.0071940E+00   3.2205775E+00
   1.6908364E+00   8.8162720E-03   7.0298791E+00   3.2253821E+00
   1.6938728E+00   4.1364137E-02   7.1703682E+00   3.2244134E+00
   1.6972204E+00   1.3275586E-02   7.2845602E+00   3.2489893E+00
   1.7008462E+00  -1.7297333E-02   7.3516817E+00   3.2382834E+00
   1.7042611E+00   5.8068272E-02   7.4065776E+00   3.2425482E+00
   1.7074468E+00   4.7179986E-02   7.5224628E+00   3.2505774E+00
   1.7105606E+00   2.3357913E-02   7.5999756E+00   3.2460501E+00
   1.7139610E+00  -1.8307412E-02   7.7871695E+00   3.2628620E+00
   1.7174784E+00   4.7020435E-02   7.8795562E+00   3.2630060E+00
   1.7209495E+00   1.8229093E-01   7.8579936E+00   3.2653453E+00
   1.7243654E+00  -3.7719775E-02   8.0638313E+00   3.2724860E+00
   1.7276829E+00  -6.3207410E-02   8.1689501E+00   3.2814455E+00
   1.7309715E+00   9.3904339E-02   8.1654329E+00   3.2824202E+00
   1.7342318E+00   6.4547816E-03   8.3829279E+00   3.2899666E+00
   1.7374501E+00  -1.6320342E-02   8.4431591E+00   3.2951679E+00
   1.7406124E+00   9.0388715E-02   8.5294123E+00   3.2993793E+00
   1.7437230E+00   4.2460322E-02   8.6037464E+00   3.3023446E+00
   1.7467998E+00   7.3875128E-03   8.6694384E+00   3.3041842E+00
   1.7498434E+00   1.0166186E-01   8.7460022E+00   3.3064723E+00
   1.7543814E+00   2.6832911E-04   8.9287958E+00   3.3123908E+00
   1.7570499E+00  -6.6176552E-04   9.1611967E+00   3.3141096E+00
   1.7601663E+00   1.8434126E-02   9.1501417E+00   3.3281636E+00
   1.7640488E+00   6.0934134E-02   9.0985632E+00   3.3256571E+00
   1.7668759E+00  -6.7522265E-02   9.2512808E+00   3.3210437E+00
   1.7701485E+00   7.2628096E-02   9.2687359E+00   3.3253968E+00
   1.7737846E+00   1.0137719E-01   9.3194656E+00   3.3326862E+00
   1.7773664E+00   6.0608536E-02   9.5452127E+00   3.3404493E+00
   1.7808436E+00   1.3018978E-01   9.6485472E+00   3.3370445E+00
   1.7842585E+00   8.3889607E-03   9.8465300E+00   3.3481052E+00
   1.7876588E+00  -8.5844927E-02   9.8375187E+00   3.3446186E+00
   1.7910295E+00  -1.3353834E-01   9.8579035E+00   3.3638196E+00
   1.7943803E+00  -1.0051237E-02   9.9288969E+00   3.3644547E+00
   1.7976974E+00   8.0873951E-02   9.9750719E+00   3.3520477E+00
   1.8008541E+00   4.2000867E-02   1.0082873E+01   3.3433313E+00
   1.8040059E+00  -3.0476963E-02   1.0194395E+01   3.3637855E+00
   1.8072435E+00   2.0351751E-01   1.0165352E+01   3.3826485E+00
   1.8104645E+00   2.8943455E-02   1.0274156E+01   3.3691571E+00
   1.8136587E+00  -2.1236379E-02   1.0367382E+01   3.3640013E+00
   1.8167948E+00  -9.4363935E-02   1.0485932E+01   3.3798578E+00
   1.8209684E+00  -4.1503601E-02   1.0423373E+01   3.3955777E+00
   1.8242226E+00   1.7384352E-01   1.0570560E+01   3.3816514E+00
   1.8276168E+00  -7.0691533E-02   1.0634360E+01   3.3807838E+00
   1.8310244E+00  -5.5213951E-02   1.0734633E+01   3.3974230E+00
   1.8344363E+00   8.5896000E-02   1.0693346E+01   3.3997750E+00
   1.8379267E+00  -3.0247254E-02   1.0715929E+01   3.3900039E+00
   1.8405145E+00  -5.0200071E-02   1.0830061E+01   3.3988998E+00
   1.8433676E+00  -7.6959945E-02   1.0910012E+01   3.4281464E+00
   1.8481524E+00  -4.9378145E-03   1.0964362E+01   3.4058368E+00
   1.8513596E+00   6.9029376E-02   1.0962094E+01   3.4089825E+00
   1.8547853E+00  -3.4937523E-02   1.1089292E+01   3.4265528E+00
   1.8566077E+00  -3.9625321E-02   1.1093592E+01   3.4206653E+00
   1.8600518E+00  -5.2449822E-02   1.1182738E+01   3.4279296E+00
   1.8638488E+00   6.1957263E-03   1.1209100E+01   3.4318390E+00
   1.8678534E+00  -6.8510935E-02   1.1261382E+01   3.4420428E+00
   1.8703768E+00   1.2446105E-01   1.1289246E+01   3.4187260E+00
   1.8743873E+00   1.5962642E-02   1.1358588E+01   3.4291971E+00
   1.8773128E+00  -1.0208847E-01   1.1441375E+01   3.4483953E+00
   1.8805380E+00   1.4482385E-02   1.1363224E+01   3.4373379E+00
   1.8840939E+00   1.2458956E-01   1.1379853E+01   3.4147058E+00
   1.8880142E+00   1.1470714E-01   1.1490413E+01   3.4019301E+00
   1.8900841E+00   8.8814944E-02   1.1557111E+01   3.4056911E+00
   1.8942636E+00  -1.1004786E-02   1.1615085E+01   3.4283817E+00
   1.8974098E+00   6.3309460E-03   1.1606378E+01   3.4352741E+00
   1.9008784E+00   1.2001623E-01   1.1685660E+01   3.4207642E+00
   1.9047025E+00  -4.0303756E-02   1.1745099E+01   3.4312756E+00
   1.9072778E+00  -5.6219347E-02   1.1745855E+01   3.4366531E+00
   1.9101171E+00   1.1463798E-02   1.1738951E+01   3.4336045E+00
   1.9149308E+00   5.7401001E-02   1.1815298E+01   3.4259582E+00
   1.9166985E+00   8.4053308E-02   1.1768317E+01   3.4220395E+00
   1.9204961E+00   9.4938613E-02   1.1836659E+01   3.4128516E+00
   1.9240457E+00  -1.3247437E-02   1.1872916E+01   3.4220841E+00
   1.9273748E+00   5.5638142E-02   1.1818702E+01   3.4278190E+00
   1.9305974E+00  -3.6941949E-02   1.1859053E+01   3.4227934E+00
   1.9336803E+00  -2.2542151E-02   1.1905879E+01   3.4230342E+00
   1.9370792E+00   6.3747376E-02   1.1923374E+01   3.4133282E+00
   1.9408016E+00  -5.8077327E-03   1.1956939E+01   3.4110966E+00
   1.9440181E+00   4.4653345E-02   1.1948345E+01   3.4144890E+00
   1.9471090E+00   1.5798854E-02   1.1961411E+01   3.4157541E+00
   1.9505166E+00  -5.2203022E-02   1.1973564E+01   3.4219811E+00
   1.9542217E+00   1.4549193E-01   1.1967385E+01   3.4156842E+00
   1.9570649E+00  -2.4677921E-02   1.1990864E+01   3.4131439E+00
   1.9601994E+00  -1.3411047E-02   1.1981669E+01   3.4169509E+00
   1.9636552E+00   4.0656235E-02   1.1980897E+01   3.4169312E+00
   1.9672968E+00   5.0585974E-02   1.2006433E+01   3.4167881E+00
   1.9704816E+00  -2.2659210E-02   1.2002241E+01   3.4136894E+00
   1.9750247E+00   4.2681355E-02   1.1999421E+01   3.4148352E+00
   1.9784446E+00  -4.7150619E-02   1.1968845E+01   3.4185882E+00
   1.9802830E+00  -4.2164262E-02   1.1963791E+01   3.4205868E+00
   1.9851853E+00  -1.7913818E-02   1.2023410E+01   3.4179063E+00
   1.9868381E+00   4.8943102E-02   1.2029707E+01   3.4106810E+00
   1.9903958E+00   2.4096772E-02   1.1950384E+01   3.4089961E+00
   1.9937302E+00  -6.2350150E-02   1.1932824E+01   3.4085352E+00
   1.9985342E+00   4.3799095E-03   1.1930361E+01   3.4311769E+00
   2.0002196E+00  -9.9378740E-03   1.1934584E+01   3.4225087E+00
   2.0035715E+00   3.1585567E-02   1.1916328E+01   3.4111145E+00
   2.0073199E+00  -6.1274450E-02   1.1867996E+01   3.4145684E+00
   2.0114102E+00  -1.4654765E-01   1.1828176E+01   3.4138813E+00
   2.0149159E+00   5.0395071E-03   1.1665315E+01   3.4197783E+00
   2.0175550E+00  -1.3579190E-02   1.1686382E+01   3.4187465E+00
   2.0204322E+00  -8.3973169E-02   1.1701799E+01   3.4153752E+00
   2.0245972E+00  -2.3786277E-01   1.1697067E+01   3.3914604E+00
   2.0273516E+00   3.9988467E-01   1.1445076E+01   3.4259639E+00
   2.0313916E+00   7.1745172E-02   1.1440001E+01   3.4061224E+00
   2.0341480E+00  -5.9289080E-03   1.1398252E+01   3.4001462E+00
   2.0383325E+00   1.3731961E-01   1.1431675E+01   3.4072626E+00
   2.0411699E+00   2.6254354E-02   1.1420966E+01   3.4003201E+00
   2.0441809E+00  -1.7240392E-03   1.1276883E+01   3.4034090E+00
   2.0471578E+00  -1.9428240E-02   1.1217780E+01   3.4136572E+00
   2.0514688E+00  -1.6584957E-02   1.1121343E+01   3.4067819E+00
   2.0542917E+00   4.9082942E-02   1.1101301E+01   3.4021411E+00
   2.0584731E+00  -3.6276646E-02   1.0901073E+01   3.4024999E+00
   2.0612297E+00  -8.9738630E-02   1.0853129E+01   3.3999491E+00
   2.0639555E+00  -3.2314785E-02   1.0790646E+01   3.4006438E+00
   2.0679960E+00  -2.5191817E-02   1.0737613E+01   3.3956542E+00
   2.0708451E+00  -1.0468724E-02   1.0695631E+01   3.3905363E+00
   2.0752308E+00  -1.1039094E-02   1.0667352E+01   3.3874092E+00
   2.0784698E+00  -2.0030808E-02   1.0220272E+01   3.3792551E+00
   2.0820296E+00  -2.9598745E-02   1.0175334E+01   3.3694797E+00
   2.0838711E+00  -5.1868498E-02   1.0191218E+01   3.3672724E+00
   2.0875435E+00  -3.2596584E-02   1.0180848E+01   3.3633599E+00
   2.0912061E+00  -2.2594273E-02   1.0211080E+01   3.3628421E+00
   2.0948584E+00   4.7176458E-02   9.9747591E+00   3.3556402E+00
   2.0984054E+00  -1.1370892E-01   9.7835150E+00   3.3500988E+00
   2.1020346E+00  -4.3271344E-02   9.6157904E+00   3.3472123E+00
   2.1037452E+00   2.6554086E-03   9.4908438E+00   3.3451993E+00
   2.1070833E+00  -1.1371154E-01   9.4705992E+00   3.3314519E+00
   2.1105895E+00  -2.5865713E-02   9.3117065E+00   3.3410866E+00
   2.1142924E+00   3.5892862E-03   9.2349167E+00   3.3292055E+00
   2.1176331E+00  -1.1035489E-01   9.0428705E+00   3.3134224E+00
   2.1212180E+00  -3.4384165E-02   8.9327946E+00   3.3160255E+00
   2.1246471E+00  -4.0912103E-02   8.7485647E+00   3.3110180E+00
   2.1277015E+00  -4.7608607E-02   8.5797729E+00   3.3054602E+00
   2.1308780E+00  -3.8706806E-02   8.6011486E+00   3.3090043E+00
   2.1341171E+00  -3.8092684E-02   8.4168606E+00   3.3008053E+00
   2.1372528E+00  -4.8306935E-02   8.2375069E+00   3.2970517E+00
   2.1419384E+00  -2.2109427E-02   8.0793629E+00   3.2812784E+00
   2.1450415E+00  -2.9035442E-02   7.9314337E+00   3.2816024E+00
   2.1481240E+00  -1.4105535E-01   7.8175874E+00   3.2785881E+00
   2.1512012E+00   1.4554686E-02   7.7166319E+00   3.2805259E+00
   2.1542840E+00  -4.6184529E-02   7.5117345E+00   3.2779810E+00
   2.1573720E+00  -2.6569812E-02   7.4507389E+00   3.2730241E+00
   2.1620171E+00  -6.8345614E-02   7.1572289E+00   3.2650921E+00
   2.1651268E+00  -8.1347823E-02   6.9874368E+00   3.2651467E+00
   2.1682460E+00  -1.3242190E-01   6.9066586E+00   3.2637315E+00
   2.1712475E+00  -1.5326663E-02   6.7816567E+00   3.2636716E+00
   2.1742954E+00  -6.5089114E-02   6.6298151E+00   3.2557666E+00
   2.1775975E+00  -7.9795338E-02   6.5237117E+00   3.2604423E+00
   2.1808245E+00  -4.3731958E-02   6.3518887E+00   3.2506924E+00
   2.1840730E+00  -9.0034999E-02   6.1720648E+00   3.2480006E+00
   2.1873934E+00  -7.6161563E-02   6.0110955E+00   3.2450850E+00
   2.1907866E+00  -4.9525585E-02   5.8656025E+00   3.2418509E+00
   2.1942818E+00  -1.1163249E-01   5.4729419E+00   3.2370622E+00
   2.1978977E+00  -3.5421308E-02   5.3724890E+00   3.2338598E+00
   2.2015393E+00  -2.9478317E-02   5.2833595E+00   3.2296257E+00
   2.2051923E+00  -6.5974854E-02   5.1992021E+00   3.2266481E+00
   2.2089548E+00  -1.2316947E-01   5.0834541E+00   3.2229605E+00
   2.2107620E+00  -8.9457072E-02   4.9146791E+00   3.2211697E+00
   2.2145662E+00  -1.4247907E-02   4.6913610E+00   3.2177827E+00
   2.2185075E+00  -7.5207643E-02   4.4838257E+00   3.2134342E+00
   2.2224903E+00  -5.1844914E-02   4.2506461E+00   3.2077506E+00
   2.2244964E+00  -7.6487459E-02   4.2094946E+00   3.2065105E+00
   2.2285321E+00  -9.7229652E-02   3.9896934E+00   3.2048466E+00
   2.2305651E+00  -1.1981122E-01   3.8475311E+00   3.2028818E+00
   2.2346647E+00  -1.1924323E-01   3.7199616E+00   3.2011631E+00
   2.2388427E+00  -1.1558340E-01   3.5242655E+00   3.1954796E+00
   2.2421629E+00  -8.6828537E-02   3.3378935E+00   3.1849594E+00
   2.2455649E+00  -9.9170998E-02   3.2816002E+00   3.1938448E+00
   2.2473946E+00  -1.5611306E-01   3.0023572E+00   3.1903825E+00
   2.2513325E+00  -1.1848938E-01   2.7500517E+00   3.1900132E+00
   2.2554147E+00  -1.4235900E-01   2.6116228E+00   3.1847475E+00
   2.2574320E+00  -1.3609299E-01   2.5389416E+00   3.1839659E+00
   2.2613909E+00  -3.4257345E-02   2.4014201E+00   3.1797085E+00
   2.2648985E+00  -7.6145343E-02   2.1545079E+00   3.1819713E+00
   2.2686310E+00  -1.9095795E-01   2.0290644E+00   3.1767802E+00
   2.2706385E+00  -2.4023904E-01   2.0313520E+00   3.1753945E+00
   2.2749593E+00  -7.6631978E-02   1.8089567E+00   3.1760516E+00
   2.2772141E+00  -7.9767622E-02   1.5806397E+00   3.1715422E+00
   2.2819765E+00  -1.5522069E-01   1.3375033E+00   3.1694183E+00
   2.2845044E+00  -1.1990970E-01   1.2719625E+00   3.1675096E+00
   2.2870553E+00  -1.3919739E-01   1.1468450E+00   3.1754725E+00
   2.2921126E+00  -7.5032309E-02   1.0135868E+00   3.1702964E+00
   2.2946267E+00  -1.7199272E-01   5.1850843E-01   3.1621475E+00
   2.2995644E+00  -1.1918953E-01   4.5181540E-01   3.1597643E+00
   2.3019736E+00  -1.7238197E-01   4.5298672E-01   3.1703782E+00
   2.3042192E+00  -1.8018764E-01   5.2159435E-01   3.1678741E+00
   2.3086388E+00  -2.6701251E-01   3.8599613E-01   3.1757469E+00
   2.3108265E+00  -1.5916686E-01   2.5005534E-01   3.1760519E+00
   2.3155358E+00  -1.8475364E-01  -1.7958614E-01   3.1676574E+00
   2.3177917E+00  -1.9101793E-01  -7.0128727E-01   3.1479712E+00
   2.3224580E+00  -7.2638735E-02  -5.8320540E-01   3.1508875E+00
   2.3248706E+00  -1.2338494E-01  -3.8938522E-01   3.1595378E+00
   2.3272893E+00  -1.4807786E-01  -4.0340284E-01   3.1598148E+00
   2.3318195E+00  -2.4212554E-01  -5.8868694E-01   3.1642435E+00
   2.3359895E+00  -1.5575297E-01  -9.5861131E-01   3.1560049E+00
   2.3377361E+00  -2.3387405E-01  -1.2195641E+00   3.1513903E+00
   2.3412478E+00  -1.9943281E-01  -1.3691739E+00   3.1479087E+00
   2.3450153E+00  -2.2482239E-02  -1.3900361E+00   3.1471019E+00
   2.3491230E+00  -1.6099234E-01  -1.4001925E+00   3.1452396E+00
   2.3525753E+00  -1.1502960E-01  -1.5699439E+00   3.1517572E+00
   2.3544321E+00  -1.5743813E-01  -1.6344831E+00   3.1391048E+00
   2.3584285E+00  -2.3848134E-01  -1.7901117E+00   3.1293273E+00
