  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   13:53:52  02/26/2024 jupc     
   1.2703286E-01  -3.9362122E-04   7.0813279E+00   1.8506442E+00
   1.3006617E-01  -1.9619304E-03   7.1768489E+00   1.8519102E+00
   1.3298438E-01   7.5394590E-04   7.2911148E+00   1.8532188E+00
   1.3604851E-01  -1.0807154E-03   7.3710766E+00   1.8545671E+00
   1.3917337E-01  -1.4024489E-03   7.4668446E+00   1.8558681E+00
   1.4491834E-01   3.6192639E-04   7.6488442E+00   1.8585992E+00
   1.4773476E-01   9.1263471E-04   7.7167649E+00   1.8587190E+00
   1.5028517E-01  -2.1024286E-03   7.8463445E+00   1.8612064E+00
   1.5296309E-01  -2.4664202E-03   7.8974705E+00   1.8614199E+00
   1.5577491E-01   1.9466985E-03   7.9898658E+00   1.8629663E+00
   1.6118215E-01   1.1977027E-04   8.1406260E+00   1.8645295E+00
   1.6407090E-01  -5.4217799E-04   8.2364693E+00   1.8650701E+00
   1.6710408E-01   5.6712364E-04   8.3261299E+00   1.8657759E+00
   1.7028892E-01   7.8737573E-04   8.4206905E+00   1.8664483E+00
   1.7257829E-01  -1.4034313E-03   8.5195312E+00   1.8674991E+00
   1.7750613E-01  -1.4518239E-03   8.6613607E+00   1.8690356E+00
   1.7968804E-01   2.8959973E-04   8.7067261E+00   1.8691698E+00
   1.8438455E-01  -6.7865249E-04   8.8323212E+00   1.8706219E+00
   1.8691038E-01  -7.2073354E-04   8.9163799E+00   1.8716692E+00
   1.8956248E-01  -3.2421114E-04   8.9618750E+00   1.8717719E+00
   1.9527113E-01  -4.5856691E-04   9.1056108E+00   1.8739637E+00
   1.9816852E-01  -1.4329195E-03   9.1760082E+00   1.8743951E+00
   2.0113295E-01  -7.7419984E-04   9.2566023E+00   1.8749837E+00
   2.0424563E-01  -1.0951967E-03   9.3434000E+00   1.8756683E+00
   2.0751393E-01  -1.0541804E-03   9.4047184E+00   1.8762461E+00
   2.1084452E-01   7.6781456E-05   9.4746037E+00   1.8767819E+00
   2.1401945E-01   9.9381909E-04   9.5510244E+00   1.8774191E+00
   2.1735315E-01   5.0761487E-04   9.6026106E+00   1.8779150E+00
   2.2041400E-01  -8.8865621E-05   9.6655607E+00   1.8784878E+00
   2.2362369E-01   3.7006715E-03   9.7167187E+00   1.8790104E+00
   2.2673029E-01   1.0589190E-03   9.7697601E+00   1.8796208E+00
   2.2976728E-01   1.7268733E-03   9.8199978E+00   1.8803366E+00
   2.3485412E-01   1.0819423E-03   9.9016724E+00   1.8816655E+00
   2.3740661E-01  -3.1987473E-04   9.9345121E+00   1.8821445E+00
   2.4008675E-01   1.6998770E-03   9.9628792E+00   1.8826917E+00
   2.4290088E-01   1.3160085E-03   9.9869032E+00   1.8834171E+00
   2.4825871E-01  -9.3841139E-04   1.0031036E+01   1.8850415E+00
   2.5111797E-01   1.2139303E-03   1.0046179E+01   1.8858211E+00
   2.5399959E-01   4.2737806E-03   1.0066657E+01   1.8866004E+00
   2.5665569E-01   3.4859072E-04   1.0088146E+01   1.8874780E+00
   2.6170444E-01   1.7941671E-03   1.0114763E+01   1.8890001E+00
   2.6429528E-01   3.1941368E-03   1.0135238E+01   1.8890438E+00
   2.6701570E-01   1.8937370E-03   1.0134677E+01   1.8903350E+00
   2.6987210E-01   1.6047118E-03   1.0125503E+01   1.8912055E+00
   2.7274880E-01   2.0120514E-03   1.0134018E+01   1.8917968E+00
   2.7830780E-01   2.5622929E-03   1.0138157E+01   1.8934274E+00
   2.8104451E-01   1.5323198E-03   1.0136182E+01   1.8935238E+00
   2.8364220E-01   3.4753833E-04   1.0115953E+01   1.8951980E+00
   2.8625843E-01   6.3397721E-03   1.0100985E+01   1.8962271E+00
   2.9123369E-01   1.7384066E-03   1.0086543E+01   1.8969299E+00
   2.9366678E-01   1.7505979E-05   1.0050550E+01   1.8982950E+00
   2.9615250E-01   3.8347670E-03   1.0018738E+01   1.8993157E+00
   3.0099246E-01   5.0659622E-03   9.9665985E+00   1.9006891E+00
   3.0337471E-01   3.0825248E-03   9.9278374E+00   1.9014097E+00
   3.0800802E-01   1.2321887E-03   9.8565197E+00   1.9027101E+00
   3.1029981E-01   3.1262445E-03   9.8328590E+00   1.9028529E+00
   3.1471702E-01   5.1186937E-03   9.7121458E+00   1.9046416E+00
   3.1687149E-01   4.8145191E-03   9.7015486E+00   1.9047867E+00
   3.2025877E-01  -1.7282659E-03   9.6759901E+00   1.9050373E+00
   3.2455006E-01   5.1264414E-03   9.5647163E+00   1.9059123E+00
   3.2778049E-01   1.3429236E-03   9.2627745E+00   1.9097797E+00
   3.3134201E-01   6.9403863E-03   9.4578342E+00   1.9071851E+00
   3.3325741E-01   9.6554561E-03   9.4497404E+00   1.9071716E+00
   3.3720693E-01  -9.5916726E-03   9.1920910E+00   1.9088241E+00
   3.4105569E-01   3.8285346E-03   9.1640100E+00   1.9088525E+00
   3.4478706E-01   6.4698509E-03   8.9718285E+00   1.9114275E+00
   3.4660351E-01   9.4419112E-03   8.9644318E+00   1.9114256E+00
   3.5020372E-01  -5.0164973E-03   8.9008141E+00   1.9107270E+00
   3.5372061E-01  -1.2109276E-04   8.8815384E+00   1.9099095E+00
   3.5715738E-01   2.3148661E-03   8.7253752E+00   1.9101610E+00
   3.6064318E-01   2.8531926E-03   8.5141354E+00   1.9122185E+00
   3.6397249E-01   5.8773127E-03   8.4329453E+00   1.9123969E+00
   3.6782661E-01   4.9976688E-03   8.3411427E+00   1.9119989E+00
   3.7072793E-01   7.2796806E-03   8.3148260E+00   1.9119083E+00
   3.7384021E-01   3.7660594E-03   8.2246113E+00   1.9120497E+00
   3.7690473E-01   4.0018442E-03   8.0795908E+00   1.9124305E+00
   3.8137397E-01   7.4295145E-03   7.8940496E+00   1.9127938E+00
   3.8425502E-01   4.4506965E-03   7.7964168E+00   1.9129332E+00
   3.8707575E-01   5.2756588E-03   7.7191453E+00   1.9129760E+00
   3.9123639E-01   5.1598968E-03   7.5798459E+00   1.9127080E+00
   3.9396542E-01   5.7505402E-03   7.4978418E+00   1.9124103E+00
   3.9811867E-01   7.3132287E-03   7.3503947E+00   1.9118700E+00
   4.0084070E-01   5.6550009E-03   7.2553344E+00   1.9115559E+00
   4.0479636E-01   4.5056026E-03   7.1375995E+00   1.9112942E+00
   4.0736231E-01   6.1741187E-03   7.0597816E+00   1.9112564E+00
   4.1111144E-01   5.1923874E-03   6.8566747E+00   1.9115696E+00
   4.1478014E-01   5.0098100E-03   6.7403574E+00   1.9119360E+00
   4.1719395E-01   4.6274615E-03   6.6600366E+00   1.9120610E+00
   4.2078364E-01   4.2949808E-03   6.5524845E+00   1.9124391E+00
   4.2432797E-01   4.8394427E-03   6.4049091E+00   1.9129646E+00
   4.2782834E-01   2.9823275E-03   6.2498469E+00   1.9134461E+00
   4.3130136E-01   1.2664957E-03   6.1311679E+00   1.9138637E+00
   4.3476304E-01   1.7076168E-03   5.9677501E+00   1.9144249E+00
   4.3708274E-01   4.1869185E-03   5.8766651E+00   1.9146907E+00
   4.4044587E-01   3.9838725E-03   5.7785668E+00   1.9149504E+00
   4.4479260E-01   1.8133697E-03   5.5999260E+00   1.9151417E+00
   4.4798613E-01   2.0535537E-03   5.4726930E+00   1.9152310E+00
   4.5112556E-01   8.6132507E-04   5.3586473E+00   1.9152170E+00
   4.5421830E-01   4.0175389E-03   5.2740631E+00   1.9151274E+00
   4.5726866E-01   3.3668424E-03   5.0866642E+00   1.9150151E+00
   4.6127510E-01   3.0415512E-03   4.9200964E+00   1.9150167E+00
   4.6423632E-01   2.4012388E-03   4.8403201E+00   1.9151025E+00
   4.6812907E-01   2.3078013E-03   4.6882896E+00   1.9152768E+00
   4.7100967E-01   4.2414838E-03   4.5754023E+00   1.9154115E+00
   4.7480243E-01  -1.3111343E-03   4.3686085E+00   1.9158322E+00
   4.7761318E-01  -2.4236513E-03   4.2301011E+00   1.9162793E+00
   4.8131782E-01   3.7786115E-03   4.1400356E+00   1.9167988E+00
   4.8406512E-01  -7.7306754E-03   4.0670948E+00   1.9170598E+00
   4.8768896E-01  -1.1797363E-03   3.9192514E+00   1.9172255E+00
   4.9127105E-01  -9.5274439E-04   3.7266500E+00   1.9174409E+00
   4.9481517E-01  -1.9226985E-03   3.4938209E+00   1.9176337E+00
   4.9745122E-01  -3.7837785E-03   3.4549603E+00   1.9176775E+00
   5.0094074E-01  -7.3464094E-03   3.3797979E+00   1.9177470E+00
   5.0440758E-01  -2.1306269E-03   3.2545519E+00   1.9173959E+00
   5.0786239E-01  -5.7446854E-03   3.0689759E+00   1.9167632E+00
   5.1131982E-01  -5.1067499E-03   2.9210336E+00   1.9162891E+00
   5.1481408E-01  -5.6844549E-03   2.7697027E+00   1.9157350E+00
   5.1754248E-01  -1.1536770E-02   2.6491332E+00   1.9151932E+00
   5.2122927E-01  -3.1205700E-03   2.4235272E+00   1.9142983E+00
   5.2436000E-01  -8.2547301E-03   2.4124370E+00   1.9140331E+00
   5.2803379E-01  -7.0588202E-03   2.3370376E+00   1.9134856E+00
   5.3085303E-01  -6.0437289E-03   2.1772816E+00   1.9131037E+00
   5.3459918E-01  -1.0900935E-02   1.8841097E+00   1.9124851E+00
   5.3827035E-01  -9.8265968E-03   1.7747101E+00   1.9126283E+00
   5.4098994E-01  -5.2829990E-03   1.6601151E+00   1.9129059E+00
   5.4462141E-01  -1.1431264E-02   1.5379004E+00   1.9126954E+00
   5.4828203E-01  -1.1057255E-02   1.3223476E+00   1.9119678E+00
   5.5109799E-01  -1.1109211E-02   1.2087591E+00   1.9111747E+00
   5.5489582E-01  -1.2694551E-02   1.0527246E+00   1.9101583E+00
   5.5756587E-01  -1.5855204E-02   9.7170156E-01   1.9098206E+00
   5.6133759E-01  -1.2120625E-02   7.1993369E-01   1.9088162E+00
   5.6420070E-01  -1.0797150E-02   5.6231719E-01   1.9077359E+00
   5.6795084E-01  -2.0276720E-02   3.8929427E-01   1.9068720E+00
   5.7165372E-01  -6.6697639E-03   2.1481262E-01   1.9057046E+00
   5.7440424E-01  -2.7212590E-02   1.2104667E-01   1.9051621E+00
   5.7807231E-01  -1.2469493E-02  -9.7312696E-02   1.9041128E+00
   5.8092201E-01  -2.3067091E-02  -2.3691635E-01   1.9031942E+00
   5.8456081E-01  -1.1148528E-02  -3.7127811E-01   1.9027910E+00
   5.8802927E-01  -1.9735118E-02  -5.2317667E-01   1.9023521E+00
   5.9084713E-01  -2.3867188E-02  -6.9884366E-01   1.9017547E+00
   5.9457433E-01  -5.2743182E-02  -9.5428210E-01   1.9003010E+00
   5.9828359E-01   3.9064251E-02  -1.0015000E+00   1.9008430E+00
   6.0129464E-01  -9.8596171E-02  -1.3068470E+00   1.9010338E+00
   6.0435361E-01  -2.2328202E-02  -1.3282628E+00   1.9006884E+00
   6.0849255E-01  -2.5397738E-02  -1.6195105E+00   1.8998638E+00
   6.1160582E-01  -3.3234503E-02  -1.8444530E+00   1.8984196E+00
   6.1472976E-01  -3.1518511E-02  -1.9264922E+00   1.8981810E+00
   6.1787128E-01   7.9219984E-03  -1.9949586E+00   1.8979684E+00
   6.2102032E-01   4.0010503E-03  -2.1327968E+00   1.8975443E+00
   6.2517136E-01  -6.4005047E-02  -2.4458048E+00   1.8953393E+00
   6.2821358E-01   3.9635054E-04  -2.6542666E+00   1.8946859E+00
   6.3129997E-01  -6.6715270E-02  -2.8227675E+00   1.8945144E+00
   6.3454103E-01  -1.1700628E-02  -2.9422126E+00   1.8940821E+00
   6.3806671E-01  -1.3091171E-03  -3.0590403E+00   1.8934735E+00
   6.4149743E-01  -1.8603742E-02  -3.3849385E+00   1.8931623E+00
   6.4520264E-01  -2.4881372E-02  -3.4843488E+00   1.8932452E+00
   6.4816195E-01  -2.9202407E-02  -3.6614790E+00   1.8931376E+00
   6.5110159E-01  -3.0128198E-02  -3.8926458E+00   1.8924907E+00
   6.5444291E-01  -4.4130214E-02  -4.0430951E+00   1.8923153E+00
   6.5834242E-01   1.3092696E-02  -4.1085253E+00   1.8921722E+00
   6.6106242E-01  -1.1303888E-01  -4.2940345E+00   1.8916368E+00
   6.6510612E-01   3.7076727E-02  -4.5352015E+00   1.8905061E+00
   6.6812342E-01  -7.1687281E-02  -4.7305069E+00   1.8888086E+00
   6.7140764E-01  -4.3216251E-02  -4.9171896E+00   1.8874369E+00
   6.7432737E-01  -2.0065615E-02  -5.0602717E+00   1.8869402E+00
   6.7851013E-01  -6.5887654E-03  -5.2424865E+00   1.8856282E+00
   6.8176514E-01   4.2286068E-03  -5.3846612E+00   1.8842940E+00
   6.8471032E-01  -4.8271518E-02  -5.5150657E+00   1.8826053E+00
   6.8829483E-01  -2.0012200E-02  -5.8310575E+00   1.8821957E+00
   6.9177568E-01  -3.6108833E-02  -5.8339763E+00   1.8822571E+00
   6.9456691E-01  -6.5377004E-02  -6.0058584E+00   1.8809729E+00
   6.9866359E-01  -3.7923588E-03  -6.2602673E+00   1.8794799E+00
   7.0151985E-01  -6.4624310E-02  -6.3331470E+00   1.8790982E+00
   7.0515138E-01  -8.6345285E-02  -6.4115200E+00   1.8784763E+00
   7.0808649E-01   2.5322512E-01  -6.7605076E+00   1.8771967E+00
   7.1109527E-01  -2.0784355E-04  -6.8628726E+00   1.8760431E+00
   7.1501148E-01  -7.4623980E-02  -6.9646297E+00   1.8755472E+00
   7.1798003E-01  -1.0965689E-02  -7.1467867E+00   1.8744544E+00
   7.2132564E-01   8.2794137E-02  -7.2649240E+00   1.8719419E+00
   7.2473919E-01   2.1572965E-04  -7.4634156E+00   1.8698249E+00
   7.2850680E-01  -3.8394369E-02  -7.5232816E+00   1.8685523E+00
   7.3123044E-01  -3.1682935E-02  -7.7068133E+00   1.8676565E+00
   7.3491275E-01  -5.0742123E-02  -7.7366662E+00   1.8663858E+00
   7.3855072E-01  -6.1964780E-02  -7.9765244E+00   1.8641881E+00
   7.4122530E-01  -3.1792074E-02  -8.0446634E+00   1.8631644E+00
   7.4498689E-01  -6.7763671E-02  -8.1979685E+00   1.8609593E+00
   7.4836123E-01  -2.3178117E-02  -8.2744169E+00   1.8604214E+00
   7.5174546E-01  -5.8734473E-02  -8.3992310E+00   1.8595099E+00
   7.5512725E-01  -4.2403203E-02  -8.5466080E+00   1.8578913E+00
   7.5843090E-01  -6.1346877E-02  -8.6448259E+00   1.8567747E+00
   7.6178235E-01  -4.6426193E-03  -8.7591686E+00   1.8555514E+00
   7.6509744E-01   2.3934869E-02  -8.8094149E+00   1.8549128E+00
   7.6845223E-01  -2.0608831E-02  -8.9605579E+00   1.8541237E+00
   7.7166098E-01   4.5765813E-02  -8.9831457E+00   1.8514959E+00
   7.7500576E-01  -2.1327874E-02  -9.1850386E+00   1.8505825E+00
   7.7825171E-01  -2.1466056E-02  -9.2291794E+00   1.8499724E+00
   7.8150386E-01  -4.3060645E-03  -9.3082485E+00   1.8483832E+00
   7.8482598E-01  -2.1304077E-02  -9.4150696E+00   1.8461456E+00
   7.8853911E-01  -2.9508589E-02  -9.4544458E+00   1.8449961E+00
   7.9180092E-01  -5.3509348E-03  -9.5474501E+00   1.8447796E+00
   7.9496181E-01  -8.3405726E-02  -9.5706167E+00   1.8437387E+00
   7.9820293E-01  -1.8773617E-02  -9.6305170E+00   1.8424988E+00
   8.0143160E-01  -3.1380266E-02  -9.6898317E+00   1.8419864E+00
   8.0532724E-01  -1.5220859E-02  -9.8064270E+00   1.8405386E+00
   8.0855137E-01   4.1797768E-02  -9.8461418E+00   1.8395255E+00
   8.1168205E-01  -5.3720761E-02  -9.8579941E+00   1.8382736E+00
   8.1481093E-01  -9.6666999E-03  -9.9097528E+00   1.8371714E+00
   8.1878322E-01  -4.2924914E-03  -9.9523497E+00   1.8364702E+00
   8.2179177E-01   1.3646198E-03  -9.8570652E+00   1.8356433E+00
   8.2491755E-01  -7.1649998E-03  -9.9627371E+00   1.8344140E+00
   8.2881963E-01  -3.7666954E-02  -1.0086318E+01   1.8323224E+00
   8.3177722E-01  -1.1073141E-02  -9.8895998E+00   1.8318305E+00
   8.3486658E-01  -1.0569233E-02  -9.9919538E+00   1.8315345E+00
   8.3873022E-01   1.6905395E-02  -1.0070491E+01   1.8297952E+00
   8.4166300E-01  -3.5461457E-03  -9.9890099E+00   1.8288778E+00
   8.4552538E-01  -1.3130690E-02  -1.0032997E+01   1.8279897E+00
   8.4861773E-01  -2.7311796E-02  -1.0081571E+01   1.8268473E+00
   8.5162169E-01  -1.9327408E-02  -1.0104891E+01   1.8259381E+00
   8.5541356E-01  -2.2150243E-02  -9.9783993E+00   1.8248203E+00
   8.5852367E-01  -1.1096138E-02  -1.0055379E+01   1.8229389E+00
   8.6156940E-01  -1.9871380E-02  -1.0064251E+01   1.8210560E+00
   8.6526436E-01  -1.1762533E-02  -9.9206095E+00   1.8197213E+00
   8.6832094E-01  -1.3169011E-02  -9.9259529E+00   1.8190238E+00
   8.7212646E-01  -3.6455352E-02  -9.9486103E+00   1.8174083E+00
   8.7504584E-01   2.8688069E-03  -9.8902531E+00   1.8159460E+00
   8.7871057E-01  -8.3760796E-03  -9.7675734E+00   1.8151412E+00
   8.8176328E-01  -1.2322522E-02  -9.8546238E+00   1.8141757E+00
   8.8559002E-01  -2.1551406E-02  -9.8897705E+00   1.8125020E+00
   8.8855475E-01  -2.0513769E-02  -9.7665968E+00   1.8111372E+00
   8.9232153E-01  -6.4214148E-02  -9.6813440E+00   1.8096060E+00
   8.9547420E-01   1.7755494E-02  -9.7467899E+00   1.8089023E+00
   8.9863801E-01   4.9624540E-02  -9.7209682E+00   1.8068475E+00
   9.0168220E-01  -1.5207306E-02  -9.6404104E+00   1.8058101E+00
   9.0541792E-01  -1.7067876E-02  -9.5813513E+00   1.8051853E+00
   9.0842938E-01  -3.5260431E-02  -9.5788631E+00   1.8041029E+00
   9.1165322E-01   1.0706184E-02  -9.4787951E+00   1.8026069E+00
   9.1567260E-01   8.5653411E-03  -9.4513426E+00   1.7990329E+00
   9.1871774E-01  -3.0691460E-02  -9.4297867E+00   1.7982296E+00
   9.2175955E-01   3.3203486E-02  -9.3378496E+00   1.7980914E+00
   9.2557722E-01   1.6303221E-03  -9.2722464E+00   1.7958933E+00
   9.2870307E-01  -1.5734790E-02  -9.2577744E+00   1.7950308E+00
   9.3192679E-01  -4.5645498E-02  -9.2205839E+00   1.7932419E+00
   9.3510085E-01   9.4069667E-02  -9.1481647E+00   1.7913655E+00
   9.3890119E-01  -1.3003153E-02  -9.0614967E+00   1.7908812E+00
   9.4194692E-01  -3.5978234E-03  -9.0592937E+00   1.7905571E+00
   9.4501537E-01  -3.1476540E-03  -8.9501343E+00   1.7889748E+00
   9.4885057E-01   1.6466876E-03  -8.8999825E+00   1.7879792E+00
   9.5205027E-01  -4.4759945E-03  -8.8844967E+00   1.7876652E+00
   9.5527798E-01  -9.7416792E-05  -8.8891163E+00   1.7871180E+00
   9.5842564E-01  -1.4348039E-03  -8.7476492E+00   1.7857745E+00
   9.6223992E-01   5.7279044E-03  -8.6698179E+00   1.7842427E+00
   9.6532494E-01  -1.4802449E-03  -8.6653080E+00   1.7835902E+00
   9.6841925E-01   8.9876037E-03  -8.5658789E+00   1.7832013E+00
   9.7211307E-01  -6.6963648E-03  -8.5053415E+00   1.7825551E+00
   9.7516608E-01   2.0937772E-02  -8.4415007E+00   1.7815896E+00
   9.7902274E-01   1.8028133E-02  -8.4042940E+00   1.7805512E+00
   9.8215860E-01   3.1394977E-03  -8.3417339E+00   1.7799270E+00
   9.8532534E-01   1.1553078E-04  -8.2186632E+00   1.7783935E+00
   9.8859322E-01   3.9685718E-03  -8.2032251E+00   1.7777845E+00
   9.9185342E-01   7.5806798E-03  -8.1639767E+00   1.7779204E+00
   9.9559474E-01   4.9161248E-02  -8.0771351E+00   1.7772815E+00
   9.9858296E-01   7.9887342E-03  -7.9816003E+00   1.7760050E+00
   1.0023789E+00   7.2577056E-03  -7.9496593E+00   1.7756456E+00
   1.0054457E+00   2.6746299E-03  -7.8996048E+00   1.7755493E+00
   1.0086205E+00   1.3794517E-02  -7.8248520E+00   1.7753167E+00
   1.0118035E+00   1.6638551E-02  -7.7600994E+00   1.7746458E+00
   1.0157579E+00   4.5845974E-03  -7.6825137E+00   1.7729669E+00
   1.0187349E+00   4.5886445E-03  -7.6449733E+00   1.7727627E+00
   1.0225155E+00   1.3800998E-02  -7.6158266E+00   1.7726939E+00
   1.0255738E+00   2.6142720E-02  -7.5213156E+00   1.7719859E+00
   1.0286323E+00   2.1335378E-02  -7.4617963E+00   1.7706844E+00
   1.0325627E+00   3.8657747E-03  -7.4126368E+00   1.7692106E+00
   1.0355923E+00   3.5786055E-02  -7.3850250E+00   1.7684200E+00
   1.0392735E+00   2.0264002E-02  -7.2679815E+00   1.7677722E+00
   1.0422742E+00   2.1108640E-02  -7.1757436E+00   1.7671497E+00
   1.0453830E+00   1.3983623E-02  -7.1621146E+00   1.7662926E+00
   1.0485709E+00   1.3311556E-02  -7.1140981E+00   1.7656227E+00
   1.0525178E+00   9.8326206E-03  -7.1010790E+00   1.7648909E+00
   1.0555719E+00   8.2029082E-02  -6.9726257E+00   1.7640188E+00
   1.0587512E+00   2.3576457E-02  -6.9148350E+00   1.7633090E+00
   1.0619591E+00   1.3414865E-02  -6.8710313E+00   1.7630210E+00
   1.0658594E+00   1.7522044E-02  -6.8633800E+00   1.7626383E+00
   1.0689195E+00   1.8934859E-02  -6.7707877E+00   1.7620280E+00
   1.0721843E+00   2.5850266E-02  -6.6536641E+00   1.7610537E+00
   1.0755104E+00   2.2181990E-02  -6.6611300E+00   1.7601590E+00
   1.0788093E+00   2.0034632E-02  -6.5976019E+00   1.7596498E+00
   1.0821213E+00   2.0382447E-02  -6.5876312E+00   1.7592816E+00
   1.0853940E+00   1.8624315E-02  -6.5089898E+00   1.7587036E+00
   1.0886656E+00   2.2941025E-02  -6.4540200E+00   1.7578826E+00
   1.0927571E+00   2.4313033E-02  -6.3664422E+00   1.7562755E+00
   1.0960650E+00   2.4309745E-02  -6.3024192E+00   1.7552822E+00
   1.0993674E+00   2.1457529E-02  -6.2610245E+00   1.7546710E+00
   1.1026058E+00   3.7118301E-02  -6.2014880E+00   1.7540119E+00
   1.1058062E+00   2.1122923E-02  -6.1321712E+00   1.7532008E+00
   1.1089839E+00   2.6054189E-02  -6.0707335E+00   1.7524273E+00
   1.1121495E+00   2.5032390E-02  -6.0242591E+00   1.7519233E+00
   1.1160845E+00   5.2259546E-02  -5.9583769E+00   1.7516164E+00
   1.1192087E+00   2.2341942E-02  -5.8568602E+00   1.7513834E+00
   1.1223167E+00   1.9112501E-02  -5.7926211E+00   1.7510638E+00
   1.1254256E+00   2.5882514E-02  -5.7485824E+00   1.7506822E+00
   1.1292855E+00   2.6196789E-02  -5.6629267E+00   1.7504869E+00
   1.1323487E+00   2.7562546E-02  -5.6127911E+00   1.7505971E+00
   1.1361687E+00   2.4064653E-02  -5.5139637E+00   1.7507327E+00
   1.1392211E+00   2.7590342E-02  -5.4458938E+00   1.7506707E+00
   1.1422585E+00   2.8613295E-02  -5.3750844E+00   1.7505009E+00
   1.1460155E+00   2.8242948E-02  -5.3233738E+00   1.7502565E+00
   1.1490259E+00   2.8880099E-02  -5.2097812E+00   1.7499568E+00
   1.1528029E+00   2.9725194E-02  -5.1474380E+00   1.7495339E+00
   1.1558167E+00   3.5944477E-02  -5.0813594E+00   1.7492183E+00
   1.1588374E+00   3.2780312E-02  -4.9892855E+00   1.7488923E+00
   1.1626388E+00   2.9664120E-02  -4.9036279E+00   1.7485324E+00
   1.1656867E+00   3.0285273E-02  -4.8445225E+00   1.7483833E+00
   1.1694677E+00   2.3043383E-02  -4.7629061E+00   1.7483404E+00
   1.1725276E+00   2.8676994E-02  -4.6883926E+00   1.7483633E+00
   1.1755854E+00   2.1948323E-02  -4.5971446E+00   1.7483492E+00
   1.1794227E+00   1.8388925E-02  -4.4895434E+00   1.7483130E+00
   1.1825117E+00   3.2609534E-02  -4.4265437E+00   1.7485210E+00
   1.1856078E+00   2.7018599E-02  -4.3609171E+00   1.7488805E+00
   1.1894845E+00   1.8545456E-02  -4.2789593E+00   1.7493372E+00
   1.1925797E+00   1.9240024E-02  -4.1944075E+00   1.7493889E+00
   1.1956470E+00   2.0679343E-02  -4.1522779E+00   1.7492145E+00
   1.1994925E+00   2.2956936E-02  -4.0009460E+00   1.7489524E+00
   1.2025825E+00   2.4084803E-02  -3.9273369E+00   1.7487503E+00
   1.2056811E+00   1.9606857E-02  -3.8381867E+00   1.7484316E+00
   1.2095718E+00   2.4906911E-02  -3.7635868E+00   1.7480063E+00
