  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:13:18  02/14/2024 liqi     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      943      0.000E+00      1.714E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.3237553E+00   8.9149643E-03   1.9053924E+00   1.8371788E+00
   1.3264806E+00   7.7913371E-03   1.7973081E+00   1.8372393E+00
   1.3278418E+00   8.6965282E-03   1.6752472E+00   1.8372668E+00
   1.3292015E+00   9.6382778E-03   1.6142266E+00   1.8373424E+00
   1.3319159E+00   9.1095697E-03   1.5235299E+00   1.8374928E+00
   1.3332700E+00   8.9813126E-03   1.4257044E+00   1.8375947E+00
   1.3346213E+00   1.0939072E-02   1.3192384E+00   1.8376893E+00
   1.3359700E+00   9.1014318E-03   1.3067166E+00   1.8377048E+00
   1.3386595E+00   9.2792315E-03   1.1758877E+00   1.8377637E+00
   1.3400009E+00   1.3758557E-02   1.0587820E+00   1.8378175E+00
   1.3413404E+00   1.2473380E-02   1.0385728E+00   1.8378232E+00
   1.3426777E+00   9.7725755E-03   9.1941154E-01   1.8378143E+00
   1.3453472E+00   1.0718378E-02   7.6263678E-01   1.8377837E+00
   1.3466806E+00   9.5785111E-03   6.8032527E-01   1.8378013E+00
   1.3480139E+00   1.1080325E-02   6.2753409E-01   1.8378596E+00
   1.3506808E+00   9.3640527E-03   5.1500809E-01   1.8379182E+00
   1.3520156E+00   9.5200716E-03   4.9137276E-01   1.8379141E+00
   1.3533603E+00   9.3024308E-03   4.1621715E-01   1.8378757E+00
   1.3547091E+00   9.3271201E-03   3.2679373E-01   1.8378087E+00
   1.3574134E+00   1.0881972E-02   1.2007506E-01   1.8376031E+00
   1.3587679E+00   1.1231776E-02   3.9414592E-02   1.8374726E+00
   1.3601233E+00   9.6048797E-03  -1.7091585E-02   1.8374269E+00
   1.3614793E+00   8.5111111E-03  -4.2355426E-02   1.8374202E+00
   1.3641901E+00   1.4134847E-02  -2.0913269E-01   1.8374761E+00
   1.3655423E+00   1.1787656E-02  -2.9304132E-01   1.8374238E+00
   1.3668920E+00   7.1853381E-03  -3.2486552E-01   1.8373953E+00
   1.3695846E+00   7.0349262E-03  -4.9222234E-01   1.8373169E+00
   1.3708395E+00   7.3738969E-03  -5.6004453E-01   1.8373278E+00
   1.3721571E+00   9.2542423E-03  -6.4955807E-01   1.8373226E+00
   1.3735013E+00   6.6963672E-03  -6.9311047E-01   1.8373153E+00
   1.3761939E+00   7.6485644E-03  -8.2999521E-01   1.8373585E+00
   1.3775393E+00   8.9870691E-03  -8.9936578E-01   1.8374184E+00
   1.3788794E+00   7.4464465E-03  -9.7089064E-01   1.8374748E+00
   1.3815569E+00   5.2036755E-03  -1.1200918E+00   1.8375869E+00
   1.3828984E+00   4.3489514E-03  -1.1779904E+00   1.8376554E+00
   1.3842432E+00   1.2358867E-03  -1.2497653E+00   1.8377322E+00
   1.3855921E+00   4.3202983E-03  -1.3211688E+00   1.8378133E+00
   1.3883039E+00   9.1435062E-03  -1.5124536E+00   1.8379637E+00
   1.3896677E+00   5.7243542E-03  -1.5864393E+00   1.8380324E+00
   1.3910365E+00   5.1514744E-03  -1.6560013E+00   1.8380928E+00
   1.3924128E+00   6.9446201E-03  -1.6973279E+00   1.8381424E+00
   1.3951895E+00  -1.3717467E-02  -1.9058287E+00   1.8382627E+00
   1.3965925E+00  -2.1254087E-03  -1.9438139E+00   1.8383197E+00
   1.3980074E+00  -2.8875563E-03  -2.0291576E+00   1.8383930E+00
   1.3994375E+00   6.9100172E-03  -2.1065776E+00   1.8385005E+00
   1.4008633E+00   1.1718180E-02  -2.1486561E+00   1.8386216E+00
   1.4036170E+00   5.8929175E-03  -2.3703976E+00   1.8389088E+00
   1.4050941E+00   5.0222152E-03  -2.4276392E+00   1.8389639E+00
   1.4065888E+00   3.5163178E-04  -2.4603751E+00   1.8390466E+00
   1.4080598E+00   9.0617791E-04  -2.5300188E+00   1.8391845E+00
   1.4106134E+00   2.5714219E-03  -2.6684651E+00   1.8394198E+00
   1.4118961E+00  -7.7300919E-03  -2.7614195E+00   1.8394136E+00
   1.4131098E+00  -2.1729518E-03  -2.8650665E+00   1.8393537E+00
   1.4157220E+00  -2.5091882E-04  -2.9362879E+00   1.8392498E+00
   1.4171269E+00   1.1253901E-03  -2.9903626E+00   1.8392340E+00
   1.4186020E+00   5.0721847E-04  -3.1180737E+00   1.8391962E+00
   1.4201063E+00   8.6257216E-03  -3.2140720E+00   1.8391095E+00
   1.4215462E+00  -2.8013466E-03  -3.2968092E+00   1.8389488E+00
   1.4244512E+00   3.6014889E-03  -3.4184480E+00   1.8385295E+00
   1.4259071E+00  -1.3835131E-03  -3.4983823E+00   1.8383611E+00
   1.4273639E+00  -3.2211698E-03  -3.5798254E+00   1.8382239E+00
   1.4288052E+00  -6.6793896E-03  -3.6493244E+00   1.8380858E+00
   1.4301237E+00   6.9617298E-03  -3.6842449E+00   1.8379117E+00
   1.4329110E+00  -4.4690561E-04  -3.8380287E+00   1.8374799E+00
   1.4342970E+00  -2.5328861E-03  -3.9181776E+00   1.8372313E+00
   1.4356693E+00  -3.0841732E-03  -3.9840691E+00   1.8369819E+00
   1.4370295E+00  -5.5400829E-04  -4.0263438E+00   1.8367411E+00
   1.4397196E+00  -3.4404898E-03  -4.1537309E+00   1.8361468E+00
   1.4410443E+00  -7.4983877E-04  -4.2240434E+00   1.8357787E+00
   1.4422876E+00  -4.4463398E-03  -4.2793941E+00   1.8355496E+00
   1.4448791E+00   2.2544784E-03  -4.3789387E+00   1.8350941E+00
   1.4461575E+00   1.9349089E-03  -4.4442272E+00   1.8348515E+00
   1.4474223E+00  -3.8571055E-03  -4.5028076E+00   1.8345721E+00
   1.4498484E+00  -8.6553051E-04  -4.6537447E+00   1.8339230E+00
   1.4510931E+00   2.5457726E-03  -4.6503921E+00   1.8338075E+00
   1.4523245E+00   1.6149508E-03  -4.7339754E+00   1.8334788E+00
   1.4546703E+00   1.6689525E-03  -4.8307519E+00   1.8330213E+00
   1.4558637E+00   3.1414668E-03  -4.8813853E+00   1.8329024E+00
   1.4582719E+00   2.7127750E-03  -5.0018535E+00   1.8320494E+00
   1.4594442E+00  -3.9948663E-03  -5.0408611E+00   1.8316643E+00
   1.4617054E+00  -1.0619907E-03  -5.1304641E+00   1.8312237E+00
   1.4628559E+00  -2.5437183E-03  -5.1557441E+00   1.8311416E+00
   1.4651221E+00  -7.5216820E-03  -5.2048965E+00   1.8308843E+00
   1.4661894E+00  -3.6464252E-03  -5.2372026E+00   1.8307842E+00
   1.4683146E+00  -2.7561388E-03  -5.3761373E+00   1.8303142E+00
   1.4704820E+00   5.9848921E-03  -5.4258690E+00   1.8297242E+00
   1.4715515E+00   3.0100222E-03  -5.4905934E+00   1.8292824E+00
   1.4736512E+00  -4.9602701E-03  -5.5956655E+00   1.8288842E+00
   1.4746957E+00  -2.7380032E-03  -5.6155572E+00   1.8288074E+00
   1.4767586E+00   1.3879137E-03  -5.6409869E+00   1.8285533E+00
   1.4787900E+00  -5.2292426E-03  -5.6965799E+00   1.8282582E+00
   1.4807945E+00   3.0292738E-02  -5.8338714E+00   1.8277526E+00
   1.4817863E+00   2.0777699E-02  -5.8612299E+00   1.8275248E+00
   1.4837528E+00   1.0324510E-02  -5.8366866E+00   1.8273096E+00
   1.4856713E+00  -4.0556528E-03  -5.9174304E+00   1.8269622E+00
   1.4875984E+00   5.0359466E-03  -6.0068507E+00   1.8268325E+00
   1.4885585E+00  -1.7511265E-04  -6.0173945E+00   1.8267614E+00
   1.4904653E+00   5.9521156E-03  -6.0439186E+00   1.8264532E+00
   1.4923582E+00   7.7515426E-03  -6.1699538E+00   1.8259628E+00
   1.4942474E+00   3.2705232E-03  -6.2236099E+00   1.8255558E+00
   1.4961292E+00   2.3683104E-04  -6.2721448E+00   1.8254192E+00
   1.4970531E+00   8.8421227E-03  -6.2477198E+00   1.8253962E+00
   1.4989173E+00   2.0069496E-03  -6.2865963E+00   1.8253083E+00
   1.5007784E+00  -4.2150090E-03  -6.3771167E+00   1.8251201E+00
   1.5026293E+00  -1.5660855E-03  -6.4462633E+00   1.8247881E+00
   1.5044571E+00  -7.9584529E-04  -6.3969827E+00   1.8246478E+00
   1.5062854E+00   4.0048906E-03  -6.4798589E+00   1.8242835E+00
   1.5081040E+00   1.0356046E-03  -6.5371065E+00   1.8240943E+00
   1.5090082E+00   4.4415002E-03  -6.5734644E+00   1.8239822E+00
   1.5107876E+00  -1.5453751E-04  -6.5768189E+00   1.8237947E+00
   1.5125561E+00  -1.4933069E-03  -6.5663757E+00   1.8236781E+00
   1.5143276E+00   7.2077604E-04  -6.6445260E+00   1.8235514E+00
   1.5160912E+00   4.1179243E-03  -6.7106967E+00   1.8233386E+00
   1.5178411E+00   9.6742681E-04  -6.7175317E+00   1.8230613E+00
   1.5195334E+00   4.5185871E-03  -6.6923366E+00   1.8227981E+00
   1.5212532E+00  -3.3608857E-03  -6.7145405E+00   1.8223994E+00
   1.5229739E+00  -3.9176061E-03  -6.8044052E+00   1.8221838E+00
   1.5246916E+00  -1.3502536E-03  -6.8296919E+00   1.8221469E+00
   1.5263902E+00  -3.3253720E-03  -6.8829942E+00   1.8222539E+00
   1.5280232E+00   2.6177512E-03  -6.8434377E+00   1.8222306E+00
   1.5296727E+00   8.1946803E-03  -6.8314466E+00   1.8218768E+00
   1.5313531E+00   1.4896231E-03  -6.8679042E+00   1.8217064E+00
   1.5330367E+00  -6.9657383E-03  -6.9377136E+00   1.8215295E+00
   1.5355438E+00  -3.0216037E-03  -6.9795952E+00   1.8213633E+00
   1.5371526E+00  -1.9325294E-03  -6.9888153E+00   1.8212295E+00
   1.5387362E+00   3.7043570E-03  -6.9130368E+00   1.8210363E+00
   1.5403814E+00   1.9187108E-04  -6.9587221E+00   1.8208734E+00
   1.5420308E+00   1.7514586E-03  -6.9919710E+00   1.8207817E+00
   1.5436780E+00  -9.0467390E-03  -7.0308108E+00   1.8207035E+00
   1.5453171E+00  -9.1352183E-03  -7.0319209E+00   1.8206018E+00
   1.5469052E+00  -6.5588835E-03  -7.0281434E+00   1.8204901E+00
   1.5492667E+00   9.2073642E-05  -6.9924998E+00   1.8204696E+00
   1.5508773E+00  -7.7462220E-03  -7.0000772E+00   1.8204559E+00
   1.5525001E+00  -9.4902935E-03  -7.0311999E+00   1.8203763E+00
   1.5541248E+00   4.8243208E-03  -7.0494399E+00   1.8202202E+00
   1.5557387E+00  -3.0231483E-03  -7.0155196E+00   1.8200120E+00
   1.5573053E+00  -1.1432423E-02  -6.9943118E+00   1.8196619E+00
   1.5588516E+00  -3.9785053E-03  -6.9971476E+00   1.8195777E+00
   1.5612040E+00  -6.1191204E-03  -6.9483032E+00   1.8196096E+00
   1.5628176E+00  -3.4204656E-03  -6.9270139E+00   1.8197562E+00
   1.5644400E+00  -1.1502692E-02  -6.9473400E+00   1.8198657E+00
   1.5660726E+00  -6.7640804E-03  -6.9862089E+00   1.8198022E+00
   1.5677141E+00  -3.8993654E-03  -6.9771180E+00   1.8196186E+00
   1.5693461E+00  -4.1422541E-03  -6.9583702E+00   1.8191637E+00
   1.5709563E+00  -9.8912604E-03  -6.9841228E+00   1.8190910E+00
   1.5725601E+00  -3.7545697E-03  -6.9404068E+00   1.8190944E+00
   1.5749586E+00  -1.0220665E-02  -6.8907042E+00   1.8193167E+00
   1.5765783E+00  -1.2566420E-02  -6.8493342E+00   1.8194606E+00
   1.5782183E+00  -7.9911584E-03  -6.8592858E+00   1.8194718E+00
   1.5798564E+00   2.0795120E-03  -6.8364549E+00   1.8191969E+00
   1.5815068E+00  -1.0076455E-02  -6.9115644E+00   1.8190780E+00
   1.5831627E+00  -1.2152931E-02  -6.8697419E+00   1.8189456E+00
   1.5848099E+00  -5.8992631E-03  -6.8219395E+00   1.8189113E+00
   1.5864351E+00  -1.0992211E-02  -6.7680807E+00   1.8189971E+00
   1.5880311E+00  -6.8412567E-03  -6.7314630E+00   1.8190893E+00
   1.5896479E+00  -9.4918786E-03  -6.7241764E+00   1.8190607E+00
   1.5920763E+00  -8.4779700E-03  -6.7577095E+00   1.8188230E+00
   1.5936770E+00  -6.7128185E-03  -6.6547785E+00   1.8186491E+00
   1.5952634E+00  -7.9073664E-03  -6.6043010E+00   1.8184766E+00
   1.5968386E+00  -9.1119157E-03  -6.5825481E+00   1.8183578E+00
   1.5984066E+00  -5.5005886E-03  -6.5647101E+00   1.8182207E+00
   1.5999694E+00  -8.5382136E-03  -6.5196252E+00   1.8180887E+00
   1.6023132E+00  -3.4332061E-03  -6.5641623E+00   1.8178113E+00
   1.6039158E+00  -1.3584111E-02  -6.4843402E+00   1.8175968E+00
   1.6055557E+00  -1.4522808E-02  -6.3829994E+00   1.8173355E+00
   1.6071918E+00  -1.3414335E-02  -6.3510418E+00   1.8170017E+00
   1.6088079E+00  -3.7357800E-03  -6.3204637E+00   1.8166648E+00
   1.6104103E+00   2.1990496E-03  -6.2866755E+00   1.8163649E+00
   1.6120028E+00  -4.3689157E-03  -6.2751889E+00   1.8160783E+00
   1.6135890E+00  -5.2663595E-03  -6.2292123E+00   1.8156781E+00
   1.6159604E+00   3.4993268E-03  -6.1366787E+00   1.8151665E+00
   1.6175356E+00  -1.4705468E-03  -6.0945969E+00   1.8148053E+00
   1.6191136E+00  -4.6233255E-03  -6.0622573E+00   1.8146673E+00
   1.6206959E+00   4.4591576E-04  -6.0262480E+00   1.8145264E+00
   1.6222820E+00  -3.8598618E-03  -5.9820361E+00   1.8143826E+00
   1.6238705E+00  -4.1419519E-03  -5.9648223E+00   1.8142533E+00
   1.6262548E+00  -3.6239668E-03  -5.8289075E+00   1.8139131E+00
   1.6278442E+00  -5.8624139E-03  -5.7723689E+00   1.8136760E+00
   1.6294318E+00  -4.2085545E-03  -5.7373075E+00   1.8134617E+00
   1.6310154E+00  -5.2384618E-03  -5.6937017E+00   1.8132633E+00
   1.6325961E+00  -5.1823333E-03  -5.6467409E+00   1.8130232E+00
   1.6341757E+00  -2.6456660E-03  -5.6545792E+00   1.8128247E+00
   1.6365478E+00  -8.5837794E-03  -5.5223956E+00   1.8124195E+00
   1.6381330E+00  -4.8332764E-03  -5.4472251E+00   1.8121195E+00
   1.6397223E+00  -3.1454684E-03  -5.4001880E+00   1.8118945E+00
   1.6413157E+00  -6.4607640E-03  -5.2876430E+00   1.8114089E+00
   1.6429130E+00  -4.0145996E-03  -5.2829714E+00   1.8112644E+00
   1.6445113E+00  -9.8066509E-04  -5.3021240E+00   1.8111589E+00
   1.6469104E+00  -4.6344106E-03  -5.1743803E+00   1.8110430E+00
   1.6485107E+00  -3.5041247E-03  -5.1019416E+00   1.8109868E+00
   1.6501112E+00  -2.5614174E-03  -5.0332837E+00   1.8109109E+00
   1.6517119E+00  -3.6519154E-03  -4.9952216E+00   1.8107911E+00
   1.6533133E+00  -1.4285038E-03  -4.8982816E+00   1.8104649E+00
   1.6549157E+00  -4.1608405E-03  -4.9139919E+00   1.8102252E+00
   1.6565204E+00  -1.1015511E-02  -4.8092451E+00   1.8100985E+00
   1.6581286E+00  -5.5085192E-03  -4.7325306E+00   1.8098568E+00
   1.6605511E+00   3.3115307E-03  -4.6924620E+00   1.8097067E+00
   1.6621697E+00  -2.1760946E-03  -4.6221247E+00   1.8096216E+00
   1.6637936E+00  -9.1026127E-03  -4.5681720E+00   1.8095595E+00
   1.6654243E+00  -2.5180005E-02  -4.5263882E+00   1.8094871E+00
   1.6670631E+00  -1.5732711E-02  -4.3781686E+00   1.8094565E+00
   1.6687112E+00  -9.4388276E-03  -4.2965817E+00   1.8094540E+00
   1.6703677E+00  -1.3573925E-04  -4.2410259E+00   1.8094550E+00
   1.6720337E+00  -6.7666844E-03  -4.2183714E+00   1.8094684E+00
   1.6737055E+00  -1.0418870E-02  -4.1538887E+00   1.8095044E+00
   1.6753840E+00  -7.8721680E-03  -4.0914283E+00   1.8095438E+00
   1.6770070E+00  -4.2744605E-03  -4.0248747E+00   1.8095562E+00
   1.6787105E+00  -9.2844162E-03  -3.9194076E+00   1.8095462E+00
   1.6804055E+00  -6.4409701E-03  -3.8252211E+00   1.8095368E+00
   1.6828862E+00  -7.4970131E-03  -3.7020245E+00   1.8095671E+00
   1.6845160E+00  -6.3118767E-03  -3.6321445E+00   1.8095895E+00
   1.6861640E+00  -1.2021169E-02  -3.5863345E+00   1.8095877E+00
   1.6878041E+00  -3.4404260E-03  -3.5487788E+00   1.8095750E+00
   1.6894161E+00   1.3865872E-03  -3.5329285E+00   1.8095813E+00
   1.6909554E+00   2.2676731E-03  -3.4216540E+00   1.8096181E+00
   1.6925027E+00   9.9162636E-03  -3.2825153E+00   1.8096821E+00
   1.6948730E+00   3.9657271E-03  -3.1935821E+00   1.8097404E+00
   1.6964920E+00   1.8384239E-02  -3.1016202E+00   1.8097833E+00
   1.6981385E+00   5.5592414E-03  -3.0741565E+00   1.8098063E+00
   1.6998026E+00  -7.2186547E-03  -3.0490479E+00   1.8098494E+00
   1.7014790E+00  -1.2423534E-02  -2.9913027E+00   1.8099573E+00
   1.7031474E+00  -1.1537633E-03  -2.9182792E+00   1.8100605E+00
   1.7047715E+00   6.5136850E-03  -2.8471329E+00   1.8101671E+00
   1.7063577E+00   4.8208358E-03  -2.7171412E+00   1.8102483E+00
   1.7079289E+00  -9.4222426E-03  -2.6263638E+00   1.8103465E+00
   1.7103188E+00  -1.1855863E-03  -2.5352383E+00   1.8105572E+00
   1.7119801E+00  -2.8436074E-03  -2.4595573E+00   1.8106829E+00
   1.7136654E+00   6.1416572E-06  -2.3774769E+00   1.8107562E+00
