  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:13:18  02/14/2024 liqi     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      943      0.000E+00      1.714E+00
   time              pfxob_1         pfyob_1         pfzob_1
   6.9884944E-01   1.4595708E-03  -6.4640555E+00   1.8236611E+00
   7.0056820E-01   3.0133044E-03  -6.5294218E+00   1.8238845E+00
   7.0222044E-01  -1.7195465E-03  -6.5630822E+00   1.8238356E+00
   7.0384145E-01   5.3464615E-04  -6.5687747E+00   1.8237450E+00
   7.0629919E-01  -3.4825185E-03  -6.5463533E+00   1.8237524E+00
   7.0799112E-01  -2.8389459E-03  -6.5533862E+00   1.8237398E+00
   7.0969981E-01   1.0637520E-03  -6.6696649E+00   1.8234973E+00
   7.1141911E-01   2.9206211E-03  -6.7266521E+00   1.8231769E+00
   7.1313936E-01   8.3405189E-03  -6.7280035E+00   1.8230684E+00
   7.1480978E-01   4.4847340E-03  -6.7723708E+00   1.8229349E+00
   7.1645039E-01   1.3084962E-03  -6.7452159E+00   1.8227774E+00
   7.1808004E-01   2.3465350E-03  -6.7420659E+00   1.8224914E+00
   7.1972948E-01   4.6886769E-03  -6.7721272E+00   1.8221438E+00
   7.2139323E-01   1.2616604E-02  -6.7418365E+00   1.8218188E+00
   7.2307432E-01   3.6104054E-03  -6.8270540E+00   1.8212057E+00
   7.2481692E-01   1.8048657E-03  -6.8782611E+00   1.8208737E+00
   7.2654039E-01   4.1390471E-03  -6.9094896E+00   1.8203495E+00
   7.2823155E-01   3.9259098E-03  -6.8734641E+00   1.8200240E+00
   7.2995597E-01   1.6884585E-03  -6.8709087E+00   1.8198713E+00
   7.3168439E-01   2.6018056E-03  -6.8759947E+00   1.8195448E+00
   7.3338348E-01   2.9720583E-03  -6.9139590E+00   1.8192625E+00
   7.3506999E-01   4.1147936E-04  -6.9116354E+00   1.8189899E+00
   7.3677707E-01   1.3275979E-03  -6.9211750E+00   1.8184563E+00
   7.3846799E-01  -9.2975551E-04  -6.9550972E+00   1.8182166E+00
   7.4012870E-01  -6.2913182E-03  -6.9256086E+00   1.8179295E+00
   7.4179512E-01  -3.6508630E-03  -6.9439645E+00   1.8175805E+00
   7.4342710E-01  -2.5271531E-03  -6.9314485E+00   1.8174495E+00
   7.4503231E-01   1.2060979E-04  -6.9359818E+00   1.8172925E+00
   7.4739635E-01   2.3241404E-03  -6.8957834E+00   1.8169593E+00
   7.4902511E-01   1.7765956E-03  -6.9109859E+00   1.8167145E+00
   7.5065053E-01  -1.6504816E-03  -6.9523211E+00   1.8164518E+00
   7.5229931E-01  -1.0574508E-02  -6.9124618E+00   1.8161273E+00
   7.5393468E-01  -1.1305885E-02  -6.8858166E+00   1.8157799E+00
   7.5557232E-01   2.6776763E-03  -6.8571687E+00   1.8151697E+00
   7.5721484E-01  -3.6854972E-03  -6.8449883E+00   1.8148766E+00
   7.5884444E-01  -4.3295561E-03  -6.8349652E+00   1.8145673E+00
   7.6044071E-01  -7.5063519E-03  -6.8332720E+00   1.8143024E+00
   7.6280659E-01  -2.0047629E-04  -6.8311043E+00   1.8139473E+00
   7.6437581E-01   7.2610949E-04  -6.7687926E+00   1.8133143E+00
   7.6594144E-01  -1.5357584E-03  -6.7539186E+00   1.8128408E+00
   7.6750565E-01  -2.4076174E-03  -6.7289133E+00   1.8123827E+00
   7.6907015E-01  -1.4080951E-03  -6.7010550E+00   1.8120577E+00
   7.7063698E-01  -2.1585531E-03  -6.6833682E+00   1.8116274E+00
   7.7299482E-01  -4.5999014E-03  -6.6780281E+00   1.8110878E+00
   7.7457285E-01   1.1797342E-04  -6.6648011E+00   1.8106735E+00
   7.7615511E-01  -1.4631796E-03  -6.5954280E+00   1.8103728E+00
   7.7774203E-01   3.1464035E-04  -6.5609975E+00   1.8102082E+00
   7.7933371E-01  -3.8581218E-03  -6.5379291E+00   1.8100975E+00
   7.8093421E-01  -5.0087865E-03  -6.4828768E+00   1.8100100E+00
   7.8339374E-01  -2.2320834E-03  -6.4241781E+00   1.8098518E+00
   7.8502971E-01  -2.1641518E-03  -6.4232216E+00   1.8097403E+00
   7.8667194E-01  -1.8566232E-03  -6.3938560E+00   1.8096498E+00
   7.8832018E-01  -4.7579529E-03  -6.3136315E+00   1.8095341E+00
   7.8996992E-01  -8.8275010E-03  -6.2729902E+00   1.8095094E+00
   7.9162127E-01  -1.9635735E-03  -6.2225261E+00   1.8095087E+00
   7.9327214E-01  -4.8278430E-03  -6.1859665E+00   1.8095416E+00
   7.9492027E-01  -4.1252431E-03  -6.1351008E+00   1.8096149E+00
   7.9657239E-01  -5.6272144E-03  -6.1288872E+00   1.8096083E+00
   7.9822791E-01  -3.0249606E-03  -6.0904794E+00   1.8095886E+00
   7.9988670E-01  -1.6194697E-03  -6.0004296E+00   1.8095733E+00
   8.0154908E-01  -6.2015033E-03  -5.9295826E+00   1.8095812E+00
   8.0317181E-01  -2.4338563E-03  -5.8887410E+00   1.8095832E+00
   8.0550742E-01  -5.5577038E-03  -5.7932806E+00   1.8095161E+00
   8.0717605E-01  -5.1950915E-03  -5.7506137E+00   1.8094141E+00
   8.0884343E-01  -4.9163788E-03  -5.7057786E+00   1.8092562E+00
   8.1053609E-01   1.1480621E-04  -5.6918588E+00   1.8091838E+00
   8.1223512E-01   2.7708244E-03  -5.6018944E+00   1.8090500E+00
   8.1392825E-01  -1.0242350E-02  -5.5023603E+00   1.8088598E+00
   8.1561673E-01  -1.3851489E-02  -5.4360743E+00   1.8086855E+00
   8.1732023E-01  -9.6335243E-03  -5.4019909E+00   1.8085914E+00
   8.1905121E-01  -1.1951559E-02  -5.3683968E+00   1.8084944E+00
   8.2069635E-01  -4.0628957E-03  -5.3078852E+00   1.8084112E+00
   8.2231408E-01  -3.7198006E-03  -5.2666030E+00   1.8083823E+00
   8.2396108E-01  -1.8876653E-02  -5.1343851E+00   1.8083936E+00
   8.2566011E-01  -1.3159440E-02  -5.0182552E+00   1.8083957E+00
   8.2742381E-01  -2.7854019E-03  -4.9355822E+00   1.8083800E+00
   8.2921642E-01   2.4827821E-03  -4.9216194E+00   1.8083690E+00
   8.3082587E-01   2.0023768E-03  -4.8626833E+00   1.8083816E+00
   8.3245379E-01   4.9735457E-03  -4.7835932E+00   1.8084360E+00
   8.3416253E-01  -3.9080060E-03  -4.6846766E+00   1.8085189E+00
   8.3596867E-01  -1.1927011E-02  -4.6267219E+00   1.8085884E+00
   8.3778059E-01   9.7376620E-04  -4.5512724E+00   1.8086610E+00
   8.3955246E-01  -1.1697208E-02  -4.3547192E+00   1.8089544E+00
   8.4132540E-01  -1.0739422E-02  -4.3232603E+00   1.8091507E+00
   8.4306383E-01   1.7994931E-03  -4.2530761E+00   1.8093615E+00
   8.4487712E-01  -1.6598305E-03  -4.1820154E+00   1.8095437E+00
   8.4671658E-01  -4.2498591E-03  -4.1398711E+00   1.8097051E+00
   8.4764320E-01  -8.4456243E-03  -4.1163411E+00   1.8097997E+00
   8.5021931E-01  -5.5373283E-03  -3.9355578E+00   1.8101965E+00
   8.5193932E-01  -1.0931376E-05  -3.7433350E+00   1.8108217E+00
   8.5282016E-01  -2.4252453E-04  -3.7042909E+00   1.8110172E+00
   8.5527605E-01  -4.7594896E-03  -3.6367900E+00   1.8113602E+00
   8.5695523E-01   1.0059851E-03  -3.5701737E+00   1.8115802E+00
   8.5869002E-01  -5.8469345E-04  -3.5120032E+00   1.8118001E+00
   8.6044788E-01  -7.7558071E-03  -3.3851554E+00   1.8122543E+00
   8.6224926E-01  -4.1164123E-03  -3.2698877E+00   1.8125143E+00
   8.6317730E-01  -1.5122332E-03  -3.2339222E+00   1.8126221E+00
   8.6488897E-01  -2.6487284E-03  -2.9745524E+00   1.8130462E+00
   8.6670452E-01  -8.4651951E-03  -2.9363022E+00   1.8131709E+00
   8.6856544E-01   8.0571929E-03  -2.8606043E+00   1.8134122E+00
   8.7041169E-01   3.8255003E-04  -2.8236945E+00   1.8135478E+00
   8.7215233E-01  -1.9598722E-03  -2.7163303E+00   1.8136694E+00
   8.7386829E-01  -1.0817515E-02  -2.6309903E+00   1.8137698E+00
   8.7550020E-01  -7.2529814E-03  -2.3880169E+00   1.8140488E+00
   8.7714732E-01   5.5205673E-03  -2.3175867E+00   1.8142881E+00
   8.7885129E-01   2.6572808E-03  -2.2429399E+00   1.8144842E+00
   8.8062674E-01  -9.0035647E-03  -2.1224713E+00   1.8145212E+00
   8.8246238E-01   7.3256535E-03  -2.0960939E+00   1.8145694E+00
   8.8422382E-01   5.7503148E-03  -1.8727254E+00   1.8148068E+00
   8.8599998E-01   1.5468062E-03  -1.7838389E+00   1.8149459E+00
   8.8782156E-01   2.2615434E-03  -1.7448566E+00   1.8150917E+00
   8.8960689E-01  -3.7721973E-03  -1.5416331E+00   1.8153129E+00
   8.9050555E-01  -8.4612472E-04  -1.5061737E+00   1.8153595E+00
   8.9233518E-01  -2.0880732E-03  -1.4224485E+00   1.8154812E+00
   8.9420325E-01   9.0413792E-03  -1.3413006E+00   1.8155786E+00
   8.9598602E-01  -5.1618824E-03  -1.1082411E+00   1.8157825E+00
   8.9775276E-01   2.0192768E-03  -1.0894122E+00   1.8159471E+00
   8.9948249E-01   4.4525540E-03  -1.0320884E+00   1.8162103E+00
   9.0125614E-01   9.4885408E-04  -9.4293833E-01   1.8163549E+00
   9.0310866E-01   3.4913278E-04  -8.2446784E-01   1.8164228E+00
   9.0497208E-01   4.4156299E-03  -7.9869992E-01   1.8165236E+00
   9.0590024E-01  -1.7558229E-03  -7.2307551E-01   1.8166045E+00
   9.0765548E-01   1.2667120E-02  -5.4464912E-01   1.8168417E+00
   9.0941459E-01   2.0729629E-02  -3.9322978E-01   1.8170952E+00
   9.1114783E-01   9.9781714E-03  -3.1361631E-01   1.8172899E+00
   9.1285515E-01   5.8975159E-03  -2.6221144E-01   1.8174528E+00
   9.1455269E-01   1.9619477E-03  -1.8714540E-01   1.8175396E+00
   9.1628760E-01   3.6611553E-02  -2.8330393E-02   1.8176061E+00
   9.1810149E-01   2.0571427E-02   7.4486616E-03   1.8176340E+00
   9.2001545E-01  -2.7538606E-04   1.0915972E-01   1.8176498E+00
   9.2196250E-01   8.2328413E-03   1.6861030E-01   1.8176306E+00
   9.2391092E-01  -9.6071959E-03   2.9427478E-01   1.8176258E+00
   9.2481196E-01  -7.0400392E-03   3.5892603E-01   1.8176253E+00
   9.2652869E-01  -8.5006776E-04   4.8946929E-01   1.8176587E+00
   9.2824429E-01  -9.1107609E-03   6.6711771E-01   1.8178519E+00
   9.3001038E-01  -2.5883454E-03   7.2396183E-01   1.8178902E+00
   9.3186706E-01   3.3147712E-03   7.8711551E-01   1.8177420E+00
   9.3372434E-01   2.7892666E-02   8.3809417E-01   1.8170890E+00
   9.3548381E-01   1.6613618E-02   8.6887574E-01   1.8167279E+00
   9.3730146E-01  -3.6059665E-03   1.0329840E+00   1.8160238E+00
   9.3906695E-01  -4.0373872E-03   1.1201838E+00   1.8158140E+00
   9.4080687E-01  -4.8661632E-03   1.2253715E+00   1.8155762E+00
   9.4259483E-01   8.5373735E-04   1.2546022E+00   1.8153292E+00
   9.4439709E-01  -4.6340008E-03   1.4074543E+00   1.8150516E+00
   9.4621670E-01  -4.9013493E-04   1.4947499E+00   1.8150496E+00
   9.4716430E-01   3.1121622E-03   1.5387042E+00   1.8150984E+00
   9.4916141E-01   6.0003828E-03   1.6636980E+00   1.8151947E+00
   9.5109528E-01   1.1019725E-02   1.7478833E+00   1.8150120E+00
   9.5298314E-01   4.3464865E-04   1.7698231E+00   1.8150694E+00
   9.5395643E-01   1.8261751E-03   1.8569657E+00   1.8151996E+00
   9.5587903E-01   7.9258932E-03   1.8965092E+00   1.8152127E+00
   9.5770705E-01   1.6248416E-02   1.9801164E+00   1.8152918E+00
   9.5957130E-01   3.6688773E-03   2.0361199E+00   1.8154343E+00
   9.6142912E-01  -5.7668709E-03   2.1686721E+00   1.8158849E+00
   9.6328396E-01   3.3991474E-03   2.3277352E+00   1.8166353E+00
   9.6422398E-01  -7.4099610E-03   2.4031465E+00   1.8169520E+00
   9.6616948E-01  -7.5406482E-04   2.4316463E+00   1.8171726E+00
   9.6822846E-01  -3.4312080E-04   2.4969895E+00   1.8173730E+00
   9.6927637E-01  -5.4351590E-03   2.5005491E+00   1.8174535E+00
   9.7129494E-01   6.2744748E-03   2.6073525E+00   1.8179477E+00
   9.7326934E-01   1.0767299E-03   2.7545059E+00   1.8188565E+00
   9.7526616E-01   1.7402299E-03   2.8563304E+00   1.8194671E+00
   9.7628033E-01   8.6956853E-03   2.8209784E+00   1.8195423E+00
   9.7813785E-01  -7.9259584E-03   2.8778036E+00   1.8197579E+00
   9.7991002E-01  -1.1523803E-02   3.0343034E+00   1.8199515E+00
   9.8168713E-01  -1.0404501E-02   3.1010067E+00   1.8200935E+00
   9.8355961E-01  -1.3604068E-02   3.2483807E+00   1.8204566E+00
   9.8558033E-01  -2.9575361E-03   3.3030007E+00   1.8206614E+00
   9.8661011E-01   3.6734098E-03   3.3340061E+00   1.8207808E+00
   9.8866504E-01   5.1841298E-03   3.3669920E+00   1.8208097E+00
   9.9060506E-01   4.3753916E-03   3.4377291E+00   1.8208215E+00
   9.9238175E-01   8.9823697E-03   3.5100236E+00   1.8209244E+00
   9.9415511E-01  -1.2185981E-02   3.6043396E+00   1.8211138E+00
   9.9506855E-01  -6.7321411E-03   3.6527698E+00   1.8211398E+00
   9.9698234E-01  -2.3728462E-03   3.7539146E+00   1.8211248E+00
   9.9908358E-01   6.0081022E-04   3.7875764E+00   1.8210455E+00
   1.0001791E+00  -2.3824831E-03   3.8439713E+00   1.8210906E+00
   1.0023452E+00   5.3092069E-04   3.8939416E+00   1.8212769E+00
   1.0045174E+00   3.0208621E-04   4.0169249E+00   1.8215052E+00
   1.0055979E+00  -1.7876525E-03   4.0383186E+00   1.8215789E+00
   1.0077409E+00   1.4923892E-03   4.1359816E+00   1.8220319E+00
   1.0087996E+00  -6.0416204E-03   4.1754303E+00   1.8221977E+00
   1.0109235E+00  -1.1685369E-02   4.2492027E+00   1.8223784E+00
   1.0130963E+00  -1.0236966E-01   4.2987905E+00   1.8224781E+00
   1.0141931E+00  -1.0909653E-01   4.3126340E+00   1.8225232E+00
   1.0163156E+00  -5.7450656E-02   4.4399953E+00   1.8230875E+00
   1.0173867E+00  -5.9157688E-02   4.4504466E+00   1.8231981E+00
   1.0195076E+00   1.9424234E-02   4.4937515E+00   1.8239176E+00
   1.0215141E+00   1.2448566E-01   4.5413041E+00   1.8245076E+00
   1.0224925E+00   1.1968653E-01   4.5937881E+00   1.8246219E+00
   1.0245037E+00   1.0089242E-02   4.7153029E+00   1.8253951E+00
   1.0266582E+00  -1.9165237E-02   4.7564402E+00   1.8261981E+00
   1.0277483E+00  -1.7214540E-02   4.8123055E+00   1.8266276E+00
   1.0297337E+00  -4.1268868E-03   4.8474555E+00   1.8273363E+00
   1.0315447E+00  -3.7170006E-03   4.8288326E+00   1.8275709E+00
   1.0333602E+00  -1.6088983E-02   4.8673968E+00   1.8278232E+00
   1.0353620E+00  -8.0831200E-03   5.0298681E+00   1.8284461E+00
   1.0364238E+00  -9.5051024E-03   5.0418129E+00   1.8286105E+00
   1.0385332E+00  -1.3726918E-02   5.0466781E+00   1.8290510E+00
   1.0395787E+00  -1.2839909E-02   5.0522122E+00   1.8292788E+00
   1.0416409E+00  -2.2366468E-02   5.1551232E+00   1.8299919E+00
   1.0436784E+00  -6.7831711E-03   5.2469082E+00   1.8303032E+00
   1.0446924E+00  -1.4524854E-02   5.2605138E+00   1.8306313E+00
   1.0468593E+00  -1.5198414E-02   5.2270465E+00   1.8309834E+00
   1.0479987E+00  -1.6336575E-02   5.2523046E+00   1.8310624E+00
   1.0503609E+00  -7.2431872E-03   5.2962070E+00   1.8313779E+00
   1.0515414E+00  -1.3948001E-02   5.3989792E+00   1.8319410E+00
   1.0539945E+00  -2.5660710E-03   5.4136133E+00   1.8323137E+00
   1.0551935E+00  -1.4643610E-02   5.4312983E+00   1.8325617E+00
   1.0576878E+00  -3.8282410E-03   5.4632211E+00   1.8327752E+00
   1.0589249E+00  -9.1252681E-03   5.5138807E+00   1.8329419E+00
   1.0601553E+00  -1.6816964E-02   5.5124774E+00   1.8330816E+00
   1.0623732E+00   1.7491772E-03   5.5440788E+00   1.8334721E+00
   1.0635351E+00  -2.9053814E-03   5.5961781E+00   1.8336052E+00
   1.0659862E+00  -1.2119146E-02   5.6197071E+00   1.8338027E+00
   1.0672204E+00  -1.9335594E-02   5.6499820E+00   1.8338767E+00
   1.0696971E+00   7.4162432E-03   5.6983995E+00   1.8340671E+00
   1.0709348E+00  -4.6763234E-03   5.7304420E+00   1.8341776E+00
   1.0721031E+00   5.2099378E-04   5.7158184E+00   1.8343120E+00
   1.0742873E+00  -1.6961405E-02   5.7618203E+00   1.8346051E+00
   1.0754454E+00  -1.8618902E-02   5.7984338E+00   1.8347304E+00
   1.0778178E+00   3.2456438E-03   5.7928352E+00   1.8348891E+00
   1.0797472E+00  -9.4806566E-04   5.7934246E+00   1.8349426E+00
   1.0807848E+00   5.8710692E-03   5.8483329E+00   1.8350588E+00
   1.0830182E+00   8.3634546E-03   5.9218259E+00   1.8352003E+00
   1.0848269E+00   1.5279055E-02   5.8775935E+00   1.8354870E+00
   1.0857996E+00   4.8886621E-03   5.8846326E+00   1.8355836E+00
   1.0878934E+00  -1.4812957E-02   5.9279909E+00   1.8356029E+00
   1.0902017E+00  -8.4237251E-03   5.9345503E+00   1.8356037E+00
   1.0913788E+00   1.9777589E-03   5.9998775E+00   1.8355838E+00
   1.0926098E+00  -7.2116526E-03   5.9929047E+00   1.8355792E+00
   1.0948931E+00   3.0809653E-03   5.9955454E+00   1.8357085E+00
   1.0961032E+00   8.9021865E-03   6.0151310E+00   1.8358281E+00
   1.0985229E+00  -1.8827290E-03   6.0259571E+00   1.8359561E+00
   1.0997268E+00   2.7553227E-03   6.0393085E+00   1.8359282E+00
   1.1020988E+00  -6.8142428E-04   6.0618277E+00   1.8357538E+00
   1.1032870E+00   2.1957024E-03   6.0533056E+00   1.8356423E+00
   1.1045018E+00   8.5939812E-03   6.0816941E+00   1.8355371E+00
   1.1071057E+00  -1.5162742E-03   6.1064053E+00   1.8353720E+00
   1.1084362E+00   5.6944187E-03   6.0915971E+00   1.8353016E+00
   1.1105084E+00   5.3908410E-03   6.1491318E+00   1.8350294E+00
   1.1116229E+00   4.9979538E-03   6.1652713E+00   1.8349639E+00
   1.1140218E+00  -2.5806222E-03   6.1733670E+00   1.8347422E+00
   1.1153120E+00  -8.7763024E-03   6.1845751E+00   1.8345516E+00
   1.1166587E+00  -6.5673976E-03   6.1907201E+00   1.8343797E+00
   1.1194808E+00   9.5958840E-03   6.1904950E+00   1.8342084E+00
   1.1208606E+00  -2.1690757E-03   6.2162809E+00   1.8342294E+00
   1.1221464E+00  -6.4036008E-03   6.2130198E+00   1.8343008E+00
   1.1243604E+00  -1.5253089E-02   6.2406526E+00   1.8344935E+00
   1.1255255E+00  -4.6403642E-04   6.2395043E+00   1.8344749E+00
   1.1280330E+00   1.0803544E-02   6.2584476E+00   1.8342627E+00
   1.1293817E+00  -9.2499591E-03   6.2298379E+00   1.8341011E+00
   1.1307944E+00  -5.9307055E-03   6.2083259E+00   1.8339665E+00
   1.1322188E+00  -1.0311219E-02   6.2312055E+00   1.8339056E+00
   1.1335646E+00  -4.3238457E-03   6.2739062E+00   1.8339392E+00
   1.1363353E+00  -1.4636639E-03   6.2722559E+00   1.8342609E+00
   1.1378253E+00  -5.0144242E-03   6.2803159E+00   1.8343855E+00
   1.1393161E+00  -8.0477856E-03   6.2616296E+00   1.8344700E+00
   1.1408814E+00   2.5953176E-03   6.2426081E+00   1.8345314E+00
   1.1425250E+00  -4.9894028E-03   6.2448840E+00   1.8346158E+00
   1.1441408E+00  -3.3865273E-03   6.2562923E+00   1.8347036E+00
   1.1457317E+00  -5.4697520E-03   6.2728729E+00   1.8348346E+00
   1.1472993E+00  -1.0959721E-02   6.2625346E+00   1.8348864E+00
   1.1503363E+00  -2.4409343E-04   6.2690110E+00   1.8349854E+00
   1.1516904E+00  -8.5371882E-03   6.2295895E+00   1.8350651E+00
   1.1531121E+00  -1.0429964E-02   6.2657046E+00   1.8351781E+00
   1.1545159E+00  -6.3950769E-03   6.2709870E+00   1.8352557E+00
   1.1568500E+00  -9.2803361E-03   6.2597756E+00   1.8353989E+00
   1.1580507E+00  -7.5024697E-03   6.2483244E+00   1.8354403E+00
   1.1593114E+00  -6.5122801E-03   6.2406845E+00   1.8354808E+00
   1.1618956E+00  -6.4571560E-03   6.2247529E+00   1.8355831E+00
   1.1632191E+00   6.0653784E-03   6.2447557E+00   1.8356221E+00
   1.1645800E+00   8.2437089E-03   6.2474194E+00   1.8356655E+00
   1.1674458E+00  -1.2454757E-02   6.2119336E+00   1.8357396E+00
   1.1688684E+00  -4.9565076E-03   6.2165761E+00   1.8358114E+00
   1.1703622E+00  -2.6507764E-03   6.1982560E+00   1.8358672E+00
   1.1717526E+00   1.2080080E-03   6.1795101E+00   1.8360075E+00
   1.1732125E+00   8.5621834E-04   6.1914234E+00   1.8360834E+00
   1.1747454E+00   2.0745398E-04   6.1744900E+00   1.8361347E+00
   1.1763550E+00  -1.3466796E-02   6.2044759E+00   1.8361511E+00
   1.1780199E+00  -6.5380242E-04   6.2126961E+00   1.8361483E+00
   1.1797681E+00  -7.1180018E-04   6.1688223E+00   1.8361464E+00
   1.1814852E+00  -5.7241484E-03   6.1143007E+00   1.8361806E+00
   1.1832881E+00  -8.5114902E-03   6.0932245E+00   1.8362948E+00
   1.1851810E+00  -7.3677953E-03   6.0364738E+00   1.8367636E+00
   1.1868154E+00  -6.7506204E-03   6.0499129E+00   1.8368057E+00
   1.1885314E+00  -7.1094641E-03   6.0707173E+00   1.8368248E+00
   1.1901037E+00  -6.2131523E-03   6.0448303E+00   1.8368058E+00
   1.1917454E+00  -6.1862161E-03   6.0674720E+00   1.8368164E+00
   1.1934690E+00  -3.2498692E-03   6.0566669E+00   1.8369544E+00
   1.1951625E+00  -6.2885932E-03   6.0002918E+00   1.8372219E+00
   1.1969407E+00  -4.2302166E-03   5.9701686E+00   1.8375131E+00
   1.1988076E+00  -6.6809775E-03   5.9036517E+00   1.8377470E+00
   1.2007405E+00  -2.4727355E-03   5.9026752E+00   1.8379402E+00
   1.2024804E+00  -2.6031181E-03   5.8671231E+00   1.8381521E+00
   1.2041465E+00  -4.8053996E-03   5.8746619E+00   1.8382686E+00
   1.2058960E+00  -4.2503662E-03   5.8303308E+00   1.8384643E+00
   1.2078652E+00   1.6874879E-03   5.7674880E+00   1.8390999E+00
   1.2095398E+00  -2.6949728E-03   5.7242484E+00   1.8395472E+00
   1.2113860E+00  -3.9665853E-03   5.7271147E+00   1.8399208E+00
   1.2134215E+00  -1.2326339E-03   5.7008333E+00   1.8401861E+00
   1.2145162E+00  -3.0628541E-03   5.6927910E+00   1.8402411E+00
   1.2168723E+00  -1.4702745E-03   5.6595821E+00   1.8404112E+00
   1.2181396E+00  -3.2296591E-03   5.6335592E+00   1.8405576E+00
   1.2194701E+00  -3.6900791E-03   5.5938296E+00   1.8407650E+00
   1.2223343E+00   3.5222518E-04   5.5257463E+00   1.8412321E+00
   1.2238746E+00   6.1489717E-04   5.5191622E+00   1.8413643E+00
   1.2254919E+00   3.7815848E-03   5.4660277E+00   1.8415240E+00
   1.2271901E+00   1.3392307E-03   5.4521790E+00   1.8417010E+00
   1.2289732E+00   6.6568272E-04   5.4291892E+00   1.8418597E+00
   1.2308455E+00   2.4676947E-03   5.4182439E+00   1.8419358E+00
   1.2328113E+00  -3.5049461E-03   5.3631415E+00   1.8421085E+00
   1.2348620E+00  -3.0705403E-03   5.3361802E+00   1.8422333E+00
   1.2367593E+00  -1.3639535E-03   5.2621222E+00   1.8424268E+00
   1.2387494E+00  -9.3855971E-04   5.2067719E+00   1.8426132E+00
   1.2406417E+00  -1.9874088E-03   5.1688299E+00   1.8428050E+00
   1.2422314E+00   1.2126369E-03   5.1009994E+00   1.8430060E+00
   1.2439005E+00  -2.2673099E-03   5.0673962E+00   1.8431509E+00
   1.2456532E+00  -3.0007731E-04   5.0458517E+00   1.8432161E+00
   1.2471917E+00  -2.4304194E-04   5.0036335E+00   1.8432704E+00
   1.2487282E+00  -2.6599087E-03   4.9781032E+00   1.8432685E+00
   1.2503414E+00   4.2321897E-04   4.9278235E+00   1.8432224E+00
   1.2520169E+00   1.2105213E-03   4.8703237E+00   1.8431749E+00
   1.2537205E+00   1.0383986E-03   4.8245821E+00   1.8431076E+00
   1.2565562E+00   1.0070690E-03   4.6810570E+00   1.8429067E+00
   1.2580811E+00  -8.8259907E-07   4.6454339E+00   1.8428386E+00
   1.2595365E+00   4.5375855E-04   4.5674510E+00   1.8427370E+00
   1.2610646E+00   1.8388759E-04   4.5565429E+00   1.8427061E+00
   1.2626692E+00   1.9045610E-03   4.5097594E+00   1.8426515E+00
   1.2641889E+00   1.2145488E-03   4.4911594E+00   1.8426008E+00
   1.2657717E+00  -7.0127752E-04   4.4460192E+00   1.8425323E+00
   1.2673173E+00  -4.4126366E-04   4.3842874E+00   1.8424389E+00
   1.2688469E+00   2.3710974E-03   4.3028045E+00   1.8422801E+00
   1.2718515E+00   4.4791217E-04   4.1892943E+00   1.8419991E+00
   1.2733424E+00  -5.3702151E-05   4.1432281E+00   1.8419003E+00
   1.2748177E+00  -4.0079706E-04   4.1009359E+00   1.8417966E+00
   1.2762914E+00  -3.4455888E-06   4.0374064E+00   1.8416389E+00
   1.2777628E+00   1.2974664E-04   3.9765072E+00   1.8414636E+00
   1.2792327E+00   2.3817881E-04   3.9510021E+00   1.8413303E+00
   1.2821583E+00   2.5448794E-03   3.8331020E+00   1.8409802E+00
   1.2835258E+00  -7.1199867E-04   3.7740612E+00   1.8407950E+00
   1.2849617E+00   9.7015942E-04   3.7320070E+00   1.8405970E+00
   1.2864646E+00  -2.2146564E-04   3.6696193E+00   1.8403870E+00
   1.2879866E+00   1.9994513E-03   3.5951080E+00   1.8401741E+00
   1.2895103E+00   3.3405684E-03   3.5246291E+00   1.8399551E+00
   1.2925340E+00   2.4685713E-03   3.3646913E+00   1.8394623E+00
   1.2940331E+00   3.6558416E-03   3.3168097E+00   1.8392957E+00
   1.2955242E+00   3.8261747E-03   3.2651157E+00   1.8391377E+00
   1.2970079E+00   3.3612936E-03   3.2049272E+00   1.8390073E+00
   1.2984842E+00   4.0871333E-03   3.1320336E+00   1.8388914E+00
   1.2999532E+00   3.6053059E-03   3.0425222E+00   1.8387082E+00
   1.3014143E+00   6.1145367E-04   2.9906611E+00   1.8385670E+00
   1.3043107E+00   1.9130579E-03   2.8657434E+00   1.8381994E+00
   1.3057450E+00   1.9077621E-03   2.7732546E+00   1.8380040E+00
   1.3071700E+00   3.4990918E-03   2.7183936E+00   1.8378727E+00
   1.3085858E+00   4.0018745E-03   2.6480772E+00   1.8376924E+00
   1.3113915E+00   4.6328246E-03   2.5387237E+00   1.8374319E+00
   1.3127824E+00   5.3366381E-03   2.4617367E+00   1.8372988E+00
   1.3141665E+00   4.9152290E-03   2.3894899E+00   1.8371986E+00
   1.3155452E+00   5.7305917E-03   2.3347473E+00   1.8371440E+00
   1.3169194E+00   5.7399143E-03   2.2077172E+00   1.8370728E+00
   1.3196590E+00   6.0376320E-03   2.1197145E+00   1.8370615E+00
   1.3210257E+00   6.2304093E-03   2.0701277E+00   1.8370897E+00
   1.3223910E+00   6.7494991E-03   2.0414128E+00   1.8371068E+00
