  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   14:30:35  02/22/2024 pnht     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing tfxob, tfyob, tfzob       
       1      999      0.000E+00      3.341E+00
   time              tfxob_1         tfyob_1         tfzob_1
   1.1392103E+00   3.5038944E-02  -5.5230374E+00   1.7372921E+00
   1.1422139E+00   3.6333840E-02  -5.4555511E+00   1.7373575E+00
   1.1459348E+00   3.3856079E-02  -5.3590965E+00   1.7373872E+00
   1.1488912E+00   2.9528691E-02  -5.3368583E+00   1.7374264E+00
   1.1525636E+00   3.2697011E-02  -5.2880931E+00   1.7374859E+00
   1.1554861E+00   3.2727309E-02  -5.1812558E+00   1.7372639E+00
   1.1591231E+00   3.4369811E-02  -5.1189647E+00   1.7369512E+00
   1.1627451E+00   3.4296591E-02  -5.0538330E+00   1.7367469E+00
   1.1656343E+00   3.1739604E-02  -4.9857869E+00   1.7366474E+00
   1.1692343E+00   3.3025399E-02  -4.8670812E+00   1.7363237E+00
   1.1727914E+00   3.9884988E-02  -4.8492041E+00   1.7365075E+00
   1.1755966E+00   2.8825423E-02  -4.7801747E+00   1.7371402E+00
   1.1790524E+00   2.1412810E-02  -4.7174096E+00   1.7376279E+00
   1.1824679E+00   1.8249620E-02  -4.6014948E+00   1.7380046E+00
   1.1859102E+00   2.1445422E-02  -4.5277805E+00   1.7383258E+00
   1.1895251E+00   1.9920586E-02  -4.4570913E+00   1.7387592E+00
   1.1924523E+00   2.1427408E-02  -4.3933115E+00   1.7390833E+00
   1.1960846E+00   2.2318391E-02  -4.3138981E+00   1.7394674E+00
   1.1989827E+00   2.3817221E-02  -4.2658300E+00   1.7396269E+00
   1.2026359E+00   2.9985659E-02  -4.1237621E+00   1.7394898E+00
   1.2056011E+00   3.7417989E-02  -4.0888667E+00   1.7394626E+00
   1.2093748E+00   1.6223274E-02  -4.0114164E+00   1.7392894E+00
   1.2124484E+00   1.5832078E-02  -3.9046121E+00   1.7391139E+00
   1.2163748E+00   1.4684056E-02  -3.8534505E+00   1.7389914E+00
   1.2195842E+00   2.3645306E-02  -3.7623844E+00   1.7390344E+00
   1.2228551E+00   2.3852123E-02  -3.6678798E+00   1.7390715E+00
   1.2261809E+00   1.9093355E-02  -3.5926707E+00   1.7391539E+00
   1.2295526E+00   2.1215351E-02  -3.5130575E+00   1.7392727E+00
   1.2329639E+00   2.2780642E-02  -3.4254670E+00   1.7395056E+00
   1.2364101E+00   2.2239318E-02  -3.3585653E+00   1.7397943E+00
   1.2390023E+00   2.2346206E-02  -3.2957244E+00   1.7400546E+00
   1.2424502E+00   1.9629614E-02  -3.2217178E+00   1.7404093E+00
   1.2459083E+00   2.0638261E-02  -3.1505210E+00   1.7406358E+00
   1.2494031E+00   2.4782997E-02  -3.0563958E+00   1.7408788E+00
   1.2528886E+00   2.0003159E-02  -3.0321097E+00   1.7410191E+00
   1.2562368E+00   2.7340295E-02  -2.8594053E+00   1.7409589E+00
   1.2596271E+00   2.4642996E-02  -2.8067644E+00   1.7410930E+00
   1.2630874E+00   2.3386510E-02  -2.7463720E+00   1.7410264E+00
   1.2657002E+00   2.3932403E-02  -2.6222854E+00   1.7407104E+00
   1.2691824E+00   2.3783213E-02  -2.5968261E+00   1.7406852E+00
   1.2726274E+00   2.4320474E-02  -2.5744240E+00   1.7405887E+00
   1.2760437E+00   2.4555830E-02  -2.4892180E+00   1.7407881E+00
   1.2795019E+00   1.9327043E-02  -2.3454247E+00   1.7410680E+00
   1.2828166E+00   1.9731762E-02  -2.2926941E+00   1.7410495E+00
   1.2862871E+00   1.4989313E-02  -2.2816575E+00   1.7411727E+00
   1.2897141E+00   2.4083262E-02  -2.1937821E+00   1.7415148E+00
   1.2930458E+00   2.3522807E-02  -2.1055532E+00   1.7419933E+00
   1.2962985E+00   1.9042931E-02  -1.9582239E+00   1.7423640E+00
   1.2996811E+00   2.2195023E-02  -1.9405347E+00   1.7424717E+00
   1.3030615E+00   2.0781696E-02  -1.9297023E+00   1.7425668E+00
   1.3063769E+00   2.1232210E-02  -1.8909693E+00   1.7429019E+00
   1.3096585E+00   2.5137341E-02  -1.7498461E+00   1.7435033E+00
   1.3127036E+00   1.9230209E-02  -1.7293322E+00   1.7437479E+00
   1.3161902E+00   1.7994530E-02  -1.6471212E+00   1.7441196E+00
   1.3192244E+00   1.7723056E-02  -1.6133366E+00   1.7445199E+00
   1.3232651E+00   1.6919795E-02  -1.4929230E+00   1.7451180E+00
   1.3264852E+00   1.7866770E-02  -1.4671084E+00   1.7454807E+00
   1.3296973E+00   1.6608384E-02  -1.4030712E+00   1.7459565E+00
   1.3329042E+00   1.4402013E-02  -1.3368037E+00   1.7466037E+00
   1.3361089E+00   1.2574603E-02  -1.2390865E+00   1.7474210E+00
   1.3393137E+00   8.3573237E-03  -1.2082161E+00   1.7478024E+00
   1.3425211E+00   1.2220662E-02  -1.1737977E+00   1.7480913E+00
   1.3465360E+00   1.3859739E-02  -1.0599201E+00   1.7487116E+00
   1.3497543E+00   9.1680605E-03  -1.0357873E+00   1.7495394E+00
   1.3529786E+00   1.2096295E-02  -9.8017812E-01   1.7500808E+00
   1.3562088E+00   1.1390451E-02  -9.0500420E-01   1.7504840E+00
   1.3592274E+00   1.6101804E-02  -9.0325660E-01   1.7510124E+00
   1.3632786E+00   1.1065707E-02  -7.0476991E-01   1.7518648E+00
   1.3665240E+00   2.0116504E-02  -7.2828722E-01   1.7525345E+00
   1.3697721E+00   1.5092584E-02  -6.5935981E-01   1.7528746E+00
   1.3730218E+00   1.5519118E-02  -6.2874413E-01   1.7531987E+00
   1.3762721E+00   1.3344637E-02  -5.7390559E-01   1.7536788E+00
   1.3795221E+00   1.4430736E-02  -5.0772417E-01   1.7542659E+00
   1.3827708E+00   1.3633349E-02  -3.8155681E-01   1.7548444E+00
   1.3860180E+00   1.3575157E-02  -3.7394762E-01   1.7552397E+00
   1.3900743E+00   1.6403487E-02  -3.3729994E-01   1.7555778E+00
   1.3933172E+00   1.4474885E-02  -2.4219285E-01   1.7559483E+00
   1.3965586E+00   1.4224593E-02  -1.2740774E-01   1.7566644E+00
   1.3997989E+00   1.2892902E-02  -7.3780656E-02   1.7573444E+00
   1.4030383E+00   1.1750054E-02   3.0693348E-04   1.7579658E+00
   1.4062772E+00   1.7777372E-02   1.8208964E-02   1.7581691E+00
   1.4095159E+00   6.9271205E-03   6.4294860E-02   1.7583899E+00
   1.4127547E+00   1.2677731E-02   1.6051266E-01   1.7589180E+00
   1.4168042E+00   1.5306676E-02   3.1266633E-01   1.7602561E+00
   1.4200450E+00   1.2235099E-02   3.1894442E-01   1.7604723E+00
   1.4232873E+00   1.0468797E-02   3.3663175E-01   1.7604793E+00
   1.4265307E+00   1.1906515E-02   4.6919057E-01   1.7611680E+00
   1.4297754E+00   1.4932867E-02   5.3351593E-01   1.7617751E+00
   1.4330207E+00   1.1311448E-02   6.0271841E-01   1.7621105E+00
   1.4362674E+00   2.0705769E-02   6.4358038E-01   1.7624012E+00
   1.4395311E+00   1.1714638E-02   7.7506626E-01   1.7630800E+00
   1.4428216E+00   1.3547027E-02   8.1722420E-01   1.7636188E+00
   1.4461359E+00   1.2605415E-02   8.9031124E-01   1.7638984E+00
   1.4494698E+00   7.1181557E-03   9.8965555E-01   1.7644210E+00
   1.4528204E+00   1.4275827E-02   1.0988004E+00   1.7651860E+00
   1.4561858E+00   2.5276825E-02   1.1808529E+00   1.7656581E+00
   1.4595650E+00   8.2278904E-03   1.2022399E+00   1.7658194E+00
   1.4629589E+00   1.1506468E-02   1.3150570E+00   1.7660329E+00
   1.4663677E+00   1.9278089E-02   1.4077991E+00   1.7667787E+00
   1.4697919E+00   1.2910221E-02   1.5638387E+00   1.7680856E+00
   1.4732318E+00   1.2709820E-02   1.6466384E+00   1.7685013E+00
   1.4766877E+00   1.4363143E-02   1.6657343E+00   1.7688208E+00
   1.4801464E+00   9.2227068E-03   1.8363435E+00   1.7695587E+00
   1.4835784E+00   9.3249939E-03   1.8915794E+00   1.7706550E+00
   1.4869841E+00   1.0380403E-02   2.0378897E+00   1.7719074E+00
   1.4895214E+00   1.1037765E-02   2.1487463E+00   1.7732711E+00
   1.4928684E+00   6.5325494E-03   2.2198067E+00   1.7741307E+00
   1.4970056E+00   8.5981693E-03   2.3279383E+00   1.7751328E+00
   1.4995456E+00   8.6528761E-03   2.3607969E+00   1.7755588E+00
   1.5029768E+00   8.6891688E-03   2.5424564E+00   1.7765906E+00
   1.5066464E+00   1.9397825E-03   2.6337674E+00   1.7778914E+00
   1.5096638E+00   1.1889677E-02   2.7451644E+00   1.7788560E+00
   1.5127984E+00   8.0303978E-03   2.8087573E+00   1.7795333E+00
   1.5170805E+00   3.2690321E-03   2.9368353E+00   1.7801783E+00
   1.5203611E+00   1.4951120E-02   3.1077023E+00   1.7815692E+00
   1.5237350E+00   6.4965636E-03   3.1875587E+00   1.7823135E+00
   1.5271587E+00  -5.3272289E-03   3.2852511E+00   1.7830923E+00
   1.5305222E+00   1.7665701E-02   3.4193115E+00   1.7843194E+00
   1.5338622E+00   7.3485994E-03   3.5077498E+00   1.7850602E+00
   1.5361193E+00   8.4870504E-03   3.6152608E+00   1.7858328E+00
   1.5396190E+00   9.2048896E-03   3.7516577E+00   1.7870018E+00
   1.5429529E+00   1.3715497E-02   3.8621380E+00   1.7884290E+00
   1.5463647E+00   7.3888968E-03   3.9457426E+00   1.7892036E+00
   1.5497642E+00   1.4840015E-02   4.1266298E+00   1.7908460E+00
   1.5530856E+00   4.8894384E-03   4.2348852E+00   1.7918832E+00
   1.5563487E+00  -1.0077908E-02   4.3200722E+00   1.7925773E+00
   1.5595911E+00   9.0678064E-03   4.4367537E+00   1.7935649E+00
   1.5638974E+00   4.3704934E-04   4.6260996E+00   1.7951298E+00
   1.5671101E+00   4.8383051E-03   4.7109857E+00   1.7958224E+00
   1.5702647E+00   2.9562749E-03   4.8096757E+00   1.7963258E+00
   1.5733613E+00   1.1694031E-02   5.1277671E+00   1.7995670E+00
   1.5764409E+00   1.0830021E-02   4.9070172E+00   1.7942668E+00
   1.5805541E+00  -1.2435717E-02   5.2104340E+00   1.7984519E+00
   1.5836595E+00   4.3008335E-02   5.0812306E+00   1.7965164E+00
   1.5867828E+00  -8.8429805E-03   5.2731757E+00   1.7988350E+00
   1.5899291E+00   1.4486309E-02   5.9575424E+00   1.8103580E+00
   1.5930996E+00  -4.1672732E-03   5.5312610E+00   1.8005737E+00
   1.5962936E+00   1.2100613E-03   6.2233071E+00   1.8114855E+00
   1.6005807E+00  -1.7108375E-02   6.2215514E+00   1.8073115E+00
   1.6038117E+00   1.3246259E-02   5.9958153E+00   1.8061340E+00
   1.6070528E+00   2.8582942E-03   5.9425969E+00   1.8050383E+00
   1.6103061E+00  -7.4656168E-03   6.1217041E+00   1.8061897E+00
   1.6135764E+00   1.3835516E-03   6.3915281E+00   1.8090872E+00
   1.6168637E+00   8.0306455E-03   6.5397034E+00   1.8108243E+00
   1.6201669E+00   4.6128957E-03   6.5400138E+00   1.8114468E+00
   1.6234850E+00  -1.2852096E-02   6.6418762E+00   1.8117888E+00
   1.6268152E+00   2.2589130E-02   6.7341876E+00   1.8127477E+00
   1.6301562E+00  -5.4096160E-03   6.8640695E+00   1.8136646E+00
   1.6335057E+00   4.2933696E-03   7.0257182E+00   1.8141701E+00
   1.6368651E+00   6.3311863E-03   7.0522552E+00   1.8148408E+00
   1.6402445E+00  -7.7546118E-03   7.2007442E+00   1.8157552E+00
   1.6436421E+00  -1.0603397E-03   7.2812610E+00   1.8166000E+00
   1.6470537E+00   1.6792469E-03   7.3933663E+00   1.8175852E+00
   1.6504819E+00  -8.1719998E-03   7.4794374E+00   1.8184327E+00
   1.6539239E+00  -3.2226664E-03   7.5495920E+00   1.8191999E+00
   1.6573800E+00   3.8277865E-03   7.6395359E+00   1.8198421E+00
   1.6608541E+00   4.1752029E-03   7.7924504E+00   1.8216594E+00
   1.6631874E+00   3.7257995E-03   7.8226519E+00   1.8230535E+00
   1.6672865E+00   6.4525907E-03   7.9447126E+00   1.8250631E+00
   1.6703689E+00   3.1938858E-03   7.9916062E+00   1.8258896E+00
   1.6738603E+00   1.8037761E-03   8.0856571E+00   1.8271422E+00
   1.6774046E+00   4.7637215E-03   8.1598549E+00   1.8284290E+00
   1.6797785E+00   5.4877838E-03   8.2304878E+00   1.8296037E+00
   1.6833497E+00   4.7416114E-03   8.3113050E+00   1.8306656E+00
   1.6869265E+00   1.2750364E-02   8.4138851E+00   1.8321817E+00
   1.6904451E+00   1.8287146E-04   8.5114307E+00   1.8334981E+00
   1.6938109E+00   3.7988012E-03   8.5305977E+00   1.8346244E+00
   1.6974162E+00   9.0839071E-03   8.6244278E+00   1.8356305E+00
   1.6998276E+00   3.3290144E-03   8.6622829E+00   1.8361555E+00
   1.7034527E+00   2.4996334E-04   8.7685976E+00   1.8371091E+00
   1.7070787E+00   6.8505816E-03   8.7861614E+00   1.8380976E+00
   1.7108928E+00   1.1899481E-02   8.9087076E+00   1.8394458E+00
   1.7137638E+00   2.8124170E-03   8.9261217E+00   1.8402457E+00
   1.7168684E+00   5.5837166E-03   8.9918528E+00   1.8411320E+00
   1.7199396E+00   6.1872439E-03   9.0555201E+00   1.8423105E+00
   1.7243302E+00   6.7161629E-04   9.0900784E+00   1.8444238E+00
   1.7276404E+00   1.9151177E-03   9.1779814E+00   1.8456640E+00
   1.7301322E+00   4.4176769E-03   9.1969290E+00   1.8461066E+00
   1.7339453E+00  -6.8522920E-04   9.2829971E+00   1.8477188E+00
   1.7374730E+00  -3.4661549E-03   9.3223581E+00   1.8488827E+00
   1.7401286E+00   4.3902202E-03   9.3701124E+00   1.8499198E+00
   1.7441436E+00   2.2066857E-03   9.4203930E+00   1.8514614E+00
   1.7469441E+00   5.5322438E-03   9.4482069E+00   1.8520607E+00
   1.7500317E+00   1.6026439E-04   9.4959888E+00   1.8525449E+00
   1.7532148E+00  -3.5339347E-03   9.4893494E+00   1.8534184E+00
   1.7574849E+00  -3.0060241E-03   9.6227369E+00   1.8551862E+00
   1.7603486E+00   1.1266392E-03   9.5947485E+00   1.8558384E+00
   1.7637177E+00  -5.2741338E-03   9.7270298E+00   1.8571002E+00
   1.7670792E+00  -5.3868764E-03   9.7176256E+00   1.8579466E+00
   1.7708498E+00  -1.5123042E-02   9.7774744E+00   1.8582214E+00
   1.7735188E+00   2.9404541E-03   9.8639727E+00   1.8588821E+00
   1.7764614E+00  -5.7933917E-03   9.8534861E+00   1.8600022E+00
   1.7813035E+00  -5.8119115E-03   9.9778852E+00   1.8615891E+00
   1.7847431E+00  -4.1798358E-03   9.9352703E+00   1.8628304E+00
   1.7880690E+00  -5.9115076E-03   1.0078047E+01   1.8639698E+00
   1.7912042E+00  -2.8839114E-03   1.0064818E+01   1.8649405E+00
   1.7944090E+00  -8.7675815E-03   1.0091597E+01   1.8656679E+00
   1.7972901E+00  -5.0565489E-03   1.0235855E+01   1.8695410E+00
   1.8000979E+00  -3.3856397E-03   1.0179114E+01   1.8684239E+00
   1.8046112E+00  -9.2976866E-03   1.0193081E+01   1.8669584E+00
   1.8069822E+00  -7.3134140E-03   1.0230744E+01   1.8678145E+00
   1.8104973E+00  -5.5856658E-03   1.0355742E+01   1.8712689E+00
   1.8145666E+00  -4.1008057E-04   1.0371549E+01   1.8726314E+00
   1.8176298E+00  -3.6144268E-03   1.0434786E+01   1.8732697E+00
   1.8204261E+00  -4.1528740E-03   1.0454963E+01   1.8740246E+00
   1.8239683E+00   2.3557905E-03   1.0534163E+01   1.8752515E+00
   1.8266348E+00  -4.4243634E-03   1.0552166E+01   1.8758441E+00
   1.8306451E+00  -9.3351901E-03   1.0624599E+01   1.8768576E+00
   1.8342593E+00  -5.2206660E-06   1.0683237E+01   1.8783532E+00
   1.8367165E+00  -9.0428554E-03   1.0689780E+01   1.8790141E+00
   1.8408825E+00  -1.1155829E-02   1.0767723E+01   1.8797457E+00
   1.8440186E+00  -9.8990593E-03   1.0798090E+01   1.8809791E+00
   1.8474761E+00  -1.0357864E-02   1.0862763E+01   1.8826513E+00
   1.8509668E+00  -9.1155041E-03   1.0894817E+01   1.8836563E+00
   1.8547740E+00  -1.0615272E-02   1.0979214E+01   1.8871039E+00
   1.8566109E+00  -9.6702082E-03   1.0991720E+01   1.8869901E+00
   1.8615683E+00  -1.2716009E-02   1.1038423E+01   1.8865861E+00
   1.8633360E+00  -1.2332320E-02   1.1059886E+01   1.8872074E+00
   1.8671347E+00  -1.2191721E-02   1.1165548E+01   1.8931328E+00
   1.8702439E+00  -8.7718051E-03   1.1160660E+01   1.8923703E+00
   1.8748845E+00  -1.3038076E-02   1.1218027E+01   1.8912953E+00
   1.8783382E+00  -1.4907349E-02   1.1268981E+01   1.8917304E+00
   1.8801956E+00  -1.1687891E-02   1.1322228E+01   1.8961058E+00
   1.8834608E+00  -1.1494447E-02   1.1329963E+01   1.8954631E+00
   1.8870605E+00  -9.9756690E-03   1.1365452E+01   1.8946368E+00
   1.8910294E+00  -1.3692339E-02   1.1435176E+01   1.8950588E+00
   1.8941435E+00  -1.0165452E-02   1.1439703E+01   1.8970089E+00
   1.8970678E+00  -9.6106613E-03   1.1498960E+01   1.8982681E+00
   1.9002306E+00  -1.1103331E-02   1.1547323E+01   1.8989558E+00
   1.9036534E+00  -1.2822210E-02   1.1565688E+01   1.8998321E+00
   1.9069067E+00  -1.1573210E-02   1.1593002E+01   1.9009241E+00
   1.9104935E+00  -1.1659128E-02   1.1632439E+01   1.9015104E+00
   1.9142883E+00  -1.3667300E-02   1.1650582E+01   1.9042635E+00
   1.9178845E+00  -9.7879870E-03   1.1679499E+01   1.9041418E+00
   1.9216187E+00  -1.1382359E-02   1.1746684E+01   1.9034830E+00
   1.9234756E+00  -1.3338331E-02   1.1758227E+01   1.9032840E+00
   1.9271588E+00  -1.0568373E-02   1.1744956E+01   1.9056429E+00
   1.9308891E+00  -1.0043404E-02   1.1796846E+01   1.9054869E+00
   1.9345249E+00  -9.3269842E-03   1.1840012E+01   1.9050808E+00
   1.9380642E+00  -1.1468306E-02   1.1788908E+01   1.9085295E+00
   1.9414743E+00  -7.7337464E-03   1.1819415E+01   1.9076966E+00
   1.9447913E+00  -8.1261089E-03   1.1896215E+01   1.9060584E+00
   1.9480296E+00  -1.2392933E-02   1.1923146E+01   1.9057388E+00
   1.9512092E+00  -1.1570906E-02   1.1872149E+01   1.9071299E+00
   1.9543340E+00  -5.7554636E-03   1.1871070E+01   1.9081247E+00
   1.9574213E+00  -7.1423133E-03   1.1876147E+01   1.9084227E+00
   1.9605333E+00  -7.3294789E-03   1.1884493E+01   1.9086399E+00
   1.9649659E+00  -6.6215480E-03   1.1880773E+01   1.9090627E+00
   1.9677951E+00  -7.5686891E-03   1.1846162E+01   1.9092501E+00
   1.9705683E+00  -7.1922638E-03   1.1838014E+01   1.9095448E+00
   1.9746311E+00  -6.1752368E-03   1.1828290E+01   1.9095736E+00
   1.9772824E+00  -6.4350870E-03   1.1837074E+01   1.9094286E+00
   1.9811909E+00  -3.9160708E-03   1.1779380E+01   1.9094464E+00
   1.9837600E+00  -3.8773369E-03   1.1766982E+01   1.9094455E+00
   1.9875702E+00  -3.3687223E-03   1.1716693E+01   1.9092302E+00
   1.9912264E+00  -6.2508008E-04   1.1695694E+01   1.9090713E+00
   1.9947774E+00  -8.6399546E-04   1.1623967E+01   1.9089291E+00
   1.9982232E+00  -3.8256941E-04   1.1578864E+01   1.9088048E+00
   2.0004795E+00   2.0171106E-03   1.1562594E+01   1.9085308E+00
   2.0038195E+00   2.5091674E-03   1.1513057E+01   1.9081297E+00
   2.0081975E+00   3.9417231E-03   1.1398076E+01   1.9082320E+00
   2.0114353E+00   4.1864538E-03   1.1352192E+01   1.9083079E+00
   2.0146475E+00   6.7580999E-03   1.1305762E+01   1.9081534E+00
   2.0177405E+00   6.5989657E-03   1.1236060E+01   1.9080157E+00
   2.0207763E+00   6.8843802E-03   1.1146435E+01   1.9081694E+00
   2.0247138E+00   4.6481485E-03   1.1077587E+01   1.9080493E+00
   2.0275977E+00   7.0117870E-03   1.0994996E+01   1.9078335E+00
   2.0313869E+00   4.5879004E-03   1.0901664E+01   1.9078326E+00
   2.0341947E+00   5.5330186E-03   1.0828226E+01   1.9075853E+00
   2.0379200E+00   7.1906028E-03   1.0743056E+01   1.9070665E+00
   2.0407047E+00   8.7059410E-03   1.0677983E+01   1.9067311E+00
   2.0444026E+00   9.2091989E-03   1.0508307E+01   1.9064075E+00
   2.0480742E+00   1.0301125E-02   1.0408232E+01   1.9057465E+00
   2.0508041E+00   9.9487137E-03   1.0348993E+01   1.9051270E+00
   2.0544016E+00   8.9233192E-03   1.0211576E+01   1.9042917E+00
   2.0579605E+00   9.1973441E-03   1.0120965E+01   1.9035087E+00
   2.0614839E+00   7.9576410E-03   9.9697018E+00   1.9027840E+00
   2.0641100E+00   4.8579494E-03   9.8278284E+00   1.9022760E+00
   2.0675921E+00   6.9934451E-03   9.7497492E+00   1.9014568E+00
   2.0710456E+00   5.4811938E-03   9.6590395E+00   1.9006270E+00
   2.0744681E+00   4.8794798E-03   9.5086441E+00   1.8999704E+00
   2.0778592E+00   3.4155108E-03   9.3138075E+00   1.8994082E+00
   2.0812192E+00   4.9314043E-03   9.2153177E+00   1.8986263E+00
   2.0845482E+00   4.5168754E-03   9.0946856E+00   1.8978004E+00
   2.0878463E+00   4.1996101E-03   8.9522495E+00   1.8968710E+00
   2.0911136E+00   3.5804724E-03   8.7979631E+00   1.8959590E+00
   2.0943503E+00   1.5292511E-03   8.6651793E+00   1.8950251E+00
   2.0975566E+00   1.8029194E-03   8.5181046E+00   1.8940126E+00
   2.1015229E+00  -6.1501737E-04   8.3259525E+00   1.8926269E+00
   2.1046638E+00   1.6372505E-03   8.1804094E+00   1.8914552E+00
   2.1077776E+00   2.5102731E-03   8.0449963E+00   1.8902640E+00
   2.1116378E+00  -6.2575488E-04   7.8460579E+00   1.8885959E+00
   2.1147079E+00  -1.9071684E-03   7.7333198E+00   1.8874263E+00
   2.1177652E+00  -1.1328164E-03   7.5969520E+00   1.8862662E+00
   2.1215796E+00  -3.1050332E-03   7.3733406E+00   1.8846898E+00
   2.1246057E+00  -3.5531474E-03   7.2191501E+00   1.8835138E+00
   2.1276438E+00  -4.0886924E-04   7.0820165E+00   1.8822958E+00
   2.1314952E+00  -9.6698850E-03   6.9097481E+00   1.8807237E+00
   2.1346235E+00  -5.9443773E-03   6.7519250E+00   1.8794531E+00
   2.1377671E+00  -4.8730182E-03   6.5896826E+00   1.8781916E+00
   2.1409640E+00  -1.2096695E-03   6.4200706E+00   1.8768978E+00
   2.1447508E+00  -4.1451105E-03   6.2175136E+00   1.8758584E+00
   2.1480947E+00  -1.0825490E-02   5.9227867E+00   1.8737471E+00
   2.1517351E+00  -9.0060616E-03   5.9356451E+00   1.8717635E+00
   2.1549714E+00  -2.8863081E-03   5.7981434E+00   1.8701110E+00
   2.1581194E+00  -7.3794085E-03   5.5458140E+00   1.8688540E+00
   2.1611743E+00  -1.0025796E-02   5.3208909E+00   1.8674798E+00
   2.1649828E+00   3.8154318E-03   5.1613121E+00   1.8657413E+00
   2.1680686E+00  -7.3915208E-03   5.0609641E+00   1.8642547E+00
   2.1712914E+00  -8.5268738E-03   4.8709302E+00   1.8622665E+00
   2.1744258E+00  -6.0589234E-03   4.7399340E+00   1.8606881E+00
   2.1783369E+00  -1.7493555E-03   4.5005507E+00   1.8589301E+00
   2.1814034E+00  -2.2621319E-02   4.3671551E+00   1.8575605E+00
   2.1844177E+00   1.7782868E-03   4.2478666E+00   1.8563905E+00
   2.1882198E+00  -1.1725259E-02   4.0595455E+00   1.8547939E+00
   2.1914132E+00  -1.7519202E-02   3.8904867E+00   1.8532931E+00
   2.1945248E+00  -1.7265277E-02   3.7649884E+00   1.8519322E+00
   2.1983132E+00  -1.6163548E-02   3.4697106E+00   1.8499087E+00
   2.2012799E+00   2.9879724E-04   3.4102526E+00   1.8489037E+00
   2.2050097E+00  -2.4416072E-02   3.2987430E+00   1.8479438E+00
   2.2080941E+00  -3.6997896E-02   3.0825813E+00   1.8466495E+00
   2.2111683E+00  -8.0521377E-03   2.8669336E+00   1.8449258E+00
   2.2149606E+00  -2.9022696E-03   2.7270291E+00   1.8433384E+00
   2.2179315E+00   1.1660571E-02   2.6897292E+00   1.8424193E+00
   2.2216530E+00  -1.2732771E-02   2.5413003E+00   1.8409001E+00
   2.2247515E+00  -2.0629752E-03   2.1823084E+00   1.8379728E+00
   2.2285364E+00  -2.2531142E-02   2.0962980E+00   1.8364877E+00
   2.2314832E+00  -5.0832923E-03   2.0589788E+00   1.8359927E+00
   2.2351539E+00  -7.8067511E-02   1.8196425E+00   1.8338729E+00
   2.2381709E+00   1.5643423E-02   1.6715083E+00   1.8323115E+00
   2.2412596E+00   1.0014731E-02   1.5200213E+00   1.8308964E+00
   2.2448642E+00  -6.4621605E-03   1.4208664E+00   1.8295518E+00
   2.2485433E+00  -1.2634181E-03   1.3258469E+00   1.8277088E+00
   2.2514908E+00  -1.0340983E-01   1.0427338E+00   1.8265537E+00
   2.2545469E+00  -2.3943907E-02   1.0918082E+00   1.8255157E+00
   2.2582824E+00  -2.3597445E-02   8.7453216E-01   1.8246844E+00
   2.2619429E+00   8.7950667E-03   6.1784309E-01   1.8221287E+00
   2.2647128E+00  -8.2442075E-02   4.7988838E-01   1.8207377E+00
   2.2683027E+00  -1.3344077E-02   2.4139421E-01   1.8190814E+00
   2.2713382E+00  -5.8991056E-02   3.4350222E-01   1.8182142E+00
   2.2750988E+00   1.0863026E-02  -4.4821068E-03   1.8166349E+00
   2.2780762E+00  -1.0345541E-01  -2.6843814E-02   1.8144854E+00
   2.2818911E+00   5.1113556E-04  -1.6174300E-01   1.8134886E+00
   2.2849650E+00  -3.6130209E-02  -3.3159980E-01   1.8116335E+00
   2.2880757E+00  -5.8583658E-02  -4.6122929E-01   1.8100954E+00
   2.2912750E+00   2.5263950E-02  -5.1786172E-01   1.8092315E+00
   2.2951918E+00  -9.6913368E-02  -7.8687423E-01   1.8074365E+00
   2.2981541E+00   1.2067394E-02  -7.3019058E-01   1.8056525E+00
   2.3017957E+00  -1.3151554E-02  -1.0471134E+00   1.8042669E+00
   2.3050625E+00  -6.2582746E-02  -1.0158348E+00   1.8033329E+00
   2.3083196E+00  -1.5023842E-02  -1.1290790E+00   1.8023942E+00
   2.3117602E+00  -6.0659114E-02  -1.4304625E+00   1.7999346E+00
   2.3150744E+00  -1.0717218E-02  -1.6839478E+00   1.7982548E+00
   2.3184698E+00  -2.5489574E-02  -1.6691951E+00   1.7966484E+00
   2.3219874E+00  -8.4991775E-02  -1.3864753E+00   1.7956235E+00
   2.3250928E+00   7.1137592E-02  -2.2334011E+00   1.7937993E+00
   2.3286865E+00  -7.1416139E-03  -1.8544647E+00   1.7925165E+00
   2.3317108E+00  -8.7156430E-02  -1.9120907E+00   1.7909582E+00
   2.3354053E+00  -2.0761266E-02  -2.3828180E+00   1.7897867E+00
   2.3388648E+00  -1.2250219E-01  -2.4809737E+00   1.7890567E+00
   2.3418159E+00  -2.8508585E-02  -2.5529299E+00   1.7878178E+00
   2.3447988E+00  -3.0136798E-02  -2.6000600E+00   1.7864745E+00
   2.3488269E+00  -2.8780295E-02  -2.8258321E+00   1.7845911E+00
   2.3518577E+00  -1.4805135E-01  -2.8952210E+00   1.7836190E+00
   2.3549144E+00   1.8508352E-02  -3.1259875E+00   1.7822273E+00
   2.3586152E+00  -7.5315237E-02  -2.9570086E+00   1.7800552E+00
