  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   14:30:35  02/22/2024 pnht     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing tfxob, tfyob, tfzob       
       1      999      0.000E+00      3.341E+00
   time              tfxob_1         tfyob_1         tfzob_1
   2.3619821E+00  -9.7076610E-02  -3.2744343E+00   1.7791827E+00
   2.3653343E+00  -1.7576559E-02  -3.3257260E+00   1.7781771E+00
   2.3682992E+00  -7.5289063E-02  -3.5775905E+00   1.7769767E+00
   2.3713520E+00   3.3834103E-02  -3.6950238E+00   1.7756112E+00
   2.3754528E+00  -3.7313581E-02  -3.8079464E+00   1.7750393E+00
   2.3785417E+00  -7.3760800E-02  -3.8717430E+00   1.7742901E+00
   2.3815074E+00  -1.0834727E-01  -4.0110774E+00   1.7726657E+00
   2.3855090E+00  -1.4673215E-01  -4.1170459E+00   1.7720308E+00
   2.3885257E+00   4.2760749E-03  -4.1945086E+00   1.7710719E+00
   2.3915038E+00  -6.0514539E-02  -4.2765293E+00   1.7700334E+00
   2.3953979E+00   9.4651736E-02  -4.4422421E+00   1.7687120E+00
   2.3982630E+00  -1.8693721E-01  -4.6366911E+00   1.7670724E+00
   2.4020216E+00  -1.5344704E-02  -4.5477238E+00   1.7659125E+00
   2.4048381E+00  -2.8088480E-01  -4.8131499E+00   1.7653167E+00
   2.4086134E+00  -4.5358211E-02  -4.8603239E+00   1.7637718E+00
   2.4115047E+00   7.7666745E-02  -5.1704998E+00   1.7619975E+00
   2.4153457E+00  -7.9176798E-03  -4.9571519E+00   1.7609578E+00
   2.4183075E+00   9.0104081E-02  -5.1219754E+00   1.7604316E+00
   2.4222095E+00  -8.9342095E-02  -5.2740860E+00   1.7588782E+00
   2.4250901E+00  -1.9127797E-01  -5.5129895E+00   1.7575798E+00
   2.4283957E+00  -3.5495756E-03  -5.4507790E+00   1.7571528E+00
   2.4320436E+00  -1.3366111E-01  -5.5953822E+00   1.7569947E+00
   2.4349341E+00  -1.1580724E-01  -5.5522475E+00   1.7559661E+00
   2.4386837E+00   4.4678312E-02  -5.8364906E+00   1.7536194E+00
   2.4424059E+00  -1.1455952E-01  -5.9473104E+00   1.7509897E+00
   2.4452026E+00  -1.0912618E-01  -5.9016614E+00   1.7510564E+00
   2.4488187E+00  -2.4763217E-02  -5.9281306E+00   1.7511141E+00
   2.4524367E+00  -1.1465202E-02  -6.1394110E+00   1.7491353E+00
   2.4550805E+00  -1.1913348E-01  -6.0433335E+00   1.7474017E+00
   2.4586062E+00  -1.4987390E-01  -6.1806340E+00   1.7460607E+00
   2.4621136E+00  -5.9080373E-02  -6.2535362E+00   1.7450627E+00
   2.4655695E+00  -5.9525762E-02  -6.3605051E+00   1.7443687E+00
   2.4690495E+00  -6.2461868E-02  -6.4740906E+00   1.7428888E+00
   2.4716372E+00  -8.1492871E-02  -6.4488001E+00   1.7419068E+00
   2.4750829E+00  -8.8874921E-02  -6.5295963E+00   1.7401961E+00
   2.4785607E+00  -4.2539570E-02  -6.6062093E+00   1.7398801E+00
   2.4819307E+00  -7.1801588E-02  -6.5240207E+00   1.7390779E+00
   2.4855011E+00   3.2820519E-02  -6.6809382E+00   1.7374439E+00
   2.4890132E+00  -3.7814623E-03  -6.7522817E+00   1.7357621E+00
   2.4923682E+00  -1.2759742E-01  -6.7234502E+00   1.7350738E+00
   2.4950550E+00  -8.4110342E-02  -6.8036790E+00   1.7343417E+00
   2.4985180E+00  -4.6474230E-02  -6.8446422E+00   1.7327940E+00
   2.5018678E+00  -8.0489501E-02  -6.8128810E+00   1.7304065E+00
   2.5053794E+00  -9.5647514E-02  -6.9302535E+00   1.7292373E+00
   2.5088093E+00  -2.4828959E-02  -6.9669666E+00   1.7288117E+00
   2.5121431E+00  -1.2349124E-01  -6.8661113E+00   1.7276678E+00
   2.5156374E+00  -8.4315360E-02  -6.9535565E+00   1.7268170E+00
   2.5189886E+00  -1.2137774E-02  -7.0519357E+00   1.7246538E+00
   2.5222759E+00  -4.3999031E-02  -6.9103565E+00   1.7224751E+00
   2.5257163E+00  -8.3765551E-02  -6.9557567E+00   1.7234462E+00
   2.5290842E+00  -4.7268428E-02  -7.0516019E+00   1.7235922E+00
   2.5322859E+00  -6.9825113E-02  -6.8471708E+00   1.7216376E+00
   2.5356541E+00  -6.9155037E-02  -6.9340572E+00   1.7202433E+00
   2.5388608E+00  -5.9855785E-02  -7.0892448E+00   1.7192668E+00
   2.5420513E+00  -2.4100270E-02  -6.9326987E+00   1.7179587E+00
   2.5452535E+00  -2.7475262E-02  -6.9107232E+00   1.7170807E+00
   2.5485587E+00  -6.4698122E-02  -7.0344963E+00   1.7168119E+00
   2.5525978E+00  -6.1415751E-02  -6.9005976E+00   1.7137244E+00
   2.5557053E+00  -6.3650928E-02  -6.8234401E+00   1.7137938E+00
   2.5589173E+00  -3.6340378E-02  -6.9585690E+00   1.7141916E+00
   2.5621564E+00  -6.1591610E-02  -6.8129559E+00   1.7128574E+00
   2.5653415E+00  -1.4180758E-02  -6.7705030E+00   1.7100278E+00
   2.5692389E+00  -5.4667585E-02  -6.7736650E+00   1.7093849E+00
   2.5725098E+00  -4.6764154E-02  -6.7083101E+00   1.7099404E+00
   2.5757997E+00  -5.3065225E-02  -6.6683111E+00   1.7095708E+00
   2.5789351E+00  -4.0394865E-02  -6.6484714E+00   1.7064072E+00
   2.5820274E+00  -4.0330831E-02  -6.5322003E+00   1.7050239E+00
   2.5859952E+00  -6.6762239E-02  -6.5265441E+00   1.7054441E+00
   2.5892463E+00  -7.4600674E-02  -6.5596423E+00   1.7061291E+00
   2.5924907E+00  -6.1913908E-02  -6.4127808E+00   1.7050282E+00
   2.5956707E+00  -4.6617918E-02  -6.3993907E+00   1.7036895E+00
   2.5987852E+00  -5.4988805E-02  -6.3927145E+00   1.7020137E+00
   2.6019490E+00  -5.3442620E-02  -6.3055673E+00   1.7000549E+00
   2.6059115E+00  -4.8219815E-02  -6.2189603E+00   1.6993055E+00
   2.6089981E+00   1.0481490E-02  -6.1766248E+00   1.6988139E+00
   2.6119981E+00  -7.2574914E-02  -6.1689496E+00   1.6978359E+00
   2.6157494E+00  -3.0845096E-02  -6.0277905E+00   1.6978426E+00
   2.6188183E+00  -1.5745178E-02  -6.0197473E+00   1.6969780E+00
   2.6227205E+00  -4.6977103E-02  -5.9313807E+00   1.6941439E+00
   2.6257856E+00  -2.4560582E-02  -5.7642865E+00   1.6930627E+00
   2.6288078E+00  -3.4760561E-02  -5.7603240E+00   1.6934911E+00
   2.6326091E+00  -3.2424685E-02  -5.7125545E+00   1.6932843E+00
   2.6356442E+00  -6.7145815E-03  -5.5967364E+00   1.6923386E+00
   2.6387889E+00  -3.4468237E-02  -5.5228019E+00   1.6913493E+00
   2.6427679E+00  -2.5623111E-02  -5.4261622E+00   1.6894404E+00
   2.6459904E+00  -3.7503392E-02  -5.3952699E+00   1.6894466E+00
   2.6491752E+00  -1.0858786E-02  -5.2437873E+00   1.6887436E+00
   2.6522963E+00  -3.4532264E-02  -5.1820583E+00   1.6874012E+00
   2.6554015E+00  -2.5743579E-02  -5.1582341E+00   1.6866570E+00
   2.6593270E+00  -2.7506623E-02  -5.0551701E+00   1.6856849E+00
   2.6625285E+00  -1.1370769E-02  -4.9747987E+00   1.6841105E+00
   2.6657159E+00  -2.1241056E-02  -4.9524603E+00   1.6834400E+00
   2.6687884E+00   1.0810546E-02  -4.8908162E+00   1.6824460E+00
   2.6725988E+00  -1.4011802E-02  -4.7809110E+00   1.6814716E+00
   2.6756909E+00  -2.4208812E-02  -4.7148833E+00   1.6811659E+00
   2.6788266E+00  -1.1113631E-02  -4.6594667E+00   1.6801740E+00
   2.6827931E+00  -1.0111140E-02  -4.5819316E+00   1.6787025E+00
   2.6859746E+00   4.7235679E-02  -4.4043589E+00   1.6780909E+00
   2.6892133E+00  -1.3512828E-02  -4.3913813E+00   1.6769801E+00
   2.6924162E+00  -1.6955005E-02  -4.3583169E+00   1.6769803E+00
   2.6955488E+00  -6.6642212E-03  -4.2884374E+00   1.6767256E+00
   2.6995461E+00   1.3828372E-02  -4.1426325E+00   1.6749169E+00
   2.7027605E+00  -7.1649593E-03  -4.0675230E+00   1.6741105E+00
   2.7059650E+00  -1.1438885E-02  -4.0430212E+00   1.6736298E+00
   2.7091663E+00  -1.2612201E-02  -3.9844315E+00   1.6730506E+00
   2.7123637E+00  -7.7078906E-03  -3.9170625E+00   1.6720984E+00
   2.7155647E+00  -1.1768095E-02  -3.7840917E+00   1.6706111E+00
   2.7195392E+00  -1.0494573E-02  -3.7632921E+00   1.6703509E+00
   2.7226977E+00  -9.1103389E-04  -3.7109768E+00   1.6703281E+00
   2.7258701E+00   4.6709669E-03  -3.6553910E+00   1.6697954E+00
   2.7290745E+00   1.9394652E-03  -3.5112598E+00   1.6688567E+00
   2.7323959E+00  -1.3628639E-02  -3.4638996E+00   1.6684788E+00
   2.7356532E+00   7.1040262E-04  -3.4268901E+00   1.6683195E+00
   2.7389193E+00   2.0654113E-03  -3.3155856E+00   1.6679394E+00
   2.7429996E+00   1.3084062E-02  -3.2213817E+00   1.6665080E+00
   2.7462595E+00  -6.7138295E-05  -3.2118273E+00   1.6666905E+00
   2.7495570E+00  -1.9335023E-03  -3.1447222E+00   1.6672109E+00
   2.7524292E+00  -1.2769287E-03  -2.9764824E+00   1.6660370E+00
   2.7563457E+00   5.9264656E-03  -2.9683096E+00   1.6642644E+00
   2.7595582E+00  -4.0160557E-03  -2.9606729E+00   1.6647032E+00
   2.7627954E+00  -9.9114655E-03  -2.9479351E+00   1.6649889E+00
   2.7660782E+00   1.2387935E-03  -2.8223488E+00   1.6642553E+00
   2.7693970E+00   1.0110402E-03  -2.7292664E+00   1.6627719E+00
   2.7726734E+00  -2.4442885E-02  -2.6573226E+00   1.6613154E+00
   2.7759011E+00   9.2800689E-04  -2.6629033E+00   1.6609694E+00
   2.7790759E+00   4.5530545E-04  -2.6416643E+00   1.6615548E+00
   2.7830222E+00  -5.9312787E-03  -2.5923812E+00   1.6615864E+00
   2.7863567E+00   2.3622303E-03  -2.4497445E+00   1.6602099E+00
   2.7893987E+00   3.4902494E-03  -2.4263334E+00   1.6597011E+00
   2.7924221E+00   3.0477692E-03  -2.4536197E+00   1.6592432E+00
   2.7964087E+00   3.1819858E-03  -2.3389409E+00   1.6595676E+00
   2.7996149E+00   2.9808772E-03  -2.2982781E+00   1.6595752E+00
   2.8027816E+00   1.0998555E-03  -2.2407455E+00   1.6588145E+00
   2.8059514E+00  -1.7512260E-03  -2.2077451E+00   1.6582625E+00
   2.8091104E+00   1.1717923E-03  -2.1542692E+00   1.6578268E+00
   2.8130207E+00   2.2826183E-03  -2.1115620E+00   1.6574073E+00
   2.8161938E+00  -1.1698426E-03  -2.0653348E+00   1.6570832E+00
   2.8193855E+00  -1.9177113E-03  -2.0085781E+00   1.6565082E+00
   2.8225882E+00  -1.0191740E-03  -1.9825877E+00   1.6559952E+00
   2.8265209E+00  -3.5131818E-03  -1.9227817E+00   1.6554941E+00
   2.8297224E+00  -4.1879402E-03  -1.9381427E+00   1.6552955E+00
   2.8329961E+00  -1.5351215E-03  -1.8196728E+00   1.6550415E+00
   2.8361654E+00  -2.9911031E-03  -1.8158915E+00   1.6545018E+00
   2.8394191E+00  -4.2191232E-03  -1.6930695E+00   1.6539285E+00
   2.8426166E+00  -6.4345961E-03  -1.6536440E+00   1.6534846E+00
   2.8465297E+00  -4.8016822E-03  -1.6457399E+00   1.6533494E+00
   2.8495898E+00  -4.2926096E-03  -1.6169295E+00   1.6534426E+00
   2.8525963E+00  -4.6541458E-03  -1.5682266E+00   1.6533589E+00
   2.8563266E+00  -4.1782977E-03  -1.5299275E+00   1.6529729E+00
   2.8593042E+00  -3.6151693E-03  -1.4890325E+00   1.6528401E+00
   2.8630135E+00  -6.2703160E-03  -1.4099909E+00   1.6523873E+00
   2.8660078E+00  -7.2459262E-03  -1.3808286E+00   1.6521310E+00
   2.8698034E+00  -1.2333896E-02  -1.3333890E+00   1.6522131E+00
   2.8728600E+00  -1.0286999E-02  -1.2962712E+00   1.6520735E+00
   2.8759155E+00  -1.3452026E-02  -1.2585129E+00   1.6518028E+00
   2.8797255E+00  -5.4460173E-03  -1.1930295E+00   1.6513089E+00
   2.8827667E+00  -7.8648422E-03  -1.1425872E+00   1.6510381E+00
   2.8865631E+00  -1.9541853E-03  -1.1053021E+00   1.6509737E+00
   2.8895972E+00  -7.7285264E-03  -1.0444831E+00   1.6510046E+00
   2.8926342E+00  -6.5878010E-03  -1.0188377E+00   1.6509969E+00
   2.8963909E+00  -1.0589173E-02  -9.7341615E-01   1.6508825E+00
   2.8993950E+00  -1.2337426E-02  -9.0338564E-01   1.6507053E+00
   2.9031947E+00  -7.8502512E-03  -8.3527714E-01   1.6506380E+00
   2.9062359E+00  -8.4078638E-03  -8.1695056E-01   1.6507566E+00
   2.9099813E+00  -7.6064481E-03  -7.7448398E-01   1.6509693E+00
   2.9129398E+00  -8.0265058E-03  -7.4734449E-01   1.6510878E+00
   2.9166059E+00  -7.9521118E-03  -6.1665797E-01   1.6509522E+00
   2.9195175E+00  -1.4529390E-03  -5.6587970E-01   1.6509132E+00
   2.9231493E+00  -1.1751375E-03  -5.7749319E-01   1.6510872E+00
   2.9260228E+00  -1.6721501E-03  -5.2909428E-01   1.6513367E+00
   2.9296780E+00  -2.2951104E-03  -4.3775579E-01   1.6515040E+00
   2.9333317E+00  -3.6014151E-03  -3.5352829E-01   1.6514136E+00
   2.9362271E+00   9.0253085E-04  -3.1614861E-01   1.6513633E+00
   2.9398749E+00   3.2662996E-04  -2.7760631E-01   1.6516172E+00
   2.9428210E+00  -6.3830943E-05  -2.3623542E-01   1.6518695E+00
   2.9465594E+00  -5.0566881E-04  -1.7898807E-01   1.6520116E+00
   2.9496014E+00   4.4098836E-03  -1.7219020E-02   1.6518189E+00
   2.9534266E+00   3.4208356E-06   3.9991816E-03   1.6518761E+00
   2.9564855E+00   1.5832555E-03  -3.7862804E-02   1.6521720E+00
   2.9595008E+00   5.3952341E-03   3.3085003E-02   1.6525729E+00
   2.9632185E+00   3.6317569E-03   1.6824369E-01   1.6524752E+00
   2.9662004E+00   3.7156332E-03   2.1267025E-01   1.6523057E+00
   2.9699843E+00   6.5533309E-03   2.5976875E-01   1.6524574E+00
   2.9730890E+00   7.1905465E-03   2.9128939E-01   1.6528269E+00
   2.9761744E+00   8.1730019E-03   3.4720179E-01   1.6531560E+00
   2.9799943E+00   8.6677410E-03   4.1352257E-01   1.6531942E+00
   2.9830058E+00   6.1979690E-03   4.7256252E-01   1.6531407E+00
   2.9867296E+00   7.4128448E-03   5.3016186E-01   1.6533808E+00
   2.9896934E+00   8.4050847E-03   5.9125173E-01   1.6536212E+00
   2.9934154E+00   1.0820957E-02   6.0774791E-01   1.6538475E+00
   2.9964118E+00   6.8757767E-03   6.9451863E-01   1.6539515E+00
   3.0000634E+00   9.0625212E-03   7.4483341E-01   1.6540083E+00
   3.0029721E+00   1.2083190E-02   8.0039549E-01   1.6540916E+00
   3.0068314E+00   1.4521806E-02   8.7554502E-01   1.6543888E+00
   3.0101254E+00   1.1968363E-02   9.1392547E-01   1.6546016E+00
   3.0134306E+00   8.4777456E-03   9.6945137E-01   1.6547595E+00
   3.0167253E+00   1.0810263E-02   1.0304453E+00   1.6549312E+00
   3.0199823E+00   1.6350754E-02   1.0918180E+00   1.6550785E+00
   3.0232620E+00   1.0228060E-02   1.1054683E+00   1.6552465E+00
   3.0265961E+00   1.3836605E-02   1.1642642E+00   1.6554577E+00
   3.0299399E+00   9.3507934E-03   1.2462559E+00   1.6559272E+00
   3.0332761E+00   1.4867593E-02   1.2871501E+00   1.6562070E+00
   3.0365283E+00   1.1867439E-02   1.3350062E+00   1.6562942E+00
   3.0398211E+00   1.6446644E-02   1.3495265E+00   1.6566284E+00
   3.0430887E+00   1.5233969E-02   1.4081796E+00   1.6570995E+00
   3.0462635E+00   1.5469876E-02   1.5153615E+00   1.6576895E+00
   3.0501461E+00   9.0667754E-03   1.5170748E+00   1.6578568E+00
   3.0531628E+00   2.3129283E-02   1.5351641E+00   1.6579951E+00
   3.0568812E+00   1.3948719E-02   1.6116134E+00   1.6585581E+00
   3.0598269E+00   1.3495961E-02   1.6965586E+00   1.6592095E+00
   3.0634744E+00   1.4820394E-02   1.7397511E+00   1.6595676E+00
   3.0664129E+00   1.1710553E-02   1.7776525E+00   1.6597370E+00
   3.0703678E+00   1.7764008E-02   1.8218091E+00   1.6602770E+00
   3.0736792E+00   1.5002388E-02   1.8545696E+00   1.6607460E+00
   3.0769346E+00   1.0421108E-02   1.9329556E+00   1.6611512E+00
   3.0801265E+00   1.8335456E-02   1.9904919E+00   1.6615188E+00
   3.0832582E+00   9.1972426E-03   1.9937007E+00   1.6620893E+00
   3.0863349E+00   6.3957432E-03   2.1354561E+00   1.6628121E+00
   3.0901124E+00   3.3938824E-04   2.0919552E+00   1.6634783E+00
   3.0933354E+00   9.6017690E-03   2.1634374E+00   1.6636971E+00
   3.0967793E+00   7.3486981E-03   2.1945238E+00   1.6640856E+00
   3.1002362E+00   6.3333451E-03   2.2254481E+00   1.6647859E+00
   3.1036546E+00   2.1496103E-03   2.3666496E+00   1.6658788E+00
   3.1070831E+00   9.2157489E-03   2.3925614E+00   1.6664969E+00
   3.1098516E+00   6.8294648E-03   2.3893940E+00   1.6666623E+00
   3.1137366E+00   7.0744813E-03   2.4777405E+00   1.6671853E+00
   3.1163669E+00   2.8889349E-03   2.4812937E+00   1.6676172E+00
   3.1198573E+00   7.4938070E-03   2.5411406E+00   1.6683025E+00
   3.1232858E+00   4.8627364E-03   2.6360619E+00   1.6692208E+00
   3.1266961E+00   6.4272326E-03   2.6581967E+00   1.6699556E+00
   3.1301088E+00   1.0260062E-03   2.6988165E+00   1.6703806E+00
   3.1335182E+00   1.4372900E-02   2.7595921E+00   1.6708829E+00
   3.1367607E+00   1.0544585E-02   2.8747122E+00   1.6719579E+00
   3.1401396E+00  -2.9368785E-03   2.8696535E+00   1.6725113E+00
   3.1434498E+00   1.3445133E-03   2.8817837E+00   1.6727046E+00
   3.1468129E+00   4.8893923E-03   2.9649031E+00   1.6735935E+00
   3.1502070E+00  -1.5487672E-03   3.0345540E+00   1.6744640E+00
   3.1535783E+00  -1.0556325E-03   3.0638697E+00   1.6749038E+00
   3.1569154E+00  -1.9853148E-03   3.1197879E+00   1.6754634E+00
   3.1603498E+00  -5.3022048E-03   3.1967430E+00   1.6762654E+00
   3.1637709E+00  -9.7040011E-04   3.2862206E+00   1.6771532E+00
   3.1671431E+00  -8.5412599E-03   3.3364818E+00   1.6782389E+00
   3.1704869E+00   8.8672794E-04   3.3017180E+00   1.6782573E+00
   3.1738811E+00   2.6643166E-04   3.5030298E+00   1.6787391E+00
   3.1766634E+00  -1.1161677E-02   3.4962077E+00   1.6792078E+00
   3.1803627E+00  -5.2955039E-03   3.6093633E+00   1.6804701E+00
   3.1831415E+00  -4.2508529E-03   3.5986061E+00   1.6810261E+00
   3.1868365E+00  -6.9325953E-03   3.6961291E+00   1.6819644E+00
   3.1903658E+00  -7.1575018E-03   3.7722414E+00   1.6835188E+00
   3.1939383E+00  -1.0787736E-02   3.8700447E+00   1.6838709E+00
   3.1968524E+00  -1.2969353E-02   3.8793464E+00   1.6837498E+00
   3.1998599E+00  -1.3540069E-02   3.9214714E+00   1.6843061E+00
   3.2038698E+00  -4.0025474E-03   4.0208302E+00   1.6858021E+00
   3.2065871E+00  -1.0756918E-02   4.1259675E+00   1.6872330E+00
   3.2105405E+00  -7.0056687E-03   4.2251210E+00   1.6883733E+00
   3.2134886E+00  -1.2182495E-02   4.2207952E+00   1.6880506E+00
   3.2173126E+00  -5.9397966E-03   4.2800145E+00   1.6886772E+00
   3.2201078E+00  -2.7839482E-02   4.4191871E+00   1.6898928E+00
   3.2238288E+00  -1.2809691E-02   4.5211630E+00   1.6914718E+00
   3.2271361E+00  -2.0549919E-02   4.5329328E+00   1.6921896E+00
   3.2305863E+00  -9.4945328E-03   4.6753912E+00   1.6929996E+00
   3.2332573E+00  -1.6463140E-02   4.6775589E+00   1.6935799E+00
   3.2371202E+00  -2.0902812E-02   4.8117619E+00   1.6949869E+00
   3.2400804E+00  -1.6211376E-02   4.8676257E+00   1.6957411E+00
   3.2440066E+00  -2.2798920E-02   4.9530816E+00   1.6968633E+00
   3.2469122E+00  -2.1582160E-02   5.0308523E+00   1.6977397E+00
   3.2507362E+00  -2.3587374E-02   5.1359825E+00   1.6995384E+00
   3.2535779E+00  -2.1264423E-02   5.2480283E+00   1.7005107E+00
   3.2572174E+00  -2.1656303E-02   5.3024836E+00   1.7014557E+00
   3.2608860E+00  -2.2074467E-02   5.3771105E+00   1.7024554E+00
   3.2636764E+00  -2.5568953E-02   5.4948068E+00   1.7033806E+00
   3.2672706E+00  -1.8659053E-02   5.5467520E+00   1.7047645E+00
   3.2707639E+00  -2.8449813E-02   5.6700854E+00   1.7060434E+00
   3.2734389E+00  -2.4941636E-02   5.7373486E+00   1.7066734E+00
   3.2767689E+00  -2.2588840E-02   5.8271580E+00   1.7080964E+00
   3.2802801E+00  -3.3179458E-02   5.9539442E+00   1.7094849E+00
   3.2838593E+00  -2.3910372E-02   6.0053639E+00   1.7102940E+00
   3.2873533E+00  -2.6599161E-02   6.1275854E+00   1.7117815E+00
   3.2907798E+00  -3.0882770E-02   6.2294235E+00   1.7134298E+00
   3.2941396E+00  -3.2684322E-02   6.2944016E+00   1.7145911E+00
   3.2974319E+00  -3.1320415E-02   6.4292245E+00   1.7155046E+00
   3.3007035E+00  -3.6199972E-02   6.5377884E+00   1.7168775E+00
   3.3040891E+00  -4.1331101E-02   6.6251550E+00   1.7184229E+00
   3.3067794E+00  -3.4523841E-02   6.7203374E+00   1.7199756E+00
   3.3105314E+00  -4.9031984E-02   6.7810211E+00   1.7209629E+00
   3.3143520E+00  -3.8647689E-02   6.9046059E+00   1.7218302E+00
   3.3171513E+00  -4.4463359E-02   6.9634471E+00   1.7233548E+00
   3.3206534E+00  -4.5072138E-02   7.1172853E+00   1.7245613E+00
   3.3236208E+00  -3.9610781E-02   7.1702452E+00   1.7254972E+00
   3.3276725E+00  -4.4001590E-02   7.3157010E+00   1.7278559E+00
   3.3306825E+00  -5.0298918E-02   7.4107008E+00   1.7295259E+00
   3.3337266E+00  -4.3864276E-02   7.4650226E+00   1.7303262E+00
   3.3367932E+00  -4.8195273E-02   7.5216055E+00   1.7308031E+00
   3.3413389E+00  -4.7063574E-02   7.6586766E+00   1.7323208E+00
