  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   21:13:44  02/15/2024 jupc     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      924      0.000E+00      4.931E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.7986206E+00   8.1018973E-03   4.0816984E+00   3.2668540E+00
   1.8055192E+00   7.3267664E-03   4.0719147E+00   3.2671158E+00
   1.8089237E+00   6.8684360E-03   4.0642567E+00   3.2674892E+00
   1.8156513E+00   5.7028024E-03   4.0298734E+00   3.2697656E+00
   1.8189785E+00   6.0383957E-03   4.0224080E+00   3.2705753E+00
   1.8255656E+00   4.8305728E-03   4.0038147E+00   3.2714813E+00
   1.8288323E+00   4.4580568E-03   3.9934340E+00   3.2718046E+00
   1.8353372E+00   4.0674484E-03   3.9603038E+00   3.2729952E+00
   1.8385805E+00   3.6288989E-03   3.9483492E+00   3.2736959E+00
   1.8450505E+00   2.5925832E-03   3.9312305E+00   3.2743835E+00
   1.8483180E+00   3.0677405E-03   3.9202788E+00   3.2744195E+00
   1.8548454E+00   1.7071440E-03   3.9008055E+00   3.2745023E+00
   1.8581160E+00   1.9649274E-03   3.8852656E+00   3.2745326E+00
   1.8646828E+00   1.0571610E-03   3.8351154E+00   3.2755659E+00
   1.8679801E+00   5.9944234E-04   3.8183272E+00   3.2759209E+00
   1.8746043E+00   3.4843979E-05   3.7895963E+00   3.2767906E+00
   1.8779745E+00  -9.4976847E-04   3.7614560E+00   3.2772458E+00
   1.8848809E+00  -9.6638280E-04   3.7292480E+00   3.2782559E+00
   1.8883765E+00  -1.2291655E-03   3.7128561E+00   3.2787013E+00
   1.8919038E+00   3.0159638E-03   3.6956229E+00   3.2789857E+00
   1.8990587E+00  -4.6362956E-03   3.6514060E+00   3.2798102E+00
   1.9026493E+00  -8.3464524E-03   3.6251569E+00   3.2803526E+00
   1.9099432E+00  -6.5099415E-03   3.5689886E+00   3.2813492E+00
   1.9136546E+00  -2.6560375E-03   3.5414975E+00   3.2817659E+00
   1.9174051E+00  -5.9479834E-03   3.5100455E+00   3.2822194E+00
   1.9211993E+00  -5.9733810E-03   3.4803255E+00   3.2826681E+00
   1.9288392E+00  -4.7239405E-03   3.4200320E+00   3.2837439E+00
   1.9328232E+00  -6.2132794E-03   3.3890710E+00   3.2844834E+00
   1.9369031E+00  -4.7800788E-03   3.3590717E+00   3.2839451E+00
   1.9410868E+00  -6.3647884E-03   3.3254700E+00   3.2847345E+00
   1.9489615E+00  -7.4945795E-03   3.2321088E+00   3.2857368E+00
   1.9529984E+00  -7.3579922E-03   3.1998158E+00   3.2860105E+00
   1.9570009E+00  -1.3926635E-02   3.1687860E+00   3.2867043E+00
   1.9609749E+00  -1.0527969E-02   3.1378782E+00   3.2868464E+00
   1.9686984E+00  -1.2133874E-02   3.0470943E+00   3.2870986E+00
   1.9725251E+00  -7.8044618E-03   2.9961929E+00   3.2873385E+00
   1.9763072E+00  -1.0270549E-02   2.9695709E+00   3.2874577E+00
   1.9837466E+00  -1.0509645E-02   2.9117768E+00   3.2873666E+00
   1.9874177E+00  -1.1228820E-02   2.8794172E+00   3.2871499E+00
   1.9910637E+00  -1.0489079E-02   2.8432367E+00   3.2868984E+00
   1.9983019E+00  -1.1997012E-02   2.7470648E+00   3.2864563E+00
   2.0019038E+00  -1.0149911E-02   2.7084062E+00   3.2863364E+00
   2.0054970E+00  -1.0508826E-02   2.6725934E+00   3.2862194E+00
   2.0126672E+00  -1.1524201E-02   2.5949659E+00   3.2856867E+00
   2.0162714E+00  -1.0820741E-02   2.5535452E+00   3.2854240E+00
   2.0199022E+00  -1.1511092E-02   2.5131791E+00   3.2851615E+00
   2.0272584E+00  -1.1311846E-02   2.4262660E+00   3.2846289E+00
   2.0309794E+00  -1.1577677E-02   2.3812163E+00   3.2843394E+00
   2.0347154E+00  -1.0978485E-02   2.3365378E+00   3.2839994E+00
   2.0422096E+00  -1.1464436E-02   2.2468553E+00   3.2832308E+00
   2.0459545E+00  -1.1894869E-02   2.2023721E+00   3.2828002E+00
   2.0497019E+00  -1.1849493E-02   2.1554697E+00   3.2823370E+00
   2.0572360E+00  -1.1937083E-02   2.0644937E+00   3.2812958E+00
   2.0610237E+00  -1.2407948E-02   2.0188966E+00   3.2806950E+00
   2.0648246E+00  -1.1746014E-02   1.9719485E+00   3.2800629E+00
   2.0724528E+00  -1.2493232E-02   1.8789508E+00   3.2786455E+00
   2.0762737E+00  -1.2683079E-02   1.8322775E+00   3.2778912E+00
   2.0800967E+00  -1.2716573E-02   1.7853740E+00   3.2770929E+00
   2.0839210E+00  -1.3222702E-02   1.7377367E+00   3.2762609E+00
   2.0915735E+00  -1.3127198E-02   1.6419911E+00   3.2745190E+00
   2.0954027E+00  -1.3619184E-02   1.5941391E+00   3.2736080E+00
   2.0992348E+00  -1.3466641E-02   1.5471395E+00   3.2726941E+00
   2.1068912E+00  -1.4257181E-02   1.4525155E+00   3.2708104E+00
   2.1107180E+00  -1.5172849E-02   1.4032955E+00   3.2698302E+00
   2.1145523E+00  -1.5125601E-02   1.3557570E+00   3.2688336E+00
   2.1183848E+00  -1.5380654E-02   1.3076191E+00   3.2678106E+00
   2.1260524E+00  -1.5420627E-02   1.1964632E+00   3.2652776E+00
   2.1298892E+00  -1.5299291E-02   1.1402718E+00   3.2639377E+00
   2.1337299E+00  -1.5019151E-02   1.1129636E+00   3.2630777E+00
   2.1414263E+00  -1.5507097E-02   1.0348357E+00   3.2612281E+00
   2.1452897E+00  -1.5992593E-02   9.7232157E-01   3.2599056E+00
   2.1491628E+00  -1.5744535E-02   9.3780857E-01   3.2589138E+00
   2.1530454E+00  -1.6410340E-02   8.6654168E-01   3.2573776E+00
   2.1608620E+00  -1.6025677E-02   7.5976527E-01   3.2547655E+00
   2.1648145E+00  -1.5784889E-02   7.2476584E-01   3.2536891E+00
   2.1688049E+00  -1.5826674E-02   6.5786535E-01   3.2520907E+00
   2.1728377E+00  -1.6159780E-02   6.2343866E-01   3.2510426E+00
   2.1810362E+00  -1.5969649E-02   5.2341598E-01   3.2481999E+00
   2.1852024E+00  -1.6453722E-02   4.5556766E-01   3.2463770E+00
   2.1894178E+00  -1.5993180E-02   4.2097366E-01   3.2451992E+00
   2.1936836E+00  -1.5676701E-02   2.0685387E-01   3.2384427E+00
   2.1980050E+00  -1.4756447E-02   1.9592299E-01   3.2369368E+00
   2.2023613E+00  -1.7176235E-02   2.1497694E-01   3.2360787E+00
   2.2067297E+00  -1.8169751E-02   2.2580825E-01   3.2364919E+00
   2.2155228E+00  -1.7928094E-02   1.8571711E-01   3.2365336E+00
   2.2199612E+00  -1.7283725E-02   1.1152602E-01   3.2359824E+00
   2.2244332E+00  -1.6168198E-02  -1.8598287E-01   3.2298243E+00
   2.2289360E+00  -1.6619056E-02  -1.9522490E-01   3.2280047E+00
   2.2333632E+00  -1.8619161E-02  -1.6302399E-01   3.2271795E+00
   2.2377255E+00  -1.9931218E-02  -1.5315427E-01   3.2268732E+00
   2.2420485E+00  -1.8758988E-02  -1.5846911E-01   3.2265306E+00
   2.2463725E+00  -1.8980829E-02  -1.8373357E-01   3.2258050E+00
   2.2551386E+00  -1.7505806E-02  -3.4054816E-01   3.2200167E+00
   2.2596083E+00  -1.8760214E-02  -6.3035637E-01   3.2064364E+00
   2.2641413E+00  -1.6997876E-02  -6.1754400E-01   3.2046642E+00
   2.2687411E+00  -1.8786386E-02  -5.7495028E-01   3.2055867E+00
   2.2734156E+00  -1.9037150E-02  -5.5031258E-01   3.2068400E+00
   2.2782097E+00  -1.8623453E-02  -5.5746990E-01   3.2075050E+00
   2.2832437E+00  -1.9118767E-02  -5.9566617E-01   3.2076173E+00
   2.2885003E+00  -1.7981676E-02  -8.1268603E-01   3.2045746E+00
   2.2938125E+00  -1.9316329E-02  -8.2721502E-01   3.2034183E+00
   2.2982531E+00  -1.9570138E-02  -8.4569615E-01   3.2025399E+00
   2.3029156E+00  -2.0163991E-02  -8.6956424E-01   3.2014656E+00
   2.3078113E+00  -1.7533636E-02  -9.8638284E-01   3.1911845E+00
   2.3129516E+00  -1.7376505E-02  -1.0012436E+00   3.1899879E+00
   2.3178084E+00  -2.6344974E-02  -1.0288360E+00   3.1889429E+00
   2.3216467E+00  -2.2698570E-02  -1.0621349E+00   3.1885402E+00
   2.3256142E+00  -2.3275411E-02  -1.1097271E+00   3.1873026E+00
   2.3339038E+00  -2.2600627E-02  -1.1881934E+00   3.1849089E+00
   2.3382280E+00  -1.9421553E-02  -1.3981037E+00   3.1750431E+00
   2.3426692E+00  -1.9446874E-02  -1.3957180E+00   3.1748300E+00
   2.3465726E+00  -2.0373136E-02  -1.3581762E+00   3.1765163E+00
   2.3506713E+00  -2.1505216E-02  -1.3539550E+00   3.1780798E+00
   2.3549747E+00  -2.1849588E-02  -1.3555855E+00   3.1805694E+00
   2.3630521E+00  -3.3156458E-02  -1.3828883E+00   3.1829824E+00
   2.3668876E+00  -2.1054484E-02  -1.4460082E+00   3.1836097E+00
   2.3708332E+00  -2.0393625E-02  -1.6715012E+00   3.1710289E+00
   2.3747418E+00  -1.5548512E-02  -1.6746517E+00   3.1709068E+00
   2.3824544E+00  -2.0544086E-02  -1.6226863E+00   3.1740317E+00
   2.3862658E+00  -2.2732375E-02  -1.6006210E+00   3.1771495E+00
   2.3900344E+00  -2.3908906E-02  -1.6066567E+00   3.1794896E+00
   2.3968914E+00  -1.7429991E-02  -1.6801299E+00   3.1796906E+00
   2.3998168E+00  -1.9243397E-02  -1.7406844E+00   3.1771693E+00
   2.4049802E+00  -3.3392299E-02  -1.8196008E+00   3.1733704E+00
   2.4115639E+00  -1.9286413E-02  -1.8592337E+00   3.1750982E+00
   2.4154849E+00  -1.2513380E-02  -1.8703851E+00   3.1754580E+00
   2.4213617E+00  -1.1873173E-02  -1.8974981E+00   3.1785653E+00
   2.4252796E+00  -1.7224738E-02  -1.9122872E+00   3.1787071E+00
   2.4314551E+00   3.7599481E-03  -1.9522812E+00   3.1785829E+00
   2.4359920E+00  -1.2433065E-01  -1.9914246E+00   3.1758881E+00
   2.4405549E+00  -1.3647698E-02  -2.0252969E+00   3.1764665E+00
   2.4451063E+00  -6.1966833E-02  -2.0615783E+00   3.1766591E+00
   2.4495955E+00  -6.9286614E-03  -2.0850067E+00   3.1776130E+00
   2.4562674E+00  -2.1276060E-02  -2.1230528E+00   3.1785538E+00
   2.4603322E+00  -1.6631102E-02  -2.1417556E+00   3.1798971E+00
   2.4659870E+00  -1.9686768E-02  -2.1685290E+00   3.1807368E+00
   2.4697137E+00  -2.0978771E-02  -2.1848652E+00   3.1801925E+00
   2.4753859E+00  -1.9408377E-02  -2.2265394E+00   3.1623733E+00
   2.4794893E+00  -1.5512105E-02  -2.2288914E+00   3.1682463E+00
   2.4855273E+00  -7.0061372E-03  -2.2619076E+00   3.1995893E+00
   2.4894781E+00  -1.3274349E-02  -2.2836678E+00   3.1982281E+00
   2.4951849E+00   7.9937140E-03  -2.2421999E+00   3.1796963E+00
   2.5006075E+00  -4.7420006E-02  -2.3090217E+00   3.1810775E+00
   2.5040843E+00  -1.1398428E-01  -2.3517568E+00   3.1839542E+00
   2.5098066E+00   1.5535048E-02  -2.4013965E+00   3.1879942E+00
   2.5141141E+00   3.2076758E-04  -2.4171286E+00   3.1896398E+00
   2.5187314E+00  -5.4574846E-03  -2.4304790E+00   3.1906364E+00
   2.5234029E+00  -2.0218020E-02  -2.4328785E+00   3.1920788E+00
   2.5304465E+00   1.9257533E-03  -2.4440432E+00   3.1936567E+00
   2.5350983E+00  -4.8421836E-03  -2.4544306E+00   3.1928368E+00
   2.5396528E+00  -1.0553934E-02  -2.4758363E+00   3.1927140E+00
   2.5440991E+00  -1.3140151E-02  -2.5627210E+00   3.1597247E+00
   2.5484273E+00  -1.4644605E-02  -2.5213120E+00   3.1680045E+00
   2.5546927E+00  -1.7052149E-02  -2.4697239E+00   3.2121665E+00
   2.5587139E+00  -1.6198488E-02  -2.5424762E+00   3.1765141E+00
   2.5644848E+00  -1.3052904E-02  -2.5419085E+00   3.1837916E+00
   2.5681634E+00  -2.6258724E-03  -2.5542598E+00   3.1861029E+00
   2.5734460E+00  -9.1244280E-03  -2.5970702E+00   3.1913321E+00
   2.5784674E+00  -9.9956822E-03  -2.6000984E+00   3.1917388E+00
   2.5832615E+00  -1.3246918E-02  -2.5898881E+00   3.1891963E+00
   2.5879629E+00  -2.9619567E-02  -2.6083052E+00   3.1883359E+00
   2.5932972E+00   1.2616413E-02  -2.5826313E+00   3.1843936E+00
   2.5994723E+00  -1.3992717E-02  -2.6068170E+00   3.1827300E+00
   2.6039951E+00  -1.2598661E-02  -2.6259463E+00   3.1800029E+00
   2.6084199E+00   1.2209041E-02  -2.6293468E+00   3.1779258E+00
   2.6128867E+00  -1.0296121E-02  -2.6339793E+00   3.1747518E+00
   2.6178112E+00  -1.5637750E-02  -2.6401618E+00   3.1725714E+00
   2.6232402E+00  -7.5900089E-03  -2.6477380E+00   3.1708810E+00
   2.6287239E+00  -1.2996187E-02  -2.6393142E+00   3.1698511E+00
   2.6341829E+00  -9.1820853E-03  -2.6335628E+00   3.1690257E+00
   2.6368663E+00  -5.4364088E-03  -2.6388981E+00   3.1684968E+00
   2.6420102E+00  -1.9635765E-02  -2.6285794E+00   3.1676559E+00
   2.6467597E+00  -4.9044192E-02  -2.6349416E+00   3.1674953E+00
   2.6517730E+00  -7.4262056E-03  -2.6430728E+00   3.1647539E+00
   2.6573002E+00   4.2968825E-03  -2.6414709E+00   3.1631706E+00
   2.6632712E+00  -1.9211886E-02  -2.6470187E+00   3.1606772E+00
   2.6684785E+00   4.3358963E-02  -2.6120746E+00   3.1562731E+00
   2.6734948E+00  -4.8025630E-02  -2.5999930E+00   3.1519754E+00
   2.6781096E+00   4.8896610E-03  -2.6123166E+00   3.1490874E+00
   2.6826892E+00  -3.2977234E-03  -2.6287055E+00   3.1462727E+00
   2.6870234E+00   8.6075310E-03  -2.6002767E+00   3.1442804E+00
   2.6911809E+00  -3.7492424E-02  -2.5319629E+00   3.1417825E+00
   2.6980085E+00  -1.5125543E-02  -2.5871017E+00   3.1377428E+00
   2.7031481E+00  -2.3367181E-02  -2.5868859E+00   3.1354702E+00
   2.7059124E+00  -1.1413107E-02  -2.5940783E+00   3.1335478E+00
   2.7118621E+00  -1.1447469E-03  -2.5814779E+00   3.1310356E+00
   2.7184217E+00  -2.7814742E-02  -2.5812614E+00   3.1289172E+00
   2.7216346E+00  -5.5405475E-02  -2.5806677E+00   3.1281970E+00
   2.7250078E+00   4.0017121E-02  -2.5093234E+00   3.1256104E+00
   2.7322690E+00   1.0688859E-04  -2.5231113E+00   3.1227033E+00
   2.7361741E+00  -3.1993072E-03  -2.5211635E+00   3.1210527E+00
   2.7399657E+00  -3.1152130E-03  -2.5035532E+00   3.1192467E+00
   2.7466707E+00  -8.4822142E-04  -2.4856539E+00   3.1161237E+00
   2.7525036E+00   3.7223757E-03  -2.4510460E+00   3.1126192E+00
   2.7552502E+00  -5.7623349E-03  -2.4511735E+00   3.1119123E+00
   2.7604756E+00   6.7079184E-03  -2.4442956E+00   3.1084614E+00
   2.7653835E+00  -1.7189464E-02  -2.4200940E+00   3.1056941E+00
   2.7701426E+00  -1.7212507E-03  -2.4140501E+00   3.1035092E+00
   2.7753894E+00   2.6411796E-03  -2.3560915E+00   3.0899103E+00
   2.7811742E+00   1.7005232E-03  -2.3806984E+00   3.0919020E+00
   2.7842853E+00  -8.1652710E-03  -2.3989611E+00   3.0954530E+00
   2.7909818E+00   2.9011788E-03  -2.3995111E+00   3.0972538E+00
   2.7945833E+00   4.3208245E-03  -2.3933635E+00   3.0985317E+00
   2.8023353E+00   3.5001116E-03  -2.2698712E+00   3.0990393E+00
   2.8065045E+00   7.5371084E-03  -2.2716448E+00   3.0979757E+00
   2.8108821E+00   2.1108093E-03  -2.3542233E+00   3.0924351E+00
   2.8154786E+00   1.4732695E-03  -2.3473735E+00   3.0917335E+00
   2.8198478E+00   9.6875839E-03  -2.2127082E+00   3.0852866E+00
   2.8244357E+00   4.7584008E-03  -2.2176328E+00   3.0835195E+00
   2.8292532E+00  -6.6800676E-03  -2.2918267E+00   3.0784791E+00
   2.8343112E+00  -1.6138207E-03  -2.2872994E+00   3.0783837E+00
   2.8396223E+00   2.2127382E-02  -2.1709054E+00   3.0808432E+00
   2.8451989E+00   1.7013218E-02  -2.1788058E+00   3.0793986E+00
   2.8510544E+00   4.5344355E-03  -2.1944513E+00   3.0758574E+00
   2.8572025E+00   7.4243937E-03  -2.1855381E+00   3.0755386E+00
   2.8634431E+00   1.4232573E-02  -2.1274118E+00   3.0733223E+00
   2.8695562E+00   1.2755757E-02  -2.1273215E+00   3.0722604E+00
   2.8756397E+00   8.8422196E-03  -2.1106985E+00   3.0682855E+00
   2.8816781E+00   1.1053914E-02  -2.1041799E+00   3.0675581E+00
   2.8876419E+00   1.3678862E-02  -2.0594640E+00   3.0648646E+00
   2.8935201E+00   1.3480757E-02  -2.0590086E+00   3.0642188E+00
   2.8993225E+00   1.2034444E-02  -2.0529356E+00   3.0637765E+00
   2.9050813E+00   1.2306553E-02  -1.9911578E+00   3.0596101E+00
   2.9109173E+00   1.2628092E-02  -1.9932973E+00   3.0586798E+00
   2.9168599E+00   1.3485536E-02  -1.9911059E+00   3.0582342E+00
   2.9228001E+00   1.3304156E-02  -1.9792008E+00   3.0578268E+00
   2.9290373E+00   1.2998273E-02  -1.9673976E+00   3.0569108E+00
   2.9354761E+00   1.2578672E-02  -1.8707434E+00   3.0503721E+00
   2.9418883E+00   1.1718313E-02  -1.8756491E+00   3.0488336E+00
   2.9482751E+00   1.1493916E-02  -1.8785551E+00   3.0483873E+00
   2.9546378E+00   1.1719868E-02  -1.8747581E+00   3.0482640E+00
   2.9609771E+00   1.1974468E-02  -1.8150513E+00   3.0456219E+00
   2.9672945E+00   1.2020036E-02  -1.8079376E+00   3.0446267E+00
   2.9735909E+00   1.1887113E-02  -1.7962320E+00   3.0440774E+00
   2.9798672E+00   1.1836399E-02  -1.7218678E+00   3.0409861E+00
   2.9861248E+00   1.0801041E-02  -1.7195125E+00   3.0401564E+00
   2.9923651E+00   1.0541574E-02  -1.7153977E+00   3.0399582E+00
   2.9985895E+00   9.9073015E-03  -1.7032082E+00   3.0398500E+00
   3.0047991E+00   1.0143576E-02  -1.6198516E+00   3.0366242E+00
   3.0109959E+00   1.0044352E-02  -1.6184980E+00   3.0361869E+00
   3.0171819E+00   1.0267921E-02  -1.6151917E+00   3.0355837E+00
   3.0233600E+00   9.1033075E-03  -1.6035324E+00   3.0353973E+00
   3.0295308E+00   9.1947494E-03  -1.5213037E+00   3.0321882E+00
   3.0356965E+00   8.4227743E-03  -1.5187104E+00   3.0312009E+00
   3.0418577E+00   8.0840513E-03  -1.5140520E+00   3.0310609E+00
   3.0480139E+00   8.2417559E-03  -1.5016502E+00   3.0311415E+00
   3.0541651E+00   8.4037017E-03  -1.4138509E+00   3.0295947E+00
   3.0603130E+00   8.0406126E-03  -1.4093585E+00   3.0291498E+00
   3.0664573E+00   7.7488502E-03  -1.4039510E+00   3.0289395E+00
   3.0725992E+00   7.6136556E-03  -1.3918643E+00   3.0287893E+00
   3.0787358E+00   8.0660721E-03  -1.3099213E+00   3.0264726E+00
   3.0848691E+00   8.2893940E-03  -1.3077477E+00   3.0261087E+00
   3.0909986E+00   8.3019976E-03  -1.3059142E+00   3.0261400E+00
   3.0970685E+00   8.2823830E-03  -1.2944108E+00   3.0263216E+00
   3.1031926E+00   9.0050930E-03  -1.1933712E+00   3.0249684E+00
   3.1093163E+00   9.7343242E-03  -1.1827722E+00   3.0245717E+00
   3.1154435E+00   9.6103474E-03  -1.1829646E+00   3.0244219E+00
   3.1215768E+00   1.0135605E-02  -1.1746429E+00   3.0244493E+00
   3.1277180E+00   1.0989989E-02  -1.0958817E+00   3.0228162E+00
   3.1338680E+00   1.1332497E-02  -1.0905346E+00   3.0226614E+00
   3.1399233E+00   1.1516884E-02  -1.0760282E+00   3.0228035E+00
   3.1460302E+00   1.1939780E-02  -1.0581459E+00   3.0231409E+00
   3.1522067E+00   1.2361859E-02  -9.7093910E-01   3.0226245E+00
   3.1583889E+00   1.2717806E-02  -9.7190368E-01   3.0224030E+00
   3.1645012E+00   1.3038527E-02  -9.6838123E-01   3.0221539E+00
   3.1705620E+00   1.3283555E-02  -9.5155436E-01   3.0221577E+00
   3.1767230E+00   1.3748623E-02  -8.6635441E-01   3.0209250E+00
   3.1829360E+00   1.3794126E-02  -8.6539936E-01   3.0209525E+00
   3.1891611E+00   1.3931451E-02  -8.6031067E-01   3.0212171E+00
   3.1953554E+00   1.4021205E-02  -8.4537488E-01   3.0216608E+00
   3.2014723E+00   1.3906973E-02  -7.4081504E-01   3.0218306E+00
   3.2076790E+00   1.3793503E-02  -7.3566025E-01   3.0216842E+00
   3.2139723E+00   1.3803262E-02  -7.3612684E-01   3.0215979E+00
   3.2202871E+00   1.4058127E-02  -7.3049724E-01   3.0216484E+00
   3.2265599E+00   1.3804001E-02  -6.5405709E-01   3.0208106E+00
   3.2327576E+00   1.3790377E-02  -6.4317882E-01   3.0209141E+00
   3.2390230E+00   1.3449389E-02  -6.2917864E-01   3.0212233E+00
   3.2454097E+00   1.3337918E-02  -5.6282783E-01   3.0223420E+00
   3.2517948E+00   1.3101436E-02  -5.6048691E-01   3.0223231E+00
   3.2580788E+00   1.2469427E-02  -5.5026847E-01   3.0222673E+00
   3.2642906E+00   1.1107501E-02  -4.7334427E-01   3.0214536E+00
   3.2700796E+00   1.2214241E-02  -4.6565905E-01   3.0215909E+00
   3.2761583E+00   1.1848740E-02  -4.5784259E-01   3.0218406E+00
   3.2825408E+00   1.1021540E-02  -4.4341207E-01   3.0222497E+00
   3.2888689E+00   1.0794944E-02  -3.3979052E-01   3.0234771E+00
   3.2951467E+00   8.7262494E-03  -3.3600602E-01   3.0232930E+00
   3.3014786E+00   8.2547441E-03  -3.2934839E-01   3.0229626E+00
   3.3078282E+00   8.0268094E-03  -3.2015115E-01   3.0227275E+00
   3.3142252E+00   7.9243267E-03  -2.4243446E-01   3.0223095E+00
   3.3206489E+00   7.7579827E-03  -2.3491290E-01   3.0223863E+00
   3.3270404E+00   7.4728015E-03  -2.1936010E-01   3.0225823E+00
   3.3334916E+00   6.5355524E-03  -1.4022687E-01   3.0244241E+00
   3.3400450E+00   5.8842674E-03  -1.3391058E-01   3.0242248E+00
   3.3466253E+00   5.3103417E-03  -1.2299243E-01   3.0239451E+00
   3.3531706E+00   5.3899037E-03  -4.6861362E-02   3.0234077E+00
   3.3597004E+00   5.0495923E-03  -3.6137644E-02   3.0234382E+00
   3.3662965E+00   4.9664089E-03  -2.0284379E-02   3.0235431E+00
   3.3729966E+00   4.4187214E-03   5.7599656E-02   3.0255933E+00
   3.3797386E+00   4.9245749E-03   6.5167628E-02   3.0253856E+00
   3.3864715E+00   5.0167828E-03   8.0070019E-02   3.0250337E+00
   3.3932188E+00   5.3091235E-03   1.6521141E-01   3.0248976E+00
   3.4000611E+00   5.1306081E-03   1.7460138E-01   3.0249176E+00
   3.4070334E+00   5.3617819E-03   1.8760899E-01   3.0249636E+00
   3.4140832E+00   5.2758129E-03   2.6732305E-01   3.0272648E+00
   3.4211686E+00   5.7807420E-03   2.7821371E-01   3.0270660E+00
   3.4283156E+00   6.2750299E-03   2.9684690E-01   3.0267017E+00
   3.4355946E+00   6.9781570E-03   3.9132777E-01   3.0270975E+00
   3.4430275E+00   7.0456271E-03   3.9864221E-01   3.0271511E+00
   3.4505603E+00   7.3936647E-03   4.1172442E-01   3.0271769E+00
   3.4581523E+00   7.0366431E-03   4.9729046E-01   3.0298784E+00
   3.4658282E+00   7.6932535E-03   5.1062304E-01   3.0298305E+00
   3.4736593E+00   8.4850313E-03   5.7056940E-01   3.0301950E+00
   3.4816618E+00   8.2975375E-03   5.8232623E-01   3.0301480E+00
   3.4897788E+00   7.7782581E-03   6.5695602E-01   3.0319214E+00
   3.4979959E+00   8.1657199E-03   6.7138320E-01   3.0320697E+00
   3.5063534E+00   8.7384991E-03   7.4823362E-01   3.0338025E+00
   3.5149200E+00   8.3184605E-03   7.7856278E-01   3.0349381E+00
   3.5235093E+00   8.2664676E-03   8.2252783E-01   3.0359519E+00
   3.5322480E+00   8.0698822E-03   8.7037224E-01   3.0371001E+00
   3.5410707E+00   7.9977950E-03   9.1950679E-01   3.0384245E+00
   3.5499821E+00   7.8458358E-03   9.7036469E-01   3.0398965E+00
   3.5585294E+00   7.6676463E-03   1.0170443E+00   3.0415952E+00
   3.5675042E+00   7.4412730E-03   1.0605429E+00   3.0432646E+00
   3.5753846E+00   7.1617546E-03   1.1175655E+00   3.0450096E+00
   3.5828261E+00   6.7112348E-03   1.1500465E+00   3.0453856E+00
   3.5906396E+00   6.3344445E-03   1.2301233E+00   3.0487056E+00
   3.5988438E+00   5.5993781E-03   1.2457116E+00   3.0484526E+00
   3.6074581E+00   5.2594361E-03   1.3093762E+00   3.0530529E+00
   3.6165032E+00   4.1861511E-03   1.3544179E+00   3.0550539E+00
   3.6257119E+00   3.8687214E-03   1.4064285E+00   3.0567791E+00
   3.6349185E+00   3.0063998E-03   1.4625194E+00   3.0587211E+00
   3.6441216E+00   2.3863823E-03   1.5179338E+00   3.0599046E+00
   3.6533222E+00   2.0373475E-03   1.5719267E+00   3.0641873E+00
   3.6625187E+00   1.3231960E-03   1.6276828E+00   3.0672045E+00
   3.6717107E+00   9.2760014E-04   1.6828839E+00   3.0687649E+00
   3.6806324E+00   6.0715445E-04   1.7379717E+00   3.0719650E+00
   3.6893089E+00   7.1838812E-04   1.7923857E+00   3.0743697E+00
   3.6977677E+00   5.7058560E-04   1.8454516E+00   3.0777025E+00
   3.7060320E+00  -2.5062594E-05   1.8953868E+00   3.0800323E+00
   3.7141218E+00   1.0454345E-05   1.9468411E+00   3.0826776E+00
   3.7220623E+00   2.3609355E-04   1.9974484E+00   3.0853579E+00
   3.7297766E+00   1.3467367E-04   2.0454454E+00   3.0880497E+00
   3.7372880E+00   3.3155436E-04   2.0920427E+00   3.0907550E+00
   3.7446165E+00   1.1229512E-03   2.1347272E+00   3.0934045E+00
   3.7517788E+00   1.1883603E-03   2.1764812E+00   3.0959694E+00
   3.7587895E+00   4.3065078E-04   2.2238784E+00   3.0985475E+00
   3.7656605E+00   4.0419886E-04   2.2684860E+00   3.1010463E+00
   3.7722609E+00   3.8622934E-04   2.3100078E+00   3.1035924E+00
   3.7785118E+00   6.8806543E-04   2.3521736E+00   3.1060715E+00
   3.7844152E+00   2.0579109E-03   2.3723116E+00   3.1069984E+00
   3.7901826E+00   2.3002366E-03   2.4444470E+00   3.1107974E+00
   3.7958066E+00   1.9626245E-03   2.4581995E+00   3.1120603E+00
   3.8012843E+00   6.0807299E-03   2.4813507E+00   3.1130254E+00
   3.8066230E+00  -3.9680602E-04   2.5510018E+00   3.1183903E+00
   3.8118331E+00   1.0431543E-03   2.5654306E+00   3.1196337E+00
   3.8168683E+00   7.6469150E-04   2.5863404E+00   3.1203735E+00
   3.8216925E+00   2.7482372E-03   2.6096365E+00   3.1212063E+00
   3.8262429E+00   2.3928441E-03   2.6958015E+00   3.1266735E+00
   3.8306823E+00   1.6361972E-03   2.7016094E+00   3.1284294E+00
   3.8350346E+00   4.1938345E-03   2.7023880E+00   3.1295850E+00
   3.8393137E+00   5.7724593E-03   2.7217903E+00   3.1299913E+00
   3.8477056E+00   2.8768240E-03   2.7680430E+00   3.1311817E+00
   3.8518202E+00   2.8602034E-03   2.8002918E+00   3.1330221E+00
