  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   22:11:33  02/15/2024 tgtc     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      4.932E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.6706969E+00   1.4040180E-02   3.8356607E+00   6.4803922E-01
   1.6753762E+00   1.4987051E-02   3.8540971E+00   6.4739698E-01
   1.6822945E+00   1.4541443E-02   3.8782439E+00   6.4576554E-01
   1.6866369E+00   1.7536517E-02   3.8873143E+00   6.4513731E-01
   1.6910504E+00   1.4272023E-02   3.8987544E+00   6.4415032E-01
   1.6955183E+00   1.4727949E-02   3.9097426E+00   6.4353955E-01
   1.7021481E+00   1.4955550E-02   3.9297750E+00   6.4217448E-01
   1.7065240E+00   1.5333882E-02   3.9424620E+00   6.4103800E-01
   1.7108678E+00   1.5036097E-02   3.9537880E+00   6.4004761E-01
   1.7151814E+00   1.7019691E-02   3.9620886E+00   6.3851655E-01
   1.7207055E+00   1.4522144E-02   3.9672344E+00   6.3655633E-01
   1.7254360E+00   1.4302576E-02   3.9779127E+00   6.3565397E-01
   1.7309121E+00   1.6211173E-02   3.9855573E+00   6.3482767E-01
   1.7349802E+00   1.5938964E-02   3.9922915E+00   6.3464874E-01
   1.7410145E+00   1.5094632E-02   4.0008211E+00   6.3277513E-01
   1.7451137E+00   1.6367458E-02   3.9519424E+00   6.2922281E-01
   1.7512321E+00   1.6101718E-02   4.0094833E+00   6.3224095E-01
   1.7551644E+00   1.5361328E-02   4.0285363E+00   6.3176215E-01
   1.7609032E+00   1.4522114E-02   3.9719126E+00   6.2426674E-01
   1.7646745E+00   1.7275684E-02   3.9917216E+00   6.2637311E-01
   1.7705065E+00   1.5748682E-02   4.0255780E+00   6.2650222E-01
   1.7745359E+00   1.6064977E-02   4.0351558E+00   6.2567699E-01
   1.7805454E+00   1.5438741E-02   4.0145216E+00   6.2318319E-01
   1.7845246E+00   1.7877469E-02   3.9884453E+00   6.2213159E-01
   1.7904568E+00   1.6925232E-02   3.9903145E+00   6.2170106E-01
   1.7943840E+00   1.5737344E-02   3.9995797E+00   6.2122941E-01
   1.8002236E+00   1.4686751E-02   4.0067749E+00   6.2058151E-01
   1.8040788E+00   1.4526284E-02   4.0033731E+00   6.1959392E-01
   1.8098136E+00   1.4230238E-02   3.9644816E+00   6.1742812E-01
   1.8136144E+00   1.5604103E-02   3.9569430E+00   6.1658740E-01
   1.8192842E+00   1.7261410E-02   3.9630418E+00   6.1658782E-01
   1.8249220E+00   1.3748559E-02   3.9606187E+00   6.1438102E-01
   1.8286643E+00   1.3936723E-02   3.9442816E+00   6.1305380E-01
   1.8342618E+00   1.5741477E-02   3.9262459E+00   6.1194384E-01
   1.8398467E+00   1.4369052E-02   3.8998029E+00   6.1031181E-01
   1.8435580E+00   1.4891718E-02   3.8933864E+00   6.0945874E-01
   1.8491049E+00   1.4844556E-02   3.8838720E+00   6.0828739E-01
   1.8546295E+00   1.4433076E-02   3.8724012E+00   6.0674542E-01
   1.8583014E+00   1.5210602E-02   3.8582866E+00   6.0645229E-01
   1.8637943E+00   1.4936015E-02   3.8280497E+00   6.0462373E-01
   1.8692712E+00   1.4914040E-02   3.7934833E+00   6.0332787E-01
   1.8729144E+00   1.4480075E-02   3.7843411E+00   6.0263449E-01
   1.8783671E+00   1.2545356E-02   3.7648480E+00   6.0214663E-01
   1.8838080E+00   1.4530601E-02   3.7456205E+00   6.0080004E-01
   1.8892401E+00   1.5305330E-02   3.7280049E+00   6.0029531E-01
   1.8928617E+00   1.5200788E-02   3.7026548E+00   5.9915960E-01
   1.8982913E+00   1.4253480E-02   3.6594522E+00   5.9738284E-01
   1.9035342E+00   2.1781897E-02   3.6387734E+00   5.9702718E-01
   1.9078190E+00   7.0277196E-03   3.6377809E+00   5.9587091E-01
   1.9133955E+00   1.1916120E-02   3.5763681E+00   5.9499371E-01
   1.9174560E+00   1.3919699E-02   3.5581164E+00   5.9506524E-01
   1.9221566E+00   1.3335402E-02   3.5395050E+00   5.9516722E-01
   1.9271562E+00   1.5599373E-02   3.4794416E+00   5.9196305E-01
   1.9331433E+00   1.4651475E-02   3.4402716E+00   5.9073758E-01
   1.9376259E+00   1.4236815E-02   3.4224863E+00   5.8888650E-01
   1.9431365E+00   1.5282290E-02   3.4025104E+00   5.8964127E-01
   1.9470669E+00   1.3272133E-02   3.3689532E+00   5.9083599E-01
   1.9521602E+00   1.4585487E-02   3.2855625E+00   5.8717775E-01
   1.9571173E+00   1.5217516E-02   3.2551110E+00   5.8693302E-01
   1.9619657E+00   1.4121330E-02   3.2442021E+00   5.8601820E-01
   1.9668347E+00   1.5373321E-02   3.2096434E+00   5.8513987E-01
   1.9717532E+00   1.1147486E-02   3.1453679E+00   5.8406150E-01
   1.9766406E+00   1.2465455E-02   3.1081843E+00   5.8252424E-01
   1.9820516E+00   2.0810664E-02   3.0393167E+00   5.7823873E-01
   1.9869294E+00   2.2419132E-02   3.0156684E+00   5.7966787E-01
   1.9925272E+00   6.8348083E-03   2.9727461E+00   5.7972765E-01
   1.9971564E+00   2.5381949E-02   2.9190445E+00   5.7888269E-01
   2.0016510E+00   1.2337883E-02   2.8764901E+00   5.7650846E-01
   2.0072720E+00   7.4586552E-03   2.7926390E+00   5.7559663E-01
   2.0112360E+00   3.6117930E-03   2.7813921E+00   5.7521635E-01
   2.0160425E+00   2.7320759E-02   2.7053297E+00   5.7474881E-01
   2.0211809E+00  -1.7750012E-02   2.7402625E+00   5.7465661E-01
   2.0262613E+00   4.3036535E-02   2.6143186E+00   5.7042259E-01
   2.0312192E+00   5.2598175E-03   2.5790794E+00   5.7187635E-01
   2.0360808E+00   1.3004357E-02   2.5435379E+00   5.7177204E-01
   2.0411248E+00   7.1001756E-03   2.5033543E+00   5.7031268E-01
   2.0462599E+00   1.1735202E-02   2.4298949E+00   5.6801313E-01
   2.0513144E+00   4.5895763E-03   2.3516288E+00   5.6681114E-01
   2.0559847E+00   1.0680059E-02   2.3331647E+00   5.6628841E-01
   2.0612185E+00   8.1169913E-03   2.2968206E+00   5.6575072E-01
   2.0659060E+00  -2.2269085E-03   2.1930921E+00   5.6489736E-01
   2.0710175E+00   3.4217834E-03   2.1531360E+00   5.6398600E-01
   2.0757627E+00   1.2109347E-04   2.1168578E+00   5.6389380E-01
   2.0803549E+00   5.7344427E-03   2.0881884E+00   5.6345505E-01
   2.0856788E+00   1.9565807E-03   1.9724362E+00   5.6227201E-01
   2.0903084E+00   6.2944018E-03   1.9052368E+00   5.6155199E-01
   2.0958145E+00  -1.1331516E-02   1.9189538E+00   5.6059867E-01
   2.1006141E+00   3.0483110E-03   1.8548660E+00   5.5997145E-01
   2.1055486E+00   1.0497186E-03   1.7604097E+00   5.5897349E-01
   2.1107080E+00   1.4337551E-02   1.6491301E+00   5.5824745E-01
   2.1155689E+00  -1.3370094E-02   1.6319536E+00   5.5737501E-01
   2.1201670E+00  -1.6088750E-03   1.6317623E+00   5.5686647E-01
   2.1253214E+00   1.3318998E-04   1.5669996E+00   5.5615664E-01
   2.1303303E+00   2.4570003E-03   1.5257623E+00   5.5592215E-01
   2.1352041E+00  -4.8513073E-03   1.3515868E+00   5.5634826E-01
   2.1399550E+00  -1.5521400E-03   1.2965068E+00   5.5516386E-01
   2.1446123E+00   1.1005250E-02   1.3328444E+00   5.5518275E-01
   2.1498337E+00  -1.9573211E-03   1.2862481E+00   5.5522341E-01
   2.1549726E+00   2.2842956E-03   1.1899136E+00   5.5314696E-01
   2.1594820E+00  -4.2465925E-03   1.1282593E+00   5.5017722E-01
   2.1646945E+00  -6.5822655E-04   1.0751117E+00   5.5363548E-01
   2.1698902E+00  -4.1017160E-03   9.8201752E-01   5.5457193E-01
   2.1748257E+00  -7.2881156E-03   9.2983383E-01   5.5389702E-01
   2.1795783E+00  -8.9079039E-03   9.0113652E-01   5.5442595E-01
   2.1838965E+00  -3.7540381E-03   8.8341331E-01   5.5406481E-01
   2.1888669E+00  -3.4991472E-03   7.9150087E-01   5.5302918E-01
   2.1944604E+00  -3.9139409E-03   7.0959651E-01   5.5393374E-01
   2.1993933E+00  -6.0619647E-03   6.8100137E-01   5.5386710E-01
   2.2040701E+00  -4.7097476E-03   5.9657335E-01   5.5337453E-01
   2.2091365E+00  -7.3815496E-03   5.5436909E-01   5.5398220E-01
   2.2136543E+00  -3.1274685E-03   5.1810914E-01   5.5362684E-01
   2.2188108E+00  -2.6710527E-02   3.9522675E-01   5.5323124E-01
   2.2235694E+00  -1.7022211E-03   3.8272032E-01   5.5362260E-01
   2.2291632E+00   6.4818067E-03   3.6638820E-01   5.5533296E-01
   2.2339134E+00   3.7392098E-03   3.0034971E-01   5.5506623E-01
   2.2381365E+00  -4.2948686E-03   2.2692072E-01   5.5514765E-01
   2.2426908E+00  -6.2702973E-03   1.6483542E-01   5.5586410E-01
   2.2478740E+00  -3.5606110E-03   1.2685740E-01   5.5589360E-01
   2.2533252E+00  -8.7364214E-03   8.6561657E-02   5.5633736E-01
   2.2588077E+00  -4.4721630E-03   1.5571981E-02   5.5694431E-01
   2.2624798E+00  -5.6777080E-03  -2.1131856E-02   5.5722797E-01
   2.2680137E+00  -1.0212352E-02  -9.2605628E-02   5.5773479E-01
   2.2733335E+00  -2.8383217E-03  -1.4349224E-01   5.5872083E-01
   2.2788146E+00  -4.6324031E-03  -1.9303225E-01   5.5945575E-01
   2.2836843E+00  -4.6921540E-03  -2.2915319E-01   5.5992335E-01
   2.2873499E+00  -2.5884630E-03  -2.6786557E-01   5.6079763E-01
   2.2930250E+00  -5.2616443E-03  -3.1087300E-01   5.6244385E-01
   2.2968261E+00  -3.9858851E-03  -3.6961046E-01   5.6402415E-01
   2.3025551E+00  -3.6469649E-03  -4.3559399E-01   5.6506830E-01
   2.3083165E+00  -6.2370333E-03  -4.8693508E-01   5.6644320E-01
   2.3121758E+00  -3.6317196E-03  -5.1060522E-01   5.6746536E-01
   2.3179922E+00  -4.2651757E-03  -5.5559522E-01   5.6866938E-01
   2.3218882E+00  -2.8630574E-03  -5.8040112E-01   5.6953943E-01
   2.3280470E+00  -4.7231009E-03  -6.4270586E-01   5.7161778E-01
   2.3326716E+00  -6.6641765E-03  -6.8432462E-01   5.7263839E-01
   2.3374314E+00  -1.7496457E-03  -7.1695131E-01   5.7426125E-01
   2.3416784E+00  -9.4574345E-03  -7.5857103E-01   5.7595867E-01
   2.3478260E+00  -3.4035440E-03  -8.1044674E-01   5.7752609E-01
   2.3521996E+00  -2.3309852E-03  -8.4604669E-01   5.7886893E-01
   2.3570211E+00  -3.8241001E-03  -8.7568772E-01   5.8042330E-01
   2.3622246E+00  -7.0501310E-03  -9.0874147E-01   5.8254671E-01
   2.3675780E+00  -2.4508270E-03  -9.4771099E-01   5.8434498E-01
   2.3725014E+00  -3.3247098E-03  -1.0300250E+00   5.8603567E-01
   2.3772638E+00  -6.3742483E-03  -1.0137572E+00   5.8692801E-01
   2.3823032E+00  -2.8398363E-03  -1.0228963E+00   5.8923805E-01
   2.3871021E+00  -2.2656927E-03  -1.0607191E+00   5.9201896E-01
   2.3919880E+00  -7.1771173E-03  -1.1680194E+00   5.9496713E-01
   2.3971682E+00  -5.2207038E-03  -1.1486019E+00   5.9643662E-01
   2.4023120E+00  -5.0248676E-03  -1.1495923E+00   5.9850836E-01
   2.4071441E+00  -4.0888321E-03  -1.2607530E+00   6.0130745E-01
   2.4116249E+00  -8.5083488E-03  -1.2573024E+00   6.0167664E-01
   2.4160197E+00  -9.0499716E-03  -1.2536848E+00   6.0288584E-01
   2.4202783E+00  -5.6708939E-03  -1.2594371E+00   6.0513121E-01
   2.4264369E+00  -3.8004320E-03  -1.3017677E+00   6.0908300E-01
   2.4304185E+00  -6.5273680E-03  -1.3571103E+00   6.1138105E-01
   2.4362404E+00  -8.2776695E-03  -1.3892674E+00   6.1384380E-01
   2.4400380E+00  -7.7937259E-03  -1.4015782E+00   6.1535281E-01
   2.4456303E+00  -7.2222119E-03  -1.4140667E+00   6.1812562E-01
   2.4511185E+00  -8.3761271E-03  -1.4321873E+00   6.2031519E-01
   2.4547284E+00  -8.2047237E-03  -1.4565076E+00   6.2159634E-01
   2.4600813E+00  -8.1757642E-03  -1.4875367E+00   6.2362748E-01
   2.4653707E+00  -6.6089579E-03  -1.5594994E+00   6.2500370E-01
   2.4706066E+00  -9.9751838E-03  -1.5102358E+00   6.2497199E-01
   2.4757972E+00  -7.1223686E-03  -1.5019290E+00   6.2808305E-01
   2.4792361E+00  -5.2483426E-03  -1.5461656E+00   6.3229132E-01
   2.4843659E+00  -9.1225123E-03  -1.6280415E+00   6.3933200E-01
   2.4894664E+00  -8.6616408E-03  -1.5719904E+00   6.3952202E-01
   2.4945414E+00  -4.0916936E-03  -1.5864861E+00   6.3623708E-01
   2.4995949E+00  -1.0115938E-02  -1.6042053E+00   6.3761234E-01
   2.5046299E+00  -9.0858340E-03  -1.6389611E+00   6.4101219E-01
   2.5096486E+00  -4.3297014E-03  -1.6059215E+00   6.4261651E-01
   2.5146534E+00  -3.3604468E-03  -1.6428322E+00   6.4635426E-01
   2.5196462E+00  -1.1508898E-02  -1.7408649E+00   6.5518469E-01
   2.5246286E+00  -8.2584964E-03  -1.6538949E+00   6.5429163E-01
   2.5296023E+00  -3.3957148E-03  -1.6426313E+00   6.5464419E-01
   2.5345678E+00  -1.6436614E-02  -1.7009606E+00   6.5397453E-01
   2.5395267E+00  -5.6955004E-03  -1.7348679E+00   6.5526587E-01
   2.5444798E+00  -5.8535142E-03  -1.7300453E+00   6.5544772E-01
   2.5494277E+00  -4.0104464E-03  -1.7172186E+00   6.5761721E-01
   2.5543711E+00  -4.1515455E-03  -1.7152848E+00   6.5921533E-01
   2.5593107E+00  -5.2977544E-03  -1.7274569E+00   6.6107845E-01
   2.5642469E+00  -9.5838541E-03  -1.7538149E+00   6.6529644E-01
   2.5691803E+00  -2.8179695E-03  -1.7683146E+00   6.6682869E-01
   2.5741110E+00  -4.5184474E-03  -1.7710245E+00   6.6893691E-01
   2.5790393E+00  -1.1198794E-02  -1.7699301E+00   6.7082977E-01
   2.5839658E+00  -5.0905962E-03  -1.7667099E+00   6.7177528E-01
   2.5888906E+00  -5.9181289E-03  -1.7719449E+00   6.7267984E-01
   2.5936852E+00  -5.3312271E-03  -1.7838060E+00   6.7156756E-01
   2.5984561E+00  -5.3763157E-03  -1.7924787E+00   6.7217213E-01
   2.6029584E+00  -2.3561488E-03  -1.7932483E+00   6.7195433E-01
   2.6078269E+00  -2.9631627E-03  -1.7990671E+00   6.7217445E-01
   2.6127274E+00  -3.4537916E-03  -1.7982205E+00   6.7315823E-01
   2.6174543E+00  -1.5907307E-03  -1.7960389E+00   6.7323613E-01
   2.6234686E+00  -4.0093795E-03  -1.8052605E+00   6.7441171E-01
   2.6276274E+00   1.7296310E-03  -1.8020931E+00   6.7530644E-01
   2.6329212E+00  -5.0462997E-03  -1.8117555E+00   6.7654169E-01
   2.6383591E+00  -5.6522144E-03  -1.8083447E+00   6.7785507E-01
   2.6422336E+00  -4.5366464E-03  -1.8060735E+00   6.7887509E-01
   2.6477528E+00  -1.3151350E-02  -1.7993250E+00   6.8122429E-01
   2.6529613E+00  -4.5298410E-04  -1.8183792E+00   6.8178999E-01
   2.6572552E+00  -5.7147043E-03  -1.8107370E+00   6.8220562E-01
   2.6628034E+00  -2.6574691E-03  -1.8121736E+00   6.8274361E-01
   2.6674182E+00  -9.2341788E-03  -1.8059479E+00   6.8427104E-01
   2.6721947E+00  -9.9168101E-05  -1.8072513E+00   6.8499601E-01
   2.6769021E+00   6.9840043E-03  -1.8085238E+00   6.8638408E-01
   2.6820803E+00  -2.1765437E-02  -1.7976308E+00   6.8788189E-01
   2.6875412E+00  -3.8987792E-03  -1.8090458E+00   6.9033003E-01
   2.6920469E+00  -6.7625167E-03  -1.7996817E+00   6.9013375E-01
   2.6966288E+00  -8.8154208E-03  -1.8023045E+00   6.9105589E-01
   2.7017076E+00   9.0149539E-03  -1.7977622E+00   6.9303733E-01
   2.7070572E+00  -2.8314157E-03  -1.7903352E+00   6.9354200E-01
   2.7117224E+00  -8.7149097E-03  -1.7979143E+00   6.9557017E-01
   2.7164800E+00  -3.7211803E-04  -1.7821085E+00   6.9634807E-01
   2.7212687E+00  -1.7641291E-03  -1.7910570E+00   6.9736916E-01
   2.7265294E+00   9.4694225E-03  -1.7890290E+00   6.9825786E-01
   2.7312725E+00   6.0008727E-03  -1.7801882E+00   6.9874209E-01
   2.7364795E+00  -2.6266202E-03  -1.7645464E+00   6.9931686E-01
   2.7416632E+00  -1.0817804E-03  -1.7775190E+00   7.0001107E-01
   2.7462354E+00  -4.5650164E-03  -1.7798487E+00   7.0120126E-01
   2.7511468E+00  -1.7766370E-03  -1.7606192E+00   7.0213580E-01
   2.7559106E+00  -2.5677318E-03  -1.7518218E+00   7.0491445E-01
   2.7618144E+00  -3.6766531E-03  -1.7522233E+00   7.0474398E-01
   2.7659307E+00  -4.0363101E-03  -1.7393749E+00   7.0531756E-01
   2.7713926E+00  -7.4202067E-04  -1.7557230E+00   7.0633554E-01
   2.7761669E+00  -4.2813970E-04  -1.7386324E+00   7.0807034E-01
   2.7810783E+00  -7.5279438E-04  -1.7371024E+00   7.0872939E-01
   2.7859898E+00  -3.4008089E-03  -1.7191635E+00   7.0987272E-01
   2.7909012E+00  -7.5612252E-04  -1.7240238E+00   7.1126753E-01
   2.7958124E+00  -1.0580481E-04  -1.7237546E+00   7.1173805E-01
   2.8007188E+00  -2.8236941E-04  -1.7179321E+00   7.1294612E-01
   2.8056302E+00   7.7442155E-04  -1.6720581E+00   7.1282494E-01
   2.8105414E+00  -6.5587890E-05  -1.6949408E+00   7.1223861E-01
   2.8154528E+00   2.5814199E-03  -1.7355136E+00   7.1372944E-01
   2.8203640E+00  -1.5423924E-03  -1.6523100E+00   7.1865392E-01
   2.8252754E+00   2.5785062E-03  -1.7320747E+00   7.1641582E-01
   2.8301866E+00  -5.0385897E-03  -1.6988032E+00   7.1763259E-01
   2.8350980E+00   7.4227327E-03  -1.6759666E+00   7.1788782E-01
   2.8400092E+00   2.8591782E-03  -1.6668528E+00   7.1867132E-01
   2.8449204E+00  -2.3972983E-03  -1.6475952E+00   7.2237480E-01
   2.8498318E+00   5.9724337E-04  -1.6664672E+00   7.2146368E-01
   2.8547430E+00   1.7544527E-03  -1.6679747E+00   7.2192764E-01
   2.8596542E+00  -9.9845136E-05  -1.6480680E+00   7.1944451E-01
   2.8645654E+00  -2.7144927E-04  -1.6585773E+00   7.2220510E-01
   2.8694766E+00   2.0420807E-03  -1.6427189E+00   7.2399527E-01
   2.8743875E+00   2.6176919E-03  -1.6137739E+00   7.2473735E-01
   2.8792987E+00   1.0145797E-03  -1.5629833E+00   7.2759831E-01
   2.8842099E+00  -2.3301157E-04  -1.5967550E+00   7.2745752E-01
   2.8891208E+00   2.2203724E-03  -1.6309360E+00   7.2746116E-01
   2.8940320E+00   3.8840421E-03  -1.6273158E+00   7.2761267E-01
   2.8989429E+00   2.0268909E-03  -1.4927019E+00   7.2674990E-01
   2.9038541E+00   1.6385400E-03  -1.5859108E+00   7.2510499E-01
   2.9087651E+00   3.0397659E-04  -1.5742149E+00   7.2972834E-01
   2.9136760E+00   4.4306475E-03  -1.5718769E+00   7.3049015E-01
   2.9185870E+00   5.8449451E-03  -1.5618511E+00   7.3186636E-01
   2.9234979E+00   1.1835994E-03  -1.4746044E+00   7.3230302E-01
   2.9284089E+00   7.0927725E-03  -1.4737960E+00   7.3168522E-01
   2.9333198E+00   2.4349042E-03  -1.5182962E+00   7.3121643E-01
   2.9382308E+00   2.8224078E-03  -1.5405955E+00   7.3185271E-01
   2.9431417E+00   3.9379997E-03  -1.5303249E+00   7.3348999E-01
   2.9480526E+00   4.0780241E-03  -1.4920778E+00   7.3477435E-01
   2.9529636E+00   9.4074645E-04  -1.5561439E+00   7.3549807E-01
   2.9578743E+00   1.1719780E-02  -1.3600554E+00   7.3342568E-01
   2.9627852E+00  -1.0327066E-03  -1.4695498E+00   7.3603266E-01
   2.9676960E+00   1.6703967E-03  -1.4981194E+00   7.3618531E-01
   2.9726069E+00   6.8074879E-03  -1.4778647E+00   7.3562497E-01
   2.9775176E+00   4.5618461E-03  -1.3324174E+00   7.3651338E-01
   2.9824286E+00   3.5712444E-03  -1.4472731E+00   7.3715425E-01
   2.9873393E+00   4.0837987E-03  -1.4424841E+00   7.3798710E-01
   2.9922500E+00   3.9493479E-03  -1.3725827E+00   7.3812515E-01
   2.9971607E+00   1.1896399E-02  -1.3706888E+00   7.3716336E-01
   3.0020714E+00   6.0823333E-04  -1.3797472E+00   7.3917592E-01
   3.0069823E+00   9.8857016E-04  -1.3790356E+00   7.3986703E-01
   3.0118606E+00   5.1824981E-03  -1.3617970E+00   7.4048799E-01
   3.0167713E+00   2.4885100E-03  -1.3482782E+00   7.4043667E-01
   3.0216820E+00   3.7478479E-03  -1.3250827E+00   7.4072355E-01
   3.0280259E+00   1.0262806E-02  -1.2978102E+00   7.4121493E-01
   3.0327272E+00   2.8272623E-03  -1.2962030E+00   7.4166703E-01
   3.0373306E+00   2.2613748E-03  -1.2937046E+00   7.4170017E-01
   3.0421641E+00   2.0100123E-03  -1.2860245E+00   7.4187928E-01
   3.0468578E+00   2.0639570E-03  -1.2620797E+00   7.4225909E-01
   3.0515049E+00   1.9064863E-03  -1.2489573E+00   7.4256206E-01
   3.0575640E+00   1.3049892E-03  -1.2447642E+00   7.4312818E-01
   3.0620553E+00   2.8410517E-03  -1.2317637E+00   7.4375623E-01
   3.0664816E+00   1.1618783E-03  -1.2206705E+00   7.4419594E-01
   3.0712159E+00   1.2452292E-03  -1.1917813E+00   7.4460441E-01
   3.0761263E+00   1.1450833E-03  -1.1852355E+00   7.4510169E-01
   3.0810368E+00   1.0318893E-03  -1.1674671E+00   7.4538231E-01
   3.0859473E+00   4.6191093E-05  -1.1538742E+00   7.4546796E-01
   3.0908577E+00   1.5719059E-03  -1.1352944E+00   7.4538130E-01
   3.0957682E+00   1.2689211E-03  -1.1325812E+00   7.4577516E-01
   3.1006787E+00  -1.5403947E-03  -1.1183032E+00   7.4620867E-01
   3.1055892E+00   7.5329392E-04  -1.0963963E+00   7.4596721E-01
   3.1104996E+00   5.7380227E-04  -1.0787288E+00   7.4642116E-01
   3.1154101E+00   6.4999005E-04  -1.0671355E+00   7.4670231E-01
   3.1203206E+00   8.8372128E-04  -1.0388379E+00   7.4700606E-01
   3.1252310E+00   5.9401884E-04  -1.0303953E+00   7.4723661E-01
   3.1301415E+00   8.2809565E-04  -1.0199379E+00   7.4766028E-01
   3.1350517E+00   1.0170366E-03  -1.0088450E+00   7.4792325E-01
   3.1415992E+00   1.3016277E-03  -9.8056144E-01   7.4861026E-01
   3.1465094E+00   1.4131144E-03  -9.5541668E-01   7.4905437E-01
   3.1514199E+00   2.0941929E-03  -9.3753362E-01   7.4935699E-01
   3.1563303E+00   1.5087044E-03  -9.2795241E-01   7.4958891E-01
   3.1612408E+00   1.8210899E-03  -9.1510665E-01   7.4977279E-01
   3.1661510E+00   2.2890628E-03  -9.0082049E-01   7.4992728E-01
   3.1710615E+00   2.8103918E-03  -8.7222594E-01   7.5021809E-01
   3.1759720E+00   2.7890196E-03  -8.5813040E-01   7.5040042E-01
   3.1808822E+00   2.8004339E-03  -8.3871198E-01   7.5063705E-01
   3.1857927E+00   2.5526581E-03  -8.2790732E-01   7.5083578E-01
   3.1907032E+00   2.9624074E-03  -8.0956054E-01   7.5113291E-01
   3.1956134E+00   3.0812866E-03  -7.9227090E-01   7.5136423E-01
   3.2005239E+00   3.8759210E-03  -7.6904589E-01   7.5168824E-01
   3.2054341E+00   4.1247117E-03  -7.5306302E-01   7.5184810E-01
   3.2103443E+00   4.0944526E-03  -7.3615015E-01   7.5205576E-01
   3.2152548E+00   4.3027331E-03  -7.2677624E-01   7.5218594E-01
   3.2201650E+00   4.7954144E-03  -7.1096665E-01   7.5226742E-01
   3.2250752E+00   4.9606822E-03  -6.8018425E-01   7.5248367E-01
   3.2299857E+00   5.0828834E-03  -6.5562689E-01   7.5248259E-01
   3.2348959E+00   5.1633455E-03  -6.4604408E-01   7.5248450E-01
   3.2398062E+00   5.9109344E-03  -6.3938707E-01   7.5254470E-01
   3.2447164E+00   5.0765038E-03  -6.1307532E-01   7.5251949E-01
   3.2496269E+00   5.2156751E-03  -5.8840364E-01   7.5256926E-01
   3.2545371E+00   5.2655442E-03  -5.6873512E-01   7.5261307E-01
   3.2594473E+00   4.8300414E-03  -5.4099935E-01   7.5265402E-01
   3.2643576E+00   5.7807551E-03  -5.4283804E-01   7.5292552E-01
   3.2692678E+00   5.0196983E-03  -5.1583552E-01   7.5283945E-01
   3.2741780E+00   4.6288725E-03  -4.9724039E-01   7.5290608E-01
   3.2790883E+00   4.7471691E-03  -4.7211298E-01   7.5301880E-01
   3.2839985E+00   4.5105400E-03  -4.5690259E-01   7.5303322E-01
   3.2889085E+00   4.2386795E-03  -4.3731767E-01   7.5301850E-01
   3.2938187E+00   4.0755472E-03  -4.2311513E-01   7.5304061E-01
   3.2987289E+00   3.8619628E-03  -3.9223099E-01   7.5296164E-01
   3.3036392E+00   3.5939545E-03  -3.6719230E-01   7.5294846E-01
   3.3085492E+00   3.3765058E-03  -3.5274386E-01   7.5286382E-01
   3.3134594E+00   3.2429998E-03  -3.3028024E-01   7.5282532E-01
   3.3183696E+00   3.0725992E-03  -3.1298164E-01   7.5278449E-01
   3.3232796E+00   2.8137015E-03  -2.8717288E-01   7.5276405E-01
   3.3281898E+00   2.9348589E-03  -2.6310438E-01   7.5277340E-01
   3.3330998E+00   2.4111494E-03  -2.3920986E-01   7.5280184E-01
   3.3380101E+00   1.6212852E-03  -2.1937037E-01   7.5277913E-01
   3.3429201E+00   1.6537791E-03  -1.9899163E-01   7.5276124E-01
   3.3478303E+00   1.8944647E-03  -1.7513679E-01   7.5278211E-01
   3.3527403E+00   1.8023918E-03  -1.5723477E-01   7.5269371E-01
   3.3576503E+00   1.1801904E-03  -1.2598397E-01   7.5262433E-01
   3.3625603E+00   1.8895696E-03  -1.0212760E-01   7.5253463E-01
   3.3674705E+00   1.6392753E-03  -8.8138692E-02   7.5241971E-01
   3.3718898E+00   1.6220094E-03  -6.7275673E-02   7.5227368E-01
   3.3782313E+00   1.5375745E-03  -3.9380990E-02   7.5217563E-01
   3.3831413E+00   1.2526760E-03  -8.2128579E-03   7.5210553E-01
   3.3880513E+00   1.8382515E-03   1.3898994E-02   7.5195819E-01
   3.3929613E+00   1.8696550E-03   3.6671553E-02   7.5178951E-01
   3.3978713E+00   1.4293448E-03   5.4909233E-02   7.5167406E-01
   3.4027812E+00   1.7859712E-03   8.1744477E-02   7.5156778E-01
   3.4076910E+00   1.8428758E-03   1.0562775E-01   7.5148779E-01
   3.4126010E+00   2.0682171E-03   1.2997392E-01   7.5133383E-01
   3.4175110E+00   2.1105921E-03   1.4781629E-01   7.5113332E-01
   3.4224210E+00   2.4454477E-03   1.7350155E-01   7.5089282E-01
   3.4273307E+00   2.4452321E-03   1.9455694E-01   7.5075024E-01
   3.4322407E+00   2.3003062E-03   2.6160491E-01   7.5036550E-01
   3.4371507E+00   2.5909187E-03   2.5946385E-01   7.5045365E-01
   3.4420605E+00   2.7797795E-03   2.5191703E-01   7.5002134E-01
   3.4469705E+00   2.3967929E-03   2.6577100E-01   7.4965596E-01
   3.4518802E+00   7.9286634E-04   3.2989225E-01   7.4944705E-01
   3.4567902E+00   3.3339376E-03   3.4952059E-01   7.4912781E-01
