  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   20:05:49  02/16/2024 liqi     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1523929E+00   1.4644720E-02  -5.6994400E+00   7.3095351E-01
   1.1559612E+00   1.7766690E-02  -5.5978756E+00   7.3173547E-01
   1.1594877E+00   1.8194331E-02  -5.5191307E+00   7.3354828E-01
   1.1629440E+00  -5.1719071E-03  -5.4522543E+00   7.3465055E-01
   1.1663347E+00   1.4496864E-02  -5.4326830E+00   7.3598558E-01
   1.1696800E+00   6.8149990E-03  -5.4066415E+00   7.3637938E-01
   1.1729695E+00   4.1445624E-03  -5.3270383E+00   7.3763353E-01
   1.1762233E+00   8.6507974E-03  -5.2740865E+00   7.3779744E-01
   1.1794406E+00   7.8082499E-03  -5.2227588E+00   7.3849702E-01
   1.1826513E+00   1.2026915E-02  -5.1742563E+00   7.3974782E-01
   1.1854764E+00   1.6254950E-02  -5.1976147E+00   7.4191040E-01
   1.1893237E+00   4.2914907E-03  -5.0770297E+00   7.4143881E-01
   1.1922948E+00   8.9965472E-03  -5.0602322E+00   7.4224293E-01
   1.1963855E+00   3.7502197E-03  -4.9971333E+00   7.4398607E-01
   1.1995904E+00   1.3611634E-02  -4.9561100E+00   7.4482596E-01
   1.2028726E+00   4.6805139E-03  -4.8889265E+00   7.4658328E-01
   1.2060782E+00   3.6572036E-03  -4.7741737E+00   7.4812877E-01
   1.2095118E+00   3.7763927E-03  -4.7423997E+00   7.4959743E-01
   1.2129397E+00   8.2703121E-03  -4.7295818E+00   7.5190586E-01
   1.2162508E+00   9.1398284E-03  -4.7223148E+00   7.5278085E-01
   1.2193104E+00  -9.0107126E-03  -4.6725698E+00   7.5145775E-01
   1.2230656E+00   2.9580391E-03  -4.5777187E+00   7.5095922E-01
   1.2262342E+00   2.9988836E-03  -4.4777417E+00   7.5319427E-01
   1.2292473E+00   9.7515080E-03  -4.4416399E+00   7.5546825E-01
   1.2323183E+00   6.7466241E-03  -4.3910146E+00   7.5568700E-01
   1.2363384E+00   4.7776662E-03  -4.3456321E+00   7.5516927E-01
   1.2393007E+00   6.6413004E-03  -4.2989893E+00   7.5607377E-01
   1.2422202E+00   7.6501113E-03  -4.2540712E+00   7.5684834E-01
   1.2460496E+00   5.1950789E-03  -4.1909051E+00   7.5790972E-01
   1.2498109E+00   5.8306335E-03  -4.0883942E+00   7.5907010E-01
   1.2525077E+00   1.4903897E-02  -4.0647178E+00   7.6305103E-01
   1.2561601E+00  -2.3822889E-03  -4.0263815E+00   7.5771797E-01
   1.2597543E+00   6.6529773E-03  -3.9102249E+00   7.6124704E-01
   1.2624134E+00   3.6680507E-03  -3.8708792E+00   7.6142162E-01
   1.2659128E+00   7.7255946E-03  -3.8368175E+00   7.6186019E-01
   1.2693615E+00  -2.7787562E-02  -3.7820356E+00   7.6534057E-01
   1.2727623E+00   3.4143284E-03  -3.7177093E+00   7.6119447E-01
   1.2761172E+00   5.8730356E-03  -3.6536698E+00   7.6220173E-01
   1.2794284E+00   6.9524324E-03  -3.6123152E+00   7.6277542E-01
   1.2826977E+00   7.0675281E-03  -3.5471888E+00   7.6368403E-01
   1.2859269E+00  -3.1655083E-05  -3.4487386E+00   7.6473141E-01
   1.2891179E+00   1.2055253E-02  -3.4177494E+00   7.6736367E-01
   1.2930551E+00   7.1711134E-04  -3.3737879E+00   7.6585346E-01
   1.2961653E+00   6.1278669E-03  -3.3353493E+00   7.6624751E-01
   1.2992419E+00   7.0317984E-03  -3.2400203E+00   7.6726294E-01
   1.3030423E+00   6.3360557E-03  -3.1347117E+00   7.6794863E-01
   1.3060477E+00   3.6885655E-03  -3.0959656E+00   7.6846862E-01
   1.3097627E+00   4.4388296E-03  -3.0655775E+00   7.6855916E-01
   1.3127025E+00   1.0994558E-02  -2.9840124E+00   7.6857859E-01
   1.3163388E+00   4.2643873E-03  -2.9048066E+00   7.6924109E-01
   1.3192180E+00   4.2380863E-03  -2.8449833E+00   7.6989770E-01
   1.3227813E+00   5.7222154E-03  -2.7993186E+00   7.7019393E-01
   1.3263063E+00   3.6445004E-03  -2.7263060E+00   7.7078795E-01
   1.3297945E+00   2.0252375E-03  -2.6335871E+00   7.7208865E-01
   1.3325595E+00   3.4480777E-03  -2.5928330E+00   7.7255106E-01
   1.3359848E+00  -2.3078760E-03  -2.5501444E+00   7.7334833E-01
   1.3393772E+00   8.2976054E-03  -2.4188545E+00   7.7440286E-01
   1.3427374E+00   8.1331367E-03  -2.3646538E+00   7.7479368E-01
   1.3460671E+00   6.2933615E-03  -2.3340809E+00   7.7508551E-01
   1.3493668E+00  -2.4267910E-03  -2.2810774E+00   7.7595174E-01
   1.3526378E+00  -6.4152898E-04  -2.2155273E+00   7.7613872E-01
   1.3565264E+00  -6.1523453E-03  -2.0996134E+00   7.7733070E-01
   1.3597373E+00   2.7948597E-03  -1.9452872E+00   7.7782404E-01
   1.3629223E+00   1.4513064E-03  -1.9383146E+00   7.7826399E-01
   1.3660823E+00   3.8966511E-03  -1.9675537E+00   7.7828145E-01
   1.3698422E+00   2.2714871E-03  -1.8806844E+00   7.7907968E-01
   1.3729495E+00   1.7590142E-03  -1.7213715E+00   7.8012556E-01
   1.3760340E+00   7.9130597E-04  -1.6443852E+00   7.8084838E-01
   1.3797064E+00   6.8533001E-03  -1.6231292E+00   7.8134501E-01
   1.3827430E+00  -2.4228012E-03  -1.6130186E+00   7.8103483E-01
   1.3863596E+00   4.2626564E-03  -1.4632910E+00   7.8177720E-01
   1.3899473E+00   2.5838355E-03  -1.3192917E+00   7.8234929E-01
   1.3929155E+00   1.7564574E-03  -1.3269262E+00   7.8214407E-01
   1.3964524E+00  -1.6475217E-03  -1.2832148E+00   7.8260720E-01
   1.3999629E+00   2.3589910E-03  -1.1437792E+00   7.8303075E-01
   1.4028686E+00   3.5293493E-03  -1.0474695E+00   7.8345257E-01
   1.4063326E+00   4.7340123E-03  -1.0243818E+00   7.8375524E-01
   1.4097723E+00   7.1504158E-03  -9.6860611E-01   7.8364342E-01
   1.4131885E+00   4.1073794E-04  -8.1354147E-01   7.8407764E-01
   1.4165817E+00   7.0085572E-03  -7.6817983E-01   7.8502882E-01
   1.4199528E+00  -1.6614678E-04  -6.8552995E-01   7.8465372E-01
   1.4233022E+00   6.8206345E-03  -6.2126964E-01   7.8511792E-01
   1.4266305E+00   1.4063525E-03  -4.9661744E-01   7.8579003E-01
   1.4299384E+00   5.4113264E-04  -4.2883581E-01   7.8632575E-01
   1.4332263E+00   7.6456824E-03  -3.8202971E-01   7.8585178E-01
   1.4364949E+00   3.6351805E-04  -2.9625478E-01   7.8640306E-01
   1.4397446E+00   2.0600972E-03  -1.9817941E-01   7.8706545E-01
   1.4429758E+00   9.4215898E-04  -1.3718827E-01   7.8713489E-01
   1.4467229E+00   4.8129209E-03  -6.1591011E-02   7.8721589E-01
   1.4499156E+00   3.2768121E-03   5.7734754E-02   7.8743082E-01
   1.4531734E+00   2.1148594E-03   1.2092812E-01   7.8918314E-01
   1.4565574E+00   5.1106443E-03   2.1114235E-01   7.8832656E-01
   1.4599262E+00  -5.1496131E-04   2.5208655E-01   7.8892487E-01
   1.4636028E+00   3.3254793E-03   3.5160187E-01   7.8889626E-01
   1.4663601E+00   2.1199724E-03   4.2685878E-01   7.8885710E-01
   1.4700366E+00   3.5557046E-04   5.3543270E-01   7.8958130E-01
   1.4727941E+00   5.2735972E-04   6.0860002E-01   7.9009217E-01
   1.4764706E+00   4.6777371E-03   6.8098390E-01   7.9015362E-01
   1.4801471E+00   2.5854500E-03   7.6518917E-01   7.9071897E-01
   1.4829044E+00   3.4682711E-03   8.4308046E-01   7.9105049E-01
   1.4865810E+00   5.5651759E-05   9.6371639E-01   7.9154873E-01
   1.4903841E+00   2.0571861E-03   1.0338497E+00   7.9203284E-01
   1.4935117E+00  -6.6106245E-03   1.1215854E+00   7.9242271E-01
   1.4969367E+00  -1.1852873E-04   1.2097358E+00   7.9241902E-01
   1.4995149E+00  -2.1066680E-03   1.2695572E+00   7.9259348E-01
   1.5034682E+00  -3.5592791E-04   1.3639303E+00   7.9234457E-01
   1.5060190E+00  -3.9481031E-04   1.4110694E+00   7.9238975E-01
   1.5097402E+00  -8.5772970E-04   1.5197147E+00   7.9239368E-01
   1.5133530E+00  -3.1336589E-04   1.6312897E+00   7.9304039E-01
   1.5162163E+00   1.4650982E-03   1.6750890E+00   7.9307342E-01
   1.5203960E+00  -3.0487524E-03   1.7848108E+00   7.9323483E-01
   1.5237433E+00  -5.6456123E-04   1.9067965E+00   7.9441720E-01
   1.5269226E+00  -1.5576696E-02   1.9809090E+00   7.9770488E-01
   1.5300273E+00   4.5230500E-03   2.0488138E+00   7.9300702E-01
   1.5336148E+00  -1.9362326E-03   2.1700897E+00   7.9546607E-01
   1.5368041E+00  -9.9013560E-03   2.2613442E+00   7.9618889E-01
   1.5404961E+00  -1.1638457E-02   2.3138688E+00   7.9578644E-01
   1.5432755E+00  -1.1785642E-02   2.3857586E+00   7.9524595E-01
   1.5461458E+00  -1.1152331E-02   2.4824157E+00   7.9507267E-01
   1.5504653E+00  -6.2146662E-03   2.5858512E+00   7.9504865E-01
   1.5533535E+00  -6.1122626E-03   2.6625402E+00   7.9543656E-01
   1.5562272E+00  -1.8894827E-02   2.7020695E+00   7.9548234E-01
   1.5605056E+00  -2.4370870E-03   2.8582244E+00   7.9635000E-01
   1.5633394E+00  -1.4962093E-02   2.8982787E+00   7.9570371E-01
   1.5661598E+00  -9.1024265E-03   2.9859591E+00   7.9600674E-01
   1.5703689E+00  -9.4348546E-03   3.1146877E+00   7.9617673E-01
   1.5731622E+00  -1.2113253E-02   3.1929679E+00   7.9644918E-01
   1.5773356E+00  -1.6450780E-02   3.3124104E+00   7.9650551E-01
   1.5801080E+00  -9.5927259E-03   3.3726139E+00   7.9644495E-01
   1.5828737E+00  -1.1718241E-02   3.4439175E+00   7.9614222E-01
   1.5870107E+00   4.2190850E-03   3.5655859E+00   7.9599833E-01
   1.5897621E+00  -1.5790563E-02   3.6407151E+00   7.9604280E-01
   1.5938804E+00  -1.5066666E-02   3.7314143E+00   7.9545075E-01
   1.5966209E+00  -1.4401234E-02   3.8226457E+00   7.9535878E-01
   1.6007252E+00  -8.7826168E-03   3.9175248E+00   7.9510421E-01
   1.6034575E+00  -8.9267492E-03   4.0138183E+00   7.9509223E-01
   1.6061871E+00  -7.9338988E-03   4.0587564E+00   7.9524696E-01
   1.6102772E+00  -9.5106978E-03   4.1837940E+00   7.9542887E-01
   1.6136992E+00  -1.6130770E-02   4.2273946E+00   7.9370397E-01
   1.6169590E+00  -2.1152301E-03   4.3520856E+00   7.9437333E-01
   1.6198571E+00  -1.2861612E-02   4.4500732E+00   7.9542106E-01
   1.6232120E+00  -1.5714450E-02   4.5374727E+00   7.9564238E-01
   1.6271924E+00  -5.4595014E-03   4.6409984E+00   7.9428303E-01
   1.6306312E+00  -3.5907167E-03   4.7292008E+00   7.9430193E-01
   1.6332198E+00  -5.9829503E-03   4.7604284E+00   7.9448718E-01
   1.6369638E+00   1.3291723E-03   4.8238368E+00   7.9353410E-01
   1.6402925E+00  -2.3515573E-02   5.0370455E+00   7.9427129E-01
   1.6441458E+00   4.2848466E-03   5.0835271E+00   7.9407924E-01
   1.6468619E+00  -7.5188507E-03   5.1124649E+00   7.9335016E-01
   1.6495780E+00  -5.2281823E-03   5.2236133E+00   7.9291433E-01
   1.6536522E+00  -5.8382316E-03   5.3303204E+00   7.9510176E-01
   1.6563684E+00  -5.3741350E-03   5.4033246E+00   7.9220319E-01
   1.6604428E+00  -5.4153386E-03   5.4829030E+00   7.9333866E-01
   1.6630603E+00   2.2144658E-03   5.5315976E+00   7.9374194E-01
   1.6671971E+00   3.2106433E-03   5.7055011E+00   7.9465348E-01
   1.6707048E+00  -1.4630945E-02   5.7640228E+00   7.9676694E-01
   1.6730913E+00   1.0253802E-02   5.8150091E+00   7.9381365E-01
   1.6775041E+00   2.2997500E-03   5.9068570E+00   7.9423141E-01
   1.6800553E+00  -6.3902570E-04   5.9959545E+00   7.9069304E-01
   1.6841317E+00   1.1476433E-03   6.1219044E+00   7.9618144E-01
   1.6868497E+00   8.8800481E-03   6.1419864E+00   7.9433948E-01
   1.6907226E+00  -2.8736338E-03   6.2253065E+00   7.9617232E-01
   1.6940508E+00   1.5731588E-02   6.4996262E+00   7.9983544E-01
   1.6976043E+00  -1.0786254E-02   6.4121246E+00   8.0180478E-01
   1.7001202E+00   5.1348861E-03   6.3974671E+00   8.0622047E-01
   1.7041615E+00   2.5288602E-03   6.5277934E+00   8.0239654E-01
   1.7067702E+00  -3.0975209E-03   6.7161269E+00   8.0148578E-01
   1.7101324E+00   2.0719273E-02   6.7685285E+00   8.0434674E-01
   1.7138904E+00  -7.0477487E-03   6.8343801E+00   8.0104542E-01
   1.7165964E+00   1.3814735E-03   6.8601165E+00   8.0673516E-01
   1.7204428E+00   2.7226834E-03   6.9767346E+00   8.0303353E-01
   1.7236754E+00   1.8363438E-03   7.2303820E+00   8.1721610E-01
   1.7270210E+00   8.1112987E-04   7.0919952E+00   8.1260026E-01
   1.7302226E+00   1.7638903E-02   7.1791711E+00   8.1280196E-01
   1.7337080E+00   4.3592295E-03   7.3777747E+00   7.9970348E-01
   1.7371780E+00   2.0050295E-03   7.4408426E+00   7.9890263E-01
   1.7402627E+00   4.5216694E-03   7.4642520E+00   8.0150765E-01
   1.7437638E+00   4.3313182E-03   7.4945912E+00   8.0177206E-01
   1.7469617E+00  -2.0475797E-03   7.6121221E+00   8.0115515E-01
   1.7499665E+00   1.5486908E-02   7.7445593E+00   8.0147302E-01
   1.7540984E+00   2.6611187E-03   7.8184404E+00   8.0809796E-01
   1.7570541E+00   2.0301014E-03   7.8577218E+00   8.1630468E-01
   1.7608789E+00   1.7720911E-03   8.0039558E+00   8.1545168E-01
   1.7636584E+00   1.7704153E-02   8.0565748E+00   8.1942242E-01
   1.7672497E+00   9.0274233E-03   8.1074944E+00   8.1958282E-01
   1.7707175E+00   1.0356406E-02   8.1823988E+00   8.1988204E-01
   1.7740692E+00   1.1301570E-02   8.3578310E+00   8.1923062E-01
   1.7772866E+00  -1.5954863E-03   8.4112072E+00   8.1512064E-01
   1.7803985E+00  -6.3564098E-03   8.4389648E+00   8.0872798E-01
   1.7841986E+00   8.9323232E-03   8.5249977E+00   7.9537320E-01
   1.7872055E+00  -1.1941530E-02   8.6230869E+00   8.0432296E-01
   1.7908840E+00   1.2003049E-02   8.7160854E+00   8.0508929E-01
   1.7937750E+00   2.1597769E-02   8.8035774E+00   8.0474353E-01
   1.7976756E+00   4.6904092E-03   8.8639231E+00   8.1041652E-01
   1.8004967E+00   8.4830150E-03   8.9137936E+00   8.1296438E-01
   1.8035629E+00  -5.8248774E-03   8.9980087E+00   8.0774486E-01
   1.8076520E+00  -3.2708044E-03   9.0992489E+00   8.0696684E-01
   1.8107113E+00   1.0780426E-02   9.1541395E+00   8.1468832E-01
   1.8136423E+00   1.8073311E-02   9.2029667E+00   8.0201107E-01
   1.8173125E+00  -2.2091817E-03   9.3217077E+00   8.0195951E-01
   1.8210343E+00  -8.1874467E-03   9.4026890E+00   7.9578763E-01
   1.8236163E+00   2.8589085E-02   9.4802608E+00   7.8552389E-01
   1.8271872E+00   2.7617602E-02   9.4899244E+00   7.9641426E-01
   1.8309640E+00  -6.8573013E-04   9.5958061E+00   7.9143476E-01
   1.8338608E+00   2.1569269E-02   9.6575537E+00   7.8851748E-01
   1.8376820E+00   2.8035363E-02   9.7317057E+00   7.9025906E-01
   1.8410847E+00   1.7021682E-02   9.8275175E+00   7.8873682E-01
   1.8440540E+00   2.2136435E-02   9.8583288E+00   7.9147232E-01
   1.8469753E+00   1.1752106E-02   9.9230719E+00   7.9367703E-01
   1.8506533E+00   1.3452664E-02   1.0007909E+01   7.8907210E-01
   1.8541750E+00   1.7710801E-02   1.0059063E+01   7.8670657E-01
   1.8577309E+00   6.0283099E-03   1.0145992E+01   7.8224188E-01
   1.8607008E+00   8.8685174E-03   1.0200044E+01   7.7851397E-01
   1.8636714E+00   4.8096427E-03   1.0275373E+01   7.8327733E-01
   1.8669591E+00   1.9046953E-02   1.0314075E+01   7.8536749E-01
   1.8709064E+00   1.4567338E-02   1.0389626E+01   7.7515799E-01
   1.8736986E+00   1.5177671E-02   1.0451508E+01   7.7263409E-01
   1.8769155E+00   1.5629513E-02   1.0491587E+01   7.7485466E-01
   1.8804553E+00   1.4118845E-02   1.0523582E+01   7.7333891E-01
   1.8841946E+00   1.5478885E-02   1.0603961E+01   7.6968241E-01
   1.8872832E+00   2.6531730E-02   1.0647542E+01   7.6967883E-01
   1.8903725E+00   1.6685924E-02   1.0682745E+01   7.6728582E-01
   1.8937417E+00   1.9527325E-02   1.0773109E+01   7.6109064E-01
   1.8975545E+00   5.7143187E-03   1.0787308E+01   7.5807828E-01
   1.9008422E+00   1.8277952E-02   1.0845410E+01   7.5800133E-01
   1.9037012E+00   3.1744018E-02   1.0872654E+01   7.5612938E-01
   1.9075624E+00   1.1295527E-02   1.0904747E+01   7.4868411E-01
   1.9105209E+00   3.1511649E-02   1.0965282E+01   7.4999386E-01
   1.9142406E+00   4.2777065E-02   1.0996867E+01   7.4396354E-01
   1.9179304E+00   2.5368709E-02   1.1059064E+01   7.4238843E-01
   1.9209332E+00   5.4167572E-02   1.1070499E+01   7.4822193E-01
   1.9238961E+00   5.1509582E-02   1.1092300E+01   7.3890424E-01
   1.9277184E+00   1.7393250E-02   1.1154866E+01   7.4093270E-01
   1.9307541E+00   1.9800797E-02   1.1171615E+01   7.3700410E-01
   1.9338752E+00   2.2263790E-02   1.1190634E+01   7.3235959E-01
   1.9371718E+00   5.5831410E-02   1.1154191E+01   7.2927815E-01
   1.9407488E+00   3.4818146E-02   1.1211728E+01   7.2629678E-01
   1.9444767E+00   4.5087058E-02   1.1238140E+01   7.2719735E-01
   1.9476912E+00   5.4627903E-02   1.1291776E+01   7.2860521E-01
   1.9507524E+00   9.0167299E-03   1.1299191E+01   7.2156847E-01
   1.9541433E+00   6.9522433E-02   1.1211231E+01   7.1337372E-01
   1.9576356E+00   1.8334804E-02   1.1241993E+01   7.2455817E-01
   1.9610450E+00   2.9054150E-02   1.1331196E+01   7.2034895E-01
   1.9644016E+00   4.8897892E-02   1.1330933E+01   7.1994042E-01
   1.9677280E+00  -4.0059783E-03   1.1277686E+01   7.1368837E-01
   1.9710274E+00   5.0486926E-02   1.1303905E+01   7.0790857E-01
   1.9743160E+00   3.4628369E-02   1.1297400E+01   7.0815551E-01
   1.9775631E+00   4.3432504E-02   1.1303577E+01   7.0588863E-01
   1.9807560E+00   2.5585381E-02   1.1276278E+01   7.0472908E-01
   1.9846643E+00   3.6046326E-02   1.1277162E+01   7.0583761E-01
   1.9877632E+00   3.9966390E-02   1.1284537E+01   7.0087421E-01
   1.9908625E+00   2.4863232E-02   1.1272573E+01   7.0573604E-01
   1.9944980E+00   5.3006150E-02   1.1240644E+01   6.9086802E-01
   1.9977417E+00   2.6762342E-02   1.1202735E+01   6.9306868E-01
   2.0008645E+00   5.3218320E-02   1.1255175E+01   6.9895232E-01
   2.0040579E+00   6.9419928E-02   1.1231977E+01   6.9197243E-01
   2.0080781E+00   2.5554532E-02   1.1162821E+01   6.8624538E-01
   2.0113511E+00   5.3381301E-02   1.1260172E+01   6.8706250E-01
   2.0146670E+00   4.3844882E-02   1.1197017E+01   6.8071395E-01
   2.0179970E+00   3.1063389E-02   1.1045351E+01   6.7399448E-01
   2.0213063E+00   5.3292770E-02   1.0986113E+01   6.6449791E-01
   2.0245950E+00   6.7712948E-02   1.1007838E+01   6.7051381E-01
   2.0278559E+00   1.5686780E-02   1.1010715E+01   6.7085916E-01
   2.0311937E+00   7.1837902E-02   1.0905731E+01   6.6410726E-01
   2.0345428E+00   3.6644924E-02   1.0881454E+01   6.6185069E-01
   2.0378692E+00   3.1740136E-02   1.0825882E+01   6.4409614E-01
   2.0414779E+00   7.5362332E-02   1.0727640E+01   6.7440861E-01
   2.0441968E+00   3.5657585E-02   1.0716546E+01   6.3751328E-01
   2.0478191E+00   3.9320510E-02   1.0683867E+01   6.3661301E-01
   2.0514212E+00   1.5007721E-02   1.0601942E+01   6.4508808E-01
   2.0541122E+00   2.8405303E-02   1.0549459E+01   6.3705504E-01
   2.0581205E+00   2.0530162E-02   1.0519780E+01   6.2866974E-01
   2.0608175E+00   1.1332167E-02   1.0400740E+01   6.3004184E-01
   2.0644071E+00   1.8603200E-02   1.0402002E+01   6.3602418E-01
   2.0677075E+00   3.9660581E-04   1.0197826E+01   6.2078673E-01
   2.0713112E+00   3.6351368E-04   1.0170027E+01   6.2253541E-01
   2.0742130E+00   7.6098004E-03   1.0077242E+01   6.1534303E-01
   2.0776823E+00   4.6659056E-02   9.9553900E+00   6.0132760E-01
   2.0811763E+00  -1.3834179E-02   9.7402878E+00   6.0254216E-01
   2.0841432E+00  -3.9454594E-02   9.7991905E+00   6.0463017E-01
   2.0876098E+00   6.5370807E-03   9.6971760E+00   5.9260935E-01
   2.0911279E+00  -2.3698162E-03   9.5834837E+00   5.8824998E-01
   2.0946546E+00   7.8519760E-04   9.5403423E+00   5.8138549E-01
   2.0981905E+00  -2.4674354E-02   9.4515648E+00   5.8467478E-01
   2.1008494E+00  -1.0889571E-02   9.3416882E+00   5.7924324E-01
   2.1043513E+00  -2.5456894E-02   9.1997690E+00   5.7527453E-01
   2.1081433E+00  -3.2281063E-02   8.9954777E+00   5.6526613E-01
   2.1113307E+00   1.1256085E-02   9.0009727E+00   5.7391804E-01
   2.1148007E+00  -1.9303827E-02   8.9679565E+00   5.7273114E-01
   2.1181326E+00  -1.1183696E-03   8.1525021E+00   5.4695523E-01
   2.1214917E+00  -2.3140252E-02   8.6652241E+00   5.4856437E-01
   2.1248341E+00   1.8578006E-02   8.5693922E+00   5.4623264E-01
   2.1281583E+00  -2.3625836E-02   8.4708500E+00   5.4331076E-01
   2.1314712E+00  -9.1716843E-03   8.2150230E+00   5.4340744E-01
   2.1347761E+00  -3.5701782E-02   8.1341333E+00   5.4397273E-01
   2.1380761E+00  -3.6226291E-02   8.0095224E+00   5.3789258E-01
   2.1413774E+00  -1.7874207E-02   7.9270883E+00   5.3495979E-01
   2.1446855E+00  -2.5665466E-02   7.7523909E+00   5.3146768E-01
   2.1480045E+00  -2.6025776E-02   7.6392002E+00   5.2524894E-01
   2.1513405E+00  -3.3060614E-02   7.4805994E+00   5.2253741E-01
   2.1547065E+00  -8.2370676E-03   7.3817921E+00   5.0979269E-01
   2.1581068E+00  -2.0516085E-02   7.2680650E+00   5.0193399E-01
   2.1615503E+00  -3.1646840E-02   7.0609808E+00   4.9779168E-01
   2.1650429E+00  -1.7526554E-02   6.8868084E+00   4.9269149E-01
   2.1677015E+00  -3.2824744E-02   6.7981639E+00   4.9142709E-01
   2.1712968E+00  -2.4871398E-02   6.6679921E+00   4.8934609E-01
   2.1749356E+00  -3.3991240E-02   6.5304370E+00   4.8396417E-01
   2.1777127E+00  -1.3406659E-02   6.4096956E+00   4.8222342E-01
   2.1816916E+00  -3.7095058E-03   6.2169771E+00   4.7992721E-01
   2.1847034E+00  -3.3893947E-02   6.1035414E+00   4.7816998E-01
   2.1877477E+00  -2.1575883E-02   5.8746581E+00   4.6834692E-01
   2.1917512E+00  -6.4626411E-02   5.7227907E+00   4.6589306E-01
   2.1947956E+00   3.8343039E-03   5.5554819E+00   4.5620987E-01
   2.1978824E+00  -3.6497205E-02   5.4655437E+00   4.5344236E-01
   2.2014480E+00  -4.6569984E-02   5.2170167E+00   4.4026259E-01
   2.2046814E+00  -2.1919003E-02   5.0410495E+00   4.4476035E-01
   2.2079005E+00  -3.8512670E-02   5.0156636E+00   4.4555709E-01
   2.2114494E+00   2.8741697E-02   4.8215070E+00   4.4419226E-01
   2.2145591E+00  -2.1759145E-02   4.5837049E+00   4.3306738E-01
   2.2183392E+00  -1.8191107E-02   4.4934568E+00   4.3523005E-01
   2.2215466E+00   1.2555046E-03   4.3889046E+00   4.3304288E-01
   2.2247734E+00  -1.7850915E-02   4.1453424E+00   4.2730331E-01
   2.2280195E+00  -4.0329162E-02   3.7278488E+00   4.1601562E-01
   2.2312870E+00  -1.8441901E-02   3.8518417E+00   4.1665155E-01
   2.2345757E+00  -1.8252030E-02   3.8459330E+00   4.1109696E-01
   2.2378874E+00  -2.2630429E-02   3.7553749E+00   4.0810606E-01
   2.2420413E+00   5.1134271E-03   3.2560117E+00   4.0572202E-01
   2.2452984E+00  -3.9650455E-02   3.1977127E+00   4.0408593E-01
   2.2486944E+00  -2.4726832E-02   3.0910511E+00   4.0404743E-01
   2.2518058E+00  -2.4409490E-02   2.9812264E+00   4.0840912E-01
   2.2545705E+00  -4.4014331E-02   2.8021457E+00   3.9714193E-01
   2.2582641E+00  -1.0439632E-02   2.5548105E+00   3.9459085E-01
   2.2619176E+00  -1.1945425E-02   2.5090067E+00   3.9226326E-01
   2.2646308E+00   5.4351320E-03   2.3743148E+00   3.8869965E-01
   2.2682374E+00  -7.2059613E-03   2.1019249E+00   3.8941070E-01
   2.2718441E+00  -3.4423124E-02   1.9512795E+00   3.8670397E-01
   2.2746265E+00  -1.0979639E-02   1.9239013E+00   3.8625824E-01
   2.2783837E+00  -1.4932651E-02   1.7324079E+00   3.8559160E-01
   2.2819960E+00  -8.0987982E-02   1.5213811E+00   3.7991044E-01
   2.2849255E+00  -3.4484293E-03   1.3507293E+00   3.8421413E-01
   2.2880301E+00  -7.0495224E-03   1.2928720E+00   3.8677213E-01
   2.2918370E+00  -1.7907135E-02   1.1810256E+00   3.8508704E-01
   2.2946079E+00   2.7361780E-04   9.3269813E-01   3.8748574E-01
   2.2983656E+00  -4.8342466E-02   9.2822474E-01   3.9394873E-01
   2.3017287E+00  -7.5387299E-02   2.5723088E+00   3.6147475E-01
   2.3050323E+00   7.6534331E-02   3.8087794E-01   3.8410380E-01
   2.3081486E+00  -4.3891175E-03   4.2880344E-01   4.0009120E-01
   2.3117185E+00  -3.1900939E-02   2.6007092E-01   4.0612212E-01
   2.3151274E+00  -3.2564249E-02   1.3217367E-01   4.0369436E-01
   2.3185210E+00  -3.5401653E-02  -2.0820083E-02   4.0794504E-01
   2.3215334E+00  -3.9129443E-02  -8.4937952E-02   4.0440997E-01
   2.3246591E+00  -1.9090263E-02  -1.9173093E-01   4.1593930E-01
   2.3286536E+00  -7.6409072E-02  -3.0517581E-01   4.0964159E-01
   2.3321075E+00  -3.6774699E-02  -4.2416918E-01   4.2883322E-01
   2.3347023E+00  -4.0060509E-02  -5.9622329E-01   4.2807794E-01
   2.3384664E+00  -3.2381430E-02  -7.5786698E-01   4.3824753E-01
   2.3417604E+00  -3.6191083E-02  -8.1142944E-01   4.3498868E-01
   2.3455622E+00  -4.3510154E-02  -8.7131262E-01   4.3913215E-01
   2.3483009E+00   1.2473134E-02  -9.6819061E-01   4.4713458E-01
   2.3520226E+00  -7.6610930E-03  -1.1236458E+00   4.5434293E-01
   2.3554332E+00  -9.6767932E-02  -1.2770501E+00   4.5824796E-01
   2.3581905E+00  -2.9307412E-02  -1.3696113E+00   4.6122715E-01
   2.3617389E+00  -2.0218316E-02  -1.4447008E+00   4.6537676E-01
   2.3648937E+00  -1.2588633E-02  -1.5428660E+00   4.6903807E-01
   2.3686755E+00  -4.3117952E-02  -1.6593245E+00   4.7238433E-01
   2.3716371E+00  -3.0824153E-02  -1.7149787E+00   4.7540328E-01
