  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   18:04:42  03/14/2024 ttgt     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       4     1001      1.033E-02      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1087478E+00   2.4096332E-02  -5.6863012E+00   1.7546232E+00
   1.1121821E+00   2.7261160E-02  -5.6415329E+00   1.7540278E+00
   1.1156005E+00   2.6361676E-02  -5.6165895E+00   1.7534764E+00
   1.1190110E+00   3.2571051E-02  -5.5789127E+00   1.7532662E+00
   1.1224191E+00   2.8068332E-02  -5.4966564E+00   1.7530545E+00
   1.1258280E+00   1.9680880E-02  -5.4367080E+00   1.7525536E+00
   1.1292557E+00   2.1656239E-02  -5.3733788E+00   1.7521775E+00
   1.1327224E+00   2.0697551E-02  -5.3502402E+00   1.7520303E+00
   1.1355221E+00   2.2737740E-02  -5.3208570E+00   1.7519490E+00
   1.1390491E+00   3.1076409E-02  -5.2463632E+00   1.7517604E+00
   1.1426017E+00   3.0575369E-02  -5.1542459E+00   1.7513921E+00
   1.1455419E+00   3.1166604E-02  -5.1045232E+00   1.7511265E+00
   1.1493962E+00   2.3941481E-02  -5.0519814E+00   1.7511188E+00
   1.1525269E+00   2.3231585E-02  -5.0138803E+00   1.7510439E+00
   1.1556766E+00   2.5589533E-02  -4.9267330E+00   1.7507374E+00
   1.1588742E+00   2.6903642E-02  -4.8760037E+00   1.7506353E+00
   1.1629254E+00   3.6174845E-02  -4.7918782E+00   1.7504005E+00
   1.1662550E+00   2.8557101E-02  -4.7475514E+00   1.7504140E+00
   1.1695895E+00   3.0369528E-02  -4.6694093E+00   1.7504878E+00
   1.1721448E+00   4.0454447E-02  -4.6390696E+00   1.7503947E+00
   1.1756096E+00   3.6231842E-02  -4.5310082E+00   1.7502704E+00
   1.1790843E+00   3.6014140E-02  -4.4593120E+00   1.7503788E+00
   1.1825097E+00   3.6637388E-02  -4.3920922E+00   1.7506156E+00
   1.1858706E+00   3.8640510E-02  -4.3455009E+00   1.7507926E+00
   1.1891687E+00   3.7925053E-02  -4.2586398E+00   1.7509068E+00
   1.1923641E+00   3.7096802E-02  -4.1641350E+00   1.7508550E+00
   1.1962882E+00   3.7628088E-02  -4.0971508E+00   1.7508218E+00
   1.1993685E+00   3.9282080E-02  -4.0407228E+00   1.7508769E+00
   1.2023898E+00   3.9537273E-02  -3.9871917E+00   1.7509676E+00
   1.2061251E+00   3.6777999E-02  -3.8920004E+00   1.7509376E+00
   1.2091371E+00   3.9664116E-02  -3.7686205E+00   1.7507682E+00
   1.2130061E+00   3.2523252E-02  -3.7435887E+00   1.7506309E+00
   1.2161720E+00   4.1208882E-02  -3.6744483E+00   1.7506133E+00
   1.2193462E+00   4.2608358E-02  -3.5750964E+00   1.7506357E+00
   1.2225251E+00   4.0936720E-02  -3.4709363E+00   1.7505195E+00
   1.2257088E+00   4.2479895E-02  -3.4311352E+00   1.7503086E+00
   1.2297033E+00   4.0435404E-02  -3.3566852E+00   1.7502918E+00
   1.2329086E+00   4.0162783E-02  -3.2514756E+00   1.7504917E+00
   1.2361195E+00   3.9593179E-02  -3.1804581E+00   1.7505295E+00
   1.2393376E+00   3.8872890E-02  -3.1008656E+00   1.7503453E+00
   1.2425636E+00   3.7816182E-02  -3.0773077E+00   1.7502030E+00
   1.2457973E+00   4.0203422E-02  -2.9827974E+00   1.7502406E+00
   1.2490380E+00   3.8901202E-02  -2.9107642E+00   1.7503246E+00
   1.2530980E+00   3.7789192E-02  -2.8002970E+00   1.7503532E+00
   1.2563622E+00   3.7931301E-02  -2.7323854E+00   1.7503139E+00
   1.2595813E+00   3.3334557E-02  -2.6140924E+00   1.7501550E+00
   1.2627372E+00   3.5404362E-02  -2.6057398E+00   1.7500440E+00
   1.2659377E+00   3.4381993E-02  -2.5349672E+00   1.7500283E+00
   1.2691603E+00   3.3230666E-02  -2.4811163E+00   1.7500403E+00
   1.2723743E+00   3.5476260E-02  -2.3762078E+00   1.7501134E+00
   1.2763625E+00   3.1357516E-02  -2.2800767E+00   1.7502073E+00
   1.2795316E+00   2.9835323E-02  -2.2036815E+00   1.7501730E+00
   1.2826236E+00   3.0879693E-02  -2.1305797E+00   1.7502140E+00
   1.2862895E+00   3.1337805E-02  -2.1119437E+00   1.7502427E+00
   1.2892554E+00   2.6182408E-02  -2.0246725E+00   1.7503703E+00
   1.2930813E+00   2.5705084E-02  -1.9539659E+00   1.7505631E+00
   1.2961899E+00   2.7698044E-02  -1.8652432E+00   1.7506170E+00
   1.2991626E+00   2.3525806E-02  -1.8122824E+00   1.7510035E+00
   1.3031787E+00   2.3888463E-02  -1.7511640E+00   1.7511687E+00
   1.3065569E+00   2.5744453E-02  -1.6857654E+00   1.7511771E+00
   1.3099267E+00   2.5404576E-02  -1.6503328E+00   1.7514073E+00
   1.3124800E+00   2.3496972E-02  -1.5598855E+00   1.7520673E+00
   1.3158691E+00   2.3752993E-02  -1.4575568E+00   1.7524436E+00
   1.3192986E+00   2.1080412E-02  -1.4346004E+00   1.7524090E+00
   1.3226805E+00   2.0343551E-02  -1.4115134E+00   1.7524765E+00
   1.3260175E+00   1.8587124E-02  -1.2782650E+00   1.7532392E+00
   1.3293186E+00   1.9067442E-02  -1.2168702E+00   1.7537018E+00
   1.3325936E+00   1.5194254E-02  -1.1730957E+00   1.7539896E+00
   1.3358444E+00   1.3805475E-02  -1.1315756E+00   1.7543633E+00
   1.3398468E+00   1.2571234E-02  -1.0861802E+00   1.7548894E+00
   1.3429708E+00   1.6889626E-02  -9.3865657E-01   1.7557904E+00
   1.3460860E+00   1.3285448E-02  -9.0439457E-01   1.7560558E+00
   1.3499118E+00   1.3208790E-02  -8.8624257E-01   1.7562495E+00
   1.3529207E+00   1.4699472E-02  -8.0665845E-01   1.7567225E+00
   1.3559183E+00   1.5001955E-02  -6.8091875E-01   1.7577868E+00
   1.3597822E+00   1.1480838E-02  -6.4610481E-01   1.7583394E+00
   1.3630035E+00   1.5275971E-02  -6.6653073E-01   1.7585375E+00
   1.3663583E+00   1.1361681E-02  -5.7884908E-01   1.7589114E+00
   1.3697387E+00   1.3014907E-02  -5.5102062E-01   1.7593883E+00
   1.3728458E+00   1.6947500E-02  -4.0464869E-01   1.7605869E+00
   1.3760639E+00   1.6094852E-02  -3.1360522E-01   1.7612437E+00
   1.3793588E+00   1.9273384E-02  -3.4957358E-01   1.7612756E+00
   1.3826473E+00   1.5142847E-02  -3.0497554E-01   1.7615248E+00
   1.3867476E+00   1.9518392E-02  -1.7301646E-01   1.7627650E+00
   1.3899028E+00   1.7977133E-02  -1.3069634E-01   1.7633234E+00
   1.3931702E+00   1.6147623E-02  -4.8872784E-02   1.7636726E+00
   1.3963951E+00   1.3570192E-02  -3.1620707E-02   1.7639852E+00
   1.3996167E+00   3.6024104E-03   5.9759829E-02   1.7646911E+00
   1.4028339E+00   9.4261849E-03   1.2543286E-01   1.7652733E+00
   1.4060494E+00   1.9723281E-02   2.1779484E-01   1.7654777E+00
   1.4094943E+00   1.4137066E-02   2.0578258E-01   1.7655634E+00
   1.4129212E+00   8.9491904E-03   2.6109532E-01   1.7660198E+00
   1.4163393E+00   3.1085540E-02   4.5715511E-01   1.7672452E+00
   1.4195713E+00   1.2289533E-02   3.6850342E-01   1.7676331E+00
   1.4232534E+00  -1.8157756E-02   4.4891751E-01   1.7681255E+00
   1.4266722E+00   2.8512962E-02   6.6609150E-01   1.7678599E+00
   1.4295950E+00   4.1054084E-04   6.1559278E-01   1.7674994E+00
   1.4333253E+00   4.3491698E-03   7.8197205E-01   1.7689580E+00
   1.4367797E+00   1.5386623E-02   8.1632411E-01   1.7697901E+00
   1.4401898E+00   1.5084391E-02   8.1544840E-01   1.7702265E+00
   1.4427851E+00   1.1915125E-02   8.4309131E-01   1.7705303E+00
   1.4461190E+00   2.1493595E-02   1.0532025E+00   1.7712907E+00
   1.4496697E+00   1.2545955E-02   1.1201091E+00   1.7721671E+00
   1.4532363E+00   1.0586229E-02   1.2022452E+00   1.7726674E+00
   1.4567734E+00   1.8251373E-02   1.2485714E+00   1.7732059E+00
   1.4594138E+00   2.8989313E-02   1.3243171E+00   1.7738228E+00
   1.4629620E+00   1.3071090E-02   1.4407835E+00   1.7740188E+00
   1.4665266E+00   1.9554909E-02   1.5224278E+00   1.7745558E+00
   1.4697996E+00   1.2025497E-02   1.6279211E+00   1.7753551E+00
   1.4732836E+00  -9.5292050E-03   1.7089671E+00   1.7758026E+00
   1.4768369E+00   1.1500542E-02   1.8542520E+00   1.7764548E+00
   1.4795005E+00   4.2076282E-02   1.9291352E+00   1.7773125E+00
   1.4830526E+00   2.0579765E-02   1.9868298E+00   1.7778406E+00
   1.4866056E+00   2.1920571E-02   2.0461698E+00   1.7783021E+00
   1.4902030E+00   1.5643805E-02   2.1645715E+00   1.7801292E+00
   1.4929109E+00   1.2148917E-02   2.3268297E+00   1.7813160E+00
   1.4965272E+00   1.9093957E-02   2.3576250E+00   1.7815084E+00
   1.5001405E+00   1.9846000E-02   2.4279723E+00   1.7819719E+00
   1.5036285E+00   1.1500559E-02   2.5930035E+00   1.7836895E+00
   1.5062351E+00   7.7628484E-03   2.7366669E+00   1.7851070E+00
   1.5099232E+00   1.4683667E-02   2.8062656E+00   1.7863716E+00
   1.5135690E+00   2.8584788E-03   2.8809776E+00   1.7864865E+00
   1.5163064E+00   2.2426046E-02   2.9717414E+00   1.7867614E+00
   1.5199739E+00   2.2630305E-03   3.1328375E+00   1.7882446E+00
   1.5236489E+00   2.7598366E-03   3.2328494E+00   1.7892838E+00
   1.5264200E+00   2.5749583E-02   3.3232944E+00   1.7901616E+00
   1.5298394E+00   1.3992878E-02   3.4410999E+00   1.7906883E+00
   1.5334202E+00   1.7570220E-02   3.5827837E+00   1.7915686E+00
   1.5370135E+00   1.6388528E-02   3.7461622E+00   1.7934173E+00
   1.5397928E+00   2.5843984E-02   3.7970824E+00   1.7938985E+00
   1.5434936E+00   4.4703279E-02   3.8844287E+00   1.7948450E+00
   1.5470999E+00  -2.3523994E-02   4.0113077E+00   1.7965767E+00
   1.5498143E+00   1.3613920E-02   4.1528544E+00   1.7971725E+00
   1.5534405E+00   1.1986739E-02   4.2562747E+00   1.7979987E+00
   1.5570701E+00   6.9411822E-02   4.3915448E+00   1.8000910E+00
   1.5598258E+00  -2.0744706E-02   4.5190740E+00   1.8004762E+00
   1.5635465E+00  -3.9201025E-03   4.6026130E+00   1.8007822E+00
   1.5663399E+00   1.0901506E-02   4.7529559E+00   1.8023473E+00
   1.5698842E+00  -4.6609988E-05   4.8438721E+00   1.8032124E+00
   1.5733833E+00   3.8852862E-03   5.0308075E+00   1.8041108E+00
   1.5771289E+00  -2.0217502E-02   5.1195860E+00   1.8050541E+00
   1.5799119E+00   2.0931216E-03   5.2022343E+00   1.8053052E+00
   1.5835880E+00   2.2617285E-03   5.3467150E+00   1.8061945E+00
   1.5872231E+00  -9.7016729E-03   5.4915342E+00   1.8074437E+00
   1.5899246E+00   6.9085956E-03   5.5715718E+00   1.8081380E+00
   1.5934974E+00   7.9388625E-04   5.7493453E+00   1.8101343E+00
   1.5970385E+00   8.4817009E-03   5.8126478E+00   1.8106843E+00
   1.6005582E+00  -7.4382005E-03   5.9137187E+00   1.8105826E+00
   1.6031559E+00  -1.2509625E-03   6.0257387E+00   1.8111722E+00
   1.6066767E+00  -5.4384838E-03   6.2032919E+00   1.8134016E+00
   1.6102471E+00  -1.0462261E-03   6.2652473E+00   1.8141972E+00
   1.6130930E+00  -1.8823802E-02   6.4129877E+00   1.8147823E+00
   1.6167320E+00   2.1808320E-03   6.4998312E+00   1.8160987E+00
   1.6205589E+00  -2.6254132E-03   6.6282849E+00   1.8166265E+00
   1.6235287E+00   1.7711654E-03   6.7339978E+00   1.8172187E+00
   1.6264637E+00   1.1838001E-03   6.8340950E+00   1.8182385E+00
   1.6303691E+00   3.6163360E-03   6.9721875E+00   1.8196125E+00
   1.6333178E+00  -6.6536474E-03   7.0486083E+00   1.8205132E+00
   1.6369739E+00   4.9434841E-04   7.1356349E+00   1.8213687E+00
   1.6399164E+00  -3.3145926E-03   7.3128748E+00   1.8221965E+00
   1.6438895E+00  -9.0586182E-05   7.3378582E+00   1.8232893E+00
   1.6468381E+00  -1.7345972E-02   7.4727898E+00   1.8239658E+00
   1.6507511E+00  -3.7498649E-03   7.5347352E+00   1.8250431E+00
   1.6536517E+00   1.4818022E-02   7.6529303E+00   1.8270587E+00
   1.6573915E+00   7.8957239E-03   7.7991796E+00   1.8284651E+00
   1.6603327E+00  -1.3078728E-03   7.8219142E+00   1.8286335E+00
   1.6632674E+00  -7.5644311E-03   7.8621702E+00   1.8289622E+00
   1.6671146E+00  -1.1599441E-02   7.9768872E+00   1.8301977E+00
   1.6699632E+00   5.8368999E-03   8.1120548E+00   1.8323989E+00
   1.6735984E+00   1.9099010E-03   8.2127552E+00   1.8341179E+00
   1.6773635E+00  -5.9771058E-03   8.2575350E+00   1.8351417E+00
   1.6801946E+00  -4.9919421E-03   8.3005047E+00   1.8353610E+00
   1.6839340E+00   9.7625740E-03   8.4318371E+00   1.8371003E+00
   1.6867065E+00  -1.2153266E-03   8.4898157E+00   1.8380830E+00
   1.6903521E+00  -8.8028330E-03   8.6063395E+00   1.8402346E+00
   1.6939369E+00   4.9910368E-03   8.6221228E+00   1.8407863E+00
   1.6965930E+00  -8.0210925E-04   8.6750412E+00   1.8408433E+00
   1.7000990E+00  -4.7033108E-03   8.7720728E+00   1.8423469E+00
   1.7035718E+00  -1.4350563E-02   8.8297739E+00   1.8445632E+00
   1.7070179E+00  -2.7213430E-03   8.8912458E+00   1.8458785E+00
   1.7104422E+00  -8.1606349E-03   8.8974733E+00   1.8467869E+00
   1.7138487E+00  -1.2035689E-02   8.9802427E+00   1.8474627E+00
   1.7172407E+00  -1.1277814E-02   9.0421801E+00   1.8487605E+00
   1.7206209E+00  -6.9688917E-03   9.0854406E+00   1.8501821E+00
   1.7239913E+00   2.0253460E-03   9.2066498E+00   1.8521599E+00
   1.7273537E+00  -1.0588744E-02   9.2021456E+00   1.8539343E+00
   1.7307094E+00   2.3237045E-03   9.2780914E+00   1.8545388E+00
   1.7340597E+00  -9.8915407E-03   9.3267555E+00   1.8555412E+00
   1.7374054E+00  -3.7663672E-03   9.3824739E+00   1.8566232E+00
   1.7407475E+00  -1.0100593E-02   9.3858910E+00   1.8578120E+00
   1.7440746E+00   1.7792515E-03   9.4875650E+00   1.8588773E+00
   1.7473836E+00  -6.2202034E-03   9.5651617E+00   1.8613909E+00
   1.7506788E+00  -2.8650023E-03   9.5567198E+00   1.8617131E+00
   1.7539282E+00  -5.3165900E-04   9.5868559E+00   1.8610018E+00
   1.7571262E+00  -2.4742654E-03   9.6262703E+00   1.8620057E+00
   1.7602866E+00  -7.9302192E-03   9.7343998E+00   1.8632249E+00
   1.7641797E+00  -1.4180591E-02   9.7674503E+00   1.8665950E+00
   1.7672396E+00   5.0073690E-03   9.8094883E+00   1.8659770E+00
   1.7703804E+00  -1.1612589E-02   9.7359266E+00   1.8652399E+00
   1.7737656E+00  -5.0280121E-04   9.8706436E+00   1.8669884E+00
   1.7771510E+00  -3.6335154E-03   9.9535799E+00   1.8693435E+00
   1.7805363E+00  -5.7091066E-03   9.9653339E+00   1.8706254E+00
   1.7839216E+00  -1.9644864E-02   9.9720097E+00   1.8715929E+00
   1.7873069E+00  -6.3453419E-03   1.0043257E+01   1.8723915E+00
   1.7906923E+00  -4.8705614E-03   1.0100599E+01   1.8729770E+00
   1.7940605E+00  -6.9638081E-03   1.0104986E+01   1.8742977E+00
   1.7974459E+00  -1.8571759E-02   1.0164334E+01   1.8751669E+00
   1.8008037E+00  -8.3406623E-03   1.0230066E+01   1.8758683E+00
   1.8041890E+00  -4.9993335E-03   1.0246384E+01   1.8768154E+00
   1.8075743E+00  -6.8985079E-03   1.0335150E+01   1.8792492E+00
   1.8109597E+00  -1.5499008E-02   1.0344051E+01   1.8799732E+00
   1.8135411E+00  -9.5465453E-03   1.0365807E+01   1.8791968E+00
   1.8175617E+00  -6.3811652E-03   1.0404724E+01   1.8790196E+00
   1.8207990E+00  -8.7550720E-03   1.0448236E+01   1.8805649E+00
   1.8240359E+00  -1.1270748E-02   1.0489944E+01   1.8821523E+00
   1.8272727E+00  -5.6725196E-03   1.0544520E+01   1.8836048E+00
   1.8305093E+00  -1.0048845E-02   1.0573234E+01   1.8851693E+00
   1.8337458E+00  -5.2806130E-03   1.0608416E+01   1.8857903E+00
   1.8369823E+00  -1.1697201E-02   1.0654724E+01   1.8861166E+00
   1.8402187E+00  -1.8261198E-02   1.0679536E+01   1.8871140E+00
   1.8445339E+00  -9.5800217E-03   1.0746195E+01   1.8891047E+00
   1.8477702E+00  -9.3102502E-03   1.0788639E+01   1.8901485E+00
   1.8503705E+00  -9.0452256E-03   1.0791884E+01   1.8914355E+00
   1.8538899E+00  -1.0402604E-02   1.0858706E+01   1.8936141E+00
   1.8572037E+00  -5.7153851E-03   1.0873880E+01   1.8939939E+00
   1.8612316E+00  -1.0044718E-02   1.0912010E+01   1.8936033E+00
   1.8645850E+00  -1.2125054E-02   1.0952391E+01   1.8945245E+00
   1.8670857E+00  -1.3104487E-02   1.0997010E+01   1.8953429E+00
   1.8712065E+00  -1.0979221E-02   1.0978338E+01   1.8980024E+00
   1.8739685E+00  -1.1116251E-02   1.1035585E+01   1.8986404E+00
   1.8779863E+00  -1.3723960E-02   1.1065496E+01   1.8990419E+00
   1.8803997E+00  -8.0721928E-03   1.1151161E+01   1.8997483E+00
   1.8838602E+00  -1.2705006E-02   1.1140612E+01   1.9013898E+00
   1.8874803E+00  -1.2824953E-02   1.1178325E+01   1.9028527E+00
   1.8911103E+00  -1.0883191E-02   1.1193534E+01   1.9036785E+00
   1.8937166E+00  -1.0959418E-02   1.1214945E+01   1.9040968E+00
   1.8975857E+00  -1.3301069E-02   1.1259824E+01   1.9048648E+00
   1.9008193E+00  -1.0912340E-02   1.1283161E+01   1.9063524E+00
   1.9045626E+00  -9.1399988E-03   1.1269703E+01   1.9077803E+00
   1.9078667E+00  -9.7860191E-03   1.1340407E+01   1.9085342E+00
   1.9111379E+00  -8.0296714E-03   1.1352628E+01   1.9094218E+00
   1.9144385E+00  -9.0359841E-03   1.1375419E+01   1.9106258E+00
   1.9177476E+00  -9.8339552E-03   1.1382542E+01   1.9112635E+00
   1.9206324E+00  -9.0137301E-03   1.1386125E+01   1.9119579E+00
   1.9237444E+00  -9.2008915E-03   1.1395995E+01   1.9126785E+00
   1.9272616E+00  -4.6594311E-03   1.1410043E+01   1.9130696E+00
   1.9313331E+00  -7.6439134E-03   1.1425138E+01   1.9133570E+00
   1.9339199E+00  -4.9989275E-03   1.1463030E+01   1.9142915E+00
   1.9375335E+00  -6.3508279E-03   1.1440664E+01   1.9154111E+00
   1.9402539E+00  -7.5324113E-03   1.1382776E+01   1.9157104E+00
   1.9439209E+00  -4.6320725E-03   1.1465627E+01   1.9162215E+00
   1.9481659E+00  -4.8187515E-03   1.1410448E+01   1.9167340E+00
   1.9513156E+00  -3.3927520E-03   1.1392517E+01   1.9169667E+00
   1.9541810E+00  -2.6216956E-03   1.1428490E+01   1.9185231E+00
   1.9576637E+00  -3.1427552E-03   1.1466313E+01   1.9159758E+00
   1.9607600E+00  -6.2928949E-03   1.1441278E+01   1.9155132E+00
   1.9643445E+00  -2.4599535E-03   1.1307182E+01   1.9183480E+00
   1.9670427E+00  -1.3187296E-03   1.1279492E+01   1.9194510E+00
   1.9713070E+00   9.9785707E-04   1.1282979E+01   1.9212240E+00
   1.9741493E+00  -1.6094767E-03   1.1257704E+01   1.9220637E+00
   1.9782692E+00   9.6902277E-06   1.1251062E+01   1.9231317E+00
   1.9809337E+00  -9.2315301E-04   1.1195683E+01   1.9235004E+00
   1.9848607E+00   1.7030240E-04   1.1155795E+01   1.9235315E+00
   1.9881246E+00   3.0710227E-03   1.1136076E+01   1.9236298E+00
   1.9905816E+00   9.1917347E-04   1.1007098E+01   1.9236864E+00
   1.9942838E+00   3.6882702E-03   1.0975710E+01   1.9238528E+00
   1.9978660E+00   3.3358061E-03   1.0920521E+01   1.9239476E+00
   2.0013673E+00   1.0888141E-03   1.0827638E+01   1.9245460E+00
   2.0048118E+00   3.2782936E-03   1.0784332E+01   1.9246918E+00
   2.0082462E+00   4.1548354E-03   1.0699769E+01   1.9247060E+00
   2.0104971E+00   3.3892326E-03   1.0626621E+01   1.9248893E+00
   2.0148242E+00   3.8730861E-03   1.0524061E+01   1.9251295E+00
   2.0179818E+00   3.2363713E-03   1.0451088E+01   1.9254562E+00
   2.0210714E+00   5.0373790E-03   1.0288054E+01   1.9266015E+00
   2.0241320E+00   4.9400413E-03   1.0229152E+01   1.9272404E+00
   2.0281818E+00   5.7166275E-03   1.0163666E+01   1.9276266E+00
   2.0312061E+00   2.9514264E-03   1.0046909E+01   1.9282144E+00
   2.0341749E+00   3.6121851E-03   9.8880930E+00   1.9293723E+00
   2.0380330E+00   5.2830200E-03   9.7538004E+00   1.9300795E+00
   2.0408535E+00   6.0342979E-03   9.6770630E+00   1.9303638E+00
   2.0445595E+00   5.2957265E-03   9.5565195E+00   1.9305316E+00
   2.0473289E+00   5.6945737E-03   9.4558058E+00   1.9305942E+00
   2.0510159E+00   6.8933424E-03   9.2546425E+00   1.9308186E+00
   2.0546954E+00   9.0785101E-03   9.1534061E+00   1.9308597E+00
   2.0574510E+00   8.1068939E-03   9.0554399E+00   1.9308174E+00
   2.0611231E+00   1.6359005E-03   8.8543205E+00   1.9307681E+00
   2.0647922E+00   5.8214683E-03   8.6643314E+00   1.9308964E+00
   2.0674746E+00   6.8831677E-03   8.5788975E+00   1.9309452E+00
   2.0709779E+00   1.0905546E-02   8.4171715E+00   1.9310815E+00
   2.0744126E+00   7.4023511E-03   8.2376518E+00   1.9314162E+00
   2.0777860E+00   7.9814196E-03   8.1242580E+00   1.9316232E+00
   2.0811274E+00   7.5790854E-03   7.9222999E+00   1.9319361E+00
   2.0844579E+00   9.6400874E-03   7.7466478E+00   1.9323487E+00
   2.0877776E+00   7.1205199E-03   7.5325441E+00   1.9329802E+00
   2.0910833E+00   8.4211491E-03   7.4360418E+00   1.9332117E+00
   2.0943780E+00   7.5980634E-03   7.2976656E+00   1.9332954E+00
   2.0976646E+00   5.4109348E-03   7.0931697E+00   1.9332323E+00
   2.1009426E+00   6.5189172E-03   6.8583851E+00   1.9330654E+00
   2.1042092E+00   6.6304212E-03   6.6742396E+00   1.9328206E+00
   2.1082697E+00   5.6246067E-03   6.4819469E+00   1.9323599E+00
   2.1114969E+00   5.9524956E-03   6.3296361E+00   1.9319260E+00
   2.1147051E+00   4.1139517E-03   6.1378274E+00   1.9314874E+00
   2.1182115E+00   2.3459971E-03   5.9006753E+00   1.9308983E+00
   2.1212118E+00   3.8889556E-03   5.6981173E+00   1.9304624E+00
   2.1243601E+00   1.0069276E-03   5.6089988E+00   1.9301614E+00
   2.1282666E+00   3.2096533E-03   5.3107905E+00   1.9297003E+00
   2.1313689E+00   1.8111006E-03   5.0806470E+00   1.9296210E+00
   2.1344509E+00  -2.1179018E-03   4.9653444E+00   1.9297564E+00
   2.1382773E+00   3.0977009E-03   4.7798009E+00   1.9298451E+00
   2.1413209E+00   6.5241422E-04   4.5984473E+00   1.9297222E+00
   2.1443536E+00   1.9784421E-03   4.4077387E+00   1.9295415E+00
   2.1481421E+00  -1.4054024E-04   4.1800923E+00   1.9292394E+00
   2.1511905E+00  -6.4883786E-03   3.9435015E+00   1.9287190E+00
   2.1550858E+00  -2.9251326E-03   3.7095263E+00   1.9281238E+00
   2.1583800E+00  -2.0445781E-03   3.5672765E+00   1.9276590E+00
   2.1616621E+00  -6.3106371E-03   3.4040661E+00   1.9270891E+00
   2.1649418E+00  -7.2563863E-03   3.1882124E+00   1.9264979E+00
   2.1682069E+00  -1.8943027E-02   2.9964190E+00   1.9259095E+00
   2.1714373E+00  -1.5083187E-02   2.7531593E+00   1.9250447E+00
   2.1746027E+00  -1.5072424E-02   2.6198108E+00   1.9244990E+00
   2.1777415E+00  -1.0895388E-02   2.4585080E+00   1.9239736E+00
   2.1817248E+00   5.1787766E-03   2.1890590E+00   1.9232687E+00
   2.1849701E+00  -2.8146010E-02   2.0208223E+00   1.9228928E+00
   2.1882451E+00  -1.5186892E-02   1.8162777E+00   1.9225851E+00
   2.1915305E+00  -2.5835706E-02   1.6450890E+00   1.9224129E+00
   2.1948090E+00   9.2673153E-03   1.3445607E+00   1.9219016E+00
   2.1980288E+00  -1.5739003E-02   1.2376046E+00   1.9216391E+00
   2.2012169E+00  -4.5601567E-03   1.0479187E+00   1.9216172E+00
   2.2044685E+00  -1.4575370E-02   9.3289644E-01   1.9212897E+00
   2.2077394E+00  -1.8601349E-02   7.7230489E-01   1.9208717E+00
   2.2118492E+00  -3.6285240E-02   5.2127373E-01   1.9203565E+00
   2.2150915E+00  -3.3669816E-03   1.2447771E-01   1.9185543E+00
   2.2182992E+00  -1.8613200E-03   7.7011585E-02   1.9180729E+00
   2.2214818E+00  -3.3080395E-02   3.2035567E-02   1.9183012E+00
   2.2247307E+00  -3.4990836E-02  -1.4101198E-01   1.9176407E+00
   2.2280273E+00  -2.1671405E-02  -3.6832413E-01   1.9165765E+00
   2.2312436E+00  -2.8098049E-02  -5.3807294E-01   1.9154445E+00
   2.2352364E+00  -7.0758676E-03  -7.1370965E-01   1.9148551E+00
   2.2384272E+00  -3.1239398E-02  -8.2127059E-01   1.9146144E+00
   2.2417231E+00  -1.9882070E-02  -9.9976462E-01   1.9140258E+00
   2.2450979E+00  -1.6356183E-02  -1.2727897E+00   1.9125117E+00
   2.2484086E+00  -5.6247236E-03  -1.3920617E+00   1.9118775E+00
   2.2516394E+00  -1.9287459E-03  -1.5158166E+00   1.9123302E+00
   2.2548101E+00  -2.5608877E-02  -1.7035877E+00   1.9120331E+00
   2.2580950E+00  -2.9326865E-02  -1.8960418E+00   1.9110748E+00
   2.2615089E+00  -3.3510100E-02  -1.9917198E+00   1.9106734E+00
   2.2649362E+00   1.0958553E-03  -2.1411877E+00   1.9094124E+00
   2.2683301E+00   2.0135343E-03  -2.3039665E+00   1.9087108E+00
   2.2718229E+00  -4.9190670E-03  -2.4153330E+00   1.9074699E+00
   2.2745676E+00  -5.2650016E-02  -2.6972148E+00   1.9062145E+00
   2.2783065E+00   7.2387727E-03  -2.6779187E+00   1.9050945E+00
   2.2813256E+00  -2.9292945E-02  -3.0180438E+00   1.9038155E+00
   2.2848835E+00  -2.8372731E-02  -2.9380300E+00   1.9026673E+00
   2.2885792E+00  -9.1362521E-03  -3.2538950E+00   1.9015827E+00
   2.2918103E+00  -4.1890278E-02  -3.2665620E+00   1.9000659E+00
   2.2948241E+00  -2.0041129E-02  -3.5218058E+00   1.8990982E+00
   2.2984822E+00  -6.9450350E-03  -3.7193124E+00   1.8987410E+00
   2.3014259E+00  -5.0856430E-02  -3.7163374E+00   1.8983365E+00
   2.3051434E+00  -7.7482201E-02  -3.7746830E+00   1.8965328E+00
   2.3079393E+00  -5.7478894E-02  -4.0355506E+00   1.8954084E+00
   2.3115382E+00   5.2927155E-02  -4.3231077E+00   1.8946958E+00
   2.3153460E+00  -3.4926578E-02  -4.2746196E+00   1.8938116E+00
   2.3182154E+00   5.6585055E-02  -4.3628435E+00   1.8926191E+00
   2.3220267E+00  -1.4700879E-01  -4.6242175E+00   1.8896540E+00
   2.3249776E+00  -3.6037095E-02  -4.9888854E+00   1.8891367E+00
   2.3283195E+00  -4.8183717E-02  -4.9415331E+00   1.8876411E+00
