  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   18:04:42  03/14/2024 ttgt     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       4     1001      1.033E-02      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3315108E+00  -6.7951500E-02  -5.1283302E+00   1.8865753E+00
   2.3346877E+00  -1.3208631E-01  -4.9673533E+00   1.8847861E+00
   2.3385043E+00   5.4692574E-02  -5.4428272E+00   1.8831810E+00
   2.3421943E+00  -5.2428480E-02  -5.3980861E+00   1.8828260E+00
   2.3450527E+00  -6.0299490E-02  -5.5570498E+00   1.8824277E+00
   2.3480885E+00  -4.1771773E-03  -5.7318978E+00   1.8814979E+00
   2.3518214E+00  -4.2402517E-02  -5.8502011E+00   1.8796647E+00
   2.3548357E+00   7.5635016E-03  -5.9377122E+00   1.8774462E+00
   2.3582194E+00  -4.0354807E-02  -6.1122408E+00   1.8769759E+00
   2.3617005E+00  -6.8900526E-02  -6.0635300E+00   1.8763909E+00
   2.3651850E+00  -4.6883103E-02  -6.2410202E+00   1.8734934E+00
   2.3685672E+00  -2.3636105E-02  -6.5061021E+00   1.8729219E+00
   2.3719344E+00  -4.6616510E-02  -6.5520353E+00   1.8714516E+00
   2.3748846E+00  -9.7744361E-02  -6.6054649E+00   1.8689795E+00
   2.3787501E+00   7.4323505E-02  -7.0666618E+00   1.8684196E+00
   2.3819149E+00  -1.0268013E-03  -6.9347048E+00   1.8687748E+00
   2.3856280E+00  -6.4997211E-02  -7.0887437E+00   1.8669167E+00
   2.3884764E+00  -1.8966174E-02  -7.2391405E+00   1.8651129E+00
   2.3922231E+00  -5.9946727E-02  -7.3183427E+00   1.8639050E+00
   2.3950782E+00  -1.9534230E-02  -7.4249206E+00   1.8628265E+00
   2.3985550E+00  -3.8461592E-02  -7.4329610E+00   1.8616019E+00
   2.4018240E+00  -8.9773238E-02  -7.6956830E+00   1.8602164E+00
   2.4054000E+00  -1.0652576E-01  -7.6647859E+00   1.8591902E+00
   2.4081361E+00  -4.3349184E-02  -7.6936092E+00   1.8582996E+00
   2.4119186E+00  -7.6780315E-03  -8.2720270E+00   1.8557457E+00
   2.4155638E+00  -6.6836432E-02  -8.0756502E+00   1.8556013E+00
   2.4184175E+00  -1.4729504E-02  -8.1593523E+00   1.8549807E+00
   2.4219933E+00  -1.0682690E-01  -8.1585732E+00   1.8521703E+00
   2.4257400E+00  -6.7615651E-02  -8.4546328E+00   1.8504387E+00
   2.4285166E+00   3.8992651E-02  -8.5299959E+00   1.8495206E+00
   2.4321251E+00  -8.9488260E-02  -8.4797068E+00   1.8484790E+00
   2.4349487E+00   1.8767193E-02  -8.7010775E+00   1.8480546E+00
   2.4385388E+00  -4.5029812E-02  -8.6504717E+00   1.8465484E+00
   2.4422872E+00   7.9328798E-05  -8.8738642E+00   1.8442103E+00
   2.4450877E+00   2.0744223E-02  -8.9212742E+00   1.8427968E+00
   2.4487138E+00  -2.3822604E-02  -8.9393692E+00   1.8419157E+00
   2.4515417E+00  -8.6165339E-02  -9.0939941E+00   1.8409177E+00
   2.4551845E+00  -3.5814080E-02  -9.1355762E+00   1.8392267E+00
   2.4588292E+00   2.0207062E-02  -9.1767445E+00   1.8378787E+00
   2.4622154E+00  -1.1258584E-01  -9.2460175E+00   1.8357421E+00
   2.4656100E+00  -5.6166253E-03  -9.3047924E+00   1.8342328E+00
   2.4683089E+00   3.4799583E-02  -9.4299793E+00   1.8331316E+00
   2.4719114E+00   1.2173239E-02  -9.4431820E+00   1.8319135E+00
   2.4753356E+00  -1.9068249E-02  -9.4820862E+00   1.8300780E+00
   2.4788418E+00  -4.3171845E-02  -9.5745821E+00   1.8277761E+00
   2.4823055E+00  -1.8786862E-02  -9.6050434E+00   1.8265021E+00
   2.4855847E+00  -1.8286522E-02  -9.5935307E+00   1.8259931E+00
   2.4890742E+00   3.4028310E-02  -9.7271414E+00   1.8242499E+00
   2.4916794E+00  -2.2588640E-03  -9.7046556E+00   1.8214818E+00
   2.4957504E+00   2.0326869E-04  -9.7242994E+00   1.8202465E+00
   2.4991674E+00  -4.4420226E-03  -9.7576361E+00   1.8194183E+00
   2.5017512E+00  -3.6107502E-03  -9.7532234E+00   1.8179855E+00
   2.5057921E+00  -2.0790286E-02  -9.7739992E+00   1.8167906E+00
   2.5090771E+00   2.0475686E-02  -9.7691965E+00   1.8149452E+00
   2.5123727E+00  -2.3397814E-02  -9.8226566E+00   1.8134100E+00
   2.5156591E+00  -3.9298695E-02  -9.8257065E+00   1.8122575E+00
   2.5190787E+00  -1.9789847E-02  -9.7943001E+00   1.8105757E+00
   2.5224741E+00   5.3538635E-02  -9.8450241E+00   1.8096298E+00
   2.5259099E+00  -2.4445173E-03  -9.8409786E+00   1.8072863E+00
   2.5291836E+00  -2.9888600E-02  -9.8165617E+00   1.8063474E+00
   2.5323966E+00  -3.1060962E-02  -9.7359371E+00   1.8046830E+00
   2.5358405E+00   1.0405841E-02  -9.8102503E+00   1.8040117E+00
   2.5391507E+00  -5.0637880E-03  -9.7742043E+00   1.8036433E+00
   2.5423055E+00  -1.2426056E-02  -9.6874933E+00   1.8014672E+00
   2.5455844E+00  -7.5574876E-03  -9.6621656E+00   1.7988006E+00
   2.5490372E+00  -6.7881150E-03  -9.6998758E+00   1.7985710E+00
   2.5524366E+00   1.4568934E-02  -9.6022301E+00   1.7982646E+00
   2.5557103E+00  -2.6680944E-02  -9.5254793E+00   1.7962981E+00
   2.5589743E+00   5.3906492E-03  -9.5412865E+00   1.7950585E+00
   2.5623436E+00   2.5163038E-02  -9.4774294E+00   1.7935947E+00
   2.5659506E+00   4.0262351E-03  -9.4965916E+00   1.7924045E+00
   2.5685489E+00  -8.5266065E-03  -9.4741488E+00   1.7915863E+00
   2.5718720E+00  -1.9417377E-02  -9.3303890E+00   1.7901483E+00
   2.5752623E+00  -1.6362863E-02  -9.2495756E+00   1.7891707E+00
   2.5788078E+00   3.9321627E-03  -9.3467522E+00   1.7885584E+00
   2.5822847E+00   5.0632795E-03  -9.1803637E+00   1.7871825E+00
   2.5856185E+00   5.8746417E-03  -9.0329075E+00   1.7850143E+00
   2.5889752E+00  -8.0178557E-03  -9.0448341E+00   1.7837542E+00
   2.5923848E+00  -5.8758515E-03  -8.9465189E+00   1.7835257E+00
   2.5957470E+00  -1.4603727E-02  -8.8952065E+00   1.7831903E+00
   2.5991631E+00  -5.8328528E-03  -8.7920170E+00   1.7814432E+00
   2.6026175E+00  -8.8006835E-03  -8.7425976E+00   1.7808720E+00
   2.6060388E+00  -3.0521618E-03  -8.5810261E+00   1.7791137E+00
   2.6086059E+00  -3.6504329E-03  -8.5625820E+00   1.7783033E+00
   2.6119883E+00  -1.9165414E-04  -8.5049639E+00   1.7776557E+00
   2.6153569E+00  -6.9232313E-03  -8.3557930E+00   1.7768425E+00
   2.6187129E+00  -2.1367676E-03  -8.2723579E+00   1.7750520E+00
   2.6220632E+00  -2.1642097E-03  -8.2287798E+00   1.7740316E+00
   2.6254127E+00  -4.4860980E-03  -8.1719580E+00   1.7730647E+00
   2.6287656E+00   4.9554128E-02  -7.9889851E+00   1.7719201E+00
   2.6321239E+00   5.1315171E-03  -7.9679260E+00   1.7711259E+00
   2.6354885E+00  -2.3030672E-02  -7.8455968E+00   1.7695661E+00
   2.6388590E+00   5.6969050E-02  -7.7607989E+00   1.7683960E+00
   2.6421652E+00  -2.1871788E-02  -7.6433859E+00   1.7677741E+00
   2.6454349E+00  -7.8762276E-03  -7.5271988E+00   1.7669450E+00
   2.6487715E+00  -8.7179430E-03  -7.5187182E+00   1.7659466E+00
   2.6526794E+00  -7.9613375E-03  -7.3013334E+00   1.7639860E+00
   2.6558552E+00  -2.5142413E-03  -7.1666179E+00   1.7625881E+00
   2.6590626E+00  -2.7260957E-03  -7.1424766E+00   1.7615751E+00
   2.6622648E+00   6.9407152E-04  -7.0538898E+00   1.7615371E+00
   2.6657372E+00  -6.0569649E-03  -6.9518113E+00   1.7615008E+00
   2.6692233E+00   6.7894108E-04  -6.8165455E+00   1.7598723E+00
   2.6726868E+00   2.3474502E-03  -6.7332840E+00   1.7583553E+00
   2.6760695E+00  -9.3926437E-04  -6.6498880E+00   1.7569997E+00
   2.6794434E+00   2.5584768E-03  -6.5366979E+00   1.7562852E+00
   2.6828310E+00   6.4847100E-04  -6.4011507E+00   1.7559383E+00
   2.6861584E+00   4.6937686E-04  -6.3435335E+00   1.7551413E+00
   2.6894813E+00  -6.4417887E-05  -6.2750010E+00   1.7537460E+00
   2.6929319E+00   8.3337929E-03  -6.1153975E+00   1.7530352E+00
   2.6955113E+00   1.0069435E-02  -6.0367417E+00   1.7526371E+00
   2.6995592E+00   2.2011906E-02  -5.9625793E+00   1.7518177E+00
   2.7027752E+00   4.5708106E-03  -5.9027376E+00   1.7508500E+00
   2.7061446E+00   5.8863231E-04  -5.7323241E+00   1.7500321E+00
   2.7093570E+00   3.8548410E-02  -5.6494288E+00   1.7492812E+00
   2.7126281E+00   9.5685469E-03  -5.5783873E+00   1.7484174E+00
   2.7159567E+00   5.2738087E-03  -5.4983687E+00   1.7477331E+00
   2.7191913E+00   1.0443814E-03  -5.4329128E+00   1.7471694E+00
   2.7224641E+00   2.5138445E-04  -5.3642826E+00   1.7467053E+00
   2.7257929E+00   2.2122324E-03  -5.2516856E+00   1.7461171E+00
   2.7291157E+00   4.0786909E-03  -5.1655178E+00   1.7451874E+00
   2.7323451E+00   5.2095475E-03  -5.1290183E+00   1.7444278E+00
   2.7355862E+00   1.4775949E-02  -5.0670199E+00   1.7438517E+00
   2.7395897E+00   8.8058338E-03  -4.9241796E+00   1.7432889E+00
   2.7427602E+00   5.5385800E-03  -4.8742747E+00   1.7426972E+00
   2.7459137E+00   8.0586588E-03  -4.8413472E+00   1.7421255E+00
   2.7495351E+00   1.7742651E-02  -4.7366176E+00   1.7413646E+00
   2.7522972E+00   1.5837289E-02  -4.7031598E+00   1.7411543E+00
   2.7561166E+00   6.7468295E-03  -4.7044125E+00   1.7412254E+00
   2.7593422E+00   1.2061031E-02  -4.5995507E+00   1.7409809E+00
   2.7625964E+00   1.2386010E-02  -4.5081530E+00   1.7400054E+00
   2.7658029E+00   7.0635793E-03  -4.4517531E+00   1.7388860E+00
   2.7697401E+00   1.6142393E-02  -4.4166923E+00   1.7383026E+00
   2.7729125E+00   2.0052209E-02  -4.3880024E+00   1.7383877E+00
   2.7760704E+00   2.7097918E-02  -4.3543663E+00   1.7384610E+00
   2.7792618E+00   1.2574169E-02  -4.3068857E+00   1.7380936E+00
   2.7824702E+00   1.3802497E-02  -4.2243919E+00   1.7373224E+00
   2.7856905E+00   2.0007877E-02  -4.1789880E+00   1.7366115E+00
   2.7892303E+00   1.8359944E-02  -4.1490865E+00   1.7360514E+00
   2.7930014E+00   1.8492742E-02  -4.1011200E+00   1.7360011E+00
   2.7961032E+00   1.4707431E-02  -4.0731840E+00   1.7359600E+00
   2.7991450E+00   1.8613208E-02  -4.0260324E+00   1.7356004E+00
   2.8030686E+00   1.6130207E-02  -3.9923718E+00   1.7348877E+00
   2.8062570E+00   1.6964585E-02  -3.9326911E+00   1.7342461E+00
   2.8094072E+00   2.0605940E-02  -3.8523481E+00   1.7336398E+00
   2.8125257E+00   2.0024687E-02  -3.8263741E+00   1.7331607E+00
   2.8164876E+00   2.4906993E-02  -3.7938962E+00   1.7328510E+00
   2.8196545E+00   1.9389870E-02  -3.7644045E+00   1.7326530E+00
   2.8228202E+00   2.1687608E-02  -3.6787980E+00   1.7321140E+00
   2.8259666E+00   2.0941796E-02  -3.6534307E+00   1.7315316E+00
   2.8298459E+00   2.0404004E-02  -3.6499214E+00   1.7311002E+00
   2.8330026E+00   2.1910662E-02  -3.5541124E+00   1.7308621E+00
   2.8361292E+00   2.1470651E-02  -3.5665705E+00   1.7306387E+00
   2.8392920E+00   1.5157803E-02  -3.4313676E+00   1.7302874E+00
   2.8431816E+00   1.6043289E-02  -3.4211080E+00   1.7299050E+00
   2.8462963E+00   1.6716555E-02  -3.3909640E+00   1.7296247E+00
   2.8494413E+00   1.2296557E-02  -3.3555267E+00   1.7294836E+00
   2.8525853E+00   1.5128471E-02  -3.2851465E+00   1.7291764E+00
   2.8565273E+00   1.9091111E-02  -3.2342911E+00   1.7287620E+00
   2.8596735E+00   1.4564145E-02  -3.1971521E+00   1.7285136E+00
   2.8627987E+00   2.2168450E-02  -3.1562879E+00   1.7282655E+00
   2.8659263E+00   8.4721027E-03  -3.1054933E+00   1.7280138E+00
   2.8698421E+00   1.1567009E-02  -3.0498519E+00   1.7276115E+00
   2.8729897E+00   1.9362373E-02  -3.0103548E+00   1.7273990E+00
   2.8761363E+00   2.1893820E-02  -2.9592116E+00   1.7272419E+00
   2.8792834E+00   2.1108160E-02  -2.9028652E+00   1.7270788E+00
   2.8832142E+00   2.4663310E-02  -2.8415809E+00   1.7269400E+00
   2.8863513E+00   1.5604839E-02  -2.7884414E+00   1.7268913E+00
   2.8894887E+00   1.9114103E-02  -2.7467918E+00   1.7268522E+00
   2.8926311E+00   2.0079428E-02  -2.7016497E+00   1.7268435E+00
   2.8965571E+00   2.2728622E-02  -2.6186447E+00   1.7268115E+00
   2.8996985E+00   1.9539710E-02  -2.5575695E+00   1.7268233E+00
   2.9028399E+00   1.9121956E-02  -2.5128462E+00   1.7268339E+00
   2.9059842E+00   2.0258015E-02  -2.4505064E+00   1.7268800E+00
   2.9099188E+00   1.9868936E-02  -2.3889837E+00   1.7268947E+00
   2.9130666E+00   2.0352947E-02  -2.3401847E+00   1.7269008E+00
   2.9162107E+00   2.4450075E-02  -2.2761247E+00   1.7268153E+00
   2.9193501E+00   1.5119070E-02  -2.2073927E+00   1.7268081E+00
   2.9232755E+00   1.5365602E-02  -2.1451824E+00   1.7267606E+00
   2.9264078E+00   1.6556839E-02  -2.0999279E+00   1.7267988E+00
   2.9294689E+00   1.6958302E-02  -2.0222173E+00   1.7269267E+00
   2.9332907E+00   1.2806359E-02  -1.9566596E+00   1.7270249E+00
   2.9363492E+00   1.4344239E-02  -1.9164826E+00   1.7270683E+00
   2.9394205E+00   1.4883812E-02  -1.8500483E+00   1.7272230E+00
   2.9432814E+00   1.4959943E-02  -1.7131627E+00   1.7274575E+00
   2.9463511E+00   1.4158004E-02  -1.6990541E+00   1.7275884E+00
   2.9494512E+00   1.1244094E-02  -1.6778225E+00   1.7276856E+00
   2.9532664E+00   1.3755591E-02  -1.5667003E+00   1.7279873E+00
   2.9563060E+00   1.1607456E-02  -1.5247190E+00   1.7282426E+00
   2.9601314E+00   1.4749391E-02  -1.4249190E+00   1.7283093E+00
   2.9632120E+00   1.3820623E-02  -1.3668540E+00   1.7283551E+00
   2.9662921E+00   1.4846382E-02  -1.3004698E+00   1.7285243E+00
   2.9701374E+00   1.5775643E-02  -1.2182355E+00   1.7286640E+00
   2.9731991E+00   1.6639700E-02  -1.1555735E+00   1.7286328E+00
   2.9762423E+00   1.5362301E-02  -1.0788960E+00   1.7285787E+00
   2.9798169E+00   1.3139695E-02  -1.0365906E+00   1.7286000E+00
   2.9828184E+00   2.0522749E-02  -9.7098023E-01   1.7286501E+00
   2.9864810E+00   1.6433088E-02  -8.7654096E-01   1.7287474E+00
   2.9901848E+00   2.0576311E-02  -7.8134006E-01   1.7289125E+00
   2.9932086E+00   1.8222487E-02  -7.4158067E-01   1.7289544E+00
   2.9962461E+00   2.0032642E-02  -6.6747957E-01   1.7291217E+00
   3.0000358E+00   1.8728245E-02  -5.9597576E-01   1.7293390E+00
   3.0030618E+00   1.8750332E-02  -5.3654343E-01   1.7294694E+00
   3.0068398E+00   1.8802313E-02  -4.5271355E-01   1.7296962E+00
   3.0098593E+00   1.7838661E-02  -4.0074959E-01   1.7298260E+00
   3.0128708E+00   1.2501906E-02  -3.3835098E-01   1.7299774E+00
   3.0164828E+00   1.3576202E-02  -2.3830566E-01   1.7304866E+00
   3.0197170E+00   1.9404147E-02  -1.6876015E-01   1.7305833E+00
   3.0231962E+00   1.6974922E-02  -1.3792601E-01   1.7304943E+00
   3.0267286E+00   1.3131519E-02  -5.9724614E-02   1.7306584E+00
   3.0301952E+00   1.6806327E-02   5.4732617E-02   1.7312062E+00
   3.0335934E+00   1.3783227E-02   1.1960654E-01   1.7314541E+00
   3.0369260E+00   4.2378092E-03   1.3431786E-01   1.7313350E+00
   3.0401740E+00   1.1860019E-02   1.7472057E-01   1.7313793E+00
   3.0433698E+00   7.9087382E-03   2.7224100E-01   1.7317588E+00
   3.0465269E+00   5.3839046E-03   3.6228248E-01   1.7322776E+00
   3.0496533E+00   7.2715031E-03   4.2786226E-01   1.7325331E+00
   3.0535233E+00   7.4950908E-03   4.7762474E-01   1.7328335E+00
   3.0565693E+00   6.9100419E-03   5.0720280E-01   1.7331501E+00
   3.0603628E+00   1.0528652E-02   6.6467416E-01   1.7341707E+00
   3.0633879E+00   1.2070212E-02   7.1896368E-01   1.7345659E+00
   3.0669730E+00   6.7297765E-03   6.8786526E-01   1.7346711E+00
   3.0699446E+00   6.9123250E-03   7.2943604E-01   1.7349416E+00
   3.0736325E+00   7.5210729E-03   8.8943100E-01   1.7357060E+00
   3.0765095E+00   6.6918731E-03   9.1906101E-01   1.7363724E+00
   3.0802047E+00   7.4688988E-03   1.0326101E+00   1.7371849E+00
   3.0832727E+00   7.3366691E-03   1.0278549E+00   1.7371306E+00
   3.0864797E+00   9.0088053E-03   1.0527948E+00   1.7371522E+00
   3.0897830E+00   8.1057940E-03   1.2021573E+00   1.7379826E+00
   3.0931349E+00   1.2888853E-02   1.2731862E+00   1.7388142E+00
   3.0965478E+00   8.1215398E-03   1.3167149E+00   1.7391845E+00
   3.1000404E+00   1.2090938E-02   1.3828502E+00   1.7399065E+00
   3.1036146E+00   9.0416651E-03   1.4689966E+00   1.7407600E+00
   3.1063411E+00   1.8302286E-02   1.5276502E+00   1.7412364E+00
   3.1100278E+00   1.0371103E-02   1.5617311E+00   1.7415857E+00
   3.1135447E+00   8.8158632E-03   1.6172396E+00   1.7421262E+00
   3.1166658E+00   1.1726200E-02   1.6987091E+00   1.7435451E+00
   3.1201210E+00   1.3461176E-02   1.7607638E+00   1.7442462E+00
   3.1239333E+00   1.0724939E-02   1.7883610E+00   1.7443700E+00
   3.1267648E+00   1.0707527E-02   1.8665928E+00   1.7452319E+00
   3.1305144E+00   1.0268805E-02   1.9365026E+00   1.7463518E+00
   3.1333165E+00   1.7684598E-02   1.9685063E+00   1.7466745E+00
   3.1370349E+00   1.4371116E-02   2.0110378E+00   1.7471673E+00
   3.1398087E+00   3.5915503E-03   2.0633361E+00   1.7474914E+00
   3.1434906E+00   1.0976664E-02   2.1515932E+00   1.7483139E+00
   3.1471608E+00   1.2721138E-02   2.2349858E+00   1.7493306E+00
   3.1499109E+00   1.0650521E-02   2.2962298E+00   1.7499359E+00
   3.1535804E+00   1.4286151E-02   2.3575900E+00   1.7507949E+00
   3.1572611E+00   1.8526854E-02   2.4009173E+00   1.7511388E+00
   3.1600351E+00   1.4097315E-02   2.4689839E+00   1.7514640E+00
   3.1637545E+00   1.6938144E-02   2.5164423E+00   1.7520052E+00
   3.1665606E+00   1.4735646E-02   2.6186268E+00   1.7532169E+00
   3.1703262E+00   2.2373289E-02   2.6798484E+00   1.7541828E+00
   3.1731658E+00   1.1158522E-02   2.7310700E+00   1.7545530E+00
   3.1769059E+00   1.6545527E-02   2.7925105E+00   1.7552052E+00
   3.1807106E+00   1.9203451E-02   2.8459826E+00   1.7557806E+00
   3.1835601E+00   9.2709912E-03   2.9453082E+00   1.7566454E+00
   3.1873498E+00   2.1888824E-02   3.0277326E+00   1.7576542E+00
   3.1901834E+00   1.7643144E-02   3.0380454E+00   1.7580359E+00
   3.1939490E+00   1.1473764E-02   3.1328161E+00   1.7588776E+00
   3.1967654E+00   1.0436545E-02   3.1724524E+00   1.7594007E+00
   3.2005148E+00   1.9062338E-02   3.2879348E+00   1.7606703E+00
   3.2033265E+00   1.5973959E-02   3.3200960E+00   1.7610185E+00
   3.2070839E+00   9.5597561E-03   3.3964736E+00   1.7615305E+00
   3.2099149E+00   1.9911021E-02   3.4325492E+00   1.7619835E+00
   3.2137163E+00   1.7579747E-02   3.5422206E+00   1.7631608E+00
   3.2165930E+00   2.5936831E-02   3.5921960E+00   1.7638324E+00
   3.2204676E+00   1.5011530E-02   3.6765790E+00   1.7647754E+00
   3.2233884E+00   8.3702542E-03   3.7726381E+00   1.7656547E+00
   3.2273393E+00   1.7054403E-02   3.8672349E+00   1.7668072E+00
   3.2303250E+00   8.2847439E-03   3.9262483E+00   1.7678975E+00
   3.2333226E+00   2.7331339E-02   4.0399652E+00   1.7687551E+00
   3.2373240E+00   9.7826160E-03   4.0854797E+00   1.7693717E+00
   3.2403169E+00   1.6074203E-02   4.1951947E+00   1.7701176E+00
   3.2432945E+00   1.2521756E-02   4.2538276E+00   1.7713954E+00
   3.2472317E+00   9.5800580E-03   4.3529797E+00   1.7723690E+00
   3.2501576E+00   2.6452816E-03   4.4085031E+00   1.7728167E+00
   3.2540281E+00   9.5417807E-03   4.5584173E+00   1.7752142E+00
   3.2569165E+00   1.2273966E-02   4.6268005E+00   1.7755779E+00
   3.2607660E+00   1.9880498E-02   4.7252045E+00   1.7760139E+00
   3.2636635E+00   1.2625676E-03   4.7986908E+00   1.7768859E+00
   3.2675548E+00   2.8031641E-03   4.9198780E+00   1.7784117E+00
   3.2704997E+00   8.4286155E-03   4.9983792E+00   1.7792306E+00
   3.2734678E+00   8.6478386E-03   5.0904374E+00   1.7807848E+00
   3.2774565E+00   5.3257481E-03   5.1980648E+00   1.7820133E+00
   3.2804637E+00   1.6352752E-02   5.2705202E+00   1.7830452E+00
   3.2834759E+00  -5.6663495E-03   5.3503947E+00   1.7835125E+00
   3.2874861E+00   5.3027077E-03   5.4339509E+00   1.7844880E+00
   3.2904816E+00   5.0321603E-03   5.5706611E+00   1.7861717E+00
   3.2934625E+00  -3.4330992E-03   5.6485553E+00   1.7871004E+00
   3.2974179E+00  -7.9130791E-03   5.7670708E+00   1.7885991E+00
   3.3003778E+00   1.4983137E-03   5.8752575E+00   1.7902489E+00
   3.3043323E+00   1.5139879E-03   5.9567509E+00   1.7910306E+00
   3.3073173E+00  -4.6861651E-03   6.0614371E+00   1.7917365E+00
   3.3103278E+00  -4.9905679E-03   6.1468520E+00   1.7929935E+00
   3.3133707E+00  -5.2914619E-03   6.2717280E+00   1.7942741E+00
   3.3174851E+00   5.1042265E-03   6.4003081E+00   1.7957491E+00
   3.3208451E+00  -5.4316656E-03   6.4735727E+00   1.7970062E+00
   3.3242111E+00  -9.3672257E-03   6.5546641E+00   1.7974614E+00
   3.3274577E+00  -1.6339369E-03   6.7169971E+00   1.7987740E+00
   3.3303437E+00  -9.3299383E-03   6.7555933E+00   1.7993730E+00
   3.3342981E+00  -3.0150861E-03   6.8750153E+00   1.8000360E+00
   3.3371911E+00  -7.8554787E-03   6.9570718E+00   1.8022459E+00
   3.3410332E+00  -3.7886922E-03   7.0919495E+00   1.8040282E+00
