  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   17:38:25  03/07/2024 ntjb     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1001      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.0987577E+00   3.0425554E-02  -6.0305052E+00   1.7423919E+00
   1.1025950E+00   4.1135252E-02  -5.9672608E+00   1.7416942E+00
   1.1056668E+00   4.0975481E-02  -5.9359498E+00   1.7413734E+00
   1.1087594E+00   4.3090731E-02  -5.8634567E+00   1.7409630E+00
   1.1126221E+00   3.9676249E-02  -5.8048792E+00   1.7405056E+00
   1.1157199E+00   4.2897601E-02  -5.7612195E+00   1.7401026E+00
   1.1187803E+00   4.1274574E-02  -5.7138567E+00   1.7396821E+00
   1.1225976E+00   7.1535818E-02  -5.6281209E+00   1.7391456E+00
   1.1256481E+00   3.8854133E-02  -5.5870032E+00   1.7388824E+00
   1.1294407E+00   4.1160826E-02  -5.5120072E+00   1.7387331E+00
   1.1324691E+00   4.5009639E-02  -5.4871116E+00   1.7386211E+00
   1.1355007E+00   4.9211446E-02  -5.4129190E+00   1.7384696E+00
   1.1393148E+00   4.5793101E-02  -5.3168807E+00   1.7381141E+00
   1.1423783E+00   4.5566514E-02  -5.2237582E+00   1.7376692E+00
   1.1454465E+00   4.7239028E-02  -5.1959481E+00   1.7376018E+00
   1.1492850E+00   4.8625741E-02  -5.1813221E+00   1.7378350E+00
   1.1523577E+00   5.2388895E-02  -5.0870504E+00   1.7380656E+00
   1.1562204E+00   4.8406687E-02  -4.9986839E+00   1.7376862E+00
   1.1593342E+00   4.9840212E-02  -4.9340611E+00   1.7373050E+00
   1.1624463E+00   5.3614441E-02  -4.9002805E+00   1.7371370E+00
   1.1656166E+00   4.7430869E-02  -4.8182988E+00   1.7372473E+00
   1.1688174E+00   4.4138536E-02  -4.7520933E+00   1.7374845E+00
   1.1728327E+00   3.8849149E-02  -4.7068858E+00   1.7375234E+00
   1.1760008E+00   4.0158235E-02  -4.6502013E+00   1.7375022E+00
   1.1791573E+00   4.0227532E-02  -4.5663023E+00   1.7375228E+00
   1.1823453E+00   4.1123416E-02  -4.4849262E+00   1.7376471E+00
   1.1855235E+00   4.4312913E-02  -4.4294305E+00   1.7377377E+00
   1.1895410E+00   4.3964054E-02  -4.3280692E+00   1.7379661E+00
   1.1927464E+00   4.7517017E-02  -4.2705898E+00   1.7382355E+00
   1.1959636E+00   4.8686534E-02  -4.2027740E+00   1.7383624E+00
   1.1992306E+00   4.7377054E-02  -4.1492662E+00   1.7384437E+00
   1.2024839E+00   4.5484509E-02  -4.0351224E+00   1.7386732E+00
   1.2057548E+00   4.7106344E-02  -3.9566729E+00   1.7386767E+00
   1.2090323E+00   4.8661601E-02  -3.9045756E+00   1.7385863E+00
   1.2123111E+00   4.8799697E-02  -3.8497541E+00   1.7387189E+00
   1.2155870E+00   4.6467368E-02  -3.7415705E+00   1.7389060E+00
   1.2196689E+00   4.7878589E-02  -3.6475346E+00   1.7388296E+00
   1.2228752E+00   5.0017562E-02  -3.5813801E+00   1.7385880E+00
   1.2260953E+00   4.4777896E-02  -3.4798636E+00   1.7386500E+00
   1.2293319E+00   4.6068884E-02  -3.4260681E+00   1.7386609E+00
   1.2325823E+00   4.7762517E-02  -3.3566382E+00   1.7386345E+00
   1.2358356E+00   4.6156403E-02  -3.2670579E+00   1.7386200E+00
   1.2395614E+00   4.4870142E-02  -3.1899760E+00   1.7385099E+00
   1.2427657E+00   4.3740094E-02  -3.1038778E+00   1.7385471E+00
   1.2459502E+00   4.5788225E-02  -3.0366514E+00   1.7385802E+00
   1.2491283E+00   4.7072493E-02  -2.9801126E+00   1.7385615E+00
   1.2530978E+00   4.1360661E-02  -2.8562531E+00   1.7385620E+00
   1.2562854E+00   4.0198058E-02  -2.8218141E+00   1.7386081E+00
   1.2593879E+00   4.5804210E-02  -2.7139235E+00   1.7386732E+00
   1.2626044E+00   4.1520067E-02  -2.6828887E+00   1.7386504E+00
   1.2658414E+00   4.1198764E-02  -2.6156113E+00   1.7385749E+00
   1.2690461E+00   4.5212377E-02  -2.5360799E+00   1.7385856E+00
   1.2730086E+00   3.9134454E-02  -2.4028587E+00   1.7387546E+00
   1.2761457E+00   3.6621492E-02  -2.3848882E+00   1.7386684E+00
   1.2792909E+00   3.5455067E-02  -2.3335426E+00   1.7385243E+00
   1.2831446E+00   3.8049683E-02  -2.2552524E+00   1.7387053E+00
   1.2862870E+00   3.6843337E-02  -2.1260304E+00   1.7388879E+00
   1.2895321E+00   3.6256265E-02  -2.0653739E+00   1.7391195E+00
   1.2928313E+00   3.0229112E-02  -1.9823471E+00   1.7394403E+00
   1.2960430E+00   3.5612985E-02  -1.9342782E+00   1.7397233E+00
   1.2993231E+00   3.1245086E-02  -1.8742410E+00   1.7398704E+00
   1.3025961E+00   3.0009037E-02  -1.8020962E+00   1.7403020E+00
   1.3058411E+00   3.4065325E-02  -1.7069943E+00   1.7407043E+00
   1.3098472E+00   2.7183257E-02  -1.6558759E+00   1.7408055E+00
   1.3129499E+00   2.6660165E-02  -1.6259844E+00   1.7412820E+00
   1.3158996E+00   2.7227558E-02  -1.4709047E+00   1.7419375E+00
   1.3197618E+00   2.1386331E-02  -1.4192637E+00   1.7420510E+00
   1.3227855E+00   3.1908300E-02  -1.4293724E+00   1.7422016E+00
   1.3264884E+00   3.7426133E-02  -1.2931277E+00   1.7430917E+00
   1.3293970E+00   2.9320193E-02  -1.2095189E+00   1.7435918E+00
   1.3330898E+00   2.6616391E-02  -1.1567658E+00   1.7438780E+00
   1.3360854E+00   2.6563345E-02  -1.1234071E+00   1.7441316E+00
   1.3398106E+00   3.2338548E-02  -1.0784575E+00   1.7446058E+00
   1.3427900E+00   1.4607202E-02  -9.4272298E-01   1.7454805E+00
   1.3465104E+00   2.1693604E-02  -8.9352238E-01   1.7460936E+00
   1.3494792E+00   1.8543834E-02  -8.3569336E-01   1.7467626E+00
   1.3531737E+00   1.4940916E-02  -7.7575588E-01   1.7474258E+00
   1.3561070E+00   1.9745810E-02  -6.9933164E-01   1.7479213E+00
   1.3597457E+00   2.4175873E-02  -6.5023035E-01   1.7488772E+00
   1.3626353E+00   2.1768829E-02  -5.4926038E-01   1.7493104E+00
   1.3662212E+00   2.0230575E-02  -5.7043958E-01   1.7498611E+00
   1.3697795E+00   1.7608328E-02  -4.2738697E-01   1.7509930E+00
   1.3733110E+00   1.6868846E-02  -3.5484904E-01   1.7518603E+00
   1.3761177E+00   1.0332400E-02  -3.9373437E-01   1.7518551E+00
   1.3796036E+00  -1.1610094E-02  -3.1253132E-01   1.7521667E+00
   1.3830653E+00   1.5899502E-02  -1.6343620E-01   1.7533023E+00
   1.3865037E+00  -3.7407517E-02  -1.4096613E-01   1.7543298E+00
   1.3899195E+00   4.0597770E-02  -2.5560346E-02   1.7546009E+00
   1.3933136E+00   8.9006070E-03  -2.2713942E-02   1.7547510E+00
   1.3966867E+00   4.7091986E-03   3.8108937E-02   1.7555802E+00
   1.4000393E+00   5.3218473E-02   1.3638079E-01   1.7563471E+00
   1.4033722E+00  -4.4409377E-03   2.3504342E-01   1.7569879E+00
   1.4066859E+00   3.2956686E-02   2.2184971E-01   1.7569919E+00
   1.4099813E+00   8.6616561E-02   2.1753594E-01   1.7579316E+00
   1.4132584E+00  -3.8422062E-04   4.8638323E-01   1.7586074E+00
   1.4165183E+00   1.9110186E-02   4.9575958E-01   1.7594857E+00
   1.4197613E+00   2.0876510E-02   5.8665282E-01   1.7603290E+00
   1.4229878E+00   1.7059827E-02   6.5791398E-01   1.7608072E+00
   1.4261984E+00   2.3969967E-02   6.9164836E-01   1.7612451E+00
   1.4300307E+00   3.4043778E-02   8.3166820E-01   1.7617549E+00
   1.4332078E+00   2.9794447E-02   8.9231128E-01   1.7625054E+00
   1.4363703E+00   4.1265778E-02   9.0391195E-01   1.7630153E+00
   1.4395187E+00   2.8366350E-02   1.0872602E+00   1.7632817E+00
   1.4432786E+00   3.1378247E-02   1.0853518E+00   1.7636573E+00
   1.4463971E+00   3.0944727E-02   1.2157749E+00   1.7641466E+00
   1.4501222E+00   2.8791539E-02   1.3260831E+00   1.7650844E+00
   1.4532126E+00   3.2375127E-02   1.3877078E+00   1.7656704E+00
   1.4562908E+00   3.7429985E-02   1.4455390E+00   1.7659477E+00
   1.4599689E+00   2.9586148E-02   1.6049305E+00   1.7667638E+00
   1.4630212E+00   2.4545906E-02   1.6718146E+00   1.7675908E+00
   1.4666691E+00   3.1647444E-02   1.8188196E+00   1.7692196E+00
   1.4696969E+00   1.6750129E-02   1.8550626E+00   1.7692076E+00
   1.4733162E+00   3.9531801E-02   1.9025227E+00   1.7698227E+00
   1.4763209E+00   1.5088223E-02   2.0836401E+00   1.7709776E+00
   1.4799131E+00   3.2225505E-02   2.1958015E+00   1.7724160E+00
   1.4834911E+00   1.9758595E-02   2.2968137E+00   1.7731104E+00
   1.4864622E+00   2.3068322E-02   2.3686366E+00   1.7733960E+00
   1.4900153E+00   2.1294119E-02   2.5026047E+00   1.7741104E+00
   1.4929662E+00   3.2026578E-02   2.6105342E+00   1.7751316E+00
   1.4964955E+00   2.2193637E-02   2.7064254E+00   1.7761830E+00
   1.5000124E+00   8.4190257E-03   2.8173339E+00   1.7771096E+00
   1.5035172E+00   1.9041073E-02   2.9155943E+00   1.7780091E+00
   1.5064287E+00   4.1369107E-02   3.0506277E+00   1.7790325E+00
   1.5099121E+00   1.7047917E-02   3.1775274E+00   1.7805767E+00
   1.5133843E+00   2.2082858E-02   3.2680247E+00   1.7816422E+00
   1.5168455E+00   2.5531756E-02   3.3899298E+00   1.7825414E+00
   1.5197216E+00   3.0988557E-02   3.5013065E+00   1.7837073E+00
   1.5231636E+00   1.6037319E-02   3.6652057E+00   1.7852365E+00
   1.5265952E+00   3.9726846E-02   3.7186301E+00   1.7862443E+00
   1.5300169E+00   1.5718335E-02   3.8908515E+00   1.7870287E+00
   1.5334290E+00   1.2100602E-02   4.0083971E+00   1.7882448E+00
   1.5368317E+00   4.1314252E-02   4.1584301E+00   1.7895348E+00
   1.5402251E+00   2.0582585E-02   4.2549973E+00   1.7906017E+00
   1.5436096E+00   4.3017574E-02   4.3897710E+00   1.7913417E+00
   1.5464232E+00   2.2753045E-02   4.5217943E+00   1.7925227E+00
   1.5497918E+00   4.4100929E-02   4.6195741E+00   1.7938128E+00
   1.5531520E+00   1.3899548E-02   4.7884488E+00   1.7952384E+00
   1.5565039E+00   6.6080391E-02   4.9266443E+00   1.7971805E+00
   1.5598478E+00  -3.4386448E-03   5.0000501E+00   1.7971858E+00
   1.5631840E+00   4.2347219E-02   5.1238756E+00   1.7982025E+00
   1.5665977E+00   4.4512812E-02   5.3679190E+00   1.8004954E+00
   1.5701455E+00   2.1973442E-02   5.4444180E+00   1.8013722E+00
   1.5736773E+00   2.9406130E-02   5.5705061E+00   1.8012660E+00
   1.5765812E+00   1.6101448E-02   5.6986971E+00   1.8020291E+00
   1.5804529E+00   2.5868330E-02   5.8593640E+00   1.8041254E+00
   1.5833564E+00   3.8988892E-02   5.9860706E+00   1.8054519E+00
   1.5872271E+00   5.0119583E-02   6.0954013E+00   1.8063480E+00
   1.5901299E+00   1.5704777E-02   6.1938038E+00   1.8065376E+00
   1.5930322E+00   4.6388675E-02   6.3453698E+00   1.8075945E+00
   1.5969017E+00   2.4177173E-02   6.4846182E+00   1.8090557E+00
   1.5998032E+00   3.1871296E-02   6.6453600E+00   1.8106081E+00
   1.6036717E+00   2.5128096E-02   6.7678165E+00   1.8126358E+00
   1.6065724E+00   4.2342965E-02   6.8934784E+00   1.8130811E+00
   1.6104319E+00   1.5843291E-02   6.9904442E+00   1.8133141E+00
   1.6132827E+00   1.7714651E-02   7.0930390E+00   1.8139821E+00
   1.6170156E+00   2.7798764E-02   7.3187361E+00   1.8164132E+00
   1.6197668E+00   4.3743040E-02   7.4031582E+00   1.8171673E+00
   1.6233784E+00   2.6356233E-02   7.5045238E+00   1.8178687E+00
   1.6269777E+00   2.4591057E-02   7.6319580E+00   1.8183893E+00
   1.6305815E+00   2.8885690E-02   7.7972746E+00   1.8199950E+00
   1.6332535E+00   2.2000805E-02   7.9218454E+00   1.8213135E+00
   1.6367669E+00   4.2905409E-02   7.9851680E+00   1.8222163E+00
   1.6402726E+00   1.5396021E-03   8.1153040E+00   1.8225918E+00
   1.6437869E+00  -1.6617572E-03   8.2525177E+00   1.8246553E+00
   1.6472566E+00   1.3461142E-02   8.3625298E+00   1.8263496E+00
   1.6506808E+00   2.1945335E-02   8.4615622E+00   1.8271153E+00
   1.6532475E+00   1.1043253E-02   8.5082455E+00   1.8275623E+00
   1.6566837E+00   7.4093989E-03   8.6834974E+00   1.8300864E+00
   1.6601405E+00   1.3585221E-02   8.7451630E+00   1.8306512E+00
   1.6636178E+00   1.0394099E-02   8.9079123E+00   1.8316345E+00
   1.6671139E+00  -8.7473365E-03   9.0316448E+00   1.8335595E+00
   1.6706260E+00   2.1178761E-02   9.0611563E+00   1.8346148E+00
   1.6732692E+00  -2.2445710E-02   9.2116413E+00   1.8354520E+00
   1.6768036E+00  -8.3080716E-03   9.3097572E+00   1.8374039E+00
   1.6803317E+00   2.7928308E-03   9.4245214E+00   1.8384235E+00
   1.6838012E+00  -7.7757775E-03   9.5028419E+00   1.8393929E+00
   1.6872079E+00   6.7312358E-04   9.5975780E+00   1.8409206E+00
   1.6905805E+00  -1.0296474E-02   9.7242708E+00   1.8431523E+00
   1.6939499E+00  -1.3947835E-02   9.7814302E+00   1.8441947E+00
   1.6973358E+00  -1.4500904E-02   9.8599367E+00   1.8448619E+00
   1.7007440E+00   2.0792497E-04   1.0053478E+01   1.8478581E+00
   1.7033149E+00  -9.1095474E-03   1.0015690E+01   1.8488783E+00
   1.7067617E+00  -1.8932953E-02   1.0066313E+01   1.8491620E+00
   1.7102286E+00  -1.1453272E-02   1.0111383E+01   1.8498988E+00
   1.7137141E+00  -1.4602224E-02   1.0242890E+01   1.8522341E+00
   1.7172168E+00  -7.8419819E-03   1.0324913E+01   1.8541987E+00
   1.7207353E+00  -7.4333451E-03   1.0413243E+01   1.8556552E+00
   1.7233837E+00  -4.9316930E-04   1.0398236E+01   1.8565905E+00
   1.7269261E+00  -1.7771771E-02   1.0460226E+01   1.8574766E+00
   1.7304802E+00  -3.1474978E-03   1.0522648E+01   1.8582511E+00
   1.7340444E+00  -1.3417194E-02   1.0676507E+01   1.8606275E+00
   1.7367235E+00  -1.7090082E-02   1.0661147E+01   1.8621948E+00
   1.7403024E+00  -8.1054214E-03   1.0741469E+01   1.8630390E+00
   1.7438881E+00  -8.1235403E-03   1.0827636E+01   1.8646141E+00
   1.7474796E+00  -2.1275109E-02   1.0868423E+01   1.8663020E+00
   1.7501763E+00  -1.3056209E-02   1.0905410E+01   1.8675488E+00
   1.7537757E+00  -1.0829021E-02   1.0963051E+01   1.8683248E+00
   1.7573786E+00  -1.0990941E-02   1.1036738E+01   1.8693827E+00
   1.7600827E+00  -1.7431209E-02   1.1074951E+01   1.8707174E+00
   1.7636905E+00  -2.8458683E-02   1.1152880E+01   1.8721608E+00
   1.7673001E+00  -2.1877108E-02   1.1192031E+01   1.8729836E+00
   1.7709054E+00  -2.5603637E-02   1.1252134E+01   1.8745940E+00
   1.7735761E+00  -1.3136473E-02   1.1325588E+01   1.8752249E+00
   1.7770879E+00  -2.2097318E-02   1.1363359E+01   1.8761967E+00
   1.7806082E+00  -1.4440886E-02   1.1432238E+01   1.8774961E+00
   1.7841526E+00  -2.1301717E-02   1.1449120E+01   1.8786052E+00
   1.7876352E+00  -1.9614087E-02   1.1528180E+01   1.8804673E+00
   1.7902141E+00  -1.3311828E-02   1.1574185E+01   1.8810925E+00
   1.7936300E+00  -1.6919412E-02   1.1599360E+01   1.8815181E+00
   1.7970413E+00  -2.2506159E-02   1.1736754E+01   1.8829787E+00
   1.8006399E+00  -1.1681051E-02   1.1686117E+01   1.8847549E+00
   1.8037281E+00  -1.9997273E-02   1.1791635E+01   1.8854201E+00
   1.8068382E+00  -2.7124399E-02   1.1812149E+01   1.8859265E+00
   1.8109546E+00  -1.9646177E-02   1.1844605E+01   1.8870403E+00
   1.8140073E+00  -1.7851401E-02   1.1942142E+01   1.8885971E+00
   1.8170290E+00  -1.7636709E-02   1.2009579E+01   1.8899218E+00
   1.8210007E+00  -1.5893888E-02   1.1960110E+01   1.8917950E+00
   1.8242044E+00  -1.5108087E-02   1.2100207E+01   1.8921047E+00
   1.8273842E+00  -1.6836360E-02   1.2089720E+01   1.8921145E+00
   1.8305168E+00  -2.0915627E-02   1.2188655E+01   1.8929718E+00
   1.8344917E+00  -1.3591551E-02   1.2173827E+01   1.8957274E+00
   1.8377299E+00  -2.0318335E-02   1.2263497E+01   1.8965125E+00
   1.8410530E+00  -2.6513828E-02   1.2287818E+01   1.8968629E+00
   1.8442696E+00  -2.4022836E-02   1.2303896E+01   1.8979833E+00
   1.8476456E+00  -3.1148726E-02   1.2396473E+01   1.8996474E+00
   1.8510910E+00  -3.3631053E-02   1.2419529E+01   1.9015547E+00
   1.8544976E+00  -3.1799652E-02   1.2478515E+01   1.9024632E+00
   1.8578554E+00  -3.6428481E-02   1.2564024E+01   1.9032822E+00
   1.8611454E+00  -3.9945014E-02   1.2492973E+01   1.9047399E+00
   1.8642577E+00  -3.9348658E-02   1.2572034E+01   1.9055851E+00
   1.8674866E+00  -3.8658164E-02   1.2615669E+01   1.9067532E+00
   1.8710529E+00  -4.5791589E-02   1.2689075E+01   1.9084131E+00
   1.8736906E+00  -4.5002386E-02   1.2672349E+01   1.9091187E+00
   1.8774414E+00  -4.2976197E-02   1.2703762E+01   1.9098861E+00
   1.8813952E+00  -4.6331707E-02   1.2788567E+01   1.9109888E+00
   1.8843716E+00  -4.5215946E-02   1.2787848E+01   1.9122216E+00
   1.8873343E+00  -4.4590618E-02   1.2783313E+01   1.9169344E+00
   1.8913434E+00  -3.9114233E-02   1.2887456E+01   1.9141999E+00
   1.8939853E+00  -4.5034807E-02   1.2885415E+01   1.9133331E+00
   1.8967736E+00  -4.4663586E-02   1.2939978E+01   1.9140067E+00
   1.9010125E+00  -3.8249340E-02   1.2898705E+01   1.9180984E+00
   1.9038336E+00  -3.1410430E-02   1.2920651E+01   1.9190804E+00
   1.9079875E+00  -3.2938849E-02   1.2955292E+01   1.9201175E+00
   1.9106864E+00  -3.2697976E-02   1.3035724E+01   1.9206461E+00
   1.9146621E+00  -3.1423520E-02   1.3048962E+01   1.9220587E+00
   1.9172596E+00  -3.1201314E-02   1.3064126E+01   1.9228613E+00
   1.9211336E+00  -3.1122467E-02   1.3065639E+01   1.9238224E+00
   1.9237359E+00  -3.0246442E-02   1.3090983E+01   1.9244899E+00
   1.9275112E+00  -2.9140966E-02   1.3113676E+01   1.9256459E+00
   1.9311789E+00  -2.3499984E-02   1.3124482E+01   1.9266071E+00
   1.9347920E+00  -1.6592883E-02   1.3143172E+01   1.9274318E+00
   1.9371589E+00  -1.8221712E-02   1.3145224E+01   1.9280056E+00
   1.9406772E+00  -2.2600792E-02   1.3156199E+01   1.9286675E+00
   1.9441705E+00  -1.7584659E-02   1.3146547E+01   1.9293351E+00
   1.9475667E+00  -1.9766580E-02   1.3119945E+01   1.9300402E+00
   1.9509094E+00  -1.3520914E-02   1.3134667E+01   1.9308056E+00
   1.9542007E+00  -1.6768983E-02   1.3124125E+01   1.9313688E+00
   1.9574555E+00  -1.1658269E-02   1.3081294E+01   1.9315238E+00
   1.9606870E+00  -9.9216225E-03   1.3133924E+01   1.9317200E+00
   1.9638422E+00  -7.7133579E-03   1.3063458E+01   1.9321893E+00
   1.9679642E+00  -7.2708768E-03   1.3020847E+01   1.9333286E+00
   1.9710253E+00   3.4280964E-03   1.2983720E+01   1.9335067E+00
   1.9740286E+00  -3.2269941E-03   1.2997592E+01   1.9336213E+00
   1.9779850E+00  -1.1760974E-03   1.2869833E+01   1.9347543E+00
   1.9808788E+00   3.0277201E-03   1.2816987E+01   1.9356123E+00
   1.9847054E+00   5.4933206E-04   1.2763953E+01   1.9361594E+00
   1.9875534E+00   6.3826954E-03   1.2747860E+01   1.9362652E+00
   1.9912831E+00   9.6081961E-03   1.2671228E+01   1.9365399E+00
   1.9940481E+00   1.1461605E-02   1.2553424E+01   1.9370960E+00
   1.9976485E+00   1.4213002E-02   1.2466287E+01   1.9377089E+00
   2.0012243E+00   1.7665839E-02   1.2422313E+01   1.9377761E+00
   2.0039117E+00   1.9330911E-02   1.2327656E+01   1.9379787E+00
   2.0074189E+00   1.7540291E-02   1.2175533E+01   1.9386078E+00
   2.0108988E+00   2.0707548E-02   1.2129645E+01   1.9386270E+00
   2.0142806E+00   2.0132039E-02   1.2042900E+01   1.9387963E+00
   2.0176325E+00   1.8222624E-02   1.1920365E+01   1.9392630E+00
   2.0209928E+00   1.7866094E-02   1.1800743E+01   1.9396499E+00
   2.0243659E+00   1.7617960E-02   1.1665674E+01   1.9400326E+00
   2.0277529E+00   1.7715393E-02   1.1505451E+01   1.9406515E+00
   2.0310128E+00   1.8389026E-02   1.1388494E+01   1.9412359E+00
   2.0342326E+00   1.3151299E-02   1.1288691E+01   1.9414569E+00
   2.0373766E+00   1.6331624E-02   1.1113338E+01   1.9418874E+00
   2.0412838E+00   1.5814442E-02   1.0929393E+01   1.9426023E+00
   2.0444212E+00   1.0234079E-02   1.0854507E+01   1.9427063E+00
   2.0475669E+00   1.4199863E-02   1.0713189E+01   1.9427886E+00
   2.0514832E+00   8.4677469E-03   1.0454745E+01   1.9432456E+00
   2.0546417E+00   3.4092204E-03   1.0329396E+01   1.9434290E+00
   2.0577962E+00   1.0960434E-02   1.0130161E+01   1.9435111E+00
   2.0609646E+00   6.3648570E-04   1.0007175E+01   1.9436496E+00
   2.0641332E+00   4.7143636E-05   9.8396235E+00   1.9436744E+00
   2.0680869E+00   8.0908503E-04   9.5511665E+00   1.9438361E+00
   2.0711136E+00   1.3471914E-04   9.3995361E+00   1.9442295E+00
   2.0747838E+00  -8.1147291E-03   9.2581358E+00   1.9444131E+00
   2.0777078E+00   8.5847941E-04   9.0945692E+00   1.9444389E+00
   2.0813553E+00  -7.0009695E-04   8.8030739E+00   1.9446214E+00
   2.0842712E+00  -2.3124032E-03   8.6491327E+00   1.9448427E+00
   2.0878675E+00  -6.4452151E-03   8.4596510E+00   1.9450569E+00
   2.0914066E+00  -7.8929169E-03   8.2076197E+00   1.9451672E+00
   2.0942080E+00  -7.0967190E-03   7.9981017E+00   1.9451096E+00
   2.0976813E+00  -5.9276717E-03   7.7916856E+00   1.9449686E+00
   2.1011279E+00  -1.0949651E-02   7.5671773E+00   1.9446846E+00
   2.1045527E+00  -2.0240022E-02   7.3539352E+00   1.9444048E+00
   2.1079600E+00  -1.4511495E-02   7.1248770E+00   1.9440606E+00
   2.1113548E+00  -1.5982563E-02   6.8566542E+00   1.9437026E+00
   2.1147492E+00  -1.5232351E-02   6.6078148E+00   1.9433135E+00
   2.1181595E+00  -1.5034373E-02   6.3889809E+00   1.9429635E+00
   2.1216228E+00  -1.7486982E-02   6.1717095E+00   1.9426771E+00
   2.1244471E+00  -1.8424179E-02   5.9664927E+00   1.9424391E+00
   2.1279719E+00  -1.7022705E-02   5.6898966E+00   1.9421642E+00
   2.1314902E+00  -1.6761126E-02   5.4468670E+00   1.9419456E+00
   2.1343000E+00  -2.1434352E-02   5.2287364E+00   1.9417322E+00
   2.1378140E+00  -1.8541394E-02   5.0132437E+00   1.9413023E+00
   2.1412909E+00  -2.8884036E-02   4.7306170E+00   1.9407318E+00
   2.1447306E+00  -1.9408504E-02   4.4864750E+00   1.9402546E+00
   2.1481924E+00  -1.7530302E-02   4.2056270E+00   1.9394698E+00
   2.1516597E+00  -2.5263391E-02   4.0135980E+00   1.9387106E+00
   2.1544151E+00  -1.8759146E-02   3.8856153E+00   1.9385715E+00
   2.1578405E+00  -2.0815704E-02   3.6200373E+00   1.9380724E+00
   2.1614726E+00  -1.7947957E-02   3.1253386E+00   1.9366000E+00
   2.1643548E+00  -2.2448860E-02   3.0245640E+00   1.9359400E+00
   2.1679685E+00  -2.1465730E-02   2.9496017E+00   1.9361457E+00
   2.1715033E+00  -1.9779528E-02   2.7186942E+00   1.9359411E+00
   2.1748896E+00  -2.1207696E-02   2.3257356E+00   1.9345906E+00
   2.1782801E+00  -3.8536258E-02   2.1588850E+00   1.9342623E+00
   2.1816914E+00  -2.1993840E-02   1.8878757E+00   1.9334033E+00
   2.1845667E+00  -2.3638980E-02   1.6651591E+00   1.9331104E+00
   2.1881099E+00  -2.5496420E-02   1.4328289E+00   1.9324245E+00
   2.1916056E+00  -3.4139089E-02   1.2102545E+00   1.9318908E+00
   2.1950698E+00  -3.9443597E-02   9.7987264E-01   1.9315740E+00
   2.1978583E+00  -1.8734602E-02   7.2843587E-01   1.9305166E+00
   2.2014682E+00  -3.2922618E-02   4.3400234E-01   1.9293733E+00
   2.2050090E+00  -1.7107334E-02   3.9289325E-01   1.9286040E+00
   2.2078128E+00  -3.3792213E-02   7.6399945E-02   1.9281571E+00
   2.2112234E+00  -2.7133461E-02   8.9094453E-02   1.9280738E+00
   2.2146146E+00  -3.9007589E-02  -2.4676435E-01   1.9276212E+00
   2.2181487E+00  -1.8276503E-02  -5.7407051E-01   1.9256678E+00
   2.2216318E+00  -3.9657954E-02  -6.7833209E-01   1.9257772E+00
   2.2250390E+00  -8.6762898E-02  -9.1435313E-01   1.9243554E+00
   2.2284021E+00  -2.1887291E-03  -1.1057532E+00   1.9237347E+00
   2.2318690E+00  -3.0289449E-02  -1.3077971E+00   1.9235404E+00
   2.2346318E+00  -5.8097444E-02  -1.3330220E+00   1.9234070E+00
   2.2380390E+00  -1.1200818E-02  -1.7175601E+00   1.9221236E+00
   2.2414196E+00  -1.0605659E-01  -1.6817834E+00   1.9208659E+00
   2.2448843E+00   8.2220783E-04  -1.8843527E+00   1.9198077E+00
   2.2484357E+00   3.5008448E-03  -2.4905713E+00   1.9191927E+00
   2.2517004E+00  -9.9612109E-02  -2.3719707E+00   1.9199095E+00
   2.2546816E+00  -3.5174500E-02  -2.5732861E+00   1.9190675E+00
   2.2579269E+00  -1.5927825E-02  -2.8407152E+00   1.9171852E+00
   2.2615380E+00  -8.9747697E-02  -2.8967633E+00   1.9143349E+00
   2.2650208E+00  -2.1899709E-02  -3.1410806E+00   1.9128836E+00
   2.2685149E+00   2.9783659E-03  -3.2255008E+00   1.9143592E+00
   2.2714748E+00  -1.1594169E-01  -3.2867098E+00   1.9139943E+00
   2.2750466E+00  -1.0380030E-03  -3.6244524E+00   1.9116055E+00
   2.2785811E+00  -5.7711486E-02  -3.6987090E+00   1.9099485E+00
   2.2815287E+00  -2.7504124E-02  -3.8945217E+00   1.9090617E+00
   2.2852149E+00  -8.8863380E-02  -4.0113540E+00   1.9077017E+00
   2.2881610E+00  -3.3966780E-02  -4.1611524E+00   1.9068077E+00
   2.2919176E+00  -2.5689986E-02  -4.4111180E+00   1.9046510E+00
   2.2948334E+00  -4.3033686E-02  -4.5563655E+00   1.9048227E+00
   2.2984769E+00  -2.9684337E-02  -4.5918212E+00   1.9037575E+00
   2.3017094E+00  -4.3325208E-02  -4.8164239E+00   1.9012649E+00
   2.3052797E+00  -1.1870266E-01  -4.9158878E+00   1.9000638E+00
   2.3080759E+00   5.0484508E-02  -5.3429523E+00   1.8988805E+00
   2.3119564E+00  -7.8699905E-03  -5.5645275E+00   1.8977669E+00
   2.3151267E+00  -4.2512644E-02  -5.2777524E+00   1.8957627E+00
