  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   11:24:00  02/13/2024 cero     
   1.2549919E-01   3.8003719E-03   7.8931379E+00   2.4152076E+00
   1.2855002E-01  -1.2506985E-03   7.9294262E+00   2.4142303E+00
   1.3148898E-01  -4.5712152E-03   7.9879627E+00   2.4109588E+00
   1.3451990E-01   8.8027706E-03   8.0566387E+00   2.4078224E+00
   1.3752618E-01   5.9361476E-03   8.1760921E+00   2.4075274E+00
   1.4050987E-01   3.3639567E-03   8.2832975E+00   2.4076734E+00
   1.4641397E-01  -2.9429604E-04   8.4886827E+00   2.4087708E+00
   1.4933595E-01   1.3735011E-02   8.6235857E+00   2.4214065E+00
   1.5223823E-01   6.8604848E-03   8.6950903E+00   2.4240394E+00
   1.5454496E-01   5.9246309E-03   8.7692242E+00   2.4228325E+00
   1.5922810E-01   6.3095805E-03   8.9106569E+00   2.4181287E+00
   1.6160221E-01   2.0575702E-02   8.9945879E+00   2.4339037E+00
   1.6647801E-01   1.0512730E-02   9.1722097E+00   2.4164622E+00
   1.6898014E-01   1.0584616E-02   9.2286701E+00   2.4150968E+00
   1.7160736E-01   5.6539942E-03   9.2860451E+00   2.4159198E+00
   1.7436595E-01   9.8708086E-03   9.3738499E+00   2.4169052E+00
   1.7994927E-01   8.9347353E-03   9.5495825E+00   2.4222817E+00
   1.8200575E-01   2.7554605E-02   9.6193743E+00   2.4242873E+00
   1.8617658E-01  -5.5955688E-04   9.7609463E+00   2.4321232E+00
   1.8813583E-01   5.9238905E-03   9.8192291E+00   2.4337885E+00
   1.9185996E-01   1.1172048E-02   9.9427385E+00   2.4400756E+00
   1.9539124E-01   1.7301016E-02   1.0045202E+01   2.4431057E+00
   1.9876888E-01   6.4966246E-03   1.0143396E+01   2.4541037E+00
   2.0201626E-01   1.5580224E-02   1.0207240E+01   2.4488549E+00
   2.0668454E-01   1.2105917E-02   1.0358276E+01   2.4443359E+00
   2.0968561E-01   1.1395629E-02   1.0440493E+01   2.4434531E+00
   2.1261197E-01   4.2455560E-03   1.0533730E+01   2.4555101E+00
   2.1547461E-01   2.7722720E-02   1.0599553E+01   2.4478772E+00
   2.1966760E-01   1.5615772E-02   1.0717333E+01   2.4400475E+00
   2.2240500E-01   1.4734749E-02   1.0783203E+01   2.4489644E+00
   2.2643670E-01   5.0761444E-03   1.0915993E+01   2.4617722E+00
   2.2909133E-01   1.5357946E-02   1.0949909E+01   2.4364598E+00
   2.3304994E-01   2.1574209E-02   1.1052393E+01   2.4466729E+00
   2.3567526E-01   2.1725245E-02   1.1108068E+01   2.4532897E+00
   2.3959641E-01   1.8834779E-02   1.1214947E+01   2.4429903E+00
   2.4349901E-01   2.8769368E-02   1.1289998E+01   2.4426951E+00
   2.4609300E-01   2.1897295E-02   1.1326363E+01   2.4442177E+00
   2.4998252E-01   3.7021376E-02   1.1393339E+01   2.4423332E+00
   2.5257552E-01   2.6828367E-02   1.1484708E+01   2.4454036E+00
   2.5653964E-01   2.7326211E-02   1.1507583E+01   2.4439750E+00
   2.6064545E-01   3.1412665E-02   1.1661162E+01   2.4335175E+00
   2.6346955E-01   5.2158073E-02   1.1726692E+01   2.4258094E+00
   2.6650479E-01   2.5323443E-02   1.1770417E+01   2.4281325E+00
   2.7033392E-01  -1.0404360E-02   1.1781091E+01   2.4206536E+00
   2.7287492E-01   4.3275896E-02   1.1799370E+01   2.4025037E+00
   2.7710935E-01   3.1852528E-02   1.1852056E+01   2.4166663E+00
   2.8019381E-01   2.2473559E-02   1.1929804E+01   2.4103997E+00
   2.8336009E-01   1.7096557E-02   1.1929255E+01   2.4071634E+00
   2.8627303E-01  -1.4680053E-02   1.2024350E+01   2.3933809E+00
   2.9094395E-01  -4.8604473E-02   1.2104556E+01   2.3997848E+00
   2.9381150E-01   1.4699338E-02   1.2053813E+01   2.3944011E+00
   2.9681602E-01   3.8330019E-02   1.2092785E+01   2.3920910E+00
   2.9978433E-01  -8.1520295E-03   1.2117188E+01   2.3899076E+00
   3.0404800E-01   1.8408407E-03   1.2127831E+01   2.3833134E+00
   3.0678096E-01   1.9517267E-02   1.2112659E+01   2.3776901E+00
   3.1069377E-01   6.5842018E-02   1.2028972E+01   2.3737879E+00
   3.1347203E-01  -5.0604669E-03   1.2097380E+01   2.3699996E+00
   3.1754771E-01   3.7826121E-02   1.2109271E+01   2.3674259E+00
   3.2018483E-01   2.5562596E-02   1.2095663E+01   2.3654478E+00
   3.2412961E-01   5.1684167E-02   1.2063683E+01   2.3622460E+00
   3.2804954E-01   4.1788939E-02   1.2050518E+01   2.3619950E+00
   3.3066848E-01   3.0437417E-02   1.1976477E+01   2.3541632E+00
   3.3449796E-01   2.9367572E-02   1.1912103E+01   2.3587203E+00
   3.3805424E-01   1.9520178E-02   1.1868346E+01   2.3562775E+00
   3.4062323E-01   6.0063291E-02   1.1838238E+01   2.3504777E+00
   3.4426716E-01   3.8923021E-02   1.1807999E+01   2.3627129E+00
   3.4769139E-01   5.3937431E-02   1.1773365E+01   2.3476479E+00
   3.5091740E-01   4.7483277E-02   1.1710592E+01   2.3557222E+00
   3.5407338E-01   3.9603975E-02   1.1626599E+01   2.3601964E+00
   3.5814118E-01   2.7685774E-02   1.1551288E+01   2.3495498E+00
   3.6119750E-01   1.3642124E-02   1.1513680E+01   2.3406999E+00
   3.6427787E-01   7.3265970E-02   1.1459262E+01   2.3396926E+00
   3.6827683E-01   3.7072279E-02   1.1312183E+01   2.3377209E+00
   3.7155765E-01   7.2669655E-02   1.1319996E+01   2.3376873E+00
   3.7512305E-01   4.5345139E-02   1.1250326E+01   2.3309195E+00
   3.7864557E-01   2.8141063E-02   1.1119505E+01   2.3281038E+00
   3.8095936E-01   2.2937601E-02   1.0961365E+01   2.3213410E+00
   3.8488221E-01   1.6151015E-02   1.0842655E+01   2.3254604E+00
   3.8783523E-01   3.4220118E-02   1.0783255E+01   2.3202693E+00
   3.9109096E-01   2.0973749E-02   1.0791520E+01   2.3378730E+00
   3.9461792E-01   3.5191342E-02   1.0670586E+01   2.3137083E+00
   3.9807761E-01   1.4946746E-02   1.0547702E+01   2.3222411E+00
   4.0154198E-01   3.4291897E-02   1.0368130E+01   2.3058424E+00
   4.0461043E-01   4.4597201E-02   1.0118419E+01   2.2932055E+00
   4.0929770E-01   4.1951101E-02   1.0108813E+01   2.2952557E+00
   4.1246337E-01   5.3132519E-02   9.9930525E+00   2.2871101E+00
   4.1508812E-01   3.9892882E-02   9.8459120E+00   2.2835176E+00
   4.1845065E-01   3.0004246E-02   9.7165565E+00   2.2717435E+00
   4.2234322E-01  -2.6749695E-02   9.3945398E+00   2.2607586E+00
   4.2527345E-01   7.4615709E-02   9.4820147E+00   2.2699785E+00
   4.2850402E-01   6.1199828E-03   9.2383461E+00   2.2698743E+00
   4.3206573E-01   5.3804670E-03   9.0664425E+00   2.2325711E+00
   4.3519455E-01   1.2082102E-02   8.9572906E+00   2.2384245E+00
   4.3864411E-01   3.0017572E-02   8.8437443E+00   2.2355566E+00
   4.4203010E-01   1.6924335E-03   8.5967731E+00   2.2319846E+00
   4.4532520E-01  -3.5428971E-02   8.3379612E+00   2.2235577E+00
   4.4895801E-01  -1.8763490E-02   8.1403561E+00   2.2202256E+00
   4.5296320E-01   6.5083981E-02   7.9682789E+00   2.2174773E+00
   4.5508566E-01   1.2465844E-02   7.9321337E+00   2.2138796E+00
   4.5934558E-01  -1.3031373E-02   7.6851473E+00   2.1981404E+00
   4.6149492E-01  -1.0042815E-02   7.5579123E+00   2.2019622E+00
   4.6523142E-01  -3.6198229E-03   7.3030596E+00   2.1918879E+00
   4.6909267E-01  -1.7751127E-02   7.0799766E+00   2.1858473E+00
   4.7250694E-01   9.5669087E-03   6.8722444E+00   2.1870623E+00
   4.7546810E-01  -4.4349939E-02   6.5532317E+00   2.1587222E+00
   4.8009411E-01  -1.1322331E-02   6.4208593E+00   2.1529467E+00
   4.8351574E-01  -3.0515188E-02   6.2585745E+00   2.1653228E+00
   4.8535591E-01  -2.6222575E-02   6.1301727E+00   2.1634505E+00
   4.8931688E-01  -4.9115431E-02   5.9095435E+00   2.1589947E+00
   4.9255574E-01  -1.7342472E-02   5.5983796E+00   2.1411970E+00
   4.9592751E-01  -1.1023680E-02   5.3622017E+00   2.1441910E+00
   4.9943584E-01  -4.9416926E-02   5.1740947E+00   2.1429336E+00
   5.0280774E-01  -6.0970418E-02   4.9359684E+00   2.1431749E+00
   5.0629848E-01  -5.7820242E-02   4.8127189E+00   2.1369069E+00
   5.0990897E-01  -7.8822911E-02   4.6550031E+00   2.1377296E+00
   5.1306784E-01  -6.5031916E-02   4.2925520E+00   2.1285298E+00
   5.1612711E-01  -6.7235656E-02   3.9806509E+00   2.1250770E+00
   5.1916164E-01  -8.7028779E-02   3.6903813E+00   2.1223123E+00
   5.2363479E-01  -6.6215508E-02   3.5545936E+00   2.1133292E+00
   5.2643239E-01  -1.0061025E-01   3.5229232E+00   2.1280875E+00
   5.3035998E-01  -3.4766193E-02   3.2967827E+00   2.1197982E+00
   5.3311527E-01  -5.2434988E-02   3.1260610E+00   2.1135890E+00
   5.3607869E-01  -9.0896912E-02   2.7316172E+00   2.1141737E+00
   5.4040647E-01  -6.5945655E-02   2.4680078E+00   2.1103160E+00
   5.4359865E-01  -8.1457593E-02   2.2714770E+00   2.1082976E+00
   5.4729402E-01  -3.7463166E-02   2.0956159E+00   2.0995705E+00
   5.5004805E-01  -7.6344401E-02   1.9692622E+00   2.1013632E+00
   5.5388033E-01  -8.4801972E-02   1.6174963E+00   2.0971782E+00
   5.5650032E-01  -4.0702060E-02   1.4948335E+00   2.0887806E+00
   5.6081265E-01  -1.5389597E-01   1.1627322E+00   2.0979049E+00
   5.6386280E-01  -1.6120803E-01   9.6000051E-01   2.0967774E+00
   5.6697398E-01  -1.0515285E-01   7.4395663E-01   2.0840938E+00
   5.7008189E-01  -1.9830925E-02   5.8335602E-01   2.0738614E+00
   5.7411301E-01  -7.4752189E-02   4.8516759E-01   2.0740995E+00
   5.7692754E-01  -5.1773306E-02  -1.4370744E-01   2.0753264E+00
   5.8147401E-01  -4.8052669E-02  -1.0171787E-01   2.0671630E+00
   5.8489645E-01  -1.1554169E-01  -3.5695603E-01   2.0702355E+00
   5.8673710E-01  -3.4986380E-02  -4.2938486E-01   2.0675440E+00
   5.9058923E-01  -2.0163367E-02  -6.3252109E-01   2.0589876E+00
   5.9435391E-01  -8.4220141E-02  -9.1645354E-01   2.0600128E+00
   5.9802455E-01  -1.2033609E-01  -1.2025625E+00   2.0580897E+00
   6.0167396E-01  -1.5108699E-01  -1.3628557E+00   2.0585742E+00
   6.0349184E-01  -1.2254002E-01  -1.3928878E+00   2.0609848E+00
   6.0840523E-01  -2.0577186E-01  -2.1119466E+00   2.0641496E+00
   6.1184216E-01  -5.5369914E-02  -2.2187200E+00   2.0543659E+00
   6.1362153E-01  -2.7401604E-02  -2.0892029E+00   2.0474138E+00
   6.1715895E-01  -7.9664700E-02  -2.0356793E+00   2.0413382E+00
   6.2068099E-01  -5.6433134E-02  -2.1391151E+00   2.0693390E+00
   6.2425673E-01  -1.4257082E-01  -2.4634185E+00   2.0677824E+00
   6.2782288E-01  -5.8120351E-02  -3.2750285E+00   2.0623856E+00
   6.3128096E-01  -7.1992718E-02  -2.9366772E+00   2.0809357E+00
   6.3479924E-01  -4.0628847E-02  -2.8495460E+00   2.0743680E+00
   6.3810980E-01  -1.5409453E-01  -2.9394810E+00   2.0784066E+00
   6.4099729E-01  -9.0131372E-02  -3.3517873E+00   2.0839617E+00
   6.4494163E-01  -1.3205357E-01  -3.7898002E+00   2.0807629E+00
   6.4858198E-01  -1.6253458E-01  -3.9051158E+00   2.0857177E+00
   6.5112841E-01  -6.0018878E-02  -4.0624390E+00   2.0891283E+00
   6.5543693E-01   1.7567988E-02  -3.9783437E+00   2.1052957E+00
   6.5868026E-01  -5.9690390E-02  -4.2306228E+00   2.1059353E+00
   6.6192085E-01  -6.7966059E-02  -4.2962523E+00   2.1117465E+00
   6.6465485E-01  -8.0729790E-02  -4.5353594E+00   2.1087754E+00
   6.6908723E-01  -7.5368278E-02  -4.6287665E+00   2.1133640E+00
   6.7242384E-01  -6.8344362E-02  -4.8802552E+00   2.1147099E+00
   6.7610240E-01  -7.2243378E-02  -4.9434581E+00   2.1274176E+00
   6.7808080E-01  -9.5535353E-02  -5.0145140E+00   2.1221712E+00
   6.8216610E-01  -3.1865418E-02  -5.2659116E+00   2.1278343E+00
   6.8620074E-01  -4.1217729E-02  -5.3866844E+00   2.1233022E+00
   6.8947154E-01  -1.1138196E-01  -5.4468598E+00   2.1255951E+00
   6.9123060E-01  -1.0837137E-01  -5.6214657E+00   2.1169505E+00
   6.9633740E-01   1.8396918E-02  -5.8546300E+00   2.1344967E+00
   6.9815361E-01  -2.7774807E-02  -5.9111729E+00   2.1426656E+00
   7.0189488E-01  -1.1069651E-01  -5.9677606E+00   2.1327925E+00
   7.0559072E-01  -3.1482212E-02  -6.1029987E+00   2.1388075E+00
   7.0924640E-01  -6.4528339E-02  -6.2069769E+00   2.1392114E+00
   7.1286613E-01  -2.0729333E-02  -6.3071318E+00   2.1414273E+00
   7.1645331E-01  -5.9639134E-02  -6.5090752E+00   2.1425524E+00
   7.1821213E-01  -5.9609834E-02  -6.5207696E+00   2.1423299E+00
   7.2327256E-01  -1.2342238E-02  -6.7542639E+00   2.1544790E+00
   7.2647887E-01  -3.4845747E-02  -6.8843546E+00   2.1565976E+00
   7.2957796E-01  -2.2133047E-02  -6.9782615E+00   2.1745956E+00
   7.3260206E-01  -4.1372396E-02  -6.9608154E+00   2.1765175E+00
   7.3550266E-01   4.5896228E-03  -7.0735631E+00   2.1876528E+00
   7.3971796E-01   1.1282364E-02  -7.3031192E+00   2.1915565E+00
   7.4244070E-01  -1.9975252E-02  -7.3002787E+00   2.2208111E+00
   7.4625081E-01   9.0201404E-03  -7.3951855E+00   2.1981201E+00
   7.4989671E-01  -6.4759932E-02  -7.4728060E+00   2.2175548E+00
   7.5339872E-01  -1.6723562E-02  -7.6989036E+00   2.2342126E+00
   7.5568175E-01   3.1625647E-02  -7.6574883E+00   2.2336135E+00
   7.6005071E-01   9.6103579E-02  -7.6842699E+00   2.2350378E+00
   7.6245916E-01   2.8292507E-02  -7.8930693E+00   2.2463915E+00
   7.6654243E-01  -1.3904694E-02  -7.9700165E+00   2.2368977E+00
   7.6958102E-01   2.1151897E-02  -8.0940905E+00   2.2433691E+00
   7.7322495E-01   2.3704525E-02  -8.0908165E+00   2.2435687E+00
   7.7691966E-01   5.5341017E-02  -8.2016869E+00   2.2445681E+00
   7.7966172E-01  -3.2381002E-02  -8.3789864E+00   2.2370756E+00
   7.8268486E-01   3.3402957E-02  -8.3929815E+00   2.2438891E+00
   7.8601784E-01  -3.4790762E-02  -8.3770123E+00   2.2544100E+00
   7.8945810E-01  -9.0987392E-02  -8.5022097E+00   2.2477014E+00
   7.9276574E-01  -3.7700951E-02  -8.5764074E+00   2.2567430E+00
   7.9600680E-01   6.4668812E-02  -8.6412640E+00   2.2430809E+00
   8.0087930E-01  -1.2508565E-02  -8.7311440E+00   2.2517254E+00
   8.0385327E-01  -9.9313617E-02  -8.7949667E+00   2.2409537E+00
   8.0669457E-01   3.8272588E-04  -8.7997313E+00   2.2445562E+00
   8.1088871E-01   7.6190405E-02  -8.8098612E+00   2.2533946E+00
   8.1398928E-01  -1.6946103E-02  -8.8336468E+00   2.2573533E+00
   8.1732768E-01  -4.5513362E-02  -8.9306917E+00   2.2507765E+00
   8.2067525E-01  -1.8050618E-02  -9.0068932E+00   2.2434368E+00
   8.2401550E-01   3.1489592E-02  -9.0740633E+00   2.2497118E+00
   8.2733244E-01   1.9208761E-02  -9.0575924E+00   2.2473319E+00
   8.3069915E-01  -3.5875954E-02  -9.0570993E+00   2.2455983E+00
   8.3417696E-01  -2.8242052E-02  -9.1161013E+00   2.2465520E+00
   8.3771610E-01   3.4896079E-02  -9.1587420E+00   2.2553394E+00
   8.4129912E-01  -5.9551251E-04  -9.2618723E+00   2.2610996E+00
   8.4310478E-01   6.0900588E-02  -9.2283220E+00   2.2586119E+00
   8.4678364E-01  -8.2791507E-02  -9.2450161E+00   2.2534177E+00
   8.5068822E-01  -5.7638239E-02  -9.2860689E+00   2.2541335E+00
   8.5451889E-01  -8.5211173E-03  -9.2253103E+00   2.2337279E+00
   8.5823286E-01   3.6801202E-03  -9.2061605E+00   2.2518733E+00
   8.6016834E-01  -1.8923242E-02  -9.3390799E+00   2.2570691E+00
   8.6419243E-01  -3.9465614E-02  -9.3465147E+00   2.2556374E+00
   8.6804754E-01   4.3444209E-02  -9.4074478E+00   2.2695265E+00
   8.7197441E-01  -3.0969551E-02  -9.2747269E+00   2.2539148E+00
   8.7392926E-01   5.9068017E-03  -9.4059801E+00   2.2560735E+00
   8.7775952E-01  -5.4795362E-02  -9.3988276E+00   2.2547877E+00
   8.8143009E-01   7.5385198E-03  -9.4048328E+00   2.2588394E+00
   8.8501787E-01   4.2825237E-02  -9.3580179E+00   2.2458565E+00
   8.8831073E-01   1.5951728E-02  -9.4010620E+00   2.2542615E+00
   8.9131010E-01  -1.7903050E-02  -9.3965206E+00   2.2532382E+00
   8.9436698E-01   2.8638484E-02  -9.3962574E+00   2.2547941E+00
   8.9736623E-01  -3.6452219E-02  -9.5321198E+00   2.2559988E+00
   9.0223479E-01  -7.6532777E-04  -9.4539671E+00   2.2586317E+00
   9.0402257E-01  -5.9957031E-02  -9.4367905E+00   2.2609661E+00
   9.0787077E-01  -7.4878512E-03  -9.3650274E+00   2.2616436E+00
   9.1168857E-01  -6.1174065E-02  -9.4120302E+00   2.2596793E+00
   9.1503453E-01   3.6389444E-02  -9.2871675E+00   2.2561033E+00
   9.1832745E-01   3.4518357E-02  -9.4315329E+00   2.2603750E+00
   9.2166209E-01  -8.6989617E-03  -9.3374081E+00   2.2633991E+00
   9.2527914E-01   3.9401446E-03  -9.3512611E+00   2.2611377E+00
   9.2923635E-01   3.7267640E-02  -9.3125296E+00   2.2618785E+00
   9.3122381E-01  -2.0379997E-03  -9.3100204E+00   2.2682774E+00
   9.3539071E-01  -1.5708543E-02  -9.3151817E+00   2.2628131E+00
   9.3752354E-01  -1.4279494E-02  -9.2161989E+00   2.2641478E+00
   9.4183719E-01  -6.0741784E-04  -9.2699671E+00   2.2631526E+00
   9.4627768E-01  -8.4837712E-03  -9.2282925E+00   2.2682238E+00
   9.4850445E-01  -1.0143292E-02  -9.2075338E+00   2.2654927E+00
   9.5281571E-01   2.7313367E-02  -9.1955757E+00   2.2722993E+00
   9.5477420E-01   1.0612307E-02  -9.1216030E+00   2.2703998E+00
   9.5845878E-01   1.1222589E-02  -9.0987196E+00   2.2696929E+00
   9.6237791E-01  -1.2994220E-02  -9.0937796E+00   2.2782600E+00
   9.6448565E-01   2.5939677E-02  -9.0613546E+00   2.2712243E+00
   9.6893638E-01  -2.2613704E-02  -9.0351505E+00   2.2675648E+00
   9.7118008E-01  -2.2161473E-02  -9.0054083E+00   2.2673583E+00
   9.7568744E-01   5.3391457E-03  -8.9803982E+00   2.2655377E+00
   9.7795075E-01  -7.4594226E-03  -8.9529324E+00   2.2677531E+00
   9.8250097E-01   7.0189661E-03  -8.9410162E+00   2.2649567E+00
   9.8475224E-01   1.4741804E-02  -8.8622284E+00   2.2666886E+00
   9.8898101E-01  -3.5366166E-02  -8.7951841E+00   2.2690251E+00
   9.9286497E-01  -4.6068657E-02  -8.8173761E+00   2.2694545E+00
   9.9675715E-01   2.2598652E-03  -8.6902914E+00   2.2684751E+00
   9.9885035E-01  -7.9010585E-03  -8.7086859E+00   2.2717662E+00
   1.0030072E+00  -3.4715220E-02  -8.7195959E+00   2.2673895E+00
   1.0050640E+00  -1.4120496E-02  -8.6393785E+00   2.2653940E+00
   1.0094913E+00  -1.6603446E-02  -8.5604458E+00   2.2631061E+00
   1.0118147E+00  -1.3491340E-02  -8.5533819E+00   2.2654076E+00
   1.0164111E+00   1.2714440E-03  -8.5133228E+00   2.2679515E+00
   1.0186890E+00  -3.1156717E-02  -8.4436388E+00   2.2613461E+00
   1.0232191E+00  -2.7326152E-02  -8.4355278E+00   2.2606361E+00
   1.0265833E+00  -2.5121061E-02  -8.3981953E+00   2.2595267E+00
   1.0302923E+00  -1.0551384E-02  -8.2748013E+00   2.2566187E+00
   1.0322691E+00  -1.6777800E-02  -8.2406855E+00   2.2590566E+00
   1.0358562E+00  -1.6016535E-02  -8.1727428E+00   2.2587440E+00
   1.0398110E+00  -1.9463809E-02  -8.1246662E+00   2.2591760E+00
   1.0441711E+00  -1.9457201E-02  -8.1238003E+00   2.2571242E+00
   1.0464392E+00  -1.7935611E-02  -8.0253153E+00   2.2560911E+00
   1.0509777E+00  -2.3105461E-03  -7.9615760E+00   2.2567868E+00
   1.0532502E+00  -1.1235354E-02  -7.9154167E+00   2.2570159E+00
   1.0576414E+00  -1.8702088E-02  -7.7864428E+00   2.2556653E+00
   1.0597756E+00  -4.4505015E-02  -7.7923226E+00   2.2547624E+00
   1.0643021E+00   4.2523588E-03  -7.7139902E+00   2.2554762E+00
   1.0665860E+00  -3.6022027E-03  -7.6738353E+00   2.2538955E+00
   1.0696127E+00  -2.8459518E-03  -7.6489558E+00   2.2519715E+00
   1.0736355E+00  -3.8119264E-02  -7.5282269E+00   2.2486317E+00
   1.0775328E+00   3.9676052E-02  -7.4543190E+00   2.2515450E+00
   1.0800959E+00   2.2587886E-02  -7.4197173E+00   2.2528293E+00
   1.0839021E+00   1.8377751E-02  -7.3600245E+00   2.2520223E+00
   1.0876741E+00   4.7887124E-02  -7.3315916E+00   2.2531741E+00
   1.0902278E+00   1.8646283E-02  -7.1937127E+00   2.2501264E+00
   1.0943716E+00   1.4901480E-02  -7.2948170E+00   2.2535698E+00
   1.0972306E+00   1.4886574E-02  -7.1862049E+00   2.2540364E+00
   1.1002917E+00   5.1949904E-03  -7.1217990E+00   2.2556784E+00
   1.1033291E+00   4.3751453E-03  -7.0373659E+00   2.2519782E+00
   1.1071987E+00   6.2109500E-02  -6.9491625E+00   2.2537460E+00
   1.1112604E+00  -6.0266042E-03  -6.8649521E+00   2.2533565E+00
   1.1139629E+00   4.5841347E-02  -6.7834673E+00   2.2457879E+00
   1.1179111E+00   5.7075437E-02  -6.7388000E+00   2.2503552E+00
   1.1204658E+00  -5.3580202E-02  -6.7295418E+00   2.2500818E+00
   1.1241665E+00   9.5033072E-02  -6.7497544E+00   2.2467663E+00
   1.1277490E+00   6.4093359E-02  -6.5318828E+00   2.2502718E+00
   1.1312382E+00   5.4727431E-02  -6.4783130E+00   2.2483273E+00
   1.1346725E+00   4.1926011E-02  -6.4160185E+00   2.2474694E+00
   1.1380203E+00   5.5021126E-02  -6.4159317E+00   2.2479177E+00
   1.1415637E+00   3.0092184E-02  -6.3243060E+00   2.2505839E+00
   1.1442107E+00   2.2879178E-02  -6.2163963E+00   2.2463260E+00
   1.1471289E+00   4.0671065E-02  -6.1910110E+00   2.2509165E+00
   1.1520768E+00   8.8341281E-02  -6.1651373E+00   2.2507377E+00
   1.1538937E+00  -8.5959889E-02  -6.1215634E+00   2.2503302E+00
   1.1578045E+00   1.0226468E-01  -6.0605965E+00   2.2516897E+00
   1.1620867E+00   5.3676825E-02  -5.9996090E+00   2.2470388E+00
   1.1642214E+00   3.3489443E-02  -5.8779798E+00   2.2454879E+00
   1.1680075E+00   9.1195345E-02  -5.6740227E+00   2.2442529E+00
   1.1718588E+00   5.7840515E-02  -5.7746482E+00   2.2472818E+00
   1.1739300E+00   4.5855504E-02  -5.7922769E+00   2.2495358E+00
   1.1780959E+00   3.2443181E-03  -5.7785001E+00   2.2467937E+00
   1.1821467E+00   3.9308246E-02  -5.7062178E+00   2.2496781E+00
   1.1841317E+00   3.5743635E-02  -5.3385358E+00   2.2543933E+00
   1.1880267E+00   4.9831212E-02  -5.3862925E+00   2.2530816E+00
   1.1918271E+00   4.2681523E-02  -5.4858265E+00   2.2514184E+00
   1.1955395E+00   5.6506570E-02  -5.4609652E+00   2.2524786E+00
   1.1991700E+00   5.4324042E-02  -5.4401155E+00   2.2505369E+00
   1.2027237E+00   4.9612142E-02  -4.9920025E+00   2.2464499E+00
   1.2044733E+00  -4.6291221E-03  -5.0464883E+00   2.2442744E+00
   1.2079204E+00   3.5186067E-02  -5.2278528E+00   2.2492664E+00
   1.2113017E+00   2.8067362E-02  -5.2199326E+00   2.2485843E+00
   1.2146207E+00  -1.8530490E-02  -5.1698050E+00   2.2527168E+00
