  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   19:27:43  02/12/2024 xsog     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.376E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1679080E+00   8.5756788E-03  -4.4326472E+00  -1.9795693E-02
   1.1719593E+00   1.6360655E-02  -4.3583512E+00  -1.6622579E-02
   1.1749572E+00   2.4017070E-03  -4.2962022E+00  -1.5985742E-02
   1.1780092E+00   1.0528317E-02  -4.2067213E+00  -1.3660234E-02
   1.1817671E+00   1.3375846E-02  -4.1628904E+00  -1.4455427E-02
   1.1850863E+00   1.4699897E-03  -4.0942764E+00  -7.9980325E-03
   1.1880012E+00   4.3109036E-03  -4.0490699E+00  -4.9672355E-03
   1.1919137E+00   6.6688233E-03  -3.9898667E+00  -6.5354337E-03
   1.1947871E+00   1.2621804E-02  -3.9183550E+00  -2.4209523E-03
   1.1985505E+00   1.2967075E-03  -3.8244770E+00  -5.6642555E-03
   1.2022176E+00   1.0049937E-02  -3.8285728E+00  -3.3692471E-03
   1.2049568E+00   3.2427493E-03  -3.7431712E+00  -4.2462125E-04
   1.2088623E+00   6.5574939E-03  -3.6384220E+00  -3.0230309E-04
   1.2118125E+00   1.2171310E-03  -3.5886300E+00   2.3889032E-03
   1.2157456E+00   3.8121340E-03  -3.5380745E+00   1.1524971E-03
   1.2190005E+00   2.3436286E-03  -3.4878848E+00   3.8083903E-03
   1.2224531E+00   1.6386170E-03  -3.4214778E+00   4.4706487E-03
   1.2254874E+00   3.4969456E-03  -3.3870447E+00   2.2880535E-03
   1.2287285E+00  -2.9797333E-03  -3.3345864E+00   8.6609190E-03
   1.2320839E+00  -3.7567525E-03  -3.2428062E+00   1.0478373E-02
   1.2355355E+00  -3.9833002E-03  -3.1732357E+00   1.1480061E-02
   1.2388952E+00  -3.2446627E-03  -3.0906930E+00   1.0858893E-02
   1.2424062E+00  -1.4933288E-03  -3.0486815E+00   1.0640970E-02
   1.2459230E+00  -1.0689433E-03  -2.9989989E+00   1.5492270E-02
   1.2494457E+00  -6.2012775E-03  -2.9374082E+00   1.5346772E-02
   1.2529745E+00  -6.6244733E-03  -2.8864741E+00   1.4719218E-02
   1.2553260E+00  -1.1289920E-02  -2.8344121E+00   1.5854027E-02
   1.2588093E+00   5.0598136E-03  -2.7214389E+00   1.3848696E-02
   1.2622375E+00  -3.5910956E-03  -2.6776781E+00   1.6114620E-02
   1.2656134E+00  -3.8505034E-03  -2.6530952E+00   1.5213066E-02
   1.2698597E+00  -4.5395554E-03  -2.5700743E+00   1.6514285E-02
   1.2731256E+00  -9.2192767E-03  -2.5028579E+00   1.8027224E-02
   1.2760526E+00  -7.1831238E-03  -2.4160454E+00   1.4991101E-02
   1.2795582E+00  -7.6100021E-03  -2.3449438E+00   1.8702658E-02
   1.2826266E+00  -2.2928680E-03  -2.3031690E+00   1.9168226E-02
   1.2865454E+00  -3.1750828E-03  -2.2743242E+00   2.1259191E-02
   1.2895358E+00  -6.2620980E-03  -2.1911559E+00   1.8684933E-02
   1.2925534E+00  -6.3717305E-03  -2.1173894E+00   2.0253986E-02
   1.2965242E+00  -6.3709039E-03  -2.0568628E+00   1.8906696E-02
   1.2994624E+00  -4.2629661E-03  -2.0072234E+00   2.0233037E-02
   1.3032913E+00  -1.2240659E-02  -1.9116961E+00   2.2244053E-02
   1.3060995E+00  -4.7877925E-03  -1.8522174E+00   2.1468485E-02
   1.3098614E+00  -1.0612033E-02  -1.8047997E+00   2.0509079E-02
   1.3135949E+00   3.7669970E-03  -1.7448539E+00   1.6131690E-02
   1.3163643E+00  -2.2187017E-02  -1.6739815E+00   2.7463412E-02
   1.3200173E+00  -1.0512066E-02  -1.6003339E+00   2.3426332E-02
   1.3236271E+00  -9.5317047E-03  -1.5365164E+00   2.2925235E-02
   1.3271955E+00  -4.8140013E-03  -1.4654216E+00   2.3467388E-02
   1.3298455E+00  -5.6398688E-03  -1.4292637E+00   2.1653883E-02
   1.3333452E+00  -8.6889556E-03  -1.3645211E+00   2.3183195E-02
   1.3368077E+00  -5.4465723E-03  -1.2608147E+00   2.3913432E-02
   1.3402344E+00  -1.3370970E-02  -1.2081866E+00   2.3188708E-02
   1.3436266E+00  -1.9960335E-02  -1.1528782E+00   2.4331635E-02
   1.3469856E+00  -8.5135046E-03  -1.0355120E+00   1.9736199E-02
   1.3503125E+00  -9.0172365E-03  -1.0577894E+00   2.3381181E-02
   1.3536084E+00  -1.2187392E-02  -9.5677447E-01   2.3154180E-02
   1.3568743E+00  -1.4389619E-02  -8.4027278E-01   1.9968433E-02
   1.3609163E+00  -8.6470731E-03  -7.9674006E-01   2.3483448E-02
   1.3641185E+00  -9.4214501E-03  -7.5435913E-01   2.0706711E-02
   1.3672936E+00  -5.0165080E-03  -6.9487584E-01   2.2011770E-02
   1.3704427E+00  -2.2639666E-02  -5.8626813E-01   2.1573253E-02
   1.3743438E+00  -3.1615186E-03  -4.9613598E-01   1.9390415E-02
   1.3774371E+00  -1.4907360E-02  -4.9869007E-01   2.1841591E-02
   1.3805068E+00  -1.2760491E-02  -4.0952849E-01   1.9989230E-02
   1.3843117E+00  -1.3491507E-02  -3.0692169E-01   2.0216733E-02
   1.3873305E+00  -1.8774681E-02  -2.8140253E-01   2.2264639E-02
   1.3910741E+00  -2.6683277E-03  -1.4804199E-01   1.8647131E-02
   1.3940452E+00  -1.2349500E-02  -9.5786773E-02   2.2271270E-02
   1.3977309E+00  -2.8009525E-02  -8.7986343E-02   2.1165414E-02
   1.4008213E+00  -1.1366709E-02  -1.1566232E-02   1.7226376E-02
   1.4047352E+00  -2.9561661E-02   1.7363954E-01   2.2305829E-02
   1.4075603E+00  -1.6312778E-02   1.7633003E-01   2.2560300E-02
   1.4111373E+00  -1.5200315E-02   2.2140603E-01   2.7204338E-02
   1.4146870E+00  -1.8757626E-02   3.3543485E-01   2.0965163E-02
   1.4182103E+00  -2.3703437E-02   3.8791275E-01   2.2555241E-02
   1.4210105E+00  -1.4482800E-02   4.6592686E-01   2.1312034E-02
   1.4244882E+00  -1.9415239E-02   5.5006564E-01   2.1364022E-02
   1.4279416E+00  -1.8777162E-02   6.0013551E-01   2.5629334E-02
   1.4313715E+00  -2.2797419E-02   6.5987217E-01   1.8774126E-02
   1.4347782E+00  -1.2173091E-02   7.6959813E-01   2.0934183E-02
   1.4381627E+00  -2.0772800E-02   8.3886522E-01   1.9941837E-02
   1.4415255E+00  -2.1255100E-02   8.9112085E-01   2.2691363E-02
   1.4448670E+00  -1.2903882E-02   9.6079117E-01   2.1412672E-02
   1.4481122E+00  -1.8189251E-02   1.0580305E+00   1.3006594E-02
   1.4519967E+00  -1.6141493E-02   1.1444274E+00   1.7347796E-02
   1.4548250E+00  -2.1554928E-02   1.1954778E+00   2.1383360E-02
   1.4580992E+00  -2.3345225E-02   1.2594538E+00   1.9323340E-02
   1.4616048E+00  -1.7644107E-02   1.3338045E+00   1.8135112E-02
   1.4649329E+00  -3.8416047E-02   1.3894951E+00   2.0619720E-02
   1.4683228E+00  -1.1014675E-02   1.4960560E+00   1.7784607E-02
   1.4718250E+00  -2.0279707E-02   1.5707356E+00   1.4981047E-02
   1.4755989E+00  -3.8830891E-02   1.6312239E+00   1.6645443E-02
   1.4789485E+00  -1.6929038E-02   1.7524494E+00   1.5824694E-02
   1.4824512E+00  -1.3984727E-02   1.8263613E+00   1.1743476E-02
   1.4859495E+00  -3.0126333E-02   1.8938279E+00   1.5213961E-02
   1.4893279E+00  -2.6650394E-03   1.9572742E+00   1.1178523E-02
   1.4926187E+00  -2.7968029E-02   2.0041244E+00   9.6610449E-03
   1.4958341E+00  -1.9381095E-02   2.1053631E+00   7.1989223E-03
   1.4989932E+00  -1.5894501E-02   2.1728740E+00   9.4201760E-03
   1.5021083E+00  -3.3431519E-02   2.2430921E+00   7.3189414E-03
   1.5051932E+00  -1.8735304E-02   2.3161311E+00   4.4556516E-03
   1.5092713E+00  -2.7237013E-02   2.3864040E+00   3.2674370E-03
   1.5122664E+00  -2.0145139E-02   2.4698050E+00  -7.1029714E-04
   1.5162807E+00  -1.8514112E-02   2.5900197E+00  -5.9122179E-04
   1.5192733E+00  -2.3118045E-02   2.6010523E+00  -8.4799854E-03
   1.5222530E+00  -2.4306582E-02   2.7286808E+00  -3.7406764E-03
   1.5262010E+00  -2.2514673E-02   2.7527499E+00  -7.4378066E-03
   1.5291469E+00  -2.4734164E-02   2.8284278E+00  -9.8402658E-03
   1.5330606E+00  -1.4657817E-02   2.8451045E+00  -1.0024287E-02
   1.5359828E+00  -5.0230742E-02   3.0618930E+00  -1.6857909E-02
   1.5396628E+00  -4.4069856E-02   2.9249682E+00  -1.4721734E-02
   1.5433047E+00  -1.5262760E-02   3.1649895E+00  -1.5076965E-02
   1.5461916E+00  -3.1020455E-02   3.1485481E+00  -2.0601077E-02
   1.5499884E+00  -1.3164207E-02   3.3108692E+00  -2.7211472E-02
   1.5527773E+00  -9.8612485E-04   3.3805757E+00  -2.2969786E-02
   1.5564412E+00  -3.4691304E-02   3.4536185E+00  -2.7044676E-02
   1.5600494E+00  -2.1553293E-02   3.5527430E+00  -2.2975445E-02
   1.5627158E+00  -2.8473012E-02   3.5812287E+00  -3.1585723E-02
   1.5662714E+00   5.9030219E-03   3.6853356E+00  -2.9721376E-02
   1.5698228E+00  -1.0691158E-02   3.7569518E+00  -3.0817522E-02
   1.5733807E+00  -1.7580446E-02   3.8251369E+00  -3.6428787E-02
   1.5769752E+00  -2.5415780E-02   3.9113533E+00  -3.7220653E-02
   1.5796953E+00  -3.8522619E-03   4.0245795E+00  -4.2504940E-02
   1.5833223E+00  -8.0520846E-03   4.0837164E+00  -3.8818300E-02
   1.5869186E+00  -1.4439720E-02   4.1035442E+00  -4.1802246E-02
   1.5896940E+00  -3.1770814E-02   4.1485944E+00  -4.4167571E-02
   1.5934800E+00  -5.6552216E-03   4.2704468E+00  -4.5151800E-02
   1.5963750E+00  -3.2522000E-02   4.3419514E+00  -4.7825344E-02
   1.6005706E+00  -1.3208172E-02   4.4192691E+00  -5.3188544E-02
   1.6040701E+00  -1.2275415E-02   4.5443163E+00  -4.9256928E-02
   1.6064221E+00  -7.8677200E-03   4.5366125E+00  -5.6939188E-02
   1.6099912E+00  -2.1345781E-02   4.6498919E+00  -6.2091909E-02
   1.6136181E+00  -2.9702537E-02   4.7504201E+00  -6.0755335E-02
   1.6172438E+00  -5.3113378E-03   4.8297582E+00  -6.1616134E-02
   1.6204442E+00  -2.0871058E-02   4.8705573E+00  -5.5986587E-02
   1.6239911E+00  -2.1628855E-02   4.9704561E+00  -6.1721176E-02
   1.6271446E+00  -3.8678627E-03   5.0445685E+00  -6.0252797E-02
   1.6305401E+00  -1.9644612E-02   5.1083732E+00  -5.8574401E-02
   1.6336061E+00   1.3516078E-02   5.2922807E+00  -7.6551639E-02
   1.6368984E+00  -7.7041821E-03   5.1931505E+00  -6.5377407E-02
   1.6410352E+00  -1.4768707E-02   5.2696743E+00  -6.4084463E-02
   1.6437609E+00   5.2205105E-03   5.5064616E+00  -7.0082277E-02
   1.6478852E+00  -2.4379669E-02   5.3840137E+00  -6.9523565E-02
   1.6508001E+00  -1.1967439E-02   5.5138230E+00  -6.9751084E-02
   1.6537939E+00   3.0213591E-02   5.9390340E+00  -8.1851810E-02
   1.6575725E+00   6.8077398E-03   5.4404421E+00  -6.2047582E-02
   1.6612760E+00  -3.1704381E-02   5.9119358E+00  -8.8685445E-02
   1.6641179E+00  -1.1422752E-02   5.9080329E+00  -6.7272529E-02
   1.6675760E+00  -2.7437853E-02   5.8680983E+00  -6.6677615E-02
   1.6709944E+00   2.1696458E-02   5.9874048E+00  -6.1240606E-02
   1.6747624E+00   2.7531654E-02   6.1516228E+00  -5.7981428E-02
   1.6779972E+00  -1.0383884E-02   6.1793528E+00  -5.1492061E-02
   1.6816105E+00  -9.1989096E-03   6.2496347E+00  -5.7606485E-02
   1.6850320E+00   2.2071306E-02   6.3875475E+00  -6.2695011E-02
   1.6875919E+00   9.1157919E-03   6.4065313E+00  -8.6964682E-02
   1.6917045E+00  -1.2379626E-03   6.5268645E+00  -4.1357581E-02
   1.6950233E+00   1.5716774E-02   6.5765119E+00  -2.9627692E-02
   1.6983005E+00   1.6190365E-02   6.6605344E+00  -1.4310267E-02
   1.7014160E+00  -1.9355563E-02   6.7204919E+00  -4.9752474E-02
   1.7046154E+00  -1.2381949E-02   6.7892466E+00  -3.2858104E-02
   1.7085652E+00   1.3555853E-02   6.9007502E+00  -4.2234823E-02
   1.7116860E+00   3.3351164E-03   6.9795356E+00  -3.0038493E-02
   1.7147738E+00  -9.6312091E-03   7.0468159E+00  -2.9878831E-02
   1.7185888E+00   3.9058255E-03   7.1374063E+00  -2.9745471E-02
   1.7219089E+00  -1.3679055E-02   7.2092748E+00  -1.7898766E-02
   1.7250408E+00  -1.7867996E-03   7.2849917E+00  -2.8962623E-02
   1.7282807E+00  -1.4350349E-02   7.3738422E+00  -1.7566556E-02
   1.7317947E+00  -1.4190136E-02   7.4469180E+00   3.9854804E-03
   1.7354112E+00  -1.2814712E-02   7.5229306E+00  -1.4546927E-02
   1.7389892E+00  -1.0109856E-02   7.6182261E+00   1.1100195E-02
   1.7418252E+00  -7.8431191E-03   7.6804976E+00   5.8234408E-03
   1.7453383E+00  -3.0901810E-04   7.8040881E+00   7.3168660E-03
   1.7488172E+00   5.0594485E-03   7.8650255E+00  -9.7721629E-03
   1.7522634E+00  -1.8975016E-02   7.9517708E+00  -1.9126730E-02
   1.7556782E+00  -1.1754916E-03   8.0450592E+00  -2.0675573E-02
   1.7590625E+00  -1.3391769E-02   8.1144896E+00  -2.0327698E-02
   1.7624178E+00  -4.2880070E-03   8.2009192E+00  -3.3547748E-02
   1.7657448E+00   2.0901477E-03   8.2623796E+00  -3.3085756E-02
   1.7690448E+00  -4.8838584E-03   8.3538618E+00  -4.0802866E-02
   1.7723185E+00  -6.2167430E-03   8.4415226E+00  -3.5572253E-02
   1.7755669E+00  -4.8758998E-03   8.4981642E+00  -5.0357610E-02
   1.7794328E+00   5.7633021E-03   8.6076975E+00  -5.6884337E-02
   1.7826284E+00   6.8928618E-03   8.6186094E+00  -5.5343769E-02
   1.7858014E+00   1.6004240E-02   8.7415743E+00  -6.0379390E-02
   1.7895799E+00   1.3657684E-02   8.8771582E+00  -6.9240637E-02
   1.7927053E+00   7.3974733E-03   8.9185181E+00  -6.9990508E-02
   1.7958101E+00   4.4285962E-03   8.9571915E+00  -7.2785832E-02
   1.7995096E+00   9.2381220E-03   9.0859804E+00  -7.8759193E-02
   1.8025714E+00   3.5353106E-02   9.1554651E+00  -9.1799207E-02
   1.8062209E+00   3.4586680E-03   9.1954870E+00  -9.3511455E-02
   1.8092421E+00   1.9488649E-02   9.2666531E+00  -9.3564272E-02
   1.8128301E+00   2.0425506E-02   9.3712301E+00  -9.2530511E-02
   1.8163683E+00   2.3019513E-02   9.4109955E+00  -1.0530207E-01
   1.8198589E+00   1.6242355E-02   9.4853630E+00  -1.0807081E-01
   1.8233036E+00   2.4589486E-02   9.5492258E+00  -1.1168395E-01
   1.8261403E+00   1.3186072E-02   9.6272631E+00  -1.1614434E-01
   1.8300622E+00   2.8405441E-02   9.6960487E+00  -1.1876220E-01
   1.8333793E+00   1.5508299E-02   9.7768288E+00  -1.1776239E-01
   1.8365291E+00   1.8880324E-02   9.8410435E+00  -1.2314031E-01
   1.8397223E+00   1.4837618E-02   9.9070740E+00  -1.2652363E-01
   1.8434578E+00   9.2600621E-03   9.9789896E+00  -1.3680725E-01
   1.8466213E+00   2.7430549E-02   1.0034520E+01  -1.1953337E-01
   1.8502687E+00   2.4494128E-02   1.0096846E+01  -1.3244458E-01
   1.8533593E+00   3.4964167E-02   1.0159474E+01  -1.3193811E-01
   1.8569247E+00   4.0215030E-02   1.0205395E+01  -1.3925761E-01
   1.8599473E+00   2.3522990E-02   1.0272409E+01  -1.4133070E-01
   1.8634359E+00   2.3854177E-02   1.0344267E+01  -1.3479155E-01
   1.8668851E+00   1.7523892E-02   1.0418557E+01  -1.5995701E-01
   1.8702964E+00   4.0551335E-02   1.0466800E+01  -1.6298901E-01
   1.8736707E+00   4.2957280E-02   1.0526479E+01  -1.6673461E-01
   1.8771152E+00   1.4886568E-02   1.0615885E+01  -1.7337692E-01
   1.8803575E+00   3.2457370E-02   1.0668075E+01  -1.6823126E-01
   1.8836278E+00   2.1462180E-02   1.0702597E+01  -1.7182991E-01
   1.8873255E+00   2.1765053E-02   1.0771267E+01  -1.6127460E-01
   1.8905274E+00   3.2484561E-02   1.0814713E+01  -1.7076170E-01
   1.8941493E+00   3.1662192E-02   1.0871744E+01  -1.7233820E-01
   1.8972869E+00   2.9175205E-02   1.0927755E+01  -1.7617890E-01
   1.9008375E+00   3.0917820E-02   1.0999525E+01  -1.7058960E-01
   1.9039145E+00   2.9822050E-02   1.1026738E+01  -1.6385478E-01
   1.9073979E+00   3.8370274E-02   1.1086188E+01  -1.7375036E-01
   1.9108469E+00   2.3520185E-02   1.1108144E+01  -1.6702366E-01
   1.9142627E+00   3.4701813E-02   1.1166630E+01  -1.8531723E-01
   1.9175724E+00   5.8482029E-02   1.1167760E+01  -1.8773665E-01
   1.9211814E+00   1.9750303E-02   1.1240316E+01  -1.8607678E-01
   1.9242004E+00   2.9207056E-02   1.1266107E+01  -2.0297630E-01
   1.9277437E+00   5.5990148E-02   1.1275421E+01  -1.8286695E-01
   1.9312091E+00   1.1884384E-02   1.1349400E+01  -2.3500326E-01
   1.9346514E+00   1.3260452E-02   1.1412843E+01  -2.1065451E-01
   1.9380544E+00   2.1899465E-02   1.1425451E+01  -2.3194219E-01
   1.9414189E+00   2.7468210E-02   1.1402320E+01  -2.4195376E-01
   1.9447442E+00   3.6269572E-02   1.1471637E+01  -2.3793352E-01
   1.9480439E+00   2.5457812E-02   1.1549406E+01  -2.3899458E-01
   1.9513657E+00   2.6097951E-02   1.1528374E+01  -2.4257146E-01
   1.9547244E+00   4.0964969E-02   1.1550440E+01  -2.4833702E-01
   1.9581841E+00   2.2829736E-02   1.1549441E+01  -3.1053734E-01
   1.9617244E+00   2.8152507E-02   1.1590793E+01  -3.0244139E-01
   1.9646550E+00   3.9154656E-02   1.1613525E+01  -2.8478107E-01
   1.9684764E+00   8.1713878E-02   1.1581815E+01  -3.2045460E-01
   1.9713961E+00   1.5997719E-02   1.1613696E+01  -3.2121849E-01
   1.9748694E+00   4.3607917E-02   1.1636869E+01  -3.3427963E-01
   1.9782953E+00   4.7213294E-02   1.1668754E+01  -3.4301686E-01
   1.9816128E+00   2.6428102E-02   1.1709295E+01  -3.6106452E-01
   1.9848883E+00   4.5969184E-02   1.1682873E+01  -3.7205872E-01
   1.9884188E+00   3.5521016E-02   1.1645169E+01  -3.8767222E-01
   1.9921340E+00   5.6236126E-02   1.1615028E+01  -3.8163716E-01
   1.9951574E+00   3.4170754E-02   1.1667197E+01  -4.3198207E-01
   1.9988253E+00   7.4341528E-02   1.1704588E+01  -4.3337506E-01
   2.0022573E+00   3.3357456E-02   1.1617927E+01  -4.5575407E-01
   2.0052168E+00   3.3185188E-02   1.1639283E+01  -4.4055608E-01
   2.0084667E+00   4.3112509E-02   1.1584124E+01  -4.7303525E-01
   2.0122628E+00   8.5380882E-02   1.1538501E+01  -4.6167386E-01
   2.0155396E+00   3.7500635E-02   1.1496757E+01  -4.9483100E-01
   2.0188513E+00   5.3794887E-02   1.1539106E+01  -5.1652241E-01
   2.0223837E+00   4.8062805E-02   1.1446447E+01  -5.2822256E-01
   2.0256951E+00   5.7084147E-02   1.1425229E+01  -5.3028536E-01
   2.0290022E+00   6.2391903E-02   1.1427322E+01  -5.4986030E-01
   2.0323462E+00   5.1379435E-02   1.1334022E+01  -5.7476842E-01
   2.0361009E+00   5.4845028E-02   1.1348963E+01  -5.8928597E-01
   2.0394402E+00   5.6286082E-02   1.1299628E+01  -5.9539163E-01
   2.0423684E+00   5.5820603E-02   1.1242608E+01  -6.0218149E-01
   2.0460572E+00   5.3468060E-02   1.1253971E+01  -6.0693336E-01
   2.0491757E+00   3.9237157E-02   1.1183196E+01  -6.1840439E-01
   2.0524869E+00   5.4640632E-02   1.1066696E+01  -6.4806932E-01
   2.0556488E+00   3.4822181E-02   1.1039272E+01  -6.6562456E-01
   2.0594320E+00   6.5176189E-02   1.1057113E+01  -6.8334961E-01
   2.0626063E+00   3.5132203E-02   1.0821680E+01  -7.0329779E-01
   2.0662539E+00   5.0956588E-02   1.0812871E+01  -7.1994388E-01
   2.0692065E+00   5.0040260E-02   1.0885198E+01  -7.4903959E-01
   2.0729561E+00   3.8929727E-02   1.0731370E+01  -7.3764837E-01
   2.0765023E+00   6.9230966E-02   1.0669156E+01  -7.6306289E-01
   2.0799851E+00   5.6835894E-02   1.0579635E+01  -7.8854066E-01
   2.0832951E+00   4.5312993E-02   1.0498504E+01  -8.0664909E-01
   2.0863481E+00   3.5983816E-02   1.0437845E+01  -8.3330274E-01
   2.0894926E+00   1.0196203E-01   1.0430363E+01  -8.3811641E-01
   2.0932539E+00   2.7774816E-02   1.0288072E+01  -8.6245954E-01
   2.0962956E+00   3.4816425E-02   1.0186867E+01  -8.6875767E-01
   2.0999525E+00   6.4545617E-02   1.0121630E+01  -9.0420973E-01
   2.1035247E+00   4.5120139E-02   1.0006494E+01  -9.1875732E-01
   2.1063185E+00   3.5555750E-02   9.9368124E+00  -9.2895353E-01
   2.1096740E+00   7.7247046E-02   9.8309202E+00  -9.5064211E-01
   2.1134701E+00   3.8284928E-02   9.6389599E+00  -9.6366596E-01
   2.1165538E+00   6.7227282E-02   9.6254368E+00  -9.8374295E-01
   2.1201563E+00   5.6563541E-02   9.4696779E+00  -1.0009480E+00
   2.1237109E+00   4.1201390E-02   9.3925591E+00  -1.0198861E+00
   2.1266549E+00   3.9085887E-02   9.2381916E+00  -1.0353881E+00
   2.1300986E+00   5.4447547E-02   9.0904284E+00  -1.0485253E+00
   2.1335993E+00   4.0982369E-02   8.9639778E+00  -1.0602815E+00
   2.1370604E+00   4.7995694E-02   8.8695173E+00  -1.0772489E+00
   2.1404960E+00   6.2513672E-02   8.7279816E+00  -1.0943034E+00
   2.1439118E+00   4.0641032E-02   8.5381031E+00  -1.1070381E+00
   2.1468956E+00   5.3723615E-02   8.4249840E+00  -1.1226461E+00
   2.1505327E+00   4.2615931E-02   8.3286810E+00  -1.1327751E+00
   2.1541481E+00   5.2183803E-02   8.1521549E+00  -1.1561282E+00
   2.1571410E+00   6.5679476E-02   8.0496559E+00  -1.1621962E+00
   2.1607184E+00   2.8777421E-02   7.9284315E+00  -1.1779031E+00
   2.1642911E+00   4.6049766E-02   7.7186666E+00  -1.1897190E+00
   2.1672690E+00   4.6644006E-02   7.5668740E+00  -1.2033330E+00
   2.1708496E+00  -2.7266855E-03   7.2544632E+00  -1.2105868E+00
   2.1738536E+00   4.4991478E-02   7.3337159E+00  -1.2248373E+00
   2.1774642E+00   4.2636111E-02   7.0792165E+00  -1.2320081E+00
   2.1810918E+00   4.8114710E-02   6.9307017E+00  -1.2408165E+00
   2.1841345E+00   4.0093143E-02   6.7808437E+00  -1.2527860E+00
   2.1876843E+00   2.7729975E-02   6.7069020E+00  -1.2675341E+00
   2.1909804E+00   7.3618233E-02   6.3536153E+00  -1.2763160E+00
   2.1944952E+00   4.0871955E-02   6.2637081E+00  -1.2767107E+00
   2.1975827E+00   1.1587099E-02   6.2866306E+00  -1.2791278E+00
   2.2013278E+00   5.0750162E-02   5.9922118E+00  -1.2954808E+00
   2.2045004E+00   3.6368396E-02   5.6154604E+00  -1.2979045E+00
   2.2077265E+00   3.9270207E-02   5.5780306E+00  -1.3026090E+00
   2.2110207E+00   5.2095909E-02   5.5969996E+00  -1.2996902E+00
   2.2143996E+00   5.9510879E-02   5.3582940E+00  -1.3030543E+00
   2.2178729E+00   1.0218246E-01   5.0213208E+00  -1.3063614E+00
   2.2214746E+00   4.8884887E-02   4.9231038E+00  -1.2974108E+00
   2.2250626E+00   4.7564823E-02   4.8103104E+00  -1.2967514E+00
   2.2284243E+00   5.8988594E-03   4.6318393E+00  -1.3000195E+00
   2.2312663E+00   5.1899545E-02   4.4422917E+00  -1.2936507E+00
   2.2350729E+00   3.0549901E-02   4.3593297E+00  -1.2916436E+00
   2.2379427E+00   3.3920869E-02   4.1953478E+00  -1.2957437E+00
   2.2416360E+00   6.0644567E-02   4.0318666E+00  -1.3091841E+00
   2.2451754E+00   4.1586418E-02   3.8179879E+00  -1.2982500E+00
   2.2484446E+00   6.2203515E-02   3.7479987E+00  -1.2907904E+00
   2.2519152E+00   3.3792634E-02   3.5415139E+00  -1.2907640E+00
   2.2548904E+00   4.6695802E-02   3.3432922E+00  -1.2878982E+00
   2.2586660E+00   2.9092355E-02   3.2539504E+00  -1.3057992E+00
   2.2622361E+00   3.9957710E-02   3.1158545E+00  -1.3051270E+00
   2.2653935E+00   3.8671799E-02   2.8990960E+00  -1.2884039E+00
   2.2690396E+00   4.7542587E-02   2.7686746E+00  -1.2843854E+00
   2.2722874E+00   1.1420275E-01   2.6335733E+00  -1.2849292E+00
   2.2751145E+00   3.3495344E-02   2.4025867E+00  -1.2830874E+00
   2.2785010E+00   4.1034020E-02   2.3275445E+00  -1.2702025E+00
   2.2820532E+00   5.0556302E-02   2.2177627E+00  -1.2746840E+00
   2.2855852E+00   5.0654862E-02   2.0386426E+00  -1.2796904E+00
   2.2890995E+00   6.1385784E-02   1.8735479E+00  -1.2715501E+00
   2.2925854E+00   6.2880702E-02   1.7163222E+00  -1.2702569E+00
   2.2959030E+00   4.2479564E-02   1.5692345E+00  -1.2681680E+00
   2.2993805E+00   3.3593368E-02   1.4253631E+00  -1.2533925E+00
   2.3027554E+00   3.3655558E-02   1.2788347E+00  -1.2416630E+00
   2.3060081E+00   8.0549493E-02   1.1533018E+00  -1.2413210E+00
   2.3091791E+00   6.8037510E-02   1.0001177E+00  -1.2112665E+00
   2.3123095E+00   5.2142151E-02   8.2177728E-01  -1.2009974E+00
   2.3157265E+00   3.6634646E-02   7.0039850E-01  -1.1757684E+00
   2.3192348E+00   3.9878152E-03   6.4332026E-01  -1.1753789E+00
   2.3226962E+00   4.2751934E-02   4.6091381E-01  -1.1364967E+00
   2.3258271E+00   1.5092053E-01   3.9732409E-01  -1.1461754E+00
   2.3295283E+00  -2.7082780E-02   2.3280038E-01  -1.1332735E+00
   2.3330119E+00   9.3292981E-02  -3.5973731E-02  -1.1275192E+00
   2.3360443E+00  -6.0393540E-03  -3.5847999E-02  -1.0998443E+00
   2.3394568E+00  -8.7345985E-04  -1.7659834E-01  -1.0641813E+00
   2.3429320E+00  -7.5440211E-03  -2.2058234E-01  -1.0500549E+00
   2.3461552E+00   6.9819622E-02  -3.7194735E-01  -1.0383264E+00
   2.3500040E+00   1.6398415E-02  -4.7593692E-01  -9.8475838E-01
   2.3528378E+00   3.7617486E-02  -6.3703173E-01  -1.0059482E+00
   2.3565013E+00   1.0517265E-01  -6.5341651E-01  -9.9641514E-01
   2.3599334E+00   2.0181580E-02  -7.6352972E-01  -9.7410119E-01
   2.3629823E+00   9.5683979E-03  -8.3168966E-01  -9.3832213E-01
   2.3668437E+00   1.3621553E-02  -1.0390354E+00  -9.1842377E-01
   2.3699701E+00   2.9338179E-02  -1.0855558E+00  -8.9253217E-01
   2.3732901E+00  -5.9402823E-03  -1.1594719E+00  -8.7788880E-01
   2.3764849E+00   3.1254871E-04  -1.2446380E+00  -8.6473393E-01
