  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   11:24:45  02/13/2024 txso     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.376E+00
   time              pfxob_1         pfyob_1         pfzob_1
   2.3330388E+00   1.5734726E-01   1.8048969E-01  -1.0309594E+00
   2.3361869E+00   1.3356504E-01   4.5068160E-02  -1.0282091E+00
   2.3397079E+00   1.3118121E-01  -4.7930274E-03  -1.0019299E+00
   2.3428819E+00   1.0321712E-01  -1.6324623E-01  -9.8534787E-01
   2.3463027E+00   7.2677322E-02  -3.0929142E-01  -9.6661502E-01
   2.3495197E+00   1.2885065E-01  -3.6683267E-01  -9.5063996E-01
   2.3530273E+00   7.7946134E-02  -4.6069986E-01  -9.3133271E-01
   2.3562565E+00   1.4037111E-01  -6.8104166E-01  -9.1663408E-01
   2.3598466E+00   8.9302480E-02  -6.8485272E-01  -8.8909125E-01
   2.3634181E+00   7.8424774E-02  -7.6274115E-01  -8.7219024E-01
   2.3665988E+00   9.1261849E-02  -8.7713569E-01  -8.5830700E-01
   2.3697968E+00   3.8545039E-02  -9.8458242E-01  -8.6299241E-01
   2.3734415E+00   4.7592934E-02  -1.0766140E+00  -8.4289438E-01
   2.3767059E+00   8.6034887E-02  -1.1078064E+00  -8.1610477E-01
   2.3803449E+00   6.6162057E-02  -1.2114160E+00  -8.0783182E-01
   2.3836584E+00   6.1038181E-02  -1.3269007E+00  -7.9559261E-01
   2.3871641E+00   5.9743956E-02  -1.3678468E+00  -7.7643001E-01
   2.3899689E+00   5.7097174E-02  -1.4402276E+00  -7.8137928E-01
   2.3934748E+00   6.8176419E-02  -1.5437355E+00  -7.6801842E-01
   2.3968127E+00   2.8921230E-02  -1.6027910E+00  -7.5109744E-01
   2.4001958E+00   5.9451122E-02  -1.6676139E+00  -7.3589265E-01
   2.4035125E+00  -8.0359066E-03  -1.7165097E+00  -7.2734344E-01
   2.4068675E+00   2.5666589E-02  -1.8037093E+00  -7.1429503E-01
   2.4103732E+00   3.5330098E-02  -1.8746504E+00  -6.9081032E-01
   2.4138789E+00   1.8140566E-02  -1.9168366E+00  -6.8008393E-01
   2.4169052E+00   4.0329415E-02  -1.9637988E+00  -6.4914989E-01
   2.4203527E+00   4.4122346E-02  -2.0540440E+00  -6.4611101E-01
   2.4238584E+00   1.6302796E-02  -2.1041646E+00  -6.2291151E-01
   2.4273643E+00   3.5095669E-02  -2.1467688E+00  -5.9762210E-01
   2.4308701E+00  -6.0717771E-03  -2.1998057E+00  -5.7110262E-01
   2.4343760E+00   2.7843090E-02  -2.2284138E+00  -5.5700439E-01
   2.4371805E+00   2.2835324E-02  -2.2488878E+00  -5.2838588E-01
   2.4405341E+00  -6.1212364E-03  -2.3039598E+00  -5.0138360E-01
   2.4440970E+00  -1.5894642E-02  -2.3992107E+00  -5.0321198E-01
   2.4475365E+00   2.8296247E-02  -2.3981211E+00  -4.6737176E-01
   2.4512584E+00   7.0187855E-03  -2.4275970E+00  -4.4320154E-01
   2.4543848E+00  -1.5641317E-02  -2.4772465E+00  -4.1940045E-01
   2.4575174E+00   3.1569544E-02  -2.5104113E+00  -4.2169556E-01
   2.4608803E+00  -4.3041541E-04  -2.5433495E+00  -4.0395945E-01
   2.4643118E+00   3.4436313E-03  -2.5647588E+00  -3.9634901E-01
   2.4677522E+00   2.2402905E-02  -2.5928731E+00  -3.7112805E-01
   2.4712505E+00  -1.1357920E-02  -2.6517680E+00  -3.5803258E-01
   2.4747562E+00   2.3462125E-03  -2.6348100E+00  -3.3335581E-01
   2.4782622E+00  -2.1349207E-02  -2.6713102E+00  -3.2872927E-01
   2.4810667E+00   5.6576356E-03  -2.7120140E+00  -3.0972120E-01
   2.4845726E+00   2.3346343E-03  -2.7111423E+00  -2.9121968E-01
   2.4880371E+00   1.8842781E-02  -2.7430954E+00  -2.8067046E-01
   2.4915428E+00   2.9614745E-02  -2.7939742E+00  -2.6837373E-01
   2.4950488E+00   2.3000918E-02  -2.7664218E+00  -2.4452221E-01
   2.4985545E+00   2.2195542E-02  -2.7877779E+00  -2.2998056E-01
   2.5013592E+00  -4.8033786E-03  -2.8053010E+00  -2.1731380E-01
   2.5048649E+00   2.5494801E-02  -2.8332269E+00  -2.0783177E-01
   2.5083709E+00   4.0318176E-02  -2.7722178E+00  -1.8215542E-01
   2.5118227E+00  -5.5789645E-03  -2.7501011E+00  -1.8710856E-01
   2.5151904E+00   1.6221618E-02  -2.8479958E+00  -1.5847462E-01
   2.5186541E+00   3.9509188E-02  -2.8253636E+00  -1.5558465E-01
   2.5221598E+00   3.4173452E-03  -2.7905579E+00  -1.5031032E-01
   2.5249646E+00   2.3155307E-02  -2.8014216E+00  -1.4080483E-01
   2.5284703E+00   2.9531468E-02  -2.8276017E+00  -1.3237384E-01
   2.5317125E+00   1.8710397E-02  -2.8129759E+00  -1.3070175E-01
   2.5352182E+00   1.9031975E-02  -2.7819827E+00  -1.1684918E-01
   2.5387242E+00   1.3441063E-02  -2.7783878E+00  -1.1711952E-01
   2.5422223E+00   4.1018017E-02  -2.7943797E+00  -8.6552076E-02
   2.5456760E+00   5.4445051E-02  -2.8145339E+00  -7.2488889E-02
   2.5490820E+00   1.3960289E-02  -2.7456567E+00  -4.7411580E-02
   2.5524426E+00   3.8013436E-02  -2.7495220E+00  -3.6757130E-02
   2.5557594E+00   8.9024976E-03  -2.7500131E+00  -1.3484901E-02
   2.5590181E+00   1.5078455E-02  -2.7503331E+00  -2.4974190E-03
   2.5622525E+00   1.6829887E-02  -2.7122200E+00   1.0049398E-02
   2.5654478E+00   3.3022109E-02  -2.7636926E+00   2.2316834E-02
   2.5692325E+00   2.4017943E-02  -2.7183282E+00   4.2893454E-02
   2.5723464E+00   2.6389668E-02  -2.6931474E+00   5.2287109E-02
   2.5760374E+00   1.9524943E-02  -2.7063599E+00   6.8289272E-02
   2.5790761E+00   3.2717239E-02  -2.7036216E+00   7.6603420E-02
   2.5826797E+00   1.8707775E-03  -2.6131675E+00   9.5641769E-02
   2.5862386E+00   9.7603258E-03  -2.6639009E+00   9.9838361E-02
   2.5891709E+00   5.1994929E-03  -2.6330342E+00   1.0337503E-01
   2.5926514E+00  -2.5191572E-03  -2.6315708E+00   1.1650901E-01
   2.5963447E+00   2.4276201E-02  -2.5693820E+00   1.2075476E-01
   2.5994031E+00  -7.9892781E-03  -2.5589366E+00   1.4397980E-01
   2.6027668E+00   3.3967420E-02  -2.5533643E+00   1.5693407E-01
   2.6060939E+00   1.9736372E-02  -2.5406110E+00   1.6746256E-01
   2.6093853E+00  -1.2090899E-02  -2.4874907E+00   1.7930624E-01
   2.6131818E+00   1.7092191E-02  -2.4642978E+00   1.8968375E-01
   2.6164002E+00   1.2196107E-02  -2.5020254E+00   1.9991113E-01
   2.6195862E+00  -1.9400209E-03  -2.4828939E+00   2.1126246E-01
   2.6232638E+00   2.0742953E-02  -2.4017527E+00   2.2515520E-01
   2.6263835E+00   8.9012654E-03  -2.3835537E+00   2.2385348E-01
   2.6299860E+00   2.4434613E-02  -2.3832493E+00   2.4227773E-01
   2.6330431E+00   4.2369656E-02  -2.3469398E+00   2.4663918E-01
   2.6365747E+00   3.0071383E-02  -2.3063579E+00   2.5404099E-01
   2.6400700E+00  -3.2849901E-03  -2.2736344E+00   2.6961312E-01
   2.6435299E+00   3.7247133E-02  -2.2506204E+00   2.7391776E-01
   2.6469555E+00   9.1571305E-03  -2.2310700E+00   2.8722480E-01
   2.6503479E+00   2.1000635E-02  -2.1600077E+00   3.0012351E-01
   2.6537080E+00   1.2231530E-02  -2.1649811E+00   3.0831841E-01
   2.6570365E+00   2.5561947E-02  -2.1484747E+00   3.0685335E-01
   2.6603346E+00   1.1358197E-02  -2.1077278E+00   3.1667086E-01
   2.6636031E+00   2.4486346E-02  -2.0678954E+00   3.2680774E-01
   2.6668425E+00   2.6814356E-02  -2.0605192E+00   3.3166984E-01
   2.6705103E+00   1.3677851E-02  -1.9802099E+00   3.4699801E-01
   2.6736903E+00   1.2081835E-02  -2.0067830E+00   3.4940362E-01
   2.6772919E+00   2.1525070E-02  -1.9499189E+00   3.5637781E-01
   2.6804154E+00   8.7439967E-03  -1.9359646E+00   3.6111027E-01
   2.6839542E+00   2.7537754E-02  -1.9057559E+00   3.7031719E-01
   2.6874611E+00  -2.1853046E-03  -1.8715150E+00   3.8107514E-01
   2.6905038E+00   2.5196200E-02  -1.8404287E+00   3.8504657E-01
   2.6939528E+00  -5.7357671E-03  -1.8126022E+00   3.9451739E-01
   2.6973717E+00   1.3997836E-02  -1.7697932E+00   3.9773133E-01
   2.7007618E+00   1.4838574E-02  -1.7537094E+00   3.9598605E-01
   2.7041237E+00   1.8673593E-02  -1.7268718E+00   4.1509318E-01
   2.7074580E+00   1.1058581E-02  -1.6733032E+00   4.1304377E-01
   2.7107651E+00   2.4123250E-02  -1.6360390E+00   4.2296410E-01
   2.7144547E+00   1.3341622E-02  -1.6305126E+00   4.2035493E-01
   2.7177069E+00   1.3291121E-02  -1.5783153E+00   4.2357340E-01
   2.7209342E+00   1.9516742E-02  -1.5354310E+00   4.2891145E-01
   2.7245357E+00   3.8531926E-02  -1.5175903E+00   4.2995667E-01
   2.7277117E+00   1.1102136E-02  -1.4809351E+00   4.3985304E-01
   2.7312567E+00   6.8557180E-02  -1.4275767E+00   4.3680564E-01
   2.7343841E+00  -3.2290712E-02  -1.4185280E+00   4.4869241E-01
   2.7378755E+00   1.5138134E-02  -1.3656291E+00   4.4513002E-01
   2.7413394E+00   1.7900318E-02  -1.3469962E+00   4.5535025E-01
   2.7447767E+00   1.5419409E-02  -1.3107629E+00   4.5035100E-01
   2.7481875E+00   1.7560754E-02  -1.2323202E+00   4.5773244E-01
   2.7515731E+00   5.8872513E-03  -1.2342110E+00   4.7403991E-01
   2.7549334E+00   8.4336344E-03  -1.2232252E+00   4.6214932E-01
   2.7582691E+00   2.2886397E-02  -1.1153231E+00   4.6442086E-01
   2.7615807E+00   1.0984321E-02  -1.1336993E+00   4.6854651E-01
   2.7648692E+00   1.6111773E-02  -1.1723278E+00   4.7053885E-01
   2.7684958E+00   2.0845208E-02  -1.0637840E+00   4.7988543E-01
   2.7717361E+00   3.4604009E-02  -1.0440463E+00   4.7447190E-01
   2.7749546E+00   1.5386901E-02  -1.0720367E+00   4.8306841E-01
   2.7785053E+00   4.5452833E-02  -9.7447789E-01   4.8192656E-01
   2.7816787E+00   1.4496328E-02  -9.6433812E-01   4.8959130E-01
   2.7851803E+00   1.4278665E-02  -9.5631695E-01   4.9547619E-01
   2.7886572E+00   1.9971440E-02  -8.6699349E-01   4.9930158E-01
   2.7921095E+00   1.5990201E-02  -8.7412292E-01   5.0502288E-01
   2.7951961E+00   2.5983289E-02  -8.2526892E-01   5.0603378E-01
   2.7986033E+00   2.2889892E-02  -7.9809374E-01   5.0939536E-01
   2.8019865E+00   3.3753410E-02  -7.6844448E-01   5.1104569E-01
   2.8053441E+00   3.7290391E-02  -6.9871169E-01   5.1333505E-01
   2.8086772E+00   2.4972545E-02  -6.9494027E-01   5.1819408E-01
   2.8123157E+00   3.0267386E-02  -6.3929266E-01   5.2176934E-01
   2.8155987E+00   2.9942697E-02  -6.2377828E-01   5.2466458E-01
   2.8188584E+00   3.8502231E-02  -5.4848117E-01   5.2711368E-01
   2.8224182E+00   3.4769673E-02  -5.4606658E-01   5.3098214E-01
   2.8256311E+00   4.1364912E-02  -5.1783770E-01   5.3226769E-01
   2.8291402E+00   3.6403619E-02  -4.7429034E-01   5.3297961E-01
   2.8323083E+00   3.6340374E-02  -4.2759371E-01   5.3499931E-01
   2.8357689E+00   3.8964935E-02  -4.1076493E-01   5.3567839E-01
   2.8392050E+00   4.0686194E-02  -3.3742109E-01   5.4292876E-01
   2.8426173E+00   3.2984398E-02  -3.0555525E-01   5.4509771E-01
   2.8460057E+00   3.9184500E-02  -3.2033789E-01   5.4659444E-01
   2.8493712E+00   4.0912665E-02  -1.9952111E-01   5.4850984E-01
   2.8527141E+00   4.4036224E-02  -2.3672433E-01   5.4935282E-01
   2.8560345E+00   4.1244067E-02  -2.0026363E-01   5.4892081E-01
   2.8593335E+00   3.7484046E-02  -1.1954790E-01   5.5717617E-01
   2.8629079E+00   4.1570470E-02  -1.3239180E-01   5.5901760E-01
   2.8661628E+00   4.3603115E-02  -4.3182287E-02   5.6043315E-01
   2.8696902E+00   4.6956949E-02  -2.5914177E-02   5.6197709E-01
   2.8729026E+00   3.9323926E-02  -2.1742655E-02   5.6374413E-01
   2.8763845E+00   5.4513127E-02   7.0191778E-02   5.6524169E-01
   2.8798435E+00   4.1425642E-02   6.2803410E-02   5.6809247E-01
   2.8829944E+00   3.8808692E-02   1.1820649E-01   5.6879467E-01
   2.8864107E+00   4.1079808E-02   1.7211051E-01   5.7285923E-01
   2.8898053E+00   4.5104977E-02   1.9597270E-01   5.7298034E-01
   2.8931785E+00   4.5067213E-02   2.2666991E-01   5.7868010E-01
   2.8965309E+00   4.7017399E-02   2.6937169E-01   5.7801944E-01
   2.8998628E+00   4.0498879E-02   3.2800674E-01   5.7914591E-01
   2.9034495E+00   4.4470970E-02   3.3556131E-01   5.8179402E-01
   2.9067397E+00   4.5189109E-02   3.7805602E-01   5.8279306E-01
   2.9100106E+00   4.5476936E-02   4.4504285E-01   5.8545488E-01
   2.9135325E+00   4.5549713E-02   4.5326209E-01   5.8681017E-01
   2.9167640E+00   4.9355865E-02   4.7917798E-01   5.8894348E-01
   2.9202442E+00   4.7185931E-02   5.7647246E-01   5.9008688E-01
   2.9237030E+00   3.5548083E-02   5.5238402E-01   5.9454751E-01
   2.9268773E+00   4.4205032E-02   6.0807854E-01   5.9225100E-01
   2.9302967E+00   4.8161376E-02   6.9119513E-01   5.9555697E-01
   2.9336958E+00   4.4637103E-02   7.0288712E-01   5.9692419E-01
   2.9370751E+00   5.5342108E-02   7.3472762E-01   5.9922373E-01
   2.9404349E+00   4.5456070E-02   7.8669429E-01   6.0083580E-01
   2.9437759E+00   4.2242572E-02   8.3080906E-01   6.0321426E-01
   2.9473529E+00   3.1433925E-02   8.4971547E-01   6.0594004E-01
   2.9506550E+00   4.3141127E-02   9.2701924E-01   6.0666043E-01
   2.9539392E+00   5.9774578E-02   9.0409315E-01   6.0300946E-01
   2.9574561E+00   3.9628532E-02   9.8093396E-01   6.0943830E-01
   2.9607036E+00   3.9914705E-02   1.0096087E+00   6.1134410E-01
   2.9641814E+00   4.0664621E-02   1.0363541E+00   6.0917413E-01
   2.9673934E+00   3.6802929E-02   1.1274873E+00   6.1269140E-01
   2.9708338E+00   3.6987249E-02   1.0997775E+00   6.1304063E-01
   2.9742553E+00   3.4792013E-02   1.2004280E+00   6.1700565E-01
   2.9776580E+00   3.8438037E-02   1.2080752E+00   6.1548370E-01
   2.9810421E+00   3.4765832E-02   1.2482897E+00   6.1562425E-01
   2.9844084E+00   3.5459310E-02   1.2992624E+00   6.1818582E-01
   2.9877567E+00   3.3651527E-02   1.3182501E+00   6.1948705E-01
   2.9910874E+00   6.1311148E-02   1.3967564E+00   6.1843449E-01
   2.9944010E+00   3.6805797E-02   1.4003736E+00   6.2164235E-01
   2.9979322E+00   3.3635005E-02   1.4475132E+00   6.2210035E-01
   3.0012109E+00   3.0800637E-02   1.5045084E+00   6.2433201E-01
   3.0047052E+00   3.1806462E-02   1.5072727E+00   6.2458962E-01
   3.0079501E+00   3.2021493E-02   1.5755525E+00   6.2451941E-01
   3.0114088E+00   3.5489336E-02   1.5996379E+00   6.2525964E-01
   3.0148494E+00   3.2024145E-02   1.6294315E+00   6.2690359E-01
   3.0180447E+00   3.2859169E-02   1.6878228E+00   6.3118845E-01
   3.0214515E+00   3.2413360E-02   1.7049800E+00   6.3139337E-01
   3.0248408E+00   3.8536429E-02   1.7716267E+00   6.3281292E-01
   3.0282133E+00   4.7133245E-02   1.7678260E+00   6.3251829E-01
   3.0315688E+00   2.7352424E-02   1.8478836E+00   6.2808794E-01
   3.0351300E+00   3.5156742E-02   1.9078404E+00   6.3257599E-01
   3.0384519E+00   3.9292913E-02   1.9057415E+00   6.3318676E-01
   3.0417576E+00   5.1745906E-02   1.9631552E+00   6.3349164E-01
   3.0450478E+00   3.5079714E-02   2.0215273E+00   6.3583654E-01
   3.0485399E+00   3.3782691E-02   2.0461116E+00   6.3583928E-01
   3.0517981E+00   4.3308735E-02   2.0798912E+00   6.3699532E-01
   3.0552568E+00   4.2371590E-02   2.1542714E+00   6.3893080E-01
   3.0586987E+00   4.4036712E-02   2.1637869E+00   6.3904488E-01
   3.0621238E+00   4.3685786E-02   2.2199402E+00   6.3868439E-01
   3.0653200E+00   3.7815597E-02   2.2728252E+00   6.3346404E-01
   3.0687134E+00   3.6204357E-02   2.3123353E+00   6.4603597E-01
   3.0720909E+00   3.9652236E-02   2.3649476E+00   6.3965034E-01
   3.0754528E+00   1.8442707E-02   2.3695004E+00   6.4178848E-01
   3.0790076E+00   4.7365353E-02   2.4584076E+00   6.3761979E-01
   3.0823374E+00   4.7365837E-02   2.5002956E+00   6.4062375E-01
   3.0856521E+00   4.4752803E-02   2.5736504E+00   6.3836986E-01
   3.0889521E+00   4.3972082E-02   2.5935411E+00   6.4409637E-01
   3.0924420E+00   4.2417169E-02   2.6618612E+00   6.3526714E-01
   3.0957119E+00   6.5305457E-02   2.6925259E+00   6.3920754E-01
   3.0991702E+00   4.4122104E-02   2.7548256E+00   6.4303839E-01
   3.1026127E+00   3.9636560E-02   2.8228426E+00   6.4026225E-01
   3.1058383E+00   3.5992067E-02   2.8381822E+00   6.5216696E-01
   3.1092505E+00   3.4071490E-02   2.9110949E+00   6.3713366E-01
   3.1126475E+00   3.6709111E-02   2.9495895E+00   6.4007068E-01
   3.1160293E+00   2.9680178E-02   2.9914103E+00   6.5011626E-01
   3.1193962E+00   4.3190531E-02   3.0668643E+00   6.4066958E-01
   3.1227484E+00   3.8479526E-02   3.1441901E+00   6.3647228E-01
   3.1260860E+00   5.0526574E-02   3.1699903E+00   6.3804811E-01
   3.1296043E+00   5.2440420E-02   3.2409899E+00   6.4139509E-01
   3.1329126E+00   5.5175908E-02   3.2927768E+00   6.3765514E-01
   3.1364005E+00   4.3833651E-02   3.3633046E+00   6.3703692E-01
   3.1396801E+00   5.8037512E-02   3.4560795E+00   6.3678741E-01
   3.1431382E+00   4.6555873E-02   3.4778991E+00   6.3944006E-01
   3.1463902E+00   4.2076651E-02   3.5441682E+00   6.4354074E-01
   3.1498189E+00   4.4875465E-02   3.6028829E+00   6.3730049E-01
   3.1532331E+00   5.9428860E-02   3.6593220E+00   6.3883668E-01
   3.1566329E+00   4.6048988E-02   3.7242053E+00   6.3687372E-01
   3.1600182E+00   4.7659319E-02   3.7901278E+00   6.2802815E-01
   3.1633894E+00   4.4834502E-02   3.8416884E+00   6.3431108E-01
   3.1667466E+00   4.4506103E-02   3.9150808E+00   6.3123471E-01
   3.1700902E+00   4.5183562E-02   3.9906120E+00   6.3574404E-01
   3.1734202E+00   5.1333517E-02   4.0354328E+00   6.3533705E-01
   3.1767366E+00   4.6257194E-02   4.1152177E+00   6.3570637E-01
   3.1802230E+00   3.7633356E-02   4.1999235E+00   5.7435191E-01
   3.1835122E+00   7.5623900E-02   4.2494798E+00   6.4377725E-01
   3.1869702E+00   4.4068325E-02   4.3182216E+00   6.2631482E-01
   3.1902332E+00   4.5491051E-02   4.4201422E+00   6.3081884E-01
   3.1936636E+00   3.7368376E-02   4.4770832E+00   6.3040215E-01
   3.1970801E+00   3.9891846E-02   4.5640168E+00   6.2516409E-01
   3.2004828E+00   4.9317669E-02   4.6273918E+00   6.2064123E-01
   3.2038720E+00   5.7251334E-02   4.7236938E+00   6.1762953E-01
   3.2072475E+00   5.2199278E-02   4.7745876E+00   6.2050241E-01
   3.2106099E+00   4.7597870E-02   4.8590317E+00   6.2301952E-01
   3.2139595E+00   5.3691085E-02   4.9842219E+00   6.2118322E-01
   3.2172956E+00   5.1637705E-02   5.0163312E+00   6.1737442E-01
   3.2206192E+00   5.1335204E-02   5.1243587E+00   6.1619222E-01
   3.2241039E+00   5.1200874E-02   5.1839876E+00   6.1697429E-01
   3.2274017E+00   4.9514964E-02   5.2782707E+00   6.1503434E-01
   3.2308595E+00   4.6096697E-02   5.3613114E+00   6.1765277E-01
   3.2341321E+00   3.9823506E-02   5.4306421E+00   6.1118275E-01
   3.2375636E+00   5.3786226E-02   5.5234427E+00   6.0976887E-01
   3.2409821E+00   5.0963759E-02   5.6173973E+00   6.1103690E-01
   3.2443874E+00   6.4911954E-02   5.7222009E+00   6.0719454E-01
   3.2477796E+00   6.5622240E-02   5.8291817E+00   6.0747069E-01
   3.2511592E+00   6.3046217E-02   5.8798709E+00   6.0725522E-01
   3.2545261E+00   5.9292316E-02   6.0074630E+00   6.0768616E-01
   3.2578804E+00   6.2916100E-02   6.0953660E+00   6.0275275E-01
   3.2612224E+00   6.1633211E-02   6.2115936E+00   6.0883516E-01
   3.2645521E+00   5.9231434E-02   6.2297506E+00   6.0510820E-01
   3.2680354E+00   5.7945028E-02   6.4603338E+00   6.0486120E-01
   3.2713404E+00   7.3951669E-02   6.4588442E+00   6.1096954E-01
   3.2747979E+00   6.1927281E-02   6.5374546E+00   6.0022157E-01
   3.2780790E+00   6.8116076E-02   6.6792502E+00   6.0118157E-01
   3.2815115E+00   7.1844190E-02   6.7592063E+00   6.0688907E-01
   3.2847688E+00   6.2385734E-02   6.8487530E+00   6.0366255E-01
   3.2881768E+00   6.6424452E-02   6.9690514E+00   6.0080689E-01
   3.2915723E+00   7.7707045E-02   7.0431099E+00   5.9669274E-01
   3.2949557E+00   7.9795867E-02   7.1782560E+00   6.0523999E-01
   3.2983272E+00   8.9214981E-02   7.2545981E+00   6.0752094E-01
   3.3016865E+00   9.4082378E-02   7.3788147E+00   6.0030127E-01
   3.3050339E+00   1.2969972E-01   7.4594669E+00   6.1160356E-01
   3.3085284E+00   8.5048318E-02   7.5677595E+00   6.0567027E-01
   3.3118520E+00   8.5751578E-02   7.6850452E+00   6.0517067E-01
   3.3151641E+00   7.7636749E-02   7.7647924E+00   5.9435594E-01
   3.3186219E+00   8.3216295E-02   7.8812885E+00   5.9925926E-01
   3.3219109E+00   1.0127644E-01   7.9838285E+00   6.0413599E-01
   3.3253448E+00   1.0129485E-01   8.1149025E+00   5.9177977E-01
   3.3287663E+00   1.0218700E-01   8.1703768E+00   6.0645986E-01
   3.3321762E+00   9.1775008E-02   8.3152304E+00   6.0099012E-01
   3.3354199E+00   1.4055936E-01   8.4140091E+00   6.0693371E-01
   3.3388066E+00   1.3116376E-01   8.4784861E+00   5.8832270E-01
   3.3421819E+00   1.2894891E-01   8.6136312E+00   6.0768402E-01
   3.3455455E+00   1.1486021E-01   8.7035370E+00   6.0057402E-01
   3.3490500E+00   1.1921015E-01   8.8313074E+00   6.0757172E-01
   3.3523908E+00   1.3595709E-01   8.9439411E+00   6.0624731E-01
   3.3557200E+00   1.1432881E-01   9.0434952E+00   6.0430831E-01
   3.3591893E+00   1.1486574E-01   9.1520910E+00   6.0447538E-01
   3.3624964E+00   1.3707145E-01   9.2384138E+00   6.1121082E-01
   3.3659422E+00   1.3617776E-01   9.3704948E+00   6.0589921E-01
   3.3692274E+00   1.3201207E-01   9.5057058E+00   6.0374415E-01
   3.3726506E+00   1.2116031E-01   9.6005459E+00   5.9937799E-01
   3.3760622E+00   1.4636451E-01   9.7109871E+00   5.9952158E-01
