  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   11:24:45  02/13/2024 txso     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.376E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1038523E+00  -4.4046487E-03  -5.5603070E+00  -2.9134164E-02
   1.1070179E+00  -2.9244774E-03  -5.4647961E+00  -2.3578571E-02
   1.1112076E+00  -3.0543550E-05  -5.4078646E+00  -2.2740152E-02
   1.1143032E+00  -1.5050308E-02  -5.3643651E+00  -2.3259511E-02
   1.1173611E+00   2.1251100E-03  -5.2640877E+00  -1.2171907E-02
   1.1203830E+00  -1.1766250E-02  -5.2361703E+00  -1.6736411E-02
   1.1243595E+00   2.9044447E-03  -5.1729298E+00  -8.2770875E-03
   1.1273043E+00  -4.5649425E-04  -5.1038065E+00  -7.8797089E-03
   1.1311835E+00   1.0076353E-03  -5.0294957E+00  -6.8971356E-05
   1.1340593E+00   4.3972563E-03  -5.0149536E+00  -2.5168215E-03
   1.1378511E+00   5.9162774E-03  -4.9000793E+00  -3.6761761E-04
   1.1406646E+00   9.3876207E-03  -4.8849263E+00   3.2035850E-03
   1.1443775E+00   1.0191504E-02  -4.8451438E+00   5.0159842E-03
   1.1480485E+00   1.3255368E-02  -4.7671456E+00   8.6449906E-03
   1.1507757E+00   1.1883864E-02  -4.6814089E+00   8.9223320E-03
   1.1543785E+00   1.3507077E-02  -4.6180220E+00   9.7070010E-03
   1.1579453E+00   1.1922383E-02  -4.5910091E+00   1.2605488E-02
   1.1614776E+00   1.6012406E-02  -4.5072379E+00   1.4603096E-02
   1.1649770E+00   1.9217646E-02  -4.4723072E+00   1.4036071E-02
   1.1684358E+00   2.1013401E-02  -4.3479800E+00   1.7252808E-02
   1.1718323E+00   1.9290948E-02  -4.3175726E+00   1.8577345E-02
   1.1751684E+00   1.9531732E-02  -4.3073397E+00   1.9733898E-02
   1.1784474E+00   1.6380779E-02  -4.2543359E+00   1.9497365E-02
   1.1816720E+00   2.4749892E-02  -4.1459227E+00   2.2076501E-02
   1.1848450E+00   2.0891653E-02  -4.0779586E+00   2.2020856E-02
   1.1879689E+00   1.9891774E-02  -4.0327072E+00   2.4065668E-02
   1.1918081E+00   1.7603438E-02  -3.9964674E+00   2.4263598E-02
   1.1948295E+00   2.1366091E-02  -3.9555962E+00   2.5269322E-02
   1.1985470E+00   1.9867280E-02  -3.8374567E+00   2.6106501E-02
   1.2022017E+00   1.6975695E-02  -3.7880158E+00   2.7280945E-02
   1.2050825E+00   1.2348157E-02  -3.7602606E+00   2.6853858E-02
   1.2086323E+00   1.6556649E-02  -3.7001214E+00   2.8740436E-02
   1.2121276E+00   1.8333783E-02  -3.5949316E+00   3.0111469E-02
   1.2155709E+00   1.3104815E-02  -3.5566850E+00   3.1700458E-02
   1.2189647E+00   9.5472280E-03  -3.5117598E+00   3.2164317E-02
   1.2223110E+00   1.5235513E-02  -3.4549201E+00   3.4790166E-02
   1.2256119E+00   1.2582758E-02  -3.3742981E+00   3.2853015E-02
   1.2288692E+00   1.2885473E-02  -3.3279703E+00   3.5305649E-02
   1.2320846E+00   1.4562714E-02  -3.2693725E+00   3.7610114E-02
   1.2358904E+00   6.7233839E-03  -3.2163227E+00   3.4121066E-02
   1.2390194E+00   2.3104379E-02  -3.1419861E+00   3.6597561E-02
   1.2421116E+00   1.4061302E-02  -3.0746689E+00   3.9925590E-02
   1.2457752E+00   1.6799297E-02  -3.0205116E+00   3.9398517E-02
   1.2493899E+00   1.4648151E-02  -2.9897199E+00   4.1295517E-02
   1.2523659E+00   1.3804193E-02  -2.9224315E+00   4.2782027E-02
   1.2558955E+00   1.3113186E-02  -2.8446240E+00   4.3007057E-02
   1.2593814E+00   8.1300475E-03  -2.7551870E+00   4.3535307E-02
   1.2628253E+00  -4.0264432E-03  -2.7293739E+00   4.6811931E-02
   1.2662286E+00   1.1945379E-02  -2.6739290E+00   4.6469972E-02
   1.2695928E+00   1.6776193E-02  -2.6029613E+00   4.7387645E-02
   1.2729193E+00   5.4485356E-03  -2.5085030E+00   4.6502333E-02
   1.2762095E+00   8.0915252E-03  -2.4878147E+00   4.6774711E-02
   1.2794645E+00   9.5836110E-03  -2.4162443E+00   4.7490560E-02
   1.2826855E+00   9.8833144E-03  -2.3601692E+00   4.6672285E-02
   1.2864019E+00   3.9055722E-03  -2.3250225E+00   4.6608537E-02
   1.2895530E+00   1.8265296E-02  -2.1686444E+00   4.8850842E-02
   1.2931907E+00   4.0151915E-03  -2.1371520E+00   4.9397413E-02
   1.2962766E+00   5.6546596E-03  -2.1686144E+00   4.9903668E-02
   1.2998405E+00   1.4388311E-02  -2.1241298E+00   4.8836045E-02
   1.3033665E+00   9.4833849E-03  -1.8872129E+00   5.1305797E-02
   1.3063599E+00   1.1627974E-02  -1.8678004E+00   5.1398765E-02
   1.3098191E+00   4.6015624E-03  -1.9170241E+00   5.1722407E-02
   1.3132441E+00   1.9493289E-02  -1.8649462E+00   5.2246302E-02
   1.3166357E+00   7.0438278E-03  -1.7104183E+00   5.1188558E-02
   1.3199950E+00   1.0538981E-02  -1.6201528E+00   5.3553671E-02
   1.3233231E+00  -7.3187659E-04  -1.6259365E+00   5.6634206E-02
   1.3266207E+00   6.5999147E-03  -1.5580710E+00   5.1919833E-02
   1.3303534E+00   1.3574414E-02  -1.4542019E+00   5.2190144E-02
   1.3335888E+00   1.1763738E-02  -1.3846465E+00   5.2374642E-02
   1.3367965E+00   8.5861161E-03  -1.3873907E+00   5.3121988E-02
   1.3404294E+00   1.6653562E-02  -1.2384223E+00   5.2240856E-02
   1.3435801E+00   1.1862176E-02  -1.2009587E+00   5.4111812E-02
   1.3471497E+00   1.4793504E-02  -1.1850157E+00   5.2878994E-02
   1.3502467E+00   1.0785682E-02  -1.1071609E+00   5.1832780E-02
   1.3537564E+00   2.5254609E-02  -1.0186659E+00   5.1073302E-02
   1.3572357E+00   8.4477151E-03  -9.0285140E-01   5.2333146E-02
   1.3606851E+00   1.9538168E-02  -9.1797870E-01   5.1971201E-02
   1.3641057E+00   1.8925158E-02  -8.2619405E-01   5.1071078E-02
   1.3670754E+00   1.0930065E-02  -7.4381638E-01   5.0924320E-02
   1.3708630E+00   2.5650045E-02  -6.6311890E-01   4.9837396E-02
   1.3742013E+00   1.9714599E-02  -6.9226778E-01   6.7401260E-02
   1.3775135E+00   5.2840747E-03  -5.0367028E-01   4.8607986E-02
   1.3808005E+00   2.1324664E-02  -4.6387157E-01   5.1119104E-02
   1.3840628E+00   2.2888655E-02  -4.0044984E-01   5.1677950E-02
   1.3877039E+00   1.5418883E-02  -3.7920865E-01   4.9974658E-02
   1.3909155E+00   1.9533381E-02  -2.6164636E-01   5.1618002E-02
   1.3941044E+00   2.6994076E-02  -1.6840871E-01   5.1590089E-02
   1.3976649E+00   2.7271692E-02  -1.8275885E-01   4.9505908E-02
   1.4011979E+00   2.1567324E-02  -4.2770911E-02   4.9092583E-02
   1.4043158E+00   1.1056724E-02   6.0003918E-02   4.9120490E-02
   1.4077986E+00   2.3350108E-02   7.3041685E-02   5.0583649E-02
   1.4112557E+00   1.2397360E-02   1.7558494E-01   4.8695095E-02
   1.4146879E+00   3.0398024E-02   2.5369889E-01   4.6367027E-02
   1.4180955E+00   2.2125956E-02   3.0536276E-01   5.2221034E-02
   1.4214793E+00   2.7776772E-02   3.9895767E-01   4.3795820E-02
   1.4248399E+00   1.9739622E-02   5.0382435E-01   4.6785817E-02
   1.4281776E+00   2.5959864E-02   5.0010294E-01   4.6972893E-02
   1.4314930E+00   2.2278462E-02   6.0532182E-01   4.6486471E-02
   1.4347867E+00   1.4577284E-02   7.0843881E-01   4.7279485E-02
   1.4380591E+00   2.1355551E-02   7.3546755E-01   4.3411713E-02
   1.4416708E+00   1.1890365E-02   8.4238052E-01   4.2466328E-02
   1.4448997E+00   1.8627824E-02   9.0528095E-01   4.0198628E-02
   1.4484640E+00   5.3168563E-03   9.7018147E-01   3.8801458E-02
   1.4516515E+00   3.0349484E-02   1.0737103E+00   4.4509154E-02
   1.4551706E+00   1.5102449E-02   1.1486652E+00   4.3075383E-02
   1.4583182E+00   2.0849970E-03   1.1948898E+00   3.9913084E-02
   1.4617941E+00   1.9562112E-02   1.2938075E+00   4.1008126E-02
   1.4652480E+00   1.1708706E-02   1.3698243E+00   3.8379896E-02
   1.4686803E+00   8.5328724E-03   1.4335225E+00   3.8326804E-02
   1.4720913E+00   1.4948101E-02   1.5451944E+00   4.4123545E-02
   1.4751437E+00   6.4956758E-04   1.5901237E+00   3.8897403E-02
   1.4788520E+00   1.6905354E-02   1.6880410E+00   4.1877959E-02
   1.4822023E+00   1.2605025E-02   1.7581490E+00   3.8139377E-02
   1.4855332E+00   3.0161349E-02   1.8579143E+00   3.7382446E-02
   1.4888450E+00  -3.9266591E-04   1.9130114E+00   3.5112590E-02
   1.4921381E+00   1.6887216E-02   1.9995409E+00   3.5973575E-02
   1.4954129E+00   6.4849220E-03   2.0810499E+00   3.6413476E-02
   1.4989945E+00   6.2853661E-03   2.1404717E+00   3.1782962E-02
   1.5022318E+00   1.7020211E-02   2.2325952E+00   3.2926731E-02
   1.5057731E+00   1.3771473E-02   2.3015819E+00   3.1608004E-02
   1.5089746E+00   2.0930136E-02   2.3734150E+00   2.7606966E-02
   1.5124770E+00   2.3612112E-03   2.4990430E+00   2.2163149E-02
   1.5159599E+00   1.9584235E-03   2.5448518E+00   2.5451040E-02
   1.5191092E+00  -1.6849957E-02   2.7640316E+00   2.6364807E-02
   1.5225555E+00   5.5361092E-03   2.6103554E+00   2.4095865E-02
   1.5259830E+00   7.5134165E-03   2.8523672E+00   2.1538522E-02
   1.5293924E+00   1.2942533E-02   2.8250642E+00   2.0219149E-02
   1.5327837E+00   2.6209687E-03   2.9609630E+00   1.7503712E-02
   1.5361575E+00   1.0893056E-03   3.0054665E+00   1.6796507E-02
   1.5395141E+00   3.4577779E-03   3.0717833E+00   1.5224824E-02
   1.5428536E+00   9.7813252E-03   3.2082734E+00   1.1483846E-02
   1.5461766E+00  -7.2807459E-05   3.2258601E+00   1.2648989E-02
   1.5494831E+00  -1.0651859E-02   3.3472116E+00   1.1596859E-02
   1.5530719E+00  -5.0593112E-03   3.4133129E+00   8.8246940E-03
   1.5563451E+00   4.1132667E-03   3.4824321E+00   6.9043757E-03
   1.5596027E+00   2.4219563E-03   3.5581651E+00   2.9587248E-04
   1.5631393E+00  -2.3475623E-02   3.6421125E+00   4.7060517E-03
   1.5663655E+00  -2.6886915E-03   3.7086422E+00   4.6555353E-03
   1.5698681E+00  -6.4303135E-03   3.8193913E+00   6.4294880E-05
   1.5733535E+00   6.1704833E-03   3.8673415E+00   1.0525911E-03
   1.5765337E+00   1.0535693E-02   3.9644389E+00  -2.8679848E-03
   1.5799869E+00   6.8108491E-03   4.0177712E+00  -5.7594297E-03
   1.5834240E+00   5.9746597E-03   4.1245127E+00  -7.7873645E-03
   1.5868448E+00   8.9683849E-03   4.1737661E+00  -9.9155726E-03
   1.5899668E+00  -9.2023881E-03   4.2614217E+00  -1.0025847E-02
   1.5933577E+00   6.1930493E-03   4.3479114E+00  -1.8440489E-02
   1.5967332E+00   4.7692217E-04   4.4099016E+00  -1.4311800E-02
   1.6000938E+00  -5.7259743E-04   4.4879775E+00  -1.2305238E-02
   1.6037177E+00   6.2676653E-04   4.5601106E+00  -1.7405167E-02
   1.6070477E+00   2.2540173E-02   4.6362414E+00  -2.5558887E-02
   1.6103635E+00  -5.8830380E-03   4.7210979E+00  -2.4245799E-02
   1.6136651E+00   9.1859529E-04   4.8008981E+00  -2.7067171E-02
   1.6172262E+00   1.8043047E-02   4.9125733E+00  -2.7114356E-02
   1.6204993E+00   2.1882163E-02   4.9439831E+00  -2.4770778E-02
   1.6237588E+00   2.6374191E-02   5.0568533E+00  -2.4744900E-02
   1.6272752E+00   8.9490339E-03   5.1156406E+00  -2.2307336E-02
   1.6305075E+00   1.9177699E-02   5.1949253E+00  -3.1620182E-02
   1.6339948E+00   1.2160410E-02   5.2860365E+00  -3.8448248E-02
   1.6374673E+00   9.1158692E-03   5.3666968E+00  -2.1816066E-02
   1.6406597E+00   2.0378064E-02   5.4394617E+00  -3.1478219E-02
   1.6441044E+00   1.5849560E-02   5.5305343E+00  -3.6813360E-02
   1.6475350E+00   1.2440574E-02   5.6086721E+00  -4.5034550E-02
   1.6509517E+00  -2.1558126E-02   5.6864519E+00  -5.2546293E-02
   1.6543548E+00   1.9975577E-02   5.7638092E+00  -4.2237826E-02
   1.6577443E+00   1.8531386E-02   5.8495517E+00  -4.3096773E-02
   1.6611207E+00  -8.2070697E-03   5.9297395E+00  -3.6924921E-02
   1.6644839E+00   1.1049803E-02   6.0247355E+00  -4.6838015E-02
   1.6678343E+00   4.1428901E-02   6.1350899E+00  -4.1580092E-02
   1.6711719E+00   2.1818047E-02   6.1889043E+00  -3.6336876E-02
   1.6744971E+00   3.2365296E-02   6.2730455E+00  -4.7965456E-02
   1.6778100E+00   1.1359115E-02   6.3320551E+00  -5.6344606E-02
   1.6813641E+00   4.3147304E-03   6.4659057E+00  -4.3243628E-02
   1.6846519E+00   2.2554975E-02   6.5307875E+00  -4.3094877E-02
   1.6879278E+00   1.7743794E-02   6.5822382E+00  -4.1075252E-02
   1.6914430E+00   1.7564628E-02   6.6797361E+00  -2.9540131E-02
   1.6946950E+00   2.0819891E-02   6.7361155E+00  -2.7274391E-02
   1.6981846E+00   1.2090759E-02   6.8094025E+00  -2.9629763E-02
   1.7014134E+00   1.2553185E-02   6.9240746E+00  -1.2716044E-02
   1.7048782E+00   1.9727651E-02   6.9752464E+00  -1.0266876E-02
   1.7083305E+00   1.4167138E-02   7.0466695E+00  -1.8125538E-02
   1.7115251E+00   1.0648741E-02   7.1232948E+00   1.5705315E-02
   1.7149537E+00   1.0204172E-02   7.2054653E+00  -9.6303532E-03
   1.7183703E+00   7.4887103E-03   7.2983537E+00   9.6702753E-03
   1.7217749E+00   3.8503136E-03   7.3507566E+00  -2.9026859E-03
   1.7251679E+00   2.4897268E-03   7.4461727E+00   2.8783227E-03
   1.7285494E+00   8.2001137E-03   7.5060682E+00  -1.0541492E-03
   1.7319194E+00   2.1098206E-02   7.5923715E+00   4.6583437E-04
   1.7352781E+00   1.6157299E-02   7.6924801E+00   1.2358840E-03
   1.7386259E+00   7.4060480E-03   7.7669816E+00  -3.0197031E-03
   1.7419627E+00   7.3533212E-03   7.8605123E+00   6.2501938E-03
   1.7452886E+00   9.8746680E-03   7.9197431E+00   3.5545419E-03
   1.7488403E+00   1.1730141E-02   8.0399151E+00   5.4891887E-03
   1.7521445E+00   4.6498712E-02   8.1200457E+00  -1.2629158E-02
   1.7554381E+00  -3.9499719E-03   8.1599617E+00   8.5304193E-03
   1.7589557E+00   1.0202569E-02   8.2401209E+00   1.4834692E-03
   1.7622284E+00   9.5603215E-03   8.3234434E+00   2.7160908E-03
   1.7657237E+00  -1.7580878E-03   8.4041157E+00   1.8729876E-03
   1.7689759E+00   1.9540247E-02   8.4830074E+00  -7.5613228E-03
   1.7724495E+00   1.0600048E-03   8.5516548E+00  -4.5829746E-03
   1.7756816E+00  -2.2152886E-03   8.6332569E+00  -1.5942562E-02
   1.7791342E+00   1.2959474E-02   8.7051039E+00  -1.5768398E-02
   1.7825758E+00   2.0533442E-02   8.7781582E+00  -1.7374324E-02
   1.7860070E+00   1.8394712E-02   8.8550978E+00  -4.2379857E-03
   1.7892001E+00   1.8019369E-02   8.9390965E+00  -1.9591114E-02
   1.7926111E+00   2.5554374E-02   9.0053082E+00  -3.3614464E-02
   1.7960119E+00   2.7932433E-02   9.0813370E+00  -3.8400590E-02
   1.7994026E+00   1.9870177E-02   9.1686449E+00  -4.2099826E-02
   1.8027834E+00   2.1147119E-02   9.2305136E+00  -4.3983862E-02
   1.8061543E+00   1.9192958E-02   9.3244524E+00  -5.0408494E-02
   1.8095155E+00   3.5027035E-02   9.3570290E+00  -5.1054679E-02
   1.8128670E+00   3.8744505E-02   9.4475451E+00  -5.6006201E-02
   1.8162092E+00   3.2984834E-02   9.5112190E+00  -5.8985326E-02
   1.8197638E+00   3.5889793E-02   9.5991554E+00  -6.2241707E-02
   1.8230866E+00   3.4166347E-02   9.6612167E+00  -7.1752071E-02
   1.8264004E+00   4.5087270E-02   9.7192440E+00  -7.8848355E-02
   1.8297050E+00   4.0792428E-02   9.8001375E+00  -8.6879432E-02
   1.8332202E+00   6.5788217E-02   9.8971834E+00  -9.3037501E-02
   1.8365066E+00   5.7006802E-02   9.9461079E+00  -9.6078157E-02
   1.8400024E+00   6.1378427E-02   1.0018445E+01  -9.6555114E-02
   1.8432709E+00   4.4000193E-02   1.0086504E+01  -9.2555948E-02
   1.8467480E+00   5.8869265E-02   1.0158111E+01  -8.8534728E-02
   1.8499990E+00   4.4622142E-02   1.0238567E+01  -9.7364247E-02
   1.8534576E+00   7.2319202E-02   1.0340165E+01  -1.0841174E-01
   1.8569068E+00   8.3113432E-02   1.0362917E+01  -1.0524037E-01
   1.8601321E+00   9.1911890E-02   1.0431682E+01  -1.0977210E-01
   1.8635635E+00   8.8721953E-02   1.0494689E+01  -1.1807005E-01
   1.8669860E+00   7.9737067E-02   1.0572162E+01  -1.2663199E-01
   1.8703996E+00   6.8585314E-02   1.0611861E+01  -1.3018355E-01
   1.8735918E+00   1.0151797E-01   1.0662210E+01  -1.3850418E-01
   1.8769884E+00   7.2632112E-02   1.0741866E+01  -1.3891308E-01
   1.8803763E+00   6.9521576E-02   1.0836777E+01  -8.5046798E-02
   1.8837558E+00   8.2213871E-02   1.0871390E+01  -1.3833500E-01
   1.8871268E+00   9.2668205E-02   1.0932729E+01  -1.2928736E-01
   1.8904896E+00   8.4009513E-02   1.0974104E+01  -1.1822180E-01
   1.8938440E+00   8.5975565E-02   1.1025184E+01  -1.3611604E-01
   1.8973993E+00   8.3735608E-02   1.1084537E+01  -1.3374068E-01
   1.9007372E+00   7.6880485E-02   1.1151895E+01  -1.4014585E-01
   1.9040669E+00   8.1397936E-02   1.1181855E+01  -1.4427499E-01
   1.9073889E+00   9.5680922E-02   1.1240836E+01  -1.5233772E-01
   1.9109100E+00   9.1280140E-02   1.1271262E+01  -1.4525925E-01
   1.9142162E+00   8.8432916E-02   1.1318233E+01  -1.5131056E-01
   1.9175146E+00   8.9847006E-02   1.1348665E+01  -1.1470626E-01
   1.9210109E+00   1.0079761E-01   1.1418013E+01  -1.5213378E-01
   1.9242939E+00   1.0859700E-01   1.1461934E+01  -1.6251446E-01
   1.9277741E+00   1.0185942E-01   1.1516849E+01  -1.7582034E-01
   1.9310420E+00   8.1246637E-02   1.1535243E+01  -1.6940176E-01
   1.9345062E+00   9.3002975E-02   1.1532551E+01  -1.5932073E-01
   1.9377593E+00   1.0762896E-01   1.1600868E+01  -1.8664074E-01
   1.9412080E+00   9.1593713E-02   1.1646682E+01  -1.9609347E-01
   1.9446489E+00   9.7671852E-02   1.1645229E+01  -2.0829687E-01
   1.9478803E+00   1.1042184E-01   1.1697555E+01  -2.1731414E-01
   1.9513061E+00   1.4772387E-01   1.1728354E+01  -2.2623166E-01
   1.9547243E+00   9.2726536E-02   1.1774624E+01  -2.3606783E-01
   1.9581350E+00   1.2325425E-01   1.1803038E+01  -2.4952663E-01
   1.9615382E+00   1.4026622E-01   1.1820775E+01  -2.4129672E-01
   1.9647344E+00   1.1368829E-01   1.1844114E+01  -2.9427087E-01
   1.9681233E+00   1.3724451E-01   1.1843486E+01  -2.9017130E-01
   1.9715050E+00   1.2831807E-01   1.1863792E+01  -2.5418061E-01
   1.9748796E+00   1.3088565E-01   1.1886502E+01  -2.9343459E-01
   1.9782470E+00   1.5153818E-01   1.1861064E+01  -3.1834349E-01
   1.9818050E+00   1.6444352E-01   1.1888512E+01  -3.3075953E-01
   1.9851581E+00   1.5304491E-01   1.1890914E+01  -3.4997535E-01
   1.9885044E+00   1.4368181E-01   1.1857866E+01  -3.6394858E-01
   1.9918438E+00   1.3296355E-01   1.1890490E+01  -3.7349257E-01
   1.9951766E+00   1.4184497E-01   1.1863862E+01  -3.8994393E-01
   1.9985026E+00   1.1908231E-01   1.1861775E+01  -3.7808362E-01
   2.0020173E+00   1.2971638E-01   1.1861640E+01  -4.1188222E-01
   2.0053298E+00   1.0341886E-01   1.1808595E+01  -4.2541158E-01
   2.0086360E+00   1.1830432E-01   1.1826362E+01  -4.4454822E-01
   2.0121295E+00   1.3726394E-01   1.1808585E+01  -4.5601216E-01
   2.0154226E+00   1.2398981E-01   1.1815186E+01  -4.6907195E-01
   2.0189025E+00   1.2892607E-01   1.1788140E+01  -4.8855233E-01
   2.0221827E+00   1.3685286E-01   1.1691283E+01  -4.9778607E-01
   2.0256493E+00   1.4658877E-01   1.1714038E+01  -5.1191527E-01
   2.0289168E+00   1.4329238E-01   1.1702659E+01  -5.2479756E-01
   2.0323701E+00   1.8808737E-01   1.1621441E+01  -5.5916542E-01
   2.0358167E+00   1.7285518E-01   1.1594546E+01  -5.7470912E-01
   2.0390658E+00   1.8148032E-01   1.1581774E+01  -5.7625806E-01
   2.0424995E+00   1.8783043E-01   1.1541464E+01  -6.1268002E-01
   2.0459268E+00   1.7556775E-01   1.1518924E+01  -6.2156159E-01
   2.0491579E+00   1.9627345E-01   1.1437218E+01  -6.3260615E-01
   2.0525727E+00   1.7894495E-01   1.1383811E+01  -6.4622021E-01
   2.0559814E+00   1.9358242E-01   1.1348976E+01  -6.6299498E-01
   2.0593839E+00   1.9507234E-01   1.1327716E+01  -6.7041636E-01
   2.0627799E+00   1.9317660E-01   1.1271628E+01  -6.9516957E-01
   2.0661700E+00   2.0412393E-01   1.1193906E+01  -7.1061289E-01
   2.0696697E+00   1.7813066E-01   1.1102313E+01  -7.6873946E-01
   2.0727034E+00   1.7977235E-01   1.1038897E+01  -7.4422377E-01
   2.0760715E+00   1.8491307E-01   1.0967038E+01  -7.5309581E-01
   2.0796633E+00   2.0011422E-01   1.0964336E+01  -7.9960668E-01
   2.0831661E+00   1.7101133E-01   1.0778607E+01  -7.8593141E-01
   2.0861435E+00   1.5154144E-01   1.0799623E+01  -7.7832943E-01
   2.0900116E+00   2.0093064E-01   1.0620879E+01  -8.3096296E-01
   2.0933657E+00   1.9107604E-01   1.0602290E+01  -8.3418036E-01
   2.0967376E+00   1.9708663E-01   1.0506058E+01  -8.6258799E-01
   2.0999541E+00   1.8343101E-01   1.0458371E+01  -8.7244684E-01
   2.1034946E+00   2.2888561E-01   1.0324370E+01  -9.0064669E-01
   2.1066737E+00   1.9873706E-01   1.0247394E+01  -8.8810098E-01
   2.1098619E+00   2.0360325E-01   1.0104886E+01  -9.3245429E-01
   2.1134653E+00   2.2206590E-01   1.0036983E+01  -9.4597530E-01
   2.1168904E+00   2.1777846E-01   9.9368334E+00  -9.5851123E-01
   2.1202126E+00   2.2845694E-01   9.8502016E+00  -9.7643405E-01
   2.1234167E+00   2.2366726E-01   9.6540337E+00  -9.8138916E-01
   2.1269765E+00   2.1148093E-01   9.5549812E+00  -1.0117306E+00
   2.1304464E+00   2.2252470E-01   9.4615526E+00  -1.0266528E+00
   2.1334515E+00   2.1472517E-01   9.3556423E+00  -1.0370229E+00
   2.1368809E+00   1.9772944E-01   9.1730604E+00  -1.0484771E+00
   2.1403146E+00   2.2735336E-01   9.1257315E+00  -1.0707980E+00
   2.1437428E+00   2.0940988E-01   8.9581060E+00  -1.0732278E+00
   2.1472371E+00   2.0787559E-01   8.8119574E+00  -1.1003976E+00
   2.1507461E+00   1.9253857E-01   8.6789618E+00  -1.1127322E+00
   2.1539836E+00   2.0305185E-01   8.5516558E+00  -1.1176138E+00
   2.1574578E+00   2.1521060E-01   8.3637838E+00  -1.1258262E+00
   2.1604455E+00   1.9156510E-01   8.2821913E+00  -1.1426324E+00
   2.1638656E+00   1.9872899E-01   8.1451178E+00  -1.1493424E+00
   2.1672237E+00   1.9186842E-01   7.9554429E+00  -1.1619843E+00
   2.1708670E+00   1.8296744E-01   7.7627897E+00  -1.1760608E+00
   2.1743329E+00   1.6336487E-01   7.6980891E+00  -1.1829354E+00
   2.1774197E+00   1.5885043E-01   7.5445814E+00  -1.2012340E+00
   2.1810465E+00   1.7206135E-01   7.3640685E+00  -1.2054483E+00
   2.1841357E+00   1.6838592E-01   7.2045150E+00  -1.2124621E+00
   2.1876051E+00   1.7039751E-01   7.0368237E+00  -1.2212026E+00
   2.1910343E+00   2.1549127E-01   6.9094415E+00  -1.2286700E+00
   2.1944237E+00   1.5339643E-01   6.7251983E+00  -1.2369686E+00
   2.1977818E+00   1.4532769E-01   6.4989624E+00  -1.2413788E+00
   2.2011178E+00   1.5871841E-01   6.4226689E+00  -1.2492925E+00
   2.2044423E+00   1.5634094E-01   6.2454448E+00  -1.2515057E+00
   2.2077618E+00   1.4855269E-01   6.0742664E+00  -1.2581891E+00
   2.2110748E+00   1.4735521E-01   5.8888941E+00  -1.2613016E+00
   2.2147870E+00   1.2175681E-01   5.7040768E+00  -1.2545244E+00
   2.2181470E+00   1.5554227E-01   5.4808207E+00  -1.2554750E+00
   2.2213173E+00   1.4898764E-01   5.4351068E+00  -1.2490776E+00
   2.2246408E+00   1.2769018E-01   5.2431164E+00  -1.2485873E+00
   2.2278571E+00   1.1749301E-01   5.0022054E+00  -1.2528477E+00
   2.2317169E+00   1.3111612E-01   4.8342938E+00  -1.2572703E+00
   2.2348239E+00   1.4415868E-01   4.7062845E+00  -1.2611855E+00
   2.2382360E+00   1.3596475E-01   4.5844440E+00  -1.2234277E+00
   2.2415771E+00   1.2068892E-01   4.2343659E+00  -1.2583381E+00
   2.2450845E+00   1.2652169E-01   4.2515941E+00  -1.2491302E+00
   2.2482498E+00   1.3736428E-01   4.0632234E+00  -1.2461952E+00
   2.2517557E+00   1.3004147E-01   3.8443429E+00  -1.2458071E+00
   2.2552614E+00   1.3261984E-01   3.6575348E+00  -1.2541913E+00
   2.2587674E+00   1.4597815E-01   3.5291903E+00  -1.2458732E+00
   2.2615719E+00   1.4226121E-01   3.4168639E+00  -1.2458304E+00
   2.2653761E+00   1.4206013E-01   3.1213570E+00  -1.2407990E+00
   2.2688818E+00   1.2927745E-01   3.0339806E+00  -1.2331852E+00
   2.2723877E+00   1.1186170E-01   2.8601451E+00  -1.2290779E+00
   2.2751923E+00   1.3520718E-01   2.7002027E+00  -1.2456640E+00
   2.2786982E+00   1.3708146E-01   2.5716810E+00  -1.2387457E+00
   2.2822039E+00   1.2426171E-01   2.4050128E+00  -1.2415895E+00
   2.2857099E+00   1.3625260E-01   2.2335527E+00  -1.2281412E+00
   2.2892156E+00   1.2167798E-01   2.0613940E+00  -1.2340856E+00
   2.2920203E+00   1.2074547E-01   1.9250946E+00  -1.2248340E+00
   2.2955260E+00   1.2615505E-01   1.8168852E+00  -1.2218597E+00
   2.2988594E+00   1.1390663E-01   1.6456698E+00  -1.1998361E+00
   2.3025529E+00   1.3792974E-01   1.4141375E+00  -1.2033668E+00
   2.3058391E+00   1.3032602E-01   1.3412331E+00  -1.1806359E+00
   2.3093212E+00   1.2617403E-01   1.0934054E+00  -1.1520165E+00
   2.3125896E+00   1.3441160E-01   9.7183019E-01  -1.1491257E+00
   2.3160501E+00   1.2061653E-01   7.8625506E-01  -1.1338514E+00
   2.3192394E+00   6.5520182E-02   6.4291698E-01  -1.1116487E+00
   2.3229091E+00   1.2200092E-01   5.5673921E-01  -1.0906562E+00
   2.3259799E+00   1.4580923E-01   4.6303004E-01  -1.0863916E+00
   2.3293490E+00   1.1144923E-01   3.2167038E-01  -1.0487226E+00
