  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   13:15:46  02/12/2024 gpju     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       5      505      1.034E-02      1.698E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1345173E+00   2.6084799E-02  -5.0260143E+00  -6.4531907E-02
   1.1377258E+00   4.9018697E-03  -4.9729462E+00  -6.5897204E-02
   1.1408962E+00   8.4251324E-03  -4.9029541E+00  -6.4356625E-02
   1.1446521E+00   6.6391663E-03  -4.8476334E+00  -6.2362421E-02
   1.1477431E+00   9.1201020E-03  -4.8173184E+00  -6.1899379E-02
   1.1514072E+00   3.7651239E-03  -4.7429647E+00  -6.1474282E-02
   1.1544245E+00  -4.8247930E-03  -4.6898937E+00  -6.0511481E-02
   1.1580034E+00   1.2774756E-03  -4.6339259E+00  -5.8555651E-02
   1.1615381E+00  -3.7465610E-03  -4.5501494E+00  -5.7191595E-02
   1.1644512E+00   9.6860976E-04  -4.5062041E+00  -5.6402177E-02
   1.1679093E+00  -5.9109707E-03  -4.4559746E+00  -5.5400301E-02
   1.1713274E+00  -1.5393360E-02  -4.4009366E+00  -5.4737732E-02
   1.1747071E+00   3.2924925E-04  -4.3401623E+00  -5.7769295E-02
   1.1780496E+00  -5.6564691E-03  -4.2869339E+00  -5.1453244E-02
   1.1813560E+00  -4.0029134E-03  -4.1682401E+00  -5.1894981E-02
   1.1851696E+00  -1.9308166E-03  -4.1465611E+00  -4.9115188E-02
   1.1884018E+00  -7.6657673E-03  -4.1009250E+00  -5.1138725E-02
   1.1916015E+00  -7.9591116E-03  -4.0545015E+00  -5.0249521E-02
   1.1952945E+00  -6.1983103E-03  -3.9264619E+00  -4.7231227E-02
   1.1984268E+00  -6.0920585E-03  -3.9110854E+00  -4.6119511E-02
   1.2020438E+00  -6.5783439E-03  -3.9014838E+00  -4.5438852E-02
   1.2051128E+00  -5.3709885E-03  -3.7938552E+00  -4.4556711E-02
   1.2086581E+00  -1.6378382E-02  -3.6739051E+00  -4.3283544E-02
   1.2121665E+00  -8.9321509E-03  -3.6493497E+00  -4.2720057E-02
   1.2151452E+00  -3.9251233E-03  -3.6523340E+00  -4.1505430E-02
   1.2185882E+00  -5.0015268E-03  -3.5798311E+00  -4.3626316E-02
   1.2219974E+00  -1.0742537E-02  -3.4791005E+00  -4.2230688E-02
   1.2253730E+00  -5.2227625E-03  -3.4136245E+00  -3.9845213E-02
   1.2287132E+00  -3.0819483E-02  -3.3828974E+00  -3.8611475E-02
   1.2320187E+00  -8.2907565E-03  -3.3545389E+00  -4.3386187E-02
   1.2357554E+00  -8.4890518E-03  -3.2449722E+00  -3.9895270E-02
   1.2389904E+00  -1.3284046E-03  -3.2101378E+00  -3.7720561E-02
   1.2421939E+00  -8.0044679E-03  -3.1271949E+00  -3.6687456E-02
   1.2458177E+00  -1.0868507E-02  -3.0442307E+00  -3.6404494E-02
   1.2489629E+00  -1.2904235E-02  -3.0272977E+00  -3.5504255E-02
   1.2525464E+00  -1.1452382E-02  -2.9731309E+00  -3.5801392E-02
   1.2556548E+00  -1.4107554E-02  -2.9239526E+00  -3.5726581E-02
   1.2591766E+00  -1.0403976E-02  -2.7443869E+00  -3.7180580E-02
   1.2626668E+00  -1.2031623E-02  -2.7779956E+00  -3.2541003E-02
   1.2661263E+00  -9.2630498E-03  -2.7546623E+00  -3.5201117E-02
   1.2695556E+00  -1.1438622E-02  -2.6075547E+00  -3.1804532E-02
   1.2729557E+00  -7.7323010E-03  -2.5198817E+00  -3.1640291E-02
   1.2763273E+00  -1.2712836E-02  -2.5406578E+00  -3.3132527E-02
   1.2796710E+00  -1.7196318E-02  -2.5062778E+00  -3.4159165E-02
   1.2829876E+00  -1.5350067E-02  -2.3652194E+00  -3.6142543E-02
   1.2862778E+00  -9.1004446E-03  -2.2717254E+00  -3.0235583E-02
   1.2895421E+00  -1.4937052E-02  -2.2607083E+00  -2.9589714E-02
   1.2931842E+00  -5.0296201E-03  -2.2331626E+00  -3.2206025E-02
   1.2963238E+00  -1.2120575E-02  -2.0174212E+00  -1.2043024E-02
   1.2999914E+00   3.3415540E-03  -2.0705383E+00  -3.2982908E-02
   1.3031057E+00  -6.3070529E-03  -2.0215411E+00  -2.7950324E-02
   1.3068879E+00  -1.1531066E-02  -1.9360211E+00  -2.7902484E-02
   1.3099277E+00  -7.8578284E-03  -1.8893663E+00  -3.0397613E-02
   1.3129678E+00  -6.9784741E-03  -1.8358539E+00  -2.9484209E-02
   1.3167895E+00  -6.1676530E-03  -1.8099469E+00  -3.3109579E-02
   1.3203263E+00  -5.8311671E-03  -1.6755832E+00  -3.0229680E-02
   1.3233507E+00  -5.5965190E-03  -1.5886678E+00  -2.6792964E-02
   1.3263564E+00  -9.6650403E-03  -1.5467851E+00  -2.7724752E-02
   1.3302836E+00  -9.3481522E-03  -1.5108093E+00  -2.7729455E-02
   1.3331722E+00  -6.6801952E-03  -1.4619868E+00  -2.8891152E-02
   1.3369993E+00  -1.7626030E-02  -1.5265831E+00  -2.3737343E-02
   1.3404878E+00  -3.8845949E-02  -1.1070743E+00  -2.5845049E-02
   1.3435608E+00  -7.7097951E-03  -1.2037851E+00  -2.3250272E-02
   1.3469063E+00  -2.5541978E-02  -1.2859045E+00  -2.6909718E-02
   1.3501244E+00  -1.1207196E-02  -1.1787591E+00  -2.2915050E-02
   1.3541220E+00  -2.4448162E-02  -9.5353216E-01  -2.7137049E-02
   1.3572440E+00  -6.5889605E-03  -8.9471626E-01  -2.5860263E-02
   1.3603079E+00  -1.2234983E-02  -9.1816151E-01  -2.5016153E-02
   1.3640664E+00  -1.9121315E-02  -8.4036905E-01  -2.6052430E-02
   1.3670229E+00  -3.0071162E-02  -6.9720542E-01  -2.6805382E-02
   1.3706630E+00  -5.5636945E-03  -6.8751216E-01  -1.6282255E-02
   1.3742486E+00  -1.2196359E-02  -6.2654430E-01  -2.2836411E-02
   1.3770823E+00  -3.3296887E-02  -5.2177352E-01  -2.4490183E-02
   1.3805854E+00  -1.7557928E-02  -4.9160689E-01  -2.1430708E-02
   1.3840497E+00  -1.9955182E-02  -3.4114286E-01  -2.7677486E-02
   1.3874793E+00  -3.1197781E-03  -3.4570894E-01  -2.0009294E-02
   1.3908780E+00  -4.8242383E-02  -2.9238585E-01  -1.8240722E-02
   1.3942486E+00  -2.3945305E-02  -1.5571775E-01  -2.4133336E-02
   1.3975942E+00  -1.6542271E-02  -1.5705924E-01  -1.9590029E-02
   1.4009171E+00  -1.1562764E-02   3.4124445E-02  -2.0929668E-02
   1.4042193E+00  -8.3758114E-03   5.1045910E-02  -1.9820511E-02
   1.4081130E+00  -7.2600399E-03   1.1178700E-01  -1.1248252E-02
   1.4113765E+00  -1.8071815E-02   1.7920706E-01  -1.3437463E-02
   1.4146248E+00  -3.9404158E-02   2.7225164E-01  -1.8225219E-02
   1.4178591E+00   3.7552733E-02   3.5584366E-01  -1.6538469E-02
   1.4210807E+00  -1.3257943E-02   4.2936990E-01  -2.0941380E-02
   1.4249313E+00  -5.7577621E-03   4.7683862E-01  -1.3194676E-02
   1.4281286E+00  -3.0209020E-02   5.4252023E-01  -2.1472508E-02
   1.4313160E+00   1.0446570E-02   6.4746678E-01  -1.1762756E-02
   1.4344946E+00  -2.0086115E-02   7.0992362E-01  -1.5017073E-02
   1.4382981E+00  -1.6981581E-02   8.3538777E-01  -2.1338418E-02
   1.4414594E+00  -8.3949575E-03   8.3811486E-01  -1.2192043E-02
   1.4446137E+00  -5.7369778E-03   9.1449618E-01  -1.8218985E-02
   1.4483904E+00  -1.2338495E-02   9.8804456E-01  -1.1826486E-02
   1.4515311E+00  -8.5432604E-03   1.0374073E+00  -1.0865592E-02
   1.4552926E+00  -1.2660688E-02   1.1890577E+00  -1.3118203E-02
   1.4584216E+00   6.3309893E-03   1.2425919E+00  -1.2918331E-02
   1.4615459E+00  -1.4410502E-02   1.2917240E+00  -1.6236007E-02
   1.4652894E+00   4.9107899E-03   1.3828948E+00  -1.3554152E-02
   1.4684043E+00  -1.1424835E-02   1.4820753E+00  -1.5658196E-02
   1.4721371E+00  -4.7203563E-02   1.5729200E+00  -6.8966188E-03
   1.4752439E+00  -9.1386065E-03   1.6090788E+00  -1.6790204E-02
   1.4789675E+00  -1.1327961E-02   1.6606678E+00  -1.6761208E-02
   1.4820672E+00  -5.1043698E-05   1.8057996E+00  -7.8513715E-03
   1.4851638E+00  -8.6802831E-03   1.8844006E+00  -1.4892174E-02
   1.4888761E+00  -2.3541993E-02   1.9614164E+00  -1.8825741E-02
   1.4919667E+00   6.6573936E-03   2.0171192E+00  -1.6492132E-02
   1.4956722E+00  -1.6023060E-02   2.1031609E+00  -1.7727843E-02
   1.4987575E+00   3.3649113E-03   2.1705499E+00  -1.9319793E-02
   1.5024569E+00  -1.5943596E-02   2.2881739E+00  -1.9174963E-02
   1.5055374E+00  -9.5707439E-03   2.3245609E+00  -2.5179628E-02
   1.5092312E+00  -1.0139911E-02   2.3895121E+00  -2.2219274E-02
   1.5123073E+00   1.1676515E-02   2.4905295E+00  -2.3091897E-02
   1.5159962E+00  -1.9547564E-03   2.5627277E+00  -2.8018530E-02
   1.5190684E+00  -7.1572191E-05   2.6761026E+00  -2.8049277E-02
   1.5227526E+00  -1.7855028E-02   2.7414274E+00  -2.0192422E-02
   1.5258211E+00  -2.6426598E-02   2.8067367E+00  -3.1856172E-02
   1.5295012E+00  -1.0858158E-02   2.8548031E+00  -3.2485697E-02
   1.5325663E+00  -3.9104382E-03   2.9241877E+00  -3.7770294E-02
   1.5362425E+00  -8.7188650E-03   3.0319035E+00  -3.7375517E-02
   1.5393044E+00   4.7633983E-02   3.2583561E+00  -6.1834078E-02
   1.5429770E+00  -4.2139191E-02   3.1179779E+00  -2.1268275E-02
   1.5460360E+00  -4.2359281E-02   3.1745076E+00  -2.7121700E-02
   1.5497051E+00  -5.7856743E-03   3.3271365E+00  -4.0757183E-02
   1.5527614E+00  -1.7737649E-02   3.4588392E+00  -4.8939425E-02
   1.5564274E+00   2.3802625E-02   3.5419729E+00  -6.0005482E-02
   1.5594811E+00  -2.9457044E-02   3.5196555E+00  -4.2789772E-02
   1.5631441E+00   1.4095098E-02   3.6510124E+00  -4.6919830E-02
   1.5661954E+00  -1.4953195E-02   3.7041647E+00  -5.0883912E-02
   1.5698555E+00  -4.9646903E-02   3.8276482E+00  -5.5764735E-02
   1.5735140E+00   2.9279556E-02   3.8955410E+00  -5.8704443E-02
   1.5765618E+00  -1.4714596E-02   3.9429047E+00  -6.3798994E-02
   1.5802177E+00  -9.6969344E-03   3.9857459E+00  -5.0644577E-02
   1.5832633E+00   2.1401167E-02   4.1642628E+00  -7.0632376E-02
   1.5869168E+00  -1.1787110E-02   4.2028832E+00  -6.4531200E-02
   1.5899603E+00  -1.2841627E-02   4.2232757E+00  -6.5050140E-02
   1.5936114E+00  -8.0479812E-03   4.2835636E+00  -5.7359040E-02
   1.5966530E+00   4.3161479E-03   4.4798717E+00  -6.3225105E-02
   1.6003019E+00  -3.1567882E-03   4.5244341E+00  -6.9737084E-02
   1.6033417E+00   7.8960247E-03   4.5588479E+00  -7.4915461E-02
   1.6069885E+00  -8.0696698E-03   4.5825253E+00  -8.0255650E-02
   1.6106342E+00   1.0865584E-02   4.7857504E+00  -8.7697871E-02
   1.6136714E+00  -2.4079598E-02   4.8414526E+00  -8.8064931E-02
   1.6173151E+00  -7.0770783E-03   4.8611155E+00  -8.7298758E-02
   1.6203507E+00  -5.5937390E-03   4.9536695E+00  -8.5564286E-02
   1.6239926E+00  -1.3970456E-02   5.1609478E+00  -7.4922942E-02
   1.6270267E+00  -5.8048074E-03   5.1224756E+00  -8.9707211E-02
   1.6306666E+00   4.1802796E-03   5.1953464E+00  -9.4389297E-02
   1.6336993E+00  -1.2755902E-02   5.2874174E+00  -8.4219508E-02
   1.6373376E+00  -1.6933747E-02   5.3847275E+00  -9.5149130E-02
   1.6409749E+00  -9.3514426E-03   5.4666314E+00  -9.5920332E-02
   1.6440053E+00  -2.5453791E-02   5.5631285E+00  -1.0583857E-01
   1.6476411E+00   2.2059355E-03   5.6181641E+00  -1.0428487E-01
   1.6506701E+00   8.5703554E-03   5.6543827E+00  -1.1445452E-01
   1.6543041E+00  -5.4427991E-03   5.7831759E+00  -1.1665708E-01
   1.6573319E+00   2.0007195E-04   5.8724251E+00  -1.1400338E-01
   1.6609645E+00  -1.4937808E-02   5.9470658E+00  -1.0325747E-01
   1.6645961E+00  -4.9053408E-02   5.9861498E+00  -1.3687529E-01
   1.6676219E+00   9.0798391E-03   6.0811982E+00  -1.1767031E-01
   1.6711689E+00  -3.6233217E-02   6.1956077E+00  -1.0494311E-01
   1.6741936E+00  -1.9637682E-02   6.2552409E+00  -8.2814477E-02
   1.6778221E+00  -4.7659008E-03   6.3043151E+00  -9.8540992E-02
   1.6814499E+00   2.9005997E-03   6.4375777E+00  -1.0419199E-01
   1.6844724E+00   4.2359598E-02   6.4891763E+00  -1.0308354E-01
   1.6880988E+00   1.3583439E-02   6.5228033E+00  -1.0717719E-01
   1.6911201E+00  -8.1657870E-03   6.6437016E+00  -1.0308148E-01
   1.6947451E+00  -4.6529872E-03   6.7220111E+00  -1.0135070E-01
   1.6983693E+00   1.2108134E-02   6.7738600E+00  -9.1136403E-02
