  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   22:15:24  02/09/2024 jjxh     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      500      0.000E+00      1.688E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1175264E+00   1.6232418E-02  -6.7707343E+00   2.5501251E+00
   1.1204405E+00   7.6639257E-02  -6.7485776E+00   2.5459006E+00
   1.1247298E+00   1.5468969E-02  -6.6394267E+00   2.5539033E+00
   1.1274960E+00   4.2157229E-02  -6.5754218E+00   2.5505974E+00
   1.1315104E+00   1.1585318E-02  -6.5280895E+00   2.5482242E+00
   1.1342618E+00  -1.1400364E-02  -6.4942274E+00   2.5475395E+00
   1.1383486E+00   1.6148049E-02  -6.4038353E+00   2.5483866E+00
   1.1410502E+00   3.5603825E-02  -6.3544569E+00   2.5511453E+00
   1.1450710E+00   2.4235578E-02  -6.3324528E+00   2.5509579E+00
   1.1477247E+00  -1.4533729E-02  -6.3432345E+00   2.5511780E+00
   1.1516777E+00   2.0845130E-03  -6.1654510E+00   2.5477271E+00
   1.1543038E+00   4.2377010E-02  -6.0672569E+00   2.5470347E+00
   1.1582295E+00   1.4275048E-02  -6.0450177E+00   2.5447571E+00
   1.1608330E+00   2.9862726E-02  -6.0064735E+00   2.5474436E+00
   1.1646188E+00  -4.8924843E-03  -5.9317265E+00   2.5563414E+00
   1.1684854E+00  -3.6418159E-02  -5.8242650E+00   2.5429230E+00
   1.1710368E+00   6.3481301E-02  -5.8542128E+00   2.5428033E+00
   1.1747990E+00   4.4233900E-02  -5.7914705E+00   2.5490704E+00
   1.1785913E+00  -4.6174102E-02  -5.6607580E+00   2.5431685E+00
   1.1811413E+00  -1.6428128E-02  -5.6370168E+00   2.5458229E+00
   1.1850404E+00   4.8149839E-02  -5.5099907E+00   2.5484324E+00
   1.1878452E+00   4.3770481E-02  -5.5262141E+00   2.5492158E+00
   1.1920315E+00   2.9363442E-02  -5.4569263E+00   2.5540030E+00
   1.1948078E+00   1.4314442E-02  -5.3708534E+00   2.5527198E+00
   1.1989491E+00   2.7231352E-02  -5.3238077E+00   2.5535979E+00
   1.2016944E+00   3.0134244E-02  -5.2526917E+00   2.5531583E+00
   1.2057947E+00   2.7190030E-02  -5.2084060E+00   2.5509908E+00
   1.2085164E+00   4.1275535E-02  -5.1440310E+00   2.5526633E+00
   1.2125789E+00   5.7639185E-02  -5.0498176E+00   2.5527058E+00
   1.2152721E+00   5.9650753E-02  -5.0059228E+00   2.5535793E+00
   1.2192935E+00   3.9806180E-02  -4.9451308E+00   2.5534153E+00
   1.2219793E+00   5.5598188E-02  -4.9203248E+00   2.5535874E+00
   1.2260822E+00   3.1267077E-02  -4.8260918E+00   2.5555596E+00
   1.2288921E+00   3.5710100E-02  -4.7666326E+00   2.5589316E+00
   1.2317129E+00   4.1045632E-02  -4.6813407E+00   2.5600677E+00
   1.2359495E+00   3.2470740E-02  -4.6583762E+00   2.5577419E+00
   1.2387807E+00   3.7931640E-02  -4.5868196E+00   2.5604422E+00
   1.2430434E+00  -6.6793393E-03  -4.5094514E+00   2.5640898E+00
   1.2458977E+00   6.5335900E-02  -4.4833746E+00   2.5603440E+00
   1.2487625E+00   8.6206943E-02  -4.4310365E+00   2.5603447E+00
   1.2530806E+00   1.0066983E-01  -4.2946548E+00   2.5587401E+00
   1.2559717E+00   9.3026429E-02  -4.2646022E+00   2.5576532E+00
   1.2588714E+00   7.7714793E-02  -4.1556139E+00   2.5607920E+00
   1.2631953E+00  -7.4253738E-02  -4.1698108E+00   2.5575247E+00
   1.2660471E+00   5.0270236E-03  -4.0747266E+00   2.5564377E+00
   1.2688670E+00   5.3494021E-02  -4.0115213E+00   2.5561602E+00
   1.2730424E+00   3.5400182E-02  -3.9385049E+00   2.5578823E+00
   1.2757849E+00   5.2877415E-02  -3.8967309E+00   2.5588965E+00
   1.2798648E+00   1.1452255E-01  -3.8012960E+00   2.5608571E+00
   1.2827809E+00  -2.2674037E-02  -3.6885326E+00   2.5580165E+00
   1.2859761E+00   1.1152771E-01  -3.6599362E+00   2.5604053E+00
   1.2892361E+00   1.1590306E-01  -3.6172976E+00   2.5583768E+00
   1.2924918E+00   7.6811023E-02  -3.5641782E+00   2.5626326E+00
   1.2957438E+00   5.5863891E-02  -3.4861608E+00   2.5645406E+00
   1.2989844E+00   3.2424409E-02  -3.4105544E+00   2.5646727E+00
   1.3038253E+00   6.8852484E-02  -3.3438370E+00   2.5678754E+00
   1.3070363E+00   4.9311355E-02  -3.3079777E+00   2.5673356E+00
   1.3102345E+00   5.5631720E-02  -3.1595757E+00   2.5671067E+00
   1.3134186E+00   5.8050688E-02  -3.1078503E+00   2.5699489E+00
   1.3165932E+00   6.1101329E-02  -3.0105009E+00   2.5667017E+00
   1.3197572E+00   1.3070463E-01  -2.9781876E+00   2.5625136E+00
   1.3229123E+00   9.1408357E-02  -2.9080286E+00   2.5657737E+00
   1.3260592E+00   5.3749330E-02  -2.8341260E+00   2.5715206E+00
   1.3307645E+00   6.7102037E-02  -2.7511945E+00   2.5699878E+00
   1.3338956E+00   3.3845339E-02  -2.6439984E+00   2.5760074E+00
   1.3370233E+00   7.2472498E-02  -2.6116149E+00   2.5745862E+00
   1.3401465E+00   6.9259234E-02  -2.5104742E+00   2.5711684E+00
   1.3432672E+00   2.8145643E-02  -2.4309092E+00   2.5797946E+00
   1.3463867E+00   6.0391176E-02  -2.3679576E+00   2.5807598E+00
   1.3510619E+00   7.9845771E-02  -2.2499914E+00   2.5816238E+00
   1.3541769E+00   6.4220004E-02  -2.1817586E+00   2.5873222E+00
   1.3572915E+00   4.8759777E-02  -2.1278932E+00   2.5832720E+00
   1.3603916E+00   8.1428953E-02  -2.0537071E+00   2.5823290E+00
   1.3634449E+00   7.3204860E-02  -1.9347864E+00   2.5868027E+00
   1.3679540E+00   9.1415241E-02  -1.8984412E+00   2.5786932E+00
   1.3709246E+00   8.4573396E-02  -1.8191632E+00   2.5940561E+00
   1.3738772E+00   6.8637930E-02  -1.7016858E+00   2.5926569E+00
   1.3768193E+00   4.2929720E-02  -1.5970033E+00   2.5904255E+00
   1.3805180E+00   5.5101115E-02  -1.5195893E+00   2.5932839E+00
   1.3841757E+00   7.8510627E-02  -1.4690784E+00   2.5952132E+00
   1.3880671E+00   3.6767785E-02  -1.3559201E+00   2.5947623E+00
   1.3905947E+00   8.2701825E-02  -1.3439436E+00   2.5929058E+00
   1.3945379E+00   4.5800880E-02  -1.2133236E+00   2.5949593E+00
   1.3971112E+00   3.4117479E-02  -1.1039554E+00   2.5967972E+00
   1.4010777E+00   7.8003198E-02  -1.0323089E+00   2.5966842E+00
   1.4049867E+00   5.9604250E-02  -8.5501748E-01   2.6003461E+00
   1.4078708E+00   5.6487001E-02  -8.1762475E-01   2.6022525E+00
   1.4107678E+00   5.1607765E-02  -7.5230271E-01   2.6007781E+00
   1.4151193E+00   6.5492220E-02  -6.8180567E-01   2.6064091E+00
   1.4180411E+00   4.8028126E-02  -6.1648816E-01   2.6028478E+00
   1.4209946E+00   5.2128572E-02  -4.8976904E-01   2.6097884E+00
   1.4240144E+00   6.8530068E-02  -4.3992692E-01   2.5941844E+00
   1.4287653E+00   4.6090100E-02  -2.6950222E-01   2.6064517E+00
   1.4319848E+00   6.7189485E-02  -2.0428072E-01   2.6117547E+00
   1.4352239E+00   9.9199219E-03  -1.2494119E-01   2.6090522E+00
   1.4385973E+00   1.4139894E-01  -3.4079761E-03   2.6049142E+00
   1.4420468E+00   4.3851450E-02   1.1323674E-01   2.6099980E+00
   1.4455733E+00  -2.9263539E-02   2.1352482E-01   2.6131551E+00
   1.4491670E+00  -7.0329029E-03   3.3277118E-01   2.6161051E+00
   1.4509894E+00   3.7768442E-02   3.7147963E-01   2.6142099E+00
   1.4546736E+00  -7.8754544E-02   4.4887555E-01   2.6158414E+00
   1.4584097E+00   1.7062299E-02   5.4825842E-01   2.6163440E+00
   1.4621900E+00   3.9947670E-02   6.9386071E-01   2.6188831E+00
   1.4660088E+00   3.0730318E-02   7.9985678E-01   2.6197391E+00
   1.4679282E+00   3.5105355E-02   8.2809955E-01   2.6282330E+00
   1.4717926E+00   8.9173391E-03   9.8519361E-01   2.6121762E+00
   1.4756501E+00   5.6190966E-03   1.0906168E+00   2.6222787E+00
   1.4796327E+00   1.4378828E-02   1.2037822E+00   2.6242940E+00
   1.4816244E+00   1.1375588E-02   1.2437863E+00   2.6246951E+00
   1.4856082E+00   5.8234790E-03   1.3778539E+00   2.6266565E+00
   1.4895929E+00   7.2469145E-02   1.5032656E+00   2.6267848E+00
   1.4915856E+00  -1.0863342E-02   1.5796348E+00   2.6298878E+00
   1.4955715E+00  -4.8757978E-02   1.6650786E+00   2.6293192E+00
   1.4995289E+00   1.7096041E-02   1.8395928E+00   2.6384466E+00
   1.5015224E+00   3.1237504E-03   1.9052558E+00   2.6378689E+00
   1.5055099E+00   2.8011415E-02   2.0082984E+00   2.6355340E+00
   1.5094157E+00  -1.4444210E-02   2.1485288E+00   2.6363285E+00
   1.5133078E+00  -4.4429787E-02   2.2522464E+00   2.6429207E+00
   1.5152217E+00   2.9561054E-02   2.3044875E+00   2.6387749E+00
   1.5190815E+00  -3.4403536E-02   2.4373915E+00   2.6445348E+00
   1.5229331E+00  -4.5347139E-03   2.5275581E+00   2.6471908E+00
   1.5267848E+00  -1.0274178E-02   2.6615942E+00   2.6488857E+00
   1.5287106E+00  -4.0882360E-03   2.7506237E+00   2.6484931E+00
   1.5325623E+00   4.4347337E-03   2.8986154E+00   2.6506944E+00
   1.5364139E+00  -2.7079888E-02   3.0273528E+00   2.6518540E+00
   1.5402656E+00  -3.9833173E-02   3.2247245E+00   2.6564133E+00
   1.5422598E+00  -1.8279135E-02   3.2561338E+00   2.6586845E+00
   1.5462484E+00  -3.0213945E-02   3.3267140E+00   2.6593213E+00
   1.5502371E+00  -3.5539046E-02   3.4697320E+00   2.6630101E+00
   1.5522316E+00  -3.2487594E-02   3.4986432E+00   2.6683517E+00
   1.5562205E+00  -1.5648011E-02   3.6718309E+00   2.6631660E+00
   1.5602099E+00  -3.3928617E-03   3.7857747E+00   2.6657932E+00
   1.5622046E+00  -3.2790083E-02   3.8721094E+00   2.6707313E+00
   1.5661941E+00  -1.4813289E-03   4.0045915E+00   2.6697249E+00
   1.5701838E+00  -7.0892468E-02   4.4401069E+00   2.6790645E+00
   1.5741736E+00  -5.3027317E-02   4.4446940E+00   2.6848006E+00
   1.5761685E+00  -3.6002450E-02   4.3672528E+00   2.6815906E+00
   1.5801585E+00  -2.9774787E-02   4.3243361E+00   2.6784918E+00
   1.5841485E+00  -1.8927615E-02   4.4452748E+00   2.6759808E+00
   1.5861436E+00  -3.1248765E-02   4.5369625E+00   2.6752937E+00
   1.5901337E+00  -1.4645463E-02   4.8603220E+00   2.6790276E+00
   1.5941238E+00   1.0106447E-02   5.0582633E+00   2.6824439E+00
   1.5961188E+00  -2.1847110E-02   5.1555471E+00   2.6829851E+00
   1.6001090E+00  -1.9256610E-02   5.2579346E+00   2.6872962E+00
   1.6040990E+00  -2.4901826E-02   5.3493304E+00   2.6904998E+00
   1.6060941E+00  -2.4274247E-02   5.3801894E+00   2.6905663E+00
   1.6100842E+00  -3.1789139E-02   5.4651308E+00   2.6925516E+00
   1.6140742E+00  -8.6728521E-03   5.6542945E+00   2.6955996E+00
   1.6180642E+00   7.6042740E-03   5.8462338E+00   2.7004380E+00
   1.6200590E+00  -7.5815566E-02   5.8987927E+00   2.7033494E+00
   1.6240488E+00  -1.6838757E-02   6.0662313E+00   2.7046499E+00
   1.6280385E+00   2.0169746E-02   6.1774173E+00   2.7025669E+00
   1.6300333E+00   1.7262710E-02   6.2303152E+00   2.7019894E+00
   1.6340227E+00  -2.4477934E-02   6.3576560E+00   2.7018461E+00
   1.6375111E+00   7.2284406E-03   6.4883056E+00   2.7014058E+00
   1.6413572E+00   3.8622774E-03   6.6146894E+00   2.7041447E+00
   1.6433508E+00  -1.4269552E-02   6.6623058E+00   2.7054119E+00
   1.6473384E+00   1.1432727E-02   6.8215632E+00   2.7120838E+00
   1.6513258E+00   9.2365794E-02   7.0128851E+00   2.7108691E+00
   1.6533084E+00   4.2737126E-02   7.0324426E+00   2.7104239E+00
   1.6572080E+00   4.1170330E-03   7.1265626E+00   2.7113223E+00
   1.6610247E+00   1.1132861E-02   7.3028884E+00   2.7207334E+00
   1.6647638E+00   2.0477204E-02   7.4200006E+00   2.7232926E+00
   1.6679831E+00   3.1270482E-02   7.6568136E+00   2.7278812E+00
   1.6711758E+00   1.2069449E-02   7.7252579E+00   2.7344968E+00
   1.6740143E+00   4.9128111E-02   7.7694063E+00   2.7373331E+00
   1.6784295E+00   1.4929585E-02   7.7782760E+00   2.7334552E+00
   1.6809601E+00  -1.2850689E-02   7.8311977E+00   2.7361326E+00
   1.6852504E+00   7.0723727E-02   8.0414829E+00   2.7319541E+00
   1.6884766E+00   3.7594780E-02   8.1952763E+00   2.7348621E+00
