  flscon:  version 22.2.0.05  win64 2022 
 FLOW-3D   10:03:45  10/18/2023 rjju     
   hydr3d   version  22.2.0.16 win64     09/12/2022 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob, pfob       
       1     1002      0.000E+00      1.690E+01
   time              pfxob_1         pfyob_1         pfzob_1         pfob_1
   0.0000000E+00  -1.9277169E-03   4.9515324E+00  -5.8667940E-01   4.9861679E+00
   7.1013498E-04  -1.9870281E-01  -6.3335248E+02   3.7594688E+00   6.3336365E+02
   1.6379112E-02  -4.4288533E-03   4.4393139E+00  -4.8622346E-01   4.4658637E+00
   3.3396523E-02  -5.5643977E-03   4.6959982E+00  -5.0758636E-01   4.7233543E+00
   5.0685491E-02  -4.5015174E-03   4.9681931E+00  -5.1549947E-01   4.9948673E+00
   6.7999467E-02  -4.3660868E-03   5.3490939E+00  -5.2470690E-01   5.3747687E+00
   8.4268577E-02  -1.7300694E-03   5.6877356E+00  -5.2908897E-01   5.7122917E+00
   1.0124086E-01  -1.5135619E-03   6.1183677E+00  -5.4117352E-01   6.1422548E+00
   1.1885703E-01  -2.5478311E-04   6.6066961E+00  -5.5327940E-01   6.6298227E+00
   1.3516319E-01   2.7733692E-03   7.0866261E+00  -5.6200385E-01   7.1088767E+00
   1.5222335E-01   1.1686825E-02   7.5883813E+00  -5.7592863E-01   7.6102142E+00
   1.6857859E-01   4.1966224E-03   8.0276756E+00  -5.8888924E-01   8.0492477E+00
   1.8631628E-01   1.0141538E-02   8.4680805E+00  -5.9407973E-01   8.4888992E+00
   2.0248793E-01   5.8795623E-03   8.8205900E+00  -5.9867400E-01   8.8408852E+00
   2.1940291E-01  -1.4826191E-03   9.1237669E+00  -6.0885155E-01   9.1440601E+00
   2.3632133E-01   3.9062663E-03   9.3596468E+00  -6.1902326E-01   9.3800955E+00
   2.5329670E-01   1.9058278E-02   9.5420904E+00  -6.2881166E-01   9.5628061E+00
   2.7022135E-01   1.6468367E-02   9.6175508E+00  -6.4208061E-01   9.6389742E+00
   2.8724834E-01  -4.1458830E-02   9.6009703E+00  -6.5498424E-01   9.6233749E+00
   3.0424815E-01  -2.2164052E-03   9.5064859E+00  -6.7987120E-01   9.5307665E+00
   3.2134664E-01   8.0257449E-03   9.2583551E+00  -6.8694890E-01   9.2838078E+00
   3.3818245E-01   3.6719717E-02   8.8364868E+00  -7.2565782E-01   8.8663082E+00
   3.5471830E-01  -7.6430198E-03   8.5211897E+00  -7.3756343E-01   8.5530539E+00
   3.7201542E-01  -2.5770165E-02   7.9138479E+00  -7.7456105E-01   7.9517040E+00
   3.8836566E-01  -5.5142894E-02   7.4940400E+00  -7.8631288E-01   7.5353808E+00
   4.0576732E-01   2.1863908E-02   6.9530182E+00  -8.2197106E-01   7.0014696E+00
   4.2265877E-01   1.1764487E-02   6.3219633E+00  -8.3479363E-01   6.3768516E+00
   4.3945646E-01   2.3060990E-02   5.6876469E+00  -8.5022604E-01   5.7508903E+00
   4.5593232E-01  -1.5462587E-02   4.9518175E+00  -8.6690527E-01   5.0271525E+00
   4.7280020E-01   2.3417328E-02   4.1933050E+00  -8.6269158E-01   4.2811904E+00
   4.9008900E-01  -7.9805525E-03   3.3312407E+00  -8.7446505E-01   3.4441135E+00
   5.0727528E-01   7.6014479E-03   2.5464044E+00  -8.8672340E-01   2.6963887E+00
   5.2362037E-01  -3.1262022E-02   1.7649072E+00  -8.9901316E-01   1.9809340E+00
   5.4093504E-01   9.2669474E-03   7.5043023E-01  -9.1342127E-01   1.1821885E+00
   5.5806553E-01  -2.5945643E-02   5.4642721E-03  -9.1958416E-01   9.1996634E-01
   5.7424641E-01  -1.5988987E-02  -7.0735645E-01  -9.2481947E-01   1.1644311E+00
   5.9158838E-01   3.1652872E-02  -1.5961173E+00  -9.2859131E-01   1.8468552E+00
   6.0825247E-01   2.8421804E-02  -2.3253856E+00  -9.2845106E-01   2.5040462E+00
   6.2493283E-01  -5.7615386E-03  -3.0716667E+00  -9.2138880E-01   3.2068872E+00
   6.4246505E-01   2.8983356E-02  -3.8991241E+00  -9.1047210E-01   4.0041189E+00
   6.5952241E-01   5.0040588E-02  -4.5300288E+00  -8.8745302E-01   4.6164098E+00
   6.7627603E-01   2.7532119E-02  -5.1983309E+00  -8.6940098E-01   5.2706037E+00
   6.9288856E-01   1.6184077E-02  -5.8934021E+00  -8.5808557E-01   5.9555659E+00
   7.0996559E-01   4.2322747E-02  -6.4331374E+00  -8.4971112E-01   6.4891491E+00
   7.2626364E-01   1.7988611E-02  -6.9964399E+00  -8.4266669E-01   7.0470266E+00
   7.4353969E-01  -2.7112033E-02  -7.6861410E+00  -8.2945520E-01   7.7308145E+00
   7.6060766E-01   3.0087635E-02  -8.0118513E+00  -8.1658101E-01   8.0534134E+00
   7.7730423E-01   3.6482573E-02  -8.4185839E+00  -8.0413139E-01   8.4569798E+00
   7.9411370E-01  -1.3306725E-01  -8.6944981E+00  -7.7849966E-01   8.7302961E+00
   8.1119782E-01   5.6814007E-02  -8.9874563E+00  -7.6637864E-01   9.0202513E+00
   8.2793999E-01   2.4659028E-02  -9.1782370E+00  -7.6330525E-01   9.2099552E+00
   8.4494883E-01   5.1936321E-02  -9.1915169E+00  -7.6194733E-01   9.2231913E+00
   8.6196715E-01   1.0654109E-03  -9.2225275E+00  -7.6288462E-01   9.2540274E+00
   8.7873089E-01  -2.3324437E-02  -9.1076508E+00  -7.4783677E-01   9.1383314E+00
   8.9538229E-01  -4.8258625E-02  -9.1099625E+00  -7.2583270E-01   9.1389599E+00
   9.1247445E-01  -2.9840579E-02  -8.8794098E+00  -7.0312524E-01   8.9072552E+00
   9.2953455E-01  -3.5862923E-02  -8.6088867E+00  -6.8054324E-01   8.6358185E+00
   9.4665223E-01  -6.2628597E-02  -8.4271660E+00  -6.6139752E-01   8.4533129E+00
   9.6342862E-01  -3.0233119E-02  -8.1551828E+00  -6.4245462E-01   8.1805058E+00
   9.7980064E-01  -1.3300736E-02  -7.9161611E+00  -6.3129276E-01   7.9413042E+00
   9.9702930E-01  -3.7953455E-02  -7.6189075E+00  -6.2866175E-01   7.6448941E+00
   1.0137622E+00  -1.7890451E-02  -7.2523828E+00  -6.2750536E-01   7.2795014E+00
   1.0313737E+00  -6.1397334E-03  -6.9498515E+00  -6.2672102E-01   6.9780550E+00
   1.0473720E+00  -2.8864326E-02  -6.6162348E+00  -6.2270069E-01   6.6455364E+00
   1.0647347E+00  -1.8750163E-02  -6.2580605E+00  -6.2154585E-01   6.2888784E+00
   1.0817398E+00  -3.2195818E-02  -5.9739718E+00  -6.1455804E-01   6.0055857E+00
   1.0982373E+00  -1.1908207E-02  -5.5290847E+00  -6.0487103E-01   5.5620847E+00
   1.1158597E+00  -1.1699976E-02  -5.1979833E+00  -5.8943075E-01   5.2313094E+00
   1.1324526E+00  -8.9615602E-03  -4.8597298E+00  -5.7752246E-01   4.8939338E+00
   1.1488863E+00  -2.6822273E-02  -4.5725451E+00  -5.6484944E-01   4.6073790E+00
   1.1660154E+00  -2.6861206E-02  -4.1840224E+00  -5.5358237E-01   4.2205710E+00
   1.1828076E+00  -1.8894507E-02  -3.8882341E+00  -5.4276115E-01   3.9259789E+00
   1.1998130E+00  -2.0230765E-02  -3.5840762E+00  -5.3363550E-01   3.6236415E+00
   1.2172509E+00  -3.8087059E-02  -3.2612324E+00  -5.2594918E-01   3.3035905E+00
   1.2333626E+00  -2.1821560E-02  -2.9465497E+00  -5.1933098E-01   2.9920454E+00
   1.2506782E+00  -1.5319774E-02  -2.6443791E+00  -5.1067811E-01   2.6932819E+00
   1.2677039E+00  -2.4273334E-02  -2.3316879E+00  -5.0729448E-01   2.3863580E+00
   1.2840515E+00  -3.1802252E-02  -1.9881569E+00  -5.0374699E-01   2.0512290E+00
   1.3008671E+00  -3.6795184E-02  -1.7071499E+00  -5.0096875E-01   1.7795180E+00
   1.3183095E+00  -4.3637142E-02  -1.3786684E+00  -4.9657279E-01   1.4660202E+00
   1.3348709E+00  -3.6793783E-02  -1.0403394E+00  -4.9381751E-01   1.1521786E+00
   1.3523948E+00  -5.1511787E-02  -7.0406693E-01  -4.9111047E-01   8.5997277E-01
   1.3692019E+00  -4.6490557E-02  -3.9779577E-01  -4.8855615E-01   6.3173568E-01
   1.3853344E+00  -4.6676096E-02  -4.7311634E-03  -4.8735076E-01   4.8960373E-01
   1.4031504E+00  -3.9003640E-02   4.2119700E-01  -4.8728061E-01   6.4526784E-01
   1.4195966E+00  -1.2049717E-02   7.9617155E-01  -4.8954827E-01   9.3471485E-01
   1.4367070E+00  -2.8771106E-02   1.1602603E+00  -4.9121743E-01   1.2602881E+00
   1.4531500E+00  -2.3640590E-02   1.5897927E+00  -4.9402201E-01   1.6649497E+00
   1.4702901E+00  -1.1941747E-02   1.9817004E+00  -4.9572188E-01   2.0427969E+00
   1.4870409E+00  -1.0539445E-02   2.3362360E+00  -4.9919170E-01   2.3889961E+00
   1.5037935E+00  -1.9775274E-04   2.7731919E+00  -4.9899444E-01   2.8177278E+00
   1.5211889E+00  -3.2211646E-02   3.2205539E+00  -5.0241065E-01   3.2596660E+00
   1.5374664E+00  -4.4933874E-03   3.5938199E+00  -5.0466168E-01   3.6290832E+00
   1.5545558E+00  -1.1126321E-02   4.0624952E+00  -5.0293416E-01   4.0935235E+00
