  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   23:26:36  02/09/2024 urib     
   1.2277775E+00  -6.0814256E-03  -4.4940481E+00   2.6717479E+00
   1.2324899E+00   3.5010543E-02  -4.3809924E+00   2.6684532E+00
   1.2348683E+00   2.4790190E-02  -4.3461003E+00   2.6681225E+00
   1.2392130E+00   2.8219288E-02  -4.2239819E+00   2.6709437E+00
   1.2430874E+00  -3.1682979E-02  -4.1262102E+00   2.6748569E+00
   1.2463654E+00   3.0348653E-03  -4.0946336E+00   2.6725950E+00
   1.2492874E+00  -2.6224551E-03  -3.9574170E+00   2.6715548E+00
   1.2519257E+00   4.6494149E-02  -3.9186275E+00   2.6757903E+00
   1.2560538E+00   3.3273451E-02  -3.8844767E+00   2.6777713E+00
   1.2589760E+00  -1.7853884E-03  -3.8847489E+00   2.6792340E+00
   1.2627091E+00   4.2649388E-02  -3.8842266E+00   2.6789272E+00
   1.2666007E+00  -1.2245562E-01  -3.7375658E+00   2.6837852E+00
   1.2695303E+00   3.1023931E-02  -3.4643009E+00   2.6855588E+00
   1.2725122E+00   6.2114175E-02  -3.4904351E+00   2.6827016E+00
   1.2764392E+00   1.6206013E-02  -3.4949455E+00   2.6878502E+00
   1.2792234E+00   6.4626038E-02  -3.4212668E+00   2.6876955E+00
   1.2822932E+00   4.2084500E-02  -3.3429167E+00   2.6859310E+00
   1.2856183E+00   4.8115991E-02  -3.3483326E+00   2.6875055E+00
   1.2890509E+00   4.6562523E-02  -3.3426783E+00   2.6892440E+00
   1.2925134E+00   4.6011630E-02  -3.1551130E+00   2.6890888E+00
   1.2957251E+00  -8.9368932E-03  -3.0235162E+00   2.6873052E+00
   1.3004094E+00  -2.3741692E-02  -2.9632313E+00   2.6965241E+00
   1.3032368E+00   6.0898922E-02  -2.9219151E+00   2.6899612E+00
   1.3070340E+00  -3.6250666E-02  -2.7886071E+00   2.6958690E+00
   1.3097746E+00  -2.6866691E-02  -2.8811190E+00   2.6881664E+00
   1.3127960E+00  -4.5111168E-02  -2.7347217E+00   2.6965477E+00
   1.3161272E+00   7.9934008E-02  -2.5874763E+00   2.7007587E+00
   1.3197998E+00   3.1865627E-02  -2.5298502E+00   2.7001944E+00
   1.3238325E+00   5.1509915E-03  -2.4827752E+00   2.7003286E+00
   1.3259033E+00   7.3651619E-02  -2.4927871E+00   2.7040970E+00
   1.3300815E+00   2.6216328E-02  -2.3152716E+00   2.7049041E+00
   1.3343076E+00   8.7164864E-03  -2.2611904E+00   2.7066278E+00
   1.3364375E+00   5.4776464E-02  -2.2453637E+00   2.7075906E+00
   1.3407311E+00   2.1034100E-03  -2.1438324E+00   2.7085731E+00
   1.3444324E+00   1.4273664E-02  -2.1408057E+00   2.7108090E+00
   1.3463761E+00   7.5718658E-03  -2.0375235E+00   2.7112560E+00
   1.3505599E+00   3.5864603E-02  -1.9206207E+00   2.7123160E+00
   1.3546591E+00   5.2045408E-04  -1.8563914E+00   2.7076986E+00
   1.3568406E+00   4.5961733E-03  -1.8313560E+00   2.7108719E+00
   1.3609455E+00   4.1299038E-02  -1.7943552E+00   2.7150490E+00
   1.3645793E+00   1.2380458E-01  -1.5120713E+00   2.7180393E+00
   1.3679206E+00  -2.1053027E-02  -1.4998182E+00   2.7207365E+00
   1.3711053E+00   3.8591132E-02  -1.4491844E+00   2.7185342E+00
   1.3741683E+00   3.3420943E-02  -1.3895291E+00   2.7233567E+00
   1.3776360E+00   5.5654593E-02  -1.4212164E+00   2.7151701E+00
   1.3809859E+00   6.0941171E-02  -1.1446607E+00   2.7254536E+00
   1.3848639E+00  -2.7172867E-02  -1.1076164E+00   2.7363472E+00
   1.3877831E+00   4.5113724E-02  -1.0686127E+00   2.7349260E+00
   1.3910016E+00   2.5583291E-02  -1.0257205E+00   2.7368577E+00
   1.3945500E+00   4.2057388E-02  -9.4027537E-01   2.7385983E+00
   1.3984621E+00   3.2721858E-02  -5.0976413E-01   2.7438560E+00
   1.4003334E+00   1.1271034E-02  -6.2191719E-01   2.7433977E+00
   1.4043615E+00   2.0342715E-02  -7.4150014E-01   2.7428179E+00
   1.4088025E+00   1.5304193E-02  -6.9875616E-01   2.7446830E+00
   1.4111036E+00   1.4675155E-03  -5.7570720E-01   2.7467020E+00
   1.4134045E+00   1.7415509E-02  -5.1838344E-01   2.7489769E+00
   1.4180050E+00  -3.2966111E-03   9.3967147E-02   2.7644851E+00
   1.4203048E+00   1.8663591E-02   5.4139037E-02   2.7654533E+00
   1.4249035E+00   4.5889519E-02  -1.1448342E-01   2.7610731E+00
   1.4272025E+00   1.3379812E-02  -8.6884573E-02   2.7612240E+00
   1.4317997E+00   8.2413824E-03  -7.2945550E-02   2.7255783E+00
   1.4351193E+00  -5.7685780E-03   4.4544604E-02   2.7433283E+00
   1.4387006E+00  -4.3161358E-03   3.1309825E-01   2.7586832E+00
   1.4406266E+00  -2.4172597E-02   4.3865088E-01   2.7701976E+00
   1.4447724E+00   1.7372387E-02   7.1155030E-01   2.7591205E+00
   1.4489713E+00  -1.6747404E-02   7.0209682E-01   2.7492855E+00
   1.4512293E+00  -3.4722134E-03   7.5848621E-01   2.7748349E+00
   1.4558227E+00   1.1181843E-02   7.8677350E-01   2.7442601E+00
   1.4581190E+00   2.8073644E-02   8.4467244E-01   2.7717741E+00
   1.4627019E+00  -1.1605223E-02   1.0034420E+00   2.7786293E+00
   1.4649464E+00  -1.0611403E-01   1.4078737E+00   2.7904551E+00
   1.4691991E+00   5.6783099E-02   1.4201109E+00   2.7890863E+00
   1.4711148E+00  -2.1323735E-02   1.3643860E+00   2.7874861E+00
   1.4748712E+00  -6.2981248E-02   1.3304358E+00   2.7854595E+00
   1.4789318E+00   2.2249032E-02   1.4692657E+00   2.7818449E+00
   1.4814507E+00  -2.7621752E-02   1.5428530E+00   2.7776849E+00
   1.4857213E+00   2.7019009E-02   1.9472014E+00   2.7992990E+00
   1.4889362E+00  -4.0553920E-03   2.1490321E+00   2.8113391E+00
   1.4924805E+00  -4.5938242E-02   2.2080505E+00   2.7979627E+00
   1.4963882E+00  -5.0873220E-02   2.0614448E+00   2.7636583E+00
   1.4984897E+00  -1.3447383E-02   2.1764410E+00   2.7878618E+00
   1.5029219E+00  -2.2368543E-03   2.4063568E+00   2.8060381E+00
   1.5067034E+00  -1.1769445E-02   2.5787346E+00   2.7853601E+00
   1.5087137E+00  -2.5323834E-02   2.6722832E+00   2.8006949E+00
   1.5125605E+00  -3.4009546E-02   2.8368025E+00   2.8079929E+00
   1.5165343E+00  -3.0735567E-02   2.9890754E+00   2.8097830E+00
   1.5199169E+00  -4.2164214E-02   3.0617101E+00   2.8218193E+00
   1.5216928E+00  -3.9437033E-02   3.1189167E+00   2.8156309E+00
   1.5255152E+00   7.7140061E-03   3.3221669E+00   2.8028731E+00
   1.5297296E+00  -4.0090270E-02   3.5023568E+00   2.8019683E+00
   1.5330958E+00  -5.5723069E-03   3.6652620E+00   2.7972801E+00
   1.5368071E+00   4.9638199E-03   3.7265220E+00   2.8096669E+00
   1.5388030E+00   6.3128034E-03   3.8111842E+00   2.8127019E+00
   1.5430641E+00  -9.4558626E-02   3.8347018E+00   2.8098769E+00
   1.5453117E+00  -6.3610442E-02   3.9623899E+00   2.8136907E+00
   1.5497485E+00  -3.1426519E-02   4.1251674E+00   2.8166463E+00
   1.5519395E+00  -7.7236861E-02   4.2202950E+00   2.8154285E+00
   1.5557364E+00  -1.5695091E-02   4.3659501E+00   2.8232760E+00
   1.5590224E+00  -9.0600038E-03   4.6018200E+00   2.8299327E+00
   1.5626453E+00  -7.6523669E-02   4.6197958E+00   2.8250916E+00
   1.5666395E+00  -3.3610815E-03   4.8191934E+00   2.8329256E+00
   1.5707663E+00  -1.1970585E-02   4.9442563E+00   2.8337054E+00
   1.5735785E+00  -8.5615087E-03   5.0112019E+00   2.8408620E+00
   1.5766788E+00  -3.8408041E-02   5.1779780E+00   2.8317451E+00
   1.5800968E+00  -2.2805149E-02   5.3278565E+00   2.8411329E+00
   1.5838653E+00  -2.3123220E-02   5.4530849E+00   2.8443303E+00
   1.5858387E+00  -2.6744455E-02   5.5177703E+00   2.8453224E+00
   1.5897548E+00  -9.9528702E-03   5.6219611E+00   2.8479855E+00
   1.5936317E+00  -2.5094997E-02   5.7581344E+00   2.8497078E+00
   1.5974712E+00  -1.2872117E-02   5.8866086E+00   2.8510842E+00
   1.5993775E+00   2.6812514E-03   6.0300188E+00   2.8615375E+00
   1.6031634E+00  -3.6427262E-03   6.1965446E+00   2.8643043E+00
   1.6069150E+00   3.0239129E-03   6.3197799E+00   2.8685439E+00
   1.6106337E+00   8.9515373E-03   6.4228306E+00   2.8705912E+00
   1.6137571E+00  -2.6834363E-02   6.5284548E+00   2.8717179E+00
   1.6177579E+00   2.3744121E-02   6.6618209E+00   2.8776150E+00
   1.6205066E+00   1.3704960E-02   6.7697215E+00   2.8755147E+00
   1.6233587E+00   4.0070815E-03   6.8784633E+00   2.8811622E+00
   1.6276426E+00   7.4143861E-03   7.1236591E+00   2.8861079E+00
   1.6308675E+00   2.0111447E-02   7.2092252E+00   2.8900476E+00
   1.6341336E+00   2.4067438E-03   7.3032961E+00   2.8927801E+00
   1.6377895E+00   1.0887067E-02   7.4670768E+00   2.8886232E+00
   1.6413231E+00  -2.0805381E-02   7.5475764E+00   2.8998091E+00
   1.6439831E+00  -1.3656858E-02   7.6485834E+00   2.9074621E+00
   1.6469158E+00  -1.0199039E-02   7.7543197E+00   2.9062953E+00
   1.6501491E+00  -9.9276602E-03   7.8949547E+00   2.9118693E+00
   1.6535467E+00  -6.2486101E-03   8.0370474E+00   2.9170613E+00
   1.6569233E+00   2.1243962E-03   8.1226597E+00   2.9239683E+00
   1.6602794E+00  -2.2319101E-03   8.2441597E+00   2.9231553E+00
   1.6636159E+00  -3.0238510E-03   8.3648510E+00   2.9265239E+00
   1.6669338E+00  -2.8289710E-03   8.4636106E+00   2.9284818E+00
   1.6718763E+00   9.3770452E-04   8.6659203E+00   2.9348426E+00
   1.6751493E+00   6.4195478E-03   8.7699566E+00   2.9500122E+00
   1.6783196E+00   8.9360429E-03   8.9236059E+00   2.9421780E+00
   1.6815547E+00   1.9441957E-02   9.0046206E+00   2.9465997E+00
   1.6847780E+00   3.9953217E-02   9.0831890E+00   2.9557292E+00
   1.6879854E+00   2.9492268E-02   9.1913414E+00   2.9600723E+00
   1.6911775E+00   2.7975567E-02   9.3285398E+00   2.9668574E+00
   1.6943549E+00   2.2191588E-02   9.4391680E+00   2.9713433E+00
   1.6975182E+00   2.5404517E-03   9.5743570E+00   2.9770708E+00
   1.7022377E+00   2.0037618E-02   9.6761141E+00   2.9824324E+00
   1.7053677E+00   1.6023548E-02   9.7883635E+00   2.9830682E+00
   1.7084846E+00   1.5505448E-02   9.9413328E+00   2.9918337E+00
   1.7115893E+00   2.6751669E-02   1.0066738E+01   2.9948521E+00
   1.7146823E+00   3.0603299E-02   1.0128772E+01   2.9897387E+00
   1.7177638E+00   6.3157547E-03   1.0198728E+01   3.0033841E+00
   1.7223632E+00   1.3074855E-02   1.0385599E+01   3.0120320E+00
   1.7254152E+00   3.8010444E-02   1.0401084E+01   3.0134850E+00
   1.7284565E+00   1.4756786E-02   1.0614860E+01   3.0210512E+00
   1.7314874E+00   1.5373948E-02   1.0684891E+01   3.0236864E+00
   1.7360166E+00   1.5019190E-02   1.0818219E+01   3.0337243E+00
   1.7390260E+00   5.5987050E-04   1.0967788E+01   3.0371020E+00
   1.7420278E+00   3.5003304E-02   1.1032475E+01   3.0425215E+00
   1.7450237E+00   1.9901700E-02   1.1122807E+01   3.0437644E+00
   1.7495074E+00   1.9240862E-02   1.1217661E+01   3.0510905E+00
   1.7524902E+00   1.1153606E-02   1.1347531E+01   3.0526204E+00
   1.7554677E+00   1.0625715E-02   1.1424931E+01   3.0578601E+00
   1.7584416E+00  -9.7971633E-03   1.1466089E+01   3.0610132E+00
   1.7623750E+00   3.2694813E-02   1.1645815E+01   3.0635722E+00
   1.7652724E+00   1.3001989E-02   1.1682608E+01   3.0716243E+00
   1.7697380E+00   2.0443924E-02   1.1792912E+01   3.0873754E+00
   1.7727193E+00   1.7608071E-02   1.1901624E+01   3.0782263E+00
   1.7757050E+00  -2.4852699E-02   1.2023516E+01   3.0801415E+00
   1.7786956E+00   4.6712505E-03   1.2082737E+01   3.0835595E+00
   1.7831922E+00  -2.8102126E-02   1.2136584E+01   3.0903375E+00
   1.7861906E+00   1.5088381E-02   1.2295657E+01   3.1023140E+00
   1.7891695E+00  -1.8153058E-02   1.2436982E+01   3.1004226E+00
   1.7921305E+00  -2.2797586E-02   1.2494003E+01   3.1213081E+00
   1.7965399E+00  -4.3595307E-02   1.2656063E+01   3.1133997E+00
   1.7994587E+00   1.7031513E-02   1.2581587E+01   3.1084318E+00
   1.8023635E+00  -2.3325780E-02   1.2789439E+01   3.1160576E+00
   1.8066928E+00   2.5279770E-02   1.2993208E+01   3.1706951E+00
   1.8095608E+00  -3.2848880E-02   1.3022431E+01   3.1257169E+00
   1.8124150E+00  -3.2359209E-02   1.3062263E+01   3.1320939E+00
   1.8166733E+00  -1.5217166E-01   1.3208393E+01   3.1329539E+00
   1.8194978E+00  -8.1802934E-02   1.3272146E+01   3.1489651E+00
   1.8237163E+00  -1.2981433E-02   1.3335387E+01   3.1405566E+00
