  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   21:00:13  02/09/2024 bpnh     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1      554      0.000E+00      1.866E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1473478E+00  -1.4697054E-02  -6.0357938E+00   3.0129685E+00
   1.1511744E+00  -1.3031057E-01  -5.8625531E+00   3.0110371E+00
   1.1549665E+00   3.6701098E-02  -5.9508576E+00   3.0137782E+00
   1.1574761E+00  -4.3223955E-02  -5.8723192E+00   3.0113339E+00
   1.1609763E+00   5.1494330E-02  -5.7874289E+00   3.0131004E+00
   1.1651154E+00   5.5268813E-02  -5.8084130E+00   3.0143273E+00
   1.1684128E+00  -2.2490956E-02  -5.7274899E+00   3.0147030E+00
   1.1720521E+00  -1.7086301E-02  -5.5701690E+00   3.0126948E+00
   1.1744683E+00   8.3920129E-02  -5.6001630E+00   3.0114751E+00
   1.1780697E+00   3.0489936E-02  -5.4607682E+00   3.0117691E+00
   1.1816446E+00  -2.0629728E-02  -5.4217525E+00   3.0099463E+00
   1.1851932E+00   1.2441949E-02  -5.2629695E+00   3.0076232E+00
   1.1887162E+00  -2.3846965E-02  -5.3288078E+00   3.0075088E+00
   1.1922141E+00  -6.2475107E-03  -5.2330332E+00   3.0079098E+00
   1.1945324E+00   1.7359036E-01  -5.1677890E+00   2.9921556E+00
   1.1979897E+00   2.2150785E-02  -5.1585708E+00   3.0020564E+00
   1.2014233E+00   9.5897585E-02  -4.9967699E+00   3.0073512E+00
   1.2048341E+00  -1.7650858E-02  -4.9272580E+00   3.0075011E+00
   1.2082235E+00  -1.6564554E-01  -4.8711920E+00   3.0099723E+00
   1.2115930E+00  -6.6523790E-02  -4.7787256E+00   3.0079689E+00
   1.2149456E+00  -5.5876556E-03  -4.7243943E+00   3.0051215E+00
   1.2182844E+00  -6.6454008E-02  -4.6834612E+00   3.0100694E+00
   1.2216134E+00  -4.7164943E-02  -4.6189704E+00   3.0096660E+00
   1.2257959E+00   1.2716983E-02  -4.5690260E+00   3.0075438E+00
   1.2291713E+00   2.4786655E-02  -4.3751683E+00   3.0055542E+00
   1.2319691E+00  -7.8241676E-03  -4.3141356E+00   3.0047579E+00
   1.2355902E+00  -2.3216553E-01  -4.3393636E+00   3.0167129E+00
   1.2393405E+00   2.4626449E-02  -4.3919921E+00   3.0057874E+00
   1.2424225E+00  -6.8898492E-02  -4.1686311E+00   3.0051816E+00
   1.2455654E+00  -7.2424404E-02  -4.1411848E+00   3.0067132E+00
   1.2487578E+00  -5.8511920E-02  -3.9054661E+00   3.0151501E+00
   1.2528017E+00   1.2173072E-02  -3.9354148E+00   3.0102105E+00
   1.2560672E+00  -2.4696790E-02  -3.8408868E+00   3.0117836E+00
   1.2596101E+00  -6.5538973E-02  -3.8158126E+00   3.0170288E+00
   1.2627598E+00  -2.7002558E-02  -3.8235366E+00   3.0099723E+00
   1.2661890E+00  -1.8637462E-02  -3.8034031E+00   3.0139015E+00
   1.2695793E+00  -3.4168836E-02  -3.6047797E+00   3.0155933E+00
   1.2729319E+00  -4.3456014E-02  -3.5416536E+00   3.0157485E+00
   1.2762485E+00  -5.2535731E-02  -3.5014970E+00   3.0156891E+00
   1.2795297E+00  -2.9922510E-02  -3.3632307E+00   3.0150471E+00
   1.2827770E+00  -2.9470820E-02  -3.2687230E+00   3.0187018E+00
   1.2859912E+00   5.8213961E-03  -3.2983694E+00   3.0176141E+00
   1.2891735E+00  -4.1717637E-02  -3.1643999E+00   3.0190771E+00
   1.2933683E+00  -2.2660282E-02  -3.1104686E+00   3.0205212E+00
   1.2964795E+00   1.0147207E-02  -3.0543234E+00   3.0212605E+00
   1.2995615E+00  -1.0497005E-02  -2.9697714E+00   3.0252719E+00
   1.3036270E+00  -5.4224901E-02  -2.9685364E+00   3.0227220E+00
   1.3066443E+00  -2.7248243E-02  -2.6794729E+00   3.0302792E+00
   1.3096352E+00  -3.0909961E-02  -2.6393850E+00   3.0295279E+00
   1.3135828E+00   1.6327834E-02  -2.6615245E+00   3.0267150E+00
   1.3165143E+00  -1.5291943E-02  -2.6386371E+00   3.0317380E+00
   1.3203851E+00  -1.0221114E-01  -2.6157658E+00   3.0341761E+00
   1.3232607E+00  -3.6958847E-02  -2.5426631E+00   3.0336919E+00
   1.3270591E+00  -4.0369122E-03  -2.3079054E+00   3.0342691E+00
   1.3298819E+00  -3.2304429E-02  -2.2601540E+00   3.0216365E+00
   1.3336118E+00  -3.3575427E-02  -2.1755102E+00   3.0363507E+00
   1.3373042E+00  -8.1929319E-02  -2.1839359E+00   3.0373187E+00
   1.3400496E+00  -6.6238530E-02  -2.0863645E+00   3.0426869E+00
   1.3436790E+00   1.5556343E-02  -1.9517998E+00   3.0446744E+00
   1.3472737E+00  -1.8925151E-02  -1.8926054E+00   3.0462289E+00
   1.3508350E+00  -2.9195042E-02  -1.8127158E+00   3.0490506E+00
   1.3534843E+00  -5.2217349E-02  -1.8265055E+00   3.0514145E+00
   1.3569888E+00  -6.4897813E-02  -1.6926016E+00   3.0526490E+00
   1.3604622E+00  -9.6532166E-02  -1.7828298E+00   3.0537598E+00
   1.3639052E+00  -7.0226438E-02  -1.5515455E+00   3.0553782E+00
   1.3673185E+00  -1.9184597E-02  -1.3477894E+00   3.0565972E+00
   1.3707031E+00  -3.9891105E-02  -1.2417819E+00   3.0559464E+00
   1.3740596E+00  -4.8180785E-02  -1.2639108E+00   3.0599043E+00
   1.3773886E+00  -4.3938145E-02  -1.2104243E+00   3.0619988E+00
   1.3806909E+00  -4.4201460E-02  -1.1280175E+00   3.0642281E+00
   1.3839670E+00  -4.8888050E-02  -1.0824112E+00   3.0666919E+00
   1.3872176E+00  -3.9924029E-02  -1.0114177E+00   3.0682156E+00
   1.3912460E+00  -4.4344634E-02  -6.5657103E-01   3.0738525E+00
   1.3944414E+00  -1.7087805E-01  -6.3781273E-01   3.0776711E+00
   1.3976129E+00  -2.9791272E-03  -6.2178153E-01   3.0765715E+00
   1.4007615E+00  -1.2457464E-01  -6.6795063E-01   3.0774705E+00
   1.4046652E+00   2.1866334E-03  -5.3628492E-01   3.0780330E+00
   1.4077634E+00  -2.5554786E-02  -4.3692958E-01   3.0811198E+00
   1.4108399E+00  -6.4428613E-02  -3.6652169E-01   3.0826812E+00
   1.4146559E+00  -1.1691736E-01  -8.7406240E-02   3.0914321E+00
   1.4176854E+00  -5.6299981E-02  -3.2280825E-02   3.0893731E+00
   1.4214439E+00  -3.9983064E-02  -4.6216734E-02   3.0905249E+00
   1.4244286E+00  -3.7535969E-02  -4.6510395E-02   3.0927835E+00
   1.4281323E+00  -5.3118329E-02   1.3246858E-01   3.0976706E+00
   1.4310739E+00  -2.1976102E-02   3.0009571E-01   3.0997870E+00
   1.4347249E+00  -1.3070190E-01   3.9934966E-01   3.1037407E+00
   1.4383477E+00   7.3450923E-02   5.7439804E-01   3.1005495E+00
   1.4412261E+00  -9.2235699E-02   6.0785717E-01   3.1090603E+00
   1.4447997E+00  -3.5791263E-02   6.5035546E-01   3.1066489E+00
   1.4483467E+00  -2.9932620E-02   7.9303205E-01   3.1065917E+00
   1.4518678E+00  -5.5707347E-02   9.4684064E-01   3.1083212E+00
   1.4553635E+00  -2.5791941E-02   9.9803203E-01   3.1137986E+00
   1.4581423E+00  -7.4666150E-02   1.1198587E+00   3.1173267E+00
   1.4615936E+00  -9.7413063E-03   1.2649215E+00   3.1201501E+00
   1.4650213E+00   1.3249364E-03   1.3203374E+00   3.1267102E+00
   1.4684253E+00   1.7331753E-02   1.4383763E+00   3.1203225E+00
   1.4718065E+00  -3.7811741E-03   1.5208743E+00   3.1221428E+00
   1.4751652E+00  -3.0234322E-02   1.6383996E+00   3.1204727E+00
   1.4785019E+00  -4.2609386E-02   1.8732883E+00   3.1276455E+00
   1.4818169E+00   6.3326946E-03   1.9432173E+00   3.1306341E+00
   1.4857670E+00   2.8106065E-02   1.9207884E+00   3.1310756E+00
   1.4890360E+00  -3.7477445E-02   2.0704546E+00   3.1356440E+00
   1.4922847E+00  -5.3623444E-03   2.1049981E+00   3.1369259E+00
   1.4955133E+00  -1.4950326E-02   2.2787561E+00   3.1359701E+00
   1.4987223E+00  -6.3593648E-02   2.6739807E+00   3.1492062E+00
   1.5025479E+00  -2.8667264E-02   2.6642871E+00   3.1529138E+00
   1.5057151E+00   5.4010758E-03   2.6200013E+00   3.1493757E+00
   1.5088638E+00  -4.4417802E-02   2.5511365E+00   3.1475925E+00
   1.5126182E+00  -7.0026438E-03   2.8548267E+00   3.1470659E+00
   1.5157274E+00   1.0986166E-02   3.1064165E+00   3.1477656E+00
   1.5194352E+00  -1.6889011E-02   3.6955755E+00   3.1602898E+00
   1.5225061E+00  -1.0820690E-02   2.9587078E+00   3.1576087E+00
   1.5261691E+00  -3.3346843E-02   3.0786808E+00   3.1471331E+00
   1.5292033E+00  -1.5595828E-02   4.1721048E+00   3.1705029E+00
   1.5328230E+00  -7.1549518E-03   3.8351490E+00   3.1703944E+00
   1.5358217E+00  -8.9598512E-03   3.3649099E+00   3.1620455E+00
   1.5393994E+00  -1.9513778E-02   4.3161907E+00   3.1680551E+00
   1.5429550E+00   1.2905854E-02   4.3776312E+00   3.1683660E+00
   1.5464888E+00  -5.1047377E-02   3.8094888E+00   3.1780140E+00
   1.5494171E+00  -6.2810634E-03   4.0880899E+00   3.1839919E+00
   1.5529120E+00  -1.4282441E-02   5.0429440E+00   3.1774328E+00
   1.5563861E+00  -1.0908947E-02   4.1598501E+00   3.1602328E+00
   1.5598398E+00  -1.1666824E-02   4.4237480E+00   3.1826847E+00
   1.5632735E+00  -7.0354216E-02   4.7907805E+00   3.1775956E+00
   1.5666877E+00  -4.1948855E-02   5.1750741E+00   3.1782088E+00
   1.5700824E+00  -4.8977695E-02   5.5273395E+00   3.2404315E+00
   1.5734583E+00  -3.0642843E-02   4.7954378E+00   3.2015607E+00
   1.5768154E+00  -7.8224689E-03   5.1745229E+00   3.1422248E+00
   1.5801541E+00  -3.3377007E-02   5.6183019E+00   3.1427193E+00
   1.5834748E+00  -2.3234569E-02   5.6788225E+00   3.1555631E+00
   1.5867777E+00   1.4839289E-02   5.6372232E+00   3.5536625E+00
   1.5900631E+00  -4.6369340E-02   5.7951918E+00   3.1596696E+00
   1.5933312E+00  -4.7375511E-02   6.0433092E+00   3.2877164E+00
   1.5965824E+00  -6.6301688E-03   6.0299606E+00   3.2547488E+00
   1.6003544E+00  -4.2117186E-02   5.9764514E+00   3.1473815E+00
   1.6035697E+00  -5.0763119E-02   6.4608555E+00   3.1407409E+00
   1.6067690E+00   9.8747369E-03   6.4795613E+00   3.1925399E+00
   1.6104813E+00   8.7326288E-02   6.3613482E+00   3.1760480E+00
   1.6136463E+00  -9.0690315E-02   6.6732082E+00   3.1506248E+00
   1.6173193E+00   1.2923084E-01   7.1215711E+00   3.3282063E+00
   1.6204512E+00  -8.7207094E-02   6.9273758E+00   3.3114214E+00
   1.6240863E+00  -4.0169753E-02   6.9719801E+00   3.2906363E+00
   1.6271862E+00  -9.3648839E-01   4.4243321E+00   3.2080166E+00
   1.6307843E+00  -9.4488287E-01   6.5044374E+00   3.3141873E+00
   1.6338531E+00  -1.3207620E+00   7.3806877E+00   2.9615743E+00
   1.6374154E+00  -4.2061187E-02   7.5883493E+00   3.1571527E+00
   1.6409590E+00  -4.3023013E-02   7.7969351E+00   3.2535248E+00
   1.6439817E+00  -2.4053387E-02   7.7694230E+00   3.2618046E+00
   1.6474911E+00  -4.0634669E-02   8.2328186E+00   3.1972296E+00
   1.6509825E+00  -6.6676088E-02   7.9197197E+00   3.2043650E+00
   1.6544561E+00  -6.1864099E-03   8.0136738E+00   3.2753778E+00
   1.6574197E+00  -1.8811040E-03   8.5763035E+00   3.3524463E+00
   1.6608611E+00   7.8572013E-04   8.5172997E+00   3.3365169E+00
   1.6642857E+00  -5.1303789E-02   9.5949574E+00   3.3114336E+00
   1.6676935E+00   1.8620661E-02   6.3131089E+00   3.2677369E+00
   1.6710848E+00  -3.7303336E-02   7.4653215E+00   3.3084347E+00
   1.6744597E+00   2.4199834E-02   8.9122076E+00   3.3051889E+00
   1.6778188E+00   7.8303337E-02   9.8310137E+00   3.3321273E+00
   1.6811620E+00  -2.8850989E-02   9.2698240E+00   3.2935002E+00
   1.6844896E+00  -6.9770417E-03   8.6726952E+00   3.2949190E+00
   1.6878020E+00  -3.8552176E-02   1.0045465E+01   3.3492889E+00
   1.6915689E+00   3.3485584E-02   8.7533627E+00   3.2726960E+00
   1.6948489E+00  -4.8590121E-03   9.3957043E+00   3.3231564E+00
   1.6981143E+00   1.3453091E-02   8.6702929E+00   3.2924318E+00
   1.7013652E+00  -7.0100240E-02   9.4705086E+00   3.3129549E+00
   1.7050629E+00  -2.5743904E-02   1.0026628E+01   3.3305809E+00
   1.7082833E+00   1.3305381E-02   9.6372223E+00   3.3376153E+00
   1.7114898E+00  -1.9791441E-02   9.8263588E+00   3.3566575E+00
   1.7151375E+00  -3.5520069E-02   1.0873178E+01   3.3737311E+00
   1.7183148E+00  -5.0818525E-02   1.0105700E+01   3.3661664E+00
   1.7219296E+00   1.6420338E-02   1.0360293E+01   3.3682568E+00
   1.7250782E+00  -2.7415013E-02   1.0994426E+01   3.3750851E+00
   1.7286609E+00   4.8946455E-02   1.0320335E+01   3.3734071E+00
   1.7317820E+00  -1.2777504E-01   1.1188588E+01   3.3924892E+00
   1.7353334E+00   7.3657498E-02   1.1074288E+01   3.4044387E+00
   1.7384275E+00  -5.7600040E-02   1.0815958E+01   3.4009249E+00
   1.7419485E+00  -4.4477649E-02   1.1064493E+01   3.3989027E+00
   1.7454535E+00   4.3827254E-02   1.1376901E+01   3.4062514E+00
   1.7489429E+00  -7.0752390E-02   1.1362873E+01   3.4102070E+00
   1.7519833E+00   3.9124679E-02   1.1457069E+01   3.4174063E+00
   1.7554438E+00   4.8543945E-02   1.1589294E+01   3.4215195E+00
   1.7588891E+00  -2.9717498E-02   1.1701020E+01   3.4288185E+00
   1.7623196E+00   2.9795108E-02   1.1857476E+01   3.4392085E+00
   1.7657353E+00   9.7537469E-03   1.1842205E+01   3.4416764E+00
   1.7691364E+00  -1.6948791E-02   1.1929235E+01   3.4422765E+00
   1.7725232E+00   1.1214349E-01   1.2050198E+01   3.4492679E+00
   1.7758958E+00  -1.3256859E-03   1.2245663E+01   3.4493921E+00
   1.7792544E+00  -5.7376187E-02   1.2346213E+01   3.4692845E+00
   1.7825992E+00   1.0907479E-02   1.2372009E+01   3.4649920E+00
   1.7859304E+00   9.4753578E-02   1.2459117E+01   3.4662356E+00
   1.7892480E+00  -2.4496449E-02   1.2575595E+01   3.4765937E+00
   1.7924747E+00  -1.6261792E-01   1.2743720E+01   3.4808736E+00
   1.7962444E+00   2.1205839E-02   1.2740365E+01   3.4866352E+00
   1.7994455E+00   1.3476719E-01   1.2978554E+01   3.4958854E+00
   1.8022914E+00   7.5115203E-03   1.3038445E+01   3.5129778E+00
   1.8067118E+00   2.7946999E-02   1.2979613E+01   3.5068605E+00
   1.8089812E+00  -1.5724778E-02   1.3132656E+01   3.4997568E+00

