  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   11:14:12  02/13/2024 iqiq     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1001      0.000E+00      3.377E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.0431824E+00   5.2251302E-02  -7.9037170E+00   2.7072818E+00
   1.0464644E+00   5.3644735E-02  -7.8305964E+00   2.7075415E+00
   1.0500300E+00   5.0394878E-02  -7.7404728E+00   2.7088048E+00
   1.0539054E+00   4.2303577E-02  -7.7407227E+00   2.7156384E+00
   1.0559733E+00   6.6799961E-02  -7.7436390E+00   2.7163663E+00
   1.0593350E+00   1.1060815E-01  -7.7321472E+00   2.7175524E+00
   1.0641603E+00   1.2802767E-02  -7.3587794E+00   2.7086825E+00
   1.0674267E+00   4.5442764E-02  -7.2852468E+00   2.7066097E+00
   1.0709217E+00   3.9361756E-02  -7.3693881E+00   2.7076991E+00
   1.0728014E+00   1.3327319E-02  -7.4082398E+00   2.7013590E+00
   1.0768375E+00   4.6449129E-02  -7.3287506E+00   2.7204292E+00
   1.0808318E+00   4.9918294E-02  -7.3669004E+00   2.7084024E+00
   1.0846565E+00   6.9188893E-02  -7.0030417E+00   2.7141953E+00
   1.0869142E+00   1.9399950E-02  -6.9633398E+00   2.7064986E+00
   1.0907420E+00   5.1485073E-02  -7.0081377E+00   2.7130969E+00
   1.0935606E+00   3.6572337E-03  -7.0201907E+00   2.7124832E+00
   1.0968008E+00   6.9121949E-02  -7.1072726E+00   2.7063622E+00
   1.1005518E+00   4.4040117E-02  -6.9076629E+00   2.7186987E+00
   1.1039512E+00   1.3965562E-01  -6.7840872E+00   2.7110622E+00
   1.1072408E+00   1.2581921E-01  -6.7428384E+00   2.7179739E+00
   1.1107506E+00   3.8600556E-04  -6.5613089E+00   2.7175372E+00
   1.1148136E+00  -2.7548272E-02  -6.6680765E+00   2.7171910E+00
   1.1178721E+00   1.4303264E-01  -6.5456729E+00   2.7143068E+00
   1.1212442E+00   8.7755717E-02  -6.5698447E+00   2.7148612E+00
   1.1247208E+00   6.0972426E-02  -6.4691811E+00   2.7118843E+00
   1.1282074E+00   5.6645557E-02  -6.3769112E+00   2.7135315E+00
   1.1317325E+00   4.6977807E-02  -6.3150516E+00   2.7085936E+00
   1.1352640E+00  -1.8358694E-02  -6.3307128E+00   2.7090309E+00
   1.1370484E+00  -8.5575636E-03  -6.2861133E+00   2.7111371E+00
   1.1405646E+00   1.1889251E-01  -6.0635576E+00   2.7114458E+00
   1.1440142E+00   9.9161394E-02  -6.0969934E+00   2.7114313E+00
   1.1474013E+00   2.6521470E-02  -6.1894851E+00   2.7131448E+00
   1.1507292E+00   5.2630834E-02  -6.0201001E+00   2.7125616E+00
   1.1540009E+00  -8.7501202E-03  -6.0920219E+00   2.7150202E+00
   1.1572193E+00   1.0298237E-01  -5.7706070E+00   2.7159677E+00
   1.1619526E+00   1.4474751E-01  -5.7347097E+00   2.7098334E+00
   1.1650488E+00   5.4705106E-02  -5.6550188E+00   2.7099805E+00
   1.1681001E+00   5.8186099E-02  -5.6749892E+00   2.7101283E+00
   1.1711084E+00   6.1360892E-02  -5.6165991E+00   2.7122118E+00
