  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   23:25:45  02/28/2024 bpnh     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1001      0.000E+00      3.342E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1494787E+00   2.3751590E-02  -5.4378095E+00   1.7460895E+00
   1.1522874E+00   2.1531055E-02  -5.4320173E+00   1.7463726E+00
   1.1559656E+00   2.5185807E-02  -5.3531270E+00   1.7464802E+00
   1.1595830E+00   2.7291464E-02  -5.2427645E+00   1.7459444E+00
   1.1623132E+00   3.1712372E-02  -5.1375837E+00   1.7452029E+00
   1.1660233E+00   2.7859550E-02  -5.0943522E+00   1.7450818E+00
   1.1696519E+00   3.1469718E-02  -5.1022367E+00   1.7452900E+00
   1.1725804E+00   3.5824928E-02  -4.9139409E+00   1.7453195E+00
   1.1756040E+00   3.3601347E-02  -4.8577237E+00   1.7450249E+00
   1.1795877E+00   2.4437767E-02  -4.8459477E+00   1.7445682E+00
   1.1825043E+00   2.4644060E-02  -4.7404737E+00   1.7445072E+00
   1.1863016E+00   2.7263219E-02  -4.6546550E+00   1.7447581E+00
   1.1890868E+00   2.8797453E-02  -4.5548620E+00   1.7448651E+00
   1.1927258E+00   2.8279165E-02  -4.4889154E+00   1.7448865E+00
   1.1962848E+00   3.3023432E-02  -4.3839769E+00   1.7451066E+00
   1.1989044E+00   3.0115314E-02  -4.3376875E+00   1.7451810E+00
   1.2023382E+00   2.8297883E-02  -4.2807159E+00   1.7452377E+00
   1.2057093E+00   3.6251165E-02  -4.1927757E+00   1.7452629E+00
   1.2090217E+00   3.0354491E-02  -4.0502772E+00   1.7450992E+00
   1.2122790E+00   3.4631029E-02  -4.0599518E+00   1.7449499E+00
   1.2163212E+00   3.1280164E-02  -3.9262884E+00   1.7446387E+00
   1.2197696E+00   2.7020704E-02  -3.8655684E+00   1.7444636E+00
   1.2227038E+00   2.6529891E-02  -3.7918446E+00   1.7442855E+00
   1.2255615E+00   2.6248323E-02  -3.7415020E+00   1.7440057E+00
   1.2296549E+00   2.9697018E-02  -3.6313484E+00   1.7436820E+00
   1.2324606E+00   2.8422281E-02  -3.5582211E+00   1.7434479E+00
   1.2360669E+00   2.7884157E-02  -3.4969718E+00   1.7433609E+00
   1.2390364E+00   2.7163524E-02  -3.3752286E+00   1.7432064E+00
   1.2429384E+00   3.5323847E-02  -3.3166914E+00   1.7430093E+00
   1.2458618E+00   2.7881345E-02  -3.2616842E+00   1.7429947E+00
   1.2489109E+00   3.2373648E-02  -3.1778951E+00   1.7430625E+00
   1.2530053E+00   2.7731508E-02  -3.0887125E+00   1.7431225E+00
   1.2560127E+00   2.9803697E-02  -3.0492313E+00   1.7432039E+00
   1.2590368E+00   2.9271623E-02  -2.9718904E+00   1.7432722E+00
   1.2631646E+00   2.5852149E-02  -2.8676419E+00   1.7433435E+00
   1.2662477E+00   2.8252436E-02  -2.7445042E+00   1.7431390E+00
   1.2693067E+00   2.8788274E-02  -2.7902949E+00   1.7428977E+00
   1.2723410E+00   3.0302655E-02  -2.6323416E+00   1.7428416E+00
   1.2763541E+00   2.7538484E-02  -2.6125674E+00   1.7427387E+00
   1.2793437E+00   2.8751567E-02  -2.4893885E+00   1.7426057E+00
   1.2831427E+00   2.6332282E-02  -2.4669888E+00   1.7422774E+00
   1.2860914E+00   2.5091799E-02  -2.3637600E+00   1.7422276E+00
   1.2891003E+00   2.8969729E-02  -2.3309407E+00   1.7423549E+00
   1.2930722E+00   2.7645670E-02  -2.2123334E+00   1.7426902E+00
   1.2960169E+00   2.5081398E-02  -2.1703534E+00   1.7429125E+00
   1.2998997E+00   2.5780434E-02  -2.0996585E+00   1.7431988E+00
   1.3027805E+00   2.4701532E-02  -2.0794506E+00   1.7434007E+00
   1.3065821E+00   1.4136981E-02  -2.0245073E+00   1.7436814E+00
   1.3094047E+00   2.3176624E-02  -1.9006412E+00   1.7442505E+00
   1.3128513E+00   2.0656690E-02  -1.8935430E+00   1.7445215E+00
   1.3164817E+00   2.5193574E-02  -1.8517141E+00   1.7448912E+00
   1.3199655E+00   1.5534735E-02  -1.6926228E+00   1.7452902E+00
   1.3226825E+00   1.7265968E-02  -1.6537982E+00   1.7454586E+00
   1.3262744E+00   2.1045571E-02  -1.6357741E+00   1.7457190E+00
   1.3298327E+00   1.9449081E-02  -1.6085440E+00   1.7460585E+00
   1.3324801E+00   1.9827435E-02  -1.4849732E+00   1.7466656E+00
   1.3359828E+00   1.8778356E-02  -1.4286160E+00   1.7471981E+00
   1.3394555E+00   1.7219517E-02  -1.3986145E+00   1.7473167E+00
   1.3428993E+00   1.5239592E-02  -1.3648093E+00   1.7475600E+00
   1.3463155E+00   2.4988446E-02  -1.2515097E+00   1.7483872E+00
   1.3497051E+00   1.8232429E-02  -1.1861101E+00   1.7492666E+00
   1.3530691E+00   1.6872849E-02  -1.1348642E+00   1.7498561E+00
   1.3564084E+00   1.6589168E-02  -1.1101646E+00   1.7502592E+00
   1.3597239E+00   1.6949126E-02  -1.0503296E+00   1.7505785E+00
   1.3630166E+00   1.6444178E-02  -9.7969663E-01   1.7514138E+00
   1.3662871E+00   1.3796384E-02  -8.6285490E-01   1.7519214E+00
   1.3695318E+00   2.1721823E-02  -8.9756548E-01   1.7522262E+00
   1.3727603E+00   1.8601881E-02  -8.4921795E-01   1.7525311E+00
   1.3763279E+00   2.2648899E-02  -7.5848329E-01   1.7528371E+00
   1.3799977E+00   2.0705370E-02  -6.5309840E-01   1.7533242E+00
   1.3827512E+00   8.3511248E-03  -6.3780332E-01   1.7536305E+00
   1.3863894E+00   2.1003647E-02  -5.5061299E-01   1.7538136E+00
   1.3900673E+00   2.0220844E-02  -4.8440146E-01   1.7543274E+00
   1.3928865E+00   2.1764811E-02  -4.4399312E-01   1.7546169E+00
   1.3966615E+00   3.0578485E-02  -3.7029180E-01   1.7550893E+00
   1.3994726E+00   3.0422941E-02  -3.1726652E-01   1.7554296E+00
   1.4032248E+00   2.5495632E-02  -1.6667280E-01   1.7562958E+00
   1.4060212E+00   2.8110504E-02  -1.7435174E-01   1.7568887E+00
   1.4097368E+00   2.9312745E-02  -1.2472253E-01   1.7572322E+00
   1.4134169E+00   2.8412512E-02  -5.2493136E-02   1.7576841E+00
   1.4161524E+00   3.0005785E-02   1.2265216E-01   1.7583908E+00
   1.4197582E+00   2.6448876E-02   1.2794706E-01   1.7588146E+00
   1.4233257E+00   2.7023932E-02   1.6511194E-01   1.7590853E+00
   1.4268627E+00   2.0437581E-02   2.4949993E-01   1.7594978E+00
   1.4294994E+00   2.1523908E-02   3.4742248E-01   1.7601349E+00
   1.4329970E+00   3.5071280E-02   3.8949990E-01   1.7603003E+00
   1.4364774E+00   2.1806747E-02   4.6264237E-01   1.7602457E+00
   1.4399436E+00   3.9930444E-02   5.5857664E-01   1.7604430E+00
   1.4433978E+00   2.7553750E-02   5.9521812E-01   1.7607975E+00
   1.4468423E+00   3.0195246E-02   7.5336546E-01   1.7615383E+00
   1.4494206E+00   2.9031157E-02   7.9661697E-01   1.7618859E+00
   1.4532440E+00   2.6885685E-02   9.1559863E-01   1.7621353E+00
   1.4565579E+00   1.2352167E-02   9.1703892E-01   1.7606785E+00
   1.4597225E+00   2.9849395E-02   1.0542842E+00   1.7621742E+00
   1.4628729E+00   2.4034694E-02   1.2045701E+00   1.7647278E+00
   1.4663525E+00   2.8552873E-02   1.2651228E+00   1.7659897E+00
   1.4698462E+00   2.5756611E-02   1.3340212E+00   1.7668054E+00
   1.4733546E+00   3.4352731E-02   1.4012089E+00   1.7671652E+00
   1.4768783E+00   4.5875438E-02   1.5427119E+00   1.7676096E+00
   1.4795314E+00   1.5537862E-02   1.6591630E+00   1.7684355E+00
   1.4830835E+00   3.0193932E-02   1.7402459E+00   1.7691044E+00
   1.4866523E+00   3.1841066E-02   1.8468217E+00   1.7702446E+00
   1.4902368E+00   1.7084068E-02   1.9513867E+00   1.7707649E+00
   1.4929348E+00   2.8298149E-02   2.0363479E+00   1.7711653E+00
   1.4965440E+00   2.1930017E-02   2.1363242E+00   1.7716141E+00
   1.5001651E+00   2.5427565E-02   2.2991958E+00   1.7730721E+00
   1.5028876E+00   2.1417554E-02   2.3515728E+00   1.7737648E+00
   1.5065242E+00   2.6416782E-02   2.4678214E+00   1.7747097E+00
   1.5101358E+00   1.9630210E-02   2.5714674E+00   1.7758304E+00
   1.5136752E+00   2.1454718E-02   2.7143857E+00   1.7774235E+00
   1.5162822E+00   2.8870031E-02   2.7994282E+00   1.7783661E+00
   1.5197338E+00   1.5719371E-02   2.9121063E+00   1.7791767E+00
   1.5232126E+00   1.1222446E-02   3.0296838E+00   1.7802519E+00
   1.5266796E+00   1.1341437E-02   3.1716912E+00   1.7816060E+00
   1.5301743E+00   1.0221157E-02   3.2903678E+00   1.7829269E+00
   1.5336016E+00   1.1047961E-02   3.4423881E+00   1.7837695E+00
   1.5362787E+00   1.0168394E-02   3.5031631E+00   1.7839938E+00
   1.5398443E+00   1.0189585E-02   3.6074426E+00   1.7844834E+00
   1.5433728E+00   1.0419223E-02   3.7325749E+00   1.7852006E+00
   1.5468475E+00  -7.9197431E-04   3.8810182E+00   1.7862602E+00
   1.5501853E+00   2.0587293E-02   4.0554595E+00   1.7875645E+00
   1.5533711E+00   1.4441023E-02   4.1223512E+00   1.7882658E+00
   1.5565461E+00   7.7573583E-03   4.2084527E+00   1.7886498E+00
   1.5597349E+00   7.5183236E-03   4.3477221E+00   1.7895749E+00
   1.5638113E+00   1.2898738E-02   4.4995370E+00   1.7907315E+00
   1.5671376E+00   1.0912451E-02   4.6031365E+00   1.7916205E+00
   1.5704811E+00   1.1530817E-02   4.7302547E+00   1.7930979E+00
   1.5730354E+00   1.0653355E-02   4.8140936E+00   1.7938215E+00
   1.5764701E+00   5.9400261E-03   4.9493222E+00   1.7947863E+00
   1.5799122E+00   1.0983027E-02   5.0583334E+00   1.7959033E+00
   1.5833752E+00  -2.1956097E-03   5.2420239E+00   1.7969126E+00
   1.5868534E+00   2.6471946E-02   5.3080792E+00   1.7979732E+00
   1.5903132E+00  -6.6287569E-03   5.4490819E+00   1.7983257E+00
   1.5937408E+00   7.1733687E-03   5.5677409E+00   1.7992613E+00
   1.5971351E+00  -8.5842926E-03   5.7097664E+00   1.8002552E+00
   1.6005093E+00  -2.5648682E-03   5.7705679E+00   1.8003397E+00
   1.6038784E+00  -2.8071299E-03   5.8690963E+00   1.8007741E+00
   1.6064076E+00   5.1858072E-04   6.0301733E+00   1.8021815E+00
   1.6097885E+00  -6.3707507E-03   6.1408434E+00   1.8031063E+00
   1.6131822E+00   5.8239349E-03   6.2342672E+00   1.8037910E+00
   1.6171727E+00  -2.6301669E-03   6.3462105E+00   1.8048326E+00
   1.6205363E+00  -8.2514705E-03   6.4840293E+00   1.8058679E+00
   1.6238581E+00  -4.2264806E-03   6.6027017E+00   1.8069072E+00
   1.6272477E+00   1.2737388E-02   6.7143064E+00   1.8076483E+00
   1.6297908E+00  -1.2750561E-02   6.7592568E+00   1.8083826E+00
   1.6331601E+00   1.2590549E-02   6.8724408E+00   1.8093537E+00
   1.6365426E+00  -5.3789220E-03   6.9792647E+00   1.8100979E+00
   1.6399434E+00  -1.2222395E-02   7.0637212E+00   1.8111097E+00
   1.6434267E+00   1.9509239E-03   7.2310934E+00   1.8129605E+00
   1.6469368E+00  -1.5624038E-02   7.3152013E+00   1.8139638E+00
   1.6504527E+00  -1.0154992E-02   7.4311767E+00   1.8147269E+00
   1.6540103E+00  -1.4831771E-02   7.4832563E+00   1.8156774E+00
   1.6567026E+00  -7.4923271E-03   7.5365353E+00   1.8163825E+00
   1.6607504E+00  -2.7263546E-03   7.9195781E+00   1.8229688E+00
   1.6638868E+00   7.9219621E-03   8.1743250E+00   1.8252195E+00
   1.6672715E+00  -1.1134761E-02   7.7636423E+00   1.8214272E+00
   1.6697156E+00  -4.7312882E-03   7.6964355E+00   1.8201671E+00
   1.6734635E+00  -3.8962069E-03   7.9124036E+00   1.8201813E+00
   1.6771059E+00  -5.4790857E-03   8.1112356E+00   1.8236325E+00
   1.6805905E+00  -9.7035281E-03   8.2042933E+00   1.8264332E+00
   1.6831127E+00  -2.3610631E-03   8.2336063E+00   1.8266007E+00
   1.6870972E+00  -8.4218737E-03   8.2381449E+00   1.8272828E+00
   1.6902361E+00  -4.5231134E-02   8.4237099E+00   1.8300014E+00
   1.6934546E+00   1.8790247E-03   8.4548063E+00   1.8299732E+00
   1.6968009E+00   2.5037082E-02   8.4914284E+00   1.8307263E+00
   1.7001323E+00  -2.2049634E-02   8.5733547E+00   1.8325694E+00
   1.7041814E+00   1.0916660E-02   8.6611605E+00   1.8348203E+00
   1.7065225E+00  -3.0345430E-03   8.7401400E+00   1.8358160E+00
   1.7104914E+00   4.2943372E-03   8.7749081E+00   1.8368039E+00
   1.7133301E+00  -2.3864109E-02   8.8228178E+00   1.8374046E+00
   1.7175121E+00   4.6595886E-02   9.0149536E+00   1.8416588E+00
   1.7203456E+00   1.1271699E-02   8.8794060E+00   1.8403392E+00
   1.7243266E+00   3.0297223E-02   8.8740616E+00   1.8388953E+00
   1.7267544E+00  -8.9308210E-03   8.9847040E+00   1.8399878E+00
   1.7306968E+00   1.9499192E-02   9.3528814E+00   1.8504130E+00
   1.7333956E+00   1.0325827E-02   8.9479713E+00   1.8397700E+00
   1.7377604E+00  -8.3667953E-03   9.3591728E+00   1.8468496E+00
   1.7407485E+00   1.2750127E-02   9.2281466E+00   1.8464195E+00
   1.7440430E+00  -2.6186986E-03   9.1923876E+00   1.8460771E+00
   1.7476245E+00   6.3664238E-03   9.3354473E+00   1.8490474E+00
   1.7509736E+00   1.8203234E-03   9.3690042E+00   1.8492792E+00
   1.7542273E+00   8.0341902E-03   9.4796515E+00   1.8501447E+00
   1.7573144E+00   1.6144769E-02   9.4870739E+00   1.8513871E+00
   1.7607412E+00   9.0768393E-03   9.6183491E+00   1.8561418E+00
   1.7641267E+00   1.3764483E-02   9.5783195E+00   1.8529662E+00
   1.7666752E+00   5.2368483E-03   9.5687237E+00   1.8522853E+00
   1.7709960E+00  -7.0873811E-03   9.7381821E+00   1.8548688E+00
   1.7740291E+00   1.3076684E-02   9.7153616E+00   1.8561790E+00
   1.7771429E+00   5.8512711E-03   9.7430668E+00   1.8572677E+00
   1.7805758E+00   1.1265391E-02   9.8151836E+00   1.8587301E+00
   1.7838092E+00   9.1270860E-03   1.0089582E+01   1.8668628E+00
   1.7873403E+00   1.5264848E-02   1.0197206E+01   1.8658793E+00
   1.7904797E+00   1.2669732E-02   9.9966669E+00   1.8618683E+00
   1.7941138E+00  -1.5581150E-03   9.9691553E+00   1.8600643E+00
   1.7974099E+00  -7.1330019E-04   1.0064765E+01   1.8609962E+00
   1.8003403E+00   7.6068551E-03   1.0177697E+01   1.8654417E+00
   1.8037326E+00   1.2320990E-03   1.0224545E+01   1.8670371E+00
   1.8076597E+00   1.1201662E-02   1.0210954E+01   1.8675779E+00
   1.8104655E+00   6.2578567E-03   1.0255266E+01   1.8678170E+00
   1.8134036E+00   6.6967811E-03   1.0295120E+01   1.8683033E+00
   1.8175226E+00   7.0076645E-03   1.0369257E+01   1.8696951E+00
   1.8204305E+00   8.1045851E-03   1.0434366E+01   1.8707755E+00
   1.8236364E+00   6.2546702E-03   1.0474347E+01   1.8718380E+00
   1.8271708E+00   1.3405984E-02   1.0533185E+01   1.8721734E+00
   1.8307455E+00   1.0334777E-02   1.0595124E+01   1.8755814E+00
   1.8342648E+00   8.6036269E-03   1.0653798E+01   1.8752252E+00
   1.8378481E+00   9.6173538E-03   1.0614637E+01   1.8741208E+00
   1.8397752E+00   4.0295012E-03   1.0672865E+01   1.8741335E+00
   1.8435987E+00   3.6996664E-03   1.0763462E+01   1.8780841E+00
   1.8466827E+00   1.2955003E-02   1.0789921E+01   1.8783443E+00
   1.8510768E+00   6.9901217E-03   1.0851665E+01   1.8799582E+00
   1.8543721E+00   5.4228618E-03   1.0906926E+01   1.8816414E+00
   1.8579922E+00   4.1749701E-03   1.0966754E+01   1.8835044E+00
   1.8614898E+00   9.7245863E-03   1.1020270E+01   1.8879430E+00
   1.8632568E+00   7.2176829E-03   1.1056370E+01   1.8877701E+00
   1.8667775E+00   8.1498642E-03   1.1034908E+01   1.8862734E+00
   1.8709849E+00   1.6993664E-03   1.1118253E+01   1.8855201E+00
   1.8741442E+00   3.7313255E-03   1.1162393E+01   1.8872287E+00
   1.8771354E+00   6.6544823E-03   1.1187129E+01   1.8895996E+00
   1.8803313E+00   3.6667325E-03   1.1219350E+01   1.8905958E+00
   1.8837980E+00   6.7741596E-03   1.1270661E+01   1.8911319E+00
   1.8875481E+00   5.5609737E-03   1.1318252E+01   1.8942634E+00
   1.8911240E+00   5.4136170E-03   1.1345019E+01   1.8939916E+00
   1.8949867E+00   3.3784844E-03   1.1393220E+01   1.8930281E+00
   1.8970641E+00   1.8941405E-03   1.1389731E+01   1.8934999E+00
   1.9008281E+00   3.5882890E-03   1.1417975E+01   1.8943157E+00
   1.9043102E+00   5.2489769E-03   1.1465759E+01   1.8957140E+00
   1.9077826E+00   2.7526857E-03   1.1497238E+01   1.8980765E+00
   1.9116110E+00   3.1113364E-03   1.1510996E+01   1.9021261E+00
   1.9136494E+00   3.0710315E-03   1.1527750E+01   1.9009631E+00
   1.9173671E+00   1.6239539E-03   1.1592984E+01   1.8991175E+00
   1.9212112E+00  -1.0400380E-03   1.1548399E+01   1.8988367E+00
   1.9248823E+00   5.1010936E-03   1.1556407E+01   1.9048575E+00
   1.9267576E+00   3.5784219E-03   1.1576525E+01   1.9047171E+00
   1.9304587E+00   1.4335749E-03   1.1618239E+01   1.9030468E+00
   1.9340755E+00   1.2686991E-03   1.1664697E+01   1.9021138E+00
   1.9376816E+00  -3.0350452E-04   1.1637254E+01   1.9028236E+00
   1.9411573E+00   3.5394351E-03   1.1471882E+01   1.9084522E+00
   1.9444859E+00   2.8962672E-03   1.1714933E+01   1.9035559E+00
   1.9477199E+00  -8.0047855E-03   1.1536415E+01   1.9072075E+00
   1.9509332E+00  -3.4438944E-04   1.1580738E+01   1.9068215E+00
   1.9541576E+00   3.6067253E-03   1.1628347E+01   1.9063417E+00
   1.9573649E+00   2.6433978E-03   1.1630522E+01   1.9067130E+00
   1.9605132E+00  -8.1880053E-04   1.1435070E+01   1.9124098E+00
   1.9636033E+00   3.8249518E-03   1.1529124E+01   1.9108472E+00
   1.9680973E+00   1.4111006E-03   1.1588850E+01   1.9089499E+00
   1.9709965E+00  -1.4304809E-03   1.1580874E+01   1.9083263E+00
   1.9738646E+00   3.9934213E-04   1.1438141E+01   1.9093571E+00
   1.9781820E+00   2.5615958E-03   1.1367074E+01   1.9114437E+00
   1.9810269E+00   2.6873793E-03   1.1349133E+01   1.9120517E+00
   1.9838234E+00   1.5654834E-03   1.1350846E+01   1.9124217E+00
   1.9879032E+00   6.8474200E-04   1.1318386E+01   1.9130024E+00
   1.9905432E+00   1.5008773E-03   1.1205824E+01   1.9134345E+00
   1.9944330E+00   4.2703189E-03   1.1154307E+01   1.9139664E+00
   1.9970663E+00   3.0513781E-03   1.1109907E+01   1.9140133E+00
   2.0009379E+00   3.2377960E-03   1.1026813E+01   1.9139673E+00
   2.0046372E+00   3.9231544E-03   1.0963976E+01   1.9145007E+00
   2.0082197E+00   3.2126193E-03   1.0856592E+01   1.9153978E+00
   2.0105627E+00   3.3410548E-03   1.0802390E+01   1.9159056E+00
   2.0140269E+00   6.7036054E-03   1.0723778E+01   1.9168607E+00
   2.0174668E+00   6.4162831E-03   1.0629905E+01   1.9176720E+00
   2.0208104E+00   6.7246789E-03   1.0540888E+01   1.9182112E+00
   2.0240486E+00   4.6015880E-03   1.0461466E+01   1.9185379E+00
   2.0272217E+00   4.5682751E-03   1.0345814E+01   1.9189758E+00
   2.0313594E+00   4.1795135E-03   1.0196589E+01   1.9197851E+00
   2.0344307E+00   6.1539705E-03   1.0129402E+01   1.9201849E+00
   2.0374849E+00   4.3791491E-03   1.0017859E+01   1.9206147E+00
   2.0415452E+00   3.8316911E-03   9.8437300E+00   1.9212941E+00
   2.0445731E+00   6.0164579E-03   9.6971226E+00   1.9217188E+00
   2.0474873E+00   5.4148748E-03   9.6116438E+00   1.9218860E+00
   2.0512893E+00   5.9977025E-03   9.4968481E+00   1.9218694E+00
   2.0540829E+00   5.0412333E-03   9.4094267E+00   1.9218131E+00
   2.0577641E+00   5.0252434E-03   9.2268791E+00   1.9218818E+00
   2.0614295E+00   4.2236466E-03   8.6143074E+00   1.9230126E+00
   2.0641723E+00   8.6057642E-03   9.1347084E+00   1.9221514E+00
   2.0678163E+00   2.6994962E-03   8.9864101E+00   1.9214910E+00
   2.0714512E+00   3.4128628E-03   8.4821320E+00   1.9226683E+00
   2.0741663E+00   3.3849452E-03   8.4189396E+00   1.9232080E+00
   2.0777879E+00   4.8360061E-03   8.3781233E+00   1.9234201E+00
   2.0813928E+00   5.0907573E-03   8.1597929E+00   1.9235145E+00
   2.0849714E+00   6.1128032E-03   7.9933929E+00   1.9236181E+00
   2.0876002E+00   4.8534838E-03   7.8458791E+00   1.9237618E+00
   2.0909784E+00   7.5682648E-03   7.6370816E+00   1.9239149E+00
   2.0942996E+00   6.9196974E-03   7.4912829E+00   1.9239119E+00
   2.0975926E+00   4.5767240E-03   7.3193364E+00   1.9236313E+00
   2.1008673E+00   3.5443772E-03   7.2000332E+00   1.9234464E+00
   2.1049414E+00   4.6815504E-03   6.8401933E+00   1.9230411E+00
   2.1081820E+00   9.0011815E-03   6.7716851E+00   1.9229693E+00
   2.1113968E+00   8.4848972E-03   6.6680346E+00   1.9228106E+00
   2.1145809E+00   7.7556339E-03   6.4348545E+00   1.9224193E+00
   2.1177351E+00   8.8545438E-03   6.2399797E+00   1.9222897E+00
   2.1216412E+00   8.3211921E-03   6.0226927E+00   1.9221504E+00
   2.1247406E+00   5.2323989E-03   5.8626618E+00   1.9220304E+00
   2.1278207E+00   8.4122913E-03   5.6863008E+00   1.9219122E+00
   2.1316488E+00   9.6347425E-03   5.4685783E+00   1.9216796E+00
   2.1346986E+00   6.6396492E-03   5.3004532E+00   1.9215392E+00
   2.1379259E+00   8.1663793E-03   5.0457954E+00   1.9213890E+00
   2.1409655E+00   6.3215899E-03   4.9084067E+00   1.9210244E+00
   2.1448247E+00   4.2368257E-03   4.7645440E+00   1.9205793E+00
   2.1479757E+00   1.2832693E-03   4.5068331E+00   1.9198428E+00
   2.1511455E+00   9.2736604E-03   4.3237720E+00   1.9194944E+00
   2.1543262E+00   7.5476761E-03   4.1550612E+00   1.9192157E+00
   2.1582983E+00   5.8338488E-03   3.9439981E+00   1.9187069E+00
   2.1615067E+00   3.0048434E-03   3.7303777E+00   1.9180604E+00
   2.1647313E+00   5.4073199E-03   3.5671861E+00   1.9175148E+00
   2.1679029E+00   1.9851887E-04   3.4243507E+00   1.9172655E+00
   2.1710589E+00  -4.6660150E-03   3.1997998E+00   1.9167455E+00
   2.1750107E+00   2.1061450E-03   2.9381890E+00   1.9162858E+00
   2.1781933E+00  -5.3637609E-04   2.8256772E+00   1.9161296E+00
   2.1814039E+00   1.0469684E-03   2.6721385E+00   1.9160283E+00
   2.1845312E+00   6.5628816E-03   2.4503467E+00   1.9158146E+00
   2.1877613E+00  -1.2581009E-02   2.1616495E+00   1.9152374E+00
   2.1910713E+00  -8.1955856E-03   2.0246115E+00   1.9150144E+00
   2.1943815E+00  -1.0684527E-02   1.9454494E+00   1.9150693E+00
   2.1984587E+00   1.2494366E-03   1.7008207E+00   1.9147140E+00
   2.2017264E+00   6.4354278E-03   1.4156566E+00   1.9137996E+00
   2.2050118E+00  -5.6414390E-03   1.2548074E+00   1.9132173E+00
   2.2080851E+00  -9.2066331E-03   1.1799453E+00   1.9132521E+00
   2.2113388E+00  -6.7945598E-03   9.9209547E-01   1.9128667E+00
   2.2145391E+00  -2.3054036E-03   8.1344730E-01   1.9121071E+00
   2.2185168E+00   5.4191709E-03   4.2758715E-01   1.9104867E+00
   2.2217176E+00  -6.4304010E-03   3.4756592E-01   1.9099815E+00
   2.2250254E+00  -1.8041633E-02   2.6188335E-01   1.9099470E+00
   2.2282696E+00  -2.6402643E-02   6.8489023E-02   1.9092815E+00
   2.2314861E+00  -2.1362890E-02  -7.5497285E-02   1.9087069E+00
   2.2346985E+00   4.4555455E-03  -2.4015902E-01   1.9082006E+00
   2.2379088E+00  -5.2603087E-03  -4.2859146E-01   1.9078416E+00
   2.2411900E+00  -3.1647794E-02  -6.6533029E-01   1.9065217E+00
   2.2444806E+00  -1.0080934E-02  -8.2273257E-01   1.9056883E+00
   2.2485325E+00   1.4010507E-02  -9.3107909E-01   1.9053850E+00
   2.2517438E+00  -2.6351374E-02  -1.1431940E+00   1.9049646E+00
   2.2549434E+00   7.0198649E-03  -1.3025117E+00   1.9039927E+00
   2.2581272E+00  -2.1524208E-02  -1.5376765E+00   1.9026548E+00
   2.2614906E+00  -2.3042710E-02  -1.6280807E+00   1.9022897E+00
   2.2648892E+00  -1.0742136E-02  -1.6956050E+00   1.9018315E+00
   2.2682729E+00   1.8500403E-02  -1.9210882E+00   1.9006702E+00
   2.2716401E+00  -3.6356572E-02  -2.1116011E+00   1.8993112E+00
   2.2751966E+00  -9.8822648E-03  -2.3790896E+00   1.8979241E+00
   2.2785640E+00  -3.2646533E-02  -2.3476350E+00   1.8972943E+00
   2.2812080E+00  -5.5142168E-02  -2.5336633E+00   1.8963891E+00
   2.2849200E+00   3.6391124E-02  -2.8106964E+00   1.8951708E+00
   2.2883191E+00  -3.9190479E-02  -2.7456701E+00   1.8944314E+00
   2.2919652E+00  -8.5498556E-02  -3.1397893E+00   1.8928398E+00
   2.2947488E+00  -2.1504669E-02  -3.2581859E+00   1.8919612E+00
   2.2981319E+00  -3.1604648E-02  -3.4392896E+00   1.8912737E+00
   2.3020110E+00  -6.6207587E-03  -3.4345753E+00   1.8903230E+00
   2.3048651E+00  -1.5758844E-01  -3.7062652E+00   1.8889693E+00
   2.3085155E+00   7.2931573E-02  -3.9243138E+00   1.8875608E+00
   2.3113403E+00  -1.5190588E-02  -4.0329509E+00   1.8871976E+00
   2.3150711E+00   1.1873928E-01  -3.8431456E+00   1.8860180E+00
   2.3187344E+00  -2.2395054E-01  -4.4690685E+00   1.8838072E+00
   2.3216403E+00   7.1527295E-02  -4.5311661E+00   1.8825097E+00
   2.3251011E+00   7.5070933E-03  -4.4454880E+00   1.8819529E+00
   2.3281171E+00  -2.2646826E-02  -5.1014028E+00   1.8810517E+00
   2.3320251E+00   3.8497236E-02  -4.8158379E+00   1.8796288E+00
   2.3348303E+00  -5.4869954E-02  -5.1242771E+00   1.8786995E+00
   2.3381064E+00  -5.3761739E-02  -5.2309623E+00   1.8754748E+00
   2.3422017E+00   1.4564628E-02  -5.2947903E+00   1.8760529E+00
   2.3449876E+00  -9.2485510E-02  -5.4945540E+00   1.8758399E+00
   2.3485122E+00  -7.8095481E-02  -5.6653147E+00   1.8737694E+00
   2.3515868E+00  -1.8325014E-02  -5.7255797E+00   1.8721136E+00
   2.3553269E+00  -1.7518673E-02  -5.8330846E+00   1.8715106E+00
   2.3583746E+00   6.8458384E-03  -5.7446742E+00   1.8704854E+00
   2.3620234E+00  -2.5557311E-02  -6.1124501E+00   1.8680031E+00
   2.3651218E+00  -6.0799636E-02  -6.4151545E+00   1.8674635E+00
   2.3683779E+00  -1.5350535E-02  -6.4397197E+00   1.8669984E+00
   2.3722384E+00  -6.9022410E-02  -6.5580406E+00   1.8650461E+00
