  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   07:57:11  02/29/2024 urib     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1001      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1388199E+00   1.3778085E-02  -4.8482566E+00  -1.8493222E-01
   1.1420261E+00   1.1986961E-02  -4.7947006E+00  -1.8542247E-01
   1.1461859E+00   2.1045357E-03  -4.7459903E+00  -1.7750821E-01
   1.1492460E+00  -1.2146972E-02  -4.7000294E+00  -1.7241421E-01
   1.1524631E+00   1.0810123E-02  -4.6534610E+00  -1.6950281E-01
   1.1555479E+00   5.0689452E-03  -4.6486106E+00  -1.6842574E-01
   1.1595131E+00   1.9987162E-02  -4.5510249E+00  -1.6910732E-01
   1.1625545E+00  -9.7907335E-04  -4.5613694E+00  -1.6378917E-01
   1.1656530E+00   3.5288159E-03  -4.5140586E+00  -1.5892060E-01
   1.1693263E+00   6.6667348E-03  -4.5030417E+00  -1.5568845E-01
   1.1723450E+00   3.9025487E-03  -4.4400883E+00  -1.5097930E-01
   1.1755179E+00  -2.2798183E-04  -4.3916168E+00  -1.4763336E-01
   1.1797577E+00   1.1111377E-02  -4.3630285E+00  -1.4525184E-01
   1.1829810E+00   5.8925794E-03  -4.3246150E+00  -1.4876887E-01
   1.1864733E+00  -5.3894832E-03  -4.2705054E+00  -1.5163775E-01
   1.1888082E+00   5.4874942E-03  -4.2508612E+00  -1.4500058E-01
   1.1923519E+00   1.4294867E-03  -4.2186947E+00  -1.4088839E-01
   1.1958992E+00  -6.1353488E-04  -4.1669393E+00  -1.3821021E-01
   1.1994311E+00  -1.7410900E-03  -4.1099234E+00  -1.3352188E-01
   1.2029825E+00   4.9663504E-04  -4.0646496E+00  -1.3353871E-01
   1.2066100E+00   2.5225552E-03  -4.0232038E+00  -1.3019294E-01
   1.2089407E+00   1.2697796E-03  -4.0149832E+00  -1.2993419E-01
   1.2123443E+00  -5.7900804E-03  -3.9502268E+00  -1.3245142E-01
   1.2162158E+00  -2.4680451E-03  -3.8786383E+00  -1.2162632E-01
   1.2196336E+00  -9.5119100E-04  -3.8774247E+00  -1.2237185E-01
   1.2231852E+00  -2.9629616E-03  -3.8382442E+00  -1.1987267E-01
   1.2255722E+00   1.1936788E-04  -3.7959940E+00  -1.1935492E-01
   1.2292554E+00  -9.8859239E-04  -3.7109308E+00  -1.1746197E-01
   1.2328968E+00  -2.0524163E-03  -3.6556709E+00  -1.1631942E-01
   1.2364255E+00  -2.5836588E-03  -3.6577759E+00  -1.1596939E-01
   1.2398422E+00  -7.8266091E-04  -3.6227043E+00  -1.1396801E-01
   1.2431548E+00  -4.8591606E-03  -3.5643587E+00  -1.1384048E-01
   1.2464333E+00  -1.1281409E-02  -3.4075012E+00  -1.1358801E-01
   1.2497224E+00  -3.0844752E-03  -3.4605050E+00  -1.0939603E-01
   1.2530344E+00   5.2225547E-05  -3.5182753E+00  -1.1256976E-01
   1.2565012E+00  -3.4717771E-03  -3.4090986E+00  -1.0842931E-01
   1.2599807E+00  -8.7518804E-03  -3.2755644E+00  -1.0475991E-01
   1.2623184E+00   2.4828252E-03  -3.2699978E+00  -1.0392991E-01
   1.2658467E+00  -8.8627869E-03  -3.2320893E+00  -1.0481025E-01
   1.2693293E+00  -1.0410032E-02  -3.1952710E+00  -1.0480748E-01
   1.2727507E+00  -7.7590072E-03  -3.1328924E+00  -1.0227223E-01
   1.2761203E+00  -4.3116282E-03  -3.0718861E+00  -9.6886829E-02
   1.2794451E+00  -5.3992355E-03  -3.0266137E+00  -9.9388994E-02
   1.2827313E+00  -7.9505006E-03  -2.9802439E+00  -9.9220388E-02
   1.2859837E+00  -6.0834335E-03  -2.9511197E+00  -9.9344812E-02
   1.2892066E+00  -3.3955562E-03  -2.8898392E+00  -9.6140444E-02
   1.2924033E+00  -1.7412469E-02  -2.8454719E+00  -1.0089395E-01
   1.2966301E+00  -6.9670700E-03  -2.7695479E+00  -9.4372034E-02
   1.2997764E+00  -8.2508167E-03  -2.7229936E+00  -9.3525395E-02
   1.3029052E+00  -1.2854883E-02  -2.6743159E+00  -9.2342712E-02
   1.3060354E+00  -1.0140356E-02  -2.6219726E+00  -9.2463963E-02
   1.3092024E+00  -1.0793693E-02  -2.5672643E+00  -9.1281854E-02
   1.3124292E+00  -8.0477372E-03  -2.4964199E+00  -9.2162065E-02
   1.3157274E+00  -9.6326536E-03  -2.4654567E+00  -8.9724742E-02
   1.3190966E+00  -7.2887274E-03  -2.4245396E+00  -8.9578338E-02
   1.3224798E+00  -9.2978105E-03  -2.3462570E+00  -8.7533861E-02
   1.3258632E+00  -9.8998230E-03  -2.2998598E+00  -8.8130988E-02
   1.3292464E+00  -1.0064980E-02  -2.2431993E+00  -8.6805403E-02
   1.3325893E+00  -9.9484827E-03  -2.2155311E+00  -8.6734086E-02
   1.3359777E+00  -7.7413898E-03  -2.1014695E+00  -8.7831177E-02
   1.3393704E+00  -1.1612202E-02  -2.0835319E+00  -8.6175248E-02
   1.3427632E+00  -8.2605695E-03  -2.0324166E+00  -8.5713893E-02
   1.3461561E+00  -9.9887289E-03  -1.9649429E+00  -8.3101131E-02
   1.3495491E+00  -8.8195782E-03  -1.9112113E+00  -8.3105423E-02
   1.3529421E+00  -1.0122962E-02  -1.8670323E+00  -8.3400205E-02
   1.3563350E+00  -1.0227923E-02  -1.8035291E+00  -8.2987204E-02
   1.3597280E+00  -1.0105519E-02  -1.7521205E+00  -8.2551055E-02
   1.3631209E+00  -1.0475568E-02  -1.7078128E+00  -8.2291827E-02
   1.3665137E+00  -1.0593614E-02  -1.6321934E+00  -8.2444489E-02
   1.3698957E+00  -1.1052742E-02  -1.5566896E+00  -8.2008973E-02
   1.3732619E+00  -1.0071306E-02  -1.5246769E+00  -8.1863329E-02
   1.3766119E+00  -1.1627804E-02  -1.4848350E+00  -8.1939578E-02
   1.3799458E+00  -1.1986862E-02  -1.4239532E+00  -8.0469809E-02
   1.3832650E+00  -1.0101315E-02  -1.3686219E+00  -8.1447743E-02
   1.3865602E+00  -9.6190553E-03  -1.2878163E+00  -8.1844650E-02
   1.3900926E+00  -7.1896828E-04  -1.2442851E+00  -8.1432506E-02
   1.3931495E+00  -1.6708182E-02  -1.1831673E+00  -8.2360111E-02
   1.3964353E+00  -1.0271849E-02  -1.1165770E+00  -7.9942293E-02
   1.3997202E+00  -1.7574487E-02  -1.0556780E+00  -8.0459543E-02
   1.4030071E+00  -7.9609687E-03  -1.0119915E+00  -8.1451774E-02
   1.4062988E+00  -1.3193385E-02  -9.4233590E-01  -8.1608765E-02
   1.4095972E+00  -1.3837833E-02  -8.8494527E-01  -8.3004512E-02
   1.4129039E+00  -1.4946527E-02  -8.3271378E-01  -8.1112340E-02
   1.4161792E+00  -1.0701492E-02  -7.7287549E-01  -8.1280038E-02
   1.4193976E+00  -1.1906177E-02  -7.1826553E-01  -8.1245840E-02
   1.4235761E+00  -9.0386523E-03  -6.2906784E-01  -8.2445972E-02
   1.4266901E+00  -1.0108254E-02  -5.6690037E-01  -8.1781089E-02
   1.4297917E+00  -1.0989595E-02  -5.3111142E-01  -8.2708128E-02
   1.4328651E+00  -7.6112510E-03  -4.9419454E-01  -8.2360193E-02
   1.4369900E+00  -1.1886280E-02  -4.0379661E-01  -8.0616243E-02
   1.4392439E+00  -5.4378062E-03  -3.1580359E-01  -8.1981510E-02
   1.4426368E+00  -8.2108984E-03  -2.6542887E-01  -8.3093673E-02
   1.4460298E+00  -4.5763133E-03  -2.2066465E-01  -8.4931292E-02
   1.4494227E+00  -2.9732862E-03  -1.4984286E-01  -8.5823253E-02
   1.4528157E+00  -5.9528113E-03  -8.9778602E-02  -8.4771983E-02
   1.4562086E+00  -2.9217422E-03  -9.9838823E-03  -8.4728941E-02
   1.4596015E+00  -6.3026729E-03   5.1705420E-02  -8.5332707E-02
   1.4629945E+00  -1.4107806E-03   9.7303741E-02  -8.3937734E-02
   1.4663874E+00  -5.1559573E-03   1.4813936E-01  -8.4229238E-02
   1.4697803E+00  -7.7318624E-03   1.8351923E-01  -8.4765725E-02
   1.4731733E+00  -9.7698916E-04   3.1696385E-01  -8.7486565E-02
   1.4765662E+00  -1.3702321E-03   3.9036641E-01  -8.6220540E-02
   1.4799591E+00   1.6015149E-03   3.9034793E-01  -8.9330286E-02
   1.4833522E+00  -1.8236125E-04   5.3052396E-01  -8.7493680E-02
   1.4867451E+00   1.6864479E-03   5.5498773E-01  -9.0598159E-02
   1.4901381E+00   8.5937046E-03   5.6317508E-01  -9.1406457E-02
   1.4935310E+00  -4.5758146E-03   8.7524718E-01  -9.0875939E-02
   1.4969239E+00   9.4814494E-04   6.6420108E-01  -9.1360152E-02
   1.5003169E+00  -3.1769515E-03   9.2817062E-01  -9.5571280E-02
   1.5035510E+00   6.9285400E-04   8.9296776E-01  -9.6377924E-02
   1.5069439E+00  -1.0819796E-03   8.9032441E-01  -9.9717587E-02
   1.5103369E+00  -1.6326254E-03   1.0030859E+00  -9.9841036E-02
   1.5137298E+00  -2.6832407E-03   1.1398865E+00  -1.0351583E-01
   1.5171107E+00   4.9836480E-04   1.2077875E+00  -1.0438496E-01
   1.5202699E+00  -3.6778933E-04   1.2270027E+00  -1.0935912E-01
   1.5235130E+00  -6.3381302E-03   1.3476157E+00  -1.0811639E-01
   1.5263960E+00  -3.7804772E-03   1.3930351E+00  -1.1235476E-01
   1.5297337E+00  -2.5519179E-03   1.4360613E+00  -1.1083824E-01
   1.5334997E+00  -2.3794996E-04   1.5204405E+00  -1.1295929E-01
   1.5366499E+00  -5.7653794E-03   1.5709777E+00  -1.1928011E-01
   1.5396998E+00   2.7235348E-03   1.6977589E+00  -1.2182724E-01
   1.5434068E+00   1.9791864E-03   1.7326491E+00  -1.1827627E-01
   1.5467026E+00   3.3313402E-03   1.7755399E+00  -1.2409742E-01
   1.5504837E+00  -2.1709027E-03   1.8706958E+00  -1.2725835E-01
   1.5530411E+00  -1.9121289E-02   1.9351220E+00  -1.2754777E-01
   1.5567355E+00  -1.8290704E-02   1.9950310E+00  -1.3090163E-01
   1.5604178E+00   4.9202750E-03   2.0508492E+00  -1.3571890E-01
   1.5630548E+00   3.7208181E-03   2.1117151E+00  -1.3764843E-01
   1.5669101E+00  -3.5591410E-03   2.2078035E+00  -1.4034793E-01
   1.5694982E+00   3.9105448E-03   2.2442760E+00  -1.3848200E-01
   1.5732598E+00  -1.5213142E-02   2.3096683E+00  -1.4412142E-01
   1.5769008E+00  -3.2420381E-04   2.4614189E+00  -1.4740141E-01
   1.5804267E+00  -1.2975595E-03   2.4244342E+00  -1.4978090E-01
   1.5838497E+00  -9.8055126E-03   2.4484732E+00  -1.5109564E-01
   1.5872096E+00  -3.1537592E-02   2.8115349E+00  -1.6323093E-01
   1.5905695E+00  -3.0634061E-03   2.6335483E+00  -1.5900461E-01
   1.5939294E+00   1.0439483E-03   2.6286416E+00  -1.5363155E-01
   1.5972881E+00  -8.0599841E-03   2.9076047E+00  -1.5913662E-01
   1.6005909E+00   4.8835124E-03   2.8025987E+00  -1.5129103E-01
   1.6038176E+00  -3.0306829E-03   2.8492785E+00  -1.6577698E-01
   1.6069731E+00  -2.8644793E-02   3.2079659E+00  -1.7064561E-01
   1.6100413E+00  -2.5210354E-02   3.0486705E+00  -1.7395359E-01
   1.6130681E+00  -1.9146932E-02   3.0046170E+00  -1.7407340E-01
   1.6170129E+00  -1.7129816E-02   3.1847739E+00  -1.9011213E-01
   1.6199074E+00  -1.7988143E-02   3.2688200E+00  -1.8604128E-01
   1.6235065E+00  -1.6657162E-02   3.3150406E+00  -1.8339649E-01
   1.6270902E+00   9.9229105E-03   3.4282217E+00  -2.0099907E-01
   1.6306274E+00  -5.1272875E-03   3.4681346E+00  -1.9387202E-01
   1.6332941E+00  -2.3556413E-02   3.5040305E+00  -1.8973303E-01
   1.6369336E+00  -3.3005442E-02   3.5932689E+00  -1.8630429E-01
   1.6401281E+00  -7.7610593E-03   3.6457348E+00  -1.9913605E-01
   1.6440837E+00  -6.5947436E-03   3.7331235E+00  -1.9343157E-01
   1.6473048E+00  -6.6743856E-03   3.7780285E+00  -2.0091161E-01
   1.6497295E+00  -1.1360144E-03   3.8190436E+00  -1.8736400E-01
   1.6533085E+00   3.0765184E-03   3.8992143E+00  -1.9338688E-01
   1.6569490E+00  -5.6908112E-02   3.9812427E+00  -1.9372147E-01
   1.6600103E+00   1.1343393E-02   4.0481429E+00  -2.0174189E-01
   1.6633443E+00  -3.0603318E-02   4.0570736E+00  -1.9417557E-01
   1.6672037E+00  -3.8905930E-02   4.1731420E+00  -1.8686722E-01
   1.6699334E+00  -6.3564189E-02   4.2145910E+00  -1.8909733E-01
   1.6740059E+00  -2.8790603E-03   4.3044777E+00  -1.8787675E-01
   1.6767079E+00   2.3740325E-03   4.3398929E+00  -1.9021007E-01
   1.6798432E+00   2.0806026E-02   4.4035764E+00  -2.0297758E-01
   1.6831131E+00  -8.8404929E-03   4.4600816E+00  -2.0384546E-01
   1.6869774E+00  -3.1901073E-02   4.5289555E+00  -2.2482875E-01
   1.6902580E+00  -1.0943973E-02   4.5990629E+00  -2.0280330E-01
   1.6936989E+00  -4.6577952E-03   4.6603560E+00  -1.8317200E-01
   1.6971865E+00  -1.2244179E-02   4.7241349E+00  -1.7676562E-01
   1.7005790E+00  -1.0669175E-02   4.8080401E+00  -1.7880785E-01
   1.7035952E+00   2.1428894E-03   4.8476324E+00  -1.9222938E-01
   1.7069843E+00  -5.0927617E-04   4.9218802E+00  -1.7930484E-01
   1.7107867E+00  -8.7499693E-03   4.9879904E+00  -1.7353362E-01
   1.7134296E+00  -2.1484103E-02   5.0257435E+00  -1.7927338E-01
   1.7169669E+00  -1.6900868E-03   5.1191325E+00  -1.7504354E-01
   1.7204304E+00  -2.8498839E-03   5.1768146E+00  -1.7381768E-01
   1.7235097E+00  -1.3102048E-02   5.1950827E+00  -1.7259663E-01
   1.7269598E+00  -1.0811674E-02   5.2586484E+00  -1.8001978E-01
   1.7308282E+00   5.5139665E-03   5.3586593E+00  -1.7978549E-01
   1.7334918E+00   5.7505006E-03   5.4024057E+00  -1.7101607E-01
   1.7374388E+00   1.1892092E-02   5.4732037E+00  -1.7673866E-01
   1.7401102E+00  -8.7712239E-03   5.5268545E+00  -1.8431620E-01
   1.7441226E+00   1.2463772E-02   5.5804663E+00  -1.8079206E-01
   1.7468010E+00   2.1598715E-02   5.6287551E+00  -1.7601942E-01
   1.7507645E+00   2.7229942E-03   5.7179747E+00  -1.7522156E-01
   1.7533337E+00  -9.4472384E-03   5.7536516E+00  -1.6967280E-01
   1.7573099E+00  -2.0995236E-03   5.8290982E+00  -1.7738591E-01
   1.7609495E+00   2.5038252E-02   5.9006543E+00  -1.8679212E-01
   1.7637773E+00  -8.1592118E-03   5.9629154E+00  -1.7406286E-01
   1.7672756E+00  -4.8496937E-03   5.9873896E+00  -1.8636221E-01
   1.7701477E+00   1.0244750E-02   6.0397525E+00  -2.0315567E-01
   1.7736387E+00   1.0337679E-02   6.1074347E+00  -2.0529179E-01
   1.7767423E+00  -7.6155728E-03   6.1772652E+00  -2.1547158E-01
   1.7802302E+00   7.0051895E-03   6.1848316E+00  -2.0779513E-01
   1.7840985E+00   9.5486287E-03   6.3102303E+00  -2.2405027E-01
   1.7870600E+00  -5.5826399E-03   6.2997227E+00  -2.1482150E-01
   1.7910178E+00   6.7206719E-03   6.4514422E+00  -2.2684252E-01
   1.7943598E+00   1.7009037E-02   6.3670034E+00  -2.2083044E-01
   1.7968755E+00   4.2265784E-03   6.4109845E+00  -2.3854728E-01
   1.8008996E+00   6.8642437E-03   6.6460228E+00  -2.6796150E-01
   1.8036035E+00  -4.7394908E-03   6.5741138E+00  -2.5995532E-01
   1.8071204E+00   2.0669606E-02   6.5884266E+00  -2.5317529E-01
   1.8103372E+00   8.5193310E-03   6.6727815E+00  -2.6565433E-01
   1.8142090E+00  -1.6975752E-03   6.7416391E+00  -2.8112850E-01
   1.8170753E+00   1.9256616E-02   6.7311320E+00  -2.7683806E-01
   1.8211149E+00   1.1402362E-03   6.8179727E+00  -2.8422606E-01
   1.8234004E+00  -1.1327114E-02   6.8696575E+00  -2.8662774E-01
   1.8271786E+00   8.6651333E-03   6.9195852E+00  -2.9047540E-01
   1.8306907E+00   1.7809482E-02   6.9748807E+00  -2.9717070E-01
   1.8345857E+00  -3.3467317E-03   7.0014753E+00  -2.9319268E-01
   1.8372754E+00  -1.5031000E-03   7.0496550E+00  -3.0311620E-01
   1.8407415E+00  -5.3265905E-03   7.1373453E+00  -3.0713630E-01
   1.8436991E+00  -3.0173916E-02   7.1736646E+00  -3.2126045E-01
   1.8471228E+00   1.5295712E-02   7.1938610E+00  -3.0513945E-01
   1.8504593E+00   1.9465307E-02   7.2752757E+00  -3.1730595E-01
   1.8539459E+00   6.1034167E-04   7.2912784E+00  -3.1546849E-01
   1.8569299E+00   1.5251232E-02   7.3366303E+00  -3.0961350E-01
   1.8607589E+00   7.5585321E-03   7.4057589E+00  -3.0817923E-01
   1.8637918E+00   1.8276397E-02   7.4328742E+00  -3.2041684E-01
   1.8671230E+00   2.9720053E-02   7.4957466E+00  -3.2177848E-01
   1.8705912E+00   1.6286256E-02   7.5116591E+00  -3.1072092E-01
   1.8737818E+00   2.1272436E-02   7.5665598E+00  -3.0896839E-01
   1.8770299E+00   2.9906733E-03   7.5950370E+00  -3.0176187E-01
   1.8809890E+00   6.5495432E-03   7.6330647E+00  -3.2079864E-01
   1.8840584E+00   4.7632339E-03   7.6848745E+00  -3.2384226E-01
   1.8877867E+00   3.9020576E-02   7.7306018E+00  -3.2635099E-01
   1.8906913E+00  -1.8985977E-02   7.7403731E+00  -3.2847175E-01
   1.8942322E+00  -1.0472441E-02   7.8524795E+00  -3.3279991E-01
   1.8976877E+00  -1.6970246E-03   7.8330541E+00  -3.4662613E-01
   1.9010789E+00   1.3870024E-02   7.8907552E+00  -3.2383320E-01
   1.9044099E+00   2.2742983E-03   7.9378581E+00  -3.3675453E-01
   1.9076858E+00   1.9891558E-02   7.9764452E+00  -3.2957375E-01
   1.9109118E+00   4.6474510E-04   7.9952288E+00  -3.4603307E-01
   1.9140861E+00   7.0599136E-03   8.0214043E+00  -3.2209483E-01
   1.9172062E+00   1.3105235E-02   8.0277081E+00  -3.5269982E-01
   1.9209014E+00   2.1453910E-03   8.0769415E+00  -3.4222201E-01
   1.9239353E+00   1.7856867E-03   8.1324749E+00  -3.2840261E-01
   1.9275213E+00  -7.1367016E-04   8.1437578E+00  -3.3802390E-01
   1.9310894E+00  -1.3591430E-02   8.1845026E+00  -3.4202117E-01
   1.9340315E+00   1.7029256E-02   8.1880856E+00  -3.3773333E-01
   1.9374831E+00   2.7317379E-02   8.2045860E+00  -3.8390023E-01
   1.9411422E+00  -8.2828524E-03   8.2136183E+00  -4.0010273E-01
   1.9442511E+00  -7.9714740E-03   8.2503138E+00  -3.5078445E-01
   1.9473126E+00   2.3801524E-02   8.2962780E+00  -3.7225676E-01
   1.9510013E+00  -8.1166644E-03   8.2889729E+00  -3.9248469E-01
   1.9541335E+00  -5.3238748E-03   8.3115816E+00  -4.0328544E-01
   1.9579170E+00   3.4196412E-03   8.3080883E+00  -4.1637763E-01
   1.9612743E+00   6.7334329E-03   8.3482275E+00  -4.3914673E-01
   1.9646056E+00   5.9243082E-03   8.3557405E+00  -4.2007980E-01
   1.9679285E+00   3.1349792E-03   8.3603230E+00  -4.3765092E-01
   1.9711312E+00  -7.3775095E-03   8.3801136E+00  -4.5538267E-01
   1.9742033E+00  -2.7422637E-02   8.3910017E+00  -4.4400284E-01
   1.9771386E+00   1.7438732E-02   8.3840733E+00  -4.6542206E-01
   1.9809674E+00   1.7569468E-03   8.3837614E+00  -4.6644598E-01
   1.9843646E+00   5.7706078E-05   8.3802853E+00  -4.8207033E-01
   1.9877880E+00  -7.6789367E-03   8.3354912E+00  -4.7610387E-01
   1.9907625E+00   1.0646913E-02   8.3080168E+00  -4.9262965E-01
   1.9943177E+00   3.4378778E-02   8.3891687E+00  -5.0306267E-01
   1.9975559E+00   2.4189774E-03   8.3532314E+00  -5.1447451E-01
   2.0011106E+00  -2.6003636E-02   8.3107147E+00  -5.3381240E-01
   2.0041959E+00   4.2008138E-03   8.2352085E+00  -5.3606927E-01
   2.0075550E+00  -8.0486888E-04   8.3183498E+00  -5.2842313E-01
   2.0109804E+00  -1.0364666E-02   8.2848139E+00  -5.3875089E-01
   2.0146267E+00   1.3536987E-02   8.1609802E+00  -5.5079877E-01
   2.0172660E+00  -1.0406864E-02   8.1793423E+00  -5.6323653E-01
   2.0208569E+00   2.0043382E-03   8.2065411E+00  -5.7976007E-01
   2.0243571E+00   5.0549489E-03   8.1604433E+00  -5.8923811E-01
   2.0277770E+00   1.6458154E-03   8.1555643E+00  -5.9945208E-01
   2.0312302E+00  -1.2314109E-02   8.0496464E+00  -6.1023593E-01
   2.0341256E+00   3.9802543E-03   8.0231371E+00  -6.2011671E-01
   2.0379741E+00   1.5200790E-03   8.0234518E+00  -6.3156557E-01
   2.0408411E+00   3.6187246E-03   7.9992108E+00  -6.4205337E-01
   2.0446436E+00   4.4592340E-03   7.9346824E+00  -6.5358847E-01
   2.0474813E+00   1.4748103E-03   7.8866439E+00  -6.6782916E-01
   2.0512416E+00   1.0734309E-02   7.8270664E+00  -6.8108141E-01
   2.0540442E+00   9.2761042E-03   7.7950058E+00  -6.8901634E-01
   2.0578706E+00  -1.4715827E-02   7.7603846E+00  -6.9759315E-01
   2.0609512E+00   1.2047354E-02   7.6396337E+00  -7.1555626E-01
   2.0648832E+00   5.3134416E-03   7.6492596E+00  -7.1749586E-01
   2.0676420E+00   8.9175086E-03   7.5965295E+00  -7.3003399E-01
   2.0713222E+00   8.4072379E-03   7.5123320E+00  -7.5574511E-01
   2.0743217E+00   1.3963597E-02   7.3791227E+00  -7.7365214E-01
   2.0775371E+00   2.1863356E-02   7.3904042E+00  -7.6462197E-01
   2.0813448E+00   2.1072824E-02   7.3681078E+00  -7.9054582E-01
   2.0844195E+00   1.7389894E-02   7.2201996E+00  -7.6275045E-01
   2.0877318E+00   1.3127325E-03   7.2798681E+00  -8.0232954E-01
   2.0912180E+00  -7.7142036E-03   7.1207118E+00  -8.3302844E-01
   2.0941782E+00   3.7513282E-02   7.0484481E+00  -8.2216430E-01
   2.0979209E+00   1.5046783E-02   6.9515505E+00  -8.5676843E-01
   2.1010764E+00   1.3541729E-02   6.8703327E+00  -8.7871128E-01
   2.1045113E+00   1.2449388E-02   6.9167371E+00  -8.7047130E-01
   2.1079662E+00   2.2434225E-02   6.7615948E+00  -8.9490205E-01
   2.1115563E+00   2.2851305E-02   6.5715051E+00  -9.0225339E-01
   2.1142917E+00   5.9797210E-03   6.6485677E+00  -9.0173167E-01
   2.1179280E+00   1.0097887E-02   6.5629387E+00  -9.3532920E-01
   2.1211238E+00   2.0786669E-02   6.3845062E+00  -9.4361979E-01
   2.1243675E+00   6.7121587E-03   6.2915769E+00  -9.5444632E-01
   2.1279325E+00   2.8235631E-02   6.2332587E+00  -9.6318966E-01
   2.1316507E+00   3.2616187E-02   6.1706343E+00  -1.0040699E+00
   2.1345303E+00  -6.4402615E-05   5.9632373E+00  -9.8951262E-01
   2.1376438E+00   6.3929998E-04   5.9169106E+00  -1.0042098E+00
   2.1415255E+00   1.7578786E-02   5.8460336E+00  -1.0087994E+00
   2.1446753E+00   1.8247355E-02   5.7637348E+00  -1.0297439E+00
   2.1479530E+00   3.3209987E-02   5.5329185E+00  -1.0502485E+00
   2.1512756E+00   1.4761247E-02   5.4587240E+00  -1.0547459E+00
   2.1546271E+00   2.6179291E-02   5.4623632E+00  -1.0681907E+00
   2.1579514E+00   2.6000589E-02   5.3924680E+00  -1.0770764E+00
   2.1614075E+00   4.1872561E-03   5.1653924E+00  -1.0896008E+00
   2.1644039E+00   1.2059500E-02   4.9878445E+00  -1.0962820E+00
   2.1684883E+00   3.0637046E-03   4.8984542E+00  -1.1158011E+00
   2.1715629E+00  -6.7186082E-04   4.8418388E+00  -1.1223928E+00
   2.1746519E+00   2.2502232E-02   4.7428927E+00  -1.1351541E+00
   2.1782978E+00   1.6746370E-02   4.5457940E+00  -1.1567112E+00
   2.1809778E+00   6.4579635E-03   4.4450140E+00  -1.1500374E+00
   2.1850646E+00   2.1837559E-02   4.3705859E+00  -1.1606904E+00
   2.1880910E+00   5.0629016E-02   4.2134209E+00  -1.1679410E+00
   2.1910443E+00   2.5713820E-02   4.0962000E+00  -1.1806679E+00
   2.1948447E+00   4.3973770E-02   3.9011931E+00  -1.1868260E+00
   2.1980314E+00  -1.3852628E-03   3.8127851E+00  -1.2067878E+00
   2.2017043E+00   1.7755978E-02   3.6698849E+00  -1.2059258E+00
   2.2044539E+00   1.2800674E-02   3.5910037E+00  -1.2122229E+00
   2.2080834E+00   1.3691843E-02   3.4041946E+00  -1.2207398E+00
   2.2116828E+00   7.6700412E-03   3.1653879E+00  -1.2228867E+00
   2.2152605E+00  -9.4845239E-03   3.0474315E+00  -1.2278855E+00
   2.2179186E+00   1.7971523E-02   3.0626173E+00  -1.2284913E+00
   2.2215030E+00  -1.5282341E-02   2.8869374E+00  -1.2346077E+00
   2.2250915E+00   5.3748386E-03   2.6799040E+00  -1.2497190E+00
   2.2281809E+00   5.4302397E-03   2.5596564E+00  -1.2458693E+00
   2.2316208E+00   7.2636795E-03   2.4139266E+00  -1.2448692E+00
   2.2352393E+00  -1.1847246E-02   2.3268545E+00  -1.2473894E+00
   2.2383747E+00  -3.3378571E-02   2.1701095E+00  -1.2493473E+00
   2.2412271E+00  -9.3993861E-03   1.9985657E+00  -1.2509978E+00
   2.2446127E+00  -7.4183387E-03   1.9054581E+00  -1.2478422E+00
   2.2485218E+00   5.4556876E-03   1.7283837E+00  -1.2555785E+00
   2.2513380E+00  -1.2890507E-02   1.5422038E+00  -1.2554100E+00
   2.2549415E+00  -4.4959844E-03   1.4913193E+00  -1.2494645E+00
   2.2581072E+00  -2.4011176E-02   1.4338633E+00  -1.2452528E+00
   2.2616894E+00  -1.8953150E-02   1.2355671E+00  -1.2483361E+00
   2.2646203E+00  -3.2654915E-02   1.0876126E+00  -1.2368619E+00
   2.2683012E+00  -3.9942406E-02   9.5760596E-01  -1.2416611E+00
   2.2717512E+00   3.0146500E-02   8.1725335E-01  -1.2523385E+00
   2.2748468E+00  -3.7130583E-02   7.2609282E-01  -1.2376362E+00
   2.2780342E+00  -1.9565219E-02   6.1947298E-01  -1.2331187E+00
   2.2819512E+00  -4.2604741E-02   4.1511634E-01  -1.2198160E+00
   2.2847171E+00   3.2471899E-02   3.4551865E-01  -1.2418455E+00
   2.2886057E+00  -4.6413571E-02   2.1265268E-01  -1.2283825E+00
   2.2917769E+00  -3.8110826E-02   1.0188304E-01  -1.2028019E+00
   2.2952337E+00   2.4564307E-02  -3.5784092E-02  -1.2183634E+00
   2.2986293E+00  -4.5280430E-02  -1.6596173E-01  -1.2282959E+00
   2.3014169E+00  -3.2626450E-02  -2.4718289E-01  -1.2025138E+00
   2.3052690E+00   6.5247431E-02  -3.1235406E-01  -1.2002047E+00
   2.3087261E+00  -2.1697504E-02  -5.1073915E-01  -1.2046816E+00
   2.3113244E+00  -3.4065492E-02  -5.9133297E-01  -1.2026782E+00
   2.3153086E+00  -2.5124541E-02  -7.3725969E-01  -1.1869665E+00
   2.3184204E+00  -2.6209472E-02  -8.3048648E-01  -1.1781178E+00
   2.3215184E+00  -1.5430251E-02  -9.2911053E-01  -1.1782044E+00
