  flscon:  version 23.2.0.01  win64 2022 
 FLOW-3D   02:11:33  02/29/2024 cero     
   hydr3d   version  23.2.0.20 win64     12/04/2023 HYDRO    
 Simulation Template: Free Surface - TruVOF (Default)                            

Mesh Block   1
 printing pfxob, pfyob, pfzob       
       1     1002      0.000E+00      3.341E+00
   time              pfxob_1         pfyob_1         pfzob_1
   1.1454233E+00   3.4400724E-02  -5.6832633E+00   1.2031214E+00
   1.1490883E+00   2.9627392E-02  -5.6299090E+00   1.2025752E+00
   1.1527133E+00   4.4566844E-02  -5.5879178E+00   1.2036966E+00
   1.1554116E+00   3.5374291E-02  -5.4739151E+00   1.2043341E+00
   1.1589879E+00   3.4459334E-02  -5.4318671E+00   1.2058696E+00
   1.1625453E+00   3.8877051E-02  -5.4278231E+00   1.2078890E+00
   1.1660883E+00   2.6553487E-02  -5.4117670E+00   1.2045810E+00
   1.1696205E+00   3.1606011E-02  -5.3536429E+00   1.2087156E+00
   1.1722640E+00   5.3774826E-02  -5.1963434E+00   1.2081110E+00
   1.1757832E+00   3.0469943E-02  -5.1757150E+00   1.2059174E+00
   1.1792662E+00   3.8859360E-02  -5.1907811E+00   1.2092565E+00
   1.1829442E+00   3.8085766E-02  -5.1701651E+00   1.2117791E+00
   1.1862085E+00   4.0739931E-02  -5.1026654E+00   1.2185160E+00
   1.1890441E+00   2.5668884E-02  -4.9582167E+00   1.2136794E+00
   1.1928972E+00   3.3414580E-02  -4.9365950E+00   1.2152046E+00
   1.1957949E+00   2.4183704E-02  -4.9182281E+00   1.2147834E+00
   1.1996225E+00   2.9594384E-02  -4.8785167E+00   1.2171767E+00
   1.2024447E+00   3.5945293E-02  -4.8298421E+00   1.2189009E+00
   1.2061267E+00   4.9084790E-02  -4.7675605E+00   1.2189438E+00
   1.2097291E+00   4.4951335E-02  -4.6921949E+00   1.2193656E+00
   1.2124025E+00   4.4173293E-02  -4.6820407E+00   1.2201122E+00
   1.2160997E+00   3.7283324E-02  -4.6164012E+00   1.2204380E+00
   1.2190112E+00   3.7915386E-02  -4.5788155E+00   1.2211696E+00
   1.2228373E+00   4.7006305E-02  -4.5409679E+00   1.2213812E+00
   1.2256669E+00   5.6733031E-02  -4.5035605E+00   1.2224928E+00
   1.2293868E+00   3.5887837E-02  -4.4116354E+00   1.2227792E+00
   1.2330542E+00   4.5602813E-02  -4.3486261E+00   1.2241290E+00
   1.2357774E+00   4.5749687E-02  -4.3308263E+00   1.2249565E+00
   1.2393799E+00   3.6121063E-02  -4.2979364E+00   1.2258887E+00
   1.2429570E+00   5.2787345E-02  -4.1890078E+00   1.2261171E+00
   1.2456270E+00   4.3512531E-02  -4.1690030E+00   1.2268981E+00
   1.2491746E+00   4.0835030E-02  -4.1310678E+00   1.2247093E+00
   1.2527117E+00   4.6320662E-02  -4.1267486E+00   1.2293104E+00
   1.2562413E+00   3.8747460E-02  -3.9765794E+00   1.2276622E+00
   1.2595558E+00   3.8441926E-02  -3.9114277E+00   1.2286620E+00
   1.2630785E+00   3.5207327E-02  -3.8534977E+00   1.2273697E+00
   1.2657195E+00   3.4786835E-02  -3.8531506E+00   1.2269534E+00
   1.2692409E+00   3.9572630E-02  -3.7930603E+00   1.2280736E+00
   1.2727628E+00   5.4062970E-02  -3.7130432E+00   1.2277972E+00
   1.2762861E+00   3.0845484E-02  -3.6461432E+00   1.2295663E+00
   1.2798113E+00   3.1178899E-02  -3.6084111E+00   1.2296618E+00
   1.2824531E+00   3.0356020E-02  -3.5727692E+00   1.2306994E+00
   1.2859762E+00   3.4950264E-02  -3.5105920E+00   1.2309779E+00
   1.2894995E+00   3.7559912E-02  -3.4616137E+00   1.2311362E+00
   1.2930663E+00   2.9279049E-02  -3.3910811E+00   1.2329285E+00
   1.2959781E+00   3.3322293E-02  -3.3114004E+00   1.2329091E+00
   1.2998351E+00   2.8826639E-02  -3.2665164E+00   1.2328954E+00
   1.3027070E+00   4.5878585E-02  -3.2185521E+00   1.2332033E+00
   1.3063378E+00   1.7079236E-02  -3.0721979E+00   1.2288568E+00
   1.3091246E+00   3.2544792E-02  -3.0945339E+00   1.2326216E+00
   1.3130285E+00   3.6120389E-02  -3.0886714E+00   1.2335041E+00
   1.3164198E+00   3.0076649E-02  -2.8727090E+00   1.2351513E+00
   1.3195194E+00   3.2704867E-02  -2.8898928E+00   1.2353423E+00
   1.3229237E+00   3.9617803E-02  -2.8681326E+00   1.2354996E+00
   1.3265758E+00   2.7741641E-02  -2.7232022E+00   1.2430406E+00
   1.3291980E+00   7.4167149E-03  -2.6199729E+00   1.2343553E+00
   1.3328055E+00   2.2178005E-02  -2.5507047E+00   1.2366213E+00
   1.3363888E+00   3.7350118E-02  -2.5736368E+00   1.2401811E+00
   1.3399487E+00   2.8494529E-02  -2.4895945E+00   1.2407695E+00
   1.3426036E+00   2.5214920E-02  -2.4100158E+00   1.2419640E+00
   1.3461239E+00   2.7717128E-02  -2.3334503E+00   1.2425684E+00
   1.3496225E+00   2.3070883E-02  -2.2574739E+00   1.2440943E+00
   1.3530999E+00   2.4747860E-02  -2.2228014E+00   1.2446977E+00
   1.3565443E+00   4.3352142E-02  -2.1173182E+00   1.2472126E+00
   1.3599188E+00   3.0080138E-02  -2.0547907E+00   1.2469580E+00
   1.3633049E+00   1.6424194E-02  -1.9684963E+00   1.2502168E+00
   1.3667033E+00   2.4071869E-02  -1.9460846E+00   1.2478691E+00
   1.3692397E+00   1.5941590E-02  -1.8843117E+00   1.2518636E+00
   1.3726054E+00   1.1762391E-02  -1.7862358E+00   1.2502879E+00
   1.3759533E+00   2.5862549E-02  -1.6635864E+00   1.2507746E+00
   1.3792819E+00   2.9210471E-02  -1.6232564E+00   1.2523386E+00
   1.3828430E+00   1.6475638E-02  -1.5186718E+00   1.2541426E+00
   1.3863753E+00   2.7214020E-02  -1.4575380E+00   1.2553021E+00
   1.3894769E+00   3.2825485E-02  -1.3857161E+00   1.2575204E+00
   1.3930234E+00   2.8732747E-02  -1.2363809E+00   1.2562847E+00
   1.3960143E+00   2.1542313E-02  -1.2270747E+00   1.2586567E+00
   1.3999212E+00   2.5983326E-02  -1.1541084E+00   1.2577649E+00
   1.4027890E+00   3.1890128E-02  -1.0389392E+00   1.2586408E+00
   1.4065282E+00   2.2850651E-02  -9.5003980E-01   1.2594147E+00
   1.4101702E+00   2.6656259E-02  -8.4876734E-01   1.2575165E+00
   1.4128400E+00   3.2398041E-02  -8.0276185E-01   1.2589501E+00
   1.4163396E+00   2.1649240E-02  -6.2653863E-01   1.2589973E+00
   1.4202707E+00   3.7554726E-02  -5.7222760E-01   1.2612594E+00
   1.4233748E+00   5.0539421E-03  -5.2578449E-01   1.2614423E+00
   1.4264024E+00   2.6844060E-02  -4.7397128E-01   1.2609093E+00
   1.4294049E+00   2.2804191E-02  -4.1272977E-01   1.2618556E+00
   1.4329284E+00   2.3996744E-02  -2.5380328E-01   1.2610782E+00
   1.4366938E+00   2.6873112E-02  -1.5945001E-01   1.2635463E+00
   1.4394720E+00   1.9348297E-02  -1.2358679E-01   1.2625194E+00
   1.4431320E+00   2.6401358E-02  -6.0119983E-02   1.2573155E+00
   1.4468087E+00   2.2720866E-02   5.1615275E-02   1.2635409E+00
   1.4497380E+00   1.7954163E-02   1.9067714E-01   1.2628895E+00
   1.4535936E+00   2.2955986E-02   2.6098615E-01   1.2632277E+00
   1.4564434E+00   1.9449342E-02   3.4859461E-01   1.2632834E+00
   1.4601973E+00   1.6896941E-02   4.4947636E-01   1.2657844E+00
   1.4629840E+00   1.7309334E-02   4.8717183E-01   1.2602077E+00
   1.4666700E+00   2.3074944E-02   5.7443982E-01   1.2676265E+00
   1.4694171E+00   2.3434568E-02   6.5619057E-01   1.2640823E+00
   1.4728791E+00   2.7294224E-02   8.0986899E-01   1.2668791E+00
   1.4764807E+00   2.3630915E-02   8.9278185E-01   1.2671868E+00
   1.4800771E+00   1.9264609E-02   9.7035533E-01   1.2633885E+00
   1.4836277E+00   2.5158184E-02   1.0234197E+00   1.2681235E+00
   1.4862870E+00   1.7684188E-02   1.2018274E+00   1.2693423E+00
   1.4898888E+00   2.4182705E-02   1.2819304E+00   1.2679852E+00
   1.4934416E+00   1.1040816E-02   1.3235559E+00   1.2699904E+00
   1.4969181E+00   2.5443742E-02   1.4256494E+00   1.2702800E+00
   1.5003177E+00   2.3505563E-02   1.5662351E+00   1.2738634E+00
   1.5036477E+00   2.4716083E-02   1.6433181E+00   1.2727301E+00
   1.5069464E+00   1.9631729E-02   1.6827352E+00   1.2742120E+00
   1.5102915E+00   2.1296117E-02   1.7548206E+00   1.2772328E+00
   1.5131620E+00   1.0900529E-02   1.9037857E+00   1.2753949E+00
   1.5163078E+00   2.0403555E-02   1.9889393E+00   1.2787600E+00
   1.5204561E+00   2.3763513E-02   2.1269841E+00   1.2785306E+00
   1.5235336E+00   1.2313018E-03   2.1942506E+00   1.2800597E+00
   1.5265830E+00   1.9492036E-02   2.2332041E+00   1.2822936E+00
   1.5303639E+00  -1.0142786E-03   2.3535359E+00   1.2812015E+00
   1.5329944E+00   1.5216906E-02   2.4811854E+00   1.2844056E+00
   1.5369180E+00  -1.2045305E-03   2.5668705E+00   1.2859650E+00
   1.5399796E+00   8.4244274E-03   2.6119375E+00   1.2876161E+00
   1.5430349E+00   2.0152152E-02   2.7227554E+00   1.2873580E+00
   1.5469934E+00  -1.3058890E-02   2.8631582E+00   1.2892566E+00
   1.5496951E+00   6.5457076E-03   2.9128172E+00   1.2908310E+00
   1.5537009E+00   7.0381706E-04   3.0412097E+00   1.2905622E+00
   1.5566664E+00  -1.5207991E-02   3.1278083E+00   1.2922970E+00
   1.5595913E+00   3.6749486E-03   3.2389174E+00   1.2941332E+00
   1.5634093E+00  -7.2103036E-03   3.3285215E+00   1.2948054E+00
   1.5671262E+00  -1.2408884E-02   3.4374948E+00   1.2946975E+00
   1.5699738E+00  -2.4687856E-02   3.5498974E+00   1.3021001E+00
   1.5739279E+00  -6.0091647E-03   3.6609921E+00   1.3022487E+00
   1.5770175E+00  -1.9105330E-02   3.7044764E+00   1.2977089E+00
   1.5800661E+00   1.2126525E-02   3.8323698E+00   1.3012899E+00
   1.5830690E+00   5.0612316E-03   3.9294901E+00   1.3055004E+00
   1.5870161E+00  -3.2167200E-03   4.0369973E+00   1.3052020E+00
   1.5899385E+00  -1.4551319E-02   4.1797652E+00   1.3127389E+00
   1.5937878E+00  -1.7239255E-03   4.2277021E+00   1.3051854E+00
   1.5966454E+00  -1.7413797E-03   4.3553815E+00   1.3059517E+00
   1.6004258E+00   3.3183019E-03   4.4562311E+00   1.3102074E+00
   1.6032441E+00  -4.5496803E-02   4.5463877E+00   1.3138541E+00
   1.6069927E+00  -4.7572158E-02   4.6575451E+00   1.3145193E+00
   1.6101985E+00  -6.2785104E-02   4.7461233E+00   1.3198868E+00
   1.6135859E+00   3.5299321E-03   4.8926625E+00   1.3134493E+00
   1.6169494E+00   2.8889460E-02   4.9699407E+00   1.3139122E+00
   1.6198702E+00   5.2824644E-03   5.0497746E+00   1.3173527E+00
   1.6240251E+00  -1.6379105E-02   5.1721511E+00   1.3164369E+00
   1.6272570E+00  -1.7592420E-03   5.2999129E+00   1.3165315E+00
   1.6304793E+00  -1.9463394E-02   5.4025636E+00   1.3188112E+00
   1.6333491E+00   3.9629620E-03   5.4668665E+00   1.3171929E+00
   1.6367410E+00  -1.0226168E-02   5.6485114E+00   1.3206266E+00
   1.6397176E+00  -9.4246520E-03   5.7226558E+00   1.3186811E+00
   1.6438273E+00  -1.3063993E-02   5.8777685E+00   1.3221732E+00
   1.6473172E+00   1.1042931E-02   5.9572377E+00   1.3250269E+00
   1.6507237E+00  -9.2292381E-03   6.0038981E+00   1.3235024E+00
   1.6533751E+00  -2.5936916E-02   6.2150822E+00   1.3118904E+00
   1.6568769E+00   6.4581935E-03   6.2806020E+00   1.3348361E+00
   1.6602385E+00  -3.0720435E-02   6.3808942E+00   1.3204516E+00
   1.6637421E+00  -4.3481972E-02   6.5204263E+00   1.3301286E+00
   1.6673518E+00  -1.6775735E-02   6.6352954E+00   1.3412268E+00
   1.6701307E+00  -2.4852362E-02   6.6788554E+00   1.3444958E+00
   1.6738514E+00  -2.2794656E-02   6.7807622E+00   1.3334587E+00
   1.6765872E+00  -1.3876686E-02   6.8641996E+00   1.3473996E+00
   1.6801203E+00  -5.6700711E-03   6.9862728E+00   1.3502693E+00
   1.6836249E+00  -1.6361188E-02   7.1553779E+00   1.3440242E+00
   1.6870682E+00  -5.1337220E-03   7.2421341E+00   1.3585676E+00
   1.6904449E+00  -1.3136395E-02   7.3076653E+00   1.3530687E+00
   1.6937602E+00  -1.1172840E-02   7.4115605E+00   1.3567660E+00
   1.6970161E+00  -2.8800156E-02   7.5227342E+00   1.3611015E+00
   1.7002159E+00  -2.6323467E-02   7.6483703E+00   1.3637455E+00
   1.7033600E+00  -1.1708106E-02   7.7109265E+00   1.3660593E+00
   1.7072184E+00  -2.7231520E-02   7.8511267E+00   1.3694487E+00
   1.7102507E+00  -2.0909984E-02   7.9444299E+00   1.3734850E+00
   1.7139751E+00  -1.8191781E-02   8.0267391E+00   1.3750308E+00
   1.7169040E+00  -3.9765142E-02   8.1542597E+00   1.3786339E+00
   1.7205060E+00  -2.3405371E-02   8.1950684E+00   1.3811922E+00
   1.7240465E+00  -2.9335991E-02   8.3063297E+00   1.3841040E+00
   1.7268370E+00  -2.7848149E-03   8.3748932E+00   1.3861512E+00
   1.7302740E+00  -1.5158605E-02   8.5017567E+00   1.3898493E+00
   1.7336570E+00  -1.3292872E-02   8.5834990E+00   1.3916746E+00
   1.7369899E+00  -4.9454395E-02   8.6581478E+00   1.3930697E+00
   1.7402755E+00  -3.2977242E-02   8.7731352E+00   1.3984661E+00
   1.7435166E+00  -3.9041039E-02   8.8493338E+00   1.4013170E+00
   1.7473518E+00  -3.1235654E-02   8.9278574E+00   1.4040698E+00
   1.7505050E+00  -5.8777104E-03   9.0269966E+00   1.4075041E+00
   1.7540696E+00   4.7346018E-03   9.1414337E+00   1.4106400E+00
   1.7571405E+00  -4.6316367E-02   9.1884680E+00   1.4137694E+00
   1.7607875E+00  -3.7718281E-02   9.2766762E+00   1.4168932E+00
   1.7637922E+00  -2.7504180E-02   9.3535109E+00   1.4179807E+00
   1.7673600E+00  -2.2175482E-02   9.4516478E+00   1.4155324E+00
   1.7703147E+00   2.6535083E-04   9.5035391E+00   1.4237421E+00
   1.7736174E+00  -4.5113884E-02   9.6048965E+00   1.4273740E+00
   1.7773068E+00   3.5900476E-03   9.6688662E+00   1.4289631E+00
   1.7804499E+00  -6.1394826E-02   9.7534819E+00   1.4330065E+00
   1.7839303E+00  -1.9826110E-02   9.8061218E+00   1.4385668E+00
   1.7870067E+00  -2.0117527E-02   9.8735228E+00   1.4441072E+00
   1.7906069E+00  -7.2386570E-02   9.9180183E+00   1.4434614E+00
   1.7936519E+00  -2.9161757E-02   1.0108983E+01   1.4440655E+00
   1.7971252E+00  -3.5845071E-02   9.9532251E+00   1.4578685E+00
   1.8006493E+00  -4.8022352E-02   1.0207982E+01   1.4525906E+00
   1.8037982E+00  -3.2693003E-03   1.0269618E+01   1.4595262E+00
   1.8068749E+00  -1.4218996E-02   1.0200040E+01   1.4728696E+00
   1.8102325E+00  -3.4733910E-02   1.0298758E+01   1.4671664E+00
   1.8140007E+00  -3.0814551E-02   1.0364482E+01   1.4779553E+00
   1.8169224E+00  -1.3099695E-02   1.0426104E+01   1.4680573E+00
   1.8208221E+00  -1.6840685E-02   1.0526107E+01   1.4813920E+00
   1.8237506E+00  -2.7573843E-02   1.0528096E+01   1.4735109E+00
   1.8276595E+00  -1.9793194E-02   1.0626401E+01   1.4591475E+00
   1.8305365E+00  -1.4707343E-02   1.0617872E+01   1.4916536E+00
   1.8341278E+00  -7.0418003E-03   1.0738717E+01   1.4773073E+00
   1.8376834E+00  -2.9991983E-02   1.0740139E+01   1.4805795E+00
   1.8403554E+00  -1.2060642E-03   1.0857831E+01   1.4843465E+00
   1.8439189E+00  -3.4563866E-02   1.0866369E+01   1.4799789E+00
   1.8472056E+00  -2.5260732E-02   1.0915623E+01   1.4881513E+00
   1.8507879E+00   8.8842222E-03   1.1031088E+01   1.4854138E+00
   1.8544810E+00  -1.2279369E-02   1.1013545E+01   1.4765844E+00
   1.8572711E+00  -6.2487746E-04   1.1068700E+01   1.4795491E+00
   1.8609945E+00  -7.5393873E-03   1.1163240E+01   1.4926518E+00
   1.8637853E+00   1.7518656E-02   1.1181159E+01   1.4706260E+00
   1.8674605E+00   1.4200630E-03   1.1223819E+01   1.4768648E+00
   1.8705361E+00   1.8121002E-02   1.1217299E+01   1.4746090E+00
   1.8742815E+00   9.5204392E-04   1.1304851E+01   1.4705576E+00
   1.8777057E+00  -2.8076097E-03   1.1315495E+01   1.4628171E+00
   1.8810271E+00  -5.4313177E-03   1.1392763E+01   1.4654055E+00
   1.8842294E+00   1.0037125E-02   1.1380391E+01   1.4576318E+00
   1.8873736E+00  -2.4736972E-04   1.1441617E+01   1.4564375E+00
   1.8910767E+00   6.8563018E-03   1.1474132E+01   1.4571857E+00
   1.8940675E+00  -4.3028369E-04   1.1501264E+01   1.4526300E+00
   1.8974451E+00   6.7102976E-02   1.1517879E+01   1.4782636E+00
   1.9009053E+00   1.0454398E-02   1.1547784E+01   1.4542588E+00
   1.9041345E+00   1.0532023E-03   1.1539625E+01   1.4519295E+00
   1.9075104E+00   6.6209477E-03   1.1606737E+01   1.4556198E+00
   1.9109204E+00   2.9658888E-02   1.1615394E+01   1.4496953E+00
   1.9142883E+00   2.6346514E-02   1.1609877E+01   1.4364479E+00
   1.9176326E+00   1.1643622E-02   1.1682993E+01   1.4433795E+00
   1.9209187E+00  -1.3507401E-02   1.1687218E+01   1.4392927E+00
   1.9241594E+00   9.3715498E-03   1.1706565E+01   1.4436808E+00
   1.9273772E+00   1.8619454E-02   1.1710041E+01   1.4427714E+00
   1.9305849E+00   3.2364942E-02   1.1695063E+01   1.4442719E+00
   1.9344205E+00   3.0068219E-02   1.1714798E+01   1.4458494E+00
   1.9376059E+00   3.8766239E-02   1.1709391E+01   1.4414485E+00
   1.9407828E+00   2.2112355E-02   1.1749774E+01   1.4472314E+00
   1.9439530E+00   2.1338684E-02   1.1725753E+01   1.4504377E+00
   1.9477475E+00   2.6001768E-02   1.1746446E+01   1.4464056E+00
   1.9509006E+00   4.4548262E-02   1.1783043E+01   1.4471065E+00
   1.9540465E+00   4.9288839E-02   1.1769715E+01   1.4442221E+00
   1.9578167E+00   2.8285416E-02   1.1759319E+01   1.4501163E+00
   1.9609568E+00   4.3687031E-02   1.1783337E+01   1.4454187E+00
   1.9640905E+00   4.6436768E-02   1.1783983E+01   1.4435780E+00
   1.9678470E+00   3.5806369E-02   1.1760591E+01   1.4473327E+00
   1.9709756E+00   7.4028574E-02   1.1722059E+01   1.4399296E+00
   1.9740955E+00   2.7676720E-02   1.1709713E+01   1.4394896E+00
   1.9778334E+00   3.1261798E-02   1.1730396E+01   1.4409887E+00
   1.9809476E+00   4.7648761E-02   1.1690585E+01   1.4351904E+00
   1.9840657E+00   5.6335740E-02   1.1635447E+01   1.4409361E+00
   1.9878131E+00  -2.7775040E-02   1.1617699E+01   1.4290818E+00
   1.9907200E+00   7.0631072E-02   1.1504633E+01   1.4348866E+00
   1.9943368E+00   2.2289384E-02   1.1542604E+01   1.4349827E+00
   1.9978597E+00  -8.3184436E-02   1.1412719E+01   1.4329075E+00
   2.0010369E+00   2.5951231E-01   1.1257272E+01   1.4436606E+00
   2.0044956E+00   2.7677590E-02   1.1361267E+01   1.4318291E+00
   2.0076981E+00   5.9425063E-02   1.1353085E+01   1.4276646E+00
   2.0107143E+00   6.1383244E-02   1.1175808E+01   1.4226977E+00
   2.0141199E+00   8.3713412E-02   1.1144356E+01   1.4194595E+00
   2.0176983E+00   2.6111472E-02   1.1133620E+01   1.4183739E+00
   2.0212922E+00   3.1886514E-02   1.1042039E+01   1.4147359E+00
   2.0239744E+00   2.1270853E-02   1.0953431E+01   1.4093643E+00
   2.0275071E+00   3.9096735E-02   1.0888934E+01   1.4099040E+00
   2.0310180E+00   5.3826615E-02   1.0805803E+01   1.3983014E+00
   2.0345218E+00   8.5937632E-03   1.0723833E+01   1.4261942E+00
   2.0380113E+00   1.5391029E-02   1.0651054E+01   1.3945132E+00
   2.0414872E+00   2.7922196E-02   1.0531352E+01   1.3995805E+00
   2.0449100E+00   1.2618620E-02   1.0393503E+01   1.3859129E+00
   2.0473983E+00   3.1914534E-03   1.0393151E+01   1.3564498E+00
   2.0515013E+00   1.5603852E-02   1.0259461E+01   1.3704677E+00
   2.0547349E+00  -6.1157234E-03   1.0097782E+01   1.3622987E+00
   2.0579681E+00   7.0924766E-02   1.0000845E+01   1.3426225E+00
   2.0611985E+00  -2.2627687E-02   9.9711533E+00   1.3496612E+00
   2.0644259E+00   1.9817792E-02   9.7766390E+00   1.3380958E+00
   2.0676599E+00   2.0130983E-02   9.6526642E+00   1.3170583E+00
   2.0708966E+00   7.0601366E-03   9.5618401E+00   1.3260502E+00
   2.0741332E+00  -1.1101131E-02   9.4446621E+00   1.3154632E+00
   2.0780532E+00   1.8038319E-02   9.3022575E+00   1.3033755E+00
   2.0810890E+00  -1.8765392E-02   9.1522465E+00   1.2997054E+00
   2.0848558E+00  -8.6348383E-03   9.0448637E+00   1.2942775E+00
   2.0878654E+00   1.4930024E-02   8.8966513E+00   1.2875776E+00
   2.0910034E+00   1.7060140E-02   8.7344885E+00   1.2797530E+00
   2.0947521E+00   1.1336841E-01   8.5754108E+00   1.2744919E+00
   2.0977714E+00   6.4546444E-02   8.4764490E+00   1.2681520E+00
   2.1015410E+00   3.0803466E-02   8.2491426E+00   1.2573774E+00
   2.1045520E+00  -2.1974329E-02   8.1493053E+00   1.2580490E+00
   2.1080143E+00   4.7984361E-03   8.0153255E+00   1.2482263E+00
   2.1110277E+00  -1.1087373E-02   7.8174930E+00   1.2410849E+00
   2.1147363E+00  -2.7294397E-02   7.6459808E+00   1.2324876E+00
   2.1177204E+00  -2.8663391E-02   7.4949150E+00   1.2342815E+00
   2.1215842E+00  -5.8916371E-02   7.2893758E+00   1.2155945E+00
   2.1249895E+00  -1.3092753E-01   7.2209840E+00   1.2258124E+00
   2.1279738E+00   1.8795545E-01   6.9696026E+00   1.2065678E+00
   2.1309574E+00   2.5453083E-02   6.8430567E+00   1.1942648E+00
   2.1346841E+00  -1.6218231E-03   6.7883468E+00   1.2113138E+00
   2.1376653E+00   1.2279943E-02   6.6012917E+00   1.2025701E+00
   2.1413956E+00  -1.2524650E-02   6.3802872E+00   1.2000793E+00
   2.1443737E+00   2.9875038E-03   6.1974239E+00   1.2020761E+00
   2.1481309E+00  -1.5074858E-02   5.9543343E+00   1.1830786E+00
   2.1511562E+00  -1.5174263E-02   5.8650203E+00   1.1806920E+00
   2.1549711E+00  -3.6394875E-02   5.7557497E+00   1.1746168E+00
   2.1580584E+00  -2.0009035E-02   5.5226359E+00   1.1776553E+00
   2.1611876E+00  -3.5413116E-02   5.2739825E+00   1.1608727E+00
   2.1643741E+00  -3.9230943E-02   5.1601405E+00   1.1604171E+00
   2.1683965E+00  -5.1681433E-02   5.0021477E+00   1.1555322E+00
   2.1716862E+00  -3.3952869E-02   4.7235837E+00   1.1556133E+00
   2.1750319E+00  -6.8391718E-02   4.5396299E+00   1.1587321E+00
   2.1783979E+00  -5.8713719E-02   4.4638605E+00   1.1439469E+00
   2.1817627E+00  -5.3623948E-02   4.3263135E+00   1.1434509E+00
   2.1851306E+00  -6.3084565E-02   4.1159239E+00   1.1389998E+00
   2.1885047E+00  -5.9465382E-02   3.8781273E+00   1.1351402E+00
   2.1910443E+00  -8.1319876E-02   3.7057760E+00   1.1335975E+00
   2.1944442E+00  -1.2748755E-02   3.4727244E+00   1.1322198E+00
   2.1978540E+00  -7.4555114E-02   3.3688271E+00   1.1272854E+00
   2.2012694E+00  -5.8274049E-02   3.2658470E+00   1.1257043E+00
   2.2046845E+00  -5.7538942E-02   2.9863884E+00   1.1223328E+00
   2.2081008E+00  -6.1329965E-02   2.7310948E+00   1.1204127E+00
   2.2115171E+00  -4.1293051E-02   2.6820655E+00   1.1174442E+00
   2.2149520E+00  -7.3053516E-02   2.5899580E+00   1.1170195E+00
   2.2183988E+00  -5.2194554E-02   2.2283201E+00   1.1131415E+00
   2.2218595E+00  -6.0805418E-02   1.9743215E+00   1.1108005E+00
   2.2244692E+00  -6.2753938E-02   1.9153181E+00   1.1101435E+00
   2.2279675E+00  -7.5927228E-02   1.7447795E+00   1.1087517E+00
   2.2314968E+00  -7.8818843E-02   1.5681614E+00   1.1078427E+00
   2.2350366E+00  -6.5373711E-02   1.3696797E+00   1.1097836E+00
   2.2385926E+00  -7.1683958E-02   1.1744719E+00   1.1030668E+00
   2.2412779E+00  -7.2178937E-02   1.0037870E+00   1.1071789E+00
   2.2448928E+00  -7.9931378E-02   7.8605127E-01   1.1066116E+00
   2.2485430E+00  -5.4201961E-02   6.3250256E-01   1.1045483E+00
   2.2513020E+00  -7.2195791E-02   5.5872518E-01   1.1061636E+00
   2.2550161E+00  -5.7696067E-02   1.8456018E-01   1.1031605E+00
   2.2578344E+00  -4.9346659E-02   9.1716319E-02   1.1063790E+00
   2.2616458E+00  -6.5468684E-02  -8.4992267E-02   1.1027485E+00
   2.2654126E+00  -7.8458920E-02  -2.1654068E-01   1.1033715E+00
   2.2683456E+00  -4.7783826E-02  -4.7007182E-01   1.1018374E+00
   2.2713282E+00  -8.2185224E-02  -5.8441514E-01   1.0993429E+00
   2.2752974E+00  -6.3782245E-02  -7.9302573E-01   1.1001027E+00
   2.2780631E+00  -6.2602267E-02  -8.6475199E-01   1.1097816E+00
   2.2819729E+00  -7.9883315E-02  -1.1236227E+00   1.1043717E+00
   2.2854149E+00  -4.7383439E-02  -1.3297191E+00   1.1065360E+00
   2.2882450E+00  -7.8342721E-02  -1.4520234E+00   1.1055863E+00
   2.2916849E+00  -6.9864064E-02  -1.5969343E+00   1.1015290E+00
   2.2950354E+00  -1.0422974E-01  -1.7215716E+00   1.1084567E+00
   2.2987857E+00  -4.9594924E-02  -1.9281746E+00   1.1150490E+00
   2.3015692E+00  -8.9533873E-02  -2.1111794E+00   1.1030892E+00
   2.3053169E+00  -1.0142045E-01  -2.2425866E+00   1.1061988E+00
   2.3080723E+00  -8.4884413E-02  -2.3272989E+00   1.1147157E+00
   2.3115919E+00  -5.9295468E-02  -2.4591429E+00   1.1215527E+00
   2.3151224E+00  -7.4873254E-02  -2.6262331E+00   1.1196526E+00
   2.3185642E+00  -9.8675832E-02  -2.8603423E+00   1.1180726E+00
   2.3216369E+00  -9.0620011E-02  -2.9926622E+00   1.1183008E+00
   2.3252158E+00  -1.0002334E-01  -3.1791055E+00   1.1208398E+00
   2.3280978E+00  -7.4303374E-02  -3.2432082E+00   1.1222622E+00
   2.3316135E+00  -7.5128436E-02  -3.4083421E+00   1.1188028E+00
   2.3350806E+00  -1.1312191E-01  -3.5783758E+00   1.1230923E+00
   2.3385358E+00  -1.4714065E-01  -3.6910632E+00   1.1248573E+00
   2.3420267E+00  -1.3187537E-01  -3.8674300E+00   1.1299465E+00
   2.3449178E+00  -6.6108406E-02  -3.9779561E+00   1.1213027E+00
   2.3485544E+00  -1.2300382E-01  -4.1141801E+00   1.1242417E+00
   2.3515115E+00  -1.1158737E-01  -4.2243314E+00   1.1241235E+00
   2.3552790E+00  -1.1828234E-01  -4.3625898E+00   1.1243635E+00
   2.3583596E+00  -8.0267325E-02  -4.4571843E+00   1.1243962E+00
   2.3615036E+00  -1.1501671E-01  -4.5578694E+00   1.1238348E+00
